Ratepayer,Property Address,Propref,Billing Address,RV,Property Description,Relief Code
Adhan Property Consultants Ltd,"Unit 5, Salford Industrial Estate, Salford, Todmorden           OL14 5BT",78408784,"Adhan House, 1st Floor, 52a Preston New Road, Blackburn, BB2 6AH",3300,Workshop And Premises,Empty Relief - Post 01/04/2008
,"Basement Unit 18, Hebble End Mill, Hebble End, Hebden Bridge       HX7 6HJ",76256731,,430,Store And Premises,Rateable Value below threshold
Units To Let [Northern] Ltd,"Unit 16, Mill House Works, Mill House Lane, Triangle            HX6 3LN",77352707,"Hartford Trading Estate, Suthers Street, Oldham, OL9 7TQ",1775,Garage And Premises,Listed Building
Coal Pension Properties Ltd,"9 Square, Halifax, HX1 1RJ",68700009,"Scan Only Docs-Savills Uk Ltd, P O Box 4843, Slough, SL1 0BG",16000,Shop and Premises,Awaiting occupation
W H Greenwood (Holdings) Ltd,"Telecommunication Mast, Site Ref H X 0002, Square Road, Halifax              HX1 1QG",68708718,"9 Newlands Crescent, Halifax, HX3 7HU",4050,Communication Station and Premises,Unoccupied Land
Industrials Uk Ltd Partnership,"White Lee Estates Office, Caldene Business Park, Burnley Road, Mytholmroyd          HX7 5QJ",76088829,"C/O Ryden Llp, 3rd Floor Carlton Tower, 34 St Paul's Street, Leeds, LS1 2QB",1825,Office,Empty Property - RV < 15000
Industrials Uk Ltd Partnership,"2 Windsor House, Caldene Business Park, Burnley Road, Mytholmroyd          HX7 5QJ",76088858,"C/O Ryden Llp, 3rd Floor Carlton Tower, 34 St Paul's Street, Leeds, LS1 2QB",19000,Warehouse And Premises,Qualifying industrial hereditament
,"Unit 6, Hawksclough Industrial Est., Burnley Road, Mytholmroyd          HX7 5AD",76088872,,2000,Factory and Premises,Rateable Value below threshold
,"5,7 & 9 Water Street, Todmorden, OL14 5AB",78508708,,9700,Cafe and Premises,Charity (Empty)
,"32 Pellon Lane, Halifax, HX1 5SP",68236032,,1025,Store And Premises,Empty Property - RV < 15000
Units To Let [Northern] Ltd,"Part 1ST & 2ND Floor, Unit 18 Mill House Works, Triangle, Sowerby Bridge       HX6 3LN",77352751,"Hartford Trading Estate, Suthers Street, Oldham, OL9 7TQ",940,Store And Premises,Empty Property - RV < 15000
Seadrift Offshore Ltd,"Unit 6/6B/6C Commercial Mill, Oldham Road, Ripponden, Sowerby Bridge       HX6 4EB",77408741,"Unit 6 Riverside Mills, Saddleworth Road, Elland, HX5 0RY",5600,Warehouse And Premises,Qualifying industrial hereditament
Tyler Projects (Halifax) Ltd In Administration,"Part 1ST Floor, Somerset House, Rawson Street, Halifax              HX1 1NH",68356713,"F.A.O. Julian Pitts, Begbies Traynor, 4th Floor Toronto Square, Toronto Street, Leeds, LS1 2HJ",11000,Restaurant and Premises,Bankrupt / Liquidation / Winding Up Order
Marrtree Investments Limited,"Unit 23, Branxholme Industrial Estate, Bradford Road, Brighouse            HD6 4EA",29080777,"4a Greengate, Cadale Park, Harrogate, HG3 1GY",1150,Land Used For Storage and Premises,Rateable Value below threshold
Blackshaw Holdings Ltd,"Office 3 Clifton House, Bradford Road, Bailiff Bridge, Brighouse            HD6 4EJ",29084822,"St Bernards Mill, Gelderd Road, Gildersome, Leeds, LS27 7NA",1825,Office,Empty Property - RV < 15000
Everything Everywhere Ltd,"Telecommunication Mast, Site Ref 7040, 1 Shannon Road, Brighouse            HD6 3LF",29668001,"C/O Gva, Po Box 6079, Wolverhampton, WV1 9RA",4300,Communication Station and Premises,Unoccupied Land
,"Part Basement, 2 Wards End, Halifax, HX1 1DD",69264744,,1825,Store And Premises,Rateable Value below threshold
,"First Floor Room 1, Old Town Hall, Thornton Square, Brighouse            HD6 1ED",29576711,,1925,Offices and Premises,Listed Building
,"42/44 Bridge End, Brighouse, HD6 3DS",29092708,,6000,Workshop And Premises,Empty Relief - Post 01/04/2008
Warmco Space Heating Ltd,"Unit 4C, Victoria Works Business Park, Calder Street, Brighouse            HD6 1LZ",29124711,"Warmco Industrial Park, Manchester Road, Mossley, Ashton Under Lyne, OL5 9AY",2050,Store And Premises,Empty Property - RV < 15000
Hutchinson 3G Uk Ltd,"Telecommunication Mast, Site Ref H D 0017, Clough Lane, Rastrick             HD6 3QL",29184706,"C/O Gva, Po Box 6079, Wolverhampton, WV1 9RA",8100,Communication Station and Premises,Unoccupied Land
Finestreet Ltd,"21B Back Halifax Road, Todmorden, OL14 5AG",78192770,"21a Halifax Road, Bramsche Square, Todmorden, OL14 5AG",2425,Offices and Premises,Empty Property - RV < 15000
,"55A Halifax Road, Todmorden, OL14 5BB",78192834,,1900,Store And Premises,Rateable Value below threshold
,"23 Roils Head Road, Halifax, HX2 0NQ",68396023,,2800,Shop and Premises,Rateable Value below threshold
Gallyville Ltd (In Liquidation),"1ST Floor, Southgate House, Wards End, Halifax              HX1 1BX",69264733,"Inquesta, St John's Terrace, 11-15 New Road, Manchester, M26 1LS",45000,Offices and Premises,Empty Relief - Post 01/04/2008
,"Unit 1 Victoria Works, The Boathouse, Wharf Street, Brighouse            HD6 1PP",29636715,,3400,Offices and Premises,Empty Relief - Post 01/04/2008
Towngate Plc,"Part Ground Floor, Park View House, Woodvale Road, Brighouse            HD6 4AB",29656736,"C/O Sanderson Weatherall Llp, 25 Wellington Street, Leeds, LS1 4WG",4300,Store And Premises,Empty Relief - Post 01/04/2008
,"Lever Street, Todmorden, OL14 5QF",78284702,,3250,Garage And Premises,Awaiting occupation
,"Part 3rd Floor, Mount Pleasant Mill, Mytholmroyd, Hebden Bridge       HX7 5NR",76444706,,1925,Workshop And Premises,Listed Building
Santander,"First Floor, 24/26 Commercial Street, Brighouse, HD6 1AQ",29196726,"C/O Gl Hearn Management Ltd, Po Box 1821, Southampton, SO18 9NA",8300,Gym And Premises,Empty Relief - Post 01/04/2008
City Centre Restaurants (Uk) Ltd,"Above Waterhouse Street, Halifax, HX1 1UG",69304704,"5-7 Marshalsea Road Borough, London, SE1 1EP",1450,Store And Premises,Listed Building
Marshalls Mono Ltd,"Hall Ings, West Lane, Southowram, Halifax              HX3 9RG",69352706,"A Johnson - Group Prop Manager, Marshalls Plc, Landscape House, Premier Way, Lowfields Business Park, Elland, HX5 9HT",13000,Offices and Premises,Empty Relief - Post 01/04/2008
Marshalls Mono Ltd,"West Lane, Southowram, Halifax, HX3 9TW",69352702,"A Johnson - Group Prop Manager, Marshalls Plc, Landscape House, Premier Way, Lowfields Business Park, Elland, HX5 9HT",103000,Factory and Premises,Occupation prohibited by law
,"The Pump House, Broad Hollin Farm, Hollins Lane, Ripponden           HX6 4LE",77102700,,1250,Store And Premises,Empty Property - RV < 15000
,"Land Adj. Hartsoil House, Highmoor Lane, Cleckheaton, BD19 6LL",79048704,,7700,Empty Garden Centre and Premises,Empty Relief - Post 01/04/2008
,"Part 1ST Floor, Thornton Works, Fenton Road, Halifax             HX1 3PP",65072710,,2950,Workshop And Premises,Empty Relief - Post 01/04/2008
,"First Floor, 32 Fenton Road, Halifax, HX1 3PP",65072724,,1175,Store And Premises,Empty Property - RV < 15000
,"Carlton Works, The Boulevard, R/O 24 Savile Park Road, Halifax             HX1 2EN",68472709,,2400,Warehouse And Premises,Rateable Value below threshold
,"4 Savile Park Street, Halifax, HX1 3DX",68476004,,2500,Shop and Premises,Rateable Value below threshold
,"6 Savile Park Street, Halifax, HX1 3DX",68476006,,3100,Shop and Premises,Empty Relief - Post 01/04/2008
Dean Clough Ltd,"4 Seedlings Mount, Cross Hills, Halifax, HX1 1XQ",64716700,"Office Suite E345, Dean Clough, Halifax, HX3 5AX",7700,Warehouse And Premises,Listed Building
Calderdale Mbc,"Elland Library, Coronation Street, Elland, HX5 0DF",56052709,"Regen & Development, Northgate House, Northgate, Halifax, HX1 1UN",2650,Community Centre And Premises,Rateable Value below threshold
Halifax Opportunities Trust,"Office 39 First Floor, The E W Innovation Centre, Hopwood Lane, Halifax              HX1 5ER",64242736,"Elsie Whiteley Innovation Cent, Hopwood Lane, Halifax, HX1 5ER",1600,Offices and Premises,Rateable Value below threshold
Royds Properties Ltd,"First Floor Unit 9, Wellington Mills, Quebec Street, Elland               HX5 9BX",56196743,"Estate Office, Gledholt Business Park, Allen Row, Paddock, Huddersfield, HD1 4SB",5500,Workshop And Premises,Empty Relief - Post 01/04/2008
Warmco Space Heating Ltd,"Unit 4B Grd Floor North Side, Exchange Mill, Saddleworth Road, Elland               HX5 0RY",56212754,"Warmco Industrial Park, Manchester Road, Mossley, Ashton Under Lyne, OL5 9AY",1250,Store And Premises,Listed Building
Brogan Business Parks Ltd,"Unit R1, Tenterfields Business Park, Burnley Road, Luddendenfoot        HX2 6EJ",64448827,"C/O Cdp Ltd, Huddersfield Road, Elland, HX5 9BW",6100,Offices and Premises,Empty Relief - Post 01/04/2008
,"Old Town Mill, Wadsworth, Hebden Bridge, HX7 8TE",76420718,,5500,Workshop And Premises,Listed Building
,"Ground Floor, Old Town Mill, Wadsworth, Hebden Bridge        HX7 8SW",76420729,,6000,Warehouse And Premises,Listed Building
Butterworth Properties Ltd,"Part Old Town Mill, Wadsworth, Hebden Bridge, HX7 8TE",76420715,"The Paddock, Old Town Mill, Wadsworth, Hebden Bridge, HX7 8SW",1800,Warehouse And Premises,Rateable Value below threshold
,"Unit 2C, New Delight Works, Boothtown Road, Halifax              HX3 6TU",64284829,,770,Vehicle Repair Workshop And Premises,Empty Property - RV < 15000
Shaw Lodge Mills Ltd,"LEVEL-1 The 1830 Mill, Shaw Lodge Mills, Shaw Lane, Halifax              HX3 9ET",68526705,"Reedham House, 31 King Street, Manchester, M3 2PJ",5200,Warehouse And Premises,Listed Building
Shaw Lodge Mills Ltd,"Level 3 The 1862 Warehouse, Shaw Lodge Mills, Shaw Lane, Halifax              HX3 9ET",68526735,"Reedham House, 31 King Street, Manchester, M3 2PJ",4450,Warehouse And Premises,Listed Building
Shaw Lodge Mills Ltd,"Level - 1 The 1862 Warehouse, Shaw Lodge Mills, Shaw Lane, Halifax              HX3 9ET",68526734,"Reedham House, 31 King Street, Manchester, M3 2PJ",9200,Warehouse And Premises,Listed Building
Birds Royd Property Co Ltd,"Office 3 First Floor, Princess Works, Birds Royd Lane, Brighouse            HD6 1LH",29052747,"C/O R A S Sports, Princess Works, Bird Royd Lane, Brighouse, HD6 1LJ",1700,Offices,Empty Property - RV < 15000
Hutchinson Construction [Northern] Ltd,"Empire House, 11 Mulcture Hall Road, Halifax, HX1 1SP",65900704,"C/O Mr P Hutchinson, 5 Lydgate Park, Lightcliffe, Halifax, HX3 8TB",4000,Warehouse And Premises,Empty Relief - Post 01/04/2008
Blackshaw Holdings Ltd,"Unit 23 Birkby House, Birkby Lane, Bailiff Bridge, Brighouse            HD6 4JJ",29056752,"St Bernards Mill, Gelderd Road, Gildersome, Leeds, LS27 7NA",4200,Offices and Premises,Empty Relief - Post 01/04/2008
Blackshaw Holdings Ltd,"Unit 22 Birkby House, Birkby Lane, Bailiff Bridge, Brighouse            HD6 4JJ",29056751,"St Bernards Mill, Gelderd Road, Gildersome, Leeds, LS27 7NA",2000,Offices and Premises,Rateable Value below threshold
Warmco Space Heating Ltd,"Part Ground & First Floors, Wilkin Royd Mills, Mill Lane, Brighouse           HD6 1PN",29648707,"Warmco Industrial Park, Manchester Road, Mossley, Ashton Under Lyne, OL5 9AY",1450,Store And Premises,Rateable Value below threshold
Calderdale Mbc,"Art Galleries, Piece Hall, Halifax, HX1 1RE",68252795,"Land And Property Services, Northgate House, Northgate, Halifax, HX1 1UN",7600,Art Gallery And Premises,Listed Building
Calderdale Mbc,"5 The Colonnade, Piece Hall, Halifax, HX1 1RE",68252736,"Land And Property Services, Northgate House, Northgate, Halifax, HX1 1UN",900,Shop and Premises,Listed Building
,"Office 18, 11 Owler Ings Road, Brighouse, HD6 1EJ",29452777,,1175,Offices and Premises,Empty Property - RV < 15000
Calderdale Mbc,"29 The Colonnade, Piece Hall, Halifax, HX1 1RE",68252727,"Land And Property Services, Northgate House, Northgate, Halifax, HX1 1UN",2800,Shop and Premises,Listed Building
Calderdale Mbc Land & Property Services,"60 Rustic, Piece Hall, Halifax, HX1 1RE",68252720,"Northgate House, Northgate, Halifax, HX1 1UN",3150,Shop and Premises,Listed Building
Calderdale Mbc Land & Property Services,"66 Rustic, Piece Hall, Halifax, HX1 1RE",68252718,"Northgate House, Northgate, Halifax, HX1 1UN",2075,Shop and Premises,Listed Building
Calderdale Mbc Land & Property Services,"67 Rustic, Piece Hall, Halifax, HX1 1RE",68252778,"Northgate House, Northgate, Halifax, HX1 1UN",3050,Shop and Premises,Listed Building
Blackshaw Holdings Ltd,"Swales Moor Yard, Swales Moor Road, Halifax, HX3 6UF",68908712,"St Bernards Mill, Gelderd Road, Gildersome, Leeds, LS27 7NA",2800,Stone Yard And Premises,Unoccupied Land
Leo Sawrij Ltd,"Swalesmoor Farm (Whse), Swales Moor Road, Halifax, HX3 6UF",68908713,"Swales Moor Farm, Swales Moor Road, Halifax, HX3 6UF",93000,Warehouse And Premises,Empty Relief - Post 01/04/2008
Nutclough Mill Ltd,"2 Crown Street, Hebden Bridge, HX7 8EH",76176709,"3 Richmond House, Caldene Business Park, Mytholmroyd, Hebden Bridge, HX7 5QJ",1875,Store And Premises,Rateable Value below threshold
,"Car Sales Site, Junction Of Trimmingham Lane, Burnley Road, Halifax              HX2 7JG",64444707,,1800,Car Sales Site and Premises,Empty Property - RV < 15000
,"Milk Distribution Depot, Queens Road, Halifax, HX1 3NT",68308710,,12750,Warehouse And Premises,Empty Relief - Post 01/04/2008
All Counties Logistics Ltd,"D Y L Motor Group, Queens Road, Halifax, HX1 3XY",68308800,"3rd Floor, 207 Regent Street, London, W1B 3HH",77500,Car Showroom And Premises,Empty Relief - Post 01/04/2008
Ladyship Estates Ltd,"David Beck Stone Yard, Ladyship Mills, Old Lane, Halifax              HX3 5QN",68132743,"C/O John Crossley Carpets Ltd, Bankfield Works, Haley Hill, Halifax, HX3 6ED",1775,Land Used For Vehicle Training,Rateable Value below threshold
Calder Brook Estates Ltd,"Unit 5, Ladyship Industrial Estate, Old Lane, Halifax              HX3 5QN",68132753,"C/O Waterside House, Central Works, Oldham Road, Ripponden, HX6 4DN",1725,Store,Rateable Value below threshold
,"Office 24, 11 Owler Ings Road, Brighouse, HD6 1EJ",29452778,,1025,Offices and Premises,Empty Property - RV < 15000
Everything Everywhere Ltd,"Telecommunications Mast, Ref WYK0289 Rear Car Auction, Armytage Road, Brighouse            HD6 1XE",29020746,"C/O Gva, Po Box 6079, Wolverhampton, WV1 9RA",12250,Communication Station and Premises,Unoccupied Land
Mobile Broadband Network Ltd,"Telecommunication Mast, Site Ref 99609, Lister Street, Brighouse            HD6 2AH",29670701,"C/O Gva, Po Box 6079, Wolverhampton, WV1 9RA",12250,Communication Station and Premises,Unoccupied Land
"R P Moore, J L Lister & Aj Bell Trustees Ltd","Suite T1 Trinity House, Blackwall, Halifax, HX1 2QR",64268721,"Trinity House, Blackwall, Halifax, HX1 2QR",1925,Office,Listed Building
Bizspace Ltd,"Unit 11F, Calderdale Business Park, Club Lane, Halifax              HX2 8AX",64628869,"Fao Mital Shah, 3rd Floor, Winston House, 2 Dollis Park, Finchley, London, N3 1HG",1250,Offices And Premises,Rateable Value below threshold
Setbray Properties Ltd,"(Unoff Add)Suite 3 1ST Floor, Unit 8 Pennine Ind Park, Valley Road, Hebden Bridge        HX7 7BZ",76552759,"Suites 1&4 2nd Floor, Burlees House, Hangingroyd Lane, Hebden Bridge, HX7 7DD",16250,Offices and Premises,Empty Relief - Post 01/04/2008
Everything Everywhere Ltd,"Mast St Peters Church, St Peters Avenue, Sowerby Bridge, HX6 1DF",77582700,"C/O Gva, Po Box 6079, Wolverhampton, WV1 9RA",12000,Communication Station and Premises,Unoccupied Land
Kino & Co,"Office Hm 3.18, Holmfield Mills, Holdsworth Road, Halifax              HX3 6SN",65344541,"Office H M 2.0, Holmfield Mills, Holdsworth Road, Halifax, HX3 6SN",18250,Offices And Premises,Empty Relief - Post 01/04/2008
The Trustees Of B E Holmes Settlement Trust,"Car Parking Space No 4, John Street, Halifax, HX1 1YA",64400746,"C/O Walker Singleton, Property House, Lister Lane, Halifax, HX1 5AS",600,Car Parking Space,Rateable Value below threshold
The Trustees Of B E Holmes Settlement Trust,"Car Parking Space No 12, John Street, Halifax, HX1 1YA",64400737,"C/O Walker Singleton, Property House, Lister Lane, Halifax, HX1 5AS",600,Car Parking Space,Rateable Value below threshold
Maramar Holdings Ltd,"(Unoff Add) Unit J Factory, Ridings Business Park, Hopwood Lane, Halifax              HX1 3TT",64242853,,15250,Workshop And Premises,Empty Relief - Post 01/04/2008
The Trustees Of B E Holmes Settlement Trust,"Car Parking Space No 26, John Street, Halifax, HX1 1YA",64400743,"C/O Walker Singleton, Property House, Lister Lane, Halifax, HX1 5AS",600,Car Parking Space,Rateable Value below threshold
Ingfield Farm Shop Ltd,"Ingfield Farm Shop, Law Farm, Law Lane, Southowram           HX3 9UG",65592707,"Law Farm, Law Lane, Southowram, Halifax, HX3 9UG",11750,Shop and Premises,Empty Relief - Post 01/04/2008
W W Leese [Hx] Ltd,"Unit 1 Lower Brea, Leeds Road, Halifax, HX3 7AQ",65612715,"10 Bramley View, Lightcliffe, Halifax, HX3 8ST",800,Store,Rateable Value below threshold
S Sheard & Son Ltd,"Prospect Mill, Church Street, Greetland, Halifax              HX4 8LY",64576702,"Solar Works, Calder Street, Greetland, Halifax, HX4 8AQ",58000,Warehouse And Premises,Empty Relief - Post 01/04/2008
,"Room 1,2nd Floor, 3 Clare Road, Halifax, HX1 2HX",64584743,,1250,Office and Premises,Rateable Value below threshold
Dean Clough Ltd,"Unit K2 (Second Floor), K Mill, Dean Clough Mills, Halifax, HX3 5AX",64784816,"Office Suite E345, Dean Clough, Halifax, HX3 5AX",8500,Offices,Listed Building
Dean Clough Ltd,"Unit GY/8, G Mill Yard, Dean Clough Office Park, Halifax              HX3 5AX",64788822,"Office Suite E345, Dean Clough, Halifax, HX3 5AX",790,Workshop,Empty Property - RV < 15000
Pennine Housing 2000 Ltd,"31 Dene Place, Halifax, HX1 5TL",64808031,"Finance Section, Bull Green House, Bull Green, Halifax, HX1 2EB",3900,Shop and Premises,Empty Relief - Post 01/04/2008
F C F M Group Ltd,"Harrison House, 10 Harrison Road, Halifax, HX1 2AF",65276703,"295 Kings Road, London, SW3 5EP",5600,Offices and Premises,Listed Building
Swinton Colonnade,"Fellside House, Hebble Brook Business Park, Hays Lane, Halifax              HX2 8UL",65288707,"Fao Purchase Ledger, Swinton Group Ltd, 6 Great Marlborough Street, Manchester, M1 5SW",22750,Offices and Premises,Empty Relief - Post 01/04/2008
,"278 Gibbet Street, Halifax, HX1 4LT",65164278,,2850,Shop and Premises,Rateable Value below threshold
Marshalls Mono Ltd,"Hall Ings, Southowram, Halifax, HX3 9RQ",65240700,"A Johnson - Group Prop Manager, Marshalls Plc, Landscape House, Premier Way, Lowfields Business Park, Elland, HX5 9HT",2650,Store And Premises,Rateable Value below threshold
,"First Floor, 6-8 Hall Street, Halifax, HX1 5AY",65248714,,4950,Warehouse And Premises,Empty Relief - Post 01/04/2008
Everything Everywhere Ltd,"Telecommunication Mast, Ref WYK70402 Ainley Bottom, Huddersfield Road, Elland               HX5 9JP",56132836,"C/O Gva, Po Box 6079, Wolverhampton, WV1 9RA",4300,Communication Station and Premises,Unoccupied Land
,"163 King Cross Road, Halifax, HX1 3LN",65516163,,21750,Showroom And Premises,Empty Relief - Post 01/04/2008
,"Ground Floor, 58/60 Southgate, Elland, HX5 0DQ",56224752,,9000,Shop and Premises,Empty Relief - Post 01/04/2008
Calderdale Mbc Markets Manager,"Balcony Store, 29 Borough Market, Halifax, HX1 1DZ",64288817,"19 Albion Street, Halifax, HX1 1DU",455,Store And Premises,Listed Building
Dean Clough Ltd,"Office Suite D205, Dean Clough Mills, Halifax, HX3 5AX",64788830,"Office Suite E345, Dean Clough, Halifax, HX3 5AX",1925,Office,Empty Property - RV < 15000
I K O Y Secretarial Ltd,"Office Suite D226, Dean Clough Mills, Halifax, HX3 5AX",64778813,"Fao Kristian Blackburn, Office Suite D226, Dean Clough Mills, Halifax, HX3 5AX",2900,Office,Listed Building
Dean Clough Ltd,"Office Suite D 258, Dean Clough Mills, Halifax, HX3 5AX",64778778,"Office Suite E345, Dean Clough, Halifax, HX3 5AX",3650,Office,Listed Building
Dean Clough Ltd,"Office Suite D 39, Dean Clough Mills, Halifax, HX3 5AX",64788727,"Office Suite E345, Dean Clough, Halifax, HX3 5AX",4750,Offices,Listed Building
Shaw Lodge Mills Ltd,"Unit 70 Bowers Mill, Branch Road, Barkisland, Halifax              HX4 0AD",64344734,"C/O Walker Singleton Ltd, Property House, Lister Lane, Halifax, HX1 5AS",3750,Offices and Premises,Empty Relief - Post 01/04/2008
,"Office 1, Church Of St John Evangelist, Calder Street, West Vale            HX4 8AQ",64480709,,1225,Office,Empty Property - RV < 15000
Bizspace Ltd,"Unit 18H, Calderdale Business Park, Club Lane, Halifax              HX2 8AX",64628866,"Fao Mital Shah, 3rd Floor, Winston House, 2 Dollis Park, Finchley, London, N3 1HG",5200,Offices and Premises,Empty Relief - Post 01/04/2008
Westfield Properties Ltd,"Units 4 & 5, Calder Workshops, Gibbet Street, Halifax             HX1 4JQ",65164753,"2 Stansfield Road, Todmorden, Lancs, OL14 5DL",1550,Workshop And Premises,Rateable Value below threshold
,"Unit 29, Calder Workshops, Gibbet Street, Halifax             HX1 4JQ",65164749,,750,Workshop And Premises,Rateable Value below threshold
Westfield Properties,"Unit 10, Calder Workshops, Gibbet Street, Halifax             HX1 4JQ",65164730,"2 Stansfield Road, Todmorden, Lancs, OL14 5DL",1750,Workshop And Premises,Rateable Value below threshold
Joseph Dobson & Sons Ltd,"22/24 Northgate, Elland, HX5 0RU",56180024,"26 Northgate, Elland, West Yorks, HX5 0RU",7100,Offices and Premises,Empty Relief - Post 01/04/2008
Benjamin Whiteley & Sons Ltd,"Part Ground Floor Front, Multi Storey Park Road Mills, Park Road, Elland               HX5 9HX",56192735,"Park Road Mills, Park Road, Elland, HX5 9HX",980,Warehouse,Rateable Value below threshold
Benjamin Whiteley & Sons Ltd,"1ST, 2ND & 2RD Floors, Park Road Mills, Park Road, Elland               HX5 9HX",56192766,"Park Road Mills, Park Road, Elland, HX5 9HX",10000,Workshop And Premises,Empty Relief - Post 01/04/2008
Calderdale Mbc,"38/40 Market Street, Halifax, HX1 1PB",65736743,"Regen & Development, Northgate House, Northgate, Halifax, HX1 1UN",23250,Shop and Premises,Awaiting occupation
,"1ST Flr, 3 Carlton Place, Halifax, HX1 2SB",64484711,,13000,Offices and Premises,Empty Relief - Post 01/04/2008
,"7 Carlton Street, Halifax, HX1 2AL",64488007,,6300,Surgery,Empty Relief - Post 01/04/2008
,"6 Town Hall Buildings, Elland, HX5 9AJ",56236006,,3000,Shop and Premises,Listed Building
,"1ST Floor, 43A Crown Street, Halifax, HX1 1JB",64756719,,2550,Offices and Premises,Listed Building
,"120 Hanson Lane, Halifax, HX1 5PG",65264120,,1725,Shop and Premises,Rateable Value below threshold
Bizspace Ltd,"Unit 16H, Calderdale Business Park, Club Lane, Halifax              HX2 8AX",64628792,"Fao Mital Shah, 3rd Floor, Winston House, 2 Dollis Park, Finchley, London, N3 1HG",7100,Offices and Premises,Empty Relief - Post 01/04/2008
Bizspace Ltd,"Unit 18D, Calderdale Business Park, Club Lane, Halifax              HX2 8AX",64628862,"Fao Mital Shah, 3rd Floor, Winston House, 2 Dollis Park, Finchley, London, N3 1HG",1825,Offices and Premises,Rateable Value below threshold
Dean Clough Ltd,"Office Suite L G 37, Dean Clough Mills, Halifax, HX3 5AX",64784747,"Office Suite E345, Dean Clough, Halifax, HX3 5AX",4550,Dressing Rooms And Premises,Listed Building
Wynne Systems Uk Ltd,"Unit B2, Lowfields Close, Lowfields Business Park, Elland               HX5 9DX",56174709,"C/O Unit B4 Lowfields Close, Lowfields Business Park, Elland, HX5 9DX",38250,Offices and Premises,Empty Relief - Post 01/04/2008
Kino & Co,"UNIT1C/D Lwr Gf South Mill, White Rose Mill, Holdsworth Road, Halifax              HX3 6SN",65344993,"Office H M 2.0, Holmfield Mills, Holdsworth Road, Halifax, HX3 6SN",3150,Store And Premises,Empty Relief - Post 01/04/2008
R Collett & Sons (Transport) Ltd,"Unit 4 Victoria Terminal, Albert Road, Halifax, HX2 0BY",64040721,"Victoria Terminal, Albert Road, Halifax, HX2 0DE",4750,Store And Premises,Empty Relief - Post 01/04/2008
Bizspace Ltd,"Unit 2, Calderdale Business Park, Club Lane, Halifax              HX2 8AX",64628855,"Fao Mital Shah, 3rd Floor, Winston House, 2 Dollis Park, Finchley, London, N3 1HG",6900,Warehouse And Premises,Empty Relief - Post 01/04/2008
Calderdale Mbc Community Services,"Boothtown Road, Halifax, HX3 6ET",64284700,"Fao Jim Milner, Westgate House, Westgate, Halifax, HX1 1PD",1050,Public Conveniences,Rateable Value below threshold
Kino & Co,"Unit Hm 1.03, Holmfield Mills, Holdsworth Road, Halifax              HX3 6SW",65344998,"Office H M 2.0, Holmfield Mills, Holdsworth Road, Halifax, HX3 6SN",1025,Store And Premises,Qualifying industrial hereditament
,"78 Huddersfield Road, Elland, HX5 9AA",56132078,,3550,Shop and Premises,Empty Relief - Post 01/04/2008
First Group,"International House, 139 Skircoat Road, Halifax, HX1 2RE",68604708,"Attn Alison Davidson, First Shared Services, 395 King Street, Aberdeen, AB24 5RP",1600,Offices and Premises,Rateable Value below threshold
Abw Investments Ltd,"17 Town Hall Street, Sowerby Bridge, HX6 2EA",77600017,"55 Winding Road, Halifax, HX1 1SJ",4750,Offices and Premises,Empty Relief - Post 01/04/2008
Units To Let [Northern] Ltd,"Unit 2 (1st Floor), Mearclough Works, Mearclough Road, Sowerby Bridge      HX6 3LF",77340710,"Hartford Trading Estate, Suthers Street, Oldham, OL9 7TQ",580,Store And Premises,Rateable Value below threshold
,"Unit 6, South Street, Halifax, HX1 2EL",68640703,,3750,Store And Premises,Empty Relief - Post 01/04/2008
The Owner,"The Car Spot, 1 Rochdale Road, Sowerby Bridge, HX6 3BL",77644719,"Fao Mr Colin Roberts, Walker Singletons, Property House, Lister Lane, Halifax, HX1 5AS",15500,Car Sales Site and Premises,Unoccupied Land
Roch Valley Homes Ltd,"Unit 6 Hollins Mill, Rochdale Road, Todmorden, OL14 6SA",78400842,"2nd Floor, Hollins Mill, Walsden, Todmorden, OL14 6SA",1950,Store And Premises,Empty Property - RV < 15000
,"Unit 1, Willows Industrial Estate, Watson Mill Lane, Sowerby Bridge       HX6 3BW",77644723,,1925,Workshop And Premises,Rateable Value below threshold
Harley House Ripponden Ltd,"Suite 2 Harley House, Mill Fold, Ripponden, Sowerby Bridge       HX6 4DJ",77348786,"67 Chorley Old Road, Bolton, BL1 3AJ",970,Offices and Premises,Empty Property - RV < 15000
,"White Lion Hotel, Burnley Road, Mytholmroyd, Hebden Bridge       HX7 5LN",76088748,,6000,Public House and Premises,Empty Relief - Post 01/04/2008
Environment Agency F A O David Smith Estate Surveyor,"6 Burnley Road, Mytholmroyd, Hebden Bridge, HX7 5LH",76252006,"Po Box 12, Knutsford Road, Warrington, Cheshire, WA4 1HG",2700,Shop and Premises,Empty Property - RV < 15000
Co-Operative Group Ltd,"Units 3-7, Burnley Road Garage, Mytholmroyd, Hebden Bridge        HX7 5LH",76088743,"C/O Rate Account Management, Colliers Int Rating Uk Llp, 12th Flr Eleven Brindleyplace, 2 Brunswick Square, Brindleyplace Birmingham, B1 2LP",21500,Laboratory And Premises,Empty Relief - Post 01/04/2008
