Ratepayer,Liable From,Rateable Value,Mandatory Relief %,Discretionary relief %,Small Business Rate Relief %,Retail Relief,Empty Property,Exempt Empty Rates,Exemption Type,Address,Addr2,Addr3,Addr4,Postcode,Empty From,Description code,Description,Property Reference
PRIMESIGHT LTD,01/09/2009,1675,0,0,0,£0.00,N,N,,ADVERTISING RIGHT NO 4240 GABLE OF,327 KIRKSTALL ROAD,BURLEY,LEEDS,LS4 2AS,,CA,ADVERTISING RIGHT AND PREMISES,2130899313211
PRIMESIGHT LTD,01/09/2009,5100,0,0,0,£0.00,N,N,,ADVERTISING RIGHT 4143 AT,351 KIRKSTALL ROAD,BURLEY,LEEDS,LS4 2HD,,CA,ADVERTISING RIGHT AND PREMISES,2130899312403
LEEDS MOTOR COMPANY LTD,14/11/2000,16000,0,0,0,"-£1,000.00",N,N,,431 KIRKSTALL ROAD,BURLEY,LEEDS,,LS4 2QD,,CG2,"GARAGE, CAR SALES AND PREMISES",2130899309858
HEM INTERIORS GROUP LTD,01/04/2000,36000,0,0,0,£0.00,N,N,,CARDIGAN FIELDS,KIRKSTALL ROAD,BURLEY,LEEDS,LS4 2DN,,IF,FACTORY AND PREMISES,2130899308962
DUFFIELD PRINTERS LTD,01/04/2000,16500,0,0,0,£0.00,N,N,,421 KIRKSTALL ROAD,BURLEY,LEEDS,,LS4 2EZ,,IF3,WORKSHOP AND PREMISES,2130899308851
BELLA ITALIA RESTAURANTS LTD,26/09/2011,47250,0,0,0,"-£1,000.00",N,N,,UNIT 11B,CARDIGAN FIELDS LEISURE PARK,KIRKSTALL ROAD,LEEDS,LS4 2EZ,,CR,Restaurant and Premises,2130899101533
MITCHELLS & BUTLERS RETAIL LTD,26/09/2011,63500,0,0,0,£0.00,N,N,,UNIT 11A,CARDIGAN FIELDS LEISURE PARK,KIRKSTALL ROAD,LEEDS,LS4 2EZ,,CR,Restaurant and Premises,2130899101532
VUE CINEMAS (UK) LTD,01/04/2005,515000,0,0,0,£0.00,N,N,,UNIT 2 CARDIGAN FIELDS LEISURE PARK,KIRKSTALL ROAD,LEEDS,,LS4 2EZ,,LT,CINEMA AND PREMISES,2130899100772
ONTO LTD,05/11/2007,12500,0,0,0,£0.00,N,N,,GROUND FLOOR,JUNXION HOUSE,STATION APPROACH,LEEDS,LS5 3HR,,CO,OFFICES AND PREMISES,2130895437074
ONTO LTD,19/09/2013,28000,0,0,0,£0.00,N,N,,1ST & 2ND FLOORS,JUNXION HOUSE,STATION APPROACH,LEEDS,LS5 3HR,,CO,OFFICES AND PREMISES,2130895428329
PAXTON HORTICULTURAL SOCIETY,01/04/2000,8100,80,0,0,£0.00,N,N,,186 KIRKSTALL LANE,KIRKSTALL,LEEDS,,LS5 2AB,,CL2,CLUB AND PREMISES,2130895327995
LLOYDSPHARMACY LIMITED,01/04/2000,9300,0,0,0,£0.00,N,N,,24 KIRKSTALL LANE,KIRKSTALL,LEEDS,,LS5 3BH,,CS,SHOP AND PREMISES,2130895314828
TESCO STORES LTD,19/10/2012,9300,0,0,0,£0.00,Y,N,,22 KIRKSTALL LANE,KIRKSTALL,LEEDS,,LS5 3BH,19/10/2012,CS,SHOP AND PREMISES,2130895314827
WILLIAM HILL ORGANIZATION LTD,01/04/2000,9700,0,0,0,£0.00,N,N,,20 KIRKSTALL LANE,KIRKSTALL,LEEDS,,LS5 3BH,,CS2,BETTING SHOP AND PREMISES,2130895314826
J C DECAUX (UK) LTD,01/04/2000,1050,0,0,0,£0.00,N,N,,ADVERTISING RIGHT NO 1777,ADJ ABBEY WORKS,KIRKSTALL LANE,KIRKSTALL LEEDS,LS5 3BE,,CA,ADVERTISING RIGHT,2130895313617
JCDECAUX (UK) LTD,01/04/2000,1100,0,0,0,£0.00,N,N,,ADVERT RIGHT NO 1778 NEAR,53 KIRKSTALL LANE,KIRKSTALL,LEEDS,LS5 3BE,,CA,ADVERTISING RIGHT,2130895313616
CLEAR CHANNEL UK LIMITED,01/04/2000,800,0,0,0,£0.00,N,N,,ADVERT RIGHT 0704 0256 OUTSIDE,KIRKSTALL LEISURE CENTRE,KIRKSTALL LANE,KIRKSTALL LEEDS,LS5 3BH,,CA,ADVERTISING RIGHT AND PREMISES,2130895312418
TESCO STORES LTD,19/10/2012,5100,0,0,0,£0.00,Y,N,,GRD & 1ST FLR STORES,10 KIRKSTALL HILL,LEEDS,,LS5 3BD,19/10/2012,CW3,STORE AND PREMISES,2130894640132
TESCO STORES LTD,19/10/2012,10250,0,0,0,£0.00,Y,N,,10-12 KIRKSTALL HILL,LEEDS,,,LS5 3BD,19/10/2012,CG1,VEHICLE REPAIR WORKSHOP AND PREMISES,2130894640121
TESCO STORES LTD,01/01/2013,56000,0,0,0,£0.00,Y,N,,BRANCH AUTOBODIES,AT 12 KIRKSTALL HILL,KIRKSTALL,LEEDS,LS4 2TX,01/01/2013,CG1,Vehicle Repair Workshop and Premises,2130894520125
ENTERPRISE INNS PLC,07/02/2014,25500,0,0,0,£0.00,Y,N,,MERRY MONK,KIRKSTALL HILL,KIRKSTALL,LEEDS,LS4 2TX,07/02/2014,CL,PUBLIC HOUSE AND PREMISES,2130894315650
BENGAL BRASSERIE (LEEDS) LTD,19/06/2006,6000,0,0,100,£0.00,N,N,,65 HADDON ROAD,BURLEY,LEEDS,,LS4 2JE,,CS,SHOP AND PREMISES,2130675317099
LEEDS CITY COUNCIL,23/04/2012,29000,0,0,0,£0.00,Y,N,,SCHOOL LIBRARY SERVICES,BECKETT PARK PRIMARY SCHOOL,FOXCROFT CLOSE,LEEDS,LS6 3NT,23/04/2012,EM,LIBRARY AND PREMISES,2130580482515
NORTH LEEDS COMMUNITY NURSERY,01/04/2005,12500,80,0,0,£0.00,N,N,,"NURSERY,BECKETT PARK PRIMARY SCHOOL",FOXCROFT CLOSE,HEADINGLEY,LEEDS,LS6 3NT,,EN1,DAY NURSERY AND PREMISES,2130580428340
LEEDS CITY COUNCIL,01/04/2000,11000,0,0,0,£0.00,N,N,,9 FOXCROFT CLOSE,HEADINGLEY,LEEDS,,LS6 3NT,,ML,OFFICES AND PREMISES,2130580362343
LEEDS CITY COUNCIL,01/04/2000,15250,80,0,0,£0.00,N,N,,SACRED HEART CATHOLIC PRIMARY,SCHOOL,EDEN WAY,KIRKSTALL LEEDS,LS4 2TF,,EL,School and Premises,2130516362924
LEEDS CITY COUNCIL,01/04/2000,25250,0,0,0,£0.00,N,N,,BEECROFT PRIMARY SCHOOL,EDEN WAY,KIRKSTALL,LEEDS,LS4 2TF,,EL,School and Premises,2130516351173
EVERYTHING EVERYWHERE LIMITED,01/04/2000,13000,0,0,0,£0.00,N,N,,TELECOM MAST SITE REF WYK 0137,GRAYSON CREST,LEEDS,,LS4 2UB,,MT1,COMMUNICATION STATION AND PREMISES,2130515360737
HAWKSWORTH WOOD CONS CLUB,01/04/2000,10000,0,0,33,£0.00,N,N,,HAWKSWORTH WOOD CONSERVATIVE CLUB,CRAGSIDE WALK,KIRKSTALL,LEEDS,LS5 3LX,,CL2,CLUB AND PREMISES,2130408314119
LEEDS MOTOR COMPANY LTD,20/11/2013,18750,0,0,0,"-£1,000.00",N,N,,CAR DISPLAY LAND LHS,58 COMMERCIAL ROAD,KIRKSTALL,LEEDS,LS5 3AQ,,CX,Land Used for display,2130374619302
THE CITY PRESS LEEDS LTD,19/07/2012,4600,0,0,100,£0.00,N,N,,THE CITY PRESS LEEDS LTD,ST ANNS MILLS,COMMERCIAL ROAD,LEEDS,LS5 3AE,,IF3,Workshop and Premises,2130374512084
CARR-GOMM,09/09/2009,20000,80,0,0,£0.00,N,N,,77 COMMERCIAL ROAD,KIRKSTALL,LEEDS,,LS5 3AT,,CO,OFFICES AND PREMISES,2130374491096
CLEAR CHANNEL UK LIMITED,01/04/2001,9100,0,0,0,£0.00,N,N,,ADVERTISING RIGHT 6010,JUNCTION BRISTOL STREET,"COMMERCIAL ROAD, KIRKSTALL",LEEDS,LS5 1BA,,CA,ADVERTISING RIGHT AND PREMISES,2130374365930
LEEDS CITY COUNCIL,01/04/2007,0,0,0,0,£0.00,Y,Y,Rateable Value,ARTEECO METALCRAFT,ST ANNS MILLS,"COMMERCIAL ROAD, KIRKSTALL",LEEDS,LS5 3AE,01/04/2007,IF3,Workshop and Premises,2130374364408
TILE IT ALL UK LTD,01/04/2000,41500,0,0,0,£0.00,N,N,,CONTINENTAL TILE CENTRE,116 COMMERCIAL ROAD,KIRKSTALL,LEEDS,LS5 3AB,,CW,WAREHOUSE AND PREMISES,2130374357718
CLEAR CHANNEL UK LIMITED,01/04/2000,800,0,0,0,£0.00,N,N,,ADVERTISING RIGHT 07040349,OUTSIDE,38 COMMERCIAL ROAD,KIRKSTALL LEEDS,LS5 3AQ,,CA,ADVERTISING RIGHT AND PREMISES,2130374353923
SPEEDY HIRE CENTRES (NORTHERN) LTD,01/08/2007,29750,0,0,0,£0.00,N,N,,110 COMMERCIAL ROAD,KIRKSTALL,LEEDS,,LS5 3AB,,CW,WAREHOUSE AND PREMISES,2130374321614
LEEDS CITY COUNCIL,01/04/2007,0,0,0,0,£0.00,Y,Y,Rateable Value,UNIT 7 AT ST ANNS MILLS,COMMERCIAL ROAD,KIRKSTALL,LEEDS,LS5 3AE,01/04/2007,CG2,Garage and Premises,2130374321603
KIRKSTALL HAND CAR WASH LTD,04/02/2013,3850,0,0,100,£0.00,N,N,,118 COMMERCIAL ROAD,KIRKSTALL,LEEDS,,LS5 3AB,,IF3,WORKSHOP AND PREMISES,2130374318186
MR PAVELS BARANKOVS T/A PCRUSH COMPUTERS,14/01/2010,7000,0,0,83,-£549.50,N,N,,38 COMMERCIAL ROAD,KIRKSTALL,LEEDS,,LS5 3AQ,,CS,SHOP AND PREMISES,2130374314806
PRIMESIGHT LTD,01/09/2009,2200,0,0,0,£0.00,N,N,,ADVERTISING RIGHT NO 4771 NEXT,59 COMMERCIAL ROAD,KIRKSTALL,LEEDS,LS5 3AT,,CA,ADVERTISING RIGHT AND PREMISES,2130374312414
EVERYTHING EVERYWHERE LIMITED,01/04/2008,5800,0,0,0,£0.00,N,N,,TELECOMMUNICATION MAST,SITE REF 0837,CARDIGAN ROAD,LEEDS,LS6 1LF,,MT1,COMMUNICATION STATION AND PREMISES,2130278628090
VODAFONE LIMITED,01/04/2008,6300,0,0,0,£0.00,N,N,,TELECOMMUNICATION MAST SITE IN,"YARD OF MILFORDS, CARDIGAN ROAD",LEEDS,,LS6 1LF,,MT1,COMMUNICATION STATION AND PREMISES,2130278628079
SOUTH MILFORD PROPERTIES LTD,06/11/2013,8500,0,0,0,£0.00,Y,N,,204/206 CARDIGAN ROAD,HEADINGLEY,LEEDS,,LS6 1AG,06/11/2013,CO,Cafe and Premises,2130278364174
MILFORD LTD,01/04/2000,81000,0,0,0,£0.00,N,N,,MILFORD LTD,CARDIGAN ROAD,HEADINGLEY,LEEDS,LS6 1LF,,CW,WAREHOUSE AND PREMISES,2130278349697
LEEDS CITY COUNCIL,01/04/2008,15750,0,0,0,£0.00,N,N,,BURLEY PARK CENTRE,CARDIGAN LANE,BURLEY,LEEDS,LS4 2LE,,EL,PUPIL REFERRAL UNIT AND PREMISES,2130272484771
THE M & L PENSION SCHEME,08/06/2011,56500,0,0,0,£0.00,Y,N,,57 CARDIGAN LANE,LEEDS,,,LS4 2LE,08/06/2011,CO,OFFICES AND PREMISES,2130272448767
MELIA SMITH & JONES LTD,01/04/2000,12250,0,0,0,£0.00,N,N,,58 CARDIGAN LANE,BURLEY,LEEDS,,LS4 2LD,,CO,OFFICES AND PREMISES,2130272363969
B & D KEIGHTLEY LTD,01/04/2000,19750,0,0,0,£0.00,N,N,,BEECHWOOD GARAGE,CARDIGAN LANE,BURLEY,LEEDS,LS4 2LL,,CG2,GARAGE AND PREMISES,2130272328374
THE CO-OPERATIVE BANK PLC,01/04/2010,8300,0,0,0,£0.00,N,N,,ATM SITE AT,206 BUTCHER HILL,LEEDS,,LS16 5BG,,CX,Site of ATM and Premises,2130259615914
MIDGELEY FISHERIES LTD,01/04/2000,7000,0,0,0,"-£1,000.00",N,N,,204 BUTCHER HILL,WEST PARK,LEEDS,,LS16 5BG,,CS,SHOP AND PREMISES,2130259314682
CO-OPERATIVE GROUP LIMITED,01/04/2000,31750,0,0,0,£0.00,N,N,,206 BUTCHER HILL,WEST PARK,LEEDS,,LS16 5BG,,CS,Shop and Premises,2130259314681
LEFT BANK PICTURES (DCI BANKS) LTD,06/08/2013,9600,0,0,0,£0.00,N,N,,UNIT 3:3 EVANS BUSINESS CENTRE,BURLEY TRADING ESTATE,BURLEY ROAD,LEEDS,LS4 2PU,,CW,Warehouse and Premises,2130246648426
PHOENIX ALUMINIUM SHOP FRONTS LIMITED,19/11/2012,9300,0,0,45,£0.00,N,N,,UNIT 3:2 EVANS BUSINESS CENTRE,BURLEY TRADING ESTATE,BURLEY ROAD,LEEDS,LS4 2PU,,CW,Warehouse and Premises,2130246648415
WARRENS DISPLAY LTD,01/05/2013,17500,0,0,0,£0.00,N,N,,UNIT 3:1 EVANS BUSINESS CENTRE,BURLEY TRADING ESTATE,BURLEY ROAD,LEEDS,LS4 2PU,,CW,Warehouse and Premises,2130246648404
4NETIC LTD,12/12/2012,5000,0,0,100,£0.00,N,N,,LOWER C2,BURLEY TRADING ESTATE,BURLEY ROAD,LEEDS,LS4 2PU,,IF3,WORKSHOP AND PREMISES,2130246634499
LEEDS ENGLISH LANGUAGE SCHOOL,01/11/2009,15000,0,0,0,£0.00,N,N,,UPPER C1,BURLEY TRADING ESTATE,BURLEY ROAD,LEEDS,LS4 2PU,,IF3,WORKSHOP AND PREMISES,2130246634422
SWITCH GAS & ELECTRIC LTD,01/11/2011,21500,0,0,0,£0.00,N,N,,UPPER C2,BURLEY TRADING ESTATE,BURLEY ROAD,LEEDS,LS4 2PU,,IF3,WORKSHOP AND PREMISES,2130246613674
SILVERFOX GLOBAL LTD,01/07/2009,10000,0,0,0,£0.00,N,N,,LOWER C1,BURLEY TRADING ESTATE,BURLEY ROAD,LEEDS,LS4 2PU,,IF3,WORKSHOP AND PREMISES,2130246613663
WHITE GHOST HOLDINGS LTD,01/05/2013,51500,0,0,0,£0.00,N,N,,G K SERIGRAPHICS LTD,BURLEY TRADING ESTATE,BURLEY ROAD,LEEDS,LS4 2PU,,IF3,WORKSHOP AND PREMISES,2130246613652
PARKLANE PROPERTIES LTD,18/11/2006,19750,0,0,0,£0.00,N,N,,ROOMZZZ,361 BURLEY ROAD,LEEDS,,LS4 2PL,,CH,SERVICED APARTMENTS AND PREMISES,2130246610132
GAME FIGHT LTD,01/09/2013,5200,0,0,100,£0.00,N,N,,UNIT 51 EVANS BUSINESS CENTRE,BURLEY TRADING ESTATE,BURLEY ROAD,LEEDS,LS4 2PU,,LX,Gym and Premises,2130246517298
REGUS MANAGEMENT UK LTD,01/04/2014,4750,0,0,0,£0.00,Y,N,,UNIT 28 EVANS BUSINESS CENTRE,BURLEY TRADING ESTATE,BURLEY ROAD,LEEDS,LS4 2PU,01/04/2014,CO,Offices and Premises,2130246517287
PRODUCTION LIGHT & SOUND LTD,09/05/2011,13750,0,0,0,£0.00,N,N,,UNIT F3,BURLEY TRADING ESTATE,BURLEY ROAD,LEEDS,LS4 2PU,,CW,Warehouse and Premises,2130246504340
ZIG ZAG LIGHTING LTD,01/07/2011,30500,0,0,0,£0.00,N,N,,UNIT F1-F2 BURLEY TRADING ESTATE,BURLEY ROAD,LEEDS,,LS4 2PU,,CW,Warehouse and Premises,2130246504329
SILVER FOX GLOBAL LTD,01/10/2008,10750,0,0,0,£0.00,N,N,,LOWER C3 & C4,BURLEY TRADING ESTATE,BURLEY ROAD,LEEDS,LS4 2PU,,IF3,WORKSHOP AND PREMISES,2130246482471
CLEAR CHANNEL UK LIMITED,24/07/2008,400,0,0,0,£0.00,N,N,,ADVERT RIGHT REF 0704 0985 AT,352 BURLEY ROAD,BURLEY,LEEDS,LS4 2RJ,,CA,ADVERTISING RIGHT AND PREMISES,2130246481371
EVANS EASYSPACE LTD - IN ADMIN,04/12/2013,17750,0,0,0,£0.00,Y,Y,Administration,"UNIT 1.2, EVANS BUSINESS CENTRE",BURLEY TRADING ESTATE,BURLEY ROAD,LEEDS,LS4 2PU,01/04/2014,CW,WAREHOUSE AND PREMISES,2130246480579
REGUS MANAGEMENT UK LTD,01/04/2014,20000,0,0,0,£0.00,Y,N,,UNIT 1 EVANS BUSINESS CENTRE,BURLEY TRADING ESTATE,BURLEY ROAD,LEEDS,LS4 2PU,01/04/2014,CW,Warehouse and Premises,2130246480568
REGUS MANAGEMENT UK LTD,01/04/2014,41500,0,0,0,£0.00,N,N,,1ST FLOOR EVANS BUSINESS CENTRE,BURLEY TRADING ESTATE,BURLEY ROAD,LEEDS,LS4 2PU,,CO,OFFICES AND PREMISES,2130246417671
REGUS MANAGEMENT UK LTD,01/04/2014,51500,0,0,0,£0.00,N,N,,"2ND FLOOR, EVANS BUSINESS CENTRE",BURLEY TRADING ESTATE,BURLEY ROAD,LEEDS,LS4 2PU,,CO,OFFICES AND PREMISES,2130246417661
PICKLES BROS (SLATERS) LTD,28/04/2003,1925,0,0,0,£0.00,Y,Y,Rateable Value,UNIT 2,323 BURLEY ROAD,BURLEY,LEEDS,LS4 2HY,06/01/2014,CW1,LAND USED FOR STORAGE AND PREMISES,2130246369419
SPRINGWELL (BURLEY) LTD,01/12/2013,5500,0,0,100,£0.00,N,N,,270 BURLEY ROAD,BURLEY,LEEDS,,LS4 2NY,,CS,SHOP AND PREMISES,2130246369352
WARRENS DISPLAY LTD,06/12/2001,53500,0,0,0,£0.00,N,N,,UPPER & LOWER GROUND FLOOR,UNIT F,"359 BURLEY ROAD, BURLEY",LEEDS,LS4 2SL,,CW,WAREHOUSE AND PREMISES,2130246367959
EVANS EASYSPACE LTD - POST ADMIN,26/02/2014,27750,0,0,0,£0.00,Y,Y,Administration,UNIT E,BURLEY TRADING ESTATE,"BURLEY ROAD, BURLEY",LEEDS,LS4 2PU,26/02/2014,CW,WAREHOUSE AND PREMISES,2130246360929
KEYSTONE PROPERTY DEVELOPMENTS LTD,01/04/2000,4500,0,0,0,£0.00,N,N,,268 BURLEY ROAD,BURLEY,LEEDS,,LS4 2ET,,CS,SHOP AND PREMISES,2130246360192
CUT ABOVE GENTS HAIRSTYLIST LTD,29/04/2002,6700,0,0,88,-£368.18,N,N,,260/262 BURLEY ROAD,BURLEY,LEEDS,,LS4 2NY,,CS3,HAIRDRESSING SALON AND PREMISES,2130246359313
DB CONTRACTING SERVICES LTD,01/04/2013,7400,0,0,77,£0.00,N,N,,UPPER GROUND FLOOR UNIT B3,BURLEY TRADING ESTATE,"BURLEY ROAD, BURLEY",LEEDS,LS4 2PU,,IF3,WORKSHOP AND PREMISES,2130246351448
DATAPLAS LIMITED,01/04/2012,9700,0,0,38,£0.00,N,N,,LOWER C6,BURLEY TRADING ESTATE,"BURLEY ROAD, BURLEY",LEEDS,LS4 2PU,,IF3,WORKSHOP AND PREMISES,2130246336162
THE BYDAN CO LTD T/A KALL KWIK,01/04/2000,5600,0,0,100,£0.00,N,N,,LOWER C5,BURLEY TRADING ESTATE,BURLEY ROAD,BURLEY LEEDS,LS4 2ET,,IF3,Workshop and Premises,2130246336161
LEEDS CITY COUNCIL,25/06/2003,6100,0,0,0,£0.00,N,N,,SCOUT HUT,BURLEY ROAD,BURLEY,LEEDS,LS4 2ET,,LC3,HALL AND PREMISES,2130246323867
KEYSTONE PROPERTY DEVELOPMENTS LTD,01/04/2000,5900,0,0,0,£0.00,N,N,,266 BURLEY ROAD,BURLEY,LEEDS,,LS4 2NY,,CS,SHOP AND PREMISES,2130246316601
ONE STOP STORES LTD,09/02/2001,22000,0,0,0,£0.00,N,N,,345 BURLEY ROAD,BURLEY,LEEDS,,LS4 2PX,,CS,SHOP AND PREMISES,2130246315399
CO-OPERATIVE GROUP LIMITED,30/06/2005,36500,0,0,0,£0.00,N,N,,275 BURLEY ROAD,BURLEY,LEEDS,,LS4 2ET,,CS,PHARMACY AND PREMISES,2130246315391
CLEAR CHANNEL UK LIMITED,01/04/2000,2500,0,0,0,£0.00,N,N,,ADVERT RIGHT NO 2232/01 GABLE,284 BURLEY ROAD,BURLEY,LEEDS,LS4 2NY,,CA,ADVERTISING RIGHT AND PREMISES,2130246312424
EVANS EASYSPACE LTD - IN ADMIN,04/12/2013,20750,0,0,0,£0.00,Y,Y,Administration,LOWER GROUND FLOOR UNIT E,BURLEY TRADING ESTATE,"BURLEY ROAD, BURLEY",LEEDS,LS4 2PU,01/04/2014,CW,WAREHOUSE AND PREMISES,2130246309705
THE SIGN HOUSE LTD,01/05/2004,10500,0,0,25,£0.00,N,N,,UNIT H,BURLEY TRADING ESTATE,"BURLEY ROAD, BURLEY",LEEDS,LS4 2PU,,CW,WAREHOUSE AND PREMISES,2130246308946
COMMERCE INTELLIGENCE LTD,01/12/2013,7100,0,0,82,£0.00,N,N,,UNIT B3 BURLEY TRADING ESTATE,BURLEY ROAD,BURLEY,LEEDS,LS4 2PU,,IF3,WORKSHOP AND PREMISES,2130246308893
SANDRING LTD - IN LIQUIDATION,01/04/2000,26250,0,0,0,£0.00,Y,Y,Liquidation,224 BURLEY ROAD,BURLEY,LEEDS,,LS4 2EU,18/06/2013,IF,FACTORY AND PREMISES,2130246308267
ACCLAIMED SECURITY LTD,19/02/2013,5100,0,0,100,£0.00,N,N,,1ST FLOOR AT,13/15 KINGS AVENUE,LEEDS,,LS6 1QS,,CO,Offices and Premises,2130242611492
ACCLAIMED SECURITY LEEDS LTD,19/02/2013,3950,0,0,100,£0.00,N,N,,GROUND FLOOR AT,13/15 KINGS AVENUE,LEEDS,,LS6 1QS,,CO,Offices and Premises,2130242611481
PEEPAL TREE PRESS LTD,01/04/2000,3750,0,0,100,£0.00,N,N,,17 KINGS AVENUE,BURLEY,LEEDS,,LS6 1QS,,IF3,WORKSHOP AND PREMISES,2130242308826
BURLEY LODGE CENTRE,01/04/2000,9600,80,0,0,£0.00,N,N,,42-46 BURLEY LODGE ROAD,BURLEY,LEEDS,,LS6 1QF,,LC,COMMUNITY CENTRE AND PREMISES,2130241361233
CANOPY HOUSING PROJECT,01/04/2000,3100,80,0,0,£0.00,N,N,,66 BURLEY LODGE ROAD,BURLEY,LEEDS,,LS6 1QF,,CO,OFFICES AND PREMISES,2130241321894
NEW BURLEY CLUB,01/04/2000,19000,0,10,0,£0.00,N,N,,NEW BURLEY CLUB,BURLEY HILL DRIVE,BURLEY,LEEDS,LS4 2SZ,,CL2,CLUB AND PREMISES,2130239313975
LEEDS CITY COUNCIL,31/10/2005,36000,0,0,0,£0.00,N,N,,HAWSKSWORTH WOOD CHILDRENS CENTRE,BROADWAY,LEEDS,,LS5 3PS,,EN1,DAY NURSERY AND PREMISES,2130212640066
THE CO-OPERATIVE BANK PLC,01/04/2010,8300,0,0,0,£0.00,N,N,,ATM SITE AT CO-OPERATIVE FOODS,BROADWAY,LEEDS,,LS5 3PR,,CX,Site of ATM and Premises,2130212615716
PRIMESIGHT LTD,01/04/2011,480,0,0,0,£0.00,N,N,,AD RIGHT AT CO-OP,BROADWAY,KIRKSTALL,LEEDS,LS5 3PR,,CA,ADVERTISING RIGHT AND PREMISES,2130212505077
LEEDS CITY COUNCIL,13/01/2012,13250,0,0,0,£0.00,Y,N,,HAWKSWORTH CENTRE,BROADWAY,LEEDS,,LS5 3BQ,01/04/2012,EX,LEARNING CENTRE AND PREMISES,2130212481635
HAWKSWORTH WOOD (LEEDS),01/04/2000,5600,80,0,0,£0.00,N,N,,6 BROADWAY,KIRKSTALL,LEEDS,,LS5 3PR,,LC,COMMUNITY CENTRE AND PREMISES,2130212357349
CO-OPERATIVE GROUP LIMITED,01/04/2000,14500,0,0,0,£0.00,N,N,,CO-OPERATIVE FOOD,BROADWAY,LEEDS,,LS5 3PR,,CS,Shop and Premises,2130212314817
HAWKSWORTH WOOD (LEEDS),01/04/2000,5200,80,0,0,-£501.28,N,N,,8 BROADWAY,KIRKSTALL,LEEDS,,LS5 3PR,,CS,SHOP AND PREMISES,2130212314815
BRIDGE FOLD PROPERTIES LTD,30/09/2012,82500,0,0,0,£0.00,Y,Y,Listed Building,BRIDGE FOLD,KIRKSTALL DESIGN CENTRE,"BRIDGE ROAD, KIRKSTALL",LEEDS,LS5 3BW,30/09/2012,CO,Offices and Premises,2130199607499
TECH SEARCH ASSOCIATES LTD,19/05/2014,31500,0,0,0,£0.00,N,N,,SANDFORD LODGE,KIRKSTALL DESIGN CENTRE,"BRIDGE ROAD, KIRKSTALL",LEEDS,LS5 3BW,,CO,Offices and Premises,2130199607488
THE CARPHONE WAREHOUSE LTD,25/08/2003,31500,0,0,0,£0.00,N,N,,UNIT 2A,ABBEY RETAIL PARK,"SAVINS MILL WAY, KIRKSTALL",LEEDS,LS5 3RP,,CS10,RETAIL WAREHOUSE AND PREMISES,2130199370286
LEEDS CRICKET FOOTBALL & ATHLETIC COMPANY LTD,01/04/2005,42000,0,0,0,£0.00,N,N,,LEEDS RHINOS TRAINING ACADEMY,BRIDGE ROAD,KIRKSTALL,LEEDS,LS5 3BN,,LS,SPORTS GROUND AND PREMISES,2130199356556
BHS LIMITED,24/03/2005,695000,0,0,0,£0.00,N,N,,2 BRIDGE ROAD,KIRKSTALL,LEEDS,,LS5 3BL,,CS,SHOP AND PREMISES,2130199327915
KIRKSTALL BRIDGE LTD,22/09/2011,36000,0,0,0,£0.00,Y,N,,KIRKSTALL BRIDGE PUB,BRIDGE ROAD,KIRKSTALL,LEEDS,LS5 3BW,22/09/2011,CL,Public House and Premises,2130199316982
LEEDS CITY COUNCIL,07/07/2005,1750,80,0,0,£0.00,N,N,,ARCIE GORDON PLAYING FIELD,BRIDGE ROAD,LEEDS,,LS5 3BN,,LS4,PLAYING FIELD AND PREMISES,2130199314190
J C DECAUX UK LTD,01/04/2000,1575,0,0,0,£0.00,N,N,,ADVERT RIGHT 101050123,GABLE 2A COMMERCIAL ROAD,LEEDS,,LS5 3AQ,,CA,Advertising Right and Premises,2130199312356
ECO CONTROL SOLUTIONS LTD,01/03/2012,8500,0,0,58,£0.00,N,N,,4 BEECROFT STREET,LEEDS,,,LS5 3AS,,CO,Offices and Premises,2130125603022
Q ELECTRONICS LTD,15/08/2000,33250,0,0,0,£0.00,Y,N,,MINTON HOUSE,BEECROFT STREET,KIRKSTALL,LEEDS,LS5 3AS,01/04/2006,CO,OFFICES AND PREMISES,2130125364446
MILFORD SPORTS CLUB,01/04/2000,24250,80,10,0,£0.00,N,N,,MILFORD RL SPORTS CLUB,BEECROFT STREET,KIRKSTALL,LEEDS,LS5 3AS,,CL2,SPORTS CLUB AND PREMISES,2130125314157
LEEDS POSTAL SPORTS ASS CLUB,01/04/2000,13750,0,0,0,£0.00,N,N,,LEEDS PSA CLUB,BEECROFT STREET,KIRKSTALL,LEEDS,LS5 3AS,,CL2,CLUB AND PREMISES,2130125313933
USG-GLEDCO LTD,01/04/2013,12250,0,0,0,£0.00,N,N,,GLEDCO WORKS,BANKFIELD TERRACE,KIRKSTALL,LEEDS,LS4 2JR,,IF,FACTORY AND PREMISES,2130082308270
TANDOORI EXPRESS (YORKSHIRE) LTD,05/09/2011,3250,0,0,100,£0.00,N,N,,UNIT 2,HADDON HALL,BANKFIELD ROAD,LEEDS,LS4 2RF,,CS,TAKEAWAY AND PREMISES,2130081101420
LEEDS CITY COUNCIL,01/04/2000,42750,0,0,0,£0.00,N,N,,KIRKSTALL VALLEY PRIMARY SCHOOL,ARGIE ROAD,BURLEY,LEEDS,LS4 2RD,,EL,SCHOOL AND PREMISES,2130025347022
