Department Family,Entity,Date,Expense Type,Expense area,Supplier,Transaction Number,Amount
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,DISPOSABLE THEATRE DRAPES WIPES,Surgery,NHS LOGISTICS,1018146601,7.08
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,DRUGS,Surgery,NHS LOGISTICS,1018146601,10.98
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,HEALTHCARE - WEAR,Musculo-Skeletal,NHS LOGISTICS,1018146601,19.17
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,COOKING & KITCHEN UTENSILS,Facilities,NHS LOGISTICS,1018146601,5
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,LIQUID REFRESHMENTS,Facilities,NHS LOGISTICS,1018146601,3.47
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,LIQUID REFRESHMENTS,Facilities,NHS LOGISTICS,1018146601,2.65
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,BEVERAGES & AMBIENT FOOD,Facilities,NHS LOGISTICS,1018146601,1.78
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,LIQUID REFRESHMENTS,Facilities,NHS LOGISTICS,1018146601,1.75
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,LIQUID REFRESHMENTS,Facilities,NHS LOGISTICS,1018146601,6.8
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,BEVERAGES & AMBIENT FOOD,Facilities,NHS LOGISTICS,1018146601,3.23
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,STATIONERY SUNDRIES,Facilities,NHS LOGISTICS,1018146601,0.21
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,COOKING & KITCHEN UTENSILS,Facilities,NHS LOGISTICS,1018146601,3.56
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,BEVERAGES & AMBIENT FOOD,Facilities,NHS LOGISTICS,1018146601,1.12
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,COOKING & KITCHEN UTENSILS,Facilities,NHS LOGISTICS,1018146601,3.21
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,BEVERAGES & AMBIENT FOOD,Facilities,NHS LOGISTICS,1018146601,17.58
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,BEVERAGES & AMBIENT FOOD,Facilities,NHS LOGISTICS,1018146601,12.42
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,COOKING & KITCHEN UTENSILS,Facilities,NHS LOGISTICS,1018146601,2.54
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,M & S EQUIPELECTEQUIPINST - OTHER,Clinical Support,NHS LOGISTICS,1018146601,22.68
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,TISSUES HAND TOWELS & TOILET PAPER,Clinical Support,NHS LOGISTICS,1018146601,0.16
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,OTHER MEDICAL SUPPLIES,Clinical Support,NHS LOGISTICS,1018146601,2.74
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,OTHER MEDICAL SUPPLIES,Clinical Support,NHS LOGISTICS,1018146601,0.38
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,OTHER MEDICAL SUPPLIES,Clinical Support,NHS LOGISTICS,1018146601,14.99
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,TISSUES HAND TOWELS & TOILET PAPER,Musculo-Skeletal,NHS LOGISTICS,1018146601,0.74
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,PATIENT APPLIANCES,Musculo-Skeletal,NHS LOGISTICS,1018146601,2.14
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,DRESSINGS - PRE STERILE,Musculo-Skeletal,NHS LOGISTICS,1018146601,3.27
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,DISPOSABLE THEATRE DRAPES WIPES,Musculo-Skeletal,NHS LOGISTICS,1018146601,0.71
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,DISPOSABLE THEATRE DRAPES WIPES,Surgery,NHS LOGISTICS,1018146601,0.75
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,DRESSINGS - PRE STERILE,Surgery,NHS LOGISTICS,1018146601,3.33
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,DRESSINGS - PRE STERILE,Surgery,NHS LOGISTICS,1018146601,8.53
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,DRESSINGS - PRE STERILE,Surgery,NHS LOGISTICS,1018146601,0.78
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,DRESSINGS - PRE STERILE,Surgery,NHS LOGISTICS,1018146601,0.39
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,DRESSINGS - PRE STERILE,Surgery,NHS LOGISTICS,1018146601,1.15
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,TISSUES HAND TOWELS & TOILET PAPER,Surgery,NHS LOGISTICS,1018146601,0.74
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,TISSUES HAND TOWELS & TOILET PAPER,Surgery,NHS LOGISTICS,1018146601,1.24
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,MED SURG EQUIP REP MAINT CLEANING,Surgery,NHS LOGISTICS,1018146601,42.12
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,DRESSINGS - PRE STERILE,Clinical Support,NHS LOGISTICS,1018146601,3.27
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,MEDSURGCONS - OTHER,Clinical Support,NHS LOGISTICS,1018146601,1.53
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,DISPOSABLE THEATRE DRAPES WIPES,Clinical Support,NHS LOGISTICS,1018146601,1.42
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,PATIENTS BABY WEAR,Medicine,NHS LOGISTICS,1018146601,6.43
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,PATIENTS BABY WEAR,Medicine,NHS LOGISTICS,1018146601,2.98
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,MEDSURGCONS - OTHER,Medicine,NHS LOGISTICS,1018146601,0.98
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,ANAESTHETIC EQUIPMENT ACCESSORIES,Medicine,NHS LOGISTICS,1018146601,0.25
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,OTHER MEDICAL SUPPLIES,Medicine,NHS LOGISTICS,1018146601,0.75
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,DISPOSABLE THEATRE DRAPES WIPES,Medicine,NHS LOGISTICS,1018146601,0.71
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,MEDSURGCONS - OTHER,Surgery,NHS LOGISTICS,1018146601,4.1
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,DRESSINGS - PRE STERILE,Surgery,NHS LOGISTICS,1018146601,4.69
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,BEVERAGES & AMBIENT FOOD,Surgery,NHS LOGISTICS,1018146601,8.6
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,BEVERAGES & AMBIENT FOOD,Surgery,NHS LOGISTICS,1018146601,0.7
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,TISSUES HAND TOWELS & TOILET PAPER,Surgery,NHS LOGISTICS,1018146601,1.49
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,TISSUES HAND TOWELS & TOILET PAPER,Surgery,NHS LOGISTICS,1018146601,0.08
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,SURGICAL INSTRUMENTS: DISPOSABLE,Surgery,NHS LOGISTICS,1018146601,8.47
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,MEDSURGCONS - OTHER,Surgery,NHS LOGISTICS,1018146601,4.33
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,SURGICAL INSTRUMENTS: DISPOSABLE,Surgery,NHS LOGISTICS,1018146601,2.4
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,OTHER MEDICAL SUPPLIES,Surgery,NHS LOGISTICS,1018146601,50.57
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,DRESSINGS - PRE STERILE,Medicine,NHS LOGISTICS,1018146601,1.2
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,DRESSINGS - PRE STERILE,Medicine,NHS LOGISTICS,1018146601,0.66
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,DRESSINGS - PRE STERILE,Medicine,NHS LOGISTICS,1018146601,1.19
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,PATIENT APPLIANCES,Medicine,NHS LOGISTICS,1018146601,4.7
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,PATIENT APPLIANCES,Medicine,NHS LOGISTICS,1018146601,1.07
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,PATIENT APPLIANCES,Medicine,NHS LOGISTICS,1018146601,1.07
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,DRESSINGS - PRE STERILE,Medicine,NHS LOGISTICS,1018146601,6.53
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,MEDSURGCONS - OTHER,Medicine,NHS LOGISTICS,1018146601,0.98
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,TUBES,Medicine,NHS LOGISTICS,1018146601,1.37
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,HEALTHCARE - WEAR,Medicine,NHS LOGISTICS,1018146601,6.39
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,PATIENT APPLIANCES,Medicine,NHS LOGISTICS,1018146601,1.61
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,PATIENT APPLIANCES,Medicine,NHS LOGISTICS,1018146601,0.81
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,ANAESTHETIC EQUIPMENT ACCESSORIES,Medicine,NHS LOGISTICS,1018146601,1.88
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,OTHER MEDICAL SUPPLIES,Medicine,NHS LOGISTICS,1018146601,0.75
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,MEDSURGCONS - OTHER,Medicine,NHS LOGISTICS,1018146601,1.55
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,DRESSINGS - PRE STERILE,Musculo-Skeletal,NHS LOGISTICS,1018146601,1.4
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,DISPOSABLE BED LINEN,Musculo-Skeletal,NHS LOGISTICS,1018146601,4.28
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,DRESSINGS - PRE STERILE,Musculo-Skeletal,NHS LOGISTICS,1018146601,9.52
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,DRESSINGS - PRE STERILE,Musculo-Skeletal,NHS LOGISTICS,1018146601,6.01
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,DRESSINGS - PRE STERILE,Musculo-Skeletal,NHS LOGISTICS,1018146601,4.05
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,DRESSINGS - PRE STERILE,Musculo-Skeletal,NHS LOGISTICS,1018146601,4.38
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,DRESSINGS - PRE STERILE,Musculo-Skeletal,NHS LOGISTICS,1018146601,4.66
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,DRESSINGS - PRE STERILE,Musculo-Skeletal,NHS LOGISTICS,1018146601,4.66
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,DRESSINGS - PRE STERILE,Musculo-Skeletal,NHS LOGISTICS,1018146601,5.01
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,DRESSINGS - PRE STERILE,Musculo-Skeletal,NHS LOGISTICS,1018146601,10.01
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,DRESSINGS - PRE STERILE,Musculo-Skeletal,NHS LOGISTICS,1018146601,3.78
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,DRESSINGS - PRE STERILE,Musculo-Skeletal,NHS LOGISTICS,1018146601,0.69
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,DRESSINGS - PRE STERILE,Musculo-Skeletal,NHS LOGISTICS,1018146601,3.05
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,DRESSINGS - PRE STERILE,Musculo-Skeletal,NHS LOGISTICS,1018146601,3.05
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,DRESSINGS - PRE STERILE,Musculo-Skeletal,NHS LOGISTICS,1018146601,1.53
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,DRESSINGS - PRE STERILE,Musculo-Skeletal,NHS LOGISTICS,1018146601,3.05
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,DRESSINGS - PRE STERILE,Musculo-Skeletal,NHS LOGISTICS,1018146601,2.07
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,DRESSINGS - PRE STERILE,Musculo-Skeletal,NHS LOGISTICS,1018146601,2.07
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,DRESSINGS - PRE STERILE,Musculo-Skeletal,NHS LOGISTICS,1018146601,2.07
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,TISSUES HAND TOWELS & TOILET PAPER,Surgery,NHS LOGISTICS,1018146601,0.25
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,OTHER MEDICAL SUPPLIES,Surgery,NHS LOGISTICS,1018146601,1.52
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,TOILETRIES PERSONAL HYGIENE PRODUCTS,Medicine,NHS LOGISTICS,1018146601,6.76
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,TOILETRIES PERSONAL HYGIENE PRODUCTS,Medicine,NHS LOGISTICS,1018146601,7.2
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,M & S EQUIPELECTEQUIPINST - OTHER,Surgery,NHS LOGISTICS,1018146601,9.61
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,M & S EQUIPELECTEQUIPINST - OTHER,Surgery,NHS LOGISTICS,1018146601,9.61
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,DISPOSABLE THEATRE DRAPES WIPES,Surgery,NHS LOGISTICS,1018146601,0.75
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,TISSUES HAND TOWELS & TOILET PAPER,Surgery,NHS LOGISTICS,1018146601,0.25
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,BEVERAGES & AMBIENT FOOD,Surgery,NHS LOGISTICS,1018146601,2.16
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,MEDSURGCONS - OTHER,Surgery,NHS LOGISTICS,1018146601,0.75
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,CLEANING MATERIALS PRODUCTS SUNDRIES,Surgery,NHS LOGISTICS,1018146601,1.11
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,DISPOSABLE THEATRE DRAPES WIPES,Surgery,NHS LOGISTICS,1018146601,2.4
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,SURGICAL INSTRUMENTS: GENERAL,Surgery,NHS LOGISTICS,1018146601,1.2
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,OTHER MEDICAL SUPPLIES,Surgery,NHS LOGISTICS,1018146601,1.13
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,DRUGS,Surgery,NHS LOGISTICS,1018146601,2.25
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,OTHER MEDICAL SUPPLIES,Surgery,NHS LOGISTICS,1018146601,1.14
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,BEVERAGES & AMBIENT FOOD,Surgery,NHS LOGISTICS,1018146601,0.17
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,PATIENT APPLIANCES,Surgery,NHS LOGISTICS,1018146601,0.65
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,DRESSINGS - PRE STERILE,Medicine,NHS LOGISTICS,1018146601,3.39
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,TISSUES HAND TOWELS & TOILET PAPER,Medicine,NHS LOGISTICS,1018146601,0.47
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,DRESSINGS - PRE STERILE,Medicine,NHS LOGISTICS,1018146601,30
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,SERVICES FROM NHS BODIES,Medicine,NHS LOGISTICS,1018146601,0.89
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,MEDSURGCONS - OTHER,Medicine,NHS LOGISTICS,1018146601,0.78
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,TISSUES HAND TOWELS & TOILET PAPER,Medicine,NHS LOGISTICS,1018146601,0.14
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,MED SURG EQUIP REP MAINT CLEANING,Medicine,NHS LOGISTICS,1018146601,2.19
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,DISPOSABLE THEATRE DRAPES WIPES,Medicine,NHS LOGISTICS,1018146601,1.32
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,MEDSURGCONS - OTHER,Medicine,NHS LOGISTICS,1018146601,10.17
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,ANAESTHETIC EQUIPMENT ACCESSORIES,Medicine,NHS LOGISTICS,1018146601,1.25
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,MEDSURGCONS - OTHER,Clinical Support,NHS LOGISTICS,1018146601,2.73
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,TISSUES HAND TOWELS & TOILET PAPER,Clinical Support,NHS LOGISTICS,1018146601,4.26
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,MEDSURGCONS - OTHER,Clinical Support,NHS LOGISTICS,1018146601,0.98
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,OTHER MEDICAL SUPPLIES,Clinical Support,NHS LOGISTICS,1018146601,1.72
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,DRESSINGS - PRE STERILE,Clinical Support,NHS LOGISTICS,1018146601,0.44
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,TISSUES HAND TOWELS & TOILET PAPER,Medicine,NHS LOGISTICS,1018146601,0.25
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,TISSUES HAND TOWELS & TOILET PAPER,Medicine,NHS LOGISTICS,1018146601,2.13
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,TISSUES HAND TOWELS & TOILET PAPER,Medicine,NHS LOGISTICS,1018146601,0.08
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,DISPOSABLE THEATRE DRAPES WIPES,Medicine,NHS LOGISTICS,1018146601,1.42
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,DRESSINGS - PRE STERILE,Musculo-Skeletal,NHS LOGISTICS,1018146601,3.01
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,DRESSINGS - PRE STERILE,Musculo-Skeletal,NHS LOGISTICS,1018146601,0.23
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,TISSUES HAND TOWELS & TOILET PAPER,Musculo-Skeletal,NHS LOGISTICS,1018146601,0.74
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,DENTAL SURGERY SUNDRIES,Musculo-Skeletal,NHS LOGISTICS,1018146601,0.87
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,TISSUES HAND TOWELS & TOILET PAPER,Surgery,NHS LOGISTICS,1018146601,0.25
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,ANAESTHETIC EQUIPMENT ACCESSORIES,Surgery,NHS LOGISTICS,1018146601,0.75
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,PATIENT APPLIANCES,Surgery,NHS LOGISTICS,1018146601,2.01
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,PATIENT APPLIANCES,Surgery,NHS LOGISTICS,1018146601,0.88
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,TISSUES HAND TOWELS & TOILET PAPER,Surgery,NHS LOGISTICS,1018146601,0.07
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,DISPOSABLE THEATRE DRAPES WIPES,Surgery,NHS LOGISTICS,1018146601,0.71
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,PATIENT APPLIANCES,Clinical Support,NHS LOGISTICS,1018146601,4.57
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,TISSUES HAND TOWELS & TOILET PAPER,Clinical Support,NHS LOGISTICS,1018146601,1.24
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,PATIENT APPLIANCES,Clinical Support,NHS LOGISTICS,1018146601,2.88
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,TISSUES HAND TOWELS & TOILET PAPER,Surgery,NHS LOGISTICS,1018146601,0.16
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,LAB EQUIP-LABORATORY APPARATUS,Clinical Support,NHS LOGISTICS,1018146601,5.95
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,MEDSURGCONS - OTHER,Clinical Support,NHS LOGISTICS,1018146601,6.64
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,MEDSURGCONS - OTHER,Clinical Support,NHS LOGISTICS,1018146601,5.76
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,LAB EQUIP-LABORATORY APPARATUS,Clinical Support,NHS LOGISTICS,1018146601,3.04
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,LAB EQUIP-LABORATORY APPARATUS,Clinical Support,NHS LOGISTICS,1018146601,1.45
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,TISSUES HAND TOWELS & TOILET PAPER,Musculo-Skeletal,NHS LOGISTICS,1018146601,4.2
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,HEALTHCARE - WEAR,Musculo-Skeletal,NHS LOGISTICS,1018146601,6.39
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,NON DISPOSABLE BED LINEN,Musculo-Skeletal,NHS LOGISTICS,1018146601,3.32
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,DISPOSABLE THEATRE DRAPES WIPES,Musculo-Skeletal,NHS LOGISTICS,1018146601,2.84
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,DISPOSABLE THEATRE DRAPES WIPES,Musculo-Skeletal,NHS LOGISTICS,1018146601,0.79
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,HEALTHCARE - WEAR,Medicine,NHS LOGISTICS,1018146601,25.56
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,HEALTHCARE - WEAR,Medicine,NHS LOGISTICS,1018146601,25.56
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,PATIENT APPLIANCES,Surgery,NHS LOGISTICS,1018146601,0.67
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,PATIENT APPLIANCES,Surgery,NHS LOGISTICS,1018146601,0.67
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,TISSUES HAND TOWELS & TOILET PAPER,Surgery,NHS LOGISTICS,1018146601,0.07
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,PATIENT APPLIANCES,Surgery,NHS LOGISTICS,1018146601,1.56
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,OTHER MEDICAL SUPPLIES,Surgery,NHS LOGISTICS,1018146601,0.75
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,DISPOSABLE THEATRE DRAPES WIPES,Surgery,NHS LOGISTICS,1018146601,0.71
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,DISPOSABLE THEATRE DRAPES WIPES,Surgery,NHS LOGISTICS,1018146601,0.67
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,TISSUES HAND TOWELS & TOILET PAPER,Clinical Support,NHS LOGISTICS,1018146601,1.99
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,TISSUES HAND TOWELS & TOILET PAPER,Clinical Support,NHS LOGISTICS,1018146601,0.16
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,PATIENT APPLIANCES,Clinical Support,NHS LOGISTICS,1018146601,5.77
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,BABY TEXTURE MODIFIED FOODS,Clinical Support,NHS LOGISTICS,1018146601,2.63
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,CLEANING MATERIALS PRODUCTS SUNDRIES,Clinical Support,NHS LOGISTICS,1018146601,1.11
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,DRESSINGS - PRE STERILE,Clinical Support,NHS LOGISTICS,1018146601,2.09
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,BABY TEXTURE MODIFIED FOODS,Clinical Support,NHS LOGISTICS,1018146601,4.22
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,BABY TEXTURE MODIFIED FOODS,Clinical Support,NHS LOGISTICS,1018146601,4.71
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,OTHER MEDICAL SUPPLIES,Clinical Support,NHS LOGISTICS,1018146601,1.37
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,MEDSURGCONS - OTHER,Clinical Support,NHS LOGISTICS,1018146601,3.54
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,MEDSURGCONS - OTHER,Clinical Support,NHS LOGISTICS,1018146601,0.78
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,BABY TEXTURE MODIFIED FOODS,Clinical Support,NHS LOGISTICS,1018146601,3.33
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,BABY TEXTURE MODIFIED FOODS,Clinical Support,NHS LOGISTICS,1018146601,3.33
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,PATIENTS BEDWEAR UNISEX,Clinical Support,NHS LOGISTICS,1018146601,0.8
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,MEDSURGCONS - OTHER,Clinical Support,NHS LOGISTICS,1018146601,0.76
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,DRESSINGS - PRE STERILE,Medicine,NHS LOGISTICS,1018146601,1.84
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,TISSUES HAND TOWELS & TOILET PAPER,Clinical Support,NHS LOGISTICS,1018146601,4.26
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,TISSUES HAND TOWELS & TOILET PAPER,Clinical Support,NHS LOGISTICS,1018146601,0.39
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,OTHER MEDICAL SUPPLIES,Clinical Support,NHS LOGISTICS,1018146601,1.37
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,OTHER MEDICAL SUPPLIES,Clinical Support,NHS LOGISTICS,1018146601,0.38
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,TISSUES HAND TOWELS & TOILET PAPER,Medicine,NHS LOGISTICS,1018146601,0.25
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,DRESSINGS - PRE STERILE,Medicine,NHS LOGISTICS,1018146601,1.5
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,TISSUES HAND TOWELS & TOILET PAPER,Medicine,NHS LOGISTICS,1018146601,0.71
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,PATIENTS BEDWEAR UNISEX,Clinical Support,NHS LOGISTICS,1018146601,0.8
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,DRESSINGS - PRE STERILE,Clinical Support,NHS LOGISTICS,1018146601,3.27
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,DISPOSABLE THEATRE DRAPES WIPES,Clinical Support,NHS LOGISTICS,1018146601,2.4
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,DRESSINGS  -  PROCEDURE PACKS,Clinical Support,NHS LOGISTICS,1018146601,8.77
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,PAPER ITEMS GENERAL STATIONERY SUNDRIES,Clinical Support,NHS LOGISTICS,1018146601,6.62
