Body name,Body,Service label,Service division label,Expenditure category,Detailed expenditure type,Detailed expenditure code,Date paid,Transaction number,Net amount,Capital or revenue,Supplier name
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Central & Corporate Functions,Commercial Services General Fund,Employees,Agency Staff,008,03/12/2010,1012-05368,3816.00 ,R,LEEDS ALTERNATIVE TRAVEL
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Environment & Neighbourhoods,Regeneration,Supplies and services,'Well Being' Large Grants Projects,230,15/12/2010,1012-05369,605.64 ,R,LEEDS ALTERNATIVE TRAVEL
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,City Development,Recreation,Transport,External Hire -Occasional,304,20/12/2010,1012-05370,713.60 ,R,LEEDS ALTERNATIVE TRAVEL
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Central & Corporate Functions,Commercial Services General Fund,Transport,Private Hire,360,23/12/2010,1012-05371,9894.72 ,R,LEEDS ALTERNATIVE TRAVEL
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Children's Services,Children - Commissioning and Social Work,Third party payments,Section 17,551,06/12/2010,1012-05372,550.00 ,R,Leeds And Bradford Estates
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Environment & Neighbourhoods,Housing Needs,Third party payments,Supporting People - Block Subsidy,513,08/12/2010,1012-05373,1646.40 ,R,LEEDS AND YORKSHIRE HOUSING ASSOCIATION
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Environment & Neighbourhoods,Housing Needs,Third party payments,Supporting People - Block Subsidy,513,08/12/2010,1012-05374,1263.24 ,R,LEEDS AND YORKSHIRE HOUSING ASSOCIATION
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,City Development,Recreation,Supplies and services,Other Hired And Contracted Services,265,24/12/2010,1012-05375,1680.00 ,R,Leeds Athletics Network
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Adult Social Care,Services For Adults under 65 Mental/Dis,Third party payments,Day Centre,564,06/12/2010,1012-05376,1049.36 ,R,Leeds Autism Services
Leeds City Council as Accountable Body,http://statistics.data.gov.uk/doc/local-authority/00DA,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third party payments,Day Centre,564,08/12/2010,1012-05377,32686.52 ,R,LEEDS AUTISM SERVICES
Leeds City Council as Accountable Body,http://statistics.data.gov.uk/doc/local-authority/00DA,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third party payments,Day Centre,564,08/12/2010,1012-05378,787.09 ,R,LEEDS AUTISM SERVICES
Leeds City Council as Accountable Body,http://statistics.data.gov.uk/doc/local-authority/00DA,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third party payments,Day Centre,564,08/12/2010,1012-05379,4553.08 ,R,LEEDS AUTISM SERVICES
Leeds City Council as Accountable Body,http://statistics.data.gov.uk/doc/local-authority/00DA,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third party payments,Residential,580,22/12/2010,1012-05380,4747.56 ,R,Leeds Autism Services
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Adult Social Care,Services For Older People - 65 and over,Third party payments,Payments To Voluntary Organisations,561,31/12/2010,1012-05381,15437.50 ,R,LEEDS BLACK ELDERS ASSOCIATION
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Adult Social Care,Services For Older People - 65 and over,Third party payments,Payments To Voluntary Organisations,561,31/12/2010,1012-05382,7500.00 ,R,LEEDS BLACK ELDERS ASSOCIATION
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Children's Services,Early Years Service,Third party payments,Services Rendered By Voluntary Sector,505,02/12/2010,1012-05383,13062.63 ,R,LEEDS CHILDRENS HOLIDAY CAMP ASSOCIATION
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Children's Services,Early Years Service,Third party payments,Services Rendered By Voluntary Sector,505,17/12/2010,1012-05384,47971.25 ,R,LEEDS CITIZENS ADVICE BUREAU
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Environment & Neighbourhoods,Regeneration,Supplies and services,Non-Recurring Grants,227,30/12/2010,1012-05385,190928.00 ,R,LEEDS CITIZENS ADVICE BUREAU
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Adult Social Care,Other Adult Services,Supplies and services,Recurring & Major Grantss Projects,229,31/12/2010,1012-05386,8595.75 ,R,LEEDS CITIZENS ADVICE BUREAU
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Environment & Neighbourhoods,Learning,Supplies and services,College Contracts,276,13/12/2010,1012-05387,23340.00 ,R,Leeds City College
Aire Valley Homes Leeds ,http://statistics.data.gov.uk/doc/local-authority/00DA,Aire Valley Homes Leeds,Aire Valley Homes Leeds,Employees,Tuition & Course Fees,073,13/12/2010,1012-05388,1030.00 ,R,Leeds City College
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Children's Services,Early Years Service,Third party payments,Services Rendered By Other Organisations,511,17/12/2010,1012-05389,5847.40 ,R,Leeds City College
Education Leeds,http://statistics.data.gov.uk/doc/local-authority/00DA,Education Leeds,Education Leeds,Supplies and services,Other Hired And Contracted Services,265,17/12/2010,1012-05390,1000.00 ,R,Leeds City College
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Children's Services,Early Years Service,Supplies and services,Courses For Non-Employees,281,24/12/2010,1012-05391,850.00 ,R,Leeds City College
Education Leeds,http://statistics.data.gov.uk/doc/local-authority/00DA,Education Leeds,Education Leeds,Supplies and services,Other Hired And Contracted Services,265,24/12/2010,1012-05392,1190.00 ,R,Leeds City College
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Children's Services,Early Years Service,Employees,Tuition & Course Fees,073,29/12/2010,1012-05393,875.00 ,R,Leeds City College
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Children's Services,Early Years Service,Third party payments,Services Rendered By Colleges,504,29/12/2010,1012-05394,600.00 ,R,Leeds City College
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Other Education Services Managed By E.L.,YOUNG APPRENTICESHIPS,Supplies and services,Other Hired And Contracted Services,265,16/12/2010,1012-05395,78900.00 ,R,Leeds City College Thomas Danby Campus
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,City Development,Economic Development,Supplies and services,Non-Recurring Grants,227,03/12/2010,1012-05396,2500.00 ,R,LEEDS CITY CREDIT UNION LTD
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Environment & Neighbourhoods,Regeneration,Supplies and services,Non-Recurring Grants,227,22/12/2010,1012-05397,10000.00 ,R,LEEDS CITY CREDIT UNION LTD
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,City Development,Libraries Arts and Heritage,Income,Admissions  Booking Fees & Ticket Sales,933,07/12/2010,1012-05398,4517.79 ,R,LEEDS CIVIC ARTS GUILD
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,City Development,Libraries Arts and Heritage,Income,Income from Hire Of Rooms & Equipment,956,07/12/2010,1012-05399,-1920.00 ,R,LEEDS CIVIC ARTS GUILD
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,City Development,Libraries Arts and Heritage,Income,Admissions  Booking Fees & Ticket Sales,933,29/12/2010,1012-05400,5459.32 ,R,LEEDS CIVIC ARTS GUILD
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,City Development,Libraries Arts and Heritage,Income,Income from Hire Of Rooms & Equipment,956,29/12/2010,1012-05401,-1980.00 ,R,LEEDS CIVIC ARTS GUILD
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Strategic Accounts,Miscellaneous,Supplies and services,Non-Recurring Grants,227,16/12/2010,1012-05402,550.00 ,R,LEEDS CIVIC TRUST
Aire Valley Homes Leeds ,http://statistics.data.gov.uk/doc/local-authority/00DA,Aire Valley Homes Leeds,Aire Valley Homes Leeds,Employees,General Training,079,01/12/2010,1012-05403,800.00 ,R,LEEDS COLLEGE OF BUILDING
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Environment & Neighbourhoods,Learning,Supplies and services,Other Hired And Contracted Services,265,01/12/2010,1012-05404,27619.50 ,R,LEEDS COLLEGE OF BUILDING
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Environment & Neighbourhoods,Learning,Supplies and services,College Contracts,276,01/12/2010,1012-05405,68300.00 ,R,LEEDS COLLEGE OF BUILDING
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Environment & Neighbourhoods,Learning,Supplies and services,College Contracts,276,08/12/2010,1012-05406,642.00 ,R,LEEDS COLLEGE OF BUILDING
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Environment & Neighbourhoods,Learning,Supplies and services,College Contracts,276,14/12/2010,1012-05407,24090.00 ,R,LEEDS COLLEGE OF BUILDING
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Environment & Neighbourhoods,Learning,Supplies and services,College Contracts,276,14/12/2010,1012-05408,5000.00 ,R,LEEDS COLLEGE OF BUILDING
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Environment & Neighbourhoods,Learning,Supplies and services,College Contracts,276,14/12/2010,1012-05409,20215.00 ,R,LEEDS COLLEGE OF BUILDING
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Environment & Neighbourhoods,Learning,Supplies and services,College Contracts,276,14/12/2010,1012-05410,34925.00 ,R,LEEDS COLLEGE OF BUILDING
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Other Education Services Managed By E.L.,LOCAL DELIVERY SUPPORT GRANT 14-19,Supplies and services,Other Hired And Contracted Services,265,31/12/2010,1012-05411,28036.80 ,R,LEEDS COLLEGE OF BUILDING
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Other Education Services Managed By E.L.,LOCAL DELIVERY SUPPORT GRANT 14-19,Supplies and services,Other Hired And Contracted Services,265,31/12/2010,1012-05412,11819.00 ,R,LEEDS COLLEGE OF BUILDING
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Children's Services,Youth Justice,Transport,Hire of Vehicles,304,02/11/2010,1012-05413,440.00 ,R,leeds commercial
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Children's Services,Youth Justice,Transport,Tyres,322,10/11/2010,1012-05414,1016.65 ,R,leeds commercial
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Central & Corporate Functions,Commercial Services Trading Services,Transport,External Hire -Downtime,302,02/12/2010,1012-05415,440.00 ,R,LEEDS COMMERCIAL LTD
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Children's Services,Children Looked After,Third party payments,Fees To Carers,563,02/12/2010,1012-05416,470.00 ,R,LEEDS COMMERCIAL LTD
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Central & Corporate Functions,Commercial Services Trading Services,Transport,External Hire -Occasional,304,02/12/2010,1012-05417,560.00 ,R,LEEDS COMMERCIAL LTD
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Central & Corporate Functions,Commercial Services Trading Services,Transport,External Hire -Occasional,304,02/12/2010,1012-05418,1200.00 ,R,LEEDS COMMERCIAL LTD
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,City Development,Recreation,Transport,Plant Hire - By Directorate,305,03/12/2010,1012-05419,740.00 ,R,LEEDS COMMERCIAL LTD
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,City Development,Highways,Transport,Plant Hire - By Directorate,305,03/12/2010,1012-05420,1500.00 ,R,LEEDS COMMERCIAL LTD
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Central & Corporate Functions,Commercial Services Trading Services,Transport,External Hire -Occasional,304,06/12/2010,1012-05421,959.53 ,R,LEEDS COMMERCIAL LTD
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Children's Services,Youth Justice,Transport,External Hire -Permanent,303,06/12/2010,1012-05422,2157.05 ,R,LEEDS COMMERCIAL LTD
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Central & Corporate Functions,Commercial Services Trading Services,Transport,External Hire -Occasional,304,07/12/2010,1012-05423,440.00 ,R,LEEDS COMMERCIAL LTD
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Central & Corporate Functions,Commercial Services Trading Services,Transport,External Hire -Occasional,304,08/12/2010,1012-05424,1600.00 ,R,LEEDS COMMERCIAL LTD
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,City Development,Highways,Transport,Plant Hire - By Directorate,305,10/12/2010,1012-05425,740.00 ,R,LEEDS COMMERCIAL LTD
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,City Development,Highways,Transport,Plant Hire - By Directorate,305,10/12/2010,1012-05426,1500.00 ,R,LEEDS COMMERCIAL LTD
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,City Development,Recreation,Transport,Hire Of Movable Plant & Machinery,315,10/12/2010,1012-05427,800.00 ,R,LEEDS COMMERCIAL LTD
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,City Development,Highways,Transport,Plant Hire - By Directorate,305,10/12/2010,1012-05428,1800.00 ,R,LEEDS COMMERCIAL LTD
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Central & Corporate Functions,Commercial Services Trading Services,Transport,External Hire -Occasional,304,10/12/2010,1012-05429,476.00 ,R,LEEDS COMMERCIAL LTD
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,City Development,Recreation,Transport,Plant Hire - By Directorate,305,10/12/2010,1012-05430,440.00 ,R,LEEDS COMMERCIAL LTD
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,City Development,Recreation,Transport,Plant Hire - By Directorate,305,10/12/2010,1012-05431,740.00 ,R,LEEDS COMMERCIAL LTD
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,City Development,Recreation,Transport,Plant Hire - By Directorate,305,10/12/2010,1012-05432,740.00 ,R,LEEDS COMMERCIAL LTD
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,City Development,Recreation,Transport,Plant Hire - By Directorate,305,10/12/2010,1012-05433,440.00 ,R,LEEDS COMMERCIAL LTD
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Central & Corporate Functions,Commercial Services Trading Services,Transport,Contract Hire (Excl Maintenance),308,10/12/2010,1012-05434,868.00 ,R,LEEDS COMMERCIAL LTD
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,City Development,Highways,Transport,Plant Hire - By Directorate,305,14/12/2010,1012-05435,740.00 ,R,LEEDS COMMERCIAL LTD
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Children's Services,Intergrated Youth Support Service,Transport,External Hire -Occasional,304,15/12/2010,1012-05436,650.00 ,R,LEEDS COMMERCIAL LTD
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Children's Services,Intergrated Youth Support Service,Transport,External Hire -Occasional,304,16/12/2010,1012-05437,650.00 ,R,LEEDS COMMERCIAL LTD
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Environment & Neighbourhoods,Streetscene Environmental Services,Transport,External Hire -Occasional,304,16/12/2010,1012-05438,3240.00 ,R,LEEDS COMMERCIAL LTD
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,City Development,Highways,Transport,Plant Hire - By Directorate,305,16/12/2010,1012-05439,1400.00 ,R,LEEDS COMMERCIAL LTD
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,City Development,Recreation,Transport,Plant Hire - By Directorate,305,17/12/2010,1012-05440,740.00 ,R,LEEDS COMMERCIAL LTD
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,City Development,Libraries Arts and Heritage,Transport,Plant Hire - By Directorate,305,17/12/2010,1012-05441,800.00 ,R,LEEDS COMMERCIAL LTD
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,City Development,Libraries Arts and Heritage,Transport,Plant Hire - By Directorate,305,17/12/2010,1012-05442,600.00 ,R,LEEDS COMMERCIAL LTD
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,City Development,Recreation,Transport,Plant Hire - By Directorate,305,17/12/2010,1012-05443,740.00 ,R,LEEDS COMMERCIAL LTD
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Central & Corporate Functions,Commercial Services Trading Services,Transport,External Hire -Occasional,304,23/12/2010,1012-05444,960.20 ,R,LEEDS COMMERCIAL LTD
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Central & Corporate Functions,Commercial Services Trading Services,Transport,External Hire -Occasional,304,23/12/2010,1012-05445,686.80 ,R,LEEDS COMMERCIAL LTD
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Children's Services,Intergrated Youth Support Service,Transport,External Hire -Occasional,304,23/12/2010,1012-05446,650.00 ,R,LEEDS COMMERCIAL LTD
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Central & Corporate Functions,Commercial Services Trading Services,Transport,External Hire -Occasional,304,24/12/2010,1012-05447,440.00 ,R,LEEDS COMMERCIAL LTD
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Children's Services,Intergrated Youth Support Service,Transport,External Hire -Occasional,304,29/12/2010,1012-05448,600.00 ,R,LEEDS COMMERCIAL LTD
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Children's Services,Intergrated Youth Support Service,Transport,External Hire -Occasional,304,29/12/2010,1012-05449,600.00 ,R,LEEDS COMMERCIAL LTD
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Children's Services,Intergrated Youth Support Service,Transport,External Hire -Occasional,304,29/12/2010,1012-05450,650.00 ,R,LEEDS COMMERCIAL LTD
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Central & Corporate Functions,Commercial Services Trading Services,Transport,External Hire -Occasional,304,29/12/2010,1012-05451,510.00 ,R,LEEDS COMMERCIAL LTD
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Central & Corporate Functions,Commercial Services Trading Services,Transport,External Hire -Occasional,304,29/12/2010,1012-05452,560.00 ,R,LEEDS COMMERCIAL LTD
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Children's Services,Intergrated Youth Support Service,Transport,External Hire -Occasional,304,30/12/2010,1012-05453,650.00 ,R,LEEDS COMMERCIAL LTD
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,City Development,Highways,Transport,Plant Hire - By Directorate,305,31/12/2010,1012-05454,481.00 ,R,LEEDS COMMERCIAL LTD
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Adult Social Care,Services For Adults under 65 Learn/Dis,Transport,External Hire -Occasional,304,31/12/2010,1012-05455,660.00 ,R,LEEDS COMMERCIAL LTD
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Central & Corporate Functions,Commercial Services Trading Services,Transport,External Hire -Occasional,304,31/12/2010,1012-05456,440.00 ,R,LEEDS COMMERCIAL LTD
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Other Education Services Managed By E.L.,Primary Schools,Capital,OTHER COSTS,7,17/12/2010,1012-05457,74893.11 ,C,LEEDS D&B ONE LIMITED
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Other Education Services Managed By E.L.,Primary Schools,Capital,OTHER COSTS,7,17/12/2010,1012-05458,38527.99 ,C,LEEDS D&B ONE LIMITED
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Other Education Services Managed By E.L.,Primary Schools,Capital,OTHER COSTS,7,17/12/2010,1012-05459,43887.33 ,C,LEEDS D&B ONE LIMITED
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Other Education Services Managed By E.L.,Primary Schools,Capital,OTHER COSTS,7,17/12/2010,1012-05460,47265.07 ,C,LEEDS D&B ONE LIMITED
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Other Education Services Managed By E.L.,Primary Schools,Capital,OTHER COSTS,7,17/12/2010,1012-05461,42023.54 ,C,LEEDS D&B ONE LIMITED
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Other Education Services Managed By E.L.,Primary Schools,Capital,OTHER COSTS,7,17/12/2010,1012-05462,8667.52 ,C,LEEDS D&B ONE LIMITED
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Other Education Services Managed By E.L.,Aided Schools,Capital,CONSTRUCTION,3,17/12/2010,1012-05463,311947.81 ,C,LEEDS D&B ONE LIMITED
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Other Education Services Managed By E.L.,High Schools,Capital,CONSTRUCTION,3,17/12/2010,1012-05464,221464.91 ,C,LEEDS D&B ONE LIMITED
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Other Education Services Managed By E.L.,Private Finance Initiative,Capital,CONSTRUCTION,3,17/12/2010,1012-05465,3167813.40 ,C,LEEDS D&B ONE LIMITED
West North West Homes Leeds,http://statistics.data.gov.uk/doc/local-authority/00DA,West - North West,Regeneration/Customer Research,Supplies and services,Area Panel Expenditure,208,03/12/2010,1012-05466,1410.00 ,R,Leeds Esprit Gymnastics Club
Education Leeds,http://statistics.data.gov.uk/doc/local-authority/00DA,Education Leeds,Education Leeds,Supplies and services,Other Hired And Contracted Services,265,16/12/2010,1012-05467,1212.50 ,R,Leeds Events Ltd
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Environment & Neighbourhoods,Housing Needs,Third party payments,Supporting Ppl - Block Gross Chargeable,514,08/12/2010,1012-05468,14024.32 ,R,LEEDS FEDERATED HOUSING ASSOCIATION
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Environment & Neighbourhoods,Housing Needs,Third party payments,Supporting People - Block Subsidy,513,08/12/2010,1012-05469,6668.16 ,R,LEEDS FEDERATED HOUSING ASSOCIATION
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Environment & Neighbourhoods,Housing Needs,Third party payments,Supporting Ppl - Block Gross Chargeable,514,08/12/2010,1012-05470,4496.80 ,R,LEEDS FEDERATED HOUSING ASSOCIATION
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Environment & Neighbourhoods,Housing Needs,Third party payments,Supporting Ppl - Block Gross Chargeable,514,08/12/2010,1012-05471,2508.47 ,R,LEEDS FEDERATED HOUSING ASSOCIATION
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Environment & Neighbourhoods,Housing Needs,Third party payments,Supporting Ppl - Block Gross Chargeable,514,08/12/2010,1012-05472,9858.41 ,R,LEEDS FEDERATED HOUSING ASSOCIATION
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Environment & Neighbourhoods,Housing Needs,Third party payments,Supporting Ppl - Block Gross Chargeable,514,08/12/2010,1012-05473,18478.35 ,R,LEEDS FEDERATED HOUSING ASSOCIATION
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Environment & Neighbourhoods,Housing Needs,Third party payments,Supporting Ppl - Block Gross Chargeable,514,08/12/2010,1012-05474,5143.66 ,R,LEEDS FEDERATED HOUSING ASSOCIATION
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Environment & Neighbourhoods,Housing Needs,Third party payments,Supporting Ppl - Block Gross Chargeable,514,08/12/2010,1012-05475,3282.80 ,R,LEEDS FEDERATED HOUSING ASSOCIATION
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Environment & Neighbourhoods,Housing Needs,Third party payments,Supporting People - Block Subsidy,513,08/12/2010,1012-05476,661.68 ,R,LEEDS FEDERATED HOUSING ASSOCIATION
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Environment & Neighbourhoods,Housing Needs,Third party payments,Supporting People - Block Subsidy,513,08/12/2010,1012-05477,9694.16 ,R,LEEDS FEDERATED HOUSING ASSOCIATION
Leeds City Council as Accountable Body,http://statistics.data.gov.uk/doc/local-authority/00DA,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third party payments,Home Care,568,17/12/2010,1012-05478,5662.00 ,R,LEEDS FEDERATED HOUSING ASSOCIATION
Leeds City Council as Accountable Body,http://statistics.data.gov.uk/doc/local-authority/00DA,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third party payments,Home Care,568,17/12/2010,1012-05479,38502.00 ,R,LEEDS FEDERATED HOUSING ASSOCIATION
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Central & Corporate Functions,Commercial Services Trading Services,Supplies and services,Operational Materials,205,22/12/2010,1012-05480,843.96 ,R,Leeds Galvanising & Powder Coating Ltd
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Central & Corporate Functions,Commercial Services Trading Services,Supplies and services,Operational Materials,205,31/12/2010,1012-05481,833.09 ,R,Leeds Galvanising & Powder Coating Ltd
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Children's Services,Early Years Service,Third party payments,Services Rendered By Other Organisations,511,17/12/2010,1012-05482,40465.32 ,R,LEEDS GRAMMAR SCHOOL
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,City Development,Libraries Arts and Heritage,Capital,OTHER COSTS,7,17/12/2010,1012-05483,8780.00 ,C,LEEDS GRAND THEATRE & OPERA
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,City Development,Asset Management Services,Capital,OTHER COSTS,7,23/12/2010,1012-05484,16600.25 ,C,LEEDS GRAND THEATRE & OPERA
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,City Development,Libraries Arts and Heritage,Capital,OTHER COSTS,7,30/12/2010,1012-05485,1646.59 ,C,LEEDS GRAND THEATRE & OPERA
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,City Development,Economic Development,Supplies and services,Resaleable Materials,204,14/12/2010,1012-05486,454.35 ,R,LEEDS GUIDE LTD
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Environment & Neighbourhoods,Housing Needs,Supplies and services,Other Hired And Contracted Services,265,07/12/2010,1012-05487,661.64 ,R,LEEDS HOUSING CONCERN
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Environment & Neighbourhoods,Housing Needs,Third party payments,Supporting People - Block Subsidy,513,08/12/2010,1012-05488,5151.40 ,R,LEEDS HOUSING CONCERN
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Environment & Neighbourhoods,Housing Needs,Third party payments,Supporting People - Block Subsidy,513,08/12/2010,1012-05489,990.96 ,R,LEEDS HOUSING CONCERN
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Environment & Neighbourhoods,Housing Needs,Third party payments,Supporting Ppl - Block Gross Chargeable,514,08/12/2010,1012-05490,7141.90 ,R,LEEDS HOUSING CONCERN
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Environment & Neighbourhoods,Housing Needs,Third party payments,Supporting Ppl - Block Gross Chargeable,514,08/12/2010,1012-05491,556.98 ,R,LEEDS HOUSING CONCERN
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Environment & Neighbourhoods,Housing Needs,Third party payments,Supporting Ppl - Block Gross Chargeable,514,08/12/2010,1012-05492,12228.33 ,R,LEEDS HOUSING CONCERN
