Ratepayer,Billing Account Balance ,Liable Unit Balance ,Year,Property Address,Billing Address,Date Start,Date End
Tyne Insulation Supplies Ltd,-1197.78,-1197.78,2004,"Unit 19 Woodman Works, South Lane, Elland, HX5 0PA","Unit 6, 30 City Link Industrial Park, Phoenix Way, Bradford, BD4 8JP",10/18/95,01/31/05
Talk Line Communications Ltd[In Liquidation],-406.35,-406.35,2002,"20 Crown Street, Halifax, HX1 1TT","C/O Jennings Johnson, 19 Borough Road, Sunderland, SR1 1LA",03/03/97,11/04/98
V T L [Europe] Ltd,-1612.07,-3645.24,2012,"Cooper House Works, Luddendenfoot, Halifax, HX2 6EL","St Thomas Road, Huddersfield, HD1 3LG",04/01/90,06/07/12
,-23.09,-136.31,2000,"Adjacent Coliseum, Fountain Street, Halifax, HX1 2AB",,11/01/00,03/31/02
Calderdale P C T,-4396.38,-39280.46,2005,"St Johns Health Centre, Lightowler Road, Pellon, Halifax             HX1 5NB","5J6 Payables 4265, Phoenix House, Topcliffe Lane, Wakefield, WF3 1WE",04/01/00,03/31/13
,-5.37,-5.37,2004,"Wheatsheaf Hotel, 42 Mount Pellon, Pellon, Halifax             HX2 0EE",,03/27/98,03/30/05
Brewster Ltd [In Liquidation],-1300.32,-1300.32,2002,"Union Cross Hotel, 12 Old Market, Halifax, HX1 1TN","C/O Neville Russell, Airedale House, 77 Albion Street, Leeds, LS1 5HT",11/01/97,02/02/98
,-70.8,-70.8,2003,"98a Oxford Lane, Siddal, Halifax, HX3 9BJ",,10/02/01,08/09/03
,-154,-154,2002,"21/23 Park Drive, Rochdale Road, Halifax, HX2 7NP",,04/01/90,12/01/91
,-141.64,-141.17,2015,"64 Haley Hill, Halifax, HX3 6ED",,02/28/98,
B B M (Electronic Office)Ltd[In Liquidation],-56.2,-56.2,2002,"Whitehall Chambers, Halifax Road, Hipperholme, Halifax             HX3 8EN","C/O Grant Thornton, [B2688/MEGS/JW/NMH], St Johns Centre, 110 Albion St, Leeds, LS28LA",04/01/90,08/10/93
Gamblinns Ltd [In Liquidation],-180.03,-180.03,2002,"Bar Eleven, 11 Harrison Road, Halifax, HX1 2AF","C/O Baker Tilly, Carlton House, Grammar School Street, Bradford, BD1 4NF",10/26/90,08/08/95
Saville Machine Tools Ltd,-26.21,-26.21,2002,"Hope Street, Halifax, HX1 5DW","C/O Messrs Coopers & Lybrand, 1 East Parade, Sheffield, S1 2ET",04/01/90,08/06/93
Central Garage (Mirfield)Ltd,-2888.07,-2888.07,2003,"Hanson Lane Garage, 1 Hope Street, Halifax, HX1 5DW",No Forwarding Address,04/01/90,12/04/03
,-14652,-104172.38,2007,"Beechwood Medical Centre, Keighley Road, Halifax, HX2 8AL",,09/01/98,10/13/12
Calderdale P C T,-562.9,-3049.47,2006,"Health Clinic, Kershaw Drive, Luddendenfoot, Halifax             HX2 6PD","5J6 Payables 4265, Phoenix House, Topcliffe Lane, Wakefield, WF3 1WE",04/01/00,03/31/13
Calderdale P C T,-630.5,-3049.47,2009,"Health Clinic, Kershaw Drive, Luddendenfoot, Halifax             HX2 6PD","5J6 Payables 4265, Phoenix House, Topcliffe Lane, Wakefield, WF3 1WE",04/01/00,03/31/13
Calderdale P C T,-47.18,-3049.47,2011,"Health Clinic, Kershaw Drive, Luddendenfoot, Halifax             HX2 6PD","5J6 Payables 4265, Phoenix House, Topcliffe Lane, Wakefield, WF3 1WE",04/01/00,03/31/13
,-208.52,-208.52,2002,"163 King Cross Road, Halifax, HX1 3LN",,04/01/90,03/15/95
,-12820.5,-114197.32,2008,"King Cross Surgery, 199 King Cross Road, Halifax, HX1 3LW",,04/01/90,
,-13458.75,-114197.32,2009,"King Cross Surgery, 199 King Cross Road, Halifax, HX1 3LW",,04/01/90,
,-10039.41,-114197.32,2011,"King Cross Surgery, 199 King Cross Road, Halifax, HX1 3LW",,04/01/90,
,-8545.5,-70621.74,2005,"252 Queens Road, Halifax, HX1 4NJ",,04/01/90,
,-29.31,-29.31,2002,"58 Rochdale Road, Greetland, Halifax, HX4 8AX",,04/01/92,04/11/99
,-14899.5,-139065.32,2008,"51 Sandbeds Road, Pellon, Halifax, HX2 0JF",,04/14/93,
Primesight Ltd,-0.02,75.98,2014,"Advertising Right, At Stump Cross Inn, Stump Cross, Halifax             HX3 7AU","Unit 9 Westpoint Enterprise Pk, Clarence Avenue, Trafford Park, Manchester, M17 1QS",08/14/00,
B.K Ventures Ltd,-1599.92,-1599.92,2001,"Old Cock Hotel, Halifax, HX1 1DS","The Coiners, 16 Silver Street, Halifax, HX1 1HS",04/02/01,10/28/01
,-13344.41,-63823.41,2010,"173c Spring Hall Lane, Halifax, HX1 4JG",,03/01/99,
,-1.62,-1.62,2015,"Square Chapel Arts Centre, 10 Square Road, Halifax, HX1 1QG",,05/28/93,
,-219.12,-219.12,2002,"Unit 6, 25 Square Road, Halifax, HX1 1QG",,12/31/99,11/27/01
,-110.6,-490.4,2006,"55 Stainland Road, Greetland, Halifax, HX4 8BD",,04/01/90,03/31/06
,-702.12,-702.12,2004,"42 The Colonnade, Piece Hall, Halifax, HX1 1RE",,09/30/02,06/23/04
,-1.25,-1.13,2012,"52 Market Street, Hebden Bridge, HX7 6AA",,02/15/91,
,-143.6,-143.6,2004,"58 Market Street, Hebden Bridge, HX7 6AA",,11/01/02,09/30/04
Mitaz Ltd,-50.18,-50.18,2003,"13 New Road, Hebden Bridge, HX7 8AD","C/O Mr D Boud, 2 Damems Lane, Keighley, BD22 7AP",06/01/01,04/30/03
,-92.62,-92.62,2004,"Second Floor, Old Town Mill, Wadsworth, Hebden Bridge       HX7 8SP",,06/01/00,09/30/04
,-20.91,-20.91,2008,"Unit 8, Bridge Mill, St Georges Square, Hebden Bridge       HX7 8ET",,11/01/99,01/31/09
,-230,-230,2012,"Unit 7, Bridge Mill, St Georges Square, Hebden Bridge       HX7 8ET",,07/01/98,
,-758.75,-257312.34,2014,"Valley Medical Centre, Valley Road, Hebden Bridge, HX7 7BE",,05/01/98,
,-93.19,-93.19,2002,"224 Halifax Road, Ripponden, Sowerby Bridge, HX6 4BG",,02/04/93,02/04/93
,-2.22,-2.22,2002,"Walnut Street, Halifax, HX1 5JB",,04/01/96,09/30/97
F Lucas & Co Ltd,-0.51,-0.51,2012,"West End Works, Warley Road, Halifax, HX1 3TG","Registered Office, West End Studios, Warley Road, Halifax, HX1 3TG",05/24/98,06/05/15
,-1267.71,-699.64,2007,"Horse & Jockey Inn, 301 Warley Road, Halifax, HX2 0AD",,12/15/93,04/24/08
,-0.66,-0.66,2012,"Wellington Garage, Wellington Street West, Halifax, HX1 2TQ",,04/01/90,
Autec Electronics Ltd [In Liquidation],-312.14,-312.14,2002,"Portland House, West Vale, Halifax, HX4 8NY","C/O Jacksons Joliffe Cork, 33 George Street, Wakefield, WF1 1LX",04/01/90,08/21/96
,-2431.92,-5915.41,2006,"Albert Hotel, 3 Albert Street, Hebden Bridge, HX7 8AH",,11/10/99,10/17/06
,-65.68,-65.68,2005,"16a Bridge Gate, Hebden Bridge, HX7 8EX",,04/01/99,06/30/05
,-0.41,-0.41,2012,"4 Burnley Road, Mytholmroyd, Hebden Bridge, HX7 5LH",,04/01/90,
G Dunkley & Son [H.B] Ltd [In Liquidation],-19.09,-19.09,2002,"3 Carlton House, Crown Street, Hebden Bridge, HX7 8ES","C/O Baker Tilly, Carlton House, Grammar School Street, Bradford, BD1 4NS",10/01/93,07/15/97
,-4.45,-4.45,2002,"22 Town Hall Street, Sowerby Bridge, HX6 2EA",,04/01/97,05/03/99
,-67.9,-67.9,2006,"2nd Floor, Barclays Bank Chambers, 21 Town Hall Street, Sowerby Bridge      HX6 2EA",,10/01/93,12/15/06
Repack Services Ltd,-662.84,-662.84,2005,"Unit 2 Sdh Industrial Estate, West Street, Sowerby Bridge, HX6 3BT","Unit 2 S.D.H Industrial Estate, West Street, Sowerby Bridge, HX6 3BT",02/20/99,10/08/05
,-225.97,-225.97,2005,"Dental Surgery, 92 Wharf Street, Sowerby Bridge, HX6 2AF",,04/01/90,11/01/05
Calderdale P C T,-211,-961.56,2005,"Todmorden Health Centre, Rose Street, Todmorden, OL14 5AT","5J6 Payables 4265, Phoenix House, Topcliffe Lane, Wakefield, WF3 1WE",04/01/00,10/30/09
,-150,1163.84,2014,"129/135 Halifax Road, Todmorden, OL14 5BE",,04/01/90,
,-35.73,-35.73,2004,"Thornlea East, Holme House Road, Todmorden, OL14 8LD",,04/01/00,12/17/04
Joint Admin Receivers Of Lois Fabric Printing Co Ltd,-7.11,-7.11,2002,"Caldervale Mill, Pudsey Road, Todmorden, OL14 8NJ","C/O Coopers & Lybrand, Abacus Court, 6 Minshull Street, Manchester, M1 3ED",09/03/94,09/09/94
A C S Products Ltd,-334.32,-334.32,2002,"Units 5 & 7, Penair Works, Mill Fold, Ripponden           HX6 4DJ","Units 5 & 7, Mill Fold, Ripponden, HX6 4DJ",06/30/98,11/30/99
A Kinghorn & Co Ltd-In Receivership,-2184.48,-2184.48,2002,"Hammer Mill, Stackhills Road, Todmorden, OL14 5QW","C/O Messrs Grant Thornton, Heron House, Albert Square, Manchester, M2 5HD",04/01/90,01/06/93
Primesight Ltd,-0.02,75.98,2014,"Crowtrees Garage, Huddersfield Road, Brighouse, HD6 1HA","Unit 9 Westpoint Enterprise Pk, Clarence Avenue, Trafford Park, Manchester, M17 1QS",05/01/02,
Continental Books,-40.75,-40.75,2003,"51 Crown Street, Halifax, HX1 1JB","F.A.O. Mr Phillip Rhodes, 51 Crown Street, Halifax, HX1 1JB",07/06/03,01/31/04
,-6.66,-6.66,2006,"Hole In The Wall Inn, Hebden Bridge, HX7 7DD",,08/18/03,04/12/07
Haley Bros [ Builders] Ltd [In Liquidation],-9.64,-9.64,2008,"Suite 4, 1ST Floor Burlees House, Hangingroyd Lane, Hebden Bridge        HX7 7DD","C/O X.L Business Solutions, 1st Floor, 2-4 West Street, Cleckheaton, BD19 5AJ",04/28/03,12/10/08
,-49.51,-49.51,2008,"Office Suite D254, Dean Clough Office Park, Halifax, HX3 5AX",,06/01/04,07/01/08
,-222,-453.41,2003,"2 Langdale Street, Elland, HX5 0JL",,04/01/03,03/31/03
,-228,-453.41,2004,"2 Langdale Street, Elland, HX5 0JL",,04/01/03,03/31/03
,-66,-66,2004,"2ND & 3RD Floors, Blue Note, Bridge Street, Todmorden           OL14 5AQ",,07/01/04,06/30/04
Bar Refreshments [Uk] Ltd,-877.8,-1799.3,2008,"Martins Mill, Pellon Lane, Halifax, HX1 5QJ",No Forwarding Address,01/01/04,03/31/08
,-41.6,-41.6,2005,"5 Clare Road, Halifax, HX1 2HX",,04/01/04,03/31/05
,-16.67,-16.67,2008,"4 South Parade, Stainland, Halifax, HX4 9HW",,03/22/04,06/05/08
,-51.09,-51.09,2007,"Unit 2D Crossley Works, Cragg Road, Mytholmroyd, Hebden Bridge        HX7 5EY",,08/01/04,07/01/07
,-50.38,-76.72,2011,"219 King Cross Road, Halifax, HX1 3JL",,03/01/05,03/13/11
,-0.51,-0.51,2012,"Unit 3A, Mitchell Street, Todmorden, OL14 7DW",,04/01/05,
,-27.86,-27.86,2009,"44 Clough Lane, Mixenden, Halifax, HX2 8SN",,04/01/05,06/29/09
,-104.05,-104.05,2005,"Branch House, Saddleworth Road, Barkisland, Halifax              HX4 8NU",,09/23/05,03/19/06
Starway Motorcycles Ltd [In Administration],-91.88,-91.88,2006,"Unit 6 & 7, 370 Bradford Road, Brighouse, HD6 4DJ","C/O Milner Boardman & Partners, Century House, Ashley Road, Hale, WA15 9TG",05/01/05,02/14/07
,-10,-10,2006,"65 Rustic, Piece Hall, Halifax, HX1 1RE",,05/11/05,06/30/06
,-0.34,-0.34,2014,"38 Boothtown Road, Halifax, HX3 6NE",,07/30/05,
,-169.96,-169.96,2005,"Office 7, 162A Haugh Shaw Road, Halifax, HX1 3BG",,01/01/05,12/01/05
Hebden Bridge Brass Band,-0.18,-0.16,2012,"Unit 1A, Topland Country Business Pk, Cragg Road, Mytholmroyd          HX7 5RU","Fao Mr Steve Gardiner, Unit 1A, Topland Country Bus Park, Cragg Road, Mytholmroyd, HX7 5RU",08/01/04,
,-1.4,-1.4,2012,"Unit 26, Phoebe Lane Industrial Est., Halifax, HX3 9EX",,09/01/05,
Repack Services Ltd,-4.73,-4.73,2005,"Unit 22 Sdh Industrial Est, West Street, Sowerby Bridge, HX6 3BS","Unit 2 S.D.H Industrial Estate, West Street, Sowerby Bridge, HX6 3BT",04/01/04,10/08/05
K Hamnett [Machinery Removers],-242.02,-242.02,2007,"Philmar House, Gibbet Street, Halifax, HX2 0AR","Philmar House, Highroad Well Works, Gibbet Street, Halifax, HX2 0AR",04/01/04,06/17/07
,-0.38,-0.38,2012,"3 Tower Hill, Sowerby Bridge, HX6 2EQ",,04/01/06,
,-20.45,-20.45,2012,"Moderna Business Park, Mytholmroyd, Hebden Bridge, HX7 5QQ",,07/03/06,
V E S (Halifax) Ltd,-20.96,-20.96,2008,"Listers Road, Halifax, HX3 6AG","The Old Tannery, 224 Spen Lane, Gomersal, Cleckheaton, BD19 4PJ",05/03/06,05/05/08
,-0.96,-0.96,2012,"56 Market Street, Hebden Bridge, HX7 6AA",,11/11/05,
,-90,-90,2010,"15 Hill Crest, Burnley Road, Sowerby Bridge, HX6 2TJ",,10/01/05,06/30/09
Powder Coaters Ltd [In Liquidation],-1824.66,-1824.66,2004,"Part Lock Hill Mills, Holmes Road, Sowerby Bridge, HX6 3LD","C/O Begbies Traynor, 30 Park Cross Street, Leeds, LS1 2QH",04/01/04,03/31/04
1st 4 Training Ltd,-30.55,-30.55,2006,"Unit 15B, Calderdale Business Park, Club Lane, Halifax              HX2 8AX","12 Prospect Court, Norton Tower, Halifax, HX2 0NR",07/14/05,02/14/07
Nature Cameras Ltd,-0.91,-0.91,2012,"3b Bonegate Road, Brighouse, HD6 1TQ","Fao Mr David Turner, 3b Bonegate Road, Brighouse, HD6 1TQ",11/19/05,
,-20,283.2,2006,"196 Rochdale Road, Todmorden, OL14 7NA",,12/19/05,03/31/08
,-1.08,-1.08,2012,"38 Halifax Road, Todmorden, OL14 5QG",,08/21/06,
,-17871.59,-163184.07,2012,"Stainland Rd Medical Centre, 70 Stainland Road, Greetland, Halifax              HX4 8BD",,01/24/06,
Admiral Taverns Ltd,-8.6,-8.6,2006,"Big D's, 355 Halifax Road, Todmorden, OL14 5SR","Purchase Ledger Dept, Suite H3, Steam Mill Business Centre, Steam Mill Street, Chester, CH3 5AN",09/07/06,03/30/07
Osprey Land & Homes Ltd,-10.68,-10.68,2006,"Health Centre, Thrush Hill Road, Mytholmroyd, Hebden Bridge       HX7 5AQ","2 Park Farm Courtyard, High Easthorpe, Malton, North Yorkshire, YO17 6QX",10/12/06,10/31/06
,-66.32,-66.32,2010,"27 Borough Market, Halifax, HX1 1DY",,10/02/06,03/31/11
,-1088.12,-1088.12,2010,"2 Swine Market, Halifax, HX1 5DT",,12/11/06,08/31/10
,-25.28,-25.28,2007,"Heart Gallery Arts Centre, 4 Market Street, Hebden Bridge, HX7 6AA",,10/01/06,09/30/07
Cheque Centres Properties Ltd (In Administration),-395.2,-395.2,2014,"6 Cheapside, Halifax, HX1 1TQ","Access Europe, Ratho Park, Station Road, New Bridge, Edinburgh, EH28 8QQ",03/23/07,07/02/14
,-163.59,-766.35,2007,"11/13 Lilly Street, Sowerby Bridge, HX6 3DG",,07/01/07,01/04/08
Calderdale Mbc Children & Young People's Services,-4591.15,-4591.15,2015,"Adult Education Centre, Church Lane, Brighouse, HD6 1AT","Fao Paul Ward Finance Manager, 3rd Floor, Westgate House, Halifax, HX1 1PS",04/01/90,09/04/15
Calderdale Mbc Children & Young People's Services,-5943.28,-5943.28,2015,"Lower Ground Floor, Carlton Mill, Wharf Street, Sowerby Bridge      HX6 2AS","Fao Paul Ward Finance Manager, 3rd Floor, Westgate House, Halifax, HX1 1PS",05/18/98,
Calderdale P.C.T,-18648,-107914.84,2007,"Horne Street Surgery, Horne Street, Halifax, HX1 5UA","4th Floor , S Mill, Dean Clough, Halifax, HX3 5AX",11/20/06,03/31/13
C.C.L Group Ltd [In Administration],-346.5,-899.1,2008,"Armytage Road, Brighouse, HD6 1QF","C/O Price Waterhouse Coopers, Hill House, Richmond Hill, Bournemouth, BH2 6HR",07/06/07,02/02/10
Hebden Bridge Group Practice,-23632,-213967.48,2005,"Grange Dene Medical Centre, Grange Dene, Burnley Road, Mytholmroyd          HX7 5LF","Valley Medical Centre, Valley Road, Hebden Bridge, HX7 7BZ",04/01/05,
Hebden Bridge Group Practice,-24248,-213967.48,2006,"Grange Dene Medical Centre, Grange Dene, Burnley Road, Mytholmroyd          HX7 5LF","Valley Medical Centre, Valley Road, Hebden Bridge, HX7 7BZ",04/01/05,
,-27.09,-27.09,2007,"39/41 Thornhill Road, Brighouse, HD6 3AX",,01/05/07,03/12/08
The Bradford T.P.S,-637.76,-637.76,2010,"Bradford T P S, Halifax Road, Shelf, Halifax              HX3 7JT","C/O Halifax V W, Halifax Road, Shelf, Halifax, HX3 7JT",08/01/07,05/31/10
Bailiff Bridge Cafe Ltd,-13.36,-13.36,2014,"611 Bradford Road, Brighouse, HD6 4DN",,03/01/07,
,-118,-118,2014,"White Cottage, Cooper Bridge Road, Mirfield, WF14 0BS",,04/01/07,
,-100.56,-100.56,2011,"Bradford Road, Brighouse, HD6 1RY",,05/21/07,01/31/12
Cheque Centres Properties Ltd (In Administration),-1994.61,-1994.61,2014,"68 Commercial Street, Brighouse, HD6 1AQ","Access Europe, Ratho Park, Station Road, New Bridge, Edinburgh, EH28 8QQ",04/20/07,07/02/14
R & A Parcels (Hx) Ltd [Dissolved],-91.28,-91.28,2009,"Unit G6, The Market Business Centre, Hanson Lane, Halifax              HX1 5PF","Ceased To Trade , No Assets., Dissolved",01/03/08,09/15/09
,-589,-589,2008,"Unit 7, Hawksclough Industrial Est., Burnley Road, Mytholmroyd          HX7 5AD",,03/17/08,03/16/08
,-0.55,-0.55,2012,"25A Towngate, Northowram, Halifax, HX3 7DX",,10/15/07,
,-394.64,-394.64,2009,"23 Boothtown Road, Halifax, HX3 6EU",,06/29/07,04/20/10
,-77.06,-77.06,2008,"Unit 11 White Rose Mill, Holdsworth Road, Holmfield, Halifax              HX3 6SN",,03/01/08,10/04/08
Heritage Cashmere Ltd [In Administration],-29.72,-299.25,2007,"White Rose Mill, Holdsworth Road, Holmfield, Halifax              HX3 6SN","C/O Armstrong Watson, Central House, 47 St Pauls Street, Leeds, LS1 2TE",02/12/08,05/28/09
Heritage Cashmere Ltd [In Administration],-38.53,-299.25,2009,"White Rose Mill, Holdsworth Road, Holmfield, Halifax              HX3 6SN","C/O Armstrong Watson, Central House, 47 St Pauls Street, Leeds, LS1 2TE",02/12/08,05/28/09
Design & Display Ltd,-1330.43,-1330.43,2009,"Unit K1 Lowfields Way, Lowfields Business Park, Elland, HX5 9DA","C/O Vcep Investments Llp, Jubilee Way, Grange Moor, Wakefield, WF4 4TD",04/23/08,08/03/08
S.I.T.A. (Uk) Ltd,-1236.87,1475.13,2014,"Atlas Mill, Household Waste Site, Atlas Mill Road, Brighouse            HD6 1ES","Nrth Tyneside Transfer Station, Wallsend Road, North Shields, Tyne & Wear, NE29 7SH",08/01/08,
Pg Control Systems Ltd,-0.22,-0.22,2012,"Unit 9C, Top Land Country Busn.Pk, Cragg Road, Mytholmroyd          HX7 5RU","Unit 9c, Top Land Country Business Park, Cragg Road , Mytholmroyd, Hebden Bridge, HX7 5RW",08/01/08,
,-110,-110,2008,"Unit J, Atlas Mill Road, Brighouse, HD6 1ES",,01/04/08,11/30/08
Caritas Health Partnership,-6235.5,-43236.26,2013,"Mixenden Stones Surgery, Mixenden Stones, Mixenden, Halifax             HX2 8RQ","F A O David Wright, Woodside Surgery, Boothtown Medical Centre, Woodside Road, Halifax, HX3 6EL",05/01/08,
A & B Installations Ltd,-87.38,-87.38,2012,"Unit 32 Mill House Works, Mill House Lane, Triangle, Sowerby Bridge       HX6 3LN",,05/01/08,02/14/13
,-13.44,-13.44,2008,"Container No. 6, Mearclough Works, Mearclough Road, Sowerby Bridge       HX6 3LF",,04/01/08,01/31/09
,-0.06,-0.06,2012,"18 Albert Street, Hebden Bridge, HX7 8AH",,11/06/08,
Csc Computer Sciences  Ltd,-117.12,-117.12,2011,"Unit SM4 White Rose Mill, Holdsworth Road, Holmfield, Halifax              HX3 6SN","Royal Pavilion, Tower 3 Lower Ground Floor, Wellesley Road, Aldershot, Hants, GU11 1PZ",10/01/08,01/31/12
,-510.97,-900.19,2011,"Market Stall 5,6-8, Borough Market, Halifax, HX1 1DZ",,12/01/08,11/09/12
Hanson Plywood Ltd,-17404,-86101.13,2012,"Unit 2, Drakes Industrial Estate, Shay Lane, Halifax              HX3 6RL","Unit 1, Drakes Industrial Estate, Shay Lane, Halifax, HX3 6RL",10/24/08,01/31/11
Hanson Plywood Ltd,-17898,-86101.13,2013,"Unit 2, Drakes Industrial Estate, Shay Lane, Halifax              HX3 6RL","Unit 1, Drakes Industrial Estate, Shay Lane, Halifax, HX3 6RL",10/24/08,01/31/11
Hanson Plywood Ltd,-18316,-86101.13,2014,"Unit 2, Drakes Industrial Estate, Shay Lane, Halifax              HX3 6RL","Unit 1, Drakes Industrial Estate, Shay Lane, Halifax, HX3 6RL",10/24/08,01/31/11
,-31.03,-31.03,2008,"114 Commercial Street, Brighouse, HD6 1AQ",,03/20/09,09/30/12
,-194.95,-194.95,2010,"26 Halifax Road, Todmorden, OL14 5QG",,04/01/09,03/31/10
Primesight Ltd,-0.05,63.95,2014,"Advertising Right At Jet, Service Stn (YDUK0702019034), Stainland Road, Greetland            HX4 8BQ","Unit 9 Westpoint Enterprise Pk, Clarence Avenue, Trafford Park, Manchester, M17 1QS",04/01/09,
Royds Properties Ltd,-252,561,2013,"First Floor Unit 9, Wellington Mills, Quebec Street, Elland               HX5 9BX","Estate Office, Gledholt Business Park, Allen Row, Paddock, Huddersfield, HD1 4SB",05/01/08,
Id Ess (Retail) Ltd,-341.69,-341.69,2013,"Office Suite D151, Dean Clough Mills, Halifax, HX3 5AX",,05/05/09,11/07/13
,-5.51,-5.51,2010,"38 Gooder Lane, Brighouse, HD6 1HT",,05/06/09,07/12/10
,-40,24,2014,"Pear Tree Garage, Halifax Old Road, Hipperholme, Halifax              HX3 8PJ",,02/17/14,
,-3.63,-3.63,2014,"10 Silver Street, Halifax, HX1 1HS",,10/03/13,06/09/14
,-5.34,-5.34,2010,"Old Cragg Hall Barn, Cragg Vale, Hebden Bridge, HX7 5TB",,05/29/09,
Primesight Ltd,-82.39,201.61,2014,"Board No 2183, Gable Of Deal Street, Halifax, HX1 1QX","Unit 9 Westpoint Enterprise Pk, Clarence Avenue, Trafford Park, Manchester, M17 1QS",09/01/09,
,-64.15,-64.15,2009,"Unit 1A South Mill, White Rose Mill, Holdsworth Road, Halifax              HX3 6SN",,05/01/09,01/31/10
Primesight Ltd,-37.72,106.28,2014,"Board No 9201, Gable Queens Rd Cash & Carry, Queens Road, Halifax              HX1 3NS","Unit 9 Westpoint Enterprise Pk, Clarence Avenue, Trafford Park, Manchester, M17 1QS",09/01/09,
Primesight Ltd,-0.04,267.96,2014,"Advertising Right, 349 Salterhebble Hill, Halifax, HX3 0QA","Unit 9 Westpoint Enterprise Pk, Clarence Avenue, Trafford Park, Manchester, M17 1QS",09/01/09,
,-15.15,-15.15,2012,"Unit D Third Floor, Asquith Bottom Works, Water Street, Sowerby Bridge       HX6 3BS",,04/01/09,10/31/13
,-0.3,-0.3,2012,"621 Bradford Road, Bailiff Bridge, Brighouse, HD6 4DN",,11/18/09,
,-0.85,-0.85,2012,"44 Clough Lane, Mixenden, Halifax, HX2 8SW",,02/01/10,
,-173.55,-173.55,2012,"Unit 1A Moorlea Garage, Albert Road, Halifax, HX2 0DF",,02/01/10,07/28/12
,-0.45,-0.45,2012,"First Floor, Mount Pleasant Mill, Mytholmroyd, Hebden Bridge        HX7 5LR",,10/01/07,
,-132.64,-132.64,2010,"Unit 3 Grange Farm, Ovenden Wood Road, Halifax, HX2 0TQ",,08/14/09,03/31/14
Converga Ltd,-652.81,-652.81,2010,"Unit 5A Part First Floor, Springvale Works, Elland Road, Brighouse            HD6 2RN","Headrow House, 19 Old Leeds Road, Huddersfield, HD1 1SG",04/01/10,03/31/10
,-126.9,-126.9,2010,"Market Stall 124/131, Market Hall, Borough Market, Halifax             HX1 1DZ",,04/01/10,11/21/10
,-65,-65,2010,"19 Burnley Road, Todmorden, OL14 7BU",,08/01/10,02/02/11
,-2,2211,2012,"The Savile Arms, Southgate, Elland, HX5 0BW",,01/03/11,
,-4.58,-4.58,2012,"Storeroom 14B Market Hall, Brook Street, Todmorden, OL14 5AJ",,01/26/11,
Brogan Business Parks Ltd,-43.41,-43.41,2011,"Unit R1, Tenterfields Business Park, Burnley Road, Luddendenfoot        HX2 6EJ","C/O Cdp Ltd, Huddersfield Road, Elland, HX5 9BW",11/19/10,10/20/11
Klassprint Ltd In Administration,-2.4,-2.4,2012,"Klassprint Ltd, Halifax Autocars Estate, Shay Lane, Halifax              HX3 6QU","Wilson Field, The Manor House, 260 Eccleshall Road South, Sheffield, S11 9PS",06/01/11,08/24/12
Frank Marshall Estates Ltd,-1741.2,-1754.69,2012,"Unit 12, Branxholme Industrial Estate, Bradford Road, Brighouse            HD6 4EA","4a Greengate, Cardale Park, Harrogate, HG3 1GY",03/30/12,03/29/12
Castledene Yorkshire Ltd,-50.91,-50.91,2011,"219 King Cross Road, Halifax, HX1 3JL","Suite 1, Easington Business Centre, Seaside Lane, Easington, SR8 3LJ",03/14/11,02/29/12
Stuart Angus Consulting Ltd,-159.75,-159.75,2012,"Office 8, James Street Mills, South Lane, Elland               HX5 0HB","Suite 8 Heritage Exchange, South Lane, Elland, Halifax, HX5 0HB",05/28/11,03/31/14
A.C.C (Flooring) Ltd,-2264.33,-2264.33,2012,"Unit 1A, Woodvale Workshops, Thornhills Beck Lane, Brighouse            HX6 4AW","Unit 1a, Woodvale Workshops, Thornhills Beck Lane, Brighouse, HD6 4AW",02/17/11,
Colltex Ltd,-1353.34,-1353.34,2014,"UNIT19 Woodman Works, South Lane, Elland, HX5 0PA","114 Colne Valley Business Park, Linthwaite, Huddersfield, HD7 5QG",11/09/13,06/30/14
,-8.9,-8.9,2014,"1 Cliffe Road, Brighouse, HD6 1HE",,04/25/14,02/20/15
Cafe Dino's Ltd,-125.7,-736.56,2012,"23 Alexandra Street, Halifax, HX1 1BS","23 Alexandra Street, Halifax, HX1 1BS",07/16/11,
Cafe Dino's Ltd,-150,-736.56,2013,"23 Alexandra Street, Halifax, HX1 1BS","23 Alexandra Street, Halifax, HX1 1BS",07/16/11,
Mobile Broadband Network Ltd,-282.6,917.4,2014,"Wyk0171 G/R 401463 427019, Height Road, Hebden Bridge, HX7 5RA","C/O Gva Business Rates Tm, Po Box 16097, 3 Brindley Place, Birmingham, B2 2UY",04/01/12,
C J Morton & Co Ltd,-0.1,-3690.1,2013,"Pendleton Mills, James Street, Elland, HX5 0HB","F.A.O. Stephen Walker, Morton Meadow Logistics Ltd, Brookfoot Business Centre, Elland Road, Brighouse, HD6 2RW",04/01/10,
,-0.24,215.76,2012,"Spring Wood Studio 1, Adj Fern Hill, Lee Mill Road, Hebden Bridge        HX7 7AB",,10/18/12,
,-3.25,-3.25,2015,"5,7 & 9 Water Street, Todmorden, OL14 5AB",,12/01/12,07/17/15
,-332.54,-665.08,2010,"4 Cheapside, Halifax, HX1 1TQ",,07/31/09,08/01/10
