Organisation Name,Organisation Code,Effective Date,Directorate,Service (Sercop),Sercop URI,Supplier Name,Supplier ID,Company Registration,Charity Registration,VCSE Grant,Payment Date,Transaction Number,Net Amount,Irrecoverable VAT,Purpose of Spend,Type,Procurement Classification,Class Code,Thomson Classification,Thomson Description,Contract
Wakefield MDC,E08000036,30/06/2014,BUSINESS,Not yet available,Not yet available,UK MAIL LIMITED,N/A,Not yet available,Not yet available,Not yet available,29/04/2014,22484597,1104.99,Nil,Postage,Revenue,Business Services,CAT02,49180,Mailing Houses,Not yet available
Wakefield MDC,E08000036,30/06/2014,BUSINESS,Not yet available,Not yet available,UK MAIL LIMITED,N/A,Not yet available,Not yet available,Not yet available,19/06/2014,22526218,1454.44,Nil,Postage,Revenue,Business Services,CAT02,49180,Mailing Houses,Not yet available
Wakefield MDC,E08000036,30/06/2014,BUSINESS,Not yet available,Not yet available,UK MAIL LIMITED,N/A,Not yet available,Not yet available,Not yet available,20/06/2014,22526389,1314.31,Nil,Postage,Revenue,Business Services,CAT02,49180,Mailing Houses,Not yet available
Wakefield MDC,E08000036,30/06/2014,BUSINESS,Not yet available,Not yet available,UK MAIL LIMITED,N/A,Not yet available,Not yet available,Not yet available,05/06/2014,22518320,1497.74,Nil,Postage,Revenue,Business Services,CAT02,49180,Mailing Houses,Not yet available
Wakefield MDC,E08000036,30/06/2014,BUSINESS,Not yet available,Not yet available,BERENDSEN,N/A,Not yet available,Not yet available,Not yet available,08/05/2014,22496598,1806.09,Nil,Premises Cleaning,Revenue,Property & Asset Management,CAT01,18750,Cleaning Contractors Equipment & Supplies,Not yet available
Wakefield MDC,E08000036,30/06/2014,BUSINESS,Not yet available,Not yet available,BERENDSEN,N/A,Not yet available,Not yet available,Not yet available,24/04/2014,22479399,-856.24,Nil,Premises Cleaning,Revenue,Property & Asset Management,CAT01,18750,Cleaning Contractors Equipment & Supplies,Not yet available
Wakefield MDC,E08000036,30/06/2014,BUSINESS,Not yet available,Not yet available,COOPERS CONTRACT CLEANING LTD,N/A,Not yet available,Not yet available,Not yet available,12/06/2014,22499383,695,Nil,Premises Cleaning,Revenue,Property & Asset Management,CAT01,15269,Cleaning Services - Commercial,Not yet available
Wakefield MDC,E08000036,30/06/2014,REGENCULT,Not yet available,Not yet available,PHS GROUP PLC,N/A,Not yet available,Not yet available,Not yet available,20/05/2014,22497939,658.6,Nil,Premises Cleaning,Revenue,Property & Asset Management,CAT01,79180,Towel Supply & Washroom Services,Not yet available
Wakefield MDC,E08000036,30/06/2014,CHILDYOU,Not yet available,Not yet available,PHS GROUP PLC,N/A,Not yet available,Not yet available,Not yet available,10/04/2014,22475060,1356.68,Nil,Premises Cleaning,Revenue,Property & Asset Management,CAT01,79180,Towel Supply & Washroom Services,Not yet available
Wakefield MDC,E08000036,30/06/2014,BUSINESS,Not yet available,Not yet available,PHS GROUP PLC,N/A,Not yet available,Not yet available,Not yet available,10/04/2014,22475085,656.35,Nil,Premises Cleaning,Revenue,Property & Asset Management,CAT01,79180,Towel Supply & Washroom Services,Not yet available
Wakefield MDC,E08000036,30/06/2014,CHILDYOU,Not yet available,Not yet available,TULIP HEALTHCARE LTD,N/A,Not yet available,Not yet available,Not yet available,23/05/2014,22503869,546,Nil,Premises Cleaning,Revenue,Property & Asset Management,CAT01,44330,Hygiene & Sanitary Appliance Mnfrs,Not yet available
Wakefield MDC,E08000036,30/06/2014,REGENCULT,Not yet available,Not yet available,YORKSHIRE PURCHASING,N/A,Not yet available,Not yet available,Not yet available,13/05/2014,22494909,590.87,Nil,Premises Cleaning,Revenue,YPO,CAT12,62710,Purchasing Services,Not yet available
Wakefield MDC,E08000036,30/06/2014,REGENCULT,Not yet available,Not yet available,YORKSHIRE PURCHASING,N/A,Not yet available,Not yet available,Not yet available,29/04/2014,22479093,985.9,Nil,Premises Cleaning,Revenue,YPO,CAT12,62710,Purchasing Services,Not yet available
Wakefield MDC,E08000036,30/06/2014,ADULTS,Not yet available,Not yet available,YORKSHIRE PURCHASING,N/A,Not yet available,Not yet available,Not yet available,30/05/2014,22515026,690.81,Nil,Premises Cleaning,Revenue,YPO,CAT12,62710,Purchasing Services,Not yet available
Wakefield MDC,E08000036,30/06/2014,BUSINESS,Not yet available,Not yet available,YORKSHIRE PURCHASING,N/A,Not yet available,Not yet available,Not yet available,06/05/2014,22494863,717.93,Nil,Premises Cleaning,Revenue,YPO,CAT12,62710,Purchasing Services,Not yet available
Wakefield MDC,E08000036,30/06/2014,BUSINESS,Not yet available,Not yet available,YORKSHIRE PURCHASING,N/A,Not yet available,Not yet available,Not yet available,04/06/2014,22516116,1066.36,Nil,Premises Cleaning,Revenue,YPO,CAT12,62710,Purchasing Services,Not yet available
Wakefield MDC,E08000036,30/06/2014,BUSINESS,Not yet available,Not yet available,YORKSHIRE PURCHASING,N/A,Not yet available,Not yet available,Not yet available,06/05/2014,22494866,613.09,Nil,Premises Cleaning,Revenue,YPO,CAT12,62710,Purchasing Services,Not yet available
Wakefield MDC,E08000036,30/06/2014,BUSINESS,Not yet available,Not yet available,YORKSHIRE PURCHASING,N/A,Not yet available,Not yet available,Not yet available,12/05/2014,22498582,719.73,Nil,Premises Cleaning,Revenue,YPO,CAT12,62710,Purchasing Services,Not yet available
Wakefield MDC,E08000036,30/06/2014,BUSINESS,Not yet available,Not yet available,YORKSHIRE PURCHASING,N/A,Not yet available,Not yet available,Not yet available,11/06/2014,22494690,532.98,Nil,Premises Cleaning,Revenue,YPO,CAT12,62710,Purchasing Services,Not yet available
Wakefield MDC,E08000036,30/06/2014,BUSINESS,Not yet available,Not yet available,YORKSHIRE PURCHASING,N/A,Not yet available,Not yet available,Not yet available,06/05/2014,22494723,559.17,Nil,Premises Cleaning,Revenue,YPO,CAT12,62710,Purchasing Services,Not yet available
Wakefield MDC,E08000036,30/06/2014,BUSINESS,Not yet available,Not yet available,YORKSHIRE PURCHASING,N/A,Not yet available,Not yet available,Not yet available,23/06/2014,22526606,770.23,Nil,Premises Cleaning,Revenue,YPO,CAT12,62710,Purchasing Services,Not yet available
Wakefield MDC,E08000036,30/06/2014,BUSINESS,Not yet available,Not yet available,YORKSHIRE PURCHASING,N/A,Not yet available,Not yet available,Not yet available,13/05/2014,22498876,548.5,Nil,Premises Cleaning,Revenue,YPO,CAT12,62710,Purchasing Services,Not yet available
Wakefield MDC,E08000036,30/06/2014,BUSINESS,Not yet available,Not yet available,YORKSHIRE PURCHASING,N/A,Not yet available,Not yet available,Not yet available,09/06/2014,22519786,548.5,Nil,Premises Cleaning,Revenue,YPO,CAT12,62710,Purchasing Services,Not yet available
Wakefield MDC,E08000036,30/06/2014,BUSINESS,Not yet available,Not yet available,YORKSHIRE PURCHASING,N/A,Not yet available,Not yet available,Not yet available,20/06/2014,22526607,500,Nil,Premises Cleaning,Revenue,YPO,CAT12,62710,Purchasing Services,Not yet available
Wakefield MDC,E08000036,30/06/2014,BUSINESS,Not yet available,Not yet available,YORKSHIRE PURCHASING,N/A,Not yet available,Not yet available,Not yet available,14/04/2014,22479339,1088.25,Nil,Premises Cleaning,Revenue,YPO,CAT12,62710,Purchasing Services,Not yet available
Wakefield MDC,E08000036,30/06/2014,CHILDYOU,Not yet available,Not yet available,APOGEE CORPORATION LTD,N/A,Not yet available,Not yet available,Not yet available,25/06/2014,22527531,508.83,Nil,Printing & Stationery,Revenue,Property & Asset Management,CAT01,53390,Office Equipment Mnfrs & Distributors,Not yet available
Wakefield MDC,E08000036,30/06/2014,REGENCULT,Not yet available,Not yet available,BEMROSE BOOTH PARAGON LTD,N/A,Not yet available,Not yet available,Not yet available,24/04/2014,22484095,616.5,Nil,Printing & Stationery,Revenue,Highways,CAT07,13750,Car Parking & Garaging,Not yet available
Wakefield MDC,E08000036,30/06/2014,REGENCULT,Not yet available,Not yet available,BEMROSE BOOTH PARAGON LTD,N/A,Not yet available,Not yet available,Not yet available,16/05/2014,22501600,616.5,Nil,Printing & Stationery,Revenue,Highways,CAT07,13750,Car Parking & Garaging,Not yet available
Wakefield MDC,E08000036,30/06/2014,BUSINESS,Not yet available,Not yet available,BRIGHTSIDE CREATIVE LLP,N/A,Not yet available,Not yet available,Not yet available,28/05/2014,22507205,510,Nil,Printing & Stationery,Revenue,Business Services,CAT02,61540,Printers & Lithographers,Not yet available
Wakefield MDC,E08000036,30/06/2014,BUSINESS,Not yet available,Not yet available,BRIGHTSIDE CREATIVE LLP,N/A,Not yet available,Not yet available,Not yet available,27/06/2014,22535786,1250,Nil,Printing & Stationery,Revenue,Business Services,CAT02,61540,Printers & Lithographers,Not yet available
Wakefield MDC,E08000036,30/06/2014,BUSINESS,Not yet available,Not yet available,CORPORATE DOCUMENT SERVICES LTD,N/A,Not yet available,Not yet available,Not yet available,23/05/2014,22505390,4586.21,Nil,Printing & Stationery,Revenue,Business Services,CAT02,61540,Printers & Lithographers,Not yet available
Wakefield MDC,E08000036,30/06/2014,BUSINESS,Not yet available,Not yet available,CORPORATE DOCUMENT SERVICES LTD,N/A,Not yet available,Not yet available,Not yet available,22/05/2014,22502620,3736.33,Nil,Printing & Stationery,Revenue,Business Services,CAT02,61540,Printers & Lithographers,Not yet available
Wakefield MDC,E08000036,30/06/2014,BUSINESS,Not yet available,Not yet available,CORPORATE DOCUMENT SERVICES LTD,N/A,Not yet available,Not yet available,Not yet available,04/06/2014,22514347,3720.64,Nil,Printing & Stationery,Revenue,Business Services,CAT02,61540,Printers & Lithographers,Not yet available
Wakefield MDC,E08000036,30/06/2014,BUSINESS,Not yet available,Not yet available,CORPORATE DOCUMENT SERVICES LTD,N/A,Not yet available,Not yet available,Not yet available,04/06/2014,22514348,3845.27,Nil,Printing & Stationery,Revenue,Business Services,CAT02,61540,Printers & Lithographers,Not yet available
Wakefield MDC,E08000036,30/06/2014,BUSINESS,Not yet available,Not yet available,CORPORATE DOCUMENT SERVICES LTD,N/A,Not yet available,Not yet available,Not yet available,04/06/2014,22514257,3718.76,Nil,Printing & Stationery,Revenue,Business Services,CAT02,61540,Printers & Lithographers,Not yet available
Wakefield MDC,E08000036,30/06/2014,BUSINESS,Not yet available,Not yet available,CORPORATE DOCUMENT SERVICES LTD,N/A,Not yet available,Not yet available,Not yet available,04/06/2014,22514261,3752.15,Nil,Printing & Stationery,Revenue,Business Services,CAT02,61540,Printers & Lithographers,Not yet available
Wakefield MDC,E08000036,30/06/2014,BUSINESS,Not yet available,Not yet available,CORPORATE DOCUMENT SERVICES LTD,N/A,Not yet available,Not yet available,Not yet available,04/06/2014,22514285,4665.07,Nil,Printing & Stationery,Revenue,Business Services,CAT02,61540,Printers & Lithographers,Not yet available
Wakefield MDC,E08000036,30/06/2014,BUSINESS,Not yet available,Not yet available,CORPORATE DOCUMENT SERVICES LTD,N/A,Not yet available,Not yet available,Not yet available,16/05/2014,22500559,38399.53,Nil,Printing & Stationery,Revenue,Business Services,CAT02,61540,Printers & Lithographers,Not yet available
Wakefield MDC,E08000036,30/06/2014,BUSINESS,Not yet available,Not yet available,CORPORATE DOCUMENT SERVICES LTD,N/A,Not yet available,Not yet available,Not yet available,19/06/2014,22526165,11363.93,Nil,Printing & Stationery,Revenue,Business Services,CAT02,61540,Printers & Lithographers,Not yet available
Wakefield MDC,E08000036,30/06/2014,BUSINESS,Not yet available,Not yet available,CORPORATE DOCUMENT SERVICES LTD,N/A,Not yet available,Not yet available,Not yet available,19/06/2014,22526165,17645.59,Nil,Printing & Stationery,Revenue,Business Services,CAT02,61540,Printers & Lithographers,Not yet available
Wakefield MDC,E08000036,30/06/2014,REGENCULT,Not yet available,Not yet available,LIBERTY SERVICES,N/A,Not yet available,Not yet available,Not yet available,15/05/2014,22501726,500,Nil,Printing & Stationery,Revenue,Highways,CAT07,13750,Car Parking & Garaging,Not yet available
Wakefield MDC,E08000036,30/06/2014,BUSINESS,Not yet available,Not yet available,LYRECO UK LIMITED,N/A,Not yet available,Not yet available,Not yet available,09/06/2014,22517765,610,Nil,Printing & Stationery,Revenue,Business Services,CAT02,53770,Office Stationery Supplies,Not yet available
Wakefield MDC,E08000036,30/06/2014,BUSINESS,Not yet available,Not yet available,LYRECO UK LIMITED,N/A,Not yet available,Not yet available,Not yet available,09/06/2014,22517767,610,Nil,Printing & Stationery,Revenue,Business Services,CAT02,53770,Office Stationery Supplies,Not yet available
Wakefield MDC,E08000036,30/06/2014,BUSINESS,Not yet available,Not yet available,LYRECO UK LIMITED,N/A,Not yet available,Not yet available,Not yet available,04/06/2014,22517769,564.95,Nil,Printing & Stationery,Revenue,Business Services,CAT02,53770,Office Stationery Supplies,Not yet available
Wakefield MDC,E08000036,30/06/2014,BUSINESS,Not yet available,Not yet available,LYRECO UK LIMITED,N/A,Not yet available,Not yet available,Not yet available,07/05/2014,22497296,763.9,Nil,Printing & Stationery,Revenue,Business Services,CAT02,53770,Office Stationery Supplies,Not yet available
Wakefield MDC,E08000036,30/06/2014,BUSINESS,Not yet available,Not yet available,LYRECO UK LIMITED,N/A,Not yet available,Not yet available,Not yet available,07/05/2014,22497108,610,Nil,Printing & Stationery,Revenue,Business Services,CAT02,53770,Office Stationery Supplies,Not yet available
Wakefield MDC,E08000036,30/06/2014,BUSINESS,Not yet available,Not yet available,LYRECO UK LIMITED,N/A,Not yet available,Not yet available,Not yet available,07/05/2014,22497248,610,Nil,Printing & Stationery,Revenue,Business Services,CAT02,53770,Office Stationery Supplies,Not yet available
Wakefield MDC,E08000036,30/06/2014,BUSINESS,Not yet available,Not yet available,LYRECO UK LIMITED,N/A,Not yet available,Not yet available,Not yet available,19/05/2014,22474053,513.65,Nil,Printing & Stationery,Revenue,Business Services,CAT02,53770,Office Stationery Supplies,Not yet available
Wakefield MDC,E08000036,30/06/2014,BUSINESS,Not yet available,Not yet available,PAKFLATT UK LTD,N/A,Not yet available,Not yet available,Not yet available,16/06/2014,22519434,1200,Nil,Printing & Stationery,Revenue,n/a,CATNA,49350,Manufacturers? Agents,Not yet available
Wakefield MDC,E08000036,30/06/2014,BUSINESS,Not yet available,Not yet available,SCI PRINT LIMITED,N/A,Not yet available,Not yet available,Not yet available,17/06/2014,22519951,11256.23,Nil,Printing & Stationery,Revenue,Business Services,CAT02,61540,Printers & Lithographers,Not yet available
Wakefield MDC,E08000036,30/06/2014,BUSINESS,Not yet available,Not yet available,SCI PRINT LIMITED,N/A,Not yet available,Not yet available,Not yet available,16/06/2014,22519386,14525.6,Nil,Printing & Stationery,Revenue,Business Services,CAT02,61540,Printers & Lithographers,Not yet available
Wakefield MDC,E08000036,30/06/2014,BUSINESS,Not yet available,Not yet available,SCI PRINT LIMITED,N/A,Not yet available,Not yet available,Not yet available,22/04/2014,22482705,5168.98,Nil,Printing & Stationery,Revenue,Business Services,CAT02,61540,Printers & Lithographers,Not yet available
Wakefield MDC,E08000036,30/06/2014,BUSINESS,Not yet available,Not yet available,SCI PRINT LIMITED,N/A,Not yet available,Not yet available,Not yet available,17/06/2014,22519951,11256.22,Nil,Printing & Stationery,Revenue,Business Services,CAT02,61540,Printers & Lithographers,Not yet available
Wakefield MDC,E08000036,30/06/2014,BUSINESS,Not yet available,Not yet available,SCI PRINT LIMITED,N/A,Not yet available,Not yet available,Not yet available,16/06/2014,22520812,33324.9,Nil,Printing & Stationery,Revenue,Business Services,CAT02,61540,Printers & Lithographers,Not yet available
Wakefield MDC,E08000036,30/06/2014,BUSINESS,Not yet available,Not yet available,SCI PRINT LIMITED,N/A,Not yet available,Not yet available,Not yet available,16/06/2014,22520813,3645.6,Nil,Printing & Stationery,Revenue,Business Services,CAT02,61540,Printers & Lithographers,Not yet available
Wakefield MDC,E08000036,30/06/2014,CHILDYOU,Not yet available,Not yet available,SUPPLIES TEAM,N/A,Not yet available,Not yet available,Not yet available,09/05/2014,22498178,731.38,Nil,Printing & Stationery,Revenue,ICT,CAT11,20623,Computer Consumables & Stationery,Not yet available
Wakefield MDC,E08000036,30/06/2014,BUSINESS,Not yet available,Not yet available,THE NATIONAL LEAFLET CO LTD,N/A,Not yet available,Not yet available,Not yet available,13/06/2014,22500594,4022.59,Nil,Printing & Stationery,Revenue,Business Services,CAT02,18610,Circular Distribution Services,Not yet available
Wakefield MDC,E08000036,30/06/2014,CHILDYOU,Not yet available,Not yet available,YORKSHIRE PURCHASING,N/A,Not yet available,Not yet available,Not yet available,20/06/2014,22526591,513.06,Nil,Printing & Stationery,Revenue,YPO,CAT12,62710,Purchasing Services,Not yet available
Wakefield MDC,E08000036,30/06/2014,BUSINESS,Not yet available,Not yet available,YORKSHIRE PURCHASING,N/A,Not yet available,Not yet available,Not yet available,14/04/2014,22479339,509.68,Nil,Printing & Stationery,Revenue,YPO,CAT12,62710,Purchasing Services,Not yet available
Wakefield MDC,E08000036,30/06/2014,BUSINESS,Not yet available,Not yet available,YORKSHIRE PURCHASING,N/A,Not yet available,Not yet available,Not yet available,20/06/2014,22526607,515.29,Nil,Printing & Stationery,Revenue,YPO,CAT12,62710,Purchasing Services,Not yet available
Wakefield MDC,E08000036,30/06/2014,CHILDYOU,Not yet available,Not yet available,GATENBYSANDERSON LIMITED,N/A,Not yet available,Not yet available,Not yet available,26/06/2014,22536087,1670,Nil,Professional Fees,Revenue,Business Services,CAT02,31230,Employment & Recruitment Agencies,Not yet available
Wakefield MDC,E08000036,30/06/2014,BUSINESS,Not yet available,Not yet available,PETER KITE ASSOCIATES,N/A,Not yet available,Not yet available,Not yet available,23/06/2014,22526760,3364.3,Nil,Professional Fees,Revenue,Highways,CAT07,18632,Civil Engineers,Not yet available
Wakefield MDC,E08000036,30/06/2014,BUSINESS,Not yet available,Not yet available,JACOBS UK LTD,N/A,Not yet available,Not yet available,Not yet available,13/05/2014,22498075,11385,Nil,Professional Fees (External),Capital,Professional Services,CAT08,31590,Engineers - Consulting,Not yet available
Wakefield MDC,E08000036,30/06/2014,BUSINESS,Not yet available,Not yet available,KBI INSTALLATIONS LTD,N/A,Not yet available,Not yet available,Not yet available,10/06/2014,22501369,1164,Nil,Professional Fees (External),Capital,Highways,CAT07,2,Flood Control,Not yet available
Wakefield MDC,E08000036,30/06/2014,BUSINESS,Not yet available,Not yet available,NPS NORTH EAST LTD,N/A,Not yet available,Not yet available,Not yet available,27/05/2014,22506382,3000,Nil,Professional Fees (External),Capital,Property & Asset Management,CAT01,4422,Architectural Services,Not yet available
Wakefield MDC,E08000036,30/06/2014,BUSINESS,Not yet available,Not yet available,NPS NORTH EAST LTD,N/A,Not yet available,Not yet available,Not yet available,16/05/2014,22502497,1422.49,Nil,Professional Fees (External),Capital,Property & Asset Management,CAT01,4422,Architectural Services,Not yet available
Wakefield MDC,E08000036,30/06/2014,BUSINESS,Not yet available,Not yet available,NPS NORTH EAST LTD,N/A,Not yet available,Not yet available,Not yet available,16/05/2014,22502497,2069.08,Nil,Professional Fees (External),Capital,Property & Asset Management,CAT01,4422,Architectural Services,Not yet available
Wakefield MDC,E08000036,30/06/2014,BUSINESS,Not yet available,Not yet available,NPS NORTH EAST LTD,N/A,Not yet available,Not yet available,Not yet available,16/05/2014,22502497,509.22,Nil,Professional Fees (External),Capital,Property & Asset Management,CAT01,4422,Architectural Services,Not yet available
Wakefield MDC,E08000036,30/06/2014,BUSINESS,Not yet available,Not yet available,NPS NORTH EAST LTD,N/A,Not yet available,Not yet available,Not yet available,16/05/2014,22502497,2804.4,Nil,Professional Fees (External),Capital,Property & Asset Management,CAT01,4422,Architectural Services,Not yet available
Wakefield MDC,E08000036,30/06/2014,BUSINESS,Not yet available,Not yet available,NPS NORTH EAST LTD,N/A,Not yet available,Not yet available,Not yet available,21/05/2014,22503689,550,Nil,Professional Fees (External),Capital,Property & Asset Management,CAT01,4422,Architectural Services,Not yet available
Wakefield MDC,E08000036,30/06/2014,BUSINESS,Not yet available,Not yet available,NPS NORTH EAST LTD,N/A,Not yet available,Not yet available,Not yet available,16/05/2014,22502497,5140.06,Nil,Professional Fees (External),Capital,Property & Asset Management,CAT01,4422,Architectural Services,Not yet available
Wakefield MDC,E08000036,30/06/2014,BUSINESS,Not yet available,Not yet available,NPS NORTH EAST LTD,N/A,Not yet available,Not yet available,Not yet available,16/05/2014,22502497,1857.92,Nil,Professional Fees (External),Capital,Property & Asset Management,CAT01,4422,Architectural Services,Not yet available
Wakefield MDC,E08000036,30/06/2014,BUSINESS,Not yet available,Not yet available,NPS NORTH EAST LTD,N/A,Not yet available,Not yet available,Not yet available,10/06/2014,22519877,1600,Nil,Professional Fees (External),Capital,Property & Asset Management,CAT01,4422,Architectural Services,Not yet available
Wakefield MDC,E08000036,30/06/2014,BUSINESS,Not yet available,Not yet available,NPS NORTH EAST LTD,N/A,Not yet available,Not yet available,Not yet available,10/06/2014,22519973,560,Nil,Professional Fees (External),Capital,Property & Asset Management,CAT01,4422,Architectural Services,Not yet available
Wakefield MDC,E08000036,30/06/2014,BUSINESS,Not yet available,Not yet available,NPS NORTH EAST LTD,N/A,Not yet available,Not yet available,Not yet available,16/05/2014,22502497,2706,Nil,Professional Fees (External),Capital,Property & Asset Management,CAT01,4422,Architectural Services,Not yet available
Wakefield MDC,E08000036,30/06/2014,BUSINESS,Not yet available,Not yet available,NPS NORTH EAST LTD,N/A,Not yet available,Not yet available,Not yet available,16/05/2014,22502497,1291.72,Nil,Professional Fees (External),Capital,Property & Asset Management,CAT01,4422,Architectural Services,Not yet available
Wakefield MDC,E08000036,30/06/2014,BUSINESS,Not yet available,Not yet available,NPS NORTH EAST LTD,N/A,Not yet available,Not yet available,Not yet available,27/05/2014,22506382,3983.14,Nil,Professional Fees (External),Capital,Property & Asset Management,CAT01,4422,Architectural Services,Not yet available
Wakefield MDC,E08000036,30/06/2014,BUSINESS,Not yet available,Not yet available,NPS NORTH EAST LTD,N/A,Not yet available,Not yet available,Not yet available,27/05/2014,22506382,548.33,Nil,Professional Fees (External),Capital,Property & Asset Management,CAT01,4422,Architectural Services,Not yet available
Wakefield MDC,E08000036,30/06/2014,BUSINESS,Not yet available,Not yet available,NPS NORTH EAST LTD,N/A,Not yet available,Not yet available,Not yet available,27/05/2014,22506382,5140.05,Nil,Professional Fees (External),Capital,Property & Asset Management,CAT01,4422,Architectural Services,Not yet available
Wakefield MDC,E08000036,30/06/2014,BUSINESS,Not yet available,Not yet available,NPS NORTH EAST LTD,N/A,Not yet available,Not yet available,Not yet available,27/05/2014,22506382,2000,Nil,Professional Fees (External),Capital,Property & Asset Management,CAT01,4422,Architectural Services,Not yet available
Wakefield MDC,E08000036,30/06/2014,BUSINESS,Not yet available,Not yet available,NPS NORTH EAST LTD,N/A,Not yet available,Not yet available,Not yet available,27/05/2014,22506382,-7804.29,Nil,Professional Fees (External),Capital,Property & Asset Management,CAT01,4422,Architectural Services,Not yet available
Wakefield MDC,E08000036,30/06/2014,BUSINESS,Not yet available,Not yet available,NPS NORTH EAST LTD,N/A,Not yet available,Not yet available,Not yet available,16/05/2014,22502497,-1054.42,Nil,Professional Fees (External),Capital,Property & Asset Management,CAT01,4422,Architectural Services,Not yet available
Wakefield MDC,E08000036,30/06/2014,BUSINESS,Not yet available,Not yet available,NPS NORTH EAST LTD,N/A,Not yet available,Not yet available,Not yet available,16/05/2014,22502497,2915.61,Nil,Professional Fees (External),Capital,Property & Asset Management,CAT01,4422,Architectural Services,Not yet available
Wakefield MDC,E08000036,30/06/2014,BUSINESS,Not yet available,Not yet available,NPS NORTH EAST LTD,N/A,Not yet available,Not yet available,Not yet available,16/05/2014,22502497,23702.73,Nil,Professional Fees (External),Capital,Property & Asset Management,CAT01,4422,Architectural Services,Not yet available
Wakefield MDC,E08000036,30/06/2014,BUSINESS,Not yet available,Not yet available,NPS NORTH EAST LTD,N/A,Not yet available,Not yet available,Not yet available,16/05/2014,22502497,-13213,Nil,Professional Fees (External),Capital,Property & Asset Management,CAT01,4422,Architectural Services,Not yet available
Wakefield MDC,E08000036,30/06/2014,BUSINESS,Not yet available,Not yet available,NPS NORTH EAST LTD,N/A,Not yet available,Not yet available,Not yet available,16/05/2014,22502497,-32261,Nil,Professional Fees (External),Capital,Property & Asset Management,CAT01,4422,Architectural Services,Not yet available
Wakefield MDC,E08000036,30/06/2014,BUSINESS,Not yet available,Not yet available,NPS NORTH EAST LTD,N/A,Not yet available,Not yet available,Not yet available,16/05/2014,22502497,683.87,Nil,Professional Fees (External),Capital,Property & Asset Management,CAT01,4422,Architectural Services,Not yet available
Wakefield MDC,E08000036,30/06/2014,BUSINESS,Not yet available,Not yet available,NPS NORTH EAST LTD,N/A,Not yet available,Not yet available,Not yet available,16/05/2014,22502497,2655.44,Nil,Professional Fees (External),Capital,Property & Asset Management,CAT01,4422,Architectural Services,Not yet available
Wakefield MDC,E08000036,30/06/2014,BUSINESS,Not yet available,Not yet available,NPS NORTH EAST LTD,N/A,Not yet available,Not yet available,Not yet available,16/05/2014,22502497,5256.56,Nil,Professional Fees (External),Capital,Property & Asset Management,CAT01,4422,Architectural Services,Not yet available
Wakefield MDC,E08000036,30/06/2014,BUSINESS,Not yet available,Not yet available,NPS NORTH EAST LTD,N/A,Not yet available,Not yet available,Not yet available,16/05/2014,22502497,50320.4,Nil,Professional Fees (External),Capital,Property & Asset Management,CAT01,4422,Architectural Services,Not yet available
Wakefield MDC,E08000036,30/06/2014,BUSINESS,Not yet available,Not yet available,NPS NORTH EAST LTD,N/A,Not yet available,Not yet available,Not yet available,16/05/2014,22502497,2741.64,Nil,Professional Fees (External),Capital,Property & Asset Management,CAT01,4422,Architectural Services,Not yet available
Wakefield MDC,E08000036,30/06/2014,BUSINESS,Not yet available,Not yet available,NPS NORTH EAST LTD,N/A,Not yet available,Not yet available,Not yet available,15/04/2014,22478861,1757.25,Nil,Professional Fees (External),Capital,Property & Asset Management,CAT01,4422,Architectural Services,Not yet available
Wakefield MDC,E08000036,30/06/2014,BUSINESS,Not yet available,Not yet available,NPS NORTH EAST LTD,N/A,Not yet available,Not yet available,Not yet available,21/05/2014,22503688,1648.22,Nil,Professional Fees (External),Capital,Property & Asset Management,CAT01,4422,Architectural Services,Not yet available
Wakefield MDC,E08000036,30/06/2014,BUSINESS,Not yet available,Not yet available,NPS NORTH EAST LTD,N/A,Not yet available,Not yet available,Not yet available,27/05/2014,22506382,9621.47,Nil,Professional Fees (External),Capital,Property & Asset Management,CAT01,4422,Architectural Services,Not yet available
Wakefield MDC,E08000036,30/06/2014,BUSINESS,Not yet available,Not yet available,NPS NORTH EAST LTD,N/A,Not yet available,Not yet available,Not yet available,27/05/2014,22506382,2370.83,Nil,Professional Fees (External),Capital,Property & Asset Management,CAT01,4422,Architectural Services,Not yet available
Wakefield MDC,E08000036,30/06/2014,BUSINESS,Not yet available,Not yet available,NPS NORTH EAST LTD,N/A,Not yet available,Not yet available,Not yet available,27/05/2014,22506382,2656.8,Nil,Professional Fees (External),Capital,Property & Asset Management,CAT01,4422,Architectural Services,Not yet available
Wakefield MDC,E08000036,30/06/2014,BUSINESS,Not yet available,Not yet available,NPS NORTH EAST LTD,N/A,Not yet available,Not yet available,Not yet available,27/05/2014,22506382,2400,Nil,Professional Fees (External),Capital,Property & Asset Management,CAT01,4422,Architectural Services,Not yet available
Wakefield MDC,E08000036,30/06/2014,BUSINESS,Not yet available,Not yet available,NPS NORTH EAST LTD,N/A,Not yet available,Not yet available,Not yet available,27/05/2014,22506382,1275,Nil,Professional Fees (External),Capital,Property & Asset Management,CAT01,4422,Architectural Services,Not yet available
Wakefield MDC,E08000036,30/06/2014,BUSINESS,Not yet available,Not yet available,NPS NORTH EAST LTD,N/A,Not yet available,Not yet available,Not yet available,16/05/2014,22502497,3352.38,Nil,Professional Fees (External),Capital,Property & Asset Management,CAT01,4422,Architectural Services,Not yet available
