"Parent Department","Organisation","Unit","Reporting Senior Post","Grade","Payscale Minimum (£)","Payscale Maximum (£)","Generic Job Title","Number of Posts in FTE","Professional/Occupational Group"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","00094113","C2","29258","36333","Internal Auditor","1.00","Internal Audit"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00018628","OR5-6","30013","36929","Operational Manager","11.00","Military"
"Ministry of Defence","Ministry of Defence","Defence Infrastructure Organisation","00126455","E1","18370","22124","Estate Management","3.00","Property and asset management"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","105357","Skill Zone 2","16482","18010","Review Support Officer","46.00","Operational delivery"
"Ministry of Defence","Ministry of Defence","Army","1596792","D","23427","29092","Soft Facilities Management","1.00","Property and asset management"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1071229","OF3","47760","57200","Military","1.00","Military"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1623854","OF2","37916","45090","Capability Management & Force Generation","7.00","Military"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","00094113","C2","29258","36333","Policy Adviser","1.00","Policy"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00018628","OR7-8","33223","43252","Operational Manager","19.00","Military"
"Ministry of Defence","Ministry of Defence","Defence Infrastructure Organisation","00126455","E1","18370","22124","Knowledge Info Management","3.00","Knowledge and Information Management (KIM)"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","105357","B2","47942","59535","Review Support Officer","11.00","Operational delivery"
"Ministry of Defence","Ministry of Defence","Army","1596792","D","23427","29092","Supply Chain Management","1.00","Planning"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1071229","OF2","37916","45090","Military","1.00","Military"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1071252","OF1","24615","32703","Military","2.00","Military"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1623854","OF3","47760","57200","Capability Management & Force Generation","27.00","Military"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","106181","D","23427","29092","Executive Assistant","1.00","Operational delivery"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","00094113","C2","29258","36333","Tax Officer","2.00","Tax Professionals"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00018628","OR9","38600","46753","Operational Manager","5.00","Military"
"Ministry of Defence","Ministry of Defence","Defence Infrastructure Organisation","00126455","E1","18370","22124","Secretarial","1.00","Operational delivery"
"Ministry of Defence","Ministry of Defence","Army","1596792","D","23427","29092","Teaching","1.00","Operational delivery"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1071252","OF2","37916","45090","Military","4.00","Military"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00018631","B1","56436","72185","Project support officer","1.00","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Defence Infrastructure Organisation","00027238","B1","56436","72185","Business Management and Improvement","1.00","Operational delivery"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1623854","OF4","67032","77617","Capability Management & Force Generation","14.00","Military"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","00094113","D","23427","29092","Business Manager","2.00","Human Resources"
"Ministry of Defence","Ministry of Defence","Army","1596792","D","23427","29092","Technical [Trades]","2.00","Science and Engineering"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","110710","B1","56436","72185","Programme manager","2.00","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1071252","OF5","81310","89408","Military","2.00","Military"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00018631","B2","47942","59535","Project support officer","7.00","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Defence Infrastructure Organisation","00027238","B1","56436","72185","Estate Advice","1.00","Property and asset management"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1623854","OF5","81310","89408","Capability Management & Force Generation","1.00","Military"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","00094113","D","23427","29092","Finance Officer","4.00","Finance"
"Ministry of Defence","Ministry of Defence","Army","1596792","D","23427","29092","Training Support","1.00","Operational delivery"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","110710","B2","47942","59535","Review Support Officer","2.00","Operational delivery"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1071252","OR2","17515","28940","Military","21.00","Military"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00018631","C1","35648","44268","Project support officer","22.00","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Defence Infrastructure Organisation","00027238","B1","56436","72185","Programme Management","2.00","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1623854","OR1-3","17515","28940","Capability Management & Force Generation","3.00","Military"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","00094113","D","23427","29092","Internal Audit Support Officer","1.00","Internal Audit"
"Ministry of Defence","Ministry of Defence","Army","1596792","D","23427","29092","Transaction Processing","4.70","Finance"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","110710","D","23427","29092","HR Officer","3.00","Operational delivery"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1071252","OF3","47760","57200","Military","4.00","Military"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00018631","C2","29258","36333","Project support officer","68.00","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Defence Infrastructure Organisation","00027238","B1","56436","72185","Project Management","7.00","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1623854","OR4","26405","33182","Capability Management & Force Generation","1.00","Military"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","00094113","D","23427","29092","HR Officer","4.00","Human Resources"
"Ministry of Defence","Ministry of Defence","Army","1596792","E1","18370","22124","Administrative Support","75.00","Operational delivery"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","110710","D","23427","29092","HR support officer","3.00","Operational delivery"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1071252","OF4","67032","77617","Military","7.00","Military"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00018631","D","23427","29092","Project support officer","65.00","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Defence Infrastructure Organisation","00027238","B1","56436","72185","Project Planning & Scheduling","1.00","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1623854","OR5-6","30013","36929","Capability Management & Force Generation","2.00","Military"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","00094113","D","23427","29092","Tax Support Officer","5.00","Tax Professionals"
"Ministry of Defence","Ministry of Defence","Army","1596792","E1","18370","22124","Community Service","1.69","Operational delivery"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","110710","D","23427","29092","Programme support officer","8.00","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1071252","OR4","26405","33182","Military","29.00","Military"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00018631","E1","18370","22124","Project support officer","63.00","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Defence Infrastructure Organisation","00027238","B2","47942","59535","Building","2.00","Property and asset management"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1623854","OR7-8","33223","43252","Capability Management & Force Generation","6.00","Military"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","00094113","E1","18370","22124","Finance Support Officer","4.00","Finance"
"Ministry of Defence","Ministry of Defence","Army","1596792","E1","18370","22124","Decision Support","2.31","Finance"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","110710","D","23427","29092","Review Support Officer","19.00","Operational delivery"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1071252","OR6","30013","36929","Military","20.00","Military"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00018631","E2","15623","18815","Project support officer","5.00","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Defence Infrastructure Organisation","00027238","B2","47942","59535","Business Management and Improvement","2.00","Operational delivery"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1623854","OR9","38600","46753","Capability Management & Force Generation","1.00","Military"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","00094113","Locally Employed Civilian (LEC)","15000","77000","Locally Employed Civilians","384.00","Other"
"Ministry of Defence","Ministry of Defence","Army","1596792","E1","18370","22124","Housing Service Delivery","2.00","Property and asset management"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","110710","C1","35648","44268","Programme support officer","3.00","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1071252","OR7","33223","43252","Military","10.00","Military"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00018631","Retired Offr 1","37819","44268","Project support officer","1.00","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Defence Infrastructure Organisation","00027238","B2","47942","59535","Decision Support","2.00","Finance"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","00139151","B1","56436","72185","Legal Adviser","4.00","Law"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1623854","Skill Zone 1","15083","16482","General Hand","2.00","Other"
"Ministry of Defence","Ministry of Defence","Army","1596792","E1","18370","22124","Housing Service Delivery","1.00","Property and asset management"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","110710","C1","35648","44268","Review Support Officer","4.00","Operational delivery"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1058157","OF3","47760","57200","RAF","1.00","Military"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1071252","OR9","38600","46753","Military","2.00","Military"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00018631","Skill Zone 2","16482","18010","Storekeeper","1.00","Other"
"Ministry of Defence","Ministry of Defence","Defence Infrastructure Organisation","00027238","B2","47942","59535","Estate Advice","7.50","Property and asset management"
"Ministry of Defence","Ministry of Defence","Army","1596792","E1","18370","22124","Information Exploitation Mgt","4.00","Knowledge and Information Management (KIM)"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","110710","C2","29258","36333","Business Manager","2.00","Operational delivery"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","155095","C1","35648","44268","Administrator","2.00","Operational delivery"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1058157","OF2","37916","45090","RAF","1.00","Military"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1071252","B1","56436","72185","Medical Assessment","1.00","Medicine"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00018631","NHS Band 2","13653","16753","Medical","5.00","Medicine"
"Ministry of Defence","Ministry of Defence","Defence Infrastructure Organisation","00027238","B2","47942","59535","Estate Surveying","4.60","Property and asset management"
"Ministry of Defence","Ministry of Defence","Army","1596792","E1","18370","22124","Information Technology","1.00","Information Technology"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","110710","C2","29258","36333","HR Officer","3.00","Operational delivery"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","155095","C2","29258","36333","Administrator","1.81","Operational delivery"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1071252","Civilian Medical Practitioner","65071","77303","Gen Practice Medical","1.00","Medicine"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00018631","OF2","37916","45090","Project support officer","5.00","Military"
"Ministry of Defence","Ministry of Defence","Defence Infrastructure Organisation","00027238","B2","47942","59535","Programme Management","4.00","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1058162","B1","56436","72185","NHS -Consultants/Anaethetists","6.00","Medicine"
"Ministry of Defence","Ministry of Defence","Army","1596792","E1","18370","22124","Inventory Management","3.00","Operational delivery"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","110710","C2","29258","36333","HR support officer","2.00","Operational delivery"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","155095","D","23427","29092","Administrator","8.81","Operational delivery"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1071252","C2","29258","36333","Acoustics","2.00","Science and Engineering"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00018631","OF3","47760","57200","Project support officer","12.00","Military"
"Ministry of Defence","Ministry of Defence","Defence Infrastructure Organisation","00027238","B2","47942","59535","Project Management","30.00","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1058162","C1","35648","44268","NHS - Radiographer/Lang Therapist/Sterile Serv/Pharmacist/Nurse","5.00","Medicine"
"Ministry of Defence","Ministry of Defence","Army","1596792","E1","18370","22124","Knowledge Info Management","1.00","Knowledge and Information Management (KIM)"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","110710","C2","29258","36333","Programme support officer","8.00","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","155095","E1","18370","22124","Administrator","14.57","Operational delivery"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1071252","C2","29258","36333","Decision Support","1.00","Finance"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00018631","OF4","67032","77617","Project support officer","9.00","Military"
"Ministry of Defence","Ministry of Defence","Defence Infrastructure Organisation","00027238","B2","47942","59535","Quality Surveying","5.00","Property and asset management"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1058162","C2","29258","36333","HR Officer","1.00","Human Resources"
"Ministry of Defence","Ministry of Defence","Army","1596792","E1","18370","22124","Logistics [Trades]","1.00","Operational delivery"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","110710","C2","29258","36333","Review Support Officer","12.00","Operational delivery"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","155095","E2","15623","18815","Administrator","4.00","Operational delivery"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1071252","C2","29258","36333","Business Management and Improvement","2.00","Operational delivery"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00018631","OF5","81310","89408","Project support officer","2.00","Military"
"Ministry of Defence","Ministry of Defence","Defence Infrastructure Organisation","00027238","C1","35648","44268","Building","3.00","Property and asset management"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1058162","C2","29258","36333","Business Manager","1.00","Other"
"Ministry of Defence","Ministry of Defence","Army","1596792","E1","18370","22124","Postal & Courier","2.00","Operational delivery"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","110710","E1","18370","22124","Business Manager","2.00","Operational delivery"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","155095","Nurse Specialist (Community)","25528","34189","NHS/Retained Grade","1.00","Medicine"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1071252","C2","29258","36333","Information Technology","1.00","Information Technology"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00018631","OR5-6","30013","36929","Project support officer","1.00","Military"
"Ministry of Defence","Ministry of Defence","Defence Infrastructure Organisation","00027238","C1","35648","44268","Business Management and Improvement","1.00","Operational delivery"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1058162","C2","29258","36333","Knowledge Information Management Manager","1.00","Knowledge and Information Management (KIM)"
"Ministry of Defence","Ministry of Defence","Army","1596792","E1","18370","22124","Secretarial","3.22","Operational delivery"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","110710","E1","18370","22124","HR Officer","1.00","Operational delivery"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","155095","OF1 (RFA)","24615","32703","Capability Management & Force Generation","78.00","Military"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1071252","C2","29258","36333","Occupational Psychology","1.00","Operational delivery"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00018631","OR7-8","33223","43252","Project support officer","4.00","Military"
"Ministry of Defence","Ministry of Defence","Defence Infrastructure Organisation","00027238","C1","35648","44268","Business Risk Management","2.00","Operational delivery"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1058162","C2","29258","36333","Knowledge Information Management Manager","1.00","Knowledge and Information Management (KIM)"
"Ministry of Defence","Ministry of Defence","Army","1596792","E1","18370","22124","Service HR Service Provider","1.00","Human Resources"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","110710","E1","18370","22124","HR support officer","1.00","Operational delivery"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","155095","OF2 (RFA)","37916","45090","Capability Management & Force Generation","104.00","Military"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1071252","E1","18370","22124","Acoustics","3.00","Science and Engineering"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00018631","OR9","38600","46753","Project support officer","9.00","Military"
"Ministry of Defence","Ministry of Defence","Defence Infrastructure Organisation","00027238","C1","35648","44268","Decision Support","4.00","Finance"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1058162","C2","29258","36333","MSF - Admin Spt","2.00","Other"
"Ministry of Defence","Ministry of Defence","Army","1596792","E1","18370","22124","Site Estate","0.81","Property and asset management"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","110710","E1","18370","22124","Programme support officer","5.00","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","155095","OF3 (RFA)","47760","57200","Capability Management & Force Generation","82.00","Military"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1071252","E1","18370","22124","Administrative Support","5.00","Operational delivery"
"Ministry of Defence","Ministry of Defence","Defence Infrastructure Organisation","00027238","C1","35648","44268","Direct Military Support","3.00","Other"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1058162","C2","29258","36333","NHS - Physiotherpist/Speech& Lang Therapist","5.00","Medicine"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00022411","B1","56436","72185","Commercial Officer","4.00","Procurement"
"Ministry of Defence","Ministry of Defence","Army","1596792","E1","18370","22124","Soft Facilities Management","1.00","Property and asset management"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","110710","E1","18370","22124","Review Support Officer","3.00","Operational delivery"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","155095","OF4 (RFA)","67032","77617","Capability Management & Force Generation","59.00","Military"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1071252","E1","18370","22124","Secretarial","3.00","Operational delivery"
"Ministry of Defence","Ministry of Defence","Defence Infrastructure Organisation","00027238","C1","35648","44268","Estate Advice","4.00","Property and asset management"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1058162","C2","29258","36333","RO - Admin Spt","4.00","Other"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00022411","B2","47942","59535","Commercial Officer","18.00","Procurement"
"Ministry of Defence","Ministry of Defence","Army","1596792","E1","18370","22124","Supply Chain Management","2.00","Planning"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","110710","E2","15623","18815","Business Manager","2.00","Operational delivery"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","155095","OF5 (RFA)","81310","89408","Capability Management & Force Generation","37.00","Military"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1071252","E2","15623","18815","Administrative Support","7.00","Operational delivery"
"Ministry of Defence","Ministry of Defence","Defence Infrastructure Organisation","00027238","C1","35648","44268","Estate Planning","4.00","Property and asset management"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1058162","C2","29258","36333","SHEF","2.00","Other"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","110712","B2","47942","59535","Review Support Officer","1.00","Operational delivery"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00022411","C1","35648","44268","Commercial Officer","36.00","Procurement"
"Ministry of Defence","Ministry of Defence","Army","1596792","E1","18370","22124","Teaching","1.00","Operational delivery"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","155095","OR1-3 (RFA)","17265","28940","Capability Management & Force Generation","408.00","Military"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1071252","E2","15623","18815","Information Technology","1.00","Information Technology"
"Ministry of Defence","Ministry of Defence","Defence Infrastructure Organisation","00027238","C1","35648","44268","Estate Surveying","21.60","Property and asset management"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1058162","C2","29258","36333","Youth Community Worker","1.00","Other"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","110712","B2","47942","59535","Programme manager","1.00","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00022411","C2","29258","36333","Commercial Officer","54.00","Procurement"
"Ministry of Defence","Ministry of Defence","Army","1596792","E1","18370","22124","Technical [Trades]","5.00","Science and Engineering"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","155095","OR4 (RFA)","26405","33182","Capability Management & Force Generation","107.00","Military"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1071252","E2","15623","18815","Secretarial","1.00","Operational delivery"
"Ministry of Defence","Ministry of Defence","Defence Infrastructure Organisation","00027238","C1","35648","44268","Information Technology","2.00","Information Technology"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1058162","D","23427","29092","Business Manager","2.00","Finance"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","110712","D","23427","29092","HR Officer","23.00","Operational delivery"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00022411","D","23427","29092","Commercial Officer","31.00","Procurement"
"Ministry of Defence","Ministry of Defence","Army","1596792","E1","18370","22124","Training Support","0.94","Operational delivery"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","155095","OR5-6 (RFA)","30013","36929","Capability Management & Force Generation","116.00","Military"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1071252","C1","35648","44268","Acoustics","1.00","Science and Engineering"
"Ministry of Defence","Ministry of Defence","Defence Infrastructure Organisation","00027238","C1","35648","44268","Programme Management","4.00","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1058162","D","23427","29092","MSF - Admin Spt","2.00","Other"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","110712","D","23427","29092","HR support officer","5.00","Operational delivery"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00022411","E1","18370","22124","Commercial Officer","2.00","Procurement"
"Ministry of Defence","Ministry of Defence","Army","1596792","E1","18370","22124","Transaction Processing","7.61","Finance"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","155095","OR7-8 (RFA)","33223","43252","Capability Management & Force Generation","75.00","Military"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1071252","C1","35648","44268","Technical [Trades]","1.00","Science and Engineering"
"Ministry of Defence","Ministry of Defence","Defence Infrastructure Organisation","00027238","C1","35648","44268","Project Management","114.20","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1058162","D","23427","29092","Pharmacist","3.00","Medicine"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","110712","D","23427","29092","Programme support officer","3.00","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1128229","B1","56436","72185","Assistant Head","1.00","Policy"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00022483","B1","56436","72185","Project support officer","4.00","Procurement"
"Ministry of Defence","Ministry of Defence","Army","1596792","E2","15623","18815","Administrative Support","40.26","Operational delivery"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1071252","C1","35648","44268","Occupational Psychology","1.00","Operational delivery"
"Ministry of Defence","Ministry of Defence","Defence Infrastructure Organisation","00027238","C1","35648","44268","Quality Surveying","26.00","Property and asset management"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1058162","D","23427","29092","RO - Admin Spt","2.00","Other"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","110712","D","23427","29092","Review Support Officer","10.00","Operational delivery"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1128229","B2","47942","59535","Office Manager","2.00","Policy"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00022483","B2","47942","59535","Project support officer","12.00","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Army","1596792","E2","15623","18815","Customer Services","1.00","Operational delivery"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1071252","D","23427","29092","Acoustics","3.00","Science and Engineering"
"Ministry of Defence","Ministry of Defence","Defence Infrastructure Organisation","00027238","C1","35648","44268","Safety,Health,Environment&Fire","1.00","Operational delivery"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1058162","D","23427","29092","Youth Community Worker","4.00","Other"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","110712","C1","35648","44268","HR Officer","4.00","Operational delivery"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1128229","C1","35648","44268","Administrator","16.81","Policy"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00022483","C1","35648","44268","Project support officer","49.00","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Army","1596792","E2","15623","18815","Postal & Courier","4.00","Operational delivery"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1071252","D","23427","29092","Engineering & Technical Support","1.00","Science and Engineering"
"Ministry of Defence","Ministry of Defence","Defence Infrastructure Organisation","00027238","C1","35648","44268","Secretariat & Private Office","2.00","Operational delivery"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1058162","E1","18370","22124","Office Manager","1.00","Other"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","110712","C1","35648","44268","Programme support officer","5.00","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1128229","C2","29258","36333","Administrator","9.00","Policy"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00022483","C2","29258","36333","Project support officer","73.00","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Army","1596792","E2","15623","18815","Project Management","1.00","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1071252","Medical Offr","56436","69409","Gen Practice Medical","1.00","Medicine"
"Ministry of Defence","Ministry of Defence","Defence Infrastructure Organisation","00027238","C1","35648","44268","Town & Country Planning","1.00","Planning"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1058162","E1","18370","22124","Web Manager","1.00","Information Technology"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","110712","C1","35648","44268","Review Support Officer","2.00","Operational delivery"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1128229","D","23427","29092","Administrator","10.86","Policy"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00022483","D","23427","29092","Project support officer","35.00","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Army","1596792","E2","15623","18815","Secretarial","3.54","Operational delivery"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1071252","Consultant (Med) 2003 Pre-Oct","71152","100446","Gen Practice Medical","1.00","Medicine"
"Ministry of Defence","Ministry of Defence","Defence Infrastructure Organisation","00027238","C2","29258","36333","Administrative Support","1.00","Operational delivery"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1058162","Locally Employed Civilian (LEC)","15000","77000","Locally Employed Civilians","623.00","Other"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","110712","C2","29258","36333","HR Officer","6.00","Operational delivery"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1128229","E1","18370","22124","Administrative Support","9.97","Policy"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00022483","E1","18370","22124","Project support officer","11.00","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Army","1596792","E2","15623","18815","Security Support","1.00","Operational delivery"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1071252","Snr Medical Offr","73636","83714","Gen Practice Medical","1.00","Medicine"
