Organisation Name (A),Department (B),Service Cat Label ©,Purpose of Spend (D),Expenditure CIPFA Sub Group €,Supplier (F),Supplier Reference (G),Pay Date (H),Transaction Number (I),Net Amount (J),Grant to VCSE? (K),Charity Number (L),Card Transaction (M),Irrecoverable VAT (N)
Pendle Borough Council,Operational Services,Transport Related Expense,Tprt : Repairs : General,3105,GO PLANT LIMITED,A0045105, 12/01/2017,OPS0276745,28.1,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,Tprt : Repairs : General,3105,GO PLANT LIMITED,A0045105, 12/01/2017,OPS0276738,503,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,Tprt : Repairs : General,3105,GO PLANT LIMITED,A0045105, 12/01/2017,OPS0276739,199.4,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,Tprt : Repairs : General,3105,GO PLANT LIMITED,A0045105, 12/01/2017,OPS0276741,79.5,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,Tprt : Repairs : General,3105,GO PLANT LIMITED,A0045105, 12/01/2017,OPS0276736,23.13,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Transport Related Expense,Tprt : Repairs : General,3105,GO PLANT LIMITED,A0045105, 12/01/2017,PCO0276765,600,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,Tprt : Annual Hire Charge,3601,GO PLANT LIMITED,A0045105, 12/01/2017,OPS0276742,100,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,Tprt : Annual Hire Charge,3601,GO PLANT LIMITED,A0045105, 12/01/2017,OPS0276730,350,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,Tprt : Annual Hire Charge,3601,GO PLANT LIMITED,A0045105, 12/01/2017,OPS0276731,350,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,Tprt : Annual Hire Charge,3601,GO PLANT LIMITED,A0045105, 12/01/2017,OPS0276732,350,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,Tprt : Annual Hire Charge,3601,GO PLANT LIMITED,A0045105, 12/01/2017,OPS0276735,560,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,Tprt : Annual Hire Charge,3601,GO PLANT LIMITED,A0045105, 12/01/2017,OPS0276732,850,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,Tprt : Annual Hire Charge,3601,GO PLANT LIMITED,A0045105, 12/01/2017,OPS0276730,875,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,Tprt : Annual Hire Charge,3601,GO PLANT LIMITED,A0045105, 12/01/2017,OPS0276731,875,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,Tprt : Annual Hire Charge,3601,GO PLANT LIMITED,A0045105, 12/01/2017,OPS0276735,900,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Transport Related Expense,Tprt : Annual Hire Charge,3601,GO PLANT LIMITED,A0045105, 05/01/2017,PCO0276539,600,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Transport Related Expense,Tprt : Annual Hire Charge,3601,GO PLANT LIMITED,A0045105, 19/01/2017,PCO0276895,1200,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,Tprt : Annual Hire Charge,3601,GO PLANT LIMITED,A0045105, 26/01/2017,OPS0276982,66014.79,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,Tprt : Annual Hire Charge,3601,GO PLANT LIMITED,A0045105, 26/01/2017,OPS0276983,66014.79,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,Bldgs : R & M : Day To Day,2001,PLUSNET TECHNOLOGIES LIMITED,A0045646, 04/01/2017,AAS0276928,15,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,Bldgs : R & M : Day To Day,2001,PLUSNET TECHNOLOGIES LIMITED,A0045646, 31/01/2017,AAS0277170,15,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Seminars etc All Costs,4601,JADU LIMITED,A0045909, 19/01/2017,DAL0276917,3525,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Indirect Employee Expenses,Recruitment,1221,BARCLAYCARD COMMERCIAL,A0045954, 23/01/2017,AAS0276976,290,N,N/A,Y,N/A
Pendle Borough Council,Financial Services,Supplies and Services,EFM : Other Equipment,4003,BARCLAYCARD COMMERCIAL,A0045954, 23/01/2017,AAS0276975,15,N,N/A,Y,N/A
Pendle Borough Council,Financial Services,Supplies and Services,EFM : Other Equipment,4003,BARCLAYCARD COMMERCIAL,A0045954, 23/01/2017,AAS0276975,23.29,N,N/A,Y,N/A
Pendle Borough Council,Financial Services,Supplies and Services,EFM : Other Equipment,4003,BARCLAYCARD COMMERCIAL,A0045954, 23/01/2017,AAS0276975,192.57,N,N/A,Y,N/A
Pendle Borough Council,Financial Services,Supplies and Services,Computer Charges,4509,BARCLAYCARD COMMERCIAL,A0045954, 23/01/2017,AAS0276801,17.9,N,N/A,Y,N/A
Pendle Borough Council,Financial Services,Supplies and Services,Computer Charges,4509,BARCLAYCARD COMMERCIAL,A0045954, 23/01/2017,AAS0276801,19.03,N,N/A,Y,N/A
Pendle Borough Council,Financial Services,Supplies and Services,Computer Charges,4509,BARCLAYCARD COMMERCIAL,A0045954, 23/01/2017,AAS0276801,19.57,N,N/A,Y,N/A
Pendle Borough Council,Financial Services,Supplies and Services,Computer Charges,4509,BARCLAYCARD COMMERCIAL,A0045954, 23/01/2017,AAS0276801,19.57,N,N/A,Y,N/A
Pendle Borough Council,Financial Services,Supplies and Services,Computer Charges,4509,BARCLAYCARD COMMERCIAL,A0045954, 23/01/2017,AAS0276801,19.57,N,N/A,Y,N/A
Pendle Borough Council,Financial Services,Supplies and Services,Computer Charges,4509,BARCLAYCARD COMMERCIAL,A0045954, 23/01/2017,AAS0276801,19.57,N,N/A,Y,N/A
Pendle Borough Council,Financial Services,Supplies and Services,Computer Charges,4509,BARCLAYCARD COMMERCIAL,A0045954, 23/01/2017,AAS0276801,19.57,N,N/A,Y,N/A
Pendle Borough Council,Financial Services,Supplies and Services,Computer Charges,4509,BARCLAYCARD COMMERCIAL,A0045954, 23/01/2017,AAS0276801,19.57,N,N/A,Y,N/A
Pendle Borough Council,Financial Services,Supplies and Services,Computer Charges,4509,BARCLAYCARD COMMERCIAL,A0045954, 23/01/2017,AAS0276801,19.57,N,N/A,Y,N/A
Pendle Borough Council,Financial Services,Supplies and Services,Computer Charges,4509,BARCLAYCARD COMMERCIAL,A0045954, 23/01/2017,AAS0276801,19.57,N,N/A,Y,N/A
Pendle Borough Council,Financial Services,Supplies and Services,Computer Charges,4509,BARCLAYCARD COMMERCIAL,A0045954, 23/01/2017,AAS0276801,19.57,N,N/A,Y,N/A
Pendle Borough Council,Financial Services,Supplies and Services,Computer Charges,4509,BARCLAYCARD COMMERCIAL,A0045954, 23/01/2017,AAS0276801,19.57,N,N/A,Y,N/A
Pendle Borough Council,Financial Services,Supplies and Services,Computer Charges,4509,BARCLAYCARD COMMERCIAL,A0045954, 23/01/2017,AAS0276801,19.57,N,N/A,Y,N/A
Pendle Borough Council,Financial Services,Supplies and Services,Computer Charges,4509,BARCLAYCARD COMMERCIAL,A0045954, 23/01/2017,AAS0276801,19.57,N,N/A,Y,N/A
Pendle Borough Council,Financial Services,Supplies and Services,Computer Charges,4509,BARCLAYCARD COMMERCIAL,A0045954, 23/01/2017,AAS0276801,19.57,N,N/A,Y,N/A
Pendle Borough Council,Financial Services,Supplies and Services,Computer Charges,4509,BARCLAYCARD COMMERCIAL,A0045954, 23/01/2017,AAS0276801,19.57,N,N/A,Y,N/A
Pendle Borough Council,Financial Services,Supplies and Services,Computer Charges,4509,BARCLAYCARD COMMERCIAL,A0045954, 23/01/2017,AAS0276801,19.57,N,N/A,Y,N/A
Pendle Borough Council,Financial Services,Supplies and Services,Computer Charges,4509,BARCLAYCARD COMMERCIAL,A0045954, 23/01/2017,AAS0276801,19.57,N,N/A,Y,N/A
Pendle Borough Council,Financial Services,Supplies and Services,Computer Charges,4509,BARCLAYCARD COMMERCIAL,A0045954, 23/01/2017,AAS0276801,19.99,N,N/A,Y,N/A
Pendle Borough Council,Financial Services,Supplies and Services,Computer Charges,4509,BARCLAYCARD COMMERCIAL,A0045954, 23/01/2017,AAS0276801,13.74,N,N/A,Y,N/A
Pendle Borough Council,Financial Services,Supplies and Services,Seminars etc All Costs,4601,BARCLAYCARD COMMERCIAL,A0045954, 23/01/2017,AAS0276801,14.9,N,N/A,Y,N/A
Pendle Borough Council,Financial Services,Supplies and Services,Seminars etc All Costs,4601,BARCLAYCARD COMMERCIAL,A0045954, 23/01/2017,AAS0276976,48.81,N,N/A,Y,N/A
Pendle Borough Council,Financial Services,Supplies and Services,Seminars etc All Costs,4601,BARCLAYCARD COMMERCIAL,A0045954, 23/01/2017,AAS0276975,2.08,N,N/A,Y,N/A
Pendle Borough Council,Financial Services,Supplies and Services,Seminars etc All Costs,4601,BARCLAYCARD COMMERCIAL,A0045954, 23/01/2017,AAS0276975,3,N,N/A,Y,N/A
Pendle Borough Council,Financial Services,Supplies and Services,Seminars etc All Costs,4601,BARCLAYCARD COMMERCIAL,A0045954, 23/01/2017,AAS0276975,9.6,N,N/A,Y,N/A
Pendle Borough Council,Financial Services,Supplies and Services,Other Expenses,4705,BARCLAYCARD COMMERCIAL,A0045954, 23/01/2017,AAS0276801,732.21,N,N/A,Y,N/A
Pendle Borough Council,Financial Services,Supplies and Services,Other Expenses,4705,BARCLAYCARD COMMERCIAL,A0045954, 23/01/2017,AAS0276976,3.95,N,N/A,Y,N/A
Pendle Borough Council,Financial Services,Supplies and Services,Other Expenses,4705,BARCLAYCARD COMMERCIAL,A0045954, 23/01/2017,AAS0276976,29.95,N,N/A,Y,N/A
Pendle Borough Council,Financial Services,Transfer Payments,Accommodation ,6103,BARCLAYCARD COMMERCIAL,A0045954, 23/01/2017,AAS0276975,56.67,N,N/A,Y,N/A
Pendle Borough Council,Financial Services,Transfer Payments,Accommodation ,6103,BARCLAYCARD COMMERCIAL,A0045954, 23/01/2017,AAS0276975,56.67,N,N/A,Y,N/A
Pendle Borough Council,Financial Services,Transfer Payments,Accommodation ,6103,BARCLAYCARD COMMERCIAL,A0045954, 23/01/2017,AAS0276975,240,N,N/A,Y,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,Grounds : R & M : Day to Day : Routine,2101,ISAAC BUTTERWORTH LTD,A0048337, 19/01/2017,HED0276817,100,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Capital Costs,Capital : Payments,CD14,ISAAC BUTTERWORTH LTD,A0048337, 19/01/2017,HED0276817,1160,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Supplies and Services,EFM : Other Equipment,4003,VIP SYSTEM LIMITED,A0050529, 05/01/2017,HED0276549,103.88,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Supplies and Services,EFM : Other Equipment,4003,VIP SYSTEM LIMITED,A0050529, 05/01/2017,HED0276549,103.89,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Transport Related Expense,Tprt : Repairs : General,3105,CAMPEY TURF CARE SYSTEMS,A0050717, 26/01/2017,PCO0276967,7.89,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Transport Related Expense,Tprt : Repairs : General,3105,CAMPEY TURF CARE SYSTEMS,A0050717, 26/01/2017,PCO0276967,9,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Transport Related Expense,Tprt : Repairs : General,3105,CAMPEY TURF CARE SYSTEMS,A0050717, 26/01/2017,PCO0276967,13.56,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Transport Related Expense,Tprt : Repairs : General,3105,CAMPEY TURF CARE SYSTEMS,A0050717, 26/01/2017,PCO0276967,14.53,N,N/A,N,N/A
Pendle Borough Council,Housing Regeneration Services,Supplies and Services,Other Expenses,4705,PETER LALLY & ASSOCIATES,A0050718, 26/01/2017,HMR0276955,1500,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Supplies and Services,Subscriptions & Donations,4706,NATIONAL ASSOC OF MEMORIAL MASONS,A0050779, 05/01/2017,PCO0276546,205,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,Tprt : Repairs : General,3105,MONTGOMERY SIGNS LIMITED,A0051335, 12/01/2017,OPS0276621,55,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,Tprt : Repairs : General,3105,MONTGOMERY SIGNS LIMITED,A0051335, 12/01/2017,OPS0276621,55,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,Tprt : Repairs : General,3105,MONTGOMERY SIGNS LIMITED,A0051335, 12/01/2017,OPS0276620,55,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,Premises Insurance,2801,JLT SPECIALITY LTD,A0051508, 05/01/2017,AAS0276592,1060.29,N,N/A,N,N/A
Pendle Borough Council,Human Resources,Indirect Employee Expenses,Recruitment,1221,LIBERATA UK LTD,A0051618, 19/01/2017,PER0276859,285,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Indirect Employee Expenses,Pensions Increase Act Payments,1234,LIBERATA UK LTD,A0051618, 05/01/2017,AAS0276591,9608.33,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,Rents,2301,LIBERATA UK LTD,A0051618, 12/01/2017,AAS0276726,1748.48,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Agency Costs,Liberata,5301,LIBERATA UK LTD,A0051618, 05/01/2017,AAS0276591,1175.68,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Agency Costs,Liberata,5301,LIBERATA UK LTD,A0051618, 12/01/2017,AAS0276734,10672.5,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Agency Costs,Liberata,5301,LIBERATA UK LTD,A0051618, 12/01/2017,AAS0276734,33600.81,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Agency Costs,Liberata,5301,LIBERATA UK LTD,A0051618, 12/01/2017,AAS0276734,25091.93,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Agency Costs,Liberata,5301,LIBERATA UK LTD,A0051618, 12/01/2017,AAS0276734,88420.32,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Agency Costs,Liberata,5301,LIBERATA UK LTD,A0051618, 12/01/2017,AAS0276734,51798.8,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Agency Costs,Liberata,5301,LIBERATA UK LTD,A0051618, 26/01/2017,AAS0277017,1433.23,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Agency Costs,Liberata,5301,LIBERATA UK LTD,A0051618, 26/01/2017,AAS0277016,2192.72,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Agency Costs,Liberata,5301,LIBERATA UK LTD,A0051618, 12/01/2017,AAS0276734,84447.27,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Agency Costs,Liberata,5301,LIBERATA UK LTD,A0051618, 12/01/2017,AAS0276734,122220.71,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Capital Financing Costs,Lease costs:Computer (Orchard),8204,LIBERATA UK LTD,A0051618, 05/01/2017,AAS0276591,6051.81,N,N/A,N,N/A
Pendle Borough Council,Financial Services,,Other Income : Non-VATable,9303,LIBERATA UK LTD,A0051618, 19/01/2017,AAS0276873,1743,N,N/A,N,N/A
Pendle Borough Council,Financial Services,,Other Income : Non-VATable,9303,LIBERATA UK LTD,A0051618, 05/01/2017,AAS0276590,2244,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Capital Costs,Capital : Salaries,CD13,LIBERATA UK LTD,A0051618, 05/01/2017,AAS0276589,600,N,N/A,N,N/A
Pendle Borough Council,Housing Regeneration Services,Capital Costs,Ren Grant : 1996 Act,CH22,BLUEBELL NORTH WEST LIMITED,A0051694, 26/01/2017,HMR0276956,2082,N,N/A,N,347
Pendle Borough Council,Property Services,Premises Related Expense,Electricity,2203,SOUTHERN ELECTRIC,A0051726, 12/01/2017,EST0276760,131.88,N,N/A,N,N/A
Pendle Borough Council,Human Resources,Supplies and Services,Other Expenses,4705,FIDELITI LIMITED,A0052058, 12/01/2017,PER0276784,70.45,N,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,Bldgs : R & M : Day To Day,2001,ALERT FIRE AND SECURITY LIMITED,A0052065, 19/01/2017,EST0276847,40,N,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,Bldgs : R & M : Day To Day,2001,ALERT FIRE AND SECURITY LIMITED,A0052065, 19/01/2017,EST0276843,75,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Mobile Phones,4508,O2 (UK) LIMITED,A0053660, 19/01/2017,DAL0276911,10,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Mobile Phones,4508,O2 (UK) LIMITED,A0053660, 19/01/2017,DAL0276911,19.85,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Mobile Phones,4508,O2 (UK) LIMITED,A0053660, 19/01/2017,DAL0276911,24.7,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Mobile Phones,4508,O2 (UK) LIMITED,A0053660, 19/01/2017,DAL0276911,13.5,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Mobile Phones,4508,O2 (UK) LIMITED,A0053660, 19/01/2017,DAL0276911,9.26,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Mobile Phones,4508,O2 (UK) LIMITED,A0053660, 19/01/2017,DAL0276911,11.5,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Mobile Phones,4508,O2 (UK) LIMITED,A0053660, 19/01/2017,DAL0276911,11.5,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Mobile Phones,4508,O2 (UK) LIMITED,A0053660, 19/01/2017,DAL0276911,15.23,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Mobile Phones,4508,O2 (UK) LIMITED,A0053660, 19/01/2017,DAL0276911,10.37,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Mobile Phones,4508,O2 (UK) LIMITED,A0053660, 19/01/2017,DAL0276911,-4.73,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Mobile Phones,4508,O2 (UK) LIMITED,A0053660, 19/01/2017,DAL0276911,9.2,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Mobile Phones,4508,O2 (UK) LIMITED,A0053660, 19/01/2017,DAL0276911,9,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Mobile Phones,4508,O2 (UK) LIMITED,A0053660, 19/01/2017,DAL0276911,9,N,N/A,N,N/A
Pendle Borough Council,Housing Regeneration Services,Capital Costs,Capital : Payments,CD14,NPOWER,A0054545, 12/01/2017,HMR0276627,6.03,N,N/A,N,N/A
Pendle Borough Council,Housing Regeneration Services,Capital Costs,Capital : Payments,CD14,NPOWER,A0054545, 12/01/2017,HMR0276628,7.96,N,N/A,N,N/A
Pendle Borough Council,Housing Regeneration Services,Capital Costs,Capital : Payments,CD14,NPOWER,A0054545, 19/01/2017,HMR0276860,10.9,N,N/A,N,N/A
Pendle Borough Council,Housing Regeneration Services,Capital Costs,Capital : Payments,CD14,NPOWER,A0054545, 19/01/2017,HMR0276861,26.41,N,N/A,N,N/A
Pendle Borough Council,Housing Regeneration Services,Capital Costs,Capital : Payments,CD14,NPOWER,A0054545, 19/01/2017,HMR0276862,27.6,N,N/A,N,N/A
Pendle Borough Council,Housing Regeneration Services,Capital Costs,Capital : Payments,CD14,NPOWER,A0054545, 12/01/2017,HMR0276630,28.29,N,N/A,N,N/A
Pendle Borough Council,Housing Regeneration Services,Capital Costs,Capital : Payments,CD14,NPOWER,A0054545, 12/01/2017,HMR0276631,48.51,N,N/A,N,N/A
Pendle Borough Council,Housing Regeneration Services,Capital Costs,Capital : Payments,CD14,NPOWER,A0054545, 19/01/2017,HMR0276863,59.62,N,N/A,N,N/A
Pendle Borough Council,Housing Regeneration Services,Capital Costs,Capital : Payments,CD14,NPOWER,A0054545, 19/01/2017,HMR0276865,81.5,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Indirect Employee Expenses,Emp : Medical Expenses,1236,BEN SHAW TRAINING LIMITED,A0055722, 05/01/2017,PCO0276538,55,N,N/A,N,N/A
Pendle Borough Council,Housing Regeneration Services,Supplies and Services,Other Expenses,4705,RIGBY`S EXECUTIVE COACHES LTD,A0055923, 12/01/2017,HMR0276720,150,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,Bldgs : R & M : Day To Day,2001,A BINNS & CO,A0057121, 19/01/2017,HED0276812,130,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Supplies and Services,Telephones : Direct,4502,SECURITY MONITORING CENTRES LTD,A0059068, 12/01/2017,OPS0276670,121.67,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Premises Related Expense,Water & Sewerage,2501,UNITED UTILITIES,A0059246, 26/01/2017,OPS0276945,158.06,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Premises Related Expense,Water & Sewerage,2501,UNITED UTILITIES,A0059246, 26/01/2017,OPS0276945,166.55,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Premises Related Expense,Water & Sewerage,2501,UNITED UTILITIES,A0059246, 26/01/2017,OPS0276945,196.81,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Premises Related Expense,Water & Sewerage,2501,UNITED UTILITIES,A0059246, 19/01/2017,OPS0276823,436.6,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Premises Related Expense,Water & Sewerage,2501,UNITED UTILITIES,A0059246, 26/01/2017,OPS0276945,227.07,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Premises Related Expense,Water & Sewerage,2501,UNITED UTILITIES,A0059246, 19/01/2017,OPS0276823,172.58,N,N/A,N,N/A
Pendle Borough Council,Housing Regeneration Services,Agency Costs,Lancashire C C,5102,NSL LIMITED,A0059256, 12/01/2017,HMR0276687,1132.63,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Adverts : Statutory Notice,4702,JOHNSTON PUBLISHING LIMITED,A0059640, 19/01/2017,DAL0276793,183.54,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Adverts : Statutory Notice,4702,JOHNSTON PUBLISHING LIMITED,A0059640, 12/01/2017,DAL0276641,235.98,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Adverts : Statutory Notice,4702,JOHNSTON PUBLISHING LIMITED,A0059640, 12/01/2017,DAL0276642,235.98,N,N/A,N,N/A
Pendle Borough Council,Directorate,Supplies and Services,Adverts : Statutory Notice,4702,JOHNSTON PUBLISHING LIMITED,A0059640, 05/01/2017,MAN0276492,262.2,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Adverts : Statutory Notice,4702,JOHNSTON PUBLISHING LIMITED,A0059640, 26/01/2017,DAL0276935,314.64,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Seminars etc All Costs,4601,MBL SEMINARS LTD,A0059765, 27/01/2017,DAL4005234,-100,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Seminars etc All Costs,4601,MBL SEMINARS LTD,A0059765, 27/01/2017,DAL0276703,100,N,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,Bldgs : R & M : Day To Day,2001,MAXIGIENE ENVIRONMENTAL SERVICES LTD,A0060911, 26/01/2017,EST0276994,100,N,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,Bldgs : R & M : Day To Day,2001,MAXIGIENE ENVIRONMENTAL SERVICES LTD,A0060911, 26/01/2017,EST0276999,367,N,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,Bldgs : R & M : Day To Day,2001,MAXIGIENE ENVIRONMENTAL SERVICES LTD,A0060911, 26/01/2017,EST0276995,480,N,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,Bldgs : R & M : Day To Day,2001,MAXIGIENE ENVIRONMENTAL SERVICES LTD,A0060911, 26/01/2017,EST0276996,15,N,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,Bldgs : R & M : Day To Day,2001,MAXIGIENE ENVIRONMENTAL SERVICES LTD,A0060911, 26/01/2017,EST0276998,25,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Supplies and Services,EFM Materials,4004,CONTAINER CARE SOLUTIONS LIMITED,A0061112, 05/01/2017,OPS0276597,24,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Supplies and Services,EFM Materials,4004,CONTAINER CARE SOLUTIONS LIMITED,A0061112, 05/01/2017,OPS0276596,350,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Supplies and Services,EFM Materials,4004,CONTAINER CARE SOLUTIONS LIMITED,A0061112, 05/01/2017,OPS0276598,480,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Supplies and Services,EFM Materials,4004,CONTAINER CARE SOLUTIONS LIMITED,A0061112, 05/01/2017,OPS0276598,1200,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Supplies and Services,EFM Materials,4004,CONTAINER CARE SOLUTIONS LIMITED,A0061112, 05/01/2017,OPS0276596,3555,N,N/A,N,N/A
Pendle Borough Council,Planning & Building Control,Supplies and Services,Other Expenses,4705,DLP PLANNING LTD,A0061134, 12/01/2017,PBC0276708,8374,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Supplies and Services,EFM : Other Equipment,4003,VALE ENGINEERING (YORK) LTD,A0061399, 12/01/2017,PCO0276764,920,N,N/A,N,N/A
Pendle Borough Council,Economic Development & Tourism,Supplies and Services,Other Expenses,4705,LIBRA TEXTILES LTD,A0062627, 12/01/2017,REG0276707,4814.15,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Tprt : Annual Hire Charge,3601,ARVAL LTD (ALLSTAR FUEL SERVICES),A0062668, 17/01/2017,AAS0276927,144.48,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Tprt : Annual Hire Charge,3601,ARVAL LTD (ALLSTAR FUEL SERVICES),A0062668, 17/01/2017,AAS0276927,144.48,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Tprt : Annual Hire Charge,3601,ARVAL LTD (ALLSTAR FUEL SERVICES),A0062668, 17/01/2017,AAS0276927,144.48,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Tprt : Annual Hire Charge,3601,ARVAL LTD (ALLSTAR FUEL SERVICES),A0062668, 17/01/2017,AAS0276927,144.48,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Tprt : Annual Hire Charge,3601,ARVAL LTD (ALLSTAR FUEL SERVICES),A0062668, 17/01/2017,AAS0276926,256.09,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Tprt : Annual Hire Charge,3601,ARVAL LTD (ALLSTAR FUEL SERVICES),A0062668, 17/01/2017,AAS0276926,252.79,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Tprt : Annual Hire Charge,3601,ARVAL LTD (ALLSTAR FUEL SERVICES),A0062668, 17/01/2017,AAS0276927,144.48,N,N/A,N,N/A
