Organisation name,Organisation Code,Effective Date,Contract Reference number / ID,Open Contracting ID,Title of the Agreement,Contract type,Directorate / service responsible,Service Category label,Service category URI,Description of goods and services,Procurement classification: Council's procurement category label,Procurement classification: CPV label,Procurement classification: CPV code,Procurement classification: Proclass label,Procurement classification: Proclass code,Contract start date,End date,Review date,Last extension date,Contract value,Fixed cost / estimated cost,Irrecoverable VAT,Supplier name,Supplier registered company number,Supplier registered charity number,Other supplier ID,SME supplier,VCSE supplier,VCSE supplier type,Nominated contact point: name,Nominated contact point: email,Nominated contact point: URL
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,08/12/2015,BAN47126,,"National Chlamydia Screening Programme, Emergency Hormone Contraception, Pregnancy Testing",,PUBLIC HEALTH,,,"National Chlamydia Screening Programme, Emergency Hormone Contraception, Pregnancy Testing",Public health - sexual health,,,,,01/04/2015,,,,4617,Estimated,,SAINSBURYS PHARMACY,,,86580,,,,Procurement Part B Team,partb@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,08/12/2015,BAN47128,,Supply of Nicotine Replacement Therapy (NRT),,PUBLIC HEALTH,,,Supply of Nicotine Replacement Therapy (NRT),Public health - smoking cessation,,,,,01/04/2015,,,,,,,SAINSBURYS PHARMACY,,,86580,,,,Procurement Part B Team,partb@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,08/12/2015,BAN47127,,Stop Smoking Service Provision,,PUBLIC HEALTH,,,Stop Smoking Service Provision,Public health - smoking cessation,,,,,01/04/2015,,,,,,,SAINSBURYS PHARMACY,,,86580,,,,Procurement Part B Team,partb@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,08/12/2015,AXN41498,,Museums display work,,GENERIC,,,Museums display work,Museums - exhibits,,,,,01/07/2013,30/06/2021,,,50000,Estimated,,SAM GOSK,,,321985,,,,Procurement Sourcing Team,PROFESSIONAL SERVICES,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,08/12/2015,AUN41500,,Museums - Professional & Specialist Demonstrations,,GENERIC,,,Museums - Professional & Specialist Demonstrations,Museums - demonstrators & educational services,,,,,01/10/2011,30/06/2021,,30/06/2021,50000,Estimated,,SAM GOSK,,,321985,,,,Procurement Sourcing Team,PROFESSIONAL SERVICES,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,08/12/2015,BAN10737,,Pre-Placement Agreement for Care Homes Providing Residential and/or Nursing Services 2008,,COMMUNITY SERVICES,,,Pre-Placement Agreement for Care Homes Providing Residential and/or Nursing Services 2008,Adult care - nursing & residential,,,,,01/04/2012,,,,,,,SANCTUARY CARE LIMITED,gb/04231521,,117182,,,,Procurement Part B Team,partb@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,08/12/2015,BAN10050,,Pre-Placement Agreement for Care Homes Providing Residential and/or Nursing Services 2008,,COMMUNITY SERVICES,,,Pre-Placement Agreement for Care Homes Providing Residential and/or Nursing Services 2008,Adult care - nursing & residential,,,,,01/04/2012,,,,,,,SANCTUARY CARE LIMITED,gb/04231521,,117182,,,,Procurement Part B Team,partb@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,08/12/2015,BAN10096,,Pre-Placement Agreement for Care Homes Providing Residential and/or Nursing Services 2008,,COMMUNITY SERVICES,,,Pre-Placement Agreement for Care Homes Providing Residential and/or Nursing Services 2008,Adult care - nursing & residential,,,,,01/04/2012,,,,,,,SANCTUARY CARE LIMITED,gb/04231521,,117182,,,,Procurement Part B Team,partb@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,08/12/2015,BAN42298L,,Pre-Placement Agreement for Care Homes Providing Residential and/or Nursing Services 2008,,COMMUNITY SERVICES,,,Pre-Placement Agreement for Care Homes Providing Residential and/or Nursing Services 2008,Adult care - nursing & residential,,,,,01/04/2012,,,,,,,SANCTUARY CARE LIMITED,gb/04231521,,117182,,,,Procurement Part B Team,partb@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,08/12/2015,BUN41596,,"CF536 Case Audit, Assessments and Planning",,CHILDREN,,,"CF536 Case Audit, Assessments and Planning","Auditors, accreditors, inspections & registrations",,,,,22/07/2013,31/03/2016,,31/03/2016,1798915,Estimated,,SANCTUARY PERSONNEL LIMITED,5972910,NULL,133961,,,,Procurement Part B Team,partb@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,08/12/2015,BPN43576,,Managed social work assessment service,,COMMUNITY SERVICES,,,Managed social work assessment service,HR - interim & temporary staff,,,,,07/04/2014,31/03/2016,,31/03/2016,350000,Estimated,,SANCTUARY PERSONNEL LIMITED,5972910,NULL,133961,,,,Procurement Part B Team,partb@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,08/12/2015,BXN42113W,,Private Voluntary Independent School Pre-school & Playgroup,,CHILDREN,,,Private Voluntary Independent School Pre-school & Playgroup,Children's services - playgroups & nurseries,,,,,,,,,,,,SANDCASTLES PRE-SCHOOL,,,711697,,,,Procurement Part B Team,partb@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,08/12/2015,AON40558C,,Vehicle Lease agreements,,RESOURCES,,,Vehicle Lease agreements,Vehicle & plant leasing,,,,,17/11/2003,30/03/2018,,30/03/2018,477958,Estimated,,SANTANDER CORPORATE BANKING,,,308737,,,,Procurement Sourcing Team,"COMMODITIES, GOODS & SERVICES",
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,08/12/2015,AXN42124D,,Legal Counsel,,RESOURCES,,,Legal Counsel,Legal - counsel,,,,,01/09/2013,01/05/2020,,01/05/2020,20000,Estimated,,SARAH POPE,,,1020832,,,,Procurement Sourcing Team,PROFESSIONAL SERVICES,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,08/12/2015,BAN10085,,Care Home and Care Homes with Nursing for Adults April 2012,,COMMUNITY SERVICES,,,Care Home and Care Homes with Nursing for Adults April 2012,Adult care - nursing & residential,,,,,01/04/2012,,,,,,,SATURN HEALTHCARE LTD,,,1114768,,,,Procurement Part B Team,partb@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,08/12/2015,BAN43297,,Spot Purchased Day Care For Adults (Bungay House),,COMMUNITY SERVICES,,,Spot Purchased Day Care For Adults (Bungay House),Adult care - day care/community support/support into work,,,,,01/01/2000,,,,,,,SATURN HEALTHCARE LTD,,,1114768,,,,Procurement Part B Team,partb@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,08/12/2015,GUN36088U,,Catering provisions,,GENERIC,,,Catering provisions,"FM - food, catering & vending services & supplies",,,,,01/04/2010,,,,,,,SAVOY CATERING SUPPLIES,,,161084,,,,Procurement Sourcing Team,"COMMODITIES, GOODS & SERVICES",
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,08/12/2015,BAN10489,,Care Home and Care Homes with Nursing for Adults April 2012,,COMMUNITY SERVICES,,,Care Home and Care Homes with Nursing for Adults April 2012,Adult care - nursing & residential,,,,,01/04/2012,,,,,,,SAXLINGHAM HALL NURSING HOME LIMITED,4447704,NULL,74433,,,,Procurement Part B Team,partb@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,08/12/2015,BXN41945AR,,SUBSCRIPTIONS TO PROFESSIONAL BODIES.,,GENERIC,,,SUBSCRIPTIONS TO PROFESSIONAL BODIES.,Subscriptions to professional bodies,,,,,01/10/2013,31/08/2020,,31/08/2020,50000,Estimated,,SCANIA (GREAT BRITAIN) LIMITED,gb/00831017,,91697,,,,Procurement Sourcing Team,PROFESSIONAL SERVICES,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,08/12/2015,BXN41862Z,,SUBSCRIPTIONS TO PROFESSIONAL BODIES.,,GENERIC,,,SUBSCRIPTIONS TO PROFESSIONAL BODIES.,Subscriptions to professional bodies,,,,,01/10/2013,31/08/2020,,31/08/2020,50000,Estimated,,SCHOOL DEVELOPMENT SUPPORT AGENCY,,,145202,,,,Procurement Sourcing Team,PROFESSIONAL SERVICES,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,08/12/2015,BXN44434V,,MEDICAL REPORTS,,GENERIC,,,MEDICAL REPORTS,Legal - medical reports,,,,,01/04/2014,31/03/2016,,,5000,Estimated,,SCHOOL LANE PMS PRACTICE,,,1145760,,,,Procurement Sourcing Team,PROFESSIONAL SERVICES,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,08/12/2015,BXN44434W,,MEDICAL REPORTS,,GENERIC,,,MEDICAL REPORTS,Legal - medical reports,,,,,01/04/2014,31/03/2016,,,5000,Estimated,,SCHOOL LANE SURGERY,,,1142771,,,,Procurement Sourcing Team,PROFESSIONAL SERVICES,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,08/12/2015,BXN41384AA,,External Training,,GENERIC,,,External Training,HR - training,,,,,30/05/2013,30/06/2020,,30/06/2020,50000,Estimated,,SCHOOL LIBRARY ASSOCIATION,,,74453,,,,Procurement Sourcing Team,PROFESSIONAL SERVICES,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,08/12/2015,BXN41945CG,,SUBSCRIPTIONS TO PROFESSIONAL BODIES.,,GENERIC,,,SUBSCRIPTIONS TO PROFESSIONAL BODIES.,Subscriptions to professional bodies,,,,,08/10/2013,31/08/2020,,31/08/2020,50000,Estimated,,SCHOOL LIBRARY ASSOCIATION,,,74453,,,,Procurement Sourcing Team,PROFESSIONAL SERVICES,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,08/12/2015,BPN46364,,Public Health - Children and Young People - Health Related Behaviour Survey,,PUBLIC HEALTH,,,Public Health - Children and Young People - Health Related Behaviour Survey,Public health - children and young people,,,,,25/03/2015,31/12/2019,,31/12/2019,75000,Estimated,,SCHOOLS HEALTH EDUCATION UNIT LTD,,,93855,,,,Procurement Part B Team,partb@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,08/12/2015,AXN42034D,,Public Analyst,,ETD,,,Public Analyst,"Laboratory, testing & calibration eqpt & services",,,,,01/10/2013,01/03/2017,,01/10/2017,50000,Estimated,,SCIANTEC ANALYTICAL SERVICES LTD,,,1178815,,,,Procurement Sourcing Team,"COMMODITIES, GOODS & SERVICES",
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,08/12/2015,BAN42110A,,Pre-Placement Agreement for Care Homes Providing Residential and/or Nursing Services 2008,,COMMUNITY SERVICES,,,Pre-Placement Agreement for Care Homes Providing Residential and/or Nursing Services 2008,Adult care - nursing & residential,,,,,01/04/2012,,,,,,,SCIMITAR CARE HOTELS PLC,,,1009767,,,,Procurement Part B Team,partb@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,08/12/2015,BAN42104C,,Pre-Placement Agreement for Care Homes Providing Residential and/or Nursing Services 2008,,COMMUNITY SERVICES,,,Pre-Placement Agreement for Care Homes Providing Residential and/or Nursing Services 2008,Adult care - nursing & residential,,,,,01/04/2012,,,,,,,SCIMITAR CARE HOTELS PLC,,,1009767,,,,Procurement Part B Team,partb@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,08/12/2015,SDN41275B,,Grass cutting,,ETD,,,Grass cutting,Highways - grass & vegetation cutting & tree works,,,,,24/04/2013,01/04/2017,,,7931,Estimated,,SCOLE PARISH COUNCIL,,,247603,,,,Procurement Sourcing Team,"COMMODITIES, GOODS & SERVICES",
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,08/12/2015,BUN42439,,Home care for children,,CHILDREN,,,Home care for children,Domiciliary care,,,,,27/08/2013,31/03/2016,,31/03/2016,90400,Estimated,,SCOPE,520866,NULL,80117,,,,Procurement Part B Team,partb@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,08/12/2015,BON42926,,CF386 Children with Disabilities Short Breaks Services - Inclusive Leisure,,CHILDREN,,,CF386 Children with Disabilities Short Breaks Services - Inclusive Leisure,Children's services - positive activities,,,,,01/04/2011,31/03/2016,,31/03/2017,1212500,Estimated,,SCOPE,520866,NULL,80117,,,,Procurement Part B Team,partb@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,08/12/2015,BXN41711,,CF0067 Shakers Lane BSE East Anglia Family Help Unit,,CHILDREN,,,CF0067 Shakers Lane BSE East Anglia Family Help Unit,Children's services - family & parenting support,,,,,01/04/2009,31/03/2016,,31/03/2016,211745,Estimated,,SCOPE,520866,NULL,80117,,,,Procurement Part B Team,partb@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,08/12/2015,BAN42298P,,Pre-Placement Agreement for Care Homes Providing Residential and/or Nursing Services 2008,,COMMUNITY SERVICES,,,Pre-Placement Agreement for Care Homes Providing Residential and/or Nursing Services 2008,Adult care - nursing & residential,,,,,01/04/2012,,,,,,,SCOPE,520866,NULL,80117,,,,Procurement Part B Team,partb@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,08/12/2015,BAN42493K,,Foster care for children and young people - pre-select list (Scope),,CHILDREN,,,Foster care for children and young people - pre-select list (Scope),Children's services - fostering,,,,,,,,,,,,SCOPE,520866,NULL,80117,,,,Procurement Part B Team,partb@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,08/12/2015,BON42252I,,Foster care for children and young people - rolling select list (Scope),,CHILDREN,,,Foster care for children and young people - rolling select list (Scope),Children's services - fostering,,,,,01/04/2012,31/03/2016,,31/03/2016,,,,SCOPE,520866,NULL,80117,,,,Procurement Part B Team,partb@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,08/12/2015,GQN40067,,Timber for fire behaviour training,,FIRE,,,Timber for fire behaviour training,Education & learning materials & equipment,,,,,01/04/2013,31/03/2016,,31/03/2016,50000,Estimated,,SCOTT PALLETS,,,638534,,,,Fire,FIRE,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,08/12/2015,BXN42113B,,Private Voluntary Independent School Pre-school & Playgroup,,CHILDREN,,,Private Voluntary Independent School Pre-school & Playgroup,Children's services - playgroups & nurseries,,,,,,,,,,,,SEA VIEW PRE-SCHOOL,,,74474,,,,Procurement Part B Team,partb@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,08/12/2015,BAN10492,,Care Home and Care Homes with Nursing for Adults April 2012,,COMMUNITY SERVICES,,,Care Home and Care Homes with Nursing for Adults April 2012,Adult care - nursing & residential,,,,,01/04/2012,,,,,,,SEAHORSES NURSING HOME,,,74479,,,,Procurement Part B Team,partb@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,08/12/2015,APN42656,,Intervention including N2GG support,,CHILDREN,,,Intervention including N2GG support,Schools - professional,,,,,01/01/2014,01/05/2016,,01/05/2016,20000,Estimated,,SEAN O'NEILL EDUCATION ADVISOR LTD,,,1251769,,,,Procurement Sourcing Team,PROFESSIONAL SERVICES,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,08/12/2015,AXN41497G,,Museums Conservation Materials,,COMMUNITY SERVICES,,,Museums Conservation Materials,Museums & libraries - conservation supplies & services,,,,,01/10/2011,30/06/2021,,30/06/2021,50000,Estimated,,SECOL LIMITED,gb/00618710,,74484,,,,Procurement Sourcing Team,PROFESSIONAL SERVICES,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,08/12/2015,BAN10047,,Pre-Placement Agreement for Care Homes Providing Residential and/or Nursing Services 2008,,COMMUNITY SERVICES,,,Pre-Placement Agreement for Care Homes Providing Residential and/or Nursing Services 2008,Adult care - nursing & residential,,,,,01/04/2012,,,,,,,SEEABILITY,,,371026,,,,Procurement Part B Team,partb@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,08/12/2015,GXN44519G,,Vehicle parts,,ETD,,,Vehicle parts,"Vehicle & plant parts, mech repairs & maintenance",,,,,01/02/2011,31/03/2016,,,50000,Estimated,,SEED BROTHERS (EAST ANGLIA) LIMITED,gb/01768267,,86636,,,,Procurement Sourcing Team,"COMMODITIES, GOODS & SERVICES",
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,08/12/2015,BAN42526,,Residential care for adults at Oak Bungalow,,COMMUNITY SERVICES,,,Residential care for adults at Oak Bungalow,Adult care - nursing & residential,,,,,01/01/2014,31/03/2017,,31/03/2017,,,,SELECT HEALTHCARE LTD T/A OAK BUNGALOW,,,1224794,,,,Procurement Part B Team,partb@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,08/12/2015,BXN43993,,Spot purchase of sensory and therapy treatment,,CHILDREN,,,Spot purchase of sensory and therapy treatment,"Children's services - assessment/witness, contact, therapy",,,,,01/04/2014,31/12/2015,,31/12/2015,190344,Estimated,,SENSI LTD,,,1160762,,,,Procurement Part B Team,partb@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,08/12/2015,BAN42181,,SenSI Ltd (out of county SEN) CF571,,CHILDREN,,,SenSI Ltd (out of county SEN) CF571,Children's services - residential homes & schools,,,,,,,,,108622,Estimated,,SENSI LTD,,,1160762,,,,Procurement Part B Team,partb@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,08/12/2015,BXN41368G,,Bladon House (SENAD Ltd) CF478 Out of County SEN,,CHILDREN,,,Bladon House (SENAD Ltd) CF478 Out of County SEN,Children's services - residential homes & schools,,,,,,,,,,,,SENAD LIMITED,gb/01176549,,86639,,,,Procurement Part B Team,partb@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,08/12/2015,BAN43218,,SUPPORT AND ENABLEMENT SERVICES FOR ADULTS (JULY 2010) SENSE EAST,,COMMUNITY SERVICES,,,SUPPORT AND ENABLEMENT SERVICES FOR ADULTS (JULY 2010) SENSE EAST,Adult care - supported living,,,,,01/07/2010,,,,,,,SENSE-CHILDREN & ADULT SERVICES,,,74507,,,,Procurement Part B Team,partb@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,08/12/2015,BAN43437,,"""Spot Purchased Day Care For Adults (Sense East(Dereham Resource Centre))""",,COMMUNITY SERVICES,,,"""Spot Purchased Day Care For Adults (Sense East(Dereham Resource Centre))""",Adult care - day care/community support/support into work,,,,,01/01/2000,,,,,,,SENSE-CHILDREN &ADULT SERVICES,,,80120,,,,Procurement Part B Team,partb@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,08/12/2015,BXN41384AD,,External Training,,GENERIC,,,External Training,HR - training,,,,,30/05/2013,30/06/2020,,30/06/2020,50000,Estimated,,SERCO LIMITED,242246,NULL,86643,,,,Procurement Sourcing Team,PROFESSIONAL SERVICES,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,08/12/2015,BAN40287,,Serenity Care East Anglia Ltd- Domiciliary Care Spot Contract,,COMMUNITY SERVICES,,,Serenity Care East Anglia Ltd- Domiciliary Care Spot Contract,Domiciliary care,,,,,,31/03/2020,,,,,,SERENITY CARE EAST ANGLIA LIMITED,7461827,NULL,714704,,,,Procurement Part B Team,partb@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,08/12/2015,BAN10496,,Pre-Placement Agreement for Care Homes Providing Residential and/or Nursing Services 2008,,COMMUNITY SERVICES,,,Pre-Placement Agreement for Care Homes Providing Residential and/or Nursing Services 2008,Adult care - nursing & residential,,,,,01/04/2012,,,,,,,ROYAL MASONIC BENEVOLENT INSTITUTION,,,371032,,,,Procurement Part B Team,partb@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,08/12/2015,BPN42938T,,Legal Counsel,,RESOURCES,,,Legal Counsel,Legal - counsel,,,,,01/09/2013,01/05/2020,,01/05/2020,20000,Estimated,,"SHARON GREY, BARRISTER",,,167992,,,,Procurement Sourcing Team,PROFESSIONAL SERVICES,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,08/12/2015,AON40230,,Legal advice in relation to Waste PFI,,ETD,,,Legal advice in relation to Waste PFI,Legal - solicitors & solicitors' agents,,,,,03/02/2005,01/01/2020,,01/01/2020,368286,Estimated,,SHARPE PRITCHARD,,,99526,,,,Procurement Sourcing Team,PROFESSIONAL SERVICES,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,08/12/2015,GAN42934,,Vehicle fuel purchase via a Shell fuel card,,GENERIC,,,Vehicle fuel purchase via a Shell fuel card,Vehicle & plant fuel,,,,,18/03/2014,31/03/2018,,31/03/2018,50000,Estimated,,SHELL UK OIL PRODUCTS LTD,,,86670,,,,Procurement Sourcing Team,"COMMODITIES, GOODS & SERVICES",
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,08/12/2015,BAN43357,,Spot Purchased Day Care For Adults (Heath End Farm (SHES)),,COMMUNITY SERVICES,,,Spot Purchased Day Care For Adults (Heath End Farm (SHES)),Adult care - day care/community support/support into work,,,,,01/01/2000,,,,,,,SHELTERED HORTICULTURAL EMPLOYMENT SCHEME LTD.,gb/02827072,,74539,,,,Procurement Part B Team,partb@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,08/12/2015,AON43703B,,"Commercial removals, terms of NCCT40574 apply",,GENERIC,,,"Commercial removals, terms of NCCT40574 apply","FM - removals, storage & records management",,,,,03/06/2014,31/03/2017,,31/03/2018,14670,Estimated,,SHEPPARDS REMOVALS & STORAGE LTD,,,86674,,,,Procurement Sourcing Team,"COMMODITIES, GOODS & SERVICES",
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,08/12/2015,BXN41392D,,Out of County Schools - Sheridan House School,,CHILDREN,,,Out of County Schools - Sheridan House School,Children's services - residential homes & schools,,,,,,,,,13928585,Estimated,,PRIORY EDUCATION SERVICES LIMITED,6244880,NULL,74544,,,,Procurement Part B Team,partb@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,08/12/2015,BAN46962,,Fitting and Management of Contraceptive Implants & Intra Uterine Devices/Intra Uterine Systems,,PUBLIC HEALTH,,,Fitting and Management of Contraceptive Implants & Intra Uterine Devices/Intra Uterine Systems,Public health - sexual health,,,,,01/04/2015,,,,,,,SHERINGHAM MEDICAL PRACTICE,,,86681,,,,Procurement Part B Team,partb@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,08/12/2015,BAN46960,,Community Records Update,,PUBLIC HEALTH,,,Community Records Update,Public health - health checks,,,,,01/04/2015,,,,,,,SHERINGHAM MEDICAL PRACTICE,,,86681,,,,Procurement Part B Team,partb@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,08/12/2015,BAN46961,,"National Chlamydia Screening Programme, Emergency Hormone Contraception, Pregnancy Testing",,PUBLIC HEALTH,,,"National Chlamydia Screening Programme, Emergency Hormone Contraception, Pregnancy Testing",Public health - sexual health,,,,,01/04/2015,,,,10156,Estimated,,SHERINGHAM MEDICAL PRACTICE,,,86681,,,,Procurement Part B Team,partb@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,08/12/2015,BAN46959,,Delivery of the NHS Health Check,,PUBLIC HEALTH,,,Delivery of the NHS Health Check,Public health - health checks,,,,,01/04/2015,,,,10422,Estimated,,SHERINGHAM MEDICAL PRACTICE,,,86681,,,,Procurement Part B Team,partb@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,08/12/2015,BAN46958,,The Identification and Invitation of the Eligible Population,,PUBLIC HEALTH,,,The Identification and Invitation of the Eligible Population,Public health - health checks,,,,,01/04/2015,,,,,,,SHERINGHAM MEDICAL PRACTICE,,,86681,,,,Procurement Part B Team,partb@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,08/12/2015,BXN44434X,,MEDICAL REPORTS,,GENERIC,,,MEDICAL REPORTS,Legal - medical reports,,,,,01/04/2014,31/03/2016,,,5000,Estimated,,SHERINGHAM MEDICAL PRACTICE,,,86681,,,,Procurement Sourcing Team,PROFESSIONAL SERVICES,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,08/12/2015,BAN43440,,Spot Purchased Day Care For Adults (Shiels Court),,COMMUNITY SERVICES,,,Spot Purchased Day Care For Adults (Shiels Court),Adult care - day care/community support/support into work,,,,,01/01/2000,,,,,,,MR M AFSAR T/A SHIELS COURT,,,140452,,,,Procurement Part B Team,partb@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,08/12/2015,BAN10498,,Care Home and Care Homes with Nursing for Adults April 2012,,COMMUNITY SERVICES,,,Care Home and Care Homes with Nursing for Adults April 2012,Adult care - nursing & residential,,,,,01/04/2012,,,,,,,MR M AFSAR T/A SHIELS COURT,,,140452,,,,Procurement Part B Team,partb@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,08/12/2015,BTN43110,,CF0379 CWD Short Breaks Contract: Group based specialist short breaks,,CHILDREN,,,CF0379 CWD Short Breaks Contract: Group based specialist short breaks,Children's services - positive activities,,,,,01/04/2011,31/03/2016,,31/03/2017,350000,Estimated,,SHINE,,,1211853,,,,Procurement Part B Team,partb@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,08/12/2015,BAN10499,,Care Home and Care Homes with Nursing for Adults April 2012,,COMMUNITY SERVICES,,,Care Home and Care Homes with Nursing for Adults April 2012,Adult care - nursing & residential,,,,,01/04/2012,,,,,,,SHIPBOURNE HOUSE LIMITED,gb/06174508,,136508,,,,Procurement Part B Team,partb@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,08/12/2015,BAN43441,,Spot Purchased Day Care For Adults (Shipbourne House),,COMMUNITY SERVICES,,,Spot Purchased Day Care For Adults (Shipbourne House),Adult care - day care/community support/support into work,,,,,01/01/2000,,,,,,,SHIPBOURNE HOUSE LIMITED,gb/06174508,,136508,,,,Procurement Part B Team,partb@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,08/12/2015,BAN47239,,Community Records Update,,PUBLIC HEALTH,,,Community Records Update,Public health - health checks,,,,,01/04/2015,,,,,,,SHIPDHAM SURGERY,,,1163792,,,,Procurement Part B Team,partb@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,08/12/2015,BAN47238,,Delivery of the NHS Health Check,,PUBLIC HEALTH,,,Delivery of the NHS Health Check,Public health - health checks,,,,,01/04/2015,,,,2404,Estimated,,SHIPDHAM SURGERY,,,1163792,,,,Procurement Part B Team,partb@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,08/12/2015,BAN47237,,The Identification and Invitation of the Eligible Population,,PUBLIC HEALTH,,,The Identification and Invitation of the Eligible Population,Public health - health checks,,,,,01/04/2015,,,,,,,SHIPDHAM SURGERY,,,1163792,,,,Procurement Part B Team,partb@norfolk.gov.uk,
