Additional Rlf,Period Charge,Charge Type,EXEM-AMT,EXEM-CD,PLACE-REF,SBR-APPLIED,SBR-SUPPLE,SBR-RELIEF-,MAND-CHAR-,MAND-CHARI,DISC-CHARIT,DIS-RLF-AMT,CHARITY-RLF-,ANALYSIS-CD,RV,PERSON-REF,SURNAME,Billing Address 1,Billing Address 2,Billing Address 3,Billing Address 4,Billing Address 5,Billing Post Code,Liability Start Date,Property Address 1,Property Address 2,Property Address 3,Property Address 4,Property Address 5,Property Post,UB-PROP-RV
0,158510,O,0,,8576501049,0,4257.5,0,,0,,0,0,CO,327500,9179680,GPC COMPUTER SOFTWARE LTD T/A AUTOCAB,UNIT 4 & 5,CHEADLE ROYAL BUSINESS PARK,OAKFIELD ROAD,CHEADLE,,SK8 3GX,01/04/2007,CHEADLE ROYAL BUSINESS PARK,WILMSLOW ROAD,CHEADLE,,,SK8 3GX,OFFICES AND PREMISES
0,8107,V,8324.75,LQ,5451999079,0,217.75,0,,0,,0,0,IF3,16750,10436581,GR P12 C.I.C.,IN LIQUIDATION,C/O THE OFFICIAL RECEIVER,2ND FLOOR,3 PICCADILLY PLACE,MANCHESTER,M1 3BN,13/03/2014,"UNITS 5A, 5B & 5E",MARCLIFFE INDUSTRIAL ESTATE,MACCLESFIELD ROAD,HAZEL GROVE,STOCKPORT,SK7 5EG,WORKSHOP AND PREMISES
0,2565.2,O,0,,6464002009,-1,0,2565.2,,0,,0,0,CO,5300,10465553,GR8 FR8 LTD,,,,,,,26/09/2015,2 PENDLEBURY ROAD,GATLEY,CHEADLE,,,SK8 4BH,OFFICES AND PREMISES
0,44286,O,0,,9915002039,0,1189.5,0,,0,,0,0,CO,91500,10353948,GRACE COLE LTD,GND FLR AND LARGE PART 1ST FLR,FREMANTLE HOUSE,OAKWATER AVENUE,CHEADLE ROYAL BUSINESS PARK,CHEADLE,SK8 3SR,25/12/2013,GND FLR AND LARGE PART 1ST FLR,FREMANTLE HOUSE,OAKWATER AVENUE,CHEADLE ROYAL BUSINESS PARK,CHEADLE,SK8 3SR,OFFICES AND PREMISES
0,3388,O,0,,9915002079,0,0,0,,0,,0,0,CP1,7000,10353948,GRACE COLE LTD,GND FLR AND LARGE PART 1ST FLR,FREMANTLE HOUSE,OAKWATER AVENUE,CHEADLE ROYAL BUSINESS PARK,CHEADLE,SK8 3SR,25/12/2013,CAR SPACES 5-24,FREMANTLE HOUSE,2 OAKWATER AVENUE,CHEADLE ROYAL BUSINESS PARK,CHEADLE,SK8 3SR,CAR PARKING SPACE
0,169.4,O,0,,9915002089,0,0,0,,0,,0,0,CP1,350,10353948,GRACE COLE LTD,GND FLR AND LARGE PART 1ST FLR,FREMANTLE HOUSE,OAKWATER AVENUE,CHEADLE ROYAL BUSINESS PARK,CHEADLE,SK8 3SR,25/12/2013,CAR SPACE 27,FREMANTLE HOUSE,2 OAKWATER AVENUE,CHEADLE ROYAL BUSINESS PARK,CHEADLE,SK8 3SR,CAR PARKING SPACE
0,3415.85,O,0,,7192019019,0,0,0,,0,LOCALB,0,1008.22,CL1,14000,10482104,GRACIOUS BEERS LTD,,,,,,,21/07/2016,19A ST PETERSGATE,STOCKPORT,,,,SK1 1EB,BAR AND PREMISES
0,871.2,O,0,,1009085129,0,0,0,,0,,0,0,CP1,1800,9012010,GRADWOOD LTD,LANSDOWNE HOUSE,85 BUXTON ROAD,HEAVILEY,STOCKPORT,,SK2 6QH,01/04/2010,CAR SPACES FOR PT GRD FLR RIGHT,LANDSDOWN HOUSE,85 BUXTON ROAD,STOCKPORT,,SK2 6LR,CAR PARKING SPACES & PREMISES
0,7623,O,0,,1009085119,0,0,0,,0,,0,0,CO,15750,9012010,GRADWOOD LTD,LANSDOWNE HOUSE,85 BUXTON ROAD,HEAVILEY,STOCKPORT,,SK2 6QH,01/04/2010,PT GRD FLR RIGHT,LANSDOWN HOUSE,85 BUXTON ROAD,STOCKPORT,,SK2 6LR,OFFICES AND PREMISES
0,3291.2,O,0,,3935162029,-1,0,2852.38,,0,,0,0,MH,6800,9211080,GRAEME,,,,,,,21/01/2002,THE COACH HOUSE,162 HEATON MOOR ROAD,STOCKPORT,,,SK4 4HS,SURGERY AND PREMISES
0,37752,O,0,,5595077009,0,1014,0,,0,,0,0,CS,78000,10368717,GRAINGER GAMES LTD,UNIT 4 NORTH TYNE IND EST,LONGBENTON,NEWCASTLE,,,NE12 9SZ,19/08/2010,77 MERSEYWAY,STOCKPORT,,,,SK1 1QW,SHOP AND PREMISES
0,5203,O,0,,3146018009,0,0,0,,0,,0,0,CS,10750,10477199,GRANADA PRESSING AND CLEANING LTD,PARKGATES BURY NEW ROAD,PRESTWICH,MANCHESTER,,,M25 0JW,01/04/2016,18 FIR ROAD,BRAMHALL,STOCKPORT,,,SK7 2NP,SHOP AND PREMISES
0,5808,O,0,,7184031089,0,0,0,,0,,0,0,CO,12000,10416207,GRANDECO UK LTD,SUITE 1 LOCKSIDE MILL,ST MARTINS ROAD,MARPLE,STOCKPORT,,SK6 7BZ,01/03/2013,SUITE 3,LOCKSIDE MILL,ST MARTINS ROAD,MARPLE,STOCKPORT,SK6 7BZ,OFFICES AND PREMISES
0,5808,O,0,,7184031079,0,0,0,,0,,0,0,CO,12000,10416207,GRANDECO UK LTD,SUITE 1 LOCKSIDE MILL,ST MARTINS ROAD,MARPLE,STOCKPORT,,SK6 7BZ,01/06/2015,SUITE 1,LOCKSIDE MILL,ST MARTINS ROAD,MARPLE,STOCKPORT,SK6 7BZ,OFFICES AND PREMISES
0,484,O,0,,7184031109,0,0,0,,0,,0,0,CP1,1000,10416207,GRANDECO UK LTD,SUITE 1 LOCKSIDE MILL,ST MARTINS ROAD,MARPLE,STOCKPORT,,SK6 7BZ,01/06/2015,CAR SPACES FOR SUITE 3,LOCKSIDE MILL,ST MARTINS ROAD,MARPLE,STOCKPORT,SK6 7BZ,CAR PARKING SPACES
0,9075,O,0,,966001009,0,243.75,0,,0,,0,0,CR,18750,9179870,GRANELLI F,,,,,,,01/01/1998,THE VINERY,BRUNTWOOD PARK,BRUNTWOOD LANE,CHEADLE HULME,CHEADLE,SK8 1HJ,RESTAURANT AND PREMISES
0,3291.2,O,0,,2779151019,-1,0,2852.38,,0,,0,0,CL2,6800,9012000,GRANGE,,,,,,,01/04/1990,151 EDGELEY ROAD,CHEADLE HEATH,STOCKPORT,,,SK3 0TL,CLUB AND PREMISES
0,14399,O,0,,6892003009,0,386.75,0,,0,,0,0,CWO,29750,9223710,GRANITE & MARBLE SHOP LTD,ROLAND ROAD,REDDISH,STOCKPORT,,,SK5 6TJ,01/01/2013,ROLAND ROAD,REDDISH,STOCKPORT,,,SK5 6TJ,"WAREHOUSE, OFFICE AND PREMISES"
0,3581.6,O,0,,1734015009,0,0,0,,0,,0,0,CS,7400,10477859,GRAPHICTRAIL LTD,191 BRAMHALL LANE,DAVENPORT,STOCKPORT,,,SK2 6JA,01/01/2014,15 CHURCH ROAD,GATLEY,CHEADLE,,,SK8 4NG,SHOP AND PREMISES
0,5808,O,0,,826042009,0,0,0,,0,,0,0,CS,12000,9135160,GRAPHICTRAIL LTD,8 FIR ROAD,BRAMHALL,STOCKPORT,,,SK7 2NP,01/11/2001,42 BRAMHALL LANE SOUTH,BRAMHALL,STOCKPORT,,,SK7 1AH,SHOP AND PREMISES
0,5445,O,0,,3146008009,0,0,0,,0,,0,0,CS,11250,9135160,GRAPHICTRAIL LTD,8 FIR ROAD,BRAMHALL,STOCKPORT,,,SK7 2NP,01/11/2001,8 FIR ROAD,BRAMHALL,STOCKPORT,,,SK7 2NP,SHOP AND PREMISES
0,2855.6,V,0,,826042019,0,76.7,0,,0,,0,0,CO,5900,9135160,GRAPHICTRAIL LTD,8 FIR ROAD,BRAMHALL,STOCKPORT,,,SK7 2NP,01/06/2003,42A BRAMHALL LANE SOUTH,BRAMHALL,STOCKPORT,,,SK7 1AH,BEAUTY SALON AND PREMISES
0,15972,O,0,,2495144039,0,429,0,,0,,0,0,CS,33000,9135160,GRAPHICTRAIL LTD,8 FIR ROAD,BRAMHALL,STOCKPORT,,,SK7 2NP,28/02/2013,144 DIALSTONE LANE,OFFERTON,STOCKPORT,,,SK2 6AP,SHOP AND PREMISES
0,2178,O,0,,3360205009,0,0,0,,0,,0,0,CS,4500,9191910,GRAPHICTRAIL LTD T/A ADSWOOD PHARMACY,191 BRAMHALL LANE,DAVENPORT,STOCKPORT,,,SK2 6JA,06/04/2001,205 GARNERS LANE,ADSWOOD,STOCKPORT,,,SK3 8QJ,SHOP AND PREMISES
0,1839.2,V,0,,2495128009,0,49.4,0,,0,,0,0,CS,3800,9172820,GRAPHICTRAIL LTD T/A DIALSTONE PHARMACY,191 BRAMHALL LANE,DAVENPORT,STOCKPORT,,,SK2 6JA,19/04/1999,128 DIALSTONE LANE,OFFERTON,STOCKPORT,,,SK2 6AQ,SHOP AND PREMISES
0,3726.8,O,0,,5469395009,-1,0,2670.76,,0,,0,0,CS,7700,9086350,GRASSE LTD,,,,,,,09/11/1990,395 MANCHESTER ROAD,STOCKPORT,,,,SK4 5BY,SHOP AND PREMISES
0,2299,O,0,,8104054009,-1,0,2299,,0,,0,0,IF3,4750,10458493,GRATE FIREPLACE ACCESSORIES LTD,,,,,,,18/05/2015,UNIT 4,WATERLOO INDUSTRIAL PARK,UPPER BROOK STREET,STOCKPORT,,SK1 3BP,WORKSHOP AND PREMISES
0,1911.8,V,0,,1636002009,0,51.35,0,,0,,0,0,CO,3950,9205910,GRAYLAND INVESTMENTS LTD,C/O CBRE LTD,PACIFIC HOUSE,"FIRST FLOOR, 70 WELLINGTON STREET",GLASGOW,,G2 6UA,31/01/2014,2 CENTRAL DRIVE,ROMILEY,STOCKPORT,,,SK6 4PE,OFFICES AND PREMISES
0,10043,O,0,,8154001279,0,269.75,0,,0,,0,0,CW,20750,10476338,GREAT BRITISH DRUM COMPANY LTD,,,,,,,01/04/2016,UNIT C8 EMERY COURT,THE EMBANKMENT,VALE ROAD,HEATON MERSEY,STOCKPORT,SK4 3GL,WAREHOUSE AND PREMISES
0,5203,O,0,,7407027009,-1,0,1083.45,,0,,0,0,CL2,10750,9034700,GREAT MOOR SOCIAL CLUB,,,,,,,01/04/1990,CLUB,STORE STREET,GREAT MOOR,STOCKPORT,,SK2 7HA,CLUB AND PREMISES
0,91960,O,0,,8493063009,0,2470,0,,0,,0,0,CG2,190000,9040630,GREATER MANCHESTER BUSES SOUTH LTD,MONTAGU EVANS LLP,5 BOLTON STREET,LONDON,,,W1J 8BA,01/04/1990,WOOD STREET,STOCKPORT,,,,SK3 0DF,BUS GARAGE AND PREMISES
0,26136,O,0,,2452020009,0,702,0,MAN,21470.4,,0,0,CS,54000,10458821,GREATER MANCHESTER DRY CLEANING BENEVOLE,,,,,,,14/04/2015,20 DEANERY WAY,STOCKPORT,,,,SK1 1NA,SHOP AND PREMISES
0,6897,O,0,,5625051009,0,185.25,0,MAN,5665.8,,0,0,CS,14250,10458821,GREATER MANCHESTER DRY CLEANING BENEVOLE,,,,,,,29/10/2015,34 MILLGATE,STOCKPORT,,,,SK1 2LX,SHOP AND PREMISES
0,943.8,O,0,,5647021019,0,25.35,0,MAN,775.32,,0,0,LC3,1950,10394310,GREATER MANCHESTER EAST SCOUT COUNCIL,LINNET CLOUGH SCOUT CAMP,GIB LANE,MELLOR,STOCKPORT,,SK6 5LZ,12/01/2012,CLUB ROOM,49 MOOR END ROAD,MELLOR,STOCKPORT,,SK6 5PS,HALL AND PREMISES
0,6413,O,0,,6826128019,0,172.25,0,MAN,5268.2,,0,0,CO,13250,9187630,GREATER MANCHESTER FEDERATION,WOODLANDS,128 REDDISH ROAD,SOUTH REDDISH,STOCKPORT,,SK5 7JG,04/10/2000,WOODLANDS,128 REDDISH ROAD,REDDISH,STOCKPORT,,SK5 7JG,OFFICES AND PREMISES
0,2468.4,O,0,,8442000009,0,66.3,0,MAN,2027.76,,0,0,IF3,5100,9187630,GREATER MANCHESTER FEDERATION,WOODLANDS,128 REDDISH ROAD,SOUTH REDDISH,STOCKPORT,,SK5 7JG,25/09/2006,21 WILLOW AVENUE,SOUTH REDDISH,STOCKPORT,,,SK5 7QF,WORKSHOP AND PREMISES
0,13310,O,0,,7973006019,0,357.5,0,,0,,0,0,MS1,27500,9074130,GREATER MANCHESTER FIRE & CIVIL DEFENCE,BOROUGH TREASURER'S DEPT,REF FS D47 A5A 000 (CHEADLE),146 BOLTON ROAD,SWINTON,MANCHESTER,M27 8US,01/04/1990,FIRE STATION,TURVES ROAD,CHEADLE HULME,CHEADLE,,SK8 6AY,FIRE STATION AND PREMISES
0,12584,O,0,,4796166009,0,338,0,,0,,0,0,MS1,26000,9074120,GREATER MANCHESTER FIRE & CIVIL DEFENCE,FINANCE DEPARTMENT,146 BOLTON ROAD,SWINTON,MANCHESTER,,M27 8US,01/04/1990,FIRE STATION,KING STREET WEST,STOCKPORT,,,SK3 0DT,FIRE STATION AND PREMISES
0,38720,O,0,,8424001009,0,1040,0,,0,,0,0,MS1,80000,9074120,GREATER MANCHESTER FIRE & CIVIL DEFENCE,FINANCE DEPARTMENT,146 BOLTON ROAD,SWINTON,MANCHESTER,,M27 8US,01/04/1990,FIRE STATION,WHITEHILL STREET WEST,REDDISH,STOCKPORT,,SK4 1NR,FIRE STATION AND PREMISES
0,5687,O,0,,4142065039,0,0,0,,0,,0,0,MS1,11750,9074120,GREATER MANCHESTER FIRE & CIVIL DEFENCE,FINANCE DEPARTMENT,146 BOLTON ROAD,SWINTON,MANCHESTER,,M27 8US,01/04/1990,FIRE STATION,HOLLINS LANE,MARPLE,STOCKPORT,,SK6 6AW,FIRE STATION AND PREMISES
0,12947,O,0,,1007040009,0,347.75,0,,0,,0,0,MP,26750,9074140,GREATER MANCHESTER POLICE AUTHORITY,URBAN VISION PARTNERSHIP LTD,EMERSON HOUSE,ALBERT STREET,ECCLES,,M30 0TE,01/04/1990,POLICE STATION,40 BUXTON ROAD,HAZEL GROVE,STOCKPORT,,SK7 6AF,POLICE STATION AND PREMISES
0,0,V,0,MINRV,2787029009,0,0,0,,0,,0,0,MP,0,9074140,GREATER MANCHESTER POLICE AUTHORITY,URBAN VISION PARTNERSHIP LTD,EMERSON HOUSE,ALBERT STREET,ECCLES,,M30 0TE,01/04/1990,POLICE H Q,EDWARD STREET,STOCKPORT,,,SK1 3DQ,PROPERTY FUNCTIONALLY REDUNDANT
0,6292,O,0,,3375049029,0,0,0,,0,,0,0,MP,13000,9074140,GREATER MANCHESTER POLICE AUTHORITY,URBAN VISION PARTNERSHIP LTD,EMERSON HOUSE,ALBERT STREET,ECCLES,,M30 0TE,01/04/1990,POLICE STATION,GEORGE LANE,BREDBURY,STOCKPORT,,SK6 1AT,POLICE STATION AND PREMISES
0,5082,O,0,,3422645009,0,0,0,,0,,0,0,MP,10500,9074140,GREATER MANCHESTER POLICE AUTHORITY,URBAN VISION PARTNERSHIP LTD,EMERSON HOUSE,ALBERT STREET,ECCLES,,M30 0TE,01/04/1990,645 GORTON ROAD,REDDISH,STOCKPORT,,,SK5 6XD,POLICE STATION AND PREMISES
0,5566,O,0,,7394014049,0,0,0,,0,,0,0,MP,11500,9074140,GREATER MANCHESTER POLICE AUTHORITY,URBAN VISION PARTNERSHIP LTD,EMERSON HOUSE,ALBERT STREET,ECCLES,,M30 0TE,01/04/1990,14 STOCKPORT ROAD,MARPLE,STOCKPORT,,,SK6 6BD,POLICE STATION AND PREMISES
0,4210.8,O,0,,7935009009,0,0,0,,0,,0,0,CO,8700,9074140,GREATER MANCHESTER POLICE AUTHORITY,URBAN VISION PARTNERSHIP LTD,EMERSON HOUSE,ALBERT STREET,ECCLES,,M30 0TE,12/07/1994,9 TORKINGTON ROAD,HAZEL GROVE,STOCKPORT,,,SK7 4RG,OFFICES AND PREMISES
0,134310,O,0,,8297001009,0,3607.5,0,,0,,0,0,MP,277500,9074140,GREATER MANCHESTER POLICE AUTHORITY,URBAN VISION PARTNERSHIP LTD,EMERSON HOUSE,ALBERT STREET,ECCLES,,M30 0TE,01/04/2005,CHEADLE HEATH POLICE STATION,SPECTRUM WAY,CHEADLE HEATH,STOCKPORT,,SK3 0SA,POLICE STATION AND PREMISES
0,5687,O,0,,3370002239,0,0,0,,0,,0,0,CO,11750,9074140,GREATER MANCHESTER POLICE AUTHORITY,URBAN VISION PARTNERSHIP LTD,EMERSON HOUSE,ALBERT STREET,ECCLES,,M30 0TE,09/03/2005,CHEADLE POLICE POST,2A GATLEY ROAD,CHEADLE,,,SK8 1PY,OFFICES AND PREMISES
0,1766.6,O,0,,5594999059,-1,0,1766.6,,0,,0,0,CW,3650,10404460,GREATER MANCHESTER PRINT LTD,,,,,,,01/08/2012,UNIT 24C,PORTWOOD INDUSTRIAL ESTATE,MERSEY STREET,PORTWOOD,STOCKPORT,SK1 2HX,STORE AND PREMISES
0,29040,O,0,,3983019009,0,780,0,,0,,0,0,COC,60000,9078090,GREATER MANCHESTER PROBATION SERVICE,C/O CUSHMAN & WAKEFIELD,NO 1 COLMORE SQUARE,BIRMINGHAM,,,B4 6AJ,01/04/1990,19-37 HIGH STREET,STOCKPORT,,,,SK1 1EG,"OFFICES, CAR SPACE AND PREMISES"
0,81796,V,0,,2857003009,0,2197,0,,0,,0,0,IX,169000,10368346,GREATER MANCHESTER PROPERTY VENTURE FUND,TAMESIDE BOROUGH COUNCIL,COUNCIL OFFICES ROOM 2.70,WELLINGTON ROAD,ASHTON-UNDER-LYNE,LANCASHIRE,OL6 6DL,26/08/2010,POST OFFICE,EXCHANGE STREET,STOCKPORT,,,SK1 0EJ,NON STANDARD TYPE CORRECT DESCRIPTION
0,4549.6,O,0,,1007174059,-1,0,1971.93,,0,,0,0,CW,9400,9311171,GREATIMAGE LIMITED,3 WALMER DRIVE,BRAMHALL,STOCKPORT,,,SK7 3AT,22/01/2007,UNIT 6,SIMPSONS BUSINESS CENTRE,BUXTON ROAD,HAZEL GROVE,,SK7 6LZ,WAREHOUSE AND PREMISES
0,1645.6,O,0,,715003539,-1,0,1645.6,,0,,0,0,CO,3400,10455052,GREAVES RECRUITMENT SOLUTIONS LTD,,,,,,,01/03/2015,BLOCK 44 G11,EUROPA BUSINESS PARK,BIRD HALL LANE,CHEADLE HEATH,STOCKPORT,SK3 0RT,OFFICES AND PREMISES
0,2420,O,0,,3143218119,-1,0,2420,,0,,0,0,CS3,5000,10439324,GREEN CLOTHING EXCHANGE LTD,69 RUSHTON DRIVE,BRAMHALL,STOCKPORT,,,SK7 3LB,10/02/2014,"UNIT 4, GLASS COURT",FINNEY LANE,HEALD GREEN,CHEADLE,,SK8 3QH,HAIRDRESSING SALON AND PREMISES
0,738.1,V,757.93,MINRV,3467099459,0,19.83,0,,0,,0,0,CO,1525,9310850,GREEN LANE BUSINESS CENTRE LLP,UNIT 21 CHADKIRK BUSINESS PARK,VALE ROAD,ROMILEY,STOCKPORT,,SK6 3NE,04/10/2010,UNIT M1,MAXRON HOUSE,GREEN LANE,ROMILEY,STOCKPORT,SK6 3QJ,OFFICE
0,992.2,V,1018.85,MINRV,3467099489,0,26.65,0,,0,,0,0,CO,2050,9310850,GREEN LANE BUSINESS CENTRE LLP,UNIT 21 CHADKIRK BUSINESS PARK,VALE ROAD,ROMILEY,STOCKPORT,,SK6 3NE,14/03/2013,UNIT M7,MAXRON HOUSE,GREEN LANE,ROMILEY,STOCKPORT,SK6 3JQ,OFFICES AND PREMISES
0,1936,O,0,,5136061069,-1,0,1936,,0,,0,0,CO,4000,10473982,GREEN MONEY MATTERS LTD,,,,,,,01/03/2016,"SUITE 3,1ST FLOOR",61 LOWER HILLGATE,STOCKPORT,,,SK1 3AW,OFFICES AND PREMISES
0,2662,O,0,,7262037039,-1,0,2662,,0,,0,0,CO,5500,10464719,GREEN PROJECT MANAGEMENT LTD,1ST FLOOR FRONT,37 SHAW HEATH,STOCKPORT,,,SK3 8BD,01/02/2016,1ST FLOOR FRONT,37 SHAW HEATH,STOCKPORT,,,SK3 8BD,OFFICES AND PREMISES
0,72.6,O,0,,7262037049,0,0,0,,0,,0,0,CP1,150,10464719,GREEN PROJECT MANAGEMENT LTD,1ST FLOOR FRONT,37 SHAW HEATH,STOCKPORT,,,SK3 8BD,01/02/2016,CAR SPACE AT,37 SHAW HEATH,STOCKPORT,,,SK3 8BD,CAR PARKING SPACE
0,13694.55,O,0,,3920064019,0,367.83,0,MAN,11249.9,,0,0,EP,67500,9054290,GREENBANK SCHOOL LTD,,,,,,,01/04/1990,GREENBANK SCHOOL,64 HEATHBANK ROAD,CHEADLE HULME,CHEADLE,,SK8 6HU,SCHOOL AND PREMISES
0,18876,O,0,,3415017089,0,507,0,,0,,0,0,IF,39000,9231371,GREENDALE LTD,1ST FLOOR,HADFIELD HOUSE,GORDON STREET,STOCKPORT,,SK4  1RR,29/05/2008,1ST FLOOR,HADFIELD HOUSE,GORDON STREET,LANCASHIRE HILL,STOCKPORT,SK4 1RR,WORKSHOPS AND PREMISES
0,24442,O,0,,7395209009,0,656.5,0,,0,,0,0,CL,50500,9126810,GREENE KING RETAIL LTD,C/O GERALD EVE LLP,35 KINGS HILL AVENUE,WEST MALLING,KENT,,ME19 4DN,20/06/1994,FARMERS ARMS 209,STOCKPORT ROAD,CHEADLE HEATH,STOCKPORT,,SK3 0LX,PUBLIC HOUSE AND PREMISES
0,27588,O,0,,5075053019,0,741,0,,0,,0,0,CL,57000,9126810,GREENE KING RETAIL LTD,C/O GERALD EVE LLP,35 KINGS HILL AVENUE,WEST MALLING,KENT,,ME19 4DN,20/06/1994,THE GOLDEN HIND,LISBURNE LANE,OFFERTON,STOCKPORT,,SK2 5RH,PUBLIC HOUSE AND PREMISES
0,20812,O,0,,5098014009,0,559,0,,0,,0,0,CL,43000,9126810,GREENE KING RETAIL LTD,C/O GERALD EVE LLP,35 KINGS HILL AVENUE,WEST MALLING,KENT,,ME19 4DN,12/07/2004,THE PHOENIX,LONDON ROAD,HAZEL GROVE,STOCKPORT,,SK7 4AH,PUBLIC HOUSE AND PREMISES
0,30855,O,0,,7454166019,0,828.75,0,,0,,0,0,CL,63750,9126810,GREENE KING RETAIL LTD,C/O GERALD EVE LLP,35 KINGS HILL AVENUE,WEST MALLING,KENT,,ME19 4DN,01/11/2004,ROMILEY ARMS,STOCKPORT ROAD,ROMILEY,STOCKPORT,,SK6 4BN,PUBLIC HOUSE AND PREMISES
0,62339.2,O,0,,6818043019,0,1674.4,0,,0,,0,0,CL,128800,9126810,GREENE KING RETAIL LTD,C/O GERALD EVE LLP,35 KINGS HILL AVENUE,WEST MALLING,KENT,,ME19 4DN,05/09/2006,GOVERNORS HOUSE,43 RAVENOAK ROAD,CHEADLE HULME,CHEADLE,,SK8 7EG,PUBLIC HOUSE AND PREMISES
0,22022,O,0,,8326031009,0,591.5,0,,0,,0,0,CS,45500,9183360,GREENHALGHS CRAFT BAKERY LTD,BEEHIVE INDUSTRIAL ESTATE,CRESCENT ROAD,LOSTOCK,BOLTON,,BL6 4BU,12/05/2000,31 WARREN STREET,STOCKPORT,,,,SK1 1UD,SHOP AND PREMISES
0,8228,O,0,,7872009009,0,0,0,,0,,0,0,CS,17000,9183360,GREENHALGHS CRAFT BAKERY LTD,BEEHIVE INDUSTRIAL ESTATE,CRESCENT ROAD,LOSTOCK,BOLTON,,BL6 4BU,29/09/2006,9 THE HOLLINS,MARPLE,STOCKPORT,,,SK6 6AY,SHOP AND PREMISES
0,12342,O,0,,6550068009,0,331.5,0,,0,,0,0,CS,25500,9183360,GREENHALGHS CRAFT BAKERY LTD,BEEHIVE INDUSTRIAL ESTATE,CRESCENT ROAD,LOSTOCK,BOLTON,,BL6 4BU,28/07/2007,68 PRINCES STREET,STOCKPORT,,,,SK1 1RJ,SHOP AND PREMISES
0,12705,O,0,,3981044019,0,341.25,0,,0,,0,0,CS,26250,9183360,GREENHALGHS CRAFT BAKERY LTD,BEEHIVE INDUSTRIAL ESTATE,CRESCENT ROAD,LOSTOCK,BOLTON,,BL6 4BU,16/11/2012,UNIT 2,44 HIGH STREET,CHEADLE,,,SK8 1AE,SHOP AND PREMISES
0,750.2,O,0,,908301849,-1,0,750.2,,0,,0,0,CO,1550,10448399,GREENLIGHT ACCOUNTANCY LTD,C/O OXFORD INNOVATION LTD,3RD FLOOR BROADSTONE MILL,BROADSTONE ROAD,REDDISH,STOCKPORT,SK6 7DL,01/02/2016,SUITE 310 3RD FLOOR,BROADSTONE HOUSE,BROADSTONE ROAD,STOCKPORT,,SK5 7DL,OFFICES AND PREMISES
0,2395.8,O,0,,3143256019,-1,0,2395.8,,0,,0,0,CO,4950,10313838,GREENSPARK LTD,PO BOX 54,CHEADLE,,,,SK8 4FE,31/10/2007,256A FINNEY LANE,HEALD GREEN,CHEADLE,,,SK8 3QD,OFFICES AND PREMISES
0,11616,O,0,,1888006009,0,312,0,,0,,0,0,CW,24000,9119620,GREER ENGINEERING LTD,,,,,,,01/07/1993,12 CROMWELL ROAD,BREDBURY,STOCKPORT,,,SK6 2RF,WAREHOUSE AND PREMISES
0,7986,O,0,,8507007009,0,0,0,,0,,0,0,CS,16500,9074190,GREGGS PLC,ACCOUNTING SHARED SERVICES,GREGGS HOUSE,QUORUM BUSINESS PARK,NEWCASTLE UPON TYNE,,NE12 8BU,01/04/1990,7 WOODFORD ROAD,BRAMHALL,STOCKPORT,,,SK7 1JN,SHOP AND PREMISES
0,3581.6,O,0,,1615055009,0,0,0,,0,,0,0,CS,7400,9074190,GREGGS PLC,ACCOUNTING SHARED SERVICES,GREGGS HOUSE,QUORUM BUSINESS PARK,NEWCASTLE UPON TYNE,,NE12 8BU,01/04/1990,55 CASTLE STREET,EDGELEY,STOCKPORT,,,SK3 9AT,SHOP AND PREMISES
0,12342,O,0,,5593026009,0,331.5,0,,0,,0,0,CS,25500,9074190,GREGGS PLC,ACCOUNTING SHARED SERVICES,GREGGS HOUSE,QUORUM BUSINESS PARK,NEWCASTLE UPON TYNE,,NE12 8BU,14/10/1991,26 MERSEY SQUARE,STOCKPORT,,,,SK1 1RA,SHOP AND PREMISES
0,6897,O,0,,7872003009,0,0,0,,0,,0,0,CS,14250,9074190,GREGGS PLC,ACCOUNTING SHARED SERVICES,GREGGS HOUSE,QUORUM BUSINESS PARK,NEWCASTLE UPON TYNE,,NE12 8BU,25/12/1992,3 THE HOLLINS,MARPLE,STOCKPORT,,,SK6 6AY,SHOP AND PREMISES
0,8591,O,0,,3981066009,0,0,0,,0,,0,0,CS,17750,9074190,GREGGS PLC,ACCOUNTING SHARED SERVICES,GREGGS HOUSE,QUORUM BUSINESS PARK,NEWCASTLE UPON TYNE,,NE12 8BU,03/05/2011,66 HIGH STREET,CHEADLE,,,,SK8 1AE,SHOP AND PREMISES
0,27588,O,0,,8326023019,0,741,0,,0,,0,0,CS,57000,9074190,GREGGS PLC,ACCOUNTING SHARED SERVICES,GREGGS HOUSE,QUORUM BUSINESS PARK,NEWCASTLE UPON TYNE,,NE12 8BU,09/01/2012,23 WARREN STREET,PORTWOOD,STOCKPORT,,,SK1 1UD,SHOP AND PREMISES
0,22990,O,0,,6550050029,0,617.5,0,,0,,0,0,CS,47500,9074190,GREGGS PLC,ACCOUNTING SHARED SERVICES,GREGGS HOUSE,QUORUM BUSINESS PARK,NEWCASTLE UPON TYNE,,NE12 8BU,05/11/2015,50-52 PRINCES STREET,STOCKPORT,,,,SK1 1RY,SHOP AND PREMISES
