Ratepayer Name,Property Address,Propref,Billing Address,RV
,"45 Oxford Lane, Siddal, Halifax, HX3 9BJ",68168045,,8700
,"64 West Street, Sowerby Bridge, HX6 3AP",77648064,,3700
Brighter Financial Services Limited,"66 West Street, Sowerby Bridge, HX6 3AP",77648066,"68 West Street, Sowerby Bridge, HX6 3AP",5500
4 Life Financial Services Ltd,"68 West Street, Sowerby Bridge, HX6 3AP",77648068,,4100
,"70 West Street, Sowerby Bridge, HX6 3AP",77648070,,3250
,"Sowerby Bridge Sheds, Holby Business Centre, West Street, Sowerby Bridge      HX6 3BT",77648730,,5200
,"3 Ryburn Buildings, West Street, Sowerby Bridge, HX6 3AH",77476003,,3700
,"5 Ryburn Buildings, West Street, Sowerby Bridge, HX6 3AH",77476005,,4500
,"9 Ryburn Buildings, West Street, Sowerby Bridge, HX6 3AH",77476009,,3800
,"Ground Floor, 11 Ryburn Buildings, West Street, Sowerby Bridge       HX6 3AH",77476011,,2950
,"19 Ryburn Buildings, West Street, Sowerby Bridge, HX6 3AH",76648756,,6500
Phoenix Services Ltd,"Unit 26, Sdh Industrial Estate, West Street, Sowerby Bridge       HX6 3BT",76648747,,5300
,"Unit 3 Sdh Ind Estate, West Street, Sowerby Bridge, HX6 3BS",76648759,,5500
,"Unit 27 Sdh Ind Estate, West Street, Sowerby Bridge, HX6 3BS",76648758,,5100
Craig Middleton Ltd,"Unit 6 Sdh Industrial Estate, West Street, Sowerby Bridge, HX6 3BT",76648746,"13 George Street, Greetland, Halifax, HX4 8DH",3850
,"Unit 12, Sdh Industrial Estate, West Street, Sowerby Bridge       HX6 3BS",77648736,,4100
,"Unit 8 Sdh Industrial Estate, West Street, Sowerby Bridge, HX6 3BS",77648745,,3150
Hornsey Enterprises Ltd,"Unit 2, S D H Industrial Estate, West Street, Sowerby Bridge       HX6 3BT",76648752,,8200
Drakes (Uk) Ltd,"Unit 25, Sdh Industrial Estate, West Street, Sowerby Bridge       HX6 3BS",77648737,,7400
,"Unit 32, Sdh Industrial Estate, West Street, Sowerby Bridge       HX6 3BS",77648731,,3650
Hsbg Ltd,"UNIT15 Sdh Industrial Estate, West Street, Sowerby Bridge, HX6 3BS",77648722,,5600
,"UNIT14 Sdh Industrial Estate, West Street, Sowerby Bridge, HX6 3BS",77648728,,7200
Bentley Fielden Ltd,"Units 6/8/10, Salford, Todmorden, OL14 7LF",78408010,,8500
,"Unit 2, Salford Industrial Estate, Salford, Todmorden           OL14 7LF",78408703,,3400
The Travelling Pig Handmade Sausage Company Ltd,"Unit 1, Salford Industrial Estate, Salford, Todmorden           OL14 7LF",78408702,"28 Caldicott Close, Todmorden, OL14 7QS",3400
,"Unit 6, Salford Industrial Estate, Salford, Todmorden           OL14 7LF",78408707,,3400
,"19a School Lane, Todmorden, OL14 5AP",78412701,,3000
,"Unit B, Nanholme Mill, Halifax Road, Todmorden           OL14 6DA",78192775,,5300
,"Unit 2, Nanholme Workshops, Halifax Road, Todmorden           OL14 6DA",78192738,,1300
,"Unit 3, Nanholme Workshops, Halifax Road, Todmorden           OL14 6DA",78192740,,890
,"Unit 6, Nanholme Workshops, Halifax Road, Todmorden           OL14 6DA",78192743,,1200
,"Unit 4, Nanholme Workshops, Halifax Road, Todmorden           OL14 6DA",78192741,,1200
,"Unit 11A Nanholme Mill, Shaw Wood Road, Todmorden, OL14 6DA",78416711,,4450
,"Unit 1, Nanholme Workshops, Halifax Road, Todmorden           OL14 6DA",78192735,,1800
,"Unit 5, Nanholme Workshops, Halifax Road, Todmorden           OL14 6DA",78192742,,1375
,"Unit 10 Nanholme Mill, Halifax Road, Todmorden, OL14 5QN",78192721,,7600
,"Unit 2, 10A Nanholme Mill, Shaw Wood Road, Todmorden           OL14 6DA",78416716,,1900
Anglo American (Manchester) Ltd,"Unit A, Nanholme Mills, Halifax Road, Todmorden           OL14 6DA",78192700,,3900
D S Design Studio Ltd,"Unit 12 Nanholme Mill, Shaw Wood Road, Todmorden, OL14 6DR",78416708,,3350
,"Unit E, Nanholme Mill, Shaw Wood Road, Todmorden           OL14 6DA",78416704,,1625
The Arc & Throstle Property Ltd,"1ST Flr, Unit 11 Nanholme Mill, Shaw Wood Road, Todmorden           OL14 6DA",78416720,"Unit 11 Nanholme Mill, Shaw Wood Road, Todmorden, OL14 6DA",5100
,"Barn Adj Shoebroad, Shoebroad, Shoebroad Lane, Todmorden           OL14 6LQ",78422701,,4400
,"Clough Foot Manse, Sourhall Road, Todmorden, OL14 7HX",78424702,,3800
Baltimore Boats Ltd,"Baltimore Marina, Stackhills Road, Todmorden, OL14 5QW",78432703,"Fao Mr G Backhurst, 17 West Street, Oundle, Nr Peterbourgh, Cambridge, PE8 4EJ",12750
Guest Automotive Ltd,"Central Garage, Stansfield Road, Todmorden, OL14 5DL",78444704,,10000
,"Stansfield Road, Todmorden, OL14 5DL",78444703,,2500
,"Unit 2 Old Ambulance Hall, Stansfield Road, Todmorden, OL14 5DL",78444720,,4000
,"1 Stansfield Road, Todmorden, OL14 5DN",78444001,,2500
,"""Unofficial Address"", 2 Stansfield Road, Todmorden, OL14 5DL",78444002,,3400
,"5 Stansfield Road, Todmorden, OL14 5DN",78444005,,1875
,"7A Stansfield Road, Todmorden, OL14 5DN",78444007,,930
,"17 Stansfield Road, Todmorden, OL14 5DN",78444017,,4600
,"Unit 16, Sdh Industrial Estate, West Street, Sowerby Bridge       HX6 3BS",77648738,,4650
,"Unit 28, Sdh Industrial Estate, West Street, Sowerby Bridge       HX6 3BT",76648762,,8000
,"Unit 11, Sdh Industrial Estate, West Street, Sowerby Bridge       HX6 3BS",76648760,,3950
,"Unit 24, S D H Industrial Estate, West Street, Sowerby Bridge       HX6 3BT",76648749,,1075
,"Unit 7 & 7A, Sdh Industrial Estate, West Street, Sowerby Bridge       HX6 3BS",76648761,,9100
,"Unit 22 Sdh Industrial Est, West Street, Sowerby Bridge, HX6 3BS",77648746,,2125
,"Unit 1 Sdh Industrial Estate, West Street, Sowerby Bridge, HX6 3BS",77648718,,3150
,"Unit 4, S D H Industrial Estate, West Street, Sowerby Bridge       HX6 3BT",76648753,,6900
Freshfields Foods Ltd,"25 Wharf Street, Sowerby Bridge, HX6 2LA",77652025,,6700
,"Williams, 80/82 Wharf Street, Sowerby Bridge, HX6 2LB",77652721,,14000
Wharf Garage (S B) Ltd,"Old Cawsey, Sowerby Bridge, HX6 2AJ",77404704,,5500
,"1 Wharf Street, Sowerby Bridge, HX6 2EG",77652001,,5000
Academy Divers Ltd,"Unit 1 Owenshaw Mill, Old Cawsey, Sowerby Bridge, HX6 2AJ",77404708,,3950
,"2/4 Wharf Street, Sowerby Bridge, HX6 2AE",77652756,,7600
,"5 Wharf Street, Sowerby Bridge, HX6 2EG",77652005,,3750
,"6/8 Wharf Street, Sowerby Bridge, HX6 2AE",77652719,,7300
,"7 Wharf Street, Sowerby Bridge, HX6 2EG",77652007,,3000
,"9 Wharf Street, Sowerby Bridge, HX6 2EG",77652009,,3400
,"12 Wharf Street, Sowerby Bridge, HX6 2AE",77652746,,4550
,"16/18 Wharf Street, Sowerby Bridge, HX6 2AE",77652016,,7100
The Wharf @Sowerby Ltd,"19/21 Wharf Street, Sowerby Bridge, HX6 2LA",77652720,,12000
Bridge Antiques And Furniture Ltd,"20 Wharf Street, Sowerby Bridge, HX6 2AE",77652020,,3600
,"Suite 3 2ND Floor, Burlees House, Hangingroyd Lane, Hebden Bridge        HX7 7DD",76244725,,2475
,"Gibraltar Farm Cottage, Haworth Old Road, Pecket Well, Hebden Bridge        HX7 8RG",76678702,,2000
,"Canal Works, Hebble End, Hebden Bridge, HX7 6HJ",76256702,,4150
,"9 Hebble End, Hebden Bridge, HX7 6HJ",76256009,,2000
,"The Boiler House, Beehive Mills, Hebble End, Hebden Bridge        HX7 6HJ",76256788,,850
,"The Garage, Beehive Mills, Hebble End, Hebden Bridge        HX7 6HJ",76256768,,3850
,"Unit 2C Beehive Mills, Hebble End, Hebden Bridge, HX7 6HJ",76256762,,840
,"Unit 3A-3D, Beehive Mills, Hebble End, Hebden Bridge        HX7 6HJ",76256782,,2600
,"Unit 2A Beehive Mills, Hebble End, Hebden Bridge, HX7 6HJ",76256761,,4450
,"Unit 2B Beehive Mills, Hebble End, Hebden Bridge, HX7 6HJ",76256764,,5200
,"Unit 1F Beehive Mills, Hebble End, Hebden Bridge, HX7 6JH",76256779,,890
Calderdale Liberal Democrats,"1C Beehive Mills, Hebble End, Hebden Bridge, HX7 6HJ",76256773,"Fao Michael Taylor, 3 Owlers Walk, Church Road, Todmorden, OL14 8HY",1750
Lancaster Consultancy Hr Ltd,"1ST Floor Unit 4, Beehive Mills, Hebble End, Hebden Bridge        HX7 6HJ",76256786,"Unit 4 Beehive Mills, Hebble End, Hebden Bridge, HX7 6HJ",3000
Beehive Mills Resource Centre,"Ground Floor Unit 4, Beehive Mills, Hebble End, Hebden Bridge        HX7 6HJ",76256787,"Ground Floor Unit 4, Beehive Mills, Hebble End, Hebden Bridge, HX7 6HJ",1775
,"Units 22 & 22a, Hebble End Mill, Hebble End, Hebden Bridge       HX7 6HJ",76256726,,2050
,"Unit 12, Hebble End Mill, Hebble End, Hebden Bridge       HX7 6HJ",76256721,,1350
,"Unit 11 Hebble End Mill, Hebble End, Hebden Bridge, HX7 6HJ",76256783,,1025
,"Unit 14 Hebble End Mill, Hebble End, Hebden Bridge, HX7 6HJ",76256735,,750
,"Unit 16, Hebble End Mill, Hebble End, Hebden Bridge       HX7 6HJ",76256719,,1500
,"Unit 10 Hebble End Mill, Hebble End, Hebden Bridge, HX7 6HJ",76256736,,385
,"Unit 1A Hebble End Mill, Hebble End, Hebden Bridge, HX7 6HJ",76256784,,3350
Bridge Rectifier Ltd,"Unit 1B Hebble End Mill, Hebble End, Hebden Bridge, HX7 6HJ",76256785,,3150
,"Unit 8 Hebble End Mill, Hebble End, Hebden Bridge, HX7 6HJ",76256728,,1200
,"Units 17 & 18, Hebble End Mill, Hebble End, Hebden Bridge       HX7 6HJ",76256705,,1875
,"Unit 9 Hebble End Mill, Hebble End, Hebden Bridge, HX7 6HJ",76256713,,1200
,"Unit 7 Hebble End Mill, Hebble End, Hebden Bridge, HX7 6HJ",76256712,,710
,"Unit 21b, Hebble End, Hebden Bridge, HX7 6HJ",76256732,,1150
,"4 Hilton Street, Hebden Bridge, HX7 6EZ",76360702,,2850
Hebden Bridge Cricket Club,"Hebden Bridge Sports Grounds, & Premises, Hollins Holme, Hebden Bridge        HX7 8EH",76660702,"Mr Jules Atkinson (Treasurer), 18 Booth House Terrace, Booth House Road, Luddendenfoot, Halifax, HX2 6HH",1225
White Rose Archers,"White Rose Arches, Hollins Holme, Hebden Bridge, HX7 8EH",76660701,"Fao Richard Fitton (Treasurer), 38 Highfield Crescent, Hebden Bridge, HX7 8LA",650
,"6 Hollins Place, Hebden Bridge, HX7 8EU",76280700,,6000
,"9 Hollins Place, Hebden Bridge, HX7 8EU",76280009,,4700
T M E Holdings Ltd,"Suite 7 Harley House, Mill Fold, Ripponden, Sowerby Bridge       HX6 4DJ",77348777,"C/O 67 Chorley Old Road, Bolton, BL1 3AJ",2700
Time Out Education Ltd,"Riverbank Primary Ripp Mill, Mill Fold Lane, Ripponden, Sowerby Bridge       HX6 4DH",77348770,,11250
Noby (Uk) Ltd,"Unit 1E & 1F, Mill Fold Way, Ripponden, Sowerby Bridge       HX6 4HS",77348751,"Unit 1E & 1F, Mill Fold Way, Ripponden, Halifax, HX6 4HS",9800
Commcare Uk Ltd,"Unit 1D, Mill Fold Way, Ripponden, Sowerby Bridge       HX6 4HS",77348752,,3950
,"Unit 4b Mill House Works, Mill House Lane, Triangle, HX6 3LN",77352732,,1225
Ryburn Construction Ltd,"Unit 5b Mill House Works, Mill House Lane, Triangle, HX6 3LN",77352731,"Fao Andew L Wickham, 208 Brow Foot Gate Lane, Halifax, HX2 7LS",1325
,"Unit 17B Mill House Works, Mill House Lane, Triangle, Sowerby Bridge       HX6 3LN",77352750,,2350
,"Top Yard, Mill House Works, Mill House Lane, Triangle            HX6 3LN",77352700,,3350
,"Unit 15 Mill House Works, Mill House Lane, Triangle, Sowerby Bridge       HX6 3LN",77352740,,1900
,"Unit 7b, Mill House Works, Triangle, Sowerby Bridge      HX6 3LN",77352722,,770
,"Unit 28, Mill House Works, Mill House Lane, Triangle            HX6 3LN",77352726,,1850
,"Unit 21, Mill House Works, Mill House Lane, Triangle            HX6 3LN",77352713,,2450
We Sell Used Conservatories Ltd,"Unit 12 Mill House Works, Mill House Lane, Triangle, Sowerby Bridge       HX6 3LN",77352739,"Rocky Mount, Wood Bottom Lane, Brighouse, HD6 2QW",1900
,"Unit 32 Mill House Works, Mill House Lane, Triangle, Sowerby Bridge       HX6 3LN",77352746,,1575
,"Unit 24 Mill House Works, Mill House Lane, Triangle, Sowerby Bridge       HX6 3LN",77352745,,1675
,"Unit 28A Mill House Works, Mill House Lane, Triangle, Sowerby Bridge       HX6 3LN",77352737,,1675
,"Unit 7, Mill House Works, Triangle, Sowerby Bridge      HX6 3LN",77352721,,2500
,"Unit 10, Mill House Works, Mill House Lane, Triangle            HX6 3LN",77352701,,2750
,"Unit 37, Mill House Works, Triangle, Sowerby Bridge      HX6 3LN",77352717,,1350
Yorkshire Pine Ltd,"Units 1 & 7a, Mill House Works, Triangle, Sowerby Bridge      HX6 3LN",77352725,,4050
Mill House Furniture Makers Ltd,"Unit 17, Mill House Works, Mill House Lane, Triangle            HX6 3LN",77352710,"15 Savile Drive, Savile Park, Halifax, HX1 2EU",1350
Pearson Builders Ltd,"Unit 14, Mill House Works, Mill House Lane, Triangle            HX6 3LN",77352704,"4 Elm Avenue, Sowerby Bridge, HX6 2HU",1375
,"Unit 8, Mill House Works, Mill House Lane, Triangle            HX6 3LN",77352724,,1625
,"Unofficial Address, 9A Millhouse Works, Mill House Lane, Sowerby Bridge       HX6 3LN",77352752,,1050
,"Unit 30, Mill House Works, Mill House Lane, Triangle            HX6 3LN",77352714,,1750
,"Unit 18, Mill House Works, Mill House Lane, Triangle            HX6 3LN",77352709,,1375
,"Unit 6, Mill House Works, Mill House Lane, Triangle            HX6 3LN",77352720,,1800
,"Unit 34 Mill House Works, Mill House Lane, Triangle, HX6 3LN",77352733,,1575
,"Unit 9 Mill House Works, Mill House Lane, Triangle, HX6 3LN",77352734,,1050
,"270 Queens Road, Halifax, HX1 4NJ",68308807,,3400
,"272 Queens Road, Halifax, HX1 4NJ",68308272,,5400
,"274 Queens Road, Halifax, HX1 4NJ",68308274,,4050
Visage Beauty Salon Ltd,"275 Queens Road, Halifax, HX1 4NS",68308275,"2 Cross Lane, Elland, HX5 0QQ",3550
Opticare Eyecare Specialists Ltd,"276 Queens Road, Halifax, HX1 4NJ",68308276,"1116 Bolton Road, Bradford, West Yorkshire, BD2 4HS",5600
,"278 Queens Road, Halifax, HX1 4NJ",68308278,,7500
,"279 Queens Road, Halifax, HX1 4NS",68308750,,3100
,"284 Queens Road, Halifax, HX1 4NJ",68308284,,5400
,"286 Queens Road, Halifax, HX1 4NJ",68308286,,5900
,"294-296 Queens Road, Halifax, HX1 4NS",68308740,,5900
,"Rear 296 Queens Road, Halifax, HX1 4NS",68308742,,3200
Pennine Taxis Ltd,"296a Queens Road, Halifax, HX1 4NS",68308731,,2950
,"296c Queens Road, Halifax, HX1 4NS",68308733,,2950
,"298 Queens Road, Halifax, HX1 4PJ",68308298,,4400
B J S H Ltd,"Unit 2 Copperwood Court, Queens Road, Halifax, HX1 3NS",68308705,,8700
Lauren James Office Interiors Ltd,"Unit 1 Copperwood Court, Queens Road, Halifax, HX1 3NS",68308701,,8100
Denholt Steel Fabrications Ltd,"Unit 3, Copperwood Court, Queens Road, Halifax             HX1 3NS",68308720,,11500
,"Siddal Place Hotel, Oxford Lane, Siddal, Halifax             HX3 9BJ",68168704,,4000
,"50 Oxford Lane, Siddal, Halifax, HX3 9BJ",68168050,,4350
,"54 Oxford Lane, Siddal, Halifax, HX3 9BJ",68168054,,1950
,"58 Oxford Lane, Siddal, Halifax, HX3 9BJ",68168058,,1550
,"98a Oxford Lane, Siddal, Halifax, HX3 9BJ",68168706,,6500
,"115 Oxford Lane, Siddal, Halifax, HX3 9BJ",68168115,,2800
,"Cemetery Lodge, Paradise Lane, Warley, Halifax             HX2 7SH",68176700,,970
,"Siddal Cricket Club, Park Lane, Siddal, Halifax             HX3 9LE",68196701,,14250
,"2 Park Lane, Siddal, Halifax, HX3 9ED",68196002,,7600
Jet Renewables Ltd,"Land East Of Park Nook Farm, Park Nook, Southowram, Halifax              HX3 9TT",68957701,"8 West Field, West Lane, Southowram, Halifax, HX3 9TU",14000
,"Windmill Tavern, Park Square, Hough, Northowram           HX3 7BZ",68212700,,9700
,"Room 3, 3 Park Street, Sowerby Bridge, HX6 2BF",77697701,,770
,"Room 2, 3 Park Street, Sowerby Bridge, HX6 2BF",77697703,,1425
,"7 Park View, Stainland, Halifax, HX4 9HJ",68220005,,2800
,"44 Parkinson Lane, Halifax, HX1 3XL",68224044,,2700
,"46 Parkinson Lane, Halifax, HX1 3XL",68224046,,4600
,"48 Parkinson Lane, Halifax, HX1 3XL",68224708,,2550
,"55 Parkinson Lane, Halifax, HX1 3XL",64232002,,3350
,"86 Parkinson Lane, Halifax, HX1 3QH",68224086,,3450
,"94 Parkinson Lane, Halifax, HX1 3QH",68224094,,4150
Gamesave U.K Ltd,"35 Southgate, Halifax, HX1 1DL",68652035,,7700
,"39 Southgate, Halifax, HX1 1DL",68652039,,7200
,"3a Southgate House, Southgate, Halifax, HX1 1DE",68656700,,9200
,"8 Southgate House, Southgate, Halifax, HX1 1DE",68656008,,9500
,"Unit 1, Spring Hall Works, Coventry Street, Halifax              HX2 0BX",64903701,,4050
,"Empty, 98-100 Spring Hall Lane, Halifax, HX1 4TW",68679703,,2650
Regimental Museum Trust Of Duke Of Wellington Regiment Wr,"Duke Wellingtons Regiment Hq, Wellesley Park, Gibbet Street, Halifax             HX2 0BA",68680714,"F.A.O.Andy Gray, Business Rates Team, Gva Grimley Ltd, 3 Brindley Place, Birmingham, B1 2JB",9200
,"Unit 4, Spring Hall Works, Coventry Street, Halifax              HX2 0BX",64903704,,4350
,"Unit 5, Spring Hall Works, Coventry Street, Halifax              HX2 0BX",64903705,,3600
,"9 Spring Hall Lane, Halifax, HX1 4TX",68680009,,2200
,"10 Spring Hall Lane, Halifax, HX1 4TX",68680010,,2250
,"98-100 Spring Hall Lane, Halifax, HX1 4TW",68679704,,10500
Stocks Residential Properties Ltd,"151 Spring Hall Lane, Halifax, HX1 4TN",68680151,"C/O Mr Martyn Stocks, 14 Norton Tower, Halifax, HX2 0NG",5000
,"161 Spring Hall Lane, Halifax, HX1 4TN",68679161,,4750
,"28 Spring Hall Place, Halifax, HX1 4TF",68688028,,3850
,"9 Square, Bradford Road, Northowram, Halifax              HX3 7HW",68704009,,3950
Candelwick Ltd,"12 Square, Halifax, HX1 1RJ",68700012,,11250
,"Square Road, Halifax, HX1 1QG",68708719,,4000
,"Unit 6 & 6A, 25 Square Road, Halifax, HX1 1QG",68708028,,10000
Babyballet Halifax Ltd,"Unit 2, 25 Square Road, Halifax, HX1 1QG",68708706,"9 Cranmer Gardens, Meltham, Huddersfield, HD9 4BS",13500
Kja Halifax Ltd,"1ST Floor, Berwick Mill, Berwick Street, Halifax              HX1 1QG",64244707,"1st Floor, Berwick Mill, Berwick Street, Halifax, HX1 1QG",10500
Nutclough Mill Ltd,"Unit 8, Caldene Business Park, Burnley Road, Mytholmroyd          HX7 5QJ",76088830,"3 Richmond House, Caldene Business Park, Mytholmroyd, Hebden Bridge, HX7 5QJ",3800
The Slightly Foxed Brewing Company Limited,"2 Richmond House, Caldene Business Park, Burnley Road, Mytholmroyd          HX7 5QJ",76088879,"Fao Matthew Bell, Higher Underbank House, Charlestown, Hebden Bridge, West Yorkshire, HX7 6PS",5000
,"Unit 4, Hawksclough Industrial Est., Burnley Road, Mytholmroyd          HX7 5AD",76088875,,7600
,"Portacabin, Moderna Business Park, Burnley Road, Mytholmroyd          HX7 5QQ",76088896,,770
,"Unit 15A Moderna Business Pk, Burnley Road, Mytholmroyd, Hebden Bridge        HX7 5QQ",76088846,,10750
Checkpoint Car Care Ltd,"Unit 15B Moderna Business Pk, Burnley Road, Mytholmroyd, Hebden Bridge        HX7 5QQ",76088866,,12500
,"12A Moderna Business Park, Burnley Road, Mytholmroyd, Hebden Bridge        HX7 5QQ",76252819,,12000
Springhill Water Services Ltd,"Unit 15C, Moderna Business Park, Burnley Road, Mytholmroyd          HX7 5QQ",76088821,"Unit 15c, Moderna Business Park, Burnley Road, Mytholmroyd, HX7 5QQ",11500
,"23 Wharf Street, Sowerby Bridge, HX6 2LA",77652023,,7500
,"24 Wharf Street, Sowerby Bridge, HX6 2AE",77652024,,3300
,"26 Wharf Street, Sowerby Bridge, HX6 2AE",77652026,,3800
,"27 Wharf Street, Sowerby Bridge, HX6 2LA",77652027,,6500
,"28 Wharf Street, Sowerby Bridge, HX6 2AE",77652028,,2700
,"29 Wharf Street, Sowerby Bridge, HX6 2LA",77652029,,5000
,"32 Wharf Street, Sowerby Bridge, HX6 2AE",77652742,,3900
,"40 Wharf Street, Sowerby Bridge, HX6 2AE",77652733,,3450
,"41 Wharf Street, Sowerby Bridge, HX6 2LB",77652041,,3900
,"41a Wharf Street, Sowerby Bridge, HX6 2LB",77652717,,2900
,"43 Wharf Street, Sowerby Bridge, HX6 2LB",77652043,,3900
,"45 Wharf Street, Sowerby Bridge, HX6 2LB",77652045,,3550
,"47 Wharf Street, Sowerby Bridge, HX6 2LB",77652047,,2550
,"48 Wharf Street, Sowerby Bridge, HX6 2AE",77652758,,4850
Coversure Insurance Services (Halifax) Ltd,"50 Wharf Street, Sowerby Bridge, HX6 2AE",77652050,,3450
,"52 Wharf Street, Sowerby Bridge, HX6 2AE",77652052,,5000
Ideal Boats Company Ltd,"Garage, Vale Street, Todmorden, OL14 5HG",78500702,"Woodbottom Mill, Hollins Road, Walsden, Todmorden, OL14 6PG",4100
,"Vale Street, Todmorden, OL14 5HG",78500700,,3800
,"Unit 1C Crow Carr Ings Mill, Vale Street, Todmorden, OL14 5HG",78500718,,6300
,"Victoria Road, Todmorden, OL14 5LP",78504700,,1100
,"Ambulance Hall, Victoria Road, Todmorden, OL14 5LP",78504702,,3700
,"Adj Vulcan Street, Walsden, Todmorden, OL14 6SG",78505700,,2075
,"11 Water Street, Todmorden, OL14 5AB",78508011,,3700
,"13 Water Street, Todmorden, OL14 5AB",78508705,,9500
,"15 Water Street, Todmorden, OL14 5AB",78508015,,6000
,"16 Water Street, Todmorden, OL14 5AB",78508016,,2375
,"17 Water Street, Todmorden, OL14 5AB",78508017,,5300
,"20 Water Street, Todmorden, OL14 5AB",78508020,,2250
,"21 Water Street, Todmorden, OL14 5AB",78508021,,3850
,"22 Water Street, Todmorden, OL14 5AB",78508022,,2100
Blackbird Bar & Kitchen Ltd,"23 Water Street, Todmorden, OL14 5AB",78508023,,5400
,"24 Water Street, Todmorden, OL14 5AB",78508024,,2175
,"25 Water Street, Todmorden, OL14 5AB",78508025,,3600
,"27 Water Street, Todmorden, OL14 5AB",78508027,,6100
Todmorden Community Brass Band,"Todmorden Community, Brass Band, Wellington Road, Todmorden           OL14 5EH",78516701,"C/O Elizabeth Hinchcliffe, 15 Rosebery Street, Todmorden, OL14 8LS",1775
,"1A Wellington Road, Todmorden, OL14 5HL",78516702,,2950
,"31 Wellington Road, Todmorden, OL14 5HN",78516031,,3950
,"Store Ref 1, West Street, Todmorden, OL14 5HY",78520705,,1750
,"Store Ref 2 & 3, West Street, Todmorden, OL14 5HY",78520704,,1800
,"4 West Street, Todmorden, OL14 5HY",78520702,,940
Todmorden United Services Club Ltd,"Temple Buildings, White Hart Fold, Todmorden, OL14 7BD",78524700,,3250
,"5 White Hart Fold, Todmorden, OL14 7BD",78524701,,5700
Harmsworth Townley & Co Ltd,"Melting Pot Glass Works, White Hart Fold, Todmorden, OL14 7BD",78524703,"The Melting Pot, White Hart Fold, Todmorden, Lancashire, OL14 7BD",8600
White Rabbit3 Ltd,"1 White Hart Fold, Todmorden, OL14 7BD",78524704,,4950
,"6 White Hart Fold, Todmorden, OL14 8JR",78452006,,2200
Bright Button Nursery Limited,"5 Winterbutlee Road, Todmorden, OL14 7QT",78530005,,7800
,"61 Wharf Street, Sowerby Bridge, HX6 2AF",77652752,,5400
,"63 Wharf Street, Sowerby Bridge, HX6 2AF",77652063,,4550
,"65 Wharf Street, Sowerby Bridge, HX6 2AF",77652065,,4500
,"76 Wharf Street, Sowerby Bridge, HX6 2AF",77652076,,6100
,"78 Wharf Street, Sowerby Bridge, HX6 2AF",77652078,,2900
,"86 Wharf Street, Sowerby Bridge, HX6 2AF",77652086,,3150
,"88 Wharf Street, Sowerby Bridge, HX6 2AF",77652088,,4650
Gough Chiropratic Ltd,"90 Wharf Street, Sowerby Bridge, HX6 2AF",77652090,,9100
,"5 Regent Parade, Wharf Street, Sowerby Bridge, HX6 2HG",77444704,,5100
,"218 Burnley Road, Todmorden, OL14 8EA",78076757,,2950
Trufoods (Uk) Limited,"23 Ashenhurst Road, Todmorden, OL14 8EB",78012023,"21a Ashenhurst Road, Todmorden, OL14 8EB",2300
Calder Valley Commercial Services Ltd,"The Wash House, 12 Back North Street, Todmorden, OL14 7BD",78016012,"Fao Mr Riggs, 12 Back North Street, Todmorden, OL14 7BD",850
P & M Services Ltd,"Stoneswood Mill, Bacup Road, Todmorden, OL14 7HG",78024702,"New House, Colden, Hebden Bridge, HX7 7HD",6800
,"Gauxholme Mill, Bacup Road, Todmorden, OL14 7PN",78024700,,2850
,"Gauxholme Saw Mills, Bacup Road, Todmorden, OL14 7PN",78024708,,7000
Warby Ltd,"Masons Arms, 1 Bacup Road, Todmorden, OL14 7PN",78024722,,7500
,"Owler Mill, Bacup Road, Todmorden, OL14 7HL",78024710,,5900
Rs Motorcycles (Halifax) Ltd,"South Grain Farm, Bacup Road, Todmorden, OL14 7HT",78027727,"South Grain Farm, Bacup Road, Todmorden, Lancs, OL14 7HT",8800
Industrial Supplies Todmorden Ltd,"St Aidans Works, Bacup Road, Todmorden, OL14 7PJ",78024714,"Part 1st Floor, St Aidans Works, Bacup Road, Todmorden, OL14 7PJ",6500
,"Unit 1A, Queens Road Works, Queens Road, Halifax              HX1 3XY",68308825,,4900
,"Unit 1 Queens Road Works, Queens Road, Halifax, HX1 3XY",68308829,,4750
,"Unit 1B Queens Road Works, Queens Road, Halifax, HX1 3XY",68308830,,4100
,"Unit 3/4 Queens Road Works, Queens Road, Halifax, HX1 3XX",68308773,,13000
,"Raglan Street, Halifax, HX1 5QZ",68316708,,6900
,"Adj 23 Rake Bank, Crag Lane, Wheatley, Halifax              HX2 8UA",64712701,,5400
Precise Networking Solutions Ltd,"2/4 Ramsden Street, Wheatley, Halifax, HX3 5JE",68324702,,11000
,"Centenary Works, Ramsden Street, Wheatley, Halifax             HX3 5JB",68324700,,2950
,"8 Victoria Street, Greetland, Halifax, HX4 8DF",69204008,,2350
The Cake Emporium Ltd,"Bbw Business Cent. Base & Gf, 12 Wade House Road, Shelf, Halifax              HX3 7PB",69216733,,5200
,"Adj 9 Wade House Road, Shelf, Halifax, HX3 7PF",69216718,,5400
,"1 Wade House Road, Shelf, Halifax, HX3 7PF",69216717,,8800
,"9 Wade House Road, Shelf, Halifax, HX3 7PF",69216009,,6200
,"Grove House, 9a Wade House Road, Shelf, Halifax             HX3 7PF",69216709,,8000
,"Ground Floor, 10A Wade House Road, Shelf, Halifax              HX3 7PE",69216735,,6800
,"First And Second Floor, 10A Wade House Road, Shelf, Halifax              HX3 7PE",69216734,,3650
