Framework,Supplier,Customer,Parent Department,Customer Invoice Number,Date Booked,Booking Method,Ticket Price ex VAT,Number of Travellers,Total Cost ex VAT,Ticket Type,Ticket Single or Return,Travel Class,Travel Date,Miles Travelled,Journey Start Point,Journey Finish Point,Destination Country,Air Carrier
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6311440.00,40690.00,Offline,804.43,1.00,804.43,Pub Unrestrict,Single,Economy,40765.00,5539.00,LHR,MEX,MEXICO,BRITISH AIRWAYS
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6311436.00,40690.00,Offline,804.43,1.00,804.43,Pub Unrestrict,Single,Economy,40765.00,5539.00,LHR,MEX,MEXICO,BRITISH AIRWAYS
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6316690.00,40708.00,Offline,1680.80,1.00,1680.80,Pub Unrestrict,Return,Economy,40713.00,1676.00,LHR,BTS,SLOVAKIA,BRITISH AIRWAYS
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6317738.00,40710.00,Offline,536.43,1.00,536.43,Pub Restrict,Single,Economy,40773.00,8134.00,LHR,SIN,SINGAPORE,SINGAPORE AIRLINES
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6320991.00,40718.00,Offline,1125.03,1.00,1125.03,Pub Restrict,Return,Economy,40761.00,8080.00,LHR,EBB,UGANDA,BRITISH AIRWAYS
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6316361.00,40630.00,Offline,183.00,-1.00,-183.00,Pub Unrestrict,Return,Economy,40674.00,-2266.00,KUL,CNX,THAILAND,THAI AIRWAYS INTERNATIONAL
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6316965.00,40702.00,Offline,463.02,1.00,463.02,Pub Restrict,Single,Business Class,40733.00,1302.00,LHR,CMN,MOROCCO,BMI
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6317735.00,40710.00,Offline,2113.49,1.00,2113.49,Pub Unrestrict,Return,Business Class,40719.00,12686.00,MAN,BKK,THAILAND,TURKISH AIRLINES
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6311437.00,40690.00,Offline,659.43,1.00,659.43,Pub Unrestrict,Single,Economy,40765.00,5539.00,LHR,MEX,MEXICO,BRITISH AIRWAYS
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6315345.00,40703.00,Offline,1785.83,1.00,1785.83,Pub Restrict,Return,Economy,40716.00,8510.00,LHR,NBO,KENYA,BRITISH AIRWAYS
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6318119.00,40709.00,Offline,2077.73,1.00,2077.73,Net,Return,Premium Economy,40721.00,10241.00,LHR,SEA,UNITED STATES,BRITISH AIRWAYS
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6319784.00,40715.00,Offline,750.63,1.00,750.63,Pub Restrict,Single,Economy,40719.00,6085.00,LHR,TPE,TAIWAN,EVA AIRWAYS
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6319784.00,40715.00,Offline,241.60,1.00,241.60,Pub Unrestrict,Single,Economy,40726.00,502.00,TPE,HKG,HONG KONG,CHINA AIRLINES
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6315220.00,40703.00,Offline,376.20,1.00,376.20,Pub Restrict,Single,Economy,40711.00,333.00,BRU,MAN,UNITED KINGDOM,BRUSSELS AIRLINES
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6320424.00,40716.00,Offline,590.00,1.00,590.00,Pub Restrict,Single,Economy,40818.00,5018.00,CCS,LHR,UNITED KINGDOM,TAP AIR PORTUGAL
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6313684.00,40700.00,Offline,671.71,1.00,671.71,Pub Unrestrict,Single,Economy,40712.00,4708.00,LGW,MBJ,JAMAICA,VIRGIN ATLANTIC
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6319369.00,40710.00,Offline,188.20,1.00,188.20,Pub Restrict,Return,Economy,40720.00,760.00,BKK,RGN,MYANMAR UNION,BANGKOK AIRWAYS
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6319371.00,40711.00,Offline,605.30,1.00,605.30,Pub Unrestrict,Single,Economy,40727.00,2329.00,HKG,DEL,INDIA,CATHAY PACIFIC AIRWAYS
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6319372.00,40709.00,Offline,2451.92,1.00,2451.92,Pub Restrict,Return,Business Class,40727.00,13925.00,LHR,KUL,MALAYSIA,EMIRATES
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6321896.00,40722.00,Offline,938.93,1.00,938.93,Pub Restrict,Return,Economy,40735.00,13536.00,LHR,SIN,SINGAPORE,SINGAPORE AIRLINES
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6316736.00,40708.00,Offline,805.83,1.00,805.83,Pub Restrict,Return,Economy,40747.00,8972.00,LHR,BOM,INDIA,JET AIRWAYS
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6317733.00,40710.00,Offline,590.13,1.00,590.13,Pub Restrict,Return,Economy,40740.00,8374.00,LHR,DEL,INDIA,AIR INDIA
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6322057.00,40723.00,Offline,664.13,1.00,664.13,Pub Unrestrict,Return,Economy,40727.00,4394.00,LHR,CAI,EGYPT,EGYPTAIR
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6312879.00,40694.00,Offline,2771.83,1.00,2771.83,Pub Unrestrict,Return,Business Class,40712.00,12674.00,LHR,RGN,MYANMAR UNION,THAI AIRWAYS INTERNATIONAL
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6324413.00,40702.00,Offline,0.00,0.00,0.00,Pub Unrestrict,Return,Premium Economy,40759.00,0.00,MAN,DEL,INDIA,AIR FRANCE
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6330772.00,40748.00,Offline,0.00,1.00,0.00,Pub Restrict,Single,Economy,40822.00,439.00,MEL,SYD,AUSTRALIA,QANTAS AIRWAYS
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6323936.00,40576.00,Offline,15.00,1.00,15.00,Pub Unrestrict,Return,Economy,40759.00,7734.00,REL,LGW,UNITED KINGDOM,AEROLINEAS ARGENTINAS
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6328941.00,40744.00,Offline,38.50,1.00,38.50,Low Cost,Single,Economy,40816.00,251.00,BOM,IXG,INDIA,Kingfisher Airlines
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6324584.00,40647.00,Offline,60.00,1.00,60.00,Pub Unrestrict,Return,Economy,40785.00,1584.00,LHR,VIE,AUSTRIA,BRITISH AIRWAYS
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6329639.00,40741.00,Offline,75.00,0.00,75.00,Pub Restrict,Return,Economy,40762.00,0.00,LHR,KUL,MALAYSIA,ETIHAD AIRWAYS
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6328214.00,40741.00,Offline,80.21,1.00,80.21,Pub Restrict,Single,Economy,40781.00,644.00,LGW,VRN,ITALY,BRITISH AIRWAYS
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6330771.00,40748.00,Offline,93.00,1.00,93.00,Pub Restrict,Return,Economy,40803.00,21771.00,MAN,MEL,AUSTRALIA,EMIRATES
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6325004.00,40576.00,Offline,100.00,1.00,100.00,Pub Unrestrict,Single,Economy,40747.00,5884.00,GRU,LHR,UNITED KINGDOM,BRITISH AIRWAYS
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6323080.00,40727.00,Offline,112.24,1.00,112.24,Low Cost,Single,Economy,40743.00,757.00,LGW,MAD,SPAIN,EASYJET
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6332337.00,40755.00,Offline,117.10,1.00,117.10,Pub Restrict,Return,Economy,40857.00,1218.00,LHR,CPH,DENMARK,BRITISH AIRWAYS
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6327936.00,40741.00,Offline,124.72,1.00,124.72,Low Cost,Single,Economy,40734.00,891.00,MAD,LPL,UNITED KINGDOM,EASYJET
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6327937.00,40730.00,Offline,129.54,-1.00,-129.54,Low Cost,Single,Economy,40734.00,-891.00,MAD,LPL,UNITED KINGDOM,EASYJET
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6330818.00,40748.00,Offline,130.50,1.00,130.50,Pub Restrict,Single,Economy,40822.00,439.00,MEL,SYD,AUSTRALIA,QANTAS AIRWAYS
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6326508.00,40465.00,Offline,149.00,0.00,149.00,Pub Restrict,Single,Economy,40771.00,0.00,PEK,LHR,UNITED KINGDOM,BRITISH AIRWAYS
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6330821.00,40748.00,Offline,161.50,1.00,161.50,Pub Restrict,Single,Economy,40822.00,439.00,MEL,SYD,AUSTRALIA,QANTAS AIRWAYS
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6330786.00,40748.00,Offline,161.50,1.00,161.50,Pub Restrict,Single,Economy,40822.00,439.00,MEL,SYD,AUSTRALIA,QANTAS AIRWAYS
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6332148.00,40754.00,Offline,193.99,1.00,193.99,Pub Restrict,Return,Economy,40762.00,664.00,LHR,EDI,UNITED KINGDOM,BMI
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6324035.00,40576.00,Offline,208.00,0.00,208.00,Pub Restrict,Single,Economy,40760.00,0.00,EZE,LGW,UNITED KINGDOM,AIR EUROPA
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6326489.00,40647.00,Offline,229.10,-1.00,-229.10,Pub Restrict,Return,Economy,40724.00,-458.00,BTS,PRG,CZECH REPUBLIC,CZECH AIRLINES
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6322979.00,40727.00,Offline,253.20,1.00,253.20,Pub Restrict,Return,Economy,40790.00,1116.00,PEK,ICN,KOREA REPUBLIC,KOREAN AIR
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6323195.00,40727.00,Offline,287.99,1.00,287.99,Pub Restrict,Return,Economy,40802.00,1236.00,MAN,CPH,DENMARK,SAS SCANDINAVIAN AIRLINES
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6331642.00,40751.00,Offline,292.20,1.00,292.20,Pub Unrestrict,Single,Economy,40817.00,1049.00,HKG,BKK,THAILAND,CATHAY PACIFIC AIRWAYS
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6330423.00,40751.00,Offline,307.53,1.00,307.53,Pub Unrestrict,Return,Economy,40766.00,3124.00,LHR,IST,TURKEY,TURKISH AIRLINES
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6328574.00,40699.00,Offline,311.82,-1.00,-311.82,Pub Restrict,Return,Economy,40716.00,-4394.00,LHR,CAI,EGYPT,BMI
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6328013.00,40739.00,Offline,325.13,1.00,325.13,Pub Unrestrict,Single,Economy,40815.00,4486.00,LHR,BOM,INDIA,AIR INDIA
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6326640.00,40738.00,Offline,331.10,1.00,331.10,Pub Restrict,Single,Economy,40741.00,1208.00,NBO,KRT,SUDAN,KENYA AIRWAYS
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6332257.00,40755.00,Offline,341.02,1.00,341.02,Pub Restrict,Single,Economy,40769.00,2197.00,LHR,CAI,EGYPT,BMI
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6332216.00,40755.00,Offline,352.29,1.00,352.29,Pub Restrict,Return,Economy,40788.00,3283.00,MAN,BAH,BAHRAIN,TURKISH AIRLINES
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6324246.00,40730.00,Offline,353.92,1.00,353.92,Pub Restrict,Return,Economy,40893.00,4408.00,EDI,LPA,SPAIN,BRITISH AIRWAYS
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6326830.00,40738.00,Offline,376.00,1.00,376.00,Low Cost,Return,Economy,40745.00,794.00,BSB,SDU,BRAZIL,HAHN AIR
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6323283.00,40727.00,Offline,409.16,1.00,409.16,Pub Restrict,Return,Economy,40729.00,3542.00,STN,ESB,TURKEY,TURKISH AIRLINES
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6325612.00,40733.00,Offline,415.20,1.00,415.20,Pub Restrict,Single,Economy,40796.00,922.00,MIA,DCA,UNITED STATES,AMERICAN AIRLINES
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6328589.00,40741.00,Offline,434.13,1.00,434.13,Pub Restrict,Return,Economy,40755.00,3124.00,LHR,IST,TURKEY,TURKISH AIRLINES
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6331941.00,40753.00,Offline,463.18,1.00,463.18,Pub Unrestrict,Return,Economy,40758.00,626.00,BHD,LHR,UNITED KINGDOM,BMI
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6326192.00,40731.00,Offline,463.39,1.00,463.39,Pub Restrict,Single,Economy,40785.00,6813.00,MAN,SIN,SINGAPORE,SINGAPORE AIRLINES
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6331995.00,40754.00,Offline,475.23,1.00,475.23,Pub Restrict,Return,Economy,40811.00,6664.00,KRT,LHR,UNITED KINGDOM,TURKISH AIRLINES
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6330634.00,40751.00,Offline,477.73,1.00,477.73,Pub Restrict,Return,Economy,40811.00,6664.00,KRT,LHR,UNITED KINGDOM,TURKISH AIRLINES
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6330638.00,40751.00,Offline,477.73,1.00,477.73,Pub Restrict,Return,Economy,40811.00,6664.00,KRT,LHR,UNITED KINGDOM,TURKISH AIRLINES
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6326615.00,40737.00,Offline,545.63,1.00,545.63,Pub Restrict,Single,Economy,40776.00,6513.00,LHR,HKG,HONG KONG,CATHAY PACIFIC AIRWAYS
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6324976.00,40643.00,Offline,554.94,-1.00,-554.94,Pub Restrict,Single,Economy,40700.00,-5457.00,EDI,LLW,MALAWI,KLM-ROYAL DUTCH AIRLINES
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6323387.00,40727.00,Offline,575.86,1.00,575.86,Pub Restrict,Return,Economy,40817.00,11434.00,NCL,DAC,BANGLADESH,EMIRATES
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6325384.00,40591.00,Offline,592.97,-1.00,-592.97,Pub Restrict,Return,Economy,40597.00,-2942.00,LHR,TIP,LIBYAN ARAB JAMAHIRIYIA,BRITISH AIRWAYS
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6326708.00,40738.00,Offline,606.89,1.00,606.89,Pub Restrict,Single,Economy,40741.00,3141.00,LHR,KRT,SUDAN,LUFTHANSA GERMAN AIRLINES
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6325916.00,40733.00,Offline,615.56,1.00,615.56,Pub Restrict,Return,Economy,40824.00,11434.00,NCL,DAC,BANGLADESH,EMIRATES
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6325188.00,40733.00,Offline,627.53,1.00,627.53,Pub Restrict,Return,Economy,40734.00,6792.00,LHR,DMM,SAUDI ARABIA,QATAR AIRWAYS
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6322746.00,40725.00,Offline,663.93,1.00,663.93,Pub Restrict,Return,Economy,40730.00,8374.00,LHR,DEL,INDIA,JET AIRWAYS
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6323791.00,40730.00,Offline,685.93,1.00,685.93,Pub Restrict,Return,Economy,40749.00,8972.00,LHR,BOM,INDIA,JET AIRWAYS
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6328313.00,40711.00,Offline,690.83,-1.00,-690.83,Pub Restrict,Return,Economy,40749.00,-8972.00,LHR,BOM,INDIA,JET AIRWAYS
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6325459.00,40733.00,Offline,701.23,1.00,701.23,Pub Unrestrict,Return,Premium Economy,40762.00,8374.00,LHR,DEL,INDIA,BRITISH AIRWAYS
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6326524.00,40738.00,Offline,701.23,1.00,701.23,Pub Unrestrict,Return,Premium Economy,40759.00,8374.00,LHR,DEL,INDIA,BRITISH AIRWAYS
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6328604.00,40740.00,Offline,705.00,1.00,705.00,Pub Unrestrict,Return,Business Class,40751.00,3915.00,RGN,ICN,KOREA REPUBLIC,MALAYSIA AIRLINES
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6326151.00,40733.00,Offline,732.59,1.00,732.59,Pub Restrict,Single,Economy,40747.00,4840.00,MAN,ATQ,INDIA,QATAR AIRWAYS
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6322794.00,40724.00,Offline,736.60,1.00,736.60,Pub Unrestrict,Single,Economy,40732.00,2872.00,SIN,ICN,KOREA REPUBLIC,SINGAPORE AIRLINES
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6332127.00,40755.00,Offline,748.13,1.00,748.13,Pub Restrict,Return,Economy,40803.00,12480.00,LHR,HRE,ZIMBABWE,SOUTH AFRICAN AIRWAYS
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6327013.00,40739.00,Offline,756.40,-1.00,-756.40,Pub Restrict,Return,Economy,40751.00,-7951.00,BHX,BKI,MALAYSIA,EMIRATES
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6326509.00,40671.00,Offline,762.80,-1.00,-762.80,Pub Restrict,Return,Business Class,40714.00,-2096.00,EVN,DME,RUSSIA,S7 AIRLINES
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6324848.00,40732.00,Offline,768.10,1.00,768.10,Pub Restrict,Return,Economy,40759.00,6970.00,BHX,DXB,UNITED ARAB EMIRATES,EMIRATES
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6326499.00,40656.00,Offline,773.13,-1.00,-773.13,Pub Restrict,Single,Economy,40710.00,-3550.00,LHR,YYZ,CANADA,AIR CANADA
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6332347.00,40751.00,Offline,796.60,1.00,796.60,Pub Restrict,Return,Economy,40789.00,10290.00,BHX,PEK,CHINA,KLM-ROYAL DUTCH AIRLINES
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6325432.00,40733.00,Offline,814.90,1.00,814.90,Pub Restrict,Return,Economy,40741.00,6712.00,MAN,ABV,NIGERIA,LUFTHANSA GERMAN AIRLINES
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6329910.00,40744.00,Offline,815.23,1.00,815.23,Pub Restrict,Single,Economy,40771.00,5698.00,LHR,MEX,MEXICO,AMERICAN AIRLINES
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6330815.00,40748.00,Offline,827.90,1.00,827.90,Pub Restrict,Return,Economy,40803.00,21771.00,MAN,MEL,AUSTRALIA,EMIRATES
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6328476.00,40741.00,Offline,855.23,1.00,855.23,Pub Restrict,Return,Economy,40762.00,13812.00,LHR,KUL,MALAYSIA,ETIHAD AIRWAYS
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6328680.00,40741.00,Offline,855.23,1.00,855.23,Pub Restrict,Return,Economy,40762.00,13812.00,LHR,KUL,MALAYSIA,ETIHAD AIRWAYS
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6330095.00,40747.00,Offline,893.73,1.00,893.73,Pub Restrict,Return,Economy,40789.00,11496.00,LHR,PVG,CHINA,BRITISH AIRWAYS
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6330094.00,40747.00,Offline,893.73,1.00,893.73,Pub Restrict,Return,Economy,40789.00,11496.00,LHR,PVG,CHINA,BRITISH AIRWAYS
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6331700.00,40752.00,Offline,918.23,1.00,918.23,Pub Restrict,Return,Economy,40766.00,11496.00,LHR,PVG,CHINA,VIRGIN ATLANTIC
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6331703.00,40752.00,Offline,918.23,1.00,918.23,Pub Restrict,Return,Economy,40766.00,11496.00,LHR,PVG,CHINA,VIRGIN ATLANTIC
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6323191.00,40726.00,Offline,923.83,1.00,923.83,Pub Unrestrict,Return,Economy,40783.00,10144.00,LHR,PEK,CHINA,BRITISH AIRWAYS
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6325200.00,40731.00,Offline,961.33,1.00,961.33,Pub Restrict,Return,Economy,40745.00,9314.00,LHR,KRT,SUDAN,QATAR AIRWAYS
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6325329.00,40731.00,Offline,961.33,1.00,961.33,Pub Restrict,Return,Economy,40745.00,9314.00,LHR,KRT,SUDAN,QATAR AIRWAYS
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6327616.00,40738.00,Offline,962.33,1.00,962.33,Pub Restrict,Single,Economy,40749.00,7611.00,LHR,BKI,MALAYSIA,MALAYSIA AIRLINES
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6331697.00,40752.00,Offline,1007.23,1.00,1007.23,Pub Restrict,Return,Economy,40766.00,10820.00,LHR,PVG,CHINA,VIRGIN ATLANTIC
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6324241.00,40730.00,Offline,1085.90,1.00,1085.90,Pub Restrict,Return,Economy,40895.00,10908.00,CCS,LPA,SPAIN,IBERIA
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6330816.00,40748.00,Offline,1091.90,1.00,1091.90,Pub Restrict,Return,Economy,40803.00,21771.00,MAN,MEL,AUSTRALIA,EMIRATES
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6330817.00,40748.00,Offline,1091.90,1.00,1091.90,Pub Restrict,Return,Economy,40803.00,21771.00,MAN,MEL,AUSTRALIA,EMIRATES
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6330722.00,40748.00,Offline,1091.90,1.00,1091.90,Pub Restrict,Return,Economy,40803.00,21771.00,MAN,MEL,AUSTRALIA,EMIRATES
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6327083.00,40731.00,Offline,1167.94,1.00,1167.94,Pub Restrict,Return,Economy,40833.00,10574.00,EDI,CCS,VENEZUELA,AIR FRANCE
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6331864.00,40752.00,Offline,1293.33,1.00,1293.33,Pub Unrestrict,Return,Economy,40759.00,6894.00,LHR,JFK,UNITED STATES,BRITISH AIRWAYS
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6332010.00,40754.00,Offline,1330.13,1.00,1330.13,Pub Unrestrict,Return,Premium Economy,40778.00,8374.00,LHR,DEL,INDIA,VIRGIN ATLANTIC
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6324242.00,40730.00,Offline,1351.44,1.00,1351.44,Pub Restrict,Return,Economy,40890.00,10574.00,CCS,EDI,UNITED KINGDOM,AIR FRANCE
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6324289.00,40726.00,Offline,1405.93,1.00,1405.93,Pub Unrestrict,Return,Economy,40751.00,6224.00,LHR,LOS,NIGERIA,BRITISH AIRWAYS
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6322939.00,40726.00,Offline,1427.93,1.00,1427.93,Pub Unrestrict,Return,Business Class,40731.00,7716.00,LHR,ADD,ETHIOPIA,TURKISH AIRLINES
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6330730.00,40751.00,Offline,1530.10,1.00,1530.10,Pub Restrict,Return,Business Class,40769.00,8698.00,MAN,DEL,INDIA,LUFTHANSA GERMAN AIRLINES
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6327232.00,40737.00,Offline,1540.23,1.00,1540.23,Pub Restrict,Single,Premium Economy,40757.00,5698.00,LHR,MEX,MEXICO,BRITISH AIRWAYS
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6324157.00,40730.00,Offline,1637.23,1.00,1637.23,Pub Restrict,Return,Premium Economy,40738.00,8374.00,LHR,DEL,INDIA,VIRGIN ATLANTIC
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6328156.00,40738.00,Offline,1650.11,1.00,1650.11,Pub Restrict,Return,Business Class,40759.00,10009.00,LGW,MAA,INDIA,EMIRATES
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6330780.00,40751.00,Offline,1885.00,1.00,1885.00,Pub Restrict,Single,Economy,40757.00,8661.00,BOG,KWI,KUWAIT,KLM-ROYAL DUTCH AIRLINES
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6332335.00,40755.00,Offline,2111.73,1.00,2111.73,Pub Restrict,Return,Premium Economy,40772.00,7342.00,LHR,IAD,UNITED STATES,BRITISH AIRWAYS
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6326415.00,40703.00,Offline,2151.13,-1.00,-2151.13,Pub Restrict,Return,Premium Economy,40731.00,-8374.00,LHR,DEL,INDIA,BRITISH AIRWAYS
