Organisation Name,Dept,Service Cat Label,Purpose of Spend,Supplier,Supplier Reference,Pay Date,Transaction Number,Net Amount,Grant to VCSE?,Charity Number,Card Transaction,Irrecoverable VAT
Pendle Borough Council,Parks & Recreation Services,Supplies and Services,EFM : Other Equipment,SHORROCK TRICHEM,A0042464, 20/08/2015,PCO0264184,38.37,No,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Supplies and Services,EFM : Other Equipment,SHORROCK TRICHEM,A0042464, 20/08/2015,PCO0264184,142.64,No,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Supplies and Services,EFM : Other Equipment,SHORROCK TRICHEM,A0042464, 20/08/2015,PCO0264184,76.74,No,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Supplies and Services,EFM : Other Equipment,SHORROCK TRICHEM,A0042464, 20/08/2015,PCO0264184,115.11,No,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Supplies and Services,EFM : Other Equipment,SHORROCK TRICHEM,A0042464, 20/08/2015,PCO0264184,38.37,No,N/A,N,N/A
Pendle Borough Council,Operational Services,Supplies and Services,Sub-Contractors,S M SHEPHERD BUILDING CONTRACTORS,A0044037, 20/08/2015,OPS0264154,236,No,N/A,N,N/A
Pendle Borough Council,Operational Services,Supplies and Services,Sub-Contractors,S M SHEPHERD BUILDING CONTRACTORS,A0044037, 20/08/2015,OPS0264154,236,No,N/A,N,N/A
Pendle Borough Council,Operational Services,,Paid in the Year,S M SHEPHERD BUILDING CONTRACTORS,A0044037, 20/08/2015,OPS0264147,160,No,N/A,N,N/A
Pendle Borough Council,Operational Services,,Paid in the Year,S M SHEPHERD BUILDING CONTRACTORS,A0044037, 20/08/2015,OPS0264147,200,No,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,Electricity,E.ON UK PLC,A0044040, 13/08/2015,EST0263998,253.69,No,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,Electricity,NPOWER LTD,A0044051, 20/08/2015,EST0264218,192.11,No,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Transport Related Expense,Tprt : Repairs : General,KEOGHS SOLICITORS,A0044270, 27/08/2015,PCO0264244,-1480.5,No,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Transport Related Expense,Tprt : Repairs : General,KEOGHS SOLICITORS,A0044270, 27/08/2015,PCO0264244,1480.5,No,N/A,N,N/A
Pendle Borough Council,Chief Executives Policy Unit,Supplies and Services,Other Expenses,BURNLEY BOROUGH COUNCIL,A0044855, 20/08/2015,COR0264217,24600,No,N/A,N,N/A
Pendle Borough Council,Chief Executives Policy Unit,Supplies and Services,Other Expenses,BURNLEY BOROUGH COUNCIL,A0044855, 20/08/2015,COR0264217,9839,No,N/A,N,N/A
Pendle Borough Council,Chief Executives Policy Unit,Supplies and Services,Other Expenses,BURNLEY BOROUGH COUNCIL,A0044855, 20/08/2015,COR0264217,24600,No,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,Tprt : Repairs : General,GO PLANT LIMITED,A0045105, 27/08/2015,OPS0264286,67.87,No,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,Tprt : Repairs : General,GO PLANT LIMITED,A0045105, 06/08/2015,OPS0263752,197,No,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,Tprt : Repairs : General,GO PLANT LIMITED,A0045105, 27/08/2015,OPS0264262,243.42,No,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,Tprt : Repairs : General,GO PLANT LIMITED,A0045105, 06/08/2015,OPS0263745,450.24,No,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,Tprt : Repairs : General,GO PLANT LIMITED,A0045105, 27/08/2015,OPS0264268,237.98,No,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,Tprt : Repairs : General,GO PLANT LIMITED,A0045105, 27/08/2015,OPS0264285,13.25,No,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,Tprt : Repairs : General,GO PLANT LIMITED,A0045105, 06/08/2015,OPS0263746,16.42,No,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,Tprt : Repairs : General,GO PLANT LIMITED,A0045105, 27/08/2015,OPS0264288,70.86,No,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,Tprt : Repairs : General,GO PLANT LIMITED,A0045105, 06/08/2015,OPS0263750,643.61,No,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,Tprt : Repairs : General,GO PLANT LIMITED,A0045105, 06/08/2015,OPS0263748,95.03,No,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,Tprt : Repairs : General,GO PLANT LIMITED,A0045105, 06/08/2015,OPS0263751,795.85,No,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,Tprt : Repairs : General,GO PLANT LIMITED,A0045105, 06/08/2015,OPS0263740,35.52,No,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,Tprt : Repairs : General,GO PLANT LIMITED,A0045105, 27/08/2015,OPS0264265,119.6,No,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,Tprt : Repairs : General,GO PLANT LIMITED,A0045105, 27/08/2015,OPS0264261,95.75,No,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,Tprt : Repairs : General,GO PLANT LIMITED,A0045105, 06/08/2015,OPS0263741,27.38,No,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,Tprt : Repairs : General,GO PLANT LIMITED,A0045105, 27/08/2015,OPS0264282,102.82,No,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,Tprt : Repairs : General,GO PLANT LIMITED,A0045105, 27/08/2015,OPS0264287,149.3,No,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,Tprt : Repairs : General,GO PLANT LIMITED,A0045105, 27/08/2015,OPS0264290,188.65,No,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,Tprt : Repairs : General,GO PLANT LIMITED,A0045105, 27/08/2015,OPS0264267,369.42,No,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,Tprt : Repairs : General,GO PLANT LIMITED,A0045105, 27/08/2015,OPS0264289,186.08,No,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,Tprt : Repairs : General,GO PLANT LIMITED,A0045105, 27/08/2015,OPS0264291,19.14,No,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,Tprt : Repairs : General,GO PLANT LIMITED,A0045105, 27/08/2015,OPS0264260,357.91,No,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,Tprt : Repairs : General,GO PLANT LIMITED,A0045105, 27/08/2015,OPS0264283,306.31,No,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Transport Related Expense,Tprt : Repairs : General,GO PLANT LIMITED,A0045105, 20/08/2015,PCO0264139,205.55,No,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,Tyres,GO PLANT LIMITED,A0045105, 27/08/2015,OPS0264263,46.25,No,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,Tyres,GO PLANT LIMITED,A0045105, 06/08/2015,OPS0263744,204.68,No,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,Tyres,GO PLANT LIMITED,A0045105, 27/08/2015,OPS0264269,85.83,No,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,Tyres,GO PLANT LIMITED,A0045105, 27/08/2015,OPS0264264,46.25,No,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,Tyres,GO PLANT LIMITED,A0045105, 06/08/2015,OPS0263749,769.64,No,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,Tyres,GO PLANT LIMITED,A0045105, 06/08/2015,OPS0263742,48.45,No,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,Tyres,GO PLANT LIMITED,A0045105, 06/08/2015,OPS0263743,41.83,No,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,Tyres,GO PLANT LIMITED,A0045105, 27/08/2015,OPS0264266,77.03,No,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,Tprt : Annual Hire Charge,GO PLANT LIMITED,A0045105, 27/08/2015,OPS0264284,600,No,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,Tprt : Annual Hire Charge,GO PLANT LIMITED,A0045105, 13/08/2015,OPS4004692,-1193.71,No,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,Tprt : Annual Hire Charge,GO PLANT LIMITED,A0045105, 27/08/2015,OPS0264274,65374.88,No,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,Tprt : Annual Hire Charge,GO PLANT LIMITED,A0045105, 13/08/2015,OPS0263896,65405.8,No,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Reference Books Acts,HAMMICKS LEGAL INFORMATION SERVICES,A0045271, 20/08/2015,DAL0264246,284,No,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Transport Related Expense,Tprt : Repairs : General,BOWCOM,A0045454, 27/08/2015,PCO0264342,10,No,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Transport Related Expense,Tprt : Repairs : General,BOWCOM,A0045454, 27/08/2015,PCO0264342,18,No,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Supplies and Services,Other Expenses,OSSIES BIKE SHOP,A0046268, 13/08/2015,PCO0264033,108.14,No,N/A,N,N/A
Pendle Borough Council,Economic Development & Tourism,Supplies and Services,EFM Materials,LOOP PUBLISHING LTD,A0047429, 06/08/2015,REG0263821,21.45,No,N/A,N,N/A
Pendle Borough Council,Chief Executives Policy Unit,Supplies and Services,Seminars etc All Costs,Redacted  - Personal Data,A0049589, 06/08/2015,COR0263808,65,No,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Supplies and Services,EFM : Other Equipment,VIP SYSTEM LIMITED,A0050529, 20/08/2015,HED0264253,370.32,No,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Supplies and Services,EFM : Other Equipment,VIP SYSTEM LIMITED,A0050529, 20/08/2015,HED0264253,370.32,No,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,Grounds : R & M : Day to Day : Routine,PENDLE FOREST CYCLING CLUB,A0050773, 06/08/2015,HED0263767,200,No,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,Grounds : R & M : Day to Day : Routine,STREETMASTER (SOUTH WALES) LIMITED,A0051106, 06/08/2015,HED0263768,102,No,N/A,N,N/A
Pendle Borough Council,Human Resources,Indirect Employee Expenses,Recruitment,LIBERATA UK LTD,A0051618, 27/08/2015,PER0264388,270,No,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,Rents,LIBERATA UK LTD,A0051618, 14/08/2015,AAS0264162,1707.26,No,N/A,N,N/A
Pendle Borough Council,Human Resources,Supplies and Services,Seminars etc All Costs,LIBERATA UK LTD,A0051618, 06/08/2015,PER0263815,5772,No,N/A,N,N/A
Pendle Borough Council,Financial Services,Agency Costs,Liberata,LIBERATA UK LTD,A0051618, 14/08/2015,AAS0264166,2081,No,N/A,N,N/A
Pendle Borough Council,Financial Services,Agency Costs,Liberata,LIBERATA UK LTD,A0051618, 27/08/2015,AAS0264398,2341,No,N/A,N,N/A
Pendle Borough Council,Financial Services,Agency Costs,Liberata,LIBERATA UK LTD,A0051618, 14/08/2015,AAS0264167,4409,No,N/A,N,N/A
Pendle Borough Council,Financial Services,Agency Costs,Liberata,LIBERATA UK LTD,A0051618, 14/08/2015,AAS0264163,10672.5,No,N/A,N,N/A
Pendle Borough Council,Financial Services,Agency Costs,Liberata,LIBERATA UK LTD,A0051618, 14/08/2015,AAS0264163,33026.8,No,N/A,N,N/A
Pendle Borough Council,Financial Services,Agency Costs,Liberata,LIBERATA UK LTD,A0051618, 14/08/2015,AAS0264163,24663.28,No,N/A,N,N/A
Pendle Borough Council,Financial Services,Agency Costs,Liberata,LIBERATA UK LTD,A0051618, 14/08/2015,AAS0264163,86909.83,No,N/A,N,N/A
Pendle Borough Council,Financial Services,Agency Costs,Liberata,LIBERATA UK LTD,A0051618, 14/08/2015,AAS0264163,50913.92,No,N/A,N,N/A
Pendle Borough Council,Financial Services,Agency Costs,Liberata,LIBERATA UK LTD,A0051618, 27/08/2015,AAS0264401,478.26,No,N/A,N,N/A
Pendle Borough Council,Financial Services,Agency Costs,Liberata,LIBERATA UK LTD,A0051618, 27/08/2015,AAS0264402,2155.26,No,N/A,N,N/A
Pendle Borough Council,Financial Services,Agency Costs,Liberata,LIBERATA UK LTD,A0051618, 14/08/2015,AAS0264163,83004.65,No,N/A,N,N/A
Pendle Borough Council,Financial Services,Agency Costs,Liberata,LIBERATA UK LTD,A0051618, 14/08/2015,AAS0264163,120132.8,No,N/A,N,N/A
Pendle Borough Council,Financial Services,,Capital Grants,LIBERATA UK LTD,A0051618, 14/08/2015,AAS0264161,788000,No,N/A,N,N/A
Pendle Borough Council,Financial Services,Capital Costs,Capital : Salaries,LIBERATA UK LTD,A0051618, 27/08/2015,AAS0264400,8573.86,No,N/A,N,N/A
Pendle Borough Council,Financial Services,Capital Costs,Capital : Payments,LIBERATA UK LTD,A0051618, 14/08/2015,AAS4004728,-16834.12,No,N/A,N,N/A
Pendle Borough Council,Financial Services,Capital Costs,Capital : Payments,LIBERATA UK LTD,A0051618, 14/08/2015,AAS0264164,36915.99,No,N/A,N,N/A
Pendle Borough Council,Economic Development & Tourism,Capital Costs,Capital : Payments,LIBERATA UK LTD,A0051618, 27/08/2015,REG0264421,869,No,N/A,N,N/A
Pendle Borough Council,Housing Regeneration Services,Capital Costs,Capital : Payments,BLUEBELL NORTH WEST LIMITED,A0051694, 27/08/2015,HMR0264352,880,No,N/A,N,N/A
Pendle Borough Council,Housing Regeneration Services,Capital Costs,Ren Grant : 1996 Act,BLUEBELL NORTH WEST LIMITED,A0051694, 27/08/2015,HMR0264358,3270,No,N/A,N,545
Pendle Borough Council,Housing Regeneration Services,Capital Costs,Ren Grant : 1996 Act,BLUEBELL NORTH WEST LIMITED,A0051694, 27/08/2015,HMR0264359,3925,No,N/A,N,654.17
Pendle Borough Council,Housing Regeneration Services,Capital Costs,Ren Grant : 1996 Act,BLUEBELL NORTH WEST LIMITED,A0051694, 27/08/2015,HMR0264360,4319,No,N/A,N,719.83
Pendle Borough Council,Human Resources,Supplies and Services,Other Expenses,FIDELITI LIMITED,A0052058, 13/08/2015,PER0264015,129.79,No,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,Grounds : R & M : Day to Day : Routine,C B PRICE & SONS BUILDERS,A0052117, 20/08/2015,PCO0264141,300,No,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Members Conference Expenses,Redacted  - Personal Data,A0052124, 27/08/2015,DAL0264412,2,No,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Members Conference Expenses,Redacted  - Personal Data,A0052124, 27/08/2015,DAL0264412,7.2,No,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Members Conference Expenses,Redacted  - Personal Data,A0052124, 27/08/2015,DAL0264412,39.2,No,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Members Conference Expenses,Redacted  - Personal Data,A0052124, 27/08/2015,DAL0264412,89.98,No,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Consultants Fees,ANTHONY COLLINS SOLICITORS LLP,A0052334, 20/08/2015,DAL0264232,7350,No,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,Grounds : R & M : Day to Day : Routine,HARDSCAPE,A0053394, 27/08/2015,HED0264425,577.92,No,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,Grounds : R & M : Day to Day : Routine,HARDSCAPE,A0053394, 27/08/2015,HED0264425,577.92,No,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,Grounds : R & M : Day to Day : Routine,NEIL WILLSON,A0053659, 20/08/2015,PCO0264149,415,No,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Mobile Phones,O2 (UK) LIMITED,A0053660, 27/08/2015,DAL0264407,9,No,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Mobile Phones,O2 (UK) LIMITED,A0053660, 27/08/2015,DAL0264407,9,No,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Mobile Phones,O2 (UK) LIMITED,A0053660, 27/08/2015,DAL0264407,13.61,No,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Mobile Phones,O2 (UK) LIMITED,A0053660, 27/08/2015,DAL0264407,10.7,No,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Mobile Phones,O2 (UK) LIMITED,A0053660, 27/08/2015,DAL0264407,13.5,No,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Mobile Phones,O2 (UK) LIMITED,A0053660, 27/08/2015,DAL0264407,9.06,No,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Mobile Phones,O2 (UK) LIMITED,A0053660, 27/08/2015,DAL0264407,11.5,No,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Mobile Phones,O2 (UK) LIMITED,A0053660, 27/08/2015,DAL0264407,22.62,No,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Mobile Phones,O2 (UK) LIMITED,A0053660, 27/08/2015,DAL0264407,10.43,No,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Mobile Phones,O2 (UK) LIMITED,A0053660, 27/08/2015,DAL0264407,9,No,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Mobile Phones,O2 (UK) LIMITED,A0053660, 27/08/2015,DAL0264407,9.02,No,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Mobile Phones,O2 (UK) LIMITED,A0053660, 27/08/2015,DAL0264407,9,No,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Mobile Phones,O2 (UK) LIMITED,A0053660, 27/08/2015,DAL0264407,9,No,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Capital Financing Costs,Lease costs:Computer (Orchard),O2 (UK) LIMITED,A0053660, 27/08/2015,DAL0264407,7,No,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Capital Financing Costs,Lease costs:Computer (Orchard),O2 (UK) LIMITED,A0053660, 27/08/2015,DAL0264407,7,No,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Supplies and Services,Printing & Stationery,RAILEX (FILING) LIMITED,A0054174, 13/08/2015,HED0264031,91.75,No,N/A,N,N/A
Pendle Borough Council,Housing Regeneration Services,Capital Costs,Capital : Payments,NPOWER,A0054545, 06/08/2015,HMR0263801,-118,No,N/A,N,N/A
Pendle Borough Council,Housing Regeneration Services,Capital Costs,Capital : Payments,NPOWER,A0054545, 06/08/2015,HMR0263801,144.87,No,N/A,N,N/A
Pendle Borough Council,Environmental Health Services,Transport Related Expense,Diesel Oil,Redacted  - Personal Data,A0054677, 27/08/2015,ENV0264422,41.73,No,N/A,N,N/A
Pendle Borough Council,Environmental Health Services,Transport Related Expense,Diesel Oil,Redacted  - Personal Data,A0054677, 13/08/2015,ENV0264002,46.25,No,N/A,N,N/A
Pendle Borough Council,Operational Services,Supplies and Services,"Monitoring, Console etc",HOUSING PENDLE LIMITED,A0055008, 20/08/2015,OPS0264150,8372,No,N/A,N,N/A
Pendle Borough Council,Housing Regeneration Services,Supplies and Services,"Monitoring, Console etc",HOUSING PENDLE LIMITED,A0055008, 27/08/2015,HMR0264304,24.37,No,N/A,N,N/A
Pendle Borough Council,Planning & Building Control,Supplies and Services,Seminars etc All Costs,ROYAL TOWN PLANNING INSTITUTE,A0055984, 13/08/2015,PBC0263938,425,No,N/A,N,N/A
Pendle Borough Council,Chief Executives Policy Unit,Supplies and Services,Other Expenses,ZEN INTERNET,A0056321, 27/08/2015,COR0264292,15.31,No,N/A,N,N/A
Pendle Borough Council,Chief Executives Policy Unit,Supplies and Services,Other Expenses,ZEN INTERNET,A0056321, 20/08/2015,COR0264221,15.31,No,N/A,N,N/A
Pendle Borough Council,Chief Executives Policy Unit,Supplies and Services,Other Expenses,ZEN INTERNET,A0056321, 06/08/2015,COR0263806,29.78,No,N/A,N,N/A
Pendle Borough Council,Chief Executives Policy Unit,Supplies and Services,Other Expenses,ZEN INTERNET,A0056321, 06/08/2015,COR0263807,15.31,No,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,Bldgs : R & M : Day To Day,A BINNS & CO,A0057121, 20/08/2015,PCO0264169,350,No,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,Bldgs : R & M : Day To Day,A BINNS & CO,A0057121, 20/08/2015,PCO0264169,450,No,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,Grounds : R & M : Day to Day : Routine,A BINNS & CO,A0057121, 20/08/2015,PCO0264169,100,No,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,Grounds : R & M : Day to Day : Routine,A BINNS & CO,A0057121, 20/08/2015,PCO0264169,300,No,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,Grounds : R & M : Day to Day : Routine,A BINNS & CO,A0057121, 20/08/2015,PCO0264169,680,No,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,Grounds : R & M : Day to Day : Routine,A BINNS & CO,A0057121, 20/08/2015,PCO0264169,300,No,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,Grounds : R & M : Day to Day : Routine,A BINNS & CO,A0057121, 20/08/2015,PCO0264169,180,No,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,Grounds : R & M : Day to Day : Routine,A BINNS & CO,A0057121, 20/08/2015,PCO0264169,220,No,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,Grounds : R & M : Day to Day : Routine,A BINNS & CO,A0057121, 20/08/2015,PCO0264169,70,No,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,Grounds : R & M : Day to Day : Routine,A BINNS & CO,A0057121, 20/08/2015,PCO0264169,110,No,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,Grounds : R & M : Day to Day : Routine,A BINNS & CO,A0057121, 20/08/2015,PCO0264169,500,No,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,Grounds : R & M : Day to Day : Routine,A BINNS & CO,A0057121, 20/08/2015,PCO0264169,630,No,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,Grounds : R & M : Day to Day : Routine,A BINNS & CO,A0057121, 20/08/2015,PCO0264169,750,No,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,,Paid in the Year,A BINNS & CO,A0057121, 20/08/2015,PCO0264169,250,No,N/A,N,N/A
Pendle Borough Council,Property Services,Supplies and Services,Other Expenses,PHS TEACRATE,A0057192, 13/08/2015,EST0263985,23.8,No,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,Electricity,BRITISH GAS BUSINESS,A0057202, 20/08/2015,EST0264225,16.11,No,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,Electricity,BRITISH GAS BUSINESS,A0057202, 20/08/2015,EST0264224,19.38,No,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,Electricity,BRITISH GAS BUSINESS,A0057202, 20/08/2015,AAS0264234,23.7,No,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,Electricity,BRITISH GAS BUSINESS,A0057202, 20/08/2015,AAS0264235,25.84,No,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,Electricity,BRITISH GAS BUSINESS,A0057202, 20/08/2015,AAS0264233,26.44,No,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,Electricity,BRITISH GAS BUSINESS,A0057202, 20/08/2015,AAS0263885,37.02,No,N/A,N,N/A
Pendle Borough Council,Financial Services,,Paid in the Year,BRITISH GAS BUSINESS,A0057202, 20/08/2015,AAS0264252,6.06,No,N/A,N,N/A
Pendle Borough Council,Financial Services,,Paid in the Year,BRITISH GAS BUSINESS,A0057202, 20/08/2015,AAS0264252,48.28,No,N/A,N,N/A
Pendle Borough Council,Planning & Building Control,Supplies and Services,Reference Books Acts,PLANNING OFFICERS SOCIETY,A0058246, 06/08/2015,PBC0263830,225,No,N/A,N,N/A
Pendle Borough Council,Operational Services,Supplies and Services,Other Expenses,P LEE WASTE OIL LIMTED,A0058412, 27/08/2015,OPS0264259,820,No,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Premises Related Expense,Rents,PENDLE VALE COLLEGE,A0059178, 27/08/2015,DAL0264391,100,No,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Agency Costs,Lancashire C C,NSL LIMITED,A0059256, 20/08/2015,HED0264255,1588.88,No,N/A,N,N/A
Pendle Borough Council,Directorate,Supplies and Services,Adverts : Statutory Notice,JOHNSTON PUBLISHING LIMITED,A0059640, 13/08/2015,MAN0263887,280.17,No,N/A,N,N/A
Pendle Borough Council,Directorate,Supplies and Services,Adverts : Statutory Notice,JOHNSTON PUBLISHING LIMITED,A0059640, 27/08/2015,MAN0264297,229.23,No,N/A,N,N/A
Pendle Borough Council,Directorate,Supplies and Services,Adverts : Statutory Notice,JOHNSTON PUBLISHING LIMITED,A0059640, 20/08/2015,MAN0264172,280.17,No,N/A,N,N/A
Pendle Borough Council,Directorate,Supplies and Services,Adverts : Statutory Notice,JOHNSTON PUBLISHING LIMITED,A0059640, 06/08/2015,MAN0263731,356.58,No,N/A,N,N/A
Pendle Borough Council,Directorate,Supplies and Services,Other Expenses,JOHNSTON PUBLISHING LIMITED,A0059640, 20/08/2015,MAN0264171,305.64,No,N/A,N,N/A
Pendle Borough Council,Directorate,Supplies and Services,Other Expenses,JOHNSTON PUBLISHING LIMITED,A0059640, 27/08/2015,MAN0264298,356.58,No,N/A,N,N/A
Pendle Borough Council,Property Services,Capital Costs,Capital : Payments,MAXIGIENE ENVIRONMENTAL SERVICES LTD,A0060911, 13/08/2015,EST0263984,105,No,N/A,N,N/A
Pendle Borough Council,Property Services,Capital Costs,Capital : Payments,MAXIGIENE ENVIRONMENTAL SERVICES LTD,A0060911, 13/08/2015,EST0263982,200,No,N/A,N,N/A
Pendle Borough Council,Property Services,Capital Costs,Capital : Payments,MAXIGIENE ENVIRONMENTAL SERVICES LTD,A0060911, 13/08/2015,EST0263982,200,No,N/A,N,N/A
Pendle Borough Council,Property Services,Capital Costs,Capital : Payments,MAXIGIENE ENVIRONMENTAL SERVICES LTD,A0060911, 13/08/2015,EST0263982,200,No,N/A,N,N/A
Pendle Borough Council,Property Services,Capital Costs,Capital : Payments,MAXIGIENE ENVIRONMENTAL SERVICES LTD,A0060911, 13/08/2015,EST0263982,2452.5,No,N/A,N,N/A
Pendle Borough Council,Economic Development & Tourism,Supplies and Services,EFM Materials,PENDLE HIPPODROME THEATRE LTD,A0060913, 27/08/2015,REG0264333,2290,No,N/A,N,N/A
