Billing Year,Liable Unit Ref,Liability Start,Liability End,Company Name,Billing Year Balance,Liable Unit Balance,Propref,Property Address,Billing Address
,9011740,24-May-98,,F Lucas & Co Ltd,-0.51,-0.51,69276704,"West End Works, Warley Road, Halifax, HX1 3TG",
,9072463,01-Mar-12,01-Sep-12,Fairmont Polymers (Uk) Ltd,-50,-50,65344846,"Office H M 3.6, Holmfield Mills, Holdsworth Road, Halifax              HX3 6SN","Office H M 3.5, Holmfield Mills, Holdsworth Road, Halifax, HX3 6SN"
,9058689,01-Aug-09,30-Sep-12,Frank Marshall Estates Ltd,-792.56,-792.56,29084782,"Unit 5 Branxholme Estate, Bradford Road, Bailiff Bridge, Brighouse            HD6 4EA","4a Greengate, Cardale Park, Harrogate, HG3 1GY"
,9068205,01-Jun-11,30-Sep-12,Frank Marshall Estates Ltd,-1039.63,-1039.63,29084783,"Unit 6 Branxholme Estate, Bradford Road, Bailiff Bridge, Brighouse            HD6 4EA","4a Greengate, Cardale Park, Harrogate, HG3 1GY"
,9073639,30-Mar-12,29-Mar-12,Frank Marshall Estates Ltd,-1741.2,-1754.69,29080779,"Unit 12, Branxholme Industrial Estate, Bradford Road, Brighouse            HD6 4EA","4a Greengate, Cardale Park, Harrogate, HG3 1GY"
,9047683,01-Mar-07,31-Mar-14,Global Textiles Associates Ltd,-19.32,-19.32,65344854,"Office H M 3.0, Holmfield Mills, Holdsworth Road, Halifax              HX3 6SN","Office H M 3.0, Holmfield Mills, Holdsworth Road, Halifax, HX3 6SN"
,9027940,01-Apr-01,31-Mar-10,Graham Evans [Property],-466.81,-466.81,68772718,"The Old Office Block, Stainland Road, Greetland, Halifax             HX4 8BQ","48 Stainland Road, Greetland, Halifax, HX4 8BD"
,9075502,01-Oct-12,,H D I Trendsure Ltd,-565,0,78444717,"Stansfield Road, Todmorden, OL14 5DL",
,9071801,01-Feb-12,31-May-13,Halifax Opportunities Trust,-167.84,-167.84,64242751,"Office 26 First Floor, The E W Innovation Centre, Hopwood Lane, Halifax              HX1 5ER","Elsie Whiteley Innovation Cent, Hopwood Lane, Halifax, HX1 5ER"
,9068114,01-Apr-10,31-Mar-12,Halifax Property Services Ltd,-1361.5,-1361.5,69360707,"Unit 2a, West Parade, Halifax, HX1 2TE","Fagley Lane, Eccleshill, Bradford, BD2 3NT"
,9045515,01-Apr-07,07-May-12,Halifax Sheet Metal & Ventilation Ltd,-836,-836,68308797,"Plot 6  High Level Way, Pellon Industrial Estate, Queens Road, Halifax              HX1 4PR","Swales Moor Farm, Swales Moor Road, Halifax, HX3 6UF"
,9034126,01-Apr-05,,Halifax Trade Windows Uk Ltd,-0.66,-0.66,68620707,"1 Sod House Green, Halifax, HX3 6QR","1 Sod House Green, Keighley Road, Ovenden, Halifax, HX3 6QR"
,9043610,01-Jun-06,31-Mar-14,Hansell Construction Ltd,-0.74,-0.74,77408722,"Unit 3, Central Joinery Works, Oldham Road, Ripponden           HX6 4DN",No Forwarding Address
,9001606,01-Apr-90,,Hardcastle Bros (Brighouse) Ltd,-0.63,-0.63,29480024,"24 Rastrick Common, Brighouse, HD6 3DR","22 Rastrick Common, Brighouse, HD6 8DR"
,9079471,01-Feb-13,01-Apr-13,Heathcote Distribution Ltd,-8.73,0,78557703,"Unit 2C Walsden Indst Est, Rochdale Road, Walsden, Todmorden           OL14 6UD","14 Meadway Technical Park, Rutherford Close, Stevenage, SG1 2EF"
,9034730,01-Aug-04,,Hebden Bridge Brass Band,-0.18,-0.16,76160754,"Unit 1A, Topland Country Business Pk, Cragg Road, Mytholmroyd          HX7 5RU","Fao Mr Steve Gardiner, Unit 1A, Topland Country Bus Park, Cragg Road, Mytholmroyd, HX7 5RU"
,9032505,01-Nov-04,,Hemsworth And Co Ltd,-0.07,-0.07,65620709,"Offices 5 & 13 The Spire, Leeds Road, Lightcliffe, Halifax              HX3 8NU",
,9067089,01-Apr-11,31-Oct-14,Inomed Health Ltd,-595.38,-595.38,64242735,"Office 38 First Floor, The E W Innovation Centre, Hopwood Lane, Halifax              HX1 5ER",
,9071947,16-Nov-11,,Interserve Integrated Services Ltd,-801.5,-2128.26,65736742,"Part 1ST & 2ND Floors, Westgate House, Market Street, Halifax              HX1 1PD","Ebony House, Castlegate Way, Dudley, West Midlands, DY1 4TA"
,9068131,23-May-11,28-Sep-12,J.H.P Group Ltd,-1290.63,-1290.63,64584760,"3 Clare Road, Halifax, HX1 2HX","Unit 3 Riverstone Court, Siskin Drive, Middlemarch Business Park, Coventry, CV3 4FJ"
,9032922,01-Mar-04,28-Sep-12,J.H.P Group Ltd,-1563.9,-1563.9,64584741,"1st Floor, 5 Clare Road, Halifax, HX1 2HX","Unit 3 Riverstone Court, Siskin Drive, Middlemarch Business Park, Coventry, CV3 4FJ"
,9003007,01-Apr-90,17-Jul-12,Jack Pearson (Turf Accountants) Ltd,-8.43,-8.43,56244016,"16 Victoria Road, Elland, HX5 0PU","44 Wood Street, Huddersfield, HD1 1EG"
,9055857,01-Jan-09,,K Skips Ltd,-0.45,-0.45,65888701,"Haulage Yard, Balkram Edge Farm, Mount Tabor, Halifax              HX2 0UB","Fao Mr M Kemp, Balkram Edge Farm, Mount Tabor, Halifax, HX2 0UB"
,9069956,01-Jun-11,24-Aug-12,Klassprint Ltd In Administration,-2.4,-2.4,68536874,"Klassprint Ltd, Halifax Autocars Estate, Shay Lane, Halifax              HX3 6QU","Wilson Field, The Manor House, 260 Eccleshall Road South, Sheffield, S11 9PS"
,9016232,01-Apr-01,31-Aug-12,Lancashire Cotton Company Ltd,-135.14,-135.14,78396700,"Rise Lane, Todmorden, OL14 7AA","Mr Kevin Baulk, 293 Rise Lane, Todmorden, OL14 7AA"
,9055631,01-Feb-09,,Lepol Fire And Security Ltd,-0.38,-0.38,65344865,"Unit H M 25 Holmfield Mills, Holdsworth Road, Holmfield, Halifax              HX3 6SN",
,9068341,06-Apr-11,10-Mar-13,Litemania.Co.Uk Limited,-191.04,-191.04,76088892,"Unit 2, Greenhill Industrial Estate, Mytholmroyd, Hebden Bridge        HX7 5QF","Unit 2, Greenhill Industrial Estate, Mytholmroyd, Hebden Bridge, HX7 5QF"
,9087588,11-Mar-13,,Litemania.Co.Uk Limited,-52.7,-52.7,76252811,"Unit 2 Greenhill Ind Estate, Mytholmroyd, Hebden Bridge, HX7 5QF","Unit 2, Greenhill Industrial Estate, Mytholmroyd, Hebden Bridge, HX7 5QF"
,9041118,05-Aug-06,,Lorna Stewart Hair Ltd,-44.37,-44.37,56156700,"St Pauls Buildings, Langdale Street, Elland, HX5 0EX","F.A.O Lorna Stuart-Pearson, Unit 7, St Pauls Buildings, Langdale Street, Elland, HX4 0EX"
,9057417,11-May-09,,Matter Communications Ltd,-1.25,-1.25,64784889,"Office Suite D143, Dean Clough Mills, Halifax, HX3 5AX",
,9070976,22-Sep-11,31-Mar-13,Mbi Consulting Ltd,-14.37,-14.37,77128739,"Unit 9 No 2 Warehouse, The Wharf, Sowerby Bridge, HX6 2AG","Unit 4 First Floor, No 4 Warehouse, The Wharf, Sowerby Bridge, HX6 2AG"
,9058255,01-Oct-08,30-Apr-12,McMorrow Murphy Ltd,-10.66,-10.66,29452736,"Office 16, 11 Owler Ings Road, Brighouse, HD6 1EJ","Office 16, 11 Owler Ings Road, Brighouse, HD6 1EJ"
,9014450,01-Nov-99,,Mill House Furniture Makers Ltd,-0.36,-0.36,77352710,"Unit 17, Mill House Works, Mill House Lane, Triangle            HX6 3LN","15 Savile Drive, Savile Park, Halifax, HX1 2EU"
,9072515,01-Apr-12,31-Mar-12,Millwood Vehicle Services Ltd,-56,-56,78208705,"Unit 2 Harley House Mill, Todmorden, OL14 5JE","Harley Mill, Harley Street, Todmorden, OL14 5JE"
,9033961,04-Jan-05,30-Jun-14,Mixenden Childrens Centre,-0.01,-0.01,68927701,"The Vicarage, 1 Sunny Bank Road, Mixenden, Halifax              HX2 8RX","F.A.O. Mrs C Guest, Ash Green Primary School, Mixenden Road, Mixenden, Halifax, HX2 8QD"
,9003434,01-Apr-01,31-Mar-13,Mount Pellon J & I School,-2290,-6516.61,64176706,"Mount Pellon J & I School, Battinson Road, Halifax, HX1 4RW","Mount Pellon J & I School, Battinson Road, Halifax, HX1 4RW"
,9033170,01-Apr-05,,Mr Stuart Horsfall,-0.51,-0.51,78320703,"Unit 3A, Mitchell Street, Todmorden, OL14 7DW",
,9036891,19-Nov-05,,Nature Cameras Ltd,-0.91,-0.91,29064702,"3b Bonegate Road, Brighouse, HD6 1TQ","Fao Mr David Turner, 3b Bonegate Road, Brighouse, HD6 1TQ"
,9025300,15-May-03,,Next Retail Ltd,-0.01,8032.99,64544707,"Unit B, Charlestown Road, Halifax, HX3 6AB","Desford Road, Enderby, Leicestershire, LE19 4AT"
,9058330,01-Apr-09,31-Dec-12,Nutranet Ltd,-6.17,-6.17,65344925,"Unit 3A South Mill, White Rose Mill, Holdsworth Road, Halifax              HX3 6SN","27 Illingworth Close, Halifax, HX2 9JQ"
,9027860,01-Apr-04,,O.F.C Technical Services Ltd,-0.85,-0.85,64788705,"Office Suite D238, Dean Clough Office Park, Halifax, HX3 5AX",
,9076642,01-Nov-12,31-Aug-14,One Education Ltd,-86.63,0,64242754,"Office 1 Ground Floor, The E W Innovation Centre, Hopwood Lane, Halifax              HX1 5ER","Universal Square, Devonshire Street North, Ardwick, Manchester, M12 6JH"
,9011944,01-Apr-90,,Paints & Lacquers Ltd,-0.41,-0.41,69360012,"12 West Parade, Halifax, HX1 2TA",
,9017427,06-Jan-03,23-Mar-13,Parfitts Bakery Ltd (In Liquidation),-145.48,-145.48,29196007,"7 Commercial Street, Brighouse, HD6 1AF","Dl Partnership Llp, Ground Floor, 90 New North Road, Huddersfield, HD1 5NE"
,9008964,01-Apr-96,,Parkinson Lane J & E School,-8817.1,-42304.74,68224705,"Parkinson Lane J & I School, Parkinson Lane, Halifax, HX1 3XL",
,9053201,01-Aug-08,,Pg Control Systems Ltd,-0.22,-0.22,76160736,"Unit 9C, Top Land Country Busn.Pk, Cragg Road, Mytholmroyd          HX7 5RU","Unit 9c, Top Land Country Business Park, Cragg Road , Mytholmroyd, Hebden Bridge, HX7 5RW"
,9026139,01-Apr-03,,Premier Direct G.B Ltd,-120.83,-120.83,65096703,"Coronation Works, Foundry Street North, Halifax, HX3 6RE","Premier House, Foundry Street North, Halifax, HX3 6RE"
,9061320,01-Jan-10,31-Mar-14,Preptec Solutions Ltd,-1.57,-1.57,56220793,"Office 4, James Street Mills, South Lane, Elland               HX5 0HB","Office 4, James Street Mill, South Lane, Elland, HX5 0HB"
,9064129,01-Aug-10,,Queensbury Van Hire Ltd,-662.67,-2546.63,65808754,"Land Rear Of, New Delight Works, Mill Lane, Boothtown            HX3 6TU","Units 1 & 2 New Delight Works, Boothtown, Halifax, HX3 6TU"
,9002436,01-Apr-90,,R & D Electrical Contractors(Yorkshire) Ltd,-0.21,-0.21,56132751,"Unit 5, Fordsall House, Huddersfield Road, Elland              HX5 9DW",
,9000332,01-Apr-90,,R H & G Travis & Sons Ltd,-74.37,-74.37,29052713,"1a Birds Royd Lane, Brighouse, HD6 1LQ",
,9054192,01-Dec-07,31-Jul-12,R S Developments Brickworks Ltd,-763.95,-763.95,65344873,"Office H M 2.1, Holmfield Mills, Holdsworth Road, Halifax              HX3 6SN","O'Hara & Co., Wesley House, Huddersfield Road, Birstall, Batley, WF17 9EJ"
,9071273,15-Dec-11,03-May-12,R S Investments Yorkshire Ltd,-489.24,-489.24,65232703,"Unit 1 Lrp Business Park, Halifax Road, Hipperholme, Halifax              HX3 8ER","Thornfield, Leeds Road, Hipperholme, HX3 8NH"
,9073252,05-Mar-12,10-Jun-12,R S Investments Yorkshire Ltd,-293.3,-293.3,65232746,"Suite 2 Unit 4A, Lrp Business Park, Halifax Road, Hipperholme          HX3 8ER","Thornfield, Leeds Road, Hipperholme, HX3 8NH"
,9073253,05-Mar-12,10-Jun-12,R S Investments Yorkshire Ltd,-66.9,-66.9,65232747,"Suite 1 Unit 4A, Lrp Business Park, Halifax Road, Hipperholme          HX3 8ER","Thornfield, Leeds Road, Hipperholme, HX3 8NH"
,9016220,01-Apr-90,,Richard Kaye,-81.94,-81.94,78376701,"Garage 2, Raglan Street, Todmorden, OL14 5HF","6 Station Parade, Todmorden, Lancs, OL14 8PT"
,9048750,01-Apr-07,04-Oct-12,Romida Sports Ltd (In Administration),-214.73,-214.73,29608758,"Unit 3 West Vale Buildings, Wakefield Road, Brighouse, HD6 1QD","Bdo Llp, 10 South Parade, Leeds, West Yorkshire, LS1 5QS"
,9062721,27-Feb-10,27-Mar-13,S & A Health Ltd,-11.84,-11.84,69116093,"93 Turner Avenue South, Illingworth, Halifax, HX2 8EF","30 Keighley Road, Bingley, BD16 2EZ"
,9015708,01-Apr-90,30-Apr-14,S Horsfall (Plumbers) Ltd,-36,-36,78116002,"2 Dale Street, Todmorden, OL14 5PX","Liddington, Peel Cottage Road, Todmorden, OL14 7QJ"
,9006905,01-Jun-00,,Scoffers (Yorkshire) Ltd,-0.07,-0.07,65264734,"Unit 12, Hansonlane Enterprise Centre, Hanson Lane, Halifax             HX1 5PG",
,9064814,12-Aug-10,,Severhills Clay Pigeon Shooting Club,-69,-69,77214701,"Clay Pigeon Shooting Club, Severhills Farm, Foxen Lane, Mill Bank            HX6 4ND","Fao The Treasurer, Severhills Farm, Foxen Lane, Mill Bank, Sowerby Bridge, HX6 4ND"
,9038723,01-Apr-06,,St Malachys Credit Union Ltd,-0.22,-0.22,65424701,"26a Illingworth Road, Illingworth, Halifax, HX2 9EN","F.A.O. Mr Stuart Stott, 26a Illingworth Road, Illingworth, HX2 9EN"
,9068256,28-May-11,31-Mar-14,Stuart Angus Consulting Ltd,-159.75,-159.75,56220791,"Office 8, James Street Mills, South Lane, Elland               HX5 0HB","Suite 8 Heritage Exchange, South Lane, Elland, Halifax, HX5 0HB"
,9008202,01-Apr-90,,Tesco Stores Ltd,-0.04,5261.96,65736703,"25 Westgate House, Market Street, Halifax, HX1 1PD","C/O G L Hearn Management Ltd, P.O Box 1610, Southampton, SO15 3WX"
,9061378,28-Jan-10,,The Bradshaw Pub Co Ltd,-1.03,-1.03,64336702,"Golden Fleece Inn, 1 Bradshaw Lane, Bradshaw, Halifax             HX2 9UZ","Fao Keith A Vear, 29 Whitley Drive, Holmfield, Halifax, HX2 9SJ"
,9054811,01-Oct-08,31-May-12,The Brass Monkey Brewery Co Ltd,-995.97,-995.97,77024775,"Units 24-26, Asquith Bottom Mills, Sowerby Bridge, HX6 3BS","Units 24/26, Asquith Bottom Mills, Ridge Street, Sowerby Bridge, HX6 3BS"
,9000746,01-Jul-95,14-Oct-13,Tote Bookmakers Ltd,-545.55,-545.55,29128005,"5 Canal Street, Brighouse, HD6 1NR","Westgate House, Chapel Lane, Wigan, WN3 4HS"
,9005953,01-Apr-90,07-Jun-12,V T L [Europe] Ltd,-1612.07,-3645.24,65020700,"Cooper House Works, Luddendenfoot, Halifax, HX2 6EL","St Thomas Road, Huddersfield, HD1 3LG"
,9039209,01-Apr-05,,Viridis Energy (Norgen) Ltd,-114.5,469.45,56016704,"Park Pit Landfill, Blackley Road, Elland, HX5 0TB","1030 Centre Park, Slutchers Lane, Warrington, Cheshire, WA1 1QL"
,9032169,01-Jun-04,,Walker Boats Ltd,-0.96,-0.96,76160711,"Unit 2B Crossley Works, Cragg Road, Mytholmroyd, Hebden Bridge        HX7 5HR","F.A.O. Mr Frank Walker, 33 Half House Lane, Hove Edge, Brighouse, HD6 2PH"
,9040689,01-Apr-05,,Weir Scaffolding Ltd,-75.45,-75.45,76284728,"Unit 12A & 12C, Holme End Works, Holme End, Hebden Bridge        HX7 8NX","C/O David Jones, 10 Calder Terrace, Mytholmroyd, Hebden Bridge, HX7 5AA"
,9038175,01-Apr-05,,West Lane Garage Ltd,-0.51,-0.51,69352705,"West Lane Garage, Hall Ings, West Lane, Southowram           HX3 9RG","F.A.O. Mr Steven Gledhill, West Lane Garage, Hall Ings, West Lane, Southowram, HX3 9RG"
,9011544,01-Apr-90,,Wickes Building Supplies Ltd,-2326.64,-2326.64,69220700,"Wade Street, Halifax, HX1 1SN","Attn Mrs C J Smith [Ests Dept], Travis Perkins, Lodge Way House, Harleston Road, Northampton, NN5 7UG"
,9077066,01-Aug-12,31-Jul-12,Zych Ceramics Ltd,-184.23,-184.23,65344746,"Office 3.8, 1ST Floor, White Rose Mill, Holdsworth Road, Holmfield            HX3 6SN","The Old Town Hall, Thornton Square, Brighouse, HD6 1EB"
,,,,,"Total for Billing Year : -�48,671.35",,,,
2013,9079729,30-Jul-13,16-Dec-13,A - Z Motor Factors Ltd,-1100.8,-1100.8,65356701,"Hope Street, Halifax, HX1 5DW","269-271 Queens Road, Halifax, HX1 4NS"
,9075420,23-Dec-11,,Abzorb Services Ltd,-2458,-2458,29020716,"Armytage Road, Brighouse, HD6 1QF","Armytage Road, Brighouse, HD6 1QF"
,9025393,01-Jun-03,,Airwave Solutions Ltd,-0.01,329.99,65264764,"Telecommunications Mast, Site Ref Wyo 081A, Hanson Lane, Halifax              HX1 4SD","C/O Gva, C/O Po Box 16097, 3 Brindley Place, Birmingham, B2 2UY"
,9061800,26-Feb-10,14-May-13,Atmosphere Bars & Clubs Ltd (In Administration),-1744.37,-1744.37,64660702,"Abc Cinema, Commercial Street, Halifax, HX1 1BX","F.A.O.Craig  Florence, C/O Deloitte Llp, 1 City Square, Leeds, LS1 2AL"
,9058252,01-Apr-09,31-Jul-13,Auto Furniture [ Csp ] Ltd,-25,-25,29236801,"Level 1 Warehouse, Cromwell House, Elland Road, Brighouse            HD6 2RG","Level 1 Warehouse, Cromwell House, Elland Road, Brighouse, HD6 2RG"
,9072389,25-Feb-12,,Avocet Hardware (Uk) Limited,-3773.97,-3773.97,29236777,"Brookfoot Mills, Elland Road, Brighouse, HD6 2RW","Fao Matthew Bowers, Brookfoot Mills, Elland Road, Brighouse, HD6 2RW"
,9053611,04-Apr-08,,B & Q Plc,-0.01,34342.99,68564705,"7 Shroggs Road, Halifax, HX1 5HZ","C/O G L Hearn Management Ltd, P.O Box 1610, Southampton, SO15 3WX"
,9076600,17-Oct-12,30-Apr-14,Binns & Sons (Greetland) Ltd,-168.95,-168.95,64873705,"Unit 2 Brian Royd Mills, Brian Royd Lane, Greetland, Halifax              HX4 8PE","Brian Royd Mills, Saddleworth Road, Greetland, Halifax, HX4 8NF"
,9079189,01-Jul-13,31-Dec-13,Bizspace Ltd,-603.91,-603.91,64628824,"Unit 16K, Calderdale Buslness Park, Club Lane, Halifax              HX2 8AX","Sovereign House, Fao A Barrie, 1 Albert Place, Finchley, London, N3 1QB"
,9056695,01-Mar-09,28-Oct-12,Bizspace Ltd,-180.01,-180.01,64628820,"Unit 16I & Unit 16J, Calderdale Business Park, Club Lane, Halifax              HX2 8DB","Sovereign House, Fao A Barrie, 1 Albert Place, Finchley, London, N3 1QB"
,9078954,02-May-13,01-May-13,Bizspace Ltd,-2088.82,-2088.82,64628855,"Unit 2, Calderdale Business Park, Club Lane, Halifax              HX2 8AX","Sovereign House, Fao A Barrie, 1 Albert Place, Finchley, London, N3 1QB"
,9079589,13-Aug-13,31-Dec-13,Blackshaw Holdings Ltd,-224.07,-224.07,68908712,"Swales Moor Yard, Swales Moor Road, Halifax, HX3 6UF","St Bernards Mill, Gelderd Road, Gildersome, Leeds, LS27 7NA"
,9072974,01-Apr-12,,Bradshaw Primary Academy,-518.1,-1463.56,65432700,"Bradshaw J & I School, Ingham Lane, Bradshaw, Halifax             HX2 9PF",
,9082393,01-Feb-14,31-Jan-14,Brogan Business Parks Ltd,-0.17,-0.17,64448811,"Unit W3, Tenterfield Business Pk, Burnley Road, Luddendenfoot        HX2 6EQ","C/O Cdp Ltd, Huddersfield Road, Elland, HX5 9BW"
,9075507,01-Apr-10,,C J Morton & Co Ltd,-0.1,-6648.1,56144729,"Pendleton Mills, James Street, Elland, HX5 0HB","F.A.O. Stephen Walker, Morton Meadow Logistics Ltd, Brookfoot Business Centre, Elland Road, Brighouse, HD6 2RW"
,9070556,05-May-11,27-Oct-13,C N Trading Ltd,-747.49,-747.49,78192811,"UNIT1 Perseverance Mill, Halifax Road, Todmorden, OL14 6EG","Calderside Nurseries, Oakville Road, Hebden Bridge, HX7 6NG"
,9069631,16-Jul-11,,Cafe Dino's Ltd,-150,-120.7,64056023,"23 Alexandra Street, Halifax, HX1 1BS","23 Alexandra Street, Halifax, HX1 1BS"
,9081788,01-Apr-10,,Co-Operative Group Ltd,-273.25,486.05,77408773,"Co-Op, 25 Oldham Road, Ripponden, Sowerby Bridge       HX6 4DN","C/O Rate Account Management, Colliers Ip Advisors Uk Llp, 12th Flr Eleven Brindley Place, 2 Brunswick Square, Brindleyplace Birmingham, B1 2LP"
,9081793,01-Apr-10,,Co-Operative Group Ltd,-5796.82,5796.8,76360737,"Yorkshire Co-Operative Ltd, Market Street, Hebden Bridge, HX7 6AA","C/O Rate Account Management, Colliers Ip Advisors Uk Llp, 12th Flr Eleven Brindley Place, 2 Brunswick Square, Brindleyplace Birmingham, B1 2LP"
,9076638,30-Sep-12,03-Nov-13,Coal Pension Properties Ltd,-6312,-6312,69536004,"4 Woolshops, Halifax, HX1 1RU","C/O Capita Property &, Infrastructure Ltd, 65 Gresham Street, London, EC2V 7NQ"
,9079115,01-Apr-13,06-Jun-14,Conroy Brook (Developments) Ltd,-0.55,-0.55,69595005,"5 Villa Gardens, Shelf, Halifax, HX3 7JW","Burdwell Works, 172 New Mill Road, Brockholes, Huddersfield, HD9 7AZ"
,9085582,24-Dec-12,31-May-13,Dean Clough Ltd,-5313,-12118.95,64784705,"Crib Lane Level 3 Bottom, Dean Clough Mils, Halifax, HX3 5AX","Office Suite E345, Dean Clough, Halifax, HX3 5AX"
,9076282,16-Oct-12,27-Feb-14,Due West Ltd,-1197.5,-1197.5,68652038,"38 Southgate, Halifax, HX1 1DL","C/O O & C Management Services Ltd, 9 Harrison Road, Halifax, HX1 2AF"
,9086612,01-Jun-13,,Ees Corporate Trustees Ltd,-192.39,-5608.89,64784705,"Crib Lane Level 3 Bottom, Dean Clough Mils, Halifax, HX3 5AX","The Pavilions, Bridgewater Road, Bristol, BS13 8AE"
,9088384,01-Feb-12,,Elland Steel Structures Ltd,-8007,-13898.27,65164896,"Philmar House, High Road Well Works, Gibbet Street, Halifax              HX2 0AR","Philmar House, Highroad Well Works, Gibbet Street, HX2 0AR"
,9076993,01-Sep-12,,Epost Delivery Ltd,-378.99,-378.99,76500711,"Unit 7 1ST Floor, The Town Hall, St George's Street, Hebden Bridge        HX7 7BY","1 Saxon Hall, 16 Palace Court, London, W2 4JA"
,9081133,01-Jun-13,,Fat Cat Associates Ltd,-1,-1,64254089,"Ground Floor, 89 Stainland Road, Greetland, Halifax              HX4 8BD","89 Stainland Road, Greetland, Halifax, HX4 8BD"
,9081131,22-Aug-12,28-Sep-13,Fat Cat Associates Ltd,-0.7,-0.7,68772085,"85 Stainland Road, Greetland, Halifax, HX4 8BD","89 Stainland Road, Greetland, Halifax, HX4 8BD"
,9082023,01-Apr-13,16-May-14,Flower Of Life Ltd,-26.24,-26.24,76156727,"Unit 1C, Topland Country Bus Pk, Cragg Road, Hebden Bridge        HX7 5RU","Unit 2A, Orchard Business Park, Scout Road, Hebden Bridge, HX7 5HZ"
,9009704,01-Apr-90,05-Dec-13,Fred Wade Ltd (In Liquidation),-146.14,-146.14,68356014,"14 Rawson Street, Halifax, HX1 1NH","C/O Lee & Company, Crown House, Armley Road, Leeds, LS12 2EJ"
,9086700,01-Jul-13,,Frogeducation Ltd,-167.65,0,64788760,"Office Suite D172, Dean Clough Office Park, Halifax, HX3 5AX","Office Suite D347, D Mill, Dean Clough Mills, Halifax, HX3 5AX"
,9071474,01-Jan-12,12-Mar-14,Halifax Property Services Ltd,-410.67,-2028.17,69360702,"Century House, West Parade, Halifax, HX1 2TE","Fagley Lane, Eccleshill, Bradford, BD2 3NT"
,9048099,31-Jul-07,,Hammerstones Construction Ltd (Company Dissolved),-60,3176,56064739,"Unit 1 Mount Works, Dewsbury Road, Elland, HX5 9BG","Mount Works, Dewsbury Road, Elland, HX5 9AR"
,9030434,01-Sep-04,25-Apr-13,Hebble Rugs Ltd,-91.06,-91.06,68132715,"Unit 1A Lower Ground Floor, Lower Ladyship Mills, Old Lane, Halifax              HX3 5QN","C/O Avena Carpets Mr Jnp Crossley, Bankfield Mill, Haley Hill, Halifax, HX1 6ED"
,9057210,05-May-09,07-Nov-13,Id Ess (Retail) Ltd,-341.69,-341.69,64784890,"Office Suite D151, Dean Clough Mills, Halifax, HX3 5AX",
,9080686,01-Feb-13,27-Feb-14,Interface Europe Ltd,-1361.38,-1361.38,69216731,"Shelf Mills (Vacant), Wade House Road, Shelf, Halifax              HX3 7PA","Financial Director, Shelf Mills, Shelf, Halifax, HX3 7PA"
,9071947,16-Nov-11,,Interserve Integrated Services Ltd,-824.25,-2128.26,65736742,"Part 1ST & 2ND Floors, Westgate House, Market Street, Halifax              HX1 1PD","Ebony House, Castlegate Way, Dudley, West Midlands, DY1 4TA"
,9081861,16-Jul-13,15-Jul-13,John Crossley & Sons Ltd,-1226.41,-1226.41,68132705,"Unit B1, Ladyship Industrial Estate, Old Lane, Halifax             HX3 5QN","Fao Rupert Wj Crossley, Bankfield Works, Haley Hill, Halifax, HX3 6ED"
,9064211,21-Aug-10,01-Jan-14,K Engineering Nationwide Ltd,-239.39,-239.39,64236706,"Unit 9, Eastfield Mills, Belmont Street, Halifax             HX3 6AT","7 Thornes Moor Close, Wakefield, WF2 8QA"
,9075942,07-Dec-12,,Keswickton Securities Ltd,-24.82,-24.82,64376742,"Unit 2 Brow Mills Ind Estate, Brighouse Road, Hipperholme, Halifax              HX3 8EF","Unit 12, Brow Mills Industrial Estate, Brighouse Road, Hipperholme, HX3 8DD"
,9067860,01-Mar-11,30-Apr-13,Ksh (Halifax) Ltd,-647,-647,56064741,"Unit 4 Mount Works, Dewsbury Road, Elland, HX5 9BG","Unit 3 Mount Works, Dewsbury Road, Elland, HX5 9BG"
,9008704,01-Apr-90,,Ladbrokes Betting & Gaming Ltd,-0.01,742.99,68140020,"20 Old Market, Halifax, HX1 1TN","R/O 17 Wood Street, Stratford-Upon-Avon, CV37 6JF"
,9028360,01-Jul-01,,Ladbrokes Betting & Gaming Ltd,-0.01,105.99,68620708,"Workshop, Sod House Green, Halifax, HX3 6QR","R/O 17 Wood Street, Stratford-Upon-Avon, CV37 6JF"
,9026466,26-Jun-01,,Ladbrokes Betting & Gaming Ltd,-0.01,325.99,68156726,"364 Ovenden Road, Halifax, HX3 5TJ","R/O 17 Wood Street, Stratford-Upon-Avon, CV37 6JF"
,9072852,01-Apr-12,,Lloyds Bank Plc,-0.02,-0.02,78192793,"Alliance & Leicester, Off Springs Garage, Halifax Road, Todmorden           OL14 5TS","Lloyds Banking Group, C/O Cbre Corporate Outsourcing Ltd, 55 Temple Row, Birmingham, B2 5LS"
,9059185,01-Jun-09,,Mackrill Financial Management Ltd,-3123,0,77408757,"Unit 26 Ripponden Bsn Park, Oldham Road, Ripponden, Sowerby Bridge       HX6 4FF",
,9071497,06-Dec-11,15-Jul-13,Manningstead Ltd,-879.53,-879.53,56052708,"12 Central Hall, Coronation Street, Elland, HX5 0DF","C/O Brent Turner, The Hayloft, Hullen Edge Farm, Goose Nest Lane, Norland, Halifax, HX6 3QW"
,9012255,30-Dec-97,,Marks & Spencer Plc,-0.04,-0.04,69536029,"29 Woolshops, Halifax, HX1 1RU","Attn Karen Riley, Business Rates, Alexandra Court, 200-220 The Quays, Salford, M50 3WY"
