RATEPAYER,BILLING_ACCOUNT_BALANCE,LIABLE_UNIT_BALANCE,YEAR,PROPERTY_ADDRESS,BILLING_ADDRESS,DATE_START,DATE_END
Castledene Yorkshire Ltd,-50.91,-50.91,2011,"219 King Cross Road, Halifax, HX1 3JL","Suite 1, Easington Business Centre, Seaside Lane, Easington, SR8 3LJ",14-03-2011,29-02-2012
,-26.34,-76.72,2010,"219 King Cross Road, Halifax, HX1 3JL",,01-03-2005,13-03-2011
,-50.38,-76.72,2011,"219 King Cross Road, Halifax, HX1 3JL",,01-03-2005,13-03-2011
,-21.87,-21.87,2006,"220 King Cross Road, Halifax, HX1 3JP",,01-05-2003,22-09-2006
,-35.94,-35.94,2005,"242 King Cross Road, Halifax, HX1 3JP",,01-12-2004,20-04-2005
Primesight Ltd,-0.03,476.97,2014,"Boards 1026 & 4022, Co-Op Supermarket, King Cross Road, Halifax              HX1 3RJ","Unit 9 Westpoint Enterprise Pk, Clarence Avenue, Trafford Park, Manchester, M17 1QS",01-09-2009,
,-8.72,-8.72,2008,"218 King Cross Road, Halifax, HX1 3JP",,07-04-1997,27-09-2008
Pouchpak Ltd,-18.9,-18.9,2010,"161B First Floor, King Cross Road, Halifax, HX1 3LN","6 Princess Terrace, Halifax, HX1 2NH",01-06-2008,01-10-2010
,-121,-121,2002,"2 King Cross Street, Halifax, HX1 2SH",,01-04-1990,31-03-1991
Pennine Computer Group Ltd In Receivership,-423.44,-423.44,2002,"West House, 98 King Cross Street, Halifax, HX1 2TU","C/O Messrs Robson Rhodes, St George House, 40 Great George Street, Leeds, LS1 3DQ",01-04-1990,29-08-1991
Maramar Properties Ltd,-810.3,-810.3,2007,"Carlton Chambers, 1 King Cross Street, Halifax, HX1 2SG","Mile Thorn Works, Gibbet Street, Halifax, HX1 4JR",01-05-2007,30-09-2007
Yorkberry Business Machines Ltd [In Liquidation],-4.46,-4.46,2002,"Room 14, Kingston Grange, Hopwood Lane, Halifax             HX1 4EX","C/O Radford, Sons & Co, 12 Portland Street, Southampton, Hampshire, SO14 7EB",01-04-1990,29-03-1996
,-226.26,-226.26,2002,"Rooms 1-3, Kingston Grange, Hopwood Lane, Halifax             HX1 4EX",,15-11-1992,23-12-1995
,-57,10198,2014,"Brown Horse Inn, Lane Ends, Northowram, Halifax             HX3 7SD",,31-05-2013,
,-0.41,-0.41,2012,"9 Lane Ends Terrace, Halifax Road, Hipperholme, Halifax              HX3 8HJ",,01-08-1998,
,-1.58,-1.58,2012,"14 Law Lane, Southowram, Halifax, HX3 9QU",,28-01-2000,
Halifax Opprtunities Trust Sure Start Project,-669.25,-669.25,2015,"Southowram Sure Start, Childrens Centre, Law Lane, Southowram           HX3 9QJ","Elsie Whiteley Centre, Hopwood Lane, Halifax, HX1 5ER",29-03-2011,
Eurofill Ltd,-0.15,-0.15,2012,"Unit 14, Lee Bridge Industrial Estate, Lee Bridge, Halifax             HX3 5AT","F.A.O. Mr David Laycock, Old Allen Barn, Old Allen Road, Harecroft, Bradford, BD13 3RY",17-09-2005,
Hemsworth And Co Ltd,-0.07,-0.07,2012,"Offices 5 & 13 The Spire, Leeds Road, Lightcliffe, Halifax              HX3 8NU",,01-11-2004,
,-70.22,-70.22,2012,"9A/10A &11A, Lees Buildings, Halifax Road, Hipperholme",,01-03-2011,30-06-2012
,-219.86,-219.86,2012,"1 Ovenden Road, Halifax, HX3 5PN",,01-04-2011,30-11-2012
Reichenbacher (Uk) Ltd [In Liquidation],-311.03,-311.03,2003,"Unit 8/9 Victoria Park, Lightowler Road, Pellon, Halifax             HX1 5NB","C/O Kanzlei Linse, 22 Rosenstrasse, Coburg, Germany",01-10-1990,31-01-2004
Halifax Opportunities Trust,-4165.85,-4165.85,2015,"Halifax Opporunities Trust, Pt Jubilee Childrens Centre, Lightowler Road, Halifax              HX1 5NB","Attn Barbara Harbinson, The Elsie Whiteley Centre, Hopwood Lane, Halifax, HX1 5ER",01-04-2012,31-03-2012
Halifax Opportunities Trust,-2641.36,-6240.26,2014,"Schools & Children Services, Pt Jubilee Childrens Centre, Lightowler Road, Halifax              HX1 5NB","Attn Barbara Harbinson, The Elsie Whiteley Centre, Hopwood Lane, Halifax, HX1 5ER",01-07-2014,30-06-2014
Halifax Opportunities Trust,-3598.9,-6240.26,2015,"Schools & Children Services, Pt Jubilee Childrens Centre, Lightowler Road, Halifax              HX1 5NB","Attn Barbara Harbinson, The Elsie Whiteley Centre, Hopwood Lane, Halifax, HX1 5ER",01-07-2014,30-06-2014
Halifax Opportunities Trust,-1158.55,-1158.55,2015,"Pt Jubilee Childrens Centre, Lightowler Road, Halifax, HX1 5NB","Attn Barbara Harbinson, The Elsie Whiteley Centre, Hopwood Lane, Halifax, HX1 5ER",01-04-2012,31-03-2012
Global Commercial Investments Ltd,-1811.6,-1811.6,2015,"Units C & D, Craven Edge Enterprise Cntr, Hopwood Lane, Halifax             HX1 5EH","Unit 4, Fast Food Business Centre, Pride Buildings, Hall Lane, Bradford, BD4 7AB",01-01-2007,31-12-2014
,-147.88,-147.88,2015,"36 Lister Lane, Halifax, HX1 5AX",,02-10-2014,30-05-2015
V E S (Halifax) Ltd,-20.96,-20.96,2008,"Listers Road, Halifax, HX3 6AG","The Old Tannery, 224 Spen Lane, Gomersal, Cleckheaton, BD19 4PJ",03-05-2006,05-05-2008
,-5.73,-5.73,2002,"2 Lord Street, Halifax, HX1 5AE",,01-10-1998,28-03-1999
,-185.8,-185.8,2002,"6 Lord Street, Halifax, HX1 5AE",,23-09-1996,16-08-1998
,-8.85,-8.85,2014,"8 Lord Street, Halifax, HX1 5AE",,01-04-1990,24-03-2015
,-843.27,-843.27,2009,"Stanley Works, Lucy Street, Halifax, HX3 6AL",,01-06-2004,31-05-2004
,-208.87,-208.87,2009,"Little Foot Day Nursery, Luddenden Lane, Luddendenfoot, Halifax              HX2 6NW",,03-09-2006,22-11-2009
,-28.05,-28.05,2008,"33 Lydgate, Northowram, Halifax, HX3 7EJ",,09-05-2008,04-01-2009
,-99.63,-99.63,2005,"18d Lydgate, Northowram, Halifax, HX3 7EJ",,31-05-2004,11-12-2005
,-88,-88,2004,"18f Lydgate, Northowram, Halifax, HX3 7EJ",,15-12-2001,05-12-2004
,-5.79,-5.79,2006,"13 Manor Drive, Halifax, HX3 0DN",,21-02-2005,17-10-2006
Tesco Stores Ltd,-0.04,64415.96,2012,"25 Westgate House, Market Street, Halifax, HX1 1PD","C/O G L Hearn Management Ltd, P.O Box 1610, Southampton, SO15 3WX",01-04-1990,
,-0.81,-0.81,2012,"30 Marsh Lane, Southowram, Halifax, HX3 9UF",,01-04-1990,
Performance Glass Processing  Ltd,-1.86,1188.15,2014,"Unit 10, Halifax Industrial Centre, Marshway, Halifax             HX1 5RW",,21-02-2014,
Pennine Tool Hire [Yorkshire] Ltd (In Liquidation),-4.54,-4.54,2011,"Unit 5, Halifax Industrial Centre, Marshway, Halifax             HX1 5RW","C/O Poppleton Appleby, 32 High Street, Manchester, M4 1QD",21-02-2009,28-03-2012
,-0.71,-0.71,2012,"44 Meadow Lane, Wheatley, Halifax, HX3 5JR",,03-03-2002,
,-71.15,-71.15,2012,"Miall Street Mills, Miall Street, Halifax, HX1 4AE",,01-04-1990,31-12-2011
,-1.51,-1.51,2012,"2 Mile Cross Terrace, Halifax, HX1 4HP",,12-05-1997,
,-91.84,-91.84,2012,"Unit 7, Mill Lane, Halifax, HX3 6TR",,01-04-2005,
,-13.14,-13.14,2002,"The Hebble Brook, 2 Mill Lane, Mixenden, Halifax             HX2 8SE",,16-03-1995,01-05-1995
,-831.45,-2667.52,2006,"Junction Inn, 133 Moor Bottom Road, Illingworth, Halifax             HX2 9SX",,10-08-2004,10-08-2006
,-1836.07,-2667.52,2005,"Junction Inn, 133 Moor Bottom Road, Illingworth, Halifax             HX2 9SX",,10-08-2004,10-08-2006
,-120,-120,2011,"Stone Chair Inn, 11 Moor End, Mount Tabor, Halifax             HX2 0TX",,01-06-2011,31-05-2011
Allan Haigh & Co Ltd [In Liquidation],-464.81,-464.81,2002,"Moorfield Mills, Moorfield Street, Halifax, HX1 3AX","C/O Finn Associates, Tong Hall, Tong, BradfordBD4 Orr",01-04-1990,09-02-1998
,-210.57,-210.57,2007,"Lanika Restaurant, Pellon New Road, Pellon, Halifax              HX1 4QE",,24-10-2004,21-01-2008
,-5.37,-5.37,2004,"Wheatsheaf Hotel, 42 Mount Pellon, Pellon, Halifax             HX2 0EE",,27-03-1998,30-03-2005
,-5,-5,2002,"Fountain Head Inn, 45 Mount Pellon, Pellon, Halifax             HX2 0EE",,26-10-1997,03-02-1998
Halifax Opportunities Trust,-452.57,-821.64,2015,"Childrens Centre, Beech Hill School, Mount Pleasant Avenue, Halifax              HX1 5TN","Attn Barbara Harbinson, The Elsie Whiteley Centre, Hopwood Lane, Halifax, HX1 5ER",01-07-2014,
Halifax Opportunities Trust,-369.07,-821.64,2014,"Childrens Centre, Beech Hill School, Mount Pleasant Avenue, Halifax              HX1 5TN","Attn Barbara Harbinson, The Elsie Whiteley Centre, Hopwood Lane, Halifax, HX1 5ER",01-07-2014,
K Skips Ltd,-0.45,-0.45,2012,"Haulage Yard, Balkram Edge Farm, Mount Tabor, Halifax              HX2 0UB","Fao Mr M Kemp, Balkram Edge Farm, Mount Tabor, Halifax, HX2 0UB",01-01-2009,
Mace Ltd,-663.47,-663.47,2002,"Horsfall House, Mulcture Hall Road, Halifax, HX1 1SP","7 Plough Yard, London, EC2 3LP",11-08-1997,12-02-1998
,-0.02,-0.02,2012,"Lower Brockholes Farm, Lane Head Lane, Ogden, Halifax              HX2 8XQ",,15-11-2004,
Elsie Whiteley Ltd [In Admin Receivership],-585.25,-585.25,2002,"West Grove Mills, New Bond Street, Halifax, HX1 5HR","C/O Kidsons Impey, Devonshire House, 36 George Street, Manchester, M1 4HA",01-04-1990,18-03-1994
J G Harrison & Son Ltd,-6114,18342,2014,"New Brunswick Street, Halifax, HX1 5BH",,01-04-1990,
,-53.42,-53.42,2009,"2 New Road, Halifax, HX1 2LH",,06-08-2007,03-09-2009
,-2.96,-2.96,2002,"13 New Road, Halifax, HX1 2LH",,01-04-1990,29-09-2002
Ascot Estates Ltd,-35.21,-35.21,2002,"100 New Street, Southowram, Halifax, HX3 9SN",,26-08-1995,29-07-1999
,-86.78,-86.78,2009,"100 New Street, Southowram, Halifax, HX3 9SN",,23-07-2007,14-11-2009
,-2.87,-2.87,2010,"42A Newstead Avenue, Halifax, HX1 4TE",,28-12-2006,07-04-2010
,-281.1,-281.1,2011,"Arches At Bowling Dyke, Under North Bridge, Halifax, HX3 6TD",,23-05-2010,23-12-2011
,-253.99,-253.99,2010,"7 Northgate, Halifax, HX1 1UR",,25-09-1998,28-02-2011
,-0.01,-0.01,2014,"7 Northgate, Halifax, HX1 1UR",,01-03-2011,
,-262.23,-262.23,2014,"33 Northgate, Halifax, HX1 1UR",,14-04-2014,
,-1056.22,-1056.22,2013,"83 Northgate, Halifax, HX1 1XF",,01-04-1990,30-09-2013
,-28.48,-28.48,2004,"87 Northgate, Halifax, HX1 1XF",,01-02-2002,25-03-2005
Halifax Woodworkers Suppliesltd [In Liquidation],-257.29,-257.29,2002,"91 Northgate, Halifax, HX1 1XF","C/O Sargent & Co, 36 Clare Road, Halifax, HX1 2HX",01-04-1990,07-03-2002
,-124.18,-124.18,2008,"99 Northgate, Halifax, HX1 1XF",,01-07-2007,10-11-2008
Virgin Care Leeds Llp,-1494.25,-1494.25,2015,"Meadow Dale Group Practice, 120 Nursery Lane, Ovenden, Halifax              HX3 5SX","6400 Daresbury Business Park, Daresbury, Warrington, WA4 4GE",07-04-2011,
Treble Vision Ltd [In Administration],-386.94,-386.94,2004,"Unit A4, Lower Ladyship Mills, Old Lane, Halifax              HX3 5QN",,03-12-1996,15-08-2004
Vision In Print Ltd [In Administration],-568.44,-568.44,2004,"Unit A3, Lower Ladyship Mills, Old Lane, Halifax              HX3 5QN",,03-12-1996,15-08-2004
John Crossley & Sons Ltd,-1226.41,-1226.41,2013,"Unit B1, Ladyship Industrial Estate, Old Lane, Halifax             HX3 5QN","Fao Rupert Wj Crossley, Bankfield Works, Haley Hill, Halifax, HX3 6ED",16-07-2013,15-07-2013
Hebble Rugs Ltd,-91.06,-91.06,2013,"Unit 1A Lower Ground Floor, Lower Ladyship Mills, Old Lane, Halifax              HX3 5QN","C/O Avena Carpets Mr Jnp Crossley, Bankfield Mill, Haley Hill, Halifax, HX1 6ED",01-09-2004,25-04-2013
,-100.81,-100.81,2006,"Office No 1, Ladyship Industrial Estate, Old Lane, Halifax             HX3 5QN",,28-03-2006,11-09-2006
Masterclean (Uk) Ltd,-57.42,-57.42,2009,"Unit 5 Emstead Works, Old Lane, Halifax, HX3 5QN","Stansfield House, Shay Lane, Halifax, HX3 5QN",01-09-2006,30-04-2009
Ladbrokes Betting & Gaming Ltd,-0.01,6097.49,2013,"20 Old Market, Halifax, HX1 1TN","Montagu Evans Llp, 2nd Floor, Abbey House, 74 Mosley Street, Manchester, M2 3LW",01-04-1990,
Brewster Ltd [In Liquidation],-1300.32,-1300.32,2002,"Union Cross Hotel, 12 Old Market, Halifax, HX1 1TN","C/O Neville Russell, Airedale House, 77 Albion Street, Leeds, LS1 5HT",01-11-1997,02-02-1998
,-7.48,-7.48,2005,"Union Cross Hotel, 12 Old Market, Halifax, HX1 1TN",,06-09-2005,03-01-2006
,-36.06,-36.06,2006,"1 Ovenden Road, Halifax, HX3 5PN",,25-05-2005,22-09-2006
,-10.73,-10.73,2011,"15 Ovenden Road, Halifax, HX3 5PN",,07-03-2009,15-01-2012
,-7.62,-7.62,2012,"15 Ovenden Road, Halifax, HX3 5PN",,16-01-2012,10-06-2012
,-223.24,-223.24,2012,"23 Ovenden Road, Halifax, HX3 5PN",,20-12-2002,
,-43.6,-43.6,2010,"350 Ovenden Road, Halifax, HX3 5TJ",,03-05-1995,05-04-2010
,-8.68,-8.68,2002,"358 Ovenden Road, Halifax, HX3 5TJ",,01-07-1993,31-10-1995
,-487,-16.5,2011,"360 Ovenden Road, Halifax, HX3 5TJ",,12-10-2011,30-06-2013
Ron Lee Ltd,-1497,7994,2014,"Ovenden Cross, Ovenden Road, Halifax, HX3 5TJ","Keighley Road, Ovenden, Halifax, HX3 5TJ",26-09-1990,
,-938.47,2285.94,2014,"Adj 158 Ovenden Road, Halifax, HX3 5QG",,01-03-2014,
Ladbrokes Betting & Gaming Ltd,-0.01,2661.99,2013,"364 Ovenden Road, Halifax, HX3 5TJ","Montagu Evans Llp, 2nd Floor, Abbey House, 74 Mosley Street, Manchester, M2 3LW",26-06-2001,
,-548.51,-548.51,2005,"Rear Of, 1 Ovenden Road, Halifax, HX3 5PN",,01-09-2004,31-08-2004
,-36,-304.6,2012,"23A Ovenden Road, Halifax, HX3 5PN",,23-08-2010,30-09-2013
,-85.7,-304.6,2013,"23A Ovenden Road, Halifax, HX3 5PN",,23-08-2010,30-09-2013
,-182.9,-304.6,2014,"23A Ovenden Road, Halifax, HX3 5PN",,23-08-2010,30-09-2013
,-2.31,-2.31,2012,"232 Ovenden Way, Ovenden, Halifax, HX3 5NU",,22-03-2011,21-03-2014
,-0.89,-0.89,2012,"Unit 4 Grange Farm, Ovenden Wood Road, Halifax, HX2 0TQ",,01-06-1995,
,-1.59,-1.59,2012,"Unit 1 Grange Farm, Ovenden Wood Road, Halifax, HX2 0TQ",,02-12-2008,
,-65.96,-65.96,2005,"50 Oxford Lane, Siddal, Halifax, HX3 9BJ",,07-12-2003,07-01-2006
,-70.8,-70.8,2003,"98a Oxford Lane, Siddal, Halifax, HX3 9BJ",,02-10-2001,09-08-2003
,-154,-154,2002,"21/23 Park Drive, Rochdale Road, Halifax, HX2 7NP",,01-04-1990,01-12-1991
,-1.41,-1.41,2012,"7 Park View, Stainland, Halifax, HX4 9HJ",,29-09-1997,
,-73.2,-73.2,2002,"96 Parkinson Lane, Halifax, HX1 3QH",,01-04-1990,01-04-1994
,-145.59,-145.59,2008,"48 Parkinson Lane, Halifax, HX1 3XL",,15-05-2007,30-09-2008
,-580.23,-580.23,2002,"Highfield House, 85 Parkinson Lane, Halifax, HX1 3QQ",,01-04-1990,24-02-2001
Prospro Ltd,-876.4,-876.4,2002,"55 Pellon Lane, Halifax, HX1 5SP",No Forwarding Address,18-09-1998,28-02-2003
,-0.55,-0.55,2012,"226 Pellon Lane, Halifax, HX1 5RU",,01-04-1990,
Bar Refreshments [Uk] Ltd,-877.8,-1799.3,2008,"Martins Mill, Pellon Lane, Halifax, HX1 5QJ",No Forwarding Address,01-01-2004,31-03-2008
Bar Refreshments [Uk] Ltd,-921.5,-1799.3,2009,"Martins Mill, Pellon Lane, Halifax, HX1 5QJ",No Forwarding Address,01-01-2004,31-03-2008
,-134.38,-134.38,2002,"Queens Road Hotel, Pellon Lane, Halifax, HX1 4PZ",,15-05-2002,11-02-2003
What Everyone Wants Ltd,-723.85,-723.85,2002,"Unit 2 Crossley Retail Park, Pellon Lane, Halifax, HX1 5RA","[In Administration], C/O Ernst & Young, George House, 50 George Square, Glasgow, G2 1RR",01-04-2000,09-01-2003
Richard Craven (Kly) Ltd,-43,265.8,2014,"Adj 36 Pellon Lane, Halifax, HX1 5SP","Units 2-3, Gresley Road Industrial Estate, Keighley, BD21 5JG",01-04-2000,
Floor My Home Ltd In Administration,-32.87,-32.87,2011,"Unit 2 Halifax Retail Park, Pellon Lane, Halifax, HX1 5QP","Senate Recovery Ltd, 12a Church Street, Warwick, CV34 4AB",26-09-2009,24-08-2011
Inpost Uk Ltd,-310.11,735,2014,"Electronic Delivery Locker, 151 Pellon Lane, Halifax, HX1 5RG","Suite 655 Mk Business Centre, Foxhunter Drive, Linford Wood, Milton Keynes, MK14 6GD",12-11-2013,
,-309.2,-309.2,2010,"Unit 3 Hill Top Farm, Pepper Hill, Cock Hill Lane, Shelf                HX3 7TH",,25-09-2010,14-04-2011
Capstan Wire Products Ltd [In Liquidation],-94.47,-94.47,2002,"Unit 17, Phoebe Lane Industrial Est., Halifax, HX3 9EX","C/O Baker Tilly, Carlton House, Grammar School Street, Bradford, BD1 4NS",01-04-1990,09-08-1996
,-1.4,-1.4,2012,"Unit 26, Phoebe Lane Industrial Est., Halifax, HX3 9EX",,01-09-2005,
Capstan Wire Products Ltd [In Liquidation],-15.77,-15.77,2002,"Unit 27, Phoebe Lane Industrial Est., Halifax, HX3 9EX","C/O Baker Tilly, Carlton House, Grammar School Street, Bradford, BD1 4NS",02-07-1993,09-08-1996
,-14.56,-14.56,2009,"Unit 8, Phoebe Lane Industrial Est., Halifax, HX3 9EX",,05-07-2008,05-01-2010
,-14.4,-14.4,2008,"Unit 8, Phoebe Lane Industrial Est., Halifax, HX3 9EX",,12-03-2008,30-06-2008
J W Lister Ltd,-18.64,-18.64,2005,"Unit 32b, Phoebe Lane Ind Estate, Phoebe Lane, Halifax             HX3 9EX","Brooksmouth Mills, Clifton Road, Brighouse, HD6 1SL",01-04-2001,31-03-2001
,-0.96,-0.96,2012,"Unit 16, Phoebe Lane Industrial Est., Phoebe Lane, Halifax              HX3 9EX",,01-04-2000,
,-1.03,-1.03,2012,"Unit 35, Phoebe Lane Industrial Est., Phoebe Lane, Halifax              HX3 9EX",,19-07-2004,
,-42.93,-42.93,2002,"44 The Colonnade, Piece Hall, Halifax, HX1 1RE",,29-03-1994,30-06-1999
,-10,-10,2006,"65 Rustic, Piece Hall, Halifax, HX1 1RE",,11-05-2005,30-06-2006
,-96.2,-96.2,2007,"8 The Colonnade, Piece Hall, Halifax, HX1 1RE",,24-04-2003,30-11-2007
Fat Cat Trading Co Ltd,-2.44,-2.44,2009,"17 The Colonnade, Piece Hall, Halifax, HX1 1RE","89 Stainland Road, Greetland, Halifax, HX4 8BD",01-10-2006,29-03-2010
,-45.29,-45.29,2007,"10 The Colonnade, Piece Hall, Halifax, HX1 1RE",,09-10-2006,03-11-2007
,-702.12,-702.12,2004,"42 The Colonnade, Piece Hall, Halifax, HX1 1RE",,30-09-2002,23-06-2004
,-105.48,-105.48,2008,"67 Rustic, Piece Hall, Halifax, HX1 1RE",,27-08-2004,28-11-2008
,-81.89,-81.89,2007,"First Floor, 14 Portland Place, Halifax, HX1 2QN",,10-07-2003,31-01-2008
,-3.02,-3.02,2013,"First Floor, Surefix Motoring Centre, Portland Place, Halifax              HX1 2QN",,06-03-2013,05-03-2013
Due West Ltd,-356.14,-356.14,2012,"4 Powell Street, Halifax, HX1 1LN","C/O O & C Management Services Ltd, 9 Harrison Road, Halifax, HX1 2AF",01-04-2011,30-09-2012
Due West Ltd,-448,-448,2015,"32 Powell Street, Halifax, HX1 1LN","C/O O & C Management Services Ltd, 9 Harrison Road, Halifax, HX1 2AF",17-02-2012,31-05-2015
,-75.52,-75.52,2012,"Adj 1 Clare Street, Halifax, HX1 2LF",,18-09-2000,
South West Yorkshire Partnership Nhs Foundation Trust,-0.5,11129.5,2014,"Elmfield House, 50/52 Prescott Street, Halifax, HX1 2QW","Creditor Payments, Ward 4, Castleford, Normanton Hospital, Lumley Street, Castleford, WF10 5LT",01-08-2010,
Pennine S C S Ltd -In Receivership,-68.07,-68.07,2002,"Preston Place, Halifax, HX1 5JX","C/O Messrs O'Hara & Co, Wesley House, Huddersfield Road,Birstall, Batley, WF17 0EJ",21-07-1990,01-04-1992
Pennine Scs Ltd -In Receivership,-407.15,-407.15,2002,"Preston Place, Halifax, HX1 5JX","C/O Messrs O'Hara & Co, Wesley House, Huddersfield Rd, Birstall, Batley, WF17 0EJ",21-07-1990,01-04-1992
,-6.23,-6.23,2006,"Unit 25 Washer Lane Works, Washer Lane, Halifax, HX2 7DX",,01-04-2001,20-03-2007
,-18.01,-11.16,2010,"27 Queens Road, Halifax, HX1 3NS",,01-04-2006,31-05-2010
,-360.12,-360.12,2014,"173 Queens Road, Halifax, HX1 4LN",,19-05-2014,12-08-2014
,-310.38,-310.38,2011,"193 Queens Road, Halifax, HX1 4NE",,06-09-2009,20-03-2011
,-22.11,-22.11,2010,"201 Queens Road, Halifax, HX1 4NE",,01-03-1999,06-09-2010
,-33.27,-33.27,2002,"212 Queens Road, Halifax, HX1 4NE",,02-09-1996,09-09-1996
,-208.83,-208.83,2012,"263 Queens Road, Halifax, HX1 4NS",,18-12-1990,31-03-2013
,-1.08,-1.08,2012,"267 Queens Road, Halifax, HX1 4NS",,23-04-2000,
Saw Services (Halifax) Ltd [In Liquidation],-4556.11,-4864.12,2002,"Unit 2 Copperwood Court, Queens Road, Halifax, HX1 3NS","C/O Baker Tilly, 2 Whitehall Quay, Leeds, LS1 4HG",01-04-1990,31-08-2001
Saw Services (Halifax) Ltd [In Liquidation],-198.27,-4864.12,2001,"Unit 2 Copperwood Court, Queens Road, Halifax, HX1 3NS","C/O Baker Tilly, 2 Whitehall Quay, Leeds, LS1 4HG",01-04-1990,31-08-2001
Saw Services (Halifax) Ltd [In Liquidation],-109.74,-4864.12,2000,"Unit 2 Copperwood Court, Queens Road, Halifax, HX1 3NS","C/O Baker Tilly, 2 Whitehall Quay, Leeds, LS1 4HG",01-04-1990,31-08-2001
,-3.96,-3.96,2008,"296b Queens Road, Halifax, HX1 4NS",,28-06-2008,27-03-2009
Premier Accident Management Uk (Yorkshire)Ltd,-523,-523,2009,"327a Queens Road, Halifax, HX1 4PY",No Forwarding Address,26-04-2002,31-03-2009
Primesight Ltd,-37.72,286.28,2014,"Board No 9201, Gable Queens Rd Cash & Carry, Queens Road, Halifax              HX1 3NS","Unit 9 Westpoint Enterprise Pk, Clarence Avenue, Trafford Park, Manchester, M17 1QS",01-09-2009,
,-46.5,-46.5,2002,"220 Queens Road, Halifax, HX1 4NE",,01-04-1998,31-03-1999
,-86.28,-86.28,2007,"Unit 3/4 Queens Road Works, Queens Road, Halifax, HX1 3XX",,01-06-2003,07-02-2008
,-64.05,-64.05,2010,"Unit 7/8, Queens Road Works, Queens Road, Halifax              HX1 3XY",,01-05-2006,18-06-2010
Mobile Broadband Network Ltd,-0.01,2687.99,2013,"Telecommunication Mast, Site Ref H X 0040, Queens Road, Halifax              HX1 3XY","C/O Gva Business Rates Tm, Po Box 16097, 3 Brindley Place, Birmingham, B2 2UY",01-04-2011,
Halifax Sheet Metal & Ventilation Ltd,-836,-836,2012,"Plot 6  High Level Way, Pellon Industrial Estate, Queens Road, Halifax              HX1 4PR","Swales Moor Farm, Swales Moor Road, Halifax, HX3 6UF",01-04-2007,07-05-2012
Lets Talk Phones Ltd,-149.53,-149.53,2008,"270 Queens Road, Halifax, HX1 4NJ","270 Queens Road, Halifax, HX1 4NJ",01-04-2008,13-09-2008
,-22.69,-22.69,2009,"270 Queens Road, Halifax, HX1 4NJ",,01-10-2009,14-03-2010
,-75.68,-75.68,2011,"214 Queens Road, Halifax, HX1 4NE",,15-03-2012,
,-15.76,-15.76,2013,"Unit 9 Queens House, Queens Road, Halifax, HX1 3NS",,01-04-2012,28-03-2014
,-195,-195,2014,"16B Queens Road, Halifax, HX1 3NS",,01-12-2013,
Cunninghams (Halifax) Ltd [In Admin Receivership],-399.1,-399.1,2002,"Range Lane, Halifax, HX3 6DL","C/O Armitage & Co, Park House, Park Square, Leeds, LS1 2PS",01-04-1990,13-10-1993
,-112.34,-112.34,2006,"3 Raven Street, Halifax, HX1 4NB",,09-05-2005,09-02-2007
Fred Wade Ltd (In Liquidation),-146.14,-146.14,2013,"14 Rawson Street, Halifax, HX1 1NH","C/O Lee & Company, Crown House, Armley Road, Leeds, LS12 2EJ",01-04-1990,05-12-2013
,-400,7533.65,2014,"14 Rawson Street, Halifax, HX1 1NH",,31-03-2014,
Pecan Bay Ltd,-1001.52,-1001.52,2002,"Fleece Inn, Barkisland, Halifax, HX4 0DJ","West Point Business Centre, Westland Square, Leeds, LS11 5SS",01-10-1996,30-11-1997
,-20,-20,2003,"Perry's Cafe Bar, 66 Rochdale Road, Halifax, HX2 7HB",,17-06-2003,07-08-2003
,-29.31,-29.31,2002,"58 Rochdale Road, Greetland, Halifax, HX4 8AX",,01-04-1992,11-04-1999
,-57.97,-57.97,2004,"298 Rochdale Road, Greetland, Halifax, HX4 8JG",,01-11-1996,15-03-2005
,-5.93,-5.93,2004,"208 Rochdale Road, Greetland, Halifax, HX4 8JE",,19-04-2004,30-03-2005
Blue Gecko Trading Co Ltd,-72.22,-72.22,2012,"Adj 40 Rochdale Road, Greetland, Halifax, HX4 8AX","Hollyns Warehouse, Adj 40 Rochdale Road, Greetland, Halifax, HX4 8AX",20-05-2001,
,-17.3,-17.3,2003,"23 Roils Head Road, Halifax, HX2 0NQ",,28-01-2001,30-05-2003
,-54.66,-54.66,2004,"25 Roils Head Road, Halifax, HX2 0NQ",,07-01-1998,13-12-2004
,-259.99,0,2013,"Masonic Lodge, Roydlands Street, Hipperholme, Halifax             HX3 8AF",,01-04-1990,
,-230.57,-230.57,2002,"1 Roydlands Terrace, Hipperholme, Halifax, HX3 8NG",,01-04-1990,02-12-1993
Stanleys Wholesale Group Ltd[In Liquidation],-60.71,-60.71,2002,"Windsor Business/Office Park, Ryburn Terrace, Halifax, HX1 4SE","C/O Finn Associates, 4 Queen Street, Leeds, LS1 2TW",01-03-1991,31-10-1996
,-156.61,-156.61,2014,"Unit 5 Windsor Business Park, Ryburn Terrace, Halifax, HX1 4SE",,25-03-2008,
,-104.05,-104.05,2005,"Branch House, Saddleworth Road, Barkisland, Halifax              HX4 8NU",,23-09-2005,19-03-2006
,-343.2,-343.2,2008,"57 Saddleworth Road, Greetland, Halifax, HX4 8AG",,31-03-2008,30-03-2008
,-357.31,-357.31,2012,"70 Saddleworth Road, Greetland, Halifax, HX4 8AG",,21-03-1992,
