Business Name,Address Line 1,Address Line 2,Address Line 3,Postcode,Business Type ID,Business Type Description,Food Hygiene Rating Scheme ID,Food Hygiene Rating Scheme Type,Hygiene Score,Structural Score,Confidence In Management Score,Rating Value,Rating Date,New Rating Pending,Local Authority Business ID,Local Authority Code,Local Authority Name,Local Authority Email Address,Local Authority Website,Ward Code,Ward Name,Longitude,Latitude,Last Uploaded,Location,Organisation URI
Oasis Coffee Shop,,27 Leather Lane,London,EC1N 7TE,1,Restaurant/Cafe/Canteen,424789,FHRS,10,10,10,3,10/11/2016,False,34550,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000138,Holborn and Covent Garden,-0.109607,51.519977,15/04/2018,"(51.519977, -0.109607)",http://opendatacommunities.org/id/london-borough-council/camden
The Hospital Group,,24 Endell Street,London,WC2H 9AD,1,Restaurant/Cafe/Canteen,424446,FHRS,5,5,5,5,13/09/2017,False,23309,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000138,Holborn and Covent Garden,-0.124668,51.51475,15/04/2018,"(51.51475, -0.124668)",http://opendatacommunities.org/id/london-borough-council/camden
Pret A Manger,"Unit 8 Ground Floor Western Concourse, Kings Cross Railway Station",Euston Road,,N1 9AP,7844,Takeaway/sandwich shop,470857,FHRS,5,0,0,5,09/02/2015,False,73982,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,,,,,15/04/2018,,http://opendatacommunities.org/id/london-borough-council/camden
Somerfield Stores Ltd,,125-133 Camden High Street,London,NW1 7JR,7840,Retailers - supermarkets/hypermarkets,424091,FHRS,5,10,5,4,16/10/2008,False,20306,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000130,Camden Town with Primrose Hill,-0.142024,51.537328,15/04/2018,"(51.537328, -0.142024)",http://opendatacommunities.org/id/london-borough-council/camden
Proud Camden  The Horse Hospital,The Stables Market,Chalk Farm Road,,NW1 8AH,1,Restaurant/Cafe/Canteen,759327,FHRS,5,10,5,4,04/03/2016,False,77971,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000130,Camden Town with Primrose Hill,-0.147371,51.541999,15/04/2018,"(51.541999, -0.147371)",http://opendatacommunities.org/id/london-borough-council/camden
Italia Uno,,91 Charlotte Street,London,W1T 4PX,1,Restaurant/Cafe/Canteen,423676,FHRS,10,10,10,3,04/11/2014,False,10444,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000129,Bloomsbury,-0.13713,51.520516,15/04/2018,"(51.520516, -0.13713)",http://opendatacommunities.org/id/london-borough-council/camden
Siba Cafe (Limited),Swiss Cottage Community Centre,19 Winchester Road,,NW3 3NR,1,Restaurant/Cafe/Canteen,759340,FHRS,5,5,10,4,11/09/2017,False,81156,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000144,Swiss Cottage,-0.172821,51.54354,15/04/2018,"(51.54354, -0.172821)",http://opendatacommunities.org/id/london-borough-council/camden
Torriano Primary Junior School,Torriano Junior And Infant Sch,Torriano Avenue,London,NW5 2SJ,7845,School/college/university,423990,FHRS,10,15,10,2,14/12/2017,False,1769,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000139,Kentish Town,-0.132853,51.549682,15/04/2018,"(51.549682, -0.132853)",http://opendatacommunities.org/id/london-borough-council/camden
Euro Hotel,,51-53 Cartwright Gardens,London,WC1H 9EL,7842,Hotel/bed & breakfast/guest house,426311,FHRS,5,10,10,3,01/02/2017,False,7142,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000141,King's Cross,-0.126993,51.526244,15/04/2018,"(51.526244, -0.126993)",http://opendatacommunities.org/id/london-borough-council/camden
Regents Park Nursery Centre,Regents Park Nursery Centre,Augustus Street,London,NW1 3TJ,5,Hospitals/Childcare/Caring Premises,426077,FHRS,0,5,0,5,21/12/2016,False,6560,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000142,Regent's Park,-0.141513,51.530765,15/04/2018,"(51.530765, -0.141513)",http://opendatacommunities.org/id/london-borough-council/camden
St Athans Hotel,,20-24 Tavistock Place,London,WC1H 9RE,7842,Hotel/bed & breakfast/guest house,424848,FHRS,,,,5,28/06/2017,False,36801,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000129,Bloomsbury,-0.126034,51.525357,15/04/2018,"(51.525357, -0.126034)",http://opendatacommunities.org/id/london-borough-council/camden
Upper Fleet Cafe & Bakery,County Hotel,Upper Woburn Place,London,WC1H 0JW,1,Restaurant/Cafe/Canteen,1000125,FHRS,10,5,5,4,29/08/2017,False,193033,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000141,King's Cross,-0.129479,51.526428,15/04/2018,"(51.526428, -0.129479)",http://opendatacommunities.org/id/london-borough-council/camden
LLS Cafe,,95-97 Heath Street,London,NW3 6SS,1,Restaurant/Cafe/Canteen,998751,FHRS,,,,5,31/10/2017,False,180889,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000135,Hampstead Town,-0.178609,51.559289,15/04/2018,"(51.559289, -0.178609)",http://opendatacommunities.org/id/london-borough-council/camden
Patisserie Valerie,"Unit 26, St Pancras International Station",Pancras Road,,NW1 2QL,7844,Takeaway/sandwich shop,947378,FHRS,5,0,0,5,17/02/2017,False,77654,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,,,,,15/04/2018,,http://opendatacommunities.org/id/london-borough-council/camden
Fortnum & Mason,"Unit 1a Ticket Office, St Pancras International Station",Pancras Road,,NW1 2QL,1,Restaurant/Cafe/Canteen,628482,FHRS,5,5,0,5,30/08/2017,False,77995,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,,,,,15/04/2018,,http://opendatacommunities.org/id/london-borough-council/camden
The Spice,,161 Fortess Road,London,NW5 2HR,1,Restaurant/Cafe/Canteen,424863,FHRS,20,20,30,0,05/03/2018,False,3734,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,,,,,15/04/2018,,http://opendatacommunities.org/id/london-borough-council/camden
Cider Tap,East Lodge,188 Euston Road,,NW1 2EF,7843,Pub/bar/nightclub,759322,FHRS,5,10,5,4,23/04/2015,False,75939,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000142,Regent's Park,-0.132151,51.527129,15/04/2018,"(51.527129, -0.132151)",http://opendatacommunities.org/id/london-borough-council/camden
The One Tun,,125 Saffron Hill,London,EC1N 8QS,7843,Pub/bar/nightclub,426067,FHRS,5,10,10,3,29/06/2017,False,65393,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000138,Holborn and Covent Garden,-0.106791,51.520111,15/04/2018,"(51.520111, -0.106791)",http://opendatacommunities.org/id/london-borough-council/camden
Royal National Throat Nose and Ear Hospital,,330 Gray's Inn Road,London,WC1X 8DA,1,Restaurant/Cafe/Canteen,1003614,FHRS,5,10,5,4,14/09/2017,False,193317,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000141,King's Cross,-0.119235,51.529061,15/04/2018,"(51.529061, -0.119235)",http://opendatacommunities.org/id/london-borough-council/camden
London School Of Economics,Carr-Saunders Hall,18-24 Fitzroy Street,London,W1T 4BN,7845,School/college/university,1006883,FHRS,5,5,0,5,26/09/2017,False,20989,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000129,Bloomsbury,-0.138285,51.522225,15/04/2018,"(51.522225, -0.138285)",http://opendatacommunities.org/id/london-borough-council/camden
North Bridge House Senior School,North Bridge House Senior School,65 Rosslyn Hill,London,NW3 5UD,7845,School/college/university,424371,FHRS,0,5,0,5,13/11/2017,False,22346,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000135,Hampstead Town,-0.174763,51.554469,15/04/2018,"(51.554469, -0.174763)",http://opendatacommunities.org/id/london-borough-council/camden
Craft  Beer,,168 High Holborn,,WC1V 7AA,7843,Pub/bar/nightclub,993196,FHRS,5,10,10,3,02/08/2017,False,82480,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000138,Holborn and Covent Garden,-0.125319,51.515744,15/04/2018,"(51.515744, -0.125319)",http://opendatacommunities.org/id/london-borough-council/camden
Samis Off Licence,Lambton House,22 Fortess Road,London,NW5 2HA,4613,Retailers - other,424845,FHRS,0,5,5,5,11/07/2017,False,3656,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000139,Kentish Town,-0.140854,51.552597,15/04/2018,"(51.552597, -0.140854)",http://opendatacommunities.org/id/london-borough-council/camden
The 10 Cases,,16 Endell Street,,WC2H 9BD,1,Restaurant/Cafe/Canteen,440910,FHRS,15,15,20,1,13/02/2018,False,74038,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000138,Holborn and Covent Garden,-0.124331,51.514539,15/04/2018,"(51.514539, -0.124331)",http://opendatacommunities.org/id/london-borough-council/camden
Homeslice Ltd,,13 Neal's Yard,,WC2H 9DP,1,Restaurant/Cafe/Canteen,571666,FHRS,5,15,5,2,12/12/2017,False,77415,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000138,Holborn and Covent Garden,-0.126375,51.514571,15/04/2018,"(51.514571, -0.126375)",http://opendatacommunities.org/id/london-borough-council/camden
1st Cafe,,565 Finchley Road,London,NW3 7BN,1,Restaurant/Cafe/Canteen,976271,FHRS,,,,5,24/07/2017,False,183957,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000132,Fortune Green,-0.195819,51.557151,15/04/2018,"(51.557151, -0.195819)",http://opendatacommunities.org/id/london-borough-council/camden
Josephines Filipino Resturant,,4 Charlotte Street,London,W1T 2LP,1,Restaurant/Cafe/Canteen,423656,FHRS,10,15,10,2,22/11/2017,False,10122,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000129,Bloomsbury,-0.13431,51.518277,15/04/2018,"(51.518277, -0.13431)",http://opendatacommunities.org/id/london-borough-council/camden
The Belgrove Hotel,,1-3 Belgrove Street,London,WC1H 8AB,7842,Hotel/bed & breakfast/guest house,424611,FHRS,10,10,10,3,31/03/2017,False,28197,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000141,King's Cross,-0.123609,51.529662,15/04/2018,"(51.529662, -0.123609)",http://opendatacommunities.org/id/london-borough-council/camden
The Dayrooms Cafe WC1,,10 Theobald's Road,,WC1X 8PN,1,Restaurant/Cafe/Canteen,688206,FHRS,15,15,20,1,22/06/2017,False,80637,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000138,Holborn and Covent Garden,-0.113896,51.521529,15/04/2018,"(51.521529, -0.113896)",http://opendatacommunities.org/id/london-borough-council/camden
Shimo Gamo,,108 Parkway,,NW1 7AN,1,Restaurant/Cafe/Canteen,952270,FHRS,10,10,20,1,13/09/2017,True,82161,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000130,Camden Town with Primrose Hill,-0.145711,51.537431,15/04/2018,"(51.537431, -0.145711)",http://opendatacommunities.org/id/london-borough-council/camden
Hampstead Food and Wine,,200 West End Lane,London,NW6 1SG,4613,Retailers - other,424657,FHRS,5,10,10,3,07/02/2014,False,3011,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000145,West Hampstead,-0.191176,51.549805,15/04/2018,"(51.549805, -0.191176)",http://opendatacommunities.org/id/london-borough-council/camden
Holiday Inn London - Bloomsbury,,Coram Street,London,WC1N 1HT,7842,Hotel/bed & breakfast/guest house,426482,FHRS,5,0,5,5,10/02/2017,False,8731,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000129,Bloomsbury,-0.125013,51.523911,15/04/2018,"(51.523911, -0.125013)",http://opendatacommunities.org/id/london-borough-council/camden
Al Parco Pizzeria,,2 Highgate West Hill,London,N6 6JS,1,Restaurant/Cafe/Canteen,424906,FHRS,10,5,5,4,20/07/2017,False,39568,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000137,Highgate,-0.151055,51.561418,15/04/2018,"(51.561418, -0.151055)",http://opendatacommunities.org/id/london-borough-council/camden
Calthorpe Arms,,252 Gray's Inn Road,London,WC1X 8JR,7843,Pub/bar/nightclub,423961,FHRS,10,5,5,4,15/09/2017,False,1601,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000141,King's Cross,-0.116056,51.524711,15/04/2018,"(51.524711, -0.116056)",http://opendatacommunities.org/id/london-borough-council/camden
Chicken King,,19 Kentish Town Road,,NW1 8NH,7844,Takeaway/sandwich shop,470873,FHRS,0,5,10,4,23/02/2017,False,74266,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000130,Camden Town with Primrose Hill,-0.142576,51.539711,15/04/2018,"(51.539711, -0.142576)",http://opendatacommunities.org/id/london-borough-council/camden
Kam Fung Chinese restaurant,,27 Red Lion Street,London,WC1R 4PS,1,Restaurant/Cafe/Canteen,423758,FHRS,10,10,10,3,07/03/2017,False,11858,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000138,Holborn and Covent Garden,-0.11701,51.51943,15/04/2018,"(51.51943, -0.11701)",http://opendatacommunities.org/id/london-borough-council/camden
Brooklyn Bake,,47 Chalk Farm Road,London,NW1 8AJ,1,Restaurant/Cafe/Canteen,952265,FHRS,5,5,10,4,16/03/2017,False,183530,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000136,Haverstock,-0.148285,51.54293,15/04/2018,"(51.54293, -0.148285)",http://opendatacommunities.org/id/london-borough-council/camden
Haysmacintyre,,26 Red Lion Square,,WC1R 4HQ,1,Restaurant/Cafe/Canteen,730225,FHRS,0,0,0,5,04/07/2017,False,78409,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000138,Holborn and Covent Garden,-0.118846,51.51974,15/04/2018,"(51.51974, -0.118846)",http://opendatacommunities.org/id/london-borough-council/camden
Criollo,Brunswick Market,Brunswick Centre,London,,7844,Takeaway/sandwich shop,1011419,FHRS,15,5,10,2,07/10/2017,False,183599,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,,,-0.166389,51.590279,15/04/2018,"(51.590279, -0.166389)",http://opendatacommunities.org/id/london-borough-council/camden
Korea Kitchen LTD,,230 Shaftesbury Avenue,London,WC2H 8EG,1,Restaurant/Cafe/Canteen,1019592,FHRS,0,0,5,5,02/08/2017,False,193625,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000138,Holborn and Covent Garden,-0.125882,51.516785,15/04/2018,"(51.516785, -0.125882)",http://opendatacommunities.org/id/london-borough-council/camden
Salvador and Amanda,,1-6 Vernon Place,,WC1A 2EP,1,Restaurant/Cafe/Canteen,913850,FHRS,5,5,0,5,09/09/2016,False,78790,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000138,Holborn and Covent Garden,-0.121355,51.518683,15/04/2018,"(51.518683, -0.121355)",http://opendatacommunities.org/id/london-borough-council/camden
Treetops,"Park Building, Talacre Open Space",Dalby Street,London,NW5 3NH,7841,Other catering premises,424861,FHRS,5,5,0,5,27/11/2017,False,37325,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,,,,,15/04/2018,,http://opendatacommunities.org/id/london-borough-council/camden
Bites,,46 Mornington Crescent,London,NW1 7RB,1,Restaurant/Cafe/Canteen,426081,FHRS,5,5,10,4,18/09/2014,False,6570,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000142,Regent's Park,-0.139833,51.534488,15/04/2018,"(51.534488, -0.139833)",http://opendatacommunities.org/id/london-borough-council/camden
Haverstock School,Haverstock School,24 Haverstock Hill,London,NW3 2BQ,7845,School/college/university,424144,FHRS,0,5,0,5,27/06/2017,False,20621,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000136,Haverstock,-0.154366,51.544852,15/04/2018,"(51.544852, -0.154366)",http://opendatacommunities.org/id/london-borough-council/camden
Jaffreys,Bloomsbury Market,Malet Street,London,,7844,Takeaway/sandwich shop,1016162,FHRS,5,5,5,5,09/11/2017,False,183576,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,,,,,15/04/2018,,http://opendatacommunities.org/id/london-borough-council/camden
Hilton London Euston,,17-18 Upper Woburn Place,London,WC1H 0HT,7842,Hotel/bed & breakfast/guest house,426281,FHRS,5,5,5,5,12/02/2016,False,7092,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000129,Bloomsbury,-0.130477,51.526714,15/04/2018,"(51.526714, -0.130477)",http://opendatacommunities.org/id/london-borough-council/camden
Tip Top Thai Restaurant,,77 Heath Street,London,NW3 6UG,1,Restaurant/Cafe/Canteen,424713,FHRS,10,10,10,3,28/08/2013,False,31469,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000135,Hampstead Town,-0.178485,51.557351,15/04/2018,"(51.557351, -0.178485)",http://opendatacommunities.org/id/london-borough-council/camden
Fairway Hotel,,13-15 Argyle Street,London,WC1H 8EJ,7842,Hotel/bed & breakfast/guest house,423946,FHRS,0,5,5,5,09/01/2017,False,15007,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000141,King's Cross,-0.123748,51.529421,15/04/2018,"(51.529421, -0.123748)",http://opendatacommunities.org/id/london-borough-council/camden
Parkers Restaurant,,109 Kingsway,London,WC2B 6PP,1,Restaurant/Cafe/Canteen,424283,FHRS,0,5,0,5,26/11/2012,False,21761,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000138,Holborn and Covent Garden,-0.120249,51.516721,15/04/2018,"(51.516721, -0.120249)",http://opendatacommunities.org/id/london-borough-council/camden
Wolfe's Bar & Grill,,30 Great Queen Street,London,WC2B 5BB,1,Restaurant/Cafe/Canteen,423850,FHRS,10,10,10,3,08/09/2014,False,13761,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000138,Holborn and Covent Garden,-0.121421,51.515562,15/04/2018,"(51.515562, -0.121421)",http://opendatacommunities.org/id/london-borough-council/camden
Celtic Hotel,,61-63 Guilford Street,London,WC1N 1DD,7842,Hotel/bed & breakfast/guest house,667875,FHRS,5,5,10,4,05/09/2017,False,8851,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000129,Bloomsbury,-0.124191,51.522622,15/04/2018,"(51.522622, -0.124191)",http://opendatacommunities.org/id/london-borough-council/camden
Cafe Delight,,73 New Oxford Street,London,WC1A 1DG,4613,Retailers - other,516221,FHRS,10,10,10,3,05/02/2013,False,72018,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000138,Holborn and Covent Garden,-0.127981,51.516557,15/04/2018,"(51.516557, -0.127981)",http://opendatacommunities.org/id/london-borough-council/camden
Boots,"Unit 12 West Concourse, Kings",Euston Road,London,N1C 4AL,4613,Retailers - other,688191,FHRS,5,15,5,2,24/06/2014,False,72894,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000143,St Pancras and Somers Town,-0.123533,51.530802,15/04/2018,"(51.530802, -0.123533)",http://opendatacommunities.org/id/london-borough-council/camden
The Old Red Lion,,72 High Holborn,London,WC1V 6LS,7843,Pub/bar/nightclub,423777,FHRS,0,5,5,5,02/08/2017,False,12361,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000138,Holborn and Covent Garden,-0.117166,51.518075,15/04/2018,"(51.518075, -0.117166)",http://opendatacommunities.org/id/london-borough-council/camden
Argos Distributors,,5 Gray's Inn Road,London,WC1X 8PH,4613,Retailers - other,426404,FHRS,,,,Exempt,30/11/2017,False,7495,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000138,Holborn and Covent Garden,-0.111974,51.518504,15/04/2018,"(51.518504, -0.111974)",http://opendatacommunities.org/id/london-borough-council/camden
Christchurch School,Christ Church C E Primary School,Redhill Street,,NW1 4BD,1,Restaurant/Cafe/Canteen,965292,FHRS,0,5,5,5,05/05/2017,False,74097,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000142,Regent's Park,-0.144404,51.530918,15/04/2018,"(51.530918, -0.144404)",http://opendatacommunities.org/id/london-borough-council/camden
The Diner,,2 Jamestown Road,London,NW1 7BY,1,Restaurant/Cafe/Canteen,425611,FHRS,5,10,5,4,29/11/2016,False,58239,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000130,Camden Town with Primrose Hill,-0.14746,51.540193,15/04/2018,"(51.540193, -0.14746)",http://opendatacommunities.org/id/london-borough-council/camden
Oh My Dog,West Yard,Camden Lock Place,London,NW1 8AF,7844,Takeaway/sandwich shop,939473,FHRS,5,10,10,3,06/12/2016,False,182945,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000130,Camden Town with Primrose Hill,-0.146604,51.541016,15/04/2018,"(51.541016, -0.146604)",http://opendatacommunities.org/id/london-borough-council/camden
Oh' Lola Spain,,58 Hatton Garden,London,EC1N 8LS,1,Restaurant/Cafe/Canteen,1020967,FHRS,15,10,10,2,06/12/2017,False,181334,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000138,Holborn and Covent Garden,-0.109046,51.521334,15/04/2018,"(51.521334, -0.109046)",http://opendatacommunities.org/id/london-borough-council/camden
Phoenicia Meditterranean Food,,186-188 Kentish Town Road,London,NW5 2AE,4613,Retailers - other,424968,FHRS,10,10,10,3,23/11/2016,False,42348,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000131,Cantelowes,-0.141117,51.547574,15/04/2018,"(51.547574, -0.141117)",http://opendatacommunities.org/id/london-borough-council/camden
Mind In Camden,Barnes House,9-15 Camden Road,London,NW1 9LQ,1,Restaurant/Cafe/Canteen,423994,FHRS,5,15,10,2,16/01/2018,True,1813,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000130,Camden Town with Primrose Hill,-0.141821,51.539834,15/04/2018,"(51.539834, -0.141821)",http://opendatacommunities.org/id/london-borough-council/camden
Trends Wine Merchants,,65 Mill Lane,London,NW6 1NB,4613,Retailers - other,424626,FHRS,,,,Exempt,17/06/2015,False,2874,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000132,Fortune Green,-0.196798,51.552094,15/04/2018,"(51.552094, -0.196798)",http://opendatacommunities.org/id/london-borough-council/camden
Mia Restaurant,,135 Finchley Road,London,NW3 6JH,1,Restaurant/Cafe/Canteen,998771,FHRS,5,5,5,5,06/03/2017,False,182716,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000144,Swiss Cottage,-0.175713,51.544072,15/04/2018,"(51.544072, -0.175713)",http://opendatacommunities.org/id/london-borough-council/camden
Waitrose,,23-37 Brunswick Centre,London,WC1N 1AF,7840,Retailers - supermarkets/hypermarkets,425220,FHRS,0,10,10,4,10/01/2017,False,51674,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000129,Bloomsbury,-0.12395,51.524856,15/04/2018,"(51.524856, -0.12395)",http://opendatacommunities.org/id/london-borough-council/camden
La Petite Poissonnerie,,75 Gloucester Avenue,London,NW1 8LD,4613,Retailers - other,425872,FHRS,10,10,10,3,29/03/2017,False,61798,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000130,Camden Town with Primrose Hill,-0.151379,51.540273,15/04/2018,"(51.540273, -0.151379)",http://opendatacommunities.org/id/london-borough-council/camden
Travelodge London High Holborn,,166 High Holborn,London,WC1V 6TT,7842,Hotel/bed & breakfast/guest house,425241,FHRS,5,10,5,4,22/02/2018,False,52222,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000138,Holborn and Covent Garden,-0.11826,51.517312,15/04/2018,"(51.517312, -0.11826)",http://opendatacommunities.org/id/london-borough-council/camden
M&S Simply Food,Kings Cross Railway Station,Euston Road,London,N1 9AP,7844,Takeaway/sandwich shop,426374,FHRS,5,5,5,5,24/04/2012,False,72583,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000143,St Pancras and Somers Town,-0.1233,51.5309,15/04/2018,"(51.5309, -0.1233)",http://opendatacommunities.org/id/london-borough-council/camden
Croquetas Vigar,,,,,1,Restaurant/Cafe/Canteen,907807,FHRS,5,0,5,5,15/07/2016,False,81075,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,,,,,15/04/2018,,http://opendatacommunities.org/id/london-borough-council/camden
Village Store,,62 Lawford Road,London,NW5 2LN,4613,Retailers - other,425112,FHRS,5,0,5,5,18/12/2017,False,4798,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000131,Cantelowes,-0.13752,51.546294,15/04/2018,"(51.546294, -0.13752)",http://opendatacommunities.org/id/london-borough-council/camden
Railway,,100 West End Lane,London,NW6 2LU,7843,Pub/bar/nightclub,424642,FHRS,5,5,0,5,25/10/2017,False,2943,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000145,West Hampstead,-0.190963,51.546097,15/04/2018,"(51.546097, -0.190963)",http://opendatacommunities.org/id/london-borough-council/camden
Ben's Cookies,,38b Brunswick Centre,London,WC1N 1AE,1,Restaurant/Cafe/Canteen,1026328,FHRS,0,0,0,5,11/01/2018,False,193806,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000129,Bloomsbury,-0.1232,51.52348,15/04/2018,"(51.52348, -0.1232)",http://opendatacommunities.org/id/london-borough-council/camden
Avalon School Of English Ltd,,8 Denmark Street,London,WC2H 8LS,7845,School/college/university,423803,FHRS,5,5,5,5,23/05/2017,False,13040,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000138,Holborn and Covent Garden,-0.129538,51.515107,15/04/2018,"(51.515107, -0.129538)",http://opendatacommunities.org/id/london-borough-council/camden
Norwest Trading,,106b Kilburn High Road,London,NW6 4HY,4613,Retailers - other,424690,FHRS,,,,Exempt,01/02/2018,False,30876,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000140,Kilburn,-0.194793,51.539681,15/04/2018,"(51.539681, -0.194793)",http://opendatacommunities.org/id/london-borough-council/camden
Funkey Bean,,1a Fortess Road,London,NW5 1AA,1,Restaurant/Cafe/Canteen,931979,FHRS,,,,5,11/04/2017,False,182860,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000139,Kentish Town,-0.141303,51.55219,15/04/2018,"(51.55219, -0.141303)",http://opendatacommunities.org/id/london-borough-council/camden
Costcutter,,100 Chalton Street,London,NW1 1HJ,4613,Retailers - other,1019595,FHRS,5,10,10,3,24/11/2017,False,193801,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000143,St Pancras and Somers Town,-0.131043,51.530832,15/04/2018,"(51.530832, -0.131043)",http://opendatacommunities.org/id/london-borough-council/camden
Prezzo,,161 Euston Road,London,NW1 2BD,1,Restaurant/Cafe/Canteen,425041,FHRS,5,15,10,2,17/05/2017,False,45665,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000142,Regent's Park,-0.146633,51.533368,15/04/2018,"(51.533368, -0.146633)",http://opendatacommunities.org/id/london-borough-council/camden
Eat LTD,,2 Gray's Inn Road,London,WC1X 8HG,1,Restaurant/Cafe/Canteen,426209,FHRS,0,0,0,5,08/08/2012,False,69338,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000138,Holborn and Covent Garden,-0.111221,51.5186,15/04/2018,"(51.5186, -0.111221)",http://opendatacommunities.org/id/london-borough-council/camden
