"vehTypeID","ClassID","EU_Class","Make and Model Desc","Body Type Desc 1","Propulsion Type Desc","Wheel Plan Desc","BodyTypeDesc2","GVW","EngineCC","GVW_Mod","EngineCC_mod","PassSeats","KerbWt","OPClassID","SubClassID","WtID","FuelID","EngineID"
46214,1,"M1","VAUXHALL ASTRA SXI TWINPORT","CARS","PETROL","2 AXLE RIGID BODY","5 Door Hatchback","0","1364",,1364,,,1,1,1,1,1
46244,1,"M1","VAUXHALL CARLTON CDX I AUTO","CARS","PETROL","2 AXLE RIGID BODY","4 Door Saloon","NULL","1998",1985,1998,,1504,1,1,1,1,2
46339,2,"N1 i","VAUXHALL CORSA CDTI ECOFLEX S/S","GOODS","DIESEL","2 AXLE RIGID BODY","Car Derived Van","1695","1248",1695,1248,,1105,3,3,3,2,4
46360,1,"M1","VAUXHALL CORSA CLUB A/C CDTI","CARS","DIESEL","2 AXLE RIGID BODY","3 Door Hatchback","0","1248",,1248,,,1,1,1,2,1
46374,1,"M1","VAUXHALL CORSA DESIGN","CARS","PETROL","2 AXLE RIGID BODY","3 Door Hatchback","0","1229",,1229,,,1,1,1,1,1
46376,1,"M1","VAUXHALL CORSA DESIGN","CARS","PETROL","2 AXLE RIGID BODY","5 Door Hatchback","0","1229",,1229,,,1,1,1,1,1
46398,1,"M1","VAUXHALL CORSA DESIGN INTOUCH","CARS","PETROL","2 AXLE RIGID BODY","3 Door Hatchback","0","1229",,1229,,,1,1,1,1,1
46416,1,"M1","VAUXHALL CORSA ENERGY AC ECOFLEX","CARS","PETROL","2 AXLE RIGID BODY","3 Door Hatchback","0","1398",,1398,,,1,1,1,1,1
46433,1,"M1","VAUXHALL CORSA EXCITE AC","CARS","PETROL","2 AXLE RIGID BODY","3 Door Hatchback","0","1398",,1398,,,1,1,1,1,1
46460,1,"M1","VAUXHALL CORSA GLS 16V","CARS","PETROL","2 AXLE RIGID BODY","5 Door Hatchback","0","1199",,1199,,,1,1,1,1,1
46467,1,"M1","VAUXHALL CORSA LIFE A/C","CARS","PETROL","2 AXLE RIGID BODY","3 Door Hatchback","0","998",,998,,,1,1,1,1,1
46482,1,"M1","VAUXHALL CORSA LIMITED EDITION","CARS","PETROL","2 AXLE RIGID BODY","3 Door Hatchback","0","1398",,1398,,,1,1,1,1,1
46504,1,"M1","VAUXHALL CORSA S ECOFLEX","CARS","PETROL","2 AXLE RIGID BODY","3 Door Hatchback","0","998",,998,,,1,1,1,1,1
46515,1,"M1","VAUXHALL CORSA SE CDTI ECOFLEX 73","CARS","DIESEL","2 AXLE RIGID BODY","5 Door Hatchback","0","1248",,1248,,,1,1,1,2,1
46535,1,"M1","VAUXHALL CORSA SRI ECOFLEX","CARS","PETROL","2 AXLE RIGID BODY","5 Door Hatchback","0","1398",,1398,,,1,1,1,1,1
46547,1,"M1","VAUXHALL CORSA SXI","CARS","PETROL","2 AXLE RIGID BODY","3 Door Hatchback","0","1229",,1229,,,1,1,1,1,1
46591,1,"M1","VAUXHALL CORSA VXR","CARS","PETROL","2 AXLE RIGID BODY","3 Door Hatchback","0","1598",,1598,,,1,1,1,1,2
46601,1,"M1","VAUXHALL FRONTERA TD","CARS","DIESEL","2 AXLE RIGID BODY","Estate","NULL","2771",,2771,,,1,1,1,2,3
46701,1,"M1","VAUXHALL INSIGNIA SRI 128 CDTI","CARS","DIESEL","2 AXLE RIGID BODY","Estate","0","1956",,1956,,,1,1,1,2,2
46707,1,"M1","VAUXHALL INSIGNIA SRI 160 CDTI","CARS","DIESEL","2 AXLE RIGID BODY","5 Door Hatchback","0","1956",,1956,,,1,1,1,2,2
46710,1,"M1","VAUXHALL INSIGNIA SRI CDTI","CARS","DIESEL","2 AXLE RIGID BODY","5 Door Hatchback","0","1956",,1956,,,1,1,1,2,2
46715,1,"M1","VAUXHALL INSIGNIA SRI CDTI ECOFLEX S/S","CARS","DIESEL","2 AXLE RIGID BODY","5 Door Hatchback","0","1956",,1956,,,1,1,1,2,2
46738,1,"M1","VAUXHALL INSIGNIA SRI NAV CDTI ECO S/S","CARS","DIESEL","2 AXLE RIGID BODY","5 Door Hatchback","0","1956",,1956,,,1,1,1,2,2
46840,1,"M1","VAUXHALL MOKKA EXCLUSIV CDTI S/S","CARS","DIESEL","2 AXLE RIGID BODY","5 Door Hatchback","0","1686",,1686,,,1,1,1,2,2
46966,1,"M1","VAUXHALL VECTRA EXCLUSIV","CARS","PETROL","2 AXLE RIGID BODY","5 Door Hatchback","0","1796",,1796,,,1,1,1,1,2
46974,1,"M1","VAUXHALL VECTRA LIFE","CARS","PETROL","2 AXLE RIGID BODY","5 Door Hatchback","0","1796",,1796,,,1,1,1,1,2
46976,1,"M1","VAUXHALL VECTRA LIFE","CARS","PETROL","2 AXLE RIGID BODY","Estate","0","1796",,1796,,,1,1,1,1,2
46994,1,"M1","VAUXHALL VECTRA SRI CDTI 120","CARS","DIESEL","2 AXLE RIGID BODY","5 Door Hatchback","0","1910",,1910,,,1,1,1,2,2
46996,1,"M1","VAUXHALL VECTRA SRI CDTI 150","CARS","DIESEL","2 AXLE RIGID BODY","5 Door Hatchback","0","1910",,1910,,,1,1,1,2,2
47036,3,"N1 ii","VAUXHALL VIVARO 2700 SPORTIVE CDTI","GOODS","DIESEL","2 AXLE RIGID BODY","Panel Van","2760","1598",2760,1598,,1661,3,4,3,2,4
47061,,"N1","VAUXHALL VIVARO 2900 CDTI SWB","GOODS","DIESEL","2 AXLE RIGID BODY","Panel Van","2950","1995",2950,1995,,1749,3,5,3,2,4
47077,3,"N1 ii","VAUXHALL VIVARO 2900 SPORTIVE CDTI","GOODS","DIESEL","2 AXLE RIGID BODY","Panel Van","2810","1598",2810,1598,,1650,3,4,3,2,4
47118,1,"M1","VAUXHALL ZAFIRA COMFORT 16V","CARS","PETROL","2 AXLE RIGID BODY","Multi Purpose Vehicle","0","1598",,1598,,,1,1,1,1,2
47142,1,"M1","VAUXHALL ZAFIRA ELEGANCE 16V","CARS","PETROL","2 AXLE RIGID BODY","Multi Purpose Vehicle","0","1796",,1796,,,1,1,1,1,2
47162,1,"M1","VAUXHALL ZAFIRA EXCLUSIV","CARS","PETROL","2 AXLE RIGID BODY","Multi Purpose Vehicle","0","1796",,1796,,,1,1,1,1,2
47279,1,"M1","VOLKSWAGEN BORA SE TDI","CARS","DIESEL","2 AXLE RIGID BODY","4 Door Saloon","0","1896",,1896,,,1,1,1,2,2
47284,3,"N1 ii","VOLKSWAGEN CADDY 69PS SDI","GOODS","DIESEL","2 AXLE RIGID BODY","Car Derived Van","2185","1968",1064,1968,,1363,3,4,3,2,4
47305,3,"N1 ii","VOLKSWAGEN CADDY C20 TDI 102","GOODS","DIESEL","2 AXLE RIGID BODY","Panel Van","2159","1598",2159,1598,,1383,3,4,3,2,4
47340,3,"N1 ii","VOLKSWAGEN CADDY MAXI C20 TDI S-A","GOODS","DIESEL","2 AXLE RIGID BODY","Panel Van","2328","1598",2328,1598,,1454,3,4,3,2,4
47394,4,"N1 iii","VOLKSWAGEN CRAFTER CR35 109 MWB","GOODS","DIESEL","2 AXLE RIGID BODY","Panel Van","3500","2461",3500,2461,,2000,3,5,3,2,4
47446,1,"M1","VOLKSWAGEN FOX 55","CARS","PETROL","2 AXLE RIGID BODY","3 Door Hatchback","0","1198",,1198,,,1,1,1,1,1
47521,1,"M1","VOLKSWAGEN GOLF GT TDI","CARS","DIESEL","2 AXLE RIGID BODY","3 Door Hatchback","0","1896",,1896,,,1,1,1,2,2
47534,1,"M1","VOLKSWAGEN GOLF GT TDI 140","CARS","DIESEL","2 AXLE RIGID BODY","5 Door Hatchback","1920","1968",1920,1968,,,1,1,1,2,2
47554,1,"M1","VOLKSWAGEN GOLF GTD","CARS","DIESEL","2 AXLE RIGID BODY","5 Door Hatchback","1860","1968",1860,1968,,,1,1,1,2,2
47556,1,"M1","VOLKSWAGEN GOLF GTD","CARS","DIESEL","2 AXLE RIGID BODY","5 Door Hatchback","1890","1968",1890,1968,,,1,1,1,2,2
47602,1,"M1","VOLKSWAGEN GOLF GTI TURBO","CARS","PETROL","2 AXLE RIGID BODY","5 Door Hatchback","0","1781",,1781,,,1,1,1,1,2
47633,1,"M1","VOLKSWAGEN GOLF MATCH TDI 105 A","CARS","DIESEL","2 AXLE RIGID BODY","5 Door Hatchback","0","1896",,1896,,,1,1,1,2,2
47702,1,"M1","VOLKSWAGEN GOLF S 80","CARS","PETROL","2 AXLE RIGID BODY","3 Door Hatchback","0","1390",,1390,,,1,1,1,1,1
47759,1,"M1","VOLKSWAGEN GOLF SE BLUEMOTION TECH TDI","CARS","DIESEL","2 AXLE RIGID BODY","5 Door Hatchback","1860","1968",1860,1968,,,1,1,1,2,2
47790,1,"M1","VOLKSWAGEN GOLF SE TDI S-A","CARS","DIESEL","2 AXLE RIGID BODY","Estate","0","1968",,1968,,,1,1,1,2,2
47794,1,"M1","VOLKSWAGEN GOLF SE TSI","CARS","PETROL","2 AXLE RIGID BODY","5 Door Hatchback","0","1390",,1390,,,1,1,1,1,1
47851,1,"M1","VOLKSWAGEN JETTA SE BLUEMOTION TECH TSI","CARS","PETROL","2 AXLE RIGID BODY","4 Door Saloon","1850","1395",1850,1395,,,1,1,1,1,1
47877,1,"M1","VOLKSWAGEN LUPO E","CARS","PETROL","2 AXLE RIGID BODY","3 Door Hatchback","0","999",,999,,,1,1,1,1,1
47906,1,"M1","VOLKSWAGEN MOVE UP","CARS","PETROL","2 AXLE RIGID BODY","3 Door Hatchback","1290","999",1290,999,,,1,1,1,1,1
47907,1,"M1","VOLKSWAGEN MOVE UP","CARS","PETROL","2 AXLE RIGID BODY","5 Door Hatchback","1290","999",1290,999,,,1,1,1,1,1
47962,1,"M1","VOLKSWAGEN PASSAT HIGHLINE TDI 105","CARS","DIESEL","2 AXLE RIGID BODY","4 Door Saloon","0","1896",,1896,,,1,1,1,2,2
48050,1,"M1","VOLKSWAGEN PASSAT SE BUSINESS TDI BMT S-A","CARS","DIESEL","2 AXLE RIGID BODY","Estate","2130","1968",2130,1968,,,1,1,1,2,2
48060,1,"M1","VOLKSWAGEN PASSAT SE TDI 140","CARS","DIESEL","2 AXLE RIGID BODY","4 Door Saloon","0","1968",,1968,,,1,1,1,2,2
48129,1,"M1","VOLKSWAGEN POLO E","CARS","PETROL","2 AXLE RIGID BODY","5 Door Hatchback","0","999",,999,,,1,1,1,1,1
48157,1,"M1","VOLKSWAGEN POLO MATCH 60","CARS","PETROL","2 AXLE RIGID BODY","3 Door Hatchback","0","1198",,1198,,,1,1,1,1,1
48183,1,"M1","VOLKSWAGEN POLO MATCH TSI","CARS","PETROL","2 AXLE RIGID BODY","5 Door Hatchback","1590","1197",1590,1197,,,1,1,1,1,1
48184,1,"M1","VOLKSWAGEN POLO MATCH TSI S-A","CARS","PETROL","2 AXLE RIGID BODY","5 Door Hatchback","1620","1197",1620,1197,,,1,1,1,1,1
48207,1,"M1","VOLKSWAGEN POLO S 60","CARS","PETROL","2 AXLE RIGID BODY","5 Door Hatchback","0","1198",,1198,,,1,1,1,1,1
48263,1,"M1","VOLKSWAGEN POLO SE TDI 70","CARS","DIESEL","2 AXLE RIGID BODY","5 Door Hatchback","0","1400",,1400,,,1,1,1,2,2
48303,1,"M1","VOLKSWAGEN POLO TWIST TDI","CARS","DIESEL","2 AXLE RIGID BODY","5 Door Hatchback","0","1422",,1422,,,1,1,1,2,2
48343,1,"N1 ii","VOLKSWAGEN SHARAN SE BLUEMOTION TDI","CARS","DIESEL","2 AXLE RIGID BODY","Multi Purpose Vehicle","2510","1968",2510,1968,,1722,1,1,2,2,2
48411,1,"M1","VOLKSWAGEN TIGUAN SE TDI BLUEMOTION TECH","CARS","DIESEL","2 AXLE RIGID BODY","Estate","2080","1968",2080,1968,,,1,1,1,2,2
48437,1,"N1 iii","VOLKSWAGEN TOUAREG SE V6TDI B-TECH A","CARS","DIESEL","2 AXLE RIGID BODY","Estate","2860","2967",2860,2967,,2251,1,1,2,2,3
48453,1,"M1","VOLKSWAGEN TOURAN S","CARS","PETROL","2 AXLE RIGID BODY","Multi Purpose Vehicle","0","1598",,1598,,,1,1,1,1,2
48495,,"N1","VOLKSWAGEN TPORTER T28 HLINE 140 TDI SWB","GOODS","DIESEL","2 AXLE RIGID BODY","Van/Side Windows","2800","1968",2800,1968,,1771,3,5,3,2,4
48614,,"N1","VOLKSWAGEN TR-PORTER T28 102 TDI SWB","GOODS","DIESEL","2 AXLE RIGID BODY","Motor Home/Caravan","2800","1896",2800,1896,,1762,3,5,3,2,4
48656,,"N1","VOLKSWAGEN T-SPORTER T30 140 TDI SWB","GOODS","DIESEL","2 AXLE RIGID BODY","Panel Van","3000","1968",3000,1968,,1772,3,5,3,2,4
48720,1,"M1","VOLVO C70 SE D5 A","CARS","DIESEL","2 AXLE RIGID BODY","Convertible","0","2401",,2401,,,1,1,1,2,3
48734,6,"N3","VOLVO Missing","GOODS","DIESEL","2 AXLE & 3-AXLE ARTIC","Tractor","31000","10837",31000,10837,,,4,7,13,2,4
48753,5,"M3","VOLVO Missing","BUSES & COACHES","DIESEL","2 AXLE RIGID BODY","S/D Bus/Coach","NULL","9600",,9600,,,5,9,17,2,4
48777,6,"N3","VOLVO Missing","GOODS","DIESEL","3 AXLE & 3-AXLE ARTIC","Tractor","44000","12777",44000,12777,,,4,7,15,2,4
48819,1,"M1","VOLVO S40 S","CARS","PETROL","2 AXLE RIGID BODY","4 Door Saloon","0","1948",,1948,,,1,1,1,1,2
48826,1,"M1","VOLVO S40 SE","CARS","PETROL","2 AXLE RIGID BODY","4 Door Saloon","0","2435",,2435,,,1,1,1,1,3
48958,1,"M1","VOLVO V40 R-DESIGN LUX NAV D3 AUTO","CARS","DIESEL","2 AXLE RIGID BODY","5 Door Hatchback","0","1969",,1969,,,1,1,1,2,2
49083,1,"M1","VOLVO V60 SE LUX NAV D5 AUTO","CARS","DIESEL","2 AXLE RIGID BODY","Estate","0","2400",,2400,,,1,1,1,2,3
49181,1,"N1 ii","VOLVO XC60 R-DESIGN LUX NAV D4 AUTO","CARS","DIESEL","2 AXLE RIGID BODY","Estate","0","1969",3000,1969,,1702,1,1,2,2,2
49183,1,"N1 ii","VOLVO XC60 R-DESIGN LUX NAV D4 AWD A","CARS","DIESEL","2 AXLE RIGID BODY","Estate","0","2400",3000,2400,,1702,1,1,2,2,3
49197,1,"N1 ii","VOLVO XC60 SE D AUTO","CARS","DIESEL","2 AXLE RIGID BODY","Estate","0","2400",3000,2400,,1702,1,1,2,2,3
49208,1,"N1 ii","VOLVO XC60 SE LUX D4","CARS","DIESEL","2 AXLE RIGID BODY","Estate","0","1969",3000,1969,,1702,1,1,2,2,2
49217,1,"N1 ii","VOLVO XC60 SE LUX NAV D5 AWD AUTO","CARS","DIESEL","2 AXLE RIGID BODY","Estate","0","2400",3000,2400,,1702,1,1,2,2,3
49263,1,"N1 iii","VOLVO XC90 INSCRIPTION D5 AWD AUTO","CARS","DIESEL","2 AXLE RIGID BODY","Estate","0","1969",3000,1969,,2000,1,1,2,2,2
