Body,Body name,Service label,Service division label,Expenditure category,Detailed expenditure type,Detailed Expenditure Code,Date paid,Transaction Number,Net Amount,Capital or revenue,Supplier name
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Regeneration,Supplies and Services,Grant Related Expenditure,290,21-Jan-2011,1101-05499,2745.36,R,NORTH YORKSHIRE COUNTY COUNCIL
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Regeneration,Supplies and Services,Well Being Small Grants Projects,228,21-Jan-2011,1101-05500,7500.00,R,NORTHCALL
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate Functions,Commercial Services Trading Services,Transport,Vehicle Spares,345,04-Jan-2011,1101-05501,598.30,R,NORTHERN COMMERCIALS (MIRFIELD) LTD
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Strategic Accounts,Leasing,Leasing,Leasing,999,18-Jan-2011,1101-05502,19361.00,R,NORTHERN COMMERCIALS (MIRFIELD) LTD
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Highways,Capital,OTHER COSTS,7,04-Jan-2011,1101-05503,5990.89,C,NORTHERN GAS NETWORKS LTD
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate Functions,Commercial Services Trading Services,Supplies and Services,Other Hired And Contracted Services,265,04-Jan-2011,1101-05504,-903.00,R,NORTHERN GAS NETWORKS LTD
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Highways,Capital,CONSTRUCTION,3,20-Jan-2011,1101-05505,7691.95,C,NORTHERN GAS NETWORKS LTD
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Highways,Capital,CONSTRUCTION,3,21-Jan-2011,1101-05506,21863.53,C,NORTHERN GAS NETWORKS LTD
http://statistics.data.gov.uk/doc/local-authority/00DA,East North East Homes Leeds,East - North East,Corporate Directorate,Supplies and Services,Subscriptions,226,14-Jan-2011,1101-05507,860.23,R,NORTHERN HOUSING CONSORTIUM
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Home Care,568,04-Jan-2011,1101-05508,-635.11,R,NORTHERN LIFE CARE LIMITED
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Housing Needs,Third Party Payments,Supporting People - Block Subsidy,513,04-Jan-2011,1101-05509,3313.44,R,NORTHERN LIFE CARE LIMITED
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Housing Needs,Third Party Payments,Supporting People - Block Subsidy,513,04-Jan-2011,1101-05510,5179.08,R,NORTHERN LIFE CARE LIMITED
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Housing Needs,Third Party Payments,Supporting People - Block Subsidy,513,04-Jan-2011,1101-05511,6450.08,R,NORTHERN LIFE CARE LIMITED
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Housing Needs,Third Party Payments,Supporting People - Block Subsidy,513,04-Jan-2011,1101-05512,9264.80,R,NORTHERN LIFE CARE LIMITED
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Housing Needs,Third Party Payments,Supporting People - Block Subsidy,513,04-Jan-2011,1101-05513,2681.44,R,NORTHERN LIFE CARE LIMITED
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Housing Needs,Third Party Payments,Supporting People - Block Subsidy,513,04-Jan-2011,1101-05514,8859.12,R,NORTHERN LIFE CARE LIMITED
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Housing Needs,Third Party Payments,Supporting People - Block Subsidy,513,04-Jan-2011,1101-05515,15873.84,R,NORTHERN LIFE CARE LIMITED
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Home Care,568,19-Jan-2011,1101-05516,2502.12,R,NORTHERN LIFE CARE LIMITED
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Home Care,568,19-Jan-2011,1101-05517,4772.20,R,NORTHERN LIFE CARE LIMITED
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Home Care,568,19-Jan-2011,1101-05518,4772.20,R,NORTHERN LIFE CARE LIMITED
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Home Care,568,19-Jan-2011,1101-05519,803.44,R,NORTHERN LIFE CARE LIMITED
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Home Care,568,19-Jan-2011,1101-05520,5925.15,R,NORTHERN LIFE CARE LIMITED
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Home Care,568,19-Jan-2011,1101-05521,2222.88,R,NORTHERN LIFE CARE LIMITED
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Home Care,568,19-Jan-2011,1101-05522,2222.88,R,NORTHERN LIFE CARE LIMITED
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Home Care,568,19-Jan-2011,1101-05523,2222.88,R,NORTHERN LIFE CARE LIMITED
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Home Care,568,19-Jan-2011,1101-05524,2222.88,R,NORTHERN LIFE CARE LIMITED
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Home Care,568,19-Jan-2011,1101-05525,2797.36,R,NORTHERN LIFE CARE LIMITED
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Home Care,568,19-Jan-2011,1101-05526,1161.96,R,NORTHERN LIFE CARE LIMITED
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Home Care,568,19-Jan-2011,1101-05527,2797.36,R,NORTHERN LIFE CARE LIMITED
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Home Care,568,19-Jan-2011,1101-05528,975.36,R,NORTHERN LIFE CARE LIMITED
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Home Care,568,19-Jan-2011,1101-05529,2797.36,R,NORTHERN LIFE CARE LIMITED
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Home Care,568,19-Jan-2011,1101-05530,2770.80,R,NORTHERN LIFE CARE LIMITED
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Home Care,568,19-Jan-2011,1101-05531,1948.80,R,NORTHERN LIFE CARE LIMITED
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Home Care,568,19-Jan-2011,1101-05532,3318.80,R,NORTHERN LIFE CARE LIMITED
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Home Care,568,19-Jan-2011,1101-05533,1948.80,R,NORTHERN LIFE CARE LIMITED
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Home Care,568,19-Jan-2011,1101-05534,5894.32,R,NORTHERN LIFE CARE LIMITED
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Home Care,568,19-Jan-2011,1101-05535,2442.00,R,NORTHERN LIFE CARE LIMITED
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Home Care,568,19-Jan-2011,1101-05536,3044.80,R,NORTHERN LIFE CARE LIMITED
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Home Care,568,19-Jan-2011,1101-05537,4140.80,R,NORTHERN LIFE CARE LIMITED
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Home Care,568,19-Jan-2011,1101-05538,2551.60,R,NORTHERN LIFE CARE LIMITED
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Home Care,568,19-Jan-2011,1101-05539,3697.28,R,NORTHERN LIFE CARE LIMITED
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Home Care,568,19-Jan-2011,1101-05540,3702.40,R,NORTHERN LIFE CARE LIMITED
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Home Care,568,19-Jan-2011,1101-05541,1948.80,R,NORTHERN LIFE CARE LIMITED
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Home Care,568,19-Jan-2011,1101-05542,680.00,R,NORTHERN LIFE CARE LIMITED
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Home Care,568,19-Jan-2011,1101-05543,1836.00,R,NORTHERN LIFE CARE LIMITED
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Home Care,568,19-Jan-2011,1101-05544,3318.80,R,NORTHERN LIFE CARE LIMITED
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Home Care,568,19-Jan-2011,1101-05545,2840.00,R,NORTHERN LIFE CARE LIMITED
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Home Care,568,19-Jan-2011,1101-05546,3272.00,R,NORTHERN LIFE CARE LIMITED
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Residential,580,19-Jan-2011,1101-05547,13819.92,R,NORTHERN LIFE CARE LIMITED
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Housing Needs,Third Party Payments,Supporting People - Block Subsidy,513,31-Jan-2011,1101-05548,3313.44,R,NORTHERN LIFE CARE LIMITED
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Housing Needs,Third Party Payments,Supporting People - Block Subsidy,513,31-Jan-2011,1101-05549,5179.08,R,NORTHERN LIFE CARE LIMITED
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Housing Needs,Third Party Payments,Supporting People - Block Subsidy,513,31-Jan-2011,1101-05550,6450.08,R,NORTHERN LIFE CARE LIMITED
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Housing Needs,Third Party Payments,Supporting People - Block Subsidy,513,31-Jan-2011,1101-05551,9264.80,R,NORTHERN LIFE CARE LIMITED
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Housing Needs,Third Party Payments,Supporting People - Block Subsidy,513,31-Jan-2011,1101-05552,2681.44,R,NORTHERN LIFE CARE LIMITED
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Housing Needs,Third Party Payments,Supporting People - Block Subsidy,513,31-Jan-2011,1101-05553,8859.12,R,NORTHERN LIFE CARE LIMITED
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Housing Needs,Third Party Payments,Supporting People - Block Subsidy,513,31-Jan-2011,1101-05554,10288.60,R,NORTHERN LIFE CARE LIMITED
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Streetscene Environmental Services,Supplies and Services,Operational Furniture And Equipment,203,07-Jan-2011,1101-05555,619.78,R,NORTHERN MUNICIPAL SPARES LTD
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Streetscene Environmental Services,Supplies and Services,Operational Furniture And Equipment,203,13-Jan-2011,1101-05556,1136.20,R,NORTHERN MUNICIPAL SPARES LTD
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Streetscene Environmental Services,Supplies and Services,Operational Furniture And Equipment,203,20-Jan-2011,1101-05557,489.30,R,NORTHERN MUNICIPAL SPARES LTD
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Streetscene Environmental Services,Supplies and Services,Operational Furniture And Equipment,203,28-Jan-2011,1101-05558,489.30,R,NORTHERN MUNICIPAL SPARES LTD
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate Functions,Public Private Partnership Unit,Transport,Public Transport Expenses,310,21-Jan-2011,1101-05559,999.80,R,Northern Rail Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Director of Childrens Services,Transport,Public Transport Expenses,310,29-Oct-2010,1101-05560,2360.00,R,northern rail ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Children Looked After,Third Party Payments,General External Residential Placements,507,06-Jan-2011,1101-05561,13712.57,R,Northerncare
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Children Looked After,Third Party Payments,General External Residential Placements,507,06-Jan-2011,1101-05562,2550.00,R,Northerncare
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Children Looked After,Third Party Payments,General External Residential Placements,507,12-Jan-2011,1101-05563,14501.80,R,Northerncare
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Children Looked After,Third Party Payments,General External Residential Placements,507,12-Jan-2011,1101-05564,12844.41,R,Northerncare
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Children Looked After,Third Party Payments,General External Residential Placements,507,12-Jan-2011,1101-05565,12844.41,R,Northerncare
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Children Looked After,Third Party Payments,General External Residential Placements,507,12-Jan-2011,1101-05566,14169.66,R,Northerncare
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Children Looked After,Third Party Payments,General External Residential Placements,507,12-Jan-2011,1101-05567,11744.57,R,Northerncare
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Children Looked After,Third Party Payments,General External Residential Placements,507,12-Jan-2011,1101-05568,-680.00,R,Northerncare
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Children Looked After,Third Party Payments,General External Residential Placements,507,12-Jan-2011,1101-05569,-2635.00,R,Northerncare
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Children Looked After,Third Party Payments,General External Residential Placements,507,21-Jan-2011,1101-05570,2635.00,R,Northerncare
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Children Looked After,Third Party Payments,General External Residential Placements,507,21-Jan-2011,1101-05571,-1828.34,R,Northerncare
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Children Looked After,Third Party Payments,General External Residential Placements,507,24-Jan-2011,1101-05572,14727.86,R,Northerncare
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Children Looked After,Third Party Payments,General External Residential Placements,507,24-Jan-2011,1101-05573,7900.00,R,Northerncare
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Children Looked After,Third Party Payments,General External Residential Placements,507,24-Jan-2011,1101-05574,17492.86,R,Northerncare
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Children Looked After,Third Party Payments,General External Residential Placements,507,24-Jan-2011,1101-05575,15743.57,R,Northerncare
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Children Looked After,Third Party Payments,General External Residential Placements,507,24-Jan-2011,1101-05576,15235.71,R,Northerncare
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Children Looked After,Third Party Payments,General External Residential Placements,507,24-Jan-2011,1101-05577,-14107.14,R,Northerncare
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Children Looked After,Third Party Payments,General External Residential Placements,507,24-Jan-2011,1101-05578,-874.64,R,Northerncare
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Children Looked After,Third Party Payments,General External Residential Placements,507,24-Jan-2011,1101-05579,-1276.00,R,Northerncare
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Children Looked After,Third Party Payments,General External Residential Placements,507,24-Jan-2011,1101-05580,-1364.00,R,Northerncare
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Children Looked After,Third Party Payments,General External Residential Placements,507,24-Jan-2011,1101-05581,-1320.00,R,Northerncare
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Children Looked After,Third Party Payments,General External Residential Placements,507,24-Jan-2011,1101-05582,-1364.00,R,Northerncare
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Children Looked After,Third Party Payments,General External Residential Placements,507,24-Jan-2011,1101-05583,-601.43,R,Northerncare
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Children Looked After,Third Party Payments,General External Residential Placements,507,24-Jan-2011,1101-05584,-745.77,R,Northerncare
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Children Looked After,Third Party Payments,General External Residential Placements,507,24-Jan-2011,1101-05585,-673.60,R,Northerncare
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Recreation,Transport,External Hire -Occasional,304,07-Jan-2011,1101-05586,418.00,R,Northgate Vehicle Hire (Yorkshire &
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate Functions,Commercial Services Trading Services,Transport,External Hire -Occasional,304,21-Jan-2011,1101-05587,1562.34,R,Northgate Vehicle Hire (Yorkshire &
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate Functions,Commercial Services Trading Services,Transport,Vehicle Spares,345,17-Jan-2011,1101-05588,492.10,R,NORTHSIDE TRUCK & VAN LTD
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate Functions,Commercial Services Trading Services,Supplies and Services,Other Hired And Contracted Services,265,19-Jan-2011,1101-05589,702.68,R,NORTHSIDE TRUCK & VAN LTD
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate Functions,Commercial Services Trading Services,Supplies and Services,Other Hired And Contracted Services,265,19-Jan-2011,1101-05590,536.83,R,NORTHSIDE TRUCK & VAN LTD
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate Functions,Commercial Services Trading Services,Transport,Vehicle Spares,345,31-Jan-2011,1101-05591,-855.02,R,NORTHSIDE TRUCK & VAN LTD
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate Functions,Commercial Services Trading Services,Supplies and Services,Other Hired And Contracted Services,265,31-Jan-2011,1101-05592,2206.12,R,NORTHSIDE TRUCK & VAN LTD
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Youth Justice,Third Party Payments,Other External Residential Placements,508,24-Jan-2011,1101-05593,4421.85,R,NORTHUMBERLAND COUNTY COUNCIL
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Residential,580,20-Jan-2011,1101-05594,888.92,R,Notintone House Care Home
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council as Accountable Body,Social Services Pooled Budgets,Leeds Community Equip Store Pooled Budgt,Supplies and Services,Other Equipment,203,17-Jan-2011,1101-05595,1665.00,R,NOTTINGHAM REHAB LIMITED
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council as Accountable Body,Social Services Pooled Budgets,Leeds Community Equip Store Pooled Budgt,Supplies and Services,Other Equipment,203,20-Jan-2011,1101-05596,545.59,R,NOTTINGHAM REHAB LIMITED
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Adults Under 65 Learn/Dis,Premises,Electricity,124,07-Jan-2011,1101-05597,829.20,R,NPOWER
http://statistics.data.gov.uk/doc/local-authority/00DA,East North East Homes Leeds,East - North East,Headquarters,Premises,Electricity-General,124,13-Jan-2011,1101-05598,1509.07,R,NPOWER
http://statistics.data.gov.uk/doc/local-authority/00DA,East North East Homes Leeds,East - North East,Headquarters,Premises,Electricity-General,124,13-Jan-2011,1101-05599,3016.44,R,NPOWER
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate Functions,Corporate Property Management,Premises,Electricity,124,28-Jan-2011,1101-05600,1252.50,R,NPOWER
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Highways,Premises,Electricity,124,05-Jan-2011,1101-05601,419.06,R,NPOWER LIMITED
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Highways,Premises,Electricity,124,05-Jan-2011,1101-05602,1374.03,R,NPOWER LIMITED
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Highways,Premises,Electricity,124,05-Jan-2011,1101-05603,442.52,R,NPOWER LIMITED
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Highways,Premises,Electricity,124,05-Jan-2011,1101-05604,912.25,R,NPOWER LIMITED
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Highways,Premises,Electricity,124,05-Jan-2011,1101-05605,678.60,R,NPOWER LIMITED
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Highways,Premises,Electricity,124,05-Jan-2011,1101-05606,487.58,R,NPOWER LIMITED
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Highways,Premises,Electricity,124,05-Jan-2011,1101-05607,1374.15,R,NPOWER LIMITED
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Highways,Premises,Electricity,124,05-Jan-2011,1101-05608,442.53,R,NPOWER LIMITED
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Highways,Premises,Electricity,124,05-Jan-2011,1101-05609,912.26,R,NPOWER LIMITED
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Highways,Premises,Electricity,124,05-Jan-2011,1101-05610,686.02,R,NPOWER LIMITED
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Highways,Premises,Electricity,124,05-Jan-2011,1101-05611,879.72,R,NPOWER LIMITED
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Highways,Premises,Electricity,124,05-Jan-2011,1101-05612,604.84,R,NPOWER LIMITED
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Highways,Premises,Electricity,124,05-Jan-2011,1101-05613,487.57,R,NPOWER LIMITED
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Highways,Premises,Electricity,124,07-Jan-2011,1101-05614,507.18,R,NPOWER LIMITED
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Highways,Premises,Electricity,124,07-Jan-2011,1101-05615,602.60,R,NPOWER LIMITED
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Streetscene Environmental Services,Supplies and Services,Recycling & Reuse Charges,234,04-Jan-2011,1101-05616,4993.98,R,NUTRAMULCH YORKSHIRE LTD
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Streetscene Environmental Services,Supplies and Services,Recycling & Reuse Charges,234,04-Jan-2011,1101-05617,921.60,R,NUTRAMULCH YORKSHIRE LTD
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Streetscene Environmental Services,Supplies and Services,Recycling & Reuse Charges,234,14-Jan-2011,1101-05618,784.80,R,NUTRAMULCH YORKSHIRE LTD
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Streetscene Environmental Services,Supplies and Services,Recycling & Reuse Charges,234,14-Jan-2011,1101-05619,1973.04,R,NUTRAMULCH YORKSHIRE LTD
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Streetscene Environmental Services,Supplies and Services,Recycling & Reuse Charges,234,26-Jan-2011,1101-05620,832.32,R,NUTRAMULCH YORKSHIRE LTD
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Highways,Supplies and Services,Operational Furniture And Equipment,203,04-Jan-2011,1101-05621,527.06,R,O2 UK LIMITED
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Streetscene Environmental Services,Supplies and Services,Computer Software & Equipment,214,04-Jan-2011,1101-05622,556.58,R,O2 UK LIMITED
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Highways,Supplies and Services,Operational Furniture And Equipment,203,21-Jan-2011,1101-05623,542.36,R,O2 UK LIMITED
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Intergrated Youth Support  Service,Supplies and Services,Telephones,213,21-Jan-2011,1101-05624,775.91,R,O2 UK LIMITED
