ORGANISATION NAME,EFFECTIVE DATE,SERVICE,SUPPLIER NAME,DATE PAID,AMOUNT (£),PURPOSE,TRANSACTION NO.
ROCHDALE BOROUGH COUNCIL,01/02/2017,PUBLIC HEALTH,LINK4LIFE (CHARITY),01/02/2017,234681.00 ,LINK 4 LIFE CONTRACT,V001085433
ROCHDALE BOROUGH COUNCIL,21/02/2017,PROPERTY AND HIGHWAYS,LINK4LIFE (CHARITY),21/02/2017,1745.00 ,MINOR BUILDING WORKS,V001085127
ROCHDALE BOROUGH COUNCIL,21/02/2017,PROPERTY AND HIGHWAYS,LINK4LIFE (CHARITY),21/02/2017,1870.00 ,MINOR BUILDING WORKS,V001085126
ROCHDALE BOROUGH COUNCIL,21/02/2017,PROPERTY AND HIGHWAYS,LINK4LIFE (CHARITY),21/02/2017,2950.00 ,MINOR BUILDING WORKS,V001085128
ROCHDALE BOROUGH COUNCIL,27/02/2017,PROPERTY AND HIGHWAYS,LINK4LIFE (CHARITY),27/02/2017,625.00 ,MINOR BUILDING WORKS,V001085125
ROCHDALE BOROUGH COUNCIL,01/02/2017,EARLY HELP AND SCHOOLS,LINK4LIFE (CHARITY),01/02/2017,9351.91 ,ACTIVITIES,V001085432
ROCHDALE BOROUGH COUNCIL,07/02/2017,PUBLIC HEALTH,LINK4LIFE (CHARITY),07/02/2017,27533.14 ,SEVERANCE PAYMENTS,V001092470
ROCHDALE BOROUGH COUNCIL,01/02/2017,PUBLIC HEALTH,LINK4LIFE (TRADING),01/02/2017,6225.00 ,LINK 4 LIFE CONTRACT,V001085447
ROCHDALE BOROUGH COUNCIL,10/02/2017,LEARNING DIS & MENTAL HEALTH,LINKABILITY,10/02/2017,697.20 ,PERSONAL BUDGETS - MANAGED,V001093234
ROCHDALE BOROUGH COUNCIL,10/02/2017,LEARNING DIS & MENTAL HEALTH,LINKABILITY,10/02/2017,1494.00 ,PERSONAL BUDGETS - MANAGED,V001093388
ROCHDALE BOROUGH COUNCIL,10/02/2017,LEARNING DIS & MENTAL HEALTH,LINKABILITY,10/02/2017,1543.80 ,PERSONAL BUDGETS - MANAGED,V001093369
ROCHDALE BOROUGH COUNCIL,14/02/2017,PHYSICAL DIS & OLDER PEOPLE,LINKABILITY,14/02/2017,544.32 ,PERSONAL BUDGETS - MANAGED,V001094920
ROCHDALE BOROUGH COUNCIL,10/02/2017,LEARNING DIS & MENTAL HEALTH,LINKABILITY,10/02/2017,1743.00 ,PERSONAL BUDGETS - MANAGED,V001093243
ROCHDALE BOROUGH COUNCIL,10/02/2017,LEARNING DIS & MENTAL HEALTH,LINKABILITY ISF,10/02/2017,522.92 ,INDIVIDUAL SERVICE FUND,V001093253
ROCHDALE BOROUGH COUNCIL,10/02/2017,LEARNING DIS & MENTAL HEALTH,LINKABILITY ISF,10/02/2017,1051.76 ,INDIVIDUAL SERVICE FUND,V001093532
ROCHDALE BOROUGH COUNCIL,10/02/2017,LEARNING DIS & MENTAL HEALTH,LINKABILITY ISF,10/02/2017,1195.20 ,INDIVIDUAL SERVICE FUND,V001092977
ROCHDALE BOROUGH COUNCIL,10/02/2017,LEARNING DIS & MENTAL HEALTH,LINKABILITY ISF,10/02/2017,2597.24 ,INDIVIDUAL SERVICE FUND,V001093232
ROCHDALE BOROUGH COUNCIL,10/02/2017,LEARNING DIS & MENTAL HEALTH,LINKABILITY ISF,10/02/2017,2713.12 ,INDIVIDUAL SERVICE FUND,V001093236
ROCHDALE BOROUGH COUNCIL,10/02/2017,LEARNING DIS & MENTAL HEALTH,LINKABILITY ISF,10/02/2017,2975.56 ,INDIVIDUAL SERVICE FUND,V001093201
ROCHDALE BOROUGH COUNCIL,10/02/2017,LEARNING DIS & MENTAL HEALTH,LINKABILITY ISF,10/02/2017,3859.52 ,INDIVIDUAL SERVICE FUND,V001093231
ROCHDALE BOROUGH COUNCIL,10/02/2017,LEARNING DIS & MENTAL HEALTH,LINKABILITY ISF,10/02/2017,4539.44 ,INDIVIDUAL SERVICE FUND,V001093549
ROCHDALE BOROUGH COUNCIL,10/02/2017,LEARNING DIS & MENTAL HEALTH,LINKABILITY ISF,10/02/2017,4928.20 ,INDIVIDUAL SERVICE FUND,V001093490
ROCHDALE BOROUGH COUNCIL,10/02/2017,LEARNING DIS & MENTAL HEALTH,LINKABILITY ISF,10/02/2017,6223.00 ,INDIVIDUAL SERVICE FUND,V001093153
ROCHDALE BOROUGH COUNCIL,10/02/2017,LEARNING DIS & MENTAL HEALTH,LINKABILITY ISF,10/02/2017,7270.80 ,INDIVIDUAL SERVICE FUND,V001093224
ROCHDALE BOROUGH COUNCIL,10/02/2017,LEARNING DIS & MENTAL HEALTH,LINKABILITY ISF,10/02/2017,634.96 ,INDIVIDUAL SERVICE FUND,V001093233
ROCHDALE BOROUGH COUNCIL,10/02/2017,LEARNING DIS & MENTAL HEALTH,LINKABILITY ISF,10/02/2017,1743.00 ,INDIVIDUAL SERVICE FUND,V001093059
ROCHDALE BOROUGH COUNCIL,10/02/2017,LEARNING DIS & MENTAL HEALTH,LINKABILITY ISF,10/02/2017,1743.00 ,INDIVIDUAL SERVICE FUND,V001093249
ROCHDALE BOROUGH COUNCIL,10/02/2017,LEARNING DIS & MENTAL HEALTH,LINKABILITY ISF,10/02/2017,1825.32 ,INDIVIDUAL SERVICE FUND,V001093542
ROCHDALE BOROUGH COUNCIL,10/02/2017,LEARNING DIS & MENTAL HEALTH,LINKABILITY ISF,10/02/2017,2597.24 ,INDIVIDUAL SERVICE FUND,V001093226
ROCHDALE BOROUGH COUNCIL,22/02/2017,PHYSICAL DIS & OLDER PEOPLE,LIQUIDLOGIC LTD,22/02/2017,6250.00 ,PURCHASE OF ICT SOFTWARE,V001094826
ROCHDALE BOROUGH COUNCIL,17/02/2017,PHYSICAL DIS & OLDER PEOPLE,LIQUIDLOGIC LTD,17/02/2017,8500.00 ,PURCHASE OF ICT SOFTWARE,V001092736
ROCHDALE BOROUGH COUNCIL,17/02/2017,PHYSICAL DIS & OLDER PEOPLE,LIQUIDLOGIC LTD,17/02/2017,12500.00 ,PURCHASE OF ICT SOFTWARE,V001092736
ROCHDALE BOROUGH COUNCIL,22/02/2017,PHYSICAL DIS & OLDER PEOPLE,LIQUIDLOGIC LTD,22/02/2017,12500.00 ,PURCHASE OF ICT SOFTWARE,V001094826
ROCHDALE BOROUGH COUNCIL,02/02/2017,EARLY HELP AND SCHOOLS,LIQUIDLOGIC LTD,02/02/2017,1000.00 ,SOFTWARE,V001086757
ROCHDALE BOROUGH COUNCIL,03/02/2017,PHYSICAL DIS & OLDER PEOPLE,LITTLE HEATON CARE HOME,03/02/2017,609.18 ,RESIDENTIAL LONG TERM,V001090893
ROCHDALE BOROUGH COUNCIL,17/02/2017,PHYSICAL DIS & OLDER PEOPLE,LITTLE HEATON CARE HOME,17/02/2017,609.18 ,RESIDENTIAL LONG TERM,V001095951
ROCHDALE BOROUGH COUNCIL,03/02/2017,PHYSICAL DIS & OLDER PEOPLE,LITTLE HEATON CARE HOME,03/02/2017,620.74 ,RESIDENTIAL LONG TERM,V001090830
ROCHDALE BOROUGH COUNCIL,17/02/2017,PHYSICAL DIS & OLDER PEOPLE,LITTLE HEATON CARE HOME,17/02/2017,620.74 ,RESIDENTIAL LONG TERM,V001095883
ROCHDALE BOROUGH COUNCIL,03/02/2017,PHYSICAL DIS & OLDER PEOPLE,LITTLE HEATON CARE HOME,03/02/2017,623.82 ,RESIDENTIAL LONG TERM,V001090930
ROCHDALE BOROUGH COUNCIL,17/02/2017,PHYSICAL DIS & OLDER PEOPLE,LITTLE HEATON CARE HOME,17/02/2017,623.82 ,RESIDENTIAL LONG TERM,V001095983
ROCHDALE BOROUGH COUNCIL,03/02/2017,PHYSICAL DIS & OLDER PEOPLE,LITTLE HEATON CARE HOME,03/02/2017,-555.40 ,RESIDENTIAL LONG TERM,V001091609
ROCHDALE BOROUGH COUNCIL,03/02/2017,PHYSICAL DIS & OLDER PEOPLE,LITTLE HEATON CARE HOME,03/02/2017,566.18 ,RESIDENTIAL LONG TERM,V001091417
ROCHDALE BOROUGH COUNCIL,17/02/2017,PHYSICAL DIS & OLDER PEOPLE,LITTLE HEATON CARE HOME,17/02/2017,566.18 ,RESIDENTIAL LONG TERM,V001096483
ROCHDALE BOROUGH COUNCIL,03/02/2017,PHYSICAL DIS & OLDER PEOPLE,LITTLE HEATON CARE HOME,03/02/2017,598.12 ,RESIDENTIAL LONG TERM,V001090635
ROCHDALE BOROUGH COUNCIL,03/02/2017,PHYSICAL DIS & OLDER PEOPLE,LITTLE HEATON CARE HOME,03/02/2017,598.12 ,RESIDENTIAL LONG TERM,V001090679
ROCHDALE BOROUGH COUNCIL,03/02/2017,PHYSICAL DIS & OLDER PEOPLE,LITTLE HEATON CARE HOME,03/02/2017,598.12 ,RESIDENTIAL LONG TERM,V001090717
ROCHDALE BOROUGH COUNCIL,03/02/2017,PHYSICAL DIS & OLDER PEOPLE,LITTLE HEATON CARE HOME,03/02/2017,598.12 ,RESIDENTIAL LONG TERM,V001090926
ROCHDALE BOROUGH COUNCIL,03/02/2017,PHYSICAL DIS & OLDER PEOPLE,LITTLE HEATON CARE HOME,03/02/2017,598.12 ,RESIDENTIAL LONG TERM,V001091268
ROCHDALE BOROUGH COUNCIL,17/02/2017,PHYSICAL DIS & OLDER PEOPLE,LITTLE HEATON CARE HOME,17/02/2017,598.12 ,RESIDENTIAL LONG TERM,V001095689
ROCHDALE BOROUGH COUNCIL,17/02/2017,PHYSICAL DIS & OLDER PEOPLE,LITTLE HEATON CARE HOME,17/02/2017,598.12 ,RESIDENTIAL LONG TERM,V001095735
ROCHDALE BOROUGH COUNCIL,17/02/2017,PHYSICAL DIS & OLDER PEOPLE,LITTLE HEATON CARE HOME,17/02/2017,598.12 ,RESIDENTIAL LONG TERM,V001095781
ROCHDALE BOROUGH COUNCIL,17/02/2017,PHYSICAL DIS & OLDER PEOPLE,LITTLE HEATON CARE HOME,17/02/2017,598.12 ,RESIDENTIAL LONG TERM,V001095978
ROCHDALE BOROUGH COUNCIL,17/02/2017,PHYSICAL DIS & OLDER PEOPLE,LITTLE HEATON CARE HOME,17/02/2017,598.12 ,RESIDENTIAL LONG TERM,V001096303
ROCHDALE BOROUGH COUNCIL,03/02/2017,PHYSICAL DIS & OLDER PEOPLE,LITTLE HEATON CARE HOME,03/02/2017,612.12 ,RESIDENTIAL LONG TERM,V001091039
ROCHDALE BOROUGH COUNCIL,17/02/2017,PHYSICAL DIS & OLDER PEOPLE,LITTLE HEATON CARE HOME,17/02/2017,612.12 ,RESIDENTIAL LONG TERM,V001096103
ROCHDALE BOROUGH COUNCIL,03/02/2017,PHYSICAL DIS & OLDER PEOPLE,LITTLE HEATON CARE HOME,03/02/2017,613.40 ,RESIDENTIAL LONG TERM,V001091374
ROCHDALE BOROUGH COUNCIL,17/02/2017,PHYSICAL DIS & OLDER PEOPLE,LITTLE HEATON CARE HOME,17/02/2017,613.40 ,RESIDENTIAL LONG TERM,V001096436
ROCHDALE BOROUGH COUNCIL,03/02/2017,PHYSICAL DIS & OLDER PEOPLE,LITTLEBOROUGH CARE HOME LIMITED,03/02/2017,598.12 ,RESIDENTIAL LONG TERM,V001091111
ROCHDALE BOROUGH COUNCIL,17/02/2017,PHYSICAL DIS & OLDER PEOPLE,LITTLEBOROUGH CARE HOME LIMITED,17/02/2017,598.12 ,RESIDENTIAL LONG TERM,V001096153
ROCHDALE BOROUGH COUNCIL,03/02/2017,PHYSICAL DIS & OLDER PEOPLE,LITTLEBOROUGH CARE HOME LIMITED,03/02/2017,513.54 ,RESIDENTIAL LONG TERM,V001091589
ROCHDALE BOROUGH COUNCIL,17/02/2017,PHYSICAL DIS & OLDER PEOPLE,LITTLEBOROUGH CARE HOME LIMITED,17/02/2017,513.54 ,RESIDENTIAL LONG TERM,V001096678
ROCHDALE BOROUGH COUNCIL,03/02/2017,PHYSICAL DIS & OLDER PEOPLE,LITTLEBOROUGH CARE HOME LIMITED,03/02/2017,584.68 ,RESIDENTIAL LONG TERM,V001090596
ROCHDALE BOROUGH COUNCIL,17/02/2017,PHYSICAL DIS & OLDER PEOPLE,LITTLEBOROUGH CARE HOME LIMITED,17/02/2017,584.68 ,RESIDENTIAL LONG TERM,V001095662
ROCHDALE BOROUGH COUNCIL,03/02/2017,PHYSICAL DIS & OLDER PEOPLE,LITTLEBOROUGH CARE HOME LIMITED,03/02/2017,598.12 ,RESIDENTIAL LONG TERM,V001091000
ROCHDALE BOROUGH COUNCIL,17/02/2017,PHYSICAL DIS & OLDER PEOPLE,LITTLEBOROUGH CARE HOME LIMITED,17/02/2017,598.12 ,RESIDENTIAL LONG TERM,V001096059
ROCHDALE BOROUGH COUNCIL,03/02/2017,PHYSICAL DIS & OLDER PEOPLE,LITTLEBOROUGH CARE HOME LIMITED,03/02/2017,516.48 ,RESIDENTIAL LONG TERM,V001091455
ROCHDALE BOROUGH COUNCIL,17/02/2017,PHYSICAL DIS & OLDER PEOPLE,LITTLEBOROUGH CARE HOME LIMITED,17/02/2017,516.48 ,RESIDENTIAL LONG TERM,V001096528
ROCHDALE BOROUGH COUNCIL,03/02/2017,PHYSICAL DIS & OLDER PEOPLE,LITTLEBOROUGH CARE HOME LIMITED,03/02/2017,547.78 ,RESIDENTIAL LONG TERM,V001091493
ROCHDALE BOROUGH COUNCIL,17/02/2017,PHYSICAL DIS & OLDER PEOPLE,LITTLEBOROUGH CARE HOME LIMITED,17/02/2017,547.78 ,RESIDENTIAL LONG TERM,V001096581
ROCHDALE BOROUGH COUNCIL,03/02/2017,PHYSICAL DIS & OLDER PEOPLE,LITTLEBOROUGH CARE HOME LIMITED,03/02/2017,598.12 ,RESIDENTIAL LONG TERM,V001090668
ROCHDALE BOROUGH COUNCIL,03/02/2017,PHYSICAL DIS & OLDER PEOPLE,LITTLEBOROUGH CARE HOME LIMITED,03/02/2017,598.12 ,RESIDENTIAL LONG TERM,V001091013
ROCHDALE BOROUGH COUNCIL,03/02/2017,PHYSICAL DIS & OLDER PEOPLE,LITTLEBOROUGH CARE HOME LIMITED,03/02/2017,598.12 ,RESIDENTIAL LONG TERM,V001091129
ROCHDALE BOROUGH COUNCIL,03/02/2017,PHYSICAL DIS & OLDER PEOPLE,LITTLEBOROUGH CARE HOME LIMITED,03/02/2017,598.12 ,RESIDENTIAL LONG TERM,V001091414
ROCHDALE BOROUGH COUNCIL,17/02/2017,PHYSICAL DIS & OLDER PEOPLE,LITTLEBOROUGH CARE HOME LIMITED,17/02/2017,598.12 ,RESIDENTIAL LONG TERM,V001095726
ROCHDALE BOROUGH COUNCIL,17/02/2017,PHYSICAL DIS & OLDER PEOPLE,LITTLEBOROUGH CARE HOME LIMITED,17/02/2017,598.12 ,RESIDENTIAL LONG TERM,V001096177
ROCHDALE BOROUGH COUNCIL,17/02/2017,PHYSICAL DIS & OLDER PEOPLE,LITTLEBOROUGH CARE HOME LIMITED,17/02/2017,598.12 ,RESIDENTIAL LONG TERM,V001096478
ROCHDALE BOROUGH COUNCIL,08/02/2017,PHYSICAL DIS & OLDER PEOPLE,LITTLEBOROUGH CARE HOME LIMITED,08/02/2017,2578.56 ,SHORT TERM CARE - RESIDENTIAL,V001092669
ROCHDALE BOROUGH COUNCIL,17/02/2017,PUBLIC HEALTH,LITTLEBOROUGH GROUP PRACTICE,17/02/2017,887.72 ,PH LCS PAYMENTS,V001095529
ROCHDALE BOROUGH COUNCIL,03/02/2017,PHYSICAL DIS & OLDER PEOPLE,LIVABILITY,03/02/2017,1633.84 ,RESIDENTIAL LONG TERM,V001091047
ROCHDALE BOROUGH COUNCIL,03/02/2017,PHYSICAL DIS & OLDER PEOPLE,LIVABILITY,03/02/2017,1633.84 ,RESIDENTIAL LONG TERM,V001091048
ROCHDALE BOROUGH COUNCIL,17/02/2017,PHYSICAL DIS & OLDER PEOPLE,LIVABILITY,17/02/2017,1633.84 ,RESIDENTIAL LONG TERM,V001096108
ROCHDALE BOROUGH COUNCIL,03/02/2017,LEARNING DIS & MENTAL HEALTH,LIVING AMBITIONS LTD,03/02/2017,2075.00 ,RESIDENTIAL LONG TERM,V001090600
ROCHDALE BOROUGH COUNCIL,03/02/2017,LEARNING DIS & MENTAL HEALTH,LIVING AMBITIONS LTD,03/02/2017,2075.00 ,RESIDENTIAL LONG TERM,V001090601
ROCHDALE BOROUGH COUNCIL,03/02/2017,LEARNING DIS & MENTAL HEALTH,LIVING AMBITIONS LTD,03/02/2017,2773.26 ,RESIDENTIAL LONG TERM,V001090911
ROCHDALE BOROUGH COUNCIL,03/02/2017,LEARNING DIS & MENTAL HEALTH,LIVING AMBITIONS LTD,03/02/2017,2773.26 ,RESIDENTIAL LONG TERM,V001090912
ROCHDALE BOROUGH COUNCIL,03/02/2017,LEARNING DIS & MENTAL HEALTH,LIVING AMBITIONS LTD,03/02/2017,3001.26 ,RESIDENTIAL LONG TERM,V001090731
ROCHDALE BOROUGH COUNCIL,03/02/2017,LEARNING DIS & MENTAL HEALTH,LIVING AMBITIONS LTD,03/02/2017,3001.26 ,RESIDENTIAL LONG TERM,V001090732
ROCHDALE BOROUGH COUNCIL,03/02/2017,LEARNING DIS & MENTAL HEALTH,LIVING AMBITIONS LTD,03/02/2017,5399.70 ,RESIDENTIAL LONG TERM,V001090737
ROCHDALE BOROUGH COUNCIL,03/02/2017,LEARNING DIS & MENTAL HEALTH,LIVING AMBITIONS LTD,03/02/2017,5399.70 ,RESIDENTIAL LONG TERM,V001090738
ROCHDALE BOROUGH COUNCIL,17/02/2017,EARLY HELP AND SCHOOLS,LONGDENDALE HIGH SCHOOL,17/02/2017,1200.00 ,INDEPENDENT UNITS,V001096958
ROCHDALE BOROUGH COUNCIL,15/02/2017,CHILDREN’S SOCIAL CARE,LORIMER FOSTER SERVICES,15/02/2017,3485.51 ,FOSTER PARENTS BASIC ALLOWANCE,V001095300
ROCHDALE BOROUGH COUNCIL,01/02/2017,ECONOMY DIRECTORATE,LYNWOOD TRANSTECC LTD,01/02/2017,2000.00 ,CONSULTANT FEES,V001089339
ROCHDALE BOROUGH COUNCIL,10/02/2017,EARLY HELP AND SCHOOLS,M6 THEATRE COMPANY LIMITED,10/02/2017,5000.00 ,ACTIVITIES,V001092127
ROCHDALE BOROUGH COUNCIL,03/02/2017,LEARNING DIS & MENTAL HEALTH,MAKING SPACE,03/02/2017,11944.75 ,VOLUNTARY ASSOCIATIONS,V001086837
ROCHDALE BOROUGH COUNCIL,03/02/2017,LEARNING DIS & MENTAL HEALTH,MAKING SPACE,03/02/2017,14729.50 ,VOLUNTARY ASSOCIATIONS,V001086835
ROCHDALE BOROUGH COUNCIL,17/02/2017,LEARNING DIS & MENTAL HEALTH,MAKING SPACE,17/02/2017,23111.03 ,SP BLOCK PAYMENTS - EXTERNAL,V001097598
ROCHDALE BOROUGH COUNCIL,13/02/2017,EARLY HELP AND SCHOOLS,MANCHESTER COMMUNICATION ACADEMY,13/02/2017,1200.00 ,INDEPENDENT UNITS,V001094669
ROCHDALE BOROUGH COUNCIL,01/02/2017,PUBLIC HEALTH,MANCHESTER DOGS HOME,01/02/2017,636.72 ,FEES / COMMISSION,V001090210
ROCHDALE BOROUGH COUNCIL,01/02/2017,PUBLIC HEALTH,MANCHESTER DOGS HOME,01/02/2017,955.08 ,FEES / COMMISSION,V001090209
ROCHDALE BOROUGH COUNCIL,03/02/2017,PUBLIC HEALTH,MANCHESTER DOGS HOME,03/02/2017,1182.48 ,FEES / COMMISSION,V001092087
ROCHDALE BOROUGH COUNCIL,09/02/2017,PHYSICAL DIS & OLDER PEOPLE,MANCHESTER WORKING LIMITED,09/02/2017,3886.67 ,MAINTENANCE STAIRLIFTS,V001092290
ROCHDALE BOROUGH COUNCIL,08/02/2017,EARLY HELP AND SCHOOLS,MANTRA LINGUA LTD,08/02/2017,650.00 ,ACTIVITIES,V001092752
ROCHDALE BOROUGH COUNCIL,08/02/2017,EARLY HELP AND SCHOOLS,MANTRA LINGUA LTD,08/02/2017,660.00 ,ACTIVITIES,V001092753
ROCHDALE BOROUGH COUNCIL,08/02/2017,EARLY HELP AND SCHOOLS,MANTRA LINGUA LTD,08/02/2017,1100.00 ,ACTIVITIES,V001092752
ROCHDALE BOROUGH COUNCIL,03/02/2017,PHYSICAL DIS & OLDER PEOPLE,MARSHMEAD LIMITED,03/02/2017,774.46 ,RESIDENTIAL LONG TERM,V001090967
ROCHDALE BOROUGH COUNCIL,03/02/2017,PHYSICAL DIS & OLDER PEOPLE,MARSHMEAD LIMITED,03/02/2017,774.46 ,RESIDENTIAL LONG TERM,V001090968
ROCHDALE BOROUGH COUNCIL,22/02/2017,NEIGHBOURHOODS AND ENVIRONMENT,MASSEY & HARRIS (ENGINEERING) LTD,22/02/2017,2120.00 ,EQUIPMENT - GENERAL,V001098328
ROCHDALE BOROUGH COUNCIL,24/02/2017,ECONOMY DIRECTORATE,MATTHEW MONTGOMERY & CO,24/02/2017,82116.80 ,LAND-ACQUISITION,V001098783
ROCHDALE BOROUGH COUNCIL,03/02/2017,LEARNING DIS & MENTAL HEALTH,MBI SOCIAL CARE LTD,03/02/2017,874.90 ,NURSING LONG TERM,V001090964
ROCHDALE BOROUGH COUNCIL,17/02/2017,LEARNING DIS & MENTAL HEALTH,MBI SOCIAL CARE LTD,17/02/2017,874.90 ,NURSING LONG TERM,V001096031
ROCHDALE BOROUGH COUNCIL,03/02/2017,PHYSICAL DIS & OLDER PEOPLE,MCAULEY MOUNT RESIDENTIAL CARE HOME,03/02/2017,618.16 ,RESIDENTIAL LONG TERM,V001090606
ROCHDALE BOROUGH COUNCIL,03/02/2017,PHYSICAL DIS & OLDER PEOPLE,MCAULEY MOUNT RESIDENTIAL CARE HOME,03/02/2017,618.16 ,RESIDENTIAL LONG TERM,V001090607
ROCHDALE BOROUGH COUNCIL,03/02/2017,PHYSICAL DIS & OLDER PEOPLE,MCAULEY MOUNT RESIDENTIAL CARE HOME,03/02/2017,618.16 ,RESIDENTIAL LONG TERM,V001090608
ROCHDALE BOROUGH COUNCIL,03/02/2017,PHYSICAL DIS & OLDER PEOPLE,MCAULEY MOUNT RESIDENTIAL CARE HOME,03/02/2017,618.16 ,RESIDENTIAL LONG TERM,V001090609
ROCHDALE BOROUGH COUNCIL,06/02/2017,CHILDREN’S SOCIAL CARE,MEDIA AGENCY GROUP,06/02/2017,4650.00 ,ADVERTISING,V001092136
ROCHDALE BOROUGH COUNCIL,15/02/2017,LEARNING DIS & MENTAL HEALTH,MENCAP,15/02/2017,506.00 ,PERSONAL BUDGETS - MANAGED,V001095438
ROCHDALE BOROUGH COUNCIL,28/02/2017,LEARNING DIS & MENTAL HEALTH,MENCAP,28/02/2017,506.00 ,PERSONAL BUDGETS - MANAGED,V001099996
ROCHDALE BOROUGH COUNCIL,15/02/2017,LEARNING DIS & MENTAL HEALTH,MENCAP,15/02/2017,528.00 ,PERSONAL BUDGETS - MANAGED,V001095440
ROCHDALE BOROUGH COUNCIL,28/02/2017,LEARNING DIS & MENTAL HEALTH,MENCAP,28/02/2017,528.00 ,PERSONAL BUDGETS - MANAGED,V001099998
ROCHDALE BOROUGH COUNCIL,15/02/2017,LEARNING DIS & MENTAL HEALTH,MENCAP,15/02/2017,607.20 ,PERSONAL BUDGETS - MANAGED,V001095442
ROCHDALE BOROUGH COUNCIL,28/02/2017,LEARNING DIS & MENTAL HEALTH,MENCAP,28/02/2017,607.20 ,PERSONAL BUDGETS - MANAGED,V001100007
ROCHDALE BOROUGH COUNCIL,28/02/2017,LEARNING DIS & MENTAL HEALTH,MENCAP,28/02/2017,2213.75 ,PERSONAL BUDGETS - MANAGED,V001100006
ROCHDALE BOROUGH COUNCIL,03/02/2017,LEARNING DIS & MENTAL HEALTH,MERIDIAN HEALTHCARE LTD,03/02/2017,924.00 ,RESIDENTIAL LONG TERM,V001090891
ROCHDALE BOROUGH COUNCIL,17/02/2017,LEARNING DIS & MENTAL HEALTH,MERIDIAN HEALTHCARE LTD,17/02/2017,924.00 ,RESIDENTIAL LONG TERM,V001095949
ROCHDALE BOROUGH COUNCIL,16/02/2017,PROPERTY AND HIGHWAYS,MET OFFICE,16/02/2017,3821.00 ,MAINTENANCE,V001076749
ROCHDALE BOROUGH COUNCIL,08/02/2017,NEIGHBOURHOODS AND ENVIRONMENT,MIDDLETON CARS,08/02/2017,510.72 ,TAXI HIRE,V001092456
ROCHDALE BOROUGH COUNCIL,08/02/2017,NEIGHBOURHOODS AND ENVIRONMENT,MIDDLETON CARS,08/02/2017,534.28 ,TAXI HIRE,V001092458
ROCHDALE BOROUGH COUNCIL,08/02/2017,NEIGHBOURHOODS AND ENVIRONMENT,MIDDLETON CARS,08/02/2017,570.00 ,TAXI HIRE,V001092460
ROCHDALE BOROUGH COUNCIL,08/02/2017,NEIGHBOURHOODS AND ENVIRONMENT,MIDDLETON CARS,08/02/2017,670.32 ,TAXI HIRE,V001092457
ROCHDALE BOROUGH COUNCIL,08/02/2017,NEIGHBOURHOODS AND ENVIRONMENT,MIDDLETON CARS,08/02/2017,735.00 ,TAXI HIRE,V001092481
ROCHDALE BOROUGH COUNCIL,08/02/2017,NEIGHBOURHOODS AND ENVIRONMENT,MIDDLETON CARS,08/02/2017,1178.52 ,TAXI HIRE,V001092305
ROCHDALE BOROUGH COUNCIL,08/02/2017,NEIGHBOURHOODS AND ENVIRONMENT,MIDDLETON CARS,08/02/2017,1390.00 ,TAXI HIRE,V001092462
ROCHDALE BOROUGH COUNCIL,24/02/2017,NEIGHBOURHOODS AND ENVIRONMENT,MILLERS OILS LIMITED,24/02/2017,1317.00 ,VEHICLE MAINTENANCE,V001069741
ROCHDALE BOROUGH COUNCIL,10/02/2017,EARLY HELP AND SCHOOLS,MILNROW PLAYGROUP,10/02/2017,720.00 ,GRANTS TO THE NON VOLUNTARY SECTOR,V001093850
ROCHDALE BOROUGH COUNCIL,22/02/2017,NEIGHBOURHOODS AND ENVIRONMENT,Misco,22/02/2017,7412.00 ,PURCHASE OF ICT HARDWARE,V001094827
ROCHDALE BOROUGH COUNCIL,20/02/2017,FINANCE SERVICES,MISS LUCY MARSHALL,20/02/2017,600.00 ,PROFESSIONAL FEES,V001098156
ROCHDALE BOROUGH COUNCIL,09/02/2017,FINANCE SERVICES,MISS SARAH KILVINGTON,09/02/2017,780.00 ,PROFESSIONAL FEES,V001092884
ROCHDALE BOROUGH COUNCIL,06/02/2017,NEIGHBOURHOODS AND ENVIRONMENT,MODIS,06/02/2017,1950.00 ,AGENCY STAFF,V001089284
ROCHDALE BOROUGH COUNCIL,17/02/2017,NEIGHBOURHOODS AND ENVIRONMENT,MODIS,17/02/2017,1950.00 ,AGENCY STAFF,V001093813
ROCHDALE BOROUGH COUNCIL,17/02/2017,NEIGHBOURHOODS AND ENVIRONMENT,MODIS,17/02/2017,1950.00 ,AGENCY STAFF,V001093814
ROCHDALE BOROUGH COUNCIL,08/02/2017,ECONOMY DIRECTORATE,MOLESWORTHS BRIGHT CLEGG,08/02/2017,1540.00 ,RENTS,V001092756
ROCHDALE BOROUGH COUNCIL,17/02/2017,PHYSICAL DIS & OLDER PEOPLE,MONA CLIFFE CARE HOME,17/02/2017,-615.98 ,RESIDENTIAL LONG TERM,V001096252
ROCHDALE BOROUGH COUNCIL,17/02/2017,PHYSICAL DIS & OLDER PEOPLE,MONA CLIFFE CARE HOME,17/02/2017,-615.98 ,RESIDENTIAL LONG TERM,V001096253
ROCHDALE BOROUGH COUNCIL,03/02/2017,PHYSICAL DIS & OLDER PEOPLE,MONA CLIFFE CARE HOME,03/02/2017,610.98 ,RESIDENTIAL LONG TERM,V001091100
