Organisation Name,Dept,Service Cat Label,Expenditure CIPFA Sub Group Label,Purpose of Spend,Supplier,Supplier Reference,Pay Date,Net Amount,Transaction Number,Grant to VCSE?,Charity Number,Card Transaction,Irrecoverable VAT
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,4508,Mobile Phones,O2 (UK) LIMITED,A0053660, 29/10/2015,�13.50,DAL0265970,No,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,4508,Mobile Phones,O2 (UK) LIMITED,A0053660, 29/10/2015,�9.72,DAL0265970,No,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,4508,Mobile Phones,O2 (UK) LIMITED,A0053660, 29/10/2015,�11.50,DAL0265970,No,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,4508,Mobile Phones,O2 (UK) LIMITED,A0053660, 29/10/2015,�26.88,DAL0265970,No,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,4508,Mobile Phones,O2 (UK) LIMITED,A0053660, 29/10/2015,�10.41,DAL0265970,No,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,4508,Mobile Phones,O2 (UK) LIMITED,A0053660, 29/10/2015,�9.00,DAL0265970,No,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,4508,Mobile Phones,O2 (UK) LIMITED,A0053660, 29/10/2015,�9.00,DAL0265970,No,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,4508,Mobile Phones,O2 (UK) LIMITED,A0053660, 29/10/2015,�9.00,DAL0265970,No,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,4508,Mobile Phones,O2 (UK) LIMITED,A0053660, 29/10/2015,�9.53,DAL0265970,No,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Capital Financing Costs,8204,Lease costs:Computer (Orchard),O2 (UK) LIMITED,A0053660, 29/10/2015,�7.00,DAL0265970,No,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Capital Financing Costs,8204,Lease costs:Computer (Orchard),O2 (UK) LIMITED,A0053660, 29/10/2015,�7.00,DAL0265970,No,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,4705,Other Expenses,NELSON & DISTRICT ROYAL BRITISH LEGION,A0054144, 22/10/2015,�51.00,DAL0265829,No,N/A,N,N/A
Pendle Borough Council,Housing Regeneration Services,Capital Costs,CD14,Capital : Payments,NPOWER,A0054545, 22/10/2015,�11.41,HMR0265781,No,N/A,N,N/A
Pendle Borough Council,Housing Regeneration Services,Capital Costs,CD14,Capital : Payments,NPOWER,A0054545, 01/10/2015,�19.58,HMR0265323,No,N/A,N,N/A
Pendle Borough Council,Housing Regeneration Services,Capital Costs,CD14,Capital : Payments,NPOWER,A0054545, 08/10/2015,�20.56,HMR0265404,No,N/A,N,N/A
Pendle Borough Council,Housing Regeneration Services,Capital Costs,CD14,Capital : Payments,NPOWER,A0054545, 29/10/2015,�21.75,HMR0265915,No,N/A,N,N/A
Pendle Borough Council,Housing Regeneration Services,Capital Costs,CD14,Capital : Payments,NPOWER,A0054545, 29/10/2015,�23.58,HMR0265917,No,N/A,N,N/A
Pendle Borough Council,Housing Regeneration Services,Capital Costs,CD14,Capital : Payments,NPOWER,A0054545, 01/10/2015,�31.19,HMR0265324,No,N/A,N,N/A
Pendle Borough Council,Housing Regeneration Services,Capital Costs,CD14,Capital : Payments,NPOWER,A0054545, 01/10/2015,�32.23,HMR0265326,No,N/A,N,N/A
Pendle Borough Council,Housing Regeneration Services,Capital Costs,CD14,Capital : Payments,NPOWER,A0054545, 01/10/2015,�32.39,HMR0265327,No,N/A,N,N/A
Pendle Borough Council,Housing Regeneration Services,Capital Costs,CD14,Capital : Payments,NPOWER,A0054545, 22/10/2015,�35.83,HMR0265782,No,N/A,N,N/A
Pendle Borough Council,Housing Regeneration Services,Capital Costs,CD14,Capital : Payments,NPOWER,A0054545, 01/10/2015,�36.25,HMR0265328,No,N/A,N,N/A
Pendle Borough Council,Housing Regeneration Services,Capital Costs,CD14,Capital : Payments,NPOWER,A0054545, 01/10/2015,�36.41,HMR0265329,No,N/A,N,N/A
Pendle Borough Council,Housing Regeneration Services,Capital Costs,CD14,Capital : Payments,NPOWER,A0054545, 22/10/2015,�36.95,HMR0265784,No,N/A,N,N/A
Pendle Borough Council,Housing Regeneration Services,Capital Costs,CD14,Capital : Payments,NPOWER,A0054545, 29/10/2015,�39.76,HMR0265912,No,N/A,N,N/A
Pendle Borough Council,Housing Regeneration Services,Capital Costs,CD14,Capital : Payments,NPOWER,A0054545, 29/10/2015,�44.64,HMR0265914,No,N/A,N,N/A
Pendle Borough Council,Housing Regeneration Services,Capital Costs,CD14,Capital : Payments,NPOWER,A0054545, 29/10/2015,�48.23,HMR0265915,No,N/A,N,N/A
Pendle Borough Council,Housing Regeneration Services,Capital Costs,CD14,Capital : Payments,NPOWER,A0054545, 29/10/2015,�61.09,HMR0265917,No,N/A,N,N/A
Pendle Borough Council,Housing Regeneration Services,Capital Costs,CD14,Capital : Payments,NPOWER,A0054545, 29/10/2015,�68.68,HMR0265916,No,N/A,N,N/A
Pendle Borough Council,Housing Regeneration Services,Capital Costs,CD14,Capital : Payments,NPOWER,A0054545, 22/10/2015,�99.98,HMR0265786,No,N/A,N,N/A
Pendle Borough Council,Housing Regeneration Services,Capital Costs,CD14,Capital : Payments,NPOWER,A0054545, 22/10/2015,�112.23,HMR0265788,No,N/A,N,N/A
Pendle Borough Council,Housing Regeneration Services,Capital Costs,CD14,Capital : Payments,NPOWER,A0054545, 22/10/2015,�118.43,HMR0265789,No,N/A,N,N/A
Pendle Borough Council,Housing Regeneration Services,Capital Costs,CD14,Capital : Payments,NPOWER,A0054545, 22/10/2015,�145.64,HMR0265790,No,N/A,N,N/A
Pendle Borough Council,Housing Regeneration Services,Capital Costs,CD14,Capital : Payments,NPOWER,A0054545, 01/10/2015,�201.89,HMR0265332,No,N/A,N,N/A
Pendle Borough Council,Operational Services,Supplies and Services,4510,"Monitoring, Console etc",HOUSING PENDLE LIMITED,A0055008, 29/10/2015,"�4,176.50",OPS0265897,No,N/A,N,N/A
Pendle Borough Council,Housing Regeneration Services,Supplies and Services,4510,"Monitoring, Console etc",HOUSING PENDLE LIMITED,A0055008, 22/10/2015,�24.37,HMR0265723,No,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Capital Costs,CD14,Capital : Payments,HOUSING PENDLE LIMITED,A0055008, 01/10/2015,�600.00,HED0265204,No,N/A,N,N/A
Pendle Borough Council,Economic Development & Tourism,Supplies and Services,4705,Other Expenses,SCOTT DAWSON ADVERTISING LTD,A0056526, 29/10/2015,�633.00,REG0265851,No,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,2101,Grounds : R & M : Day to Day : Routine,A BINNS & CO,A0057121, 29/10/2015,"�1,150.00",PCO0265874,No,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,2101,Grounds : R & M : Day to Day : Routine,A BINNS & CO,A0057121, 29/10/2015,�70.00,PCO0265874,No,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,2101,Grounds : R & M : Day to Day : Routine,A BINNS & CO,A0057121, 29/10/2015,�90.00,PCO0265875,No,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,2101,Grounds : R & M : Day to Day : Routine,A BINNS & CO,A0057121, 29/10/2015,�90.00,PCO0265875,No,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,2101,Grounds : R & M : Day to Day : Routine,A BINNS & CO,A0057121, 29/10/2015,�145.00,PCO0265874,No,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,2101,Grounds : R & M : Day to Day : Routine,A BINNS & CO,A0057121, 29/10/2015,�150.00,PCO0265874,No,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,2101,Grounds : R & M : Day to Day : Routine,A BINNS & CO,A0057121, 29/10/2015,�275.00,PCO0265875,No,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,2101,Grounds : R & M : Day to Day : Routine,A BINNS & CO,A0057121, 29/10/2015,�340.00,PCO0265875,No,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,2101,Grounds : R & M : Day to Day : Routine,A BINNS & CO,A0057121, 29/10/2015,�390.00,PCO0265875,No,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,2101,Grounds : R & M : Day to Day : Routine,A BINNS & CO,A0057121, 29/10/2015,�480.00,PCO0265875,No,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,2101,Grounds : R & M : Day to Day : Routine,A BINNS & CO,A0057121, 29/10/2015,�500.00,PCO0265874,No,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,2101,Grounds : R & M : Day to Day : Routine,A BINNS & CO,A0057121, 29/10/2015,�550.00,PCO0265874,No,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,2101,Grounds : R & M : Day to Day : Routine,A BINNS & CO,A0057121, 29/10/2015,"�2,496.00",PCO0265875,No,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,2203,Electricity,BRITISH GAS BUSINESS,A0057202, 29/10/2015,�35.31,AAS0265955,No,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,2203,Electricity,BRITISH GAS BUSINESS,A0057202, 22/10/2015,�15.43,EST0265807,No,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,2203,Electricity,BRITISH GAS BUSINESS,A0057202, 29/10/2015,�18.00,AAS0265927,No,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,2203,Electricity,BRITISH GAS BUSINESS,A0057202, 22/10/2015,�18.69,EST0265804,No,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,2203,Electricity,BRITISH GAS BUSINESS,A0057202, 29/10/2015,�33.76,AAS0265926,No,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,2203,Electricity,BRITISH GAS BUSINESS,A0057202, 29/10/2015,�317.83,AAS0265928,No,N/A,N,N/A
Pendle Borough Council,Operational Services,Supplies and Services,4301,Printing & Stationery,BOLSOVER DISTRICT COUNCIL,A0057455, 29/10/2015,�1.80,OPS0265743,No,N/A,N,N/A
Pendle Borough Council,Operational Services,Supplies and Services,4301,Printing & Stationery,BOLSOVER DISTRICT COUNCIL,A0057455, 29/10/2015,�13.35,OPS0265743,No,N/A,N,N/A
Pendle Borough Council,Operational Services,Supplies and Services,4705,Other Expenses,BOLSOVER DISTRICT COUNCIL,A0057455, 29/10/2015,�1.80,OPS0265743,No,N/A,N,N/A
Pendle Borough Council,Operational Services,Supplies and Services,4705,Other Expenses,BOLSOVER DISTRICT COUNCIL,A0057455, 29/10/2015,�13.35,OPS0265743,No,N/A,N,N/A
Pendle Borough Council,Environmental Health Services,Supplies and Services,4601,Seminars etc All Costs,LANCASTER CITY COUNCIL,A0057870, 08/10/2015,�300.00,ENV0265468,No,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,4705,Other Expenses,Redacted - Personal Data,A0057968, 08/10/2015,�18.90,DAL0265506,No,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,4705,Other Expenses,Redacted - Personal Data,A0057968, 01/10/2015,�39.28,DAL0265321,No,N/A,N,N/A
Pendle Borough Council,Environmental Health Services,Supplies and Services,4201,Protective Clothing,Redacted - Personal Data,A0058486, 22/10/2015,�37.48,ENV0265819,No,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Capital Costs,CD14,Capital : Payments,AVIVA INSURANCE  LIMITED,A0058665, 22/10/2015,�63.00,DAL0265801,No,N/A,N,N/A
Pendle Borough Council,Operational Services,Premises Related Expense,2501,Water & Sewerage,UNITED UTILITIES,A0059246, 15/10/2015,�27.07,OPS0265650,No,N/A,N,N/A
Pendle Borough Council,Operational Services,Premises Related Expense,2501,Water & Sewerage,UNITED UTILITIES,A0059246, 15/10/2015,�131.25,OPS0265651,No,N/A,N,N/A
Pendle Borough Council,Operational Services,Premises Related Expense,2501,Water & Sewerage,UNITED UTILITIES,A0059246, 15/10/2015,�27.07,OPS0265650,No,N/A,N,N/A
Pendle Borough Council,Operational Services,Premises Related Expense,2501,Water & Sewerage,UNITED UTILITIES,A0059246, 15/10/2015,�131.25,OPS0265651,No,N/A,N,N/A
Pendle Borough Council,Operational Services,Premises Related Expense,2501,Water & Sewerage,UNITED UTILITIES,A0059246, 15/10/2015,�27.07,OPS0265650,No,N/A,N,N/A
Pendle Borough Council,Operational Services,Premises Related Expense,2501,Water & Sewerage,UNITED UTILITIES,A0059246, 15/10/2015,�153.11,OPS0265651,No,N/A,N,N/A
Pendle Borough Council,Operational Services,Premises Related Expense,2501,Water & Sewerage,UNITED UTILITIES,A0059246, 15/10/2015,�131.25,OPS0265651,No,N/A,N,N/A
Pendle Borough Council,Operational Services,Premises Related Expense,2501,Water & Sewerage,UNITED UTILITIES,A0059246, 15/10/2015,�131.25,OPS0265651,No,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Agency Costs,5102,Lancashire C C,NSL LIMITED,A0059256, 08/10/2015,"�1,421.63",HED0265429,No,N/A,N,N/A
Pendle Borough Council,Human Resources,Transport Related Expense,3806,Car Allows : Offs : Lease Exps,Redacted - Personal Data,A0059639, 22/10/2015,�376.48,PER0265797,No,N/A,N,N/A
Pendle Borough Council,Financial Services,Indirect Employee Expenses,1221,Recruitment,JOHNSTON PUBLISHING LIMITED,A0059640, 27/10/2015,�41.60,AAS0266034,No,N/A,N,N/A
Pendle Borough Council,Human Resources,Indirect Employee Expenses,1221,Recruitment,JOHNSTON PUBLISHING LIMITED,A0059640, 15/10/2015,�564.21,PER0265672,No,N/A,N,N/A
Pendle Borough Council,Financial Services,Supplies and Services,4305,Newspapers & Periodicals,JOHNSTON PUBLISHING LIMITED,A0059640, 27/10/2015,�41.60,AAS0266035,No,N/A,N,N/A
Pendle Borough Council,Financial Services,Supplies and Services,4305,Newspapers & Periodicals,JOHNSTON PUBLISHING LIMITED,A0059640, 27/10/2015,�41.60,AAS0266037,No,N/A,N,N/A
Pendle Borough Council,Financial Services,Supplies and Services,4305,Newspapers & Periodicals,JOHNSTON PUBLISHING LIMITED,A0059640, 27/10/2015,�41.60,AAS0266036,No,N/A,N,N/A
Pendle Borough Council,Financial Services,Supplies and Services,4305,Newspapers & Periodicals,JOHNSTON PUBLISHING LIMITED,A0059640, 27/10/2015,�41.60,AAS0266033,No,N/A,N,N/A
Pendle Borough Council,Directorate,Supplies and Services,4702,Adverts : Statutory Notice,JOHNSTON PUBLISHING LIMITED,A0059640, 22/10/2015,�229.23,MAN0265837,No,N/A,N,N/A
Pendle Borough Council,Directorate,Supplies and Services,4702,Adverts : Statutory Notice,JOHNSTON PUBLISHING LIMITED,A0059640, 22/10/2015,�101.88,MAN0265702,No,N/A,N,N/A
Pendle Borough Council,Directorate,Supplies and Services,4702,Adverts : Statutory Notice,JOHNSTON PUBLISHING LIMITED,A0059640, 15/10/2015,�229.23,MAN0265517,No,N/A,N,N/A
Pendle Borough Council,Directorate,Supplies and Services,4702,Adverts : Statutory Notice,JOHNSTON PUBLISHING LIMITED,A0059640, 22/10/2015,�280.17,MAN0265838,No,N/A,N,N/A
Pendle Borough Council,Directorate,Supplies and Services,4702,Adverts : Statutory Notice,JOHNSTON PUBLISHING LIMITED,A0059640, 22/10/2015,�305.64,MAN0265703,No,N/A,N,N/A
Pendle Borough Council,Directorate,Supplies and Services,4702,Adverts : Statutory Notice,JOHNSTON PUBLISHING LIMITED,A0059640, 01/10/2015,�331.11,MAN0265214,No,N/A,N,N/A
Pendle Borough Council,Directorate,Supplies and Services,4702,Adverts : Statutory Notice,JOHNSTON PUBLISHING LIMITED,A0059640, 15/10/2015,�331.11,MAN0265581,No,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Capital Costs,CD14,Capital : Payments,EXCELSIOR ROTO MOULDING LIMITED,A0059849, 29/10/2015,�110.00,HED0265902,No,N/A,N,N/A
Pendle Borough Council,Property Services,Capital Costs,CD14,Capital : Payments,MAXIGIENE ENVIRONMENTAL SERVICES LTD,A0060911, 29/10/2015,�485.00,EST0265936,No,N/A,N,N/A
Pendle Borough Council,Property Services,Capital Costs,CD14,Capital : Payments,MAXIGIENE ENVIRONMENTAL SERVICES LTD,A0060911, 29/10/2015,�525.00,EST0265934,No,N/A,N,N/A
Pendle Borough Council,Property Services,Capital Costs,CD14,Capital : Payments,MAXIGIENE ENVIRONMENTAL SERVICES LTD,A0060911, 29/10/2015,"�1,000.00",EST0265935,No,N/A,N,N/A
Pendle Borough Council,Planning & Building Control,Supplies and Services,4401,Consultants Fees,DLP PLANNING LTD,A0061134, 29/10/2015,"�1,575.00",PBC0265918,No,N/A,N,N/A
Pendle Borough Council,Property Services,Supplies and Services,4406,Performing Rights Fees,PERFORMING RIGHT SOCIETY LIMITED,A0061407, 01/10/2015,�499.80,EST0265275,No,N/A,N,N/A
Pendle Borough Council,Housing Regeneration Services,Capital Costs,CD14,Capital : Payments,THE BB9 DIRECTORY,A0061673, 15/10/2015,�136.00,HMR0265589,No,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,2101,Grounds : R & M : Day to Day : Routine,C CHAPMAN,A0061688, 29/10/2015,�30.00,HED0265900,No,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,2101,Grounds : R & M : Day to Day : Routine,C CHAPMAN,A0061688, 01/10/2015,�37.50,HED0265210,No,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,2101,Grounds : R & M : Day to Day : Routine,C CHAPMAN,A0061688, 29/10/2015,�40.00,HED0265900,No,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,2101,Grounds : R & M : Day to Day : Routine,C CHAPMAN,A0061688, 29/10/2015,�40.00,HED0265900,No,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,2101,Grounds : R & M : Day to Day : Routine,C CHAPMAN,A0061688, 29/10/2015,�40.00,HED0265900,No,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,2101,Grounds : R & M : Day to Day : Routine,C CHAPMAN,A0061688, 01/10/2015,�60.00,HED0265210,No,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,2101,Grounds : R & M : Day to Day : Routine,C CHAPMAN,A0061688, 15/10/2015,�90.00,HED0265591,No,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,2101,Grounds : R & M : Day to Day : Routine,C CHAPMAN,A0061688, 29/10/2015,�110.50,HED0265901,No,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,2101,Grounds : R & M : Day to Day : Routine,C CHAPMAN,A0061688, 01/10/2015,�120.00,HED0265210,No,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,2101,Grounds : R & M : Day to Day : Routine,C CHAPMAN,A0061688, 01/10/2015,�120.00,HED0265213,No,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,2101,Grounds : R & M : Day to Day : Routine,C CHAPMAN,A0061688, 01/10/2015,�135.00,HED0265211,No,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,2101,Grounds : R & M : Day to Day : Routine,C CHAPMAN,A0061688, 15/10/2015,�157.50,HED0265590,No,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,2101,Grounds : R & M : Day to Day : Routine,C CHAPMAN,A0061688, 01/10/2015,�300.00,HED0265212,No,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Capital Costs,CD14,Capital : Payments,C CHAPMAN,A0061688, 29/10/2015,�9.50,HED0265901,No,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,2702,Service Charge,PENDLE ENTERPRISE & REGENERATION LTD,A0061803, 08/10/2015,"�3,041.00",AAS0265449,No,N/A,N,N/A
Pendle Borough Council,Economic Development & Tourism,Supplies and Services,4739,Grants/Contributions,PENDLE ENTERPRISE & REGENERATION LTD,A0061803, 22/10/2015,"�2,856.43",REG0265707,No,N/A,N,N/A
Pendle Borough Council,Financial Services,Capital Costs,CD14,Capital : Payments,PENDLE ENTERPRISE & REGENERATION LTD,A0061803, 08/10/2015,"�3,843.04",AAS0265454,No,N/A,N,N/A
Pendle Borough Council,Economic Development & Tourism,Supplies and Services,4705,Other Expenses,LIBRA TEXTILES LTD,A0062627, 15/10/2015,"�4,613.86",REG0265660,No,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,3601,Tprt : Annual Hire Charge,ARVAL LTD (ALLSTAR FUEL SERVICES),A0062668, 07/10/2015,�433.44,AAS0265579,No,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,3601,Tprt : Annual Hire Charge,ARVAL LTD (ALLSTAR FUEL SERVICES),A0062668, 06/10/2015,�433.44,AAS0265578,No,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,3601,Tprt : Annual Hire Charge,ARVAL LTD (ALLSTAR FUEL SERVICES),A0062668, 07/10/2015,�433.44,AAS0265579,No,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,3601,Tprt : Annual Hire Charge,ARVAL LTD (ALLSTAR FUEL SERVICES),A0062668, 06/10/2015,�433.44,AAS0265578,No,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,3601,Tprt : Annual Hire Charge,ARVAL LTD (ALLSTAR FUEL SERVICES),A0062668, 15/10/2015,�290.76,AAS0265764,No,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,3601,Tprt : Annual Hire Charge,ARVAL LTD (ALLSTAR FUEL SERVICES),A0062668, 15/10/2015,�290.76,AAS0265764,No,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,3601,Tprt : Annual Hire Charge,ARVAL LTD (ALLSTAR FUEL SERVICES),A0062668, 06/10/2015,�433.44,AAS0265578,No,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,2001,Bldgs : R & M : Day To Day,KEYPLUS SECURITY LIMITED,A0062723, 29/10/2015,�385.00,EST0265962,No,N/A,N,N/A
Pendle Borough Council,Operational Services,Supplies and Services,4705,Other Expenses,KEYPLUS SECURITY LIMITED,A0062723, 08/10/2015,�670.00,OPS0265479,No,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Capital Costs,CD14,Capital : Payments,HARRY GARLICK LIMITED,A0063327, 08/10/2015,�70.00,DAL0265457,No,N/A,N,N/A
Pendle Borough Council,Economic Development & Tourism,Supplies and Services,4004,EFM Materials,THE BOOKSHOP,A0063559, 29/10/2015,�180.05,REG0265919,No,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,4002,EFM : Office and computer equipment,Redacted - Personal Data,A0063816, 08/10/2015,�29.13,DAL0265507,No,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Supplies and Services,4419,LCC Levy (Admins Costs),PHOENIX COMMERCIAL COLLECTIONS LTD,A0064046, 08/10/2015,-�310.00,HED0265430,No,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Supplies and Services,4419,LCC Levy (Admins Costs),PHOENIX COMMERCIAL COLLECTIONS LTD,A0064046, 29/10/2015,-�310.00,HED0265869,No,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Supplies and Services,4419,LCC Levy (Admins Costs),PHOENIX COMMERCIAL COLLECTIONS LTD,A0064046, 08/10/2015,�310.00,HED0265430,No,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Supplies and Services,4419,LCC Levy (Admins Costs),PHOENIX COMMERCIAL COLLECTIONS LTD,A0064046, 29/10/2015,�310.00,HED0265869,No,N/A,N,N/A
Pendle Borough Council,Environmental Health Services,Supplies and Services,4003,EFM : Other Equipment,ENVIRO TECHNOLOGY SERVICES PLC,A0064449, 29/10/2015,�125.00,ENV0265975,No,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,4705,Other Expenses,COLNE ROYAL BRITISH LEGION CLUB,A0064455, 22/10/2015,�227.50,DAL0265828,No,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,4501,Postages,WHISTL NORTH LIMITED,A0064458, 08/10/2015,�2.12,DAL0265490,No,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,4501,Postages,WHISTL NORTH LIMITED,A0064458, 01/10/2015,�2.83,DAL0265316,No,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,4501,Postages,WHISTL NORTH LIMITED,A0064458, 29/10/2015,�3.16,DAL0265984,No,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,4501,Postages,WHISTL NORTH LIMITED,A0064458, 29/10/2015,�5.27,DAL0265982,No,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,4501,Postages,WHISTL NORTH LIMITED,A0064458, 08/10/2015,�1.26,DAL0265490,No,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,4501,Postages,WHISTL NORTH LIMITED,A0064458, 29/10/2015,�2.32,DAL0265982,No,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,4501,Postages,WHISTL NORTH LIMITED,A0064458, 08/10/2015,�51.13,DAL0265490,No,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,4501,Postages,WHISTL NORTH LIMITED,A0064458, 29/10/2015,�53.33,DAL0265982,No,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,4501,Postages,WHISTL NORTH LIMITED,A0064458, 01/10/2015,�100.77,DAL0265316,No,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,4501,Postages,WHISTL NORTH LIMITED,A0064458, 29/10/2015,�129.65,DAL0265984,No,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,4501,Postages,WHISTL NORTH LIMITED,A0064458, 01/10/2015,�6.35,DAL0265316,No,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,4501,Postages,WHISTL NORTH LIMITED,A0064458, 08/10/2015,�8.78,DAL0265490,No,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,4501,Postages,WHISTL NORTH LIMITED,A0064458, 29/10/2015,�18.27,DAL0265982,No,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,4501,Postages,WHISTL NORTH LIMITED,A0064458, 01/10/2015,�1.42,DAL0265316,No,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,4501,Postages,WHISTL NORTH LIMITED,A0064458, 29/10/2015,�3.88,DAL0265984,No,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,4501,Postages,WHISTL NORTH LIMITED,A0064458, 29/10/2015,�4.96,DAL0265982,No,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,4501,Postages,WHISTL NORTH LIMITED,A0064458, 08/10/2015,�26.08,DAL0265490,No,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,4501,Postages,WHISTL NORTH LIMITED,A0064458, 29/10/2015,�4.57,DAL0265982,No,N/A,N,N/A
