Account Holder1,Liable From,Rateable Value,% Mandatory relief,% Discretionary relief, % small business rate relief,Empty property,Empty From,Address,Addr2,Addr3,Addr4,Postcode,Exemption reason,Description Code,Property Description,Property reference
CARL BRADLEY TATTOOING LTD,14/02/2005,3100,0,0,100,,,75 DOMESTIC STREET,HOLBECK,LEEDS,,LS11 9NS,,CX,STUDIO & PREMISES,2050478322973
JCDECAUX (UK) LTD,01/04/2000,1450,0,0,0,,,NO 1734 AT,116 DOMESTIC STREET,HOLBECK,LEEDS,LS11 9NG,,CA,ADVERTISING RIGHT AND PREMISES,2050478323527
CLEAR CHANNEL UK LIMITED,01/04/2000,800,0,0,0,,,ADVERTISING RIGHT NO 07040414,ADJ LADA CENTRE,DOMESTIC STREET,HOLBECK LEEDS,LS11 9PL,,CA,ADVERTISING RIGHT AND PREMISES,2050478354576
J C DECAUX UK LTD,01/04/2011,1500,0,0,0,,,ADVERT RIGHT REF 024401,ADJ 124 DOMESTIC STREET,HOLBECK,LEEDS,LS11 9NS,,CA,ADVERTISING RIGHT,2050478503482
PRIMESIGHT LTD,01/04/2011,700,0,0,0,,,PRIMESIGHT ADVERT RIGHT,ADJ 124 DOMESTIC STREET,HOLBECK,LEEDS,LS11 9NS,,CA,ADVERTISING RIGHT,2050478503493
VENUS FOODS (LEEDS) LIMITED,07/01/2013,62000,0,0,0,,,VENUS SUPERMARKET,67 DOMESTIC STREET,HOLBECK,LEEDS,LS11 9SG,,CS,Shop and Premises,2050479101650
LEEDS BUILDING SOCIETY,01/04/2000,5800,0,0,0,Y,01/04/2010,99 DOMESTIC STREET,HOLBECK,LEEDS,,LS11 9SG,,CS,SHOP AND PREMISES,2050479340313
RESERVEPRO LTD,04/12/2009,37000,0,0,0,,,2 DRIVER TERRACE,WORTLEY,LEEDS,,LS12 1EA,Industrial Property,CW,WAREHOUSE AND PREMISES,2050482309334
THE RAILWAY CLUB LTD,01/10/2007,9700,0,0,38,,,WEST LEEDS RAILWAYMANS CLUB,AND INSTITUTE,"DRIVER TERRACE, WORTLEY",LEEDS,LS12 1EA,,CL2,CLUB AND PREMISES,2050482314155
EACH TO THEIR OWN LTD,25/07/2012,32750,0,0,0,,,10 DUNCAN STREET,LEEDS,,,LS1 6DL,Listed Building,CS,Shop and Premises,2050484639636
SAMUEL SMITHS LTD,01/04/2000,8900,0,0,0,Y,01/04/2003,1ST FLOOR,30 DUNCAN STREET,LEEDS,,LS1 6DL,Industrial Property,IF3,WORKSHOP AND PREMISES,2050485306250
SAMUEL SMITH OLD BREWERY,30/06/2004,7100,0,0,0,Y,30/06/2004,2ND FLOOR,30 DUNCAN STREET,LEEDS,,LS1 6DL,Industrial Property,IF3,WORKSHOP AND PREMISES,2050485306251
SAMUEL SMITH LTD,01/04/2000,58000,0,0,0,,,THE DUNCAN,DUNCAN STREET,LEEDS,,LS1 6DQ,,CL,PUBLIC HOUSE AND PREMISES,2050485315570
TRUEREASON LTD,01/04/2000,57500,0,0,0,,,PT GND FLOOR AND BST,14 DUNCAN STREET,LEEDS,,LS1 6DL,Listed Building,CL2,CLUB AND PREMISES,2050485323204
SAMUEL SMITHS OLD BREWERY LTD,01/04/2000,16750,0,0,0,Y,01/04/2003,32 DUNCAN STREET,LEEDS,,,LS1 6DL,,CS,SHOP AND PREMISES,2050485325262
SAMUEL SMITH LTD,21/05/2000,22000,0,0,0,Y,01/04/2003,28 DUNCAN STREET,LEEDS,,,LS1 6DL,,CS,SHOP AND PREMISES,2050485325267
WILLIAM HILL ORGANIZATION LTD,01/04/2000,57000,0,0,0,,,16/18 DUNCAN STREET,LEEDS,,,LS1 6DQ,Listed Building,CS2,BETTING SHOP AND PREMISES,2050485355268
VINTAGE CITY LTD,01/04/2013,65500,0,0,0,,,15/17 DUNCAN STREET,LEEDS,,,LS1 6DQ,,CS,SHOP AND PREMISES,2050485362953
VOXTECH LTD,01/04/2000,245,0,0,0,,,STREET SITE NO 18,JUNCTION CENTRAL ROAD,DUNCAN STREET,LEEDS,LS1 6DQ,,CA,ADVERTISING RIGHT AND PREMISES,2050485362988
NEW LEAF HEALTHCARE LTD,01/08/2011,16500,0,0,0,,,HEALTHCARE 2000 PT 3RD FLOOR,DUNCAN HOUSE,DUNCAN STREET,LEEDS,LS1 6DL,Listed Building,CO,OFFICES AND PREMISES,2050485367092
STOP,25/09/2009,23250,80,0,0,,,NATIONWIDE CONTRACT PT 3RD FLR,DUNCAN HOUSE,DUNCAN STREET,LEEDS,LS1 6DL,Listed Building,CO,OFFICES AND PREMISES,2050485367093
CRIME REDUCTION INITIATIVES,01/05/2013,12250,80,0,0,,,2ND FLOOR LEFT DUNCAN HOUSE,DUNCAN STREET,LEEDS,,LS1 6DL,Listed Building,CO,OFFICES AND PREMISES,2050485369710
CRIME REDUCTION INITIATIVES,18/01/2006,26500,80,0,0,,,2ND FLOOR RIGHT,DUNCAN HOUSE,DUNCAN STREET,LEEDS,LS1 6DL,Listed Building,CO,OFFICES AND PREMISES,2050485369711
STREET CLOTHES LTD,12/05/2012,9700,0,0,38,,,1ST - 3RD FLOORS,9-11 DUNCAN STREET,LEEDS,,LS1 6DQ,Listed Building,CW3,STORE AND PREMISES,2050485606223
STREET CLOTHES LTD,12/05/2012,70500,0,0,0,Y,01/04/2013,9 - 11 DUNCAN STREET,LEEDS,,,LS1 6DQ,Listed Building,CS,Shop and Premises,2050485606234
DESTINATION SKIN GROUP LTD,26/04/2012,24000,0,0,0,,,UNIT 2 1ST FLOOR,DUNCAN HOUSE,DUNCAN STREET,LEEDS,LS1 6DL,Listed Building,CO,Offices and Premises,2050485650285
HILLDANE HOLDINGS,01/08/2010,6400,0,0,0,Y,01/04/2011,VACANT PART 1ST FLOOR REAR,DUNCAN HOUSE,DUNCAN STREET,LEEDS,LS1 6DL,Listed Building,CO,Offices and Premises,2050485650296
PRINCIPLED OFFSITE LOGISTICS LTD,24/01/2014,36250,0,0,0,,,ACCOUNTANCY TUITION CENTRE,"3RD FLOOR, YORKSHIRE HOUSE",EAST PARADE,LEEDS,LS1 5SH,,CO,OFFICES AND PREMISES,2050490307744
PRINCIPLED OFFSITE LOGISTICS LTD,24/01/2014,26500,0,0,0,,,VACANT PART 4TH FLOOR,YORKSHIRE HOUSE,EAST PARADE,LEEDS,LS1 2BY,,CO,OFFICES AND PREMISES,2050490307752
KEEBLE HAWSON MOORHOUSE,01/04/2003,32500,0,0,0,,,BASEMENT,16/17 EAST PARADE,LEEDS,,LS1 2BH,Listed Building,CO,OFFICES AND PREMISES,2050490307797
SIMPLE TRICK LTD,23/12/2010,10000,0,0,0,Y,25/02/2013,2ND FLOOR,20 EAST PARADE,LEEDS,,LS1 2BH,,CO,OFFICES AND PREMISES,2050490307806
JMS MARKETING LTD,01/09/2011,53000,0,0,0,,,3RD FLOOR PEARL CHAMBERS,EAST PARADE,LEEDS,,LS1 5BY,Listed Building,CO,OFFICES AND PREMISES,2050490307907
BARCLAYS BANK PLC,01/04/2000,2000,0,0,0,,,BST CAR SPACE NO 1 AT,6 EAST PARADE,LEEDS,,LS1 2AA,,CP1,CAR PARKING SPACE AND PREMISES,2050490316732
BARCLAYS BANK PLC,01/04/2000,2000,0,0,0,,,BST CAR SPACE NO 2 AT,6 EAST PARADE,LEEDS,,LS1 2AA,,CP1,CAR PARKING SPACE AND PREMISES,2050490316733
BARCLAYS BANK PLC,01/04/2000,2000,0,0,0,,,BST CAR SPACE NO 3 AT,6 EAST PARADE,LEEDS,,LS1 2AA,,CP1,CAR PARKING SPACE AND PREMISES,2050490316734
BARCLAYS BANK PLC,01/04/2000,2000,0,0,0,,,BST CAR SPACE NO 4 AT,6 EAST PARADE,LEEDS,,LS1 2AA,,CP1,CAR PARKING SPACE AND PREMISES,2050490316737
BARCLAYS BANK PLC,01/04/2000,2000,0,0,0,,,BST CAR SPACE NO 6 AT,6 EAST PARADE,LEEDS,,LS1 2AA,,CP1,CAR PARKING SPACE AND PREMISES,2050490316738
BARCLAYS BANK PLC,01/04/2000,2000,0,0,0,,,BST CAR SPACE NO 7 AT,6 EAST PARADE,LEEDS,,LS1 2AA,,CP1,CAR PARKING SPACE AND PREMISES,2050490316759
BARCLAYS BANK PLC,01/04/2000,2000,0,0,0,,,BST CAR SPACE NO 8 AT,6 EAST PARADE,LEEDS,,LS1 2AA,,CP1,CAR PARKING SPACE AND PREMISES,2050490316760
KEEBLE HAWSON MOORHOUSE,01/04/2000,10000,0,0,0,,,R C MOORHOUSE AND CO 5 CAR SPACES,R/O 16/17 EAST PARADE,LEEDS,,LS1 2BH,Listed Building,CP1,CAR PARKING SPACES AND PREMISES,2050490316932
KEEBLE HAWSON MOORHOUSE,01/04/2003,8000,0,0,0,,,WEST RIDING TRADE 4 CAR SPACES,R/O 16/17 EAST PARADE,LEEDS,,LS1 2BH,Listed Building,CP1,CAR PARKING SPACES AND PREMISES,2050490316933
BARCLAYS BANK PLC,06/03/2003,4000,0,0,0,,,BST CAR SPACES 9 & 10 AT,6 EAST PARADE,LEEDS,,LS1 2AA,,CP1,CAR PARKING SPACE AND PREMISES,2050490324895
RAVENPINE LTD - IN LIQUIDATION,29/11/2013,12000,0,0,0,Y,29/11/2013,20 EAST PARADE,LEEDS,,,LS1 2BH,,CS,SHOP AND PREMISES,2050490327561
EDDISONS RESIDENTIAL LTD,19/04/2013,24750,0,0,0,,,PART GROUND & PART BASEMENT,YORKSHIRE HOUSE,EAST PARADE,LEEDS,LS1 2AA,,CO,OFFICES AND PREMISES,2050490328059
MITCHELLS & BUTLERS RETAIL LTD,01/04/2000,60500,0,0,0,,,28 EAST PARADE,LEEDS,,,LS1 2AA,,CL,PUBLIC HOUSE AND PREMISES,2050490330375
BARCLAYS BANK PLC,01/04/2000,2000,0,0,0,,,BASEMENT CAR SPACE NO5 AT,6 EAST PARADE,LEEDS,,LS1 2AA,,CP1,CAR PARKING SPACE AND PREMISES,2050490330396
GOURMET BURGER KITCHENS LTD,17/08/2007,60500,0,0,0,,,PT GND FLOOR,MINERVA HOUSE,EAST PARADE,LEEDS,LS1 5PS,,CR,RESTAURANT AND PREMISES,2050490339613
TEMPLETON LPA LTD,04/06/2009,34750,0,0,0,,,TEMPLETON LPA LTD PT 3RD FLOOR,MINERVA HOUSE,EAST PARADE,LEEDS,LS1 5PS,,CO,OFFICES AND PREMISES,2050490346629
BLACKROCK EXECUTIVE LTD,01/07/2013,58500,0,0,0,,,URS CORPORATION PT 3RD FLOOR,MINERVA HOUSE,EAST PARADE,LEEDS,LS1 5PS,,CO,OFFICES AND PREMISES,2050490346630
MULGATE INVESTMENTS LTD,01/04/2000,0,0,0,0,Y,01/04/2004,STORE 3 BASEMENT,MINERVA HOUSE,EAST PARADE,LEEDS,LS1 5PS,Industrial Property,CW3,Store and Premises,2050490352154
F R EVANS (LEEDS) LTD,01/07/2011,0,0,0,0,Y,01/07/2011,STORE 10,MINERVA HOUSE,EAST PARADE,LEEDS,LS1 5PS,Industrial Property,CW3,Store and Premises,2050490352155
MULGATE INVESTMENTS LTD,01/04/2004,0,0,0,0,Y,01/04/2003,STORE 4 BASEMENT,MINERVA HOUSE,EAST PARADE,LEEDS,LS1 5PS,Industrial Property,CW3,Store and Premises,2050490352158
F R EVANS (LEEDS) LTD,28/01/2011,0,0,0,0,Y,28/01/2011,STORE 12,MINERVA HOUSE,EAST PARADE,LEEDS,LS1 5PS,,CW3,Store and Premises,2050490352159
MULGATE INVESTMENTS LTD,01/04/2004,0,0,0,0,Y,01/04/2003,STORE 11,MINERVA HOUSE,EAST PARADE,LEEDS,LS1 5PS,,CW3,Store and Premises,2050490352161
F R EVANS (LEEDS) LTD,01/07/2011,0,0,0,0,Y,01/07/2011,STORE 8,MINERVA HOUSE,EAST PARADE,LEEDS,LS1 5PS,Industrial Property,CW3,Store and Premises,2050490352244
F R EVANS (LEEDS) LTD,07/10/2011,0,0,0,0,Y,01/04/2012,STORE 7,MINERVA HOUSE,EAST PARADE,LEEDS,LS1 5PS,Industrial Property,CW3,Store and Premises,2050490352245
EST EST EST,01/04/2005,89500,0,0,0,,,31-33 EAST PARADE,LEEDS,,,LS1 5PS,,CR,RESTAURANT AND PREMISES,2050490353046
HUNTRESS SEARCH LTD,02/04/2004,22750,0,0,0,,,MATCH HEALTHCARE PT GND FLOOR,COVERDALE HOUSE,EAST PARADE,LEEDS,LS1 2BH,,CO,OFFICES AND PREMISES,2050490355449
SREIT PROPERTY LTD,11/02/2014,40750,0,0,0,Y,11/02/2014,LOWER GROUND FLOOR,COVERDALE HOUSE,EAST PARADE,LEEDS,LS1 2BH,,CO,OFFICES AND PREMISES,2050490355451
DELOITTE & TOUCHE LLP,01/04/2000,2000,0,0,0,,,CAR SPACE,10-12 EAST PARADE,LEEDS,,LS1 2AJ,,CP1,CAR PARKING SPACE AND PREMISES,2050490358459
DELOITTE & TOUCHE LLP,10/04/2000,2000,0,0,0,,,CAR SPACE,10-12 EAST PARADE,LEEDS,,LS1 2AJ,Z,CP1,CAR PARKING SPACE AND PREMISES,2050490358460
LLOYDS BANK PLC,01/04/2000,36250,0,0,0,Y,02/07/2008,PART 2ND FLOOR,YORKSHIRE HOUSE,EAST PARADE,LEEDS,LS1 5SH,,CO,OFFICES AND PREMISES,2050490358932
HM COURTS SERVICE,01/04/2000,277500,0,0,0,,,1ST & 2ND FLOORS,COVERDALE HOUSE,EAST PARADE,LEEDS,LS1 2HQ,,CO,OFFICES AND PREMISES,2050490361975
WILTON DEVELOPMENTS LTD,29/11/2013,45000,0,0,0,Y,29/11/2013,17A EAST PARADE,LEEDS,,,LS1 2BH,Listed Building,CO,OFFICES AND PREMISES,2050490362750
HILL CROSS ORGANISATION LTD,11/02/2014,115000,0,0,0,,,PART GROUND FLOOR,COVERDALE HOUSE,EAST PARADE,LEEDS,LS1 2BH,,CO,OFFICES AND PREMISES,2050490366279
EVERYTHING EVERYWHERE LIMITED,01/04/2002,2800,0,0,0,Y,23/03/2012,TELECOMMUNICATION MAST SITE,REF WYK7004,EAST PARADE,LEEDS,LS1 5TN,LD,MT1,COMMUNICATION STATION AND PREMISES,2050490368398
EVANS OF LEEDS PLC,08/10/2002,0,0,0,0,Y,01/04/2004,STORE 9,MINERVA HOUSE,EAST PARADE,LEEDS,LS1 5PS,Industrial Property,CW3,Store and Premises,2050490368521
F R EVANS (LEEDS) LTD,13/12/2012,0,0,0,0,Y,13/12/2012,PT 9TH FLOOR,MINERVA HOUSE,EAST PARADE,LEEDS,LS1 5PS,,CO,Offices and Premises,2050490369037
SEARCH CONSULTANCY LIMITED,03/06/2003,8000,0,0,0,,,4 CAR SPACES,10-12 EAST PARADE,LEEDS,,LS1 2AJ,,CP1,CAR PARKING SPACE AND PREMISES,2050490369854
F R EVANS (LEEDS) LTD,13/12/2012,0,0,0,0,Y,13/12/2012,8TH FLOOR,MINERVA HOUSE,EAST PARADE,LEEDS,LS1 5PS,,CO,Offices and Premises,2050490369941
F R EVANS (LEEDS) LTD,12/04/2013,0,0,0,0,Y,12/04/2013,PART 9TH FLOOR,MINERVA HOUSE,EAST PARADE,LEEDS,LS1 5PS,,CO,Offices and Premises,2050490369942
F R EVANS (LEEDS) LTD,13/12/2012,0,0,0,0,Y,13/12/2012,SUITE A 7TH FLOOR,MINERVA HOUSE,EAST PARADE,LEEDS,LS1 5PS,,CO,OFFICES AND PREMISES,2050490412633
F R EVANS (LEEDS) LTD,01/07/2013,0,0,0,0,Y,01/07/2013,SUITE B 7TH FLOOR,MINERVA HOUSE,EAST PARADE,LEEDS,LS1 5PS,,CO,Offices and Premises,2050490412644
F R EVANS (LEEDS) LTD,08/05/2013,0,0,0,0,Y,08/05/2013,JPM PART 6TH FLOOR,MINERVA HOUSE,EAST PARADE,LEEDS,LS1 5PS,,CO,OFFICES AND PREMISES,2050490422454
F R EVANS (LEEDS) LTD,19/04/2013,0,0,0,0,Y,19/04/2013,PART 6TH FLOOR,MINERVA HOUSE,EAST PARADE,LEEDS,LS1 5PS,,CO,Offices and Premises,2050490422465
SEARCH CONSULTANCY LIMITED,03/06/2003,132000,0,0,0,,,GROUND FLOOR,10/12 EAST PARADE,LEEDS,,LS1 2AJ,Listed Building,CO,OFFICES AND PREMISES,2050490423367
ELDRIDGE POPE & CO PLC,18/02/2013,6100,0,0,0,Y,18/02/2013,PART 1ST FLOOR FRONT,9 EAST PARADE,LEEDS,,LS1 2AJ,Listed Building,CO,OFFICES AND PREMISES,2050490424434
ELDRIDGE POPE & CO PLC,08/11/2013,7200,0,0,0,Y,01/04/2014,2ND FLOOR,9 EAST PARADE,LEEDS,,LS1 2AJ,Listed Building,CO,OFFICES AND PREMISES,2050490439659
F R EVANS (LEEDS) LTD,02/03/2013,0,0,0,0,Y,02/03/2013,SPORT ENGLAND STORE ROOM BST,"ROOM NO 15, MINERVA HOUSE",EAST PARADE,LEEDS,LS1 5PS,Industrial Property,CW3,Store and Premises,2050490450208
F R EVANS (LEEDS) LTD,08/05/2013,0,0,0,0,Y,08/05/2013,JMP CONSULTANTS LTD STORE ROOM,"BST ROOM NO 14, MINERVA HOUSE",EAST PARADE,LEEDS,LS1 5PS,Industrial Property,CW3,Store and Premises,2050490450219
F R EVANS (LEEDS) LTD,13/12/2012,0,0,0,0,Y,13/12/2012,PART 2ND FLOOR,MINERVA HOUSE,EAST PARADE,LEEDS,LS1 5PS,,CO,Offices and Premises,2050490450472
F R EVANS (LEEDS) LTD,02/05/2012,0,0,0,0,Y,02/05/2012,VACANT PART 2ND FLOOR,MINERVA HOUSE,EAST PARADE,LEEDS,LS1 5PS,,CO,Offices and Premises,2050490450783
CDI ANDERSELITE LTD,19/05/2006,67000,0,0,0,,,SUITE A PT 5TH FLOOR,MINERVA HOUSE,EAST PARADE,LEEDS,LS1 5PS,,CO,OFFICES AND PREMISES,2050490451407
F R EVANS (LEEDS) LTD,13/12/2012,27750,0,0,0,Y,13/12/2012,SUITE B PT 5TH FLOOR,MINERVA HOUSE,EAST PARADE,LEEDS,LS1 5PS,,CO,OFFICES AND PREMISES,2050490451418
LEAMAN BROWNE LTD,18/09/2009,23500,0,0,0,,,LEAMAN BROWNE LTD PART 1ST FLOOR,PEARL CHAMBERS,EAST PARADE,LEEDS,LS1 5BY,Listed Building,CO,OFFICES AND PREMISES,2050490463166
SEARCH CONSULTANCY LTD,28/09/2007,41250,0,0,0,,,LWR GND FLOOR FRONT,10/12 EAST PARADE,LEEDS,,LS1 2AJ,Listed Building,CO,OFFICES AND PREMISES,2050490471251
MARSTONS PUBS LTD,12/11/2013,45000,0,0,0,Y,01/04/2014,OK KARAOKE,9 EAST PARADE,LEEDS,,LS1 2AJ,Listed Building,CL,PUBLIC HOUSE AND PREMISES,2050490483527
LLOYDS  BANK PLC,01/09/2012,14500,0,0,0,Y,01/09/2012,BURTON BURTON AND HO,PT 1ST FLR YORKSHIRE HOUSE,EAST PARADE,LEEDS,LS1 2BY,,CO,OFFICES AND PREMISES,2050490488676
LLOYDS  BANK PLC,26/06/2009,18000,0,0,0,Y,01/04/2010,LLOYDS VACANT OFFICES,"1ST FLR, YORKSHIRE HOUSE",EAST PARADE,LEEDS,LS1 2BY,,CO,OFFICES AND PREMISES,2050490488687
REGENERATION THROUGH THE ARTS,05/01/2012,12500,80,0,0,,,1ST & 2ND FLOORS,19 EAST PARADE,LEEDS,,LS1 2AA,Charity,CO,Offices and Premises,2050490497498
REGENERATION THROUGH THE ARTS,05/01/2012,14750,80,0,0,,,GROUND FLOOR,19 EAST PARADE,LEEDS,,LS1 2AA,Charity,CO,Offices and Premises,2050490497509
BUYING TEAM LTD,21/09/2012,2000,0,0,0,,,1 CAR SPACE AT,1 EAST PARADE,LEEDS,,LS1 2AJ,,CP1,Car Parking Space and Premises,2050490513646
ZURICH FINANCIAL SERVICES LTD,21/09/2012,8000,0,0,0,,,4 CAR SPACES AT,1 EAST PARADE,LEEDS,,LS1 2AJ,,CP1,Car Parking Space and Premises,2050490513657
THE PHOTOGRAPHIC ANGLE,03/03/2014,260000,80,0,0,Y,03/03/2014,4TH & 5TH FLOORS,1 EAST PARADE,LEEDS,,LS1 2AA,Charity,CO,Offices and Premises,2050490519982
ELDRIDGE POPE & CO,01/02/2013,6100,0,0,0,Y,01/02/2013,OFFICES PART 1ST FLOOR,9 EAST PARADE,LEEDS,,LS1 2AJ,Listed Building,CO,Offices and Premises,2050490601977
FUNFLIP LTD,01/02/2013,2200,0,0,100,,,STORE 3RD FLOOR,9 EAST PARADE,LEEDS,,LS1 2AJ,Listed Building,CO,Offices and Premises,2050490601988
KNIGHT FRANK,21/09/2012,10000,0,0,0,,,KNIGHT FRANK 5 CAR SPACES AT,1 EAST PARADE,LEEDS,,LS1 2AJ,,CP1,Car Parking Space and Premises,2050490612240
REGIONAL PROPERTIES LTD,21/09/2012,3200,0,0,0,Y,21/09/2012,2 CAR SPACES,1 EAST PARADE,LEEDS,,LS1 2AJ,,CP1,Car Parking Space and Premises,2050490612251
RBS INVOICE FINANCE LTD,15/07/2013,57000,0,0,0,Y,22/11/2013,ROYAL BANK OF SCOTLAND,MINERVA HOUSE,EAST PARADE,LEEDS,LS1 5PS,,CS1,Bank and Premises,2050490613945
F R EVANS (LEEDS) LTD,15/07/2013,0,0,0,0,Y,15/07/2013,FIRST FLOOR,MINERVA HOUSE,EAST PARADE,LEEDS,LS1 5PS,,CO,OFFICES AND PREMISES,2050490613956
ZURICH FINANCIAL SERVICES LTD,01/07/2009,565000,0,0,0,,,GND FLR - 3RD FLR AT,1 EAST PARADE,LEEDS,,LS1 2AJ,,CO,OFFICES AND PREMISES,2050490638228
BUYING TEAM LTD,29/06/2011,47750,0,0,0,,,7TH FLOOR,1 EAST PARADE,LEEDS,,LS1 2AJ,,CO,Offices and Premises,2050490658908
ILIAD SOLUTIONS LTD,19/04/2013,46250,0,0,0,,,SPORT ENGLAND PART 4TH FLOOR,MINERVA HOUSE,EAST PARADE,LEEDS,LS1 5PS,,CO,Offices and Premises,2050490659691
BID SERVICES,12/04/2013,45750,80,0,0,,,VACANT PART 4TH FLOOR,MINERVA HOUSE,EAST PARADE,LEEDS,LS1 5PS,,CO,Offices and Premises,2050490659702
PJN OFFICE SOLUTIONS LTD,01/02/2014,10000,0,0,0,,,UNIT 19,PHOTON HOUSE,PERCY STREET,LEEDS,LS12 1EG,,CO,Offices and Premises,2050498647062
BIZSPACE LTD,30/04/2011,1775,0,0,0,Y,30/04/2011,UNIT 18,PHOTON HOUSE,PERCY STREET,LEEDS,LS12 1EG,,CO,Offices and Premises,2050498647073
HAMMERSON UK PROPERTIES PLC,31/12/2006,96500,0,0,0,Y,31/12/2006,1ST AND 2ND FLOOR,10 EASTGATE,LEEDS,,LS2 7JL,CR,CO,OFFICES AND PREMISES,2050506307719
HAMMERSON (EASTGATE HOUSE) LTD,29/09/2006,50500,0,0,0,Y,01/04/2009,3RD FLOOR,EASTGATE HOUSE,10 EASTGATE,LEEDS,LS2 7JL,CR,CO,OFFICES AND PREMISES,2050506307720
HAMMERSON (EASTGATE HOUSE) LTD,24/03/2005,2800,0,0,0,Y,24/03/2005,SUITE 1 5TH FLOOR,10 EASTGATE,LEEDS,,LS2 7JL,CR,CO,OFFICES AND PREMISES,2050506307721
HAMMERSON (EASTGATE HOUSE LTD),29/12/2008,17250,0,0,0,Y,01/04/2010,BROWNE SMITH BAKER & PARTNERS,2ND FLOOR,1 EASTGATE,LEEDS,LS2 7LY,CR,CO,OFFICES AND PREMISES,2050506307753
HAMMERSON (EASTGATE HOUSE) LTD,01/04/2009,31750,0,0,0,Y,01/04/2009,SAVE THE CHILDREN FUND 2ND FLOOR,1 EASTGATE,LEEDS,,LS2 7JL,CR,CO,OFFICES AND PREMISES,2050506307755
HAMMERSON (LEEDS INVESTMENTS)LTD,15/01/2014,68000,0,0,0,Y,01/04/2014,HOAGYS,EASTGATE,LEEDS,,LS2 7JL,CR,CL,PUBLIC HOUSE AND PREMISES,2050506315861
HAMMERSON UK PROPERTIES PLC,31/01/2014,23500,0,0,0,Y,31/01/2014,26 EASTGATE,LEEDS,,,LS2 7JL,CR,CS,SHOP AND PREMISES,2050506325239
HAMMERSON PLC,18/02/2013,13000,0,0,0,Y,18/02/2013,28 EASTGATE,LEEDS,,,LS2 7JL,CR,CS,SHOP AND PREMISES,2050506325240
HAMMERSON UK PROPERTIES PLC,31/01/2014,13250,0,0,0,Y,31/01/2014,14 EASTGATE,LEEDS,,,LS2 7JL,CR,CS,SHOP AND PREMISES,2050506325241
HAMMERSON UK PROPERTIES PLC,31/10/2013,13000,0,0,0,Y,31/10/2013,22 EASTGATE,LEEDS,,,LS2 7JL,CR,CS,SHOP AND PREMISES,2050506325263
HAMMERSON UK PROPERTIES PLC,20/01/2014,13500,0,0,0,Y,20/01/2014,20 EASTGATE,LEEDS,,,LS2 7JL,CR,CS,SHOP AND PREMISES,2050506325264
HAMMERSON LTD,25/06/2011,13500,0,0,0,Y,01/04/2012,18 EASTGATE,LEEDS,,,LS2 7JL,CR,CS,SHOP AND PREMISES,2050506325266
HAMMERSON (LEEDS INVESTMENTS)LTD,09/09/2009,12250,0,0,0,Y,01/04/2010,38 EASTGATE,LEEDS,,,LS2 7JL,CR,CS,SHOP AND PREMISES,2050506325299
HAMMERSON UK PROPERTIES PLC,18/01/2014,12250,0,0,0,Y,01/04/2014,40 EASTGATE,LEEDS,,,LS2 7JL,CR,CS,Shop and Premises,2050506325302
HAMMERSON (LEEDS INVESTMENTS)LTD,01/02/2013,24750,0,0,0,Y,01/04/2013,34/36 EASTGATE,LEEDS,,,LS2 7JL,CR,CS,SHOP AND PREMISES,2050506326538
TOWN CENTRE SECURITIES PLC,13/01/2014,12750,0,0,0,Y,01/04/2014,12 EASTGATE,LEEDS,,,LS2 7JL,CR,CS,SHOP AND PREMISES,2050506326741
HAMMERSON UK PROPERTIES PLC,31/01/2014,13250,0,0,0,Y,31/01/2014,16 EASTGATE,LEEDS,,,LS2 7JL,CR,CS,SHOP AND PREMISES,2050506326743
LEEDS GAS SHOWROOM LTD,01/04/2000,88500,0,0,0,,,NATIONAL DEPOSIT HOUSE,1 EASTGATE,LEEDS,,LS2 7LY,CR,CS,SHOP AND PREMISES,2050506326755
CLEAR CHANNEL UK LIMITED,01/04/2000,1100,0,0,0,,,ADV RT NO.10000267 OUTSIDE,24 EASTGATE,LEEDS,,LS2 7JL,,CA,ADVERTISING RIGHT,2050506330007
WT PARTNERSHIP - LEEDS LTD,05/10/2005,7100,0,0,0,,,ROOMS 321-323 3RD FLOOR,7 EASTGATE,LEEDS,,LS2 7JL,CR,CO,OFFICES AND PREMISES,2050506334854
HAMMERSON UK PROPERTIES PLC,29/11/2013,22750,0,0,0,Y,01/04/2014,ROOMS 324-329,3RD FLOOR,7 EASTGATE,LEEDS,LS2 7JL,CR,CO,OFFICES AND PREMISES,2050506334855
HAMMERSON (EASTGATE HOUSE) LTD,24/03/2005,21250,0,0,0,Y,24/03/2005,SUITES 2-7 5TH FLOOR,10 EASTGATE,LEEDS,,LS2 7JL,CR,CO,OFFICES AND PREMISES,2050506337120
HAMMERSON (LEEDS INVESTMENTS)LTD,15/01/2014,2375,0,0,0,Y,15/01/2014,OFFICES 15 AND 16 3RD FLOOR,44 EASTGATE,LEEDS,,LS2 7JL,CR,CO,OFFICES AND PREMISES,2050506350493
CORPORATE DOCUMENT SERVICES LTD,15/09/2000,1500,0,0,0,,,CAR SPACE 16 AT,7 EASTGATE,LEEDS,,LS2 7LY,CR,CP1,CAR PARKING SPACE AND PREMISES,2050506351077
HAMMERSON (LEEDS INVESTMENTS)LTD,15/01/2014,14500,0,0,0,Y,15/01/2014,OFFICES 1-14 3RD FLOOR,44 EASTGATE,LEEDS,,LS2 7JL,CR,CO,OFFICES AND PREMISES,2050506353371
