Propref,Property Description,Ratepayer,Rv,Liability Start,Reliefs Granted
65356049,Factory and Premises,Holt Bros Hx Ltd,40750,04/01/90,SBR
65356700,Warehouse And Premises,Ernest Gill & Sons Ltd,75500,11/08/93,
65356701,Vehicle Repair Workshop And Premises,A - Z Motor Factors Ltd,40750,12/17/13,SBR
65356703,Showroom And Premises,Screwfix Direct Ltd,29500,02/13/08,SBR
65356704,Workshop And Premises,,5400,02/01/12,SBR
65356706,Warehouse And Premises,Islam Halifax Cic,4550,06/03/14,SBR
65356707,Meeting Room And Premises,Womens Activity Centre (W A C),4900,02/01/13,SBR
65360700,Workshop And Premises,,2075,04/01/90,SBR
65364044,Club and Premises,,6200,04/01/90,SBR
65364045,Shop and Premises,,2325,07/30/08,EX
65364066,Shop and Premises,,3300,11/08/15,SBR
65364068,Shop and Premises,,3550,04/01/11,SBR
65364070,Shop and Premises,,3100,10/26/15,SBR
65364073,Shop and Premises,,3500,04/01/17,ER
65364075,Shop and Premises,,4100,02/08/17,SBR
65364101,Shop and Premises,,3750,04/06/12,SBR
65364119,Garage And Premises,,2950,11/01/17,SBR
65364121,Warehouse And Premises,,3000,11/15/16,SBR
65364298,Office and Premises,,1650,04/01/09,SBR
65364300,Shop and Premises,,3050,07/18/07,SBR
65364701,Workshop And Premises,,2375,04/01/17,SBR
65364702,Workshop And Premises,,1075,04/01/17,SBR
65364703,Workshop And Premises,,2050,04/01/17,SBR
65364705,Factory and Premises,United Biscuits Ltd,110000,04/01/93,
65364715,Offices and Premises,,9500,04/29/94,DCR MCR
65364717,Warehouse And Premises,,6100,04/01/94,SBR
65364719,Vehicle Repair Workshop And Premises,,4450,03/02/03,SBR
65364739,Offices and Premises,Harris Peel (Developments) Ltd,44750,02/07/17,ER
65364747,Vehicle Repair Workshop And Premises,,6600,02/01/06,SBR
65364753,Offices and Premises,The Royal British Legion,8000,04/01/10,DCR MCR
65364754,Vehicle Repair Workshop And Premises,,6900,08/01/14,SBR
65372705,Offices and Premises,The Mayfield Trust,7000,12/01/08,DCR MCR
65372706,Offices and Premises,P.P.I Accounting Ltd,16500,04/01/10,DUR SBR
65372707,Warehouse And Premises,Biosonics Ltd,4800,04/01/10,SBR
65372708,Land Used For Storage and Premises,G A O'Dowd Ltd,4700,06/01/11,SBR
65372709,Land Used For Storage and Premises,,3300,11/08/14,SBR
65376700,Builders Merchants And Premises,Howdens Joinery Ltd,56500,04/01/01,
65376702,Store And Premises,Halifax Engineering Supplies Ltd,6300,04/01/92,SBR
65376703,Store And Premises,Sally Salon Services Ltd,6000,03/21/99,DUR SBR
65376705,Store And Premises,Howdens Joinery Properties Ltd.,6000,07/04/16,DUR SBR
65376706,Warehouse And Premises,Thornham Paints [Yorks] Ltd,12750,05/03/93,SBR
65376708,Warehouse And Premises,J P McDougall & Co Ltd,18500,06/02/03,DUR SBR
65376709,Surgery And Premises,Nhs Property Services Ltd,47250,04/01/13,SBR
65376710,Shop and Premises,The Hub Pharmacy Ltd,16000,07/01/16,DUR SBR
65376712,Warehouse And Premises,,26250,10/01/16,SBR
65376713,Warehouse And Premises,,16250,03/01/15,DUR SBR
65376714,Warehouse And Premises,Halifax Flooring Ltd,13000,04/01/16,SBR
65376715,Warehouse And Premises,P P L Windows-Doors Ltd,13250,04/01/16,SBR
65380700,Public House and Premises,Big Six Ltd,27000,06/29/12,SSR SBR DBR
65388007,Offices and Premises,Due West Ltd,15000,03/30/16,SBR
65388008,Shop and Premises,,2500,04/01/90,SBR
65388011,Shop and Premises,,2050,04/01/90,SBR
65388012,Offices and Premises,Pepperzal Limited,20000,08/15/17,SBR
65388014,Store And Premises,Due West Ltd,790,07/01/09,EX
65388019,Offices and Premises,Calderdale Mbc Land & Property Services,92000,03/27/13,
65388024,Shop and Premises,,2400,04/09/15,SBR
65388025,Shop and Premises,,8700,03/01/17,SBR
65388039,Shop and Premises,,3400,08/01/14,SBR
65388058,Showroom And Premises,B & M Retail Ltd,50500,07/24/08,SBR
65388060,Showroom And Premises,Royal London Mutual Insurance Society Ltd,42750,04/14/12,ER
65388062,Showroom And Premises,The Administrators Of Unibrook Ltd,38000,09/01/11,EX
65388064,Showroom And Premises,Royal London Mutual Insurance Society Ltd,38000,06/23/17,ER
65388701,Restaurant and Premises,Ivyville Ltd,18250,02/08/13,SBR
65388702,Dance Studio And Premises,,2800,11/22/16,SBR
65388703,Offices and Premises,Dance 4 All Halifax Ltd,1575,04/25/16,SBR
65388704,Offices and Premises,Dance 4 All Halifax Ltd,4150,04/01/17,SBR
65388705,Dance School And Premises,Dance 4 All Halifax Ltd,5700,04/25/16,SBR
65388706,Public House and Premises,A & M Bars (Halifax) Ltd,20250,08/01/16,SBR DBR
65388709,Showroom And Premises,,52000,04/01/90,
65388710,Shop and Premises,,4450,02/02/14,SBR
65388711,Vehicle Repair Workshop And Premises,Kwik Fit (Gb) Ltd,41000,04/01/13,SBR
65388712,Hotel And Premises,The Imperial Crown Hotel Ltd,26500,04/01/90,SBR
65388713,Offices and Premises,,2125,09/10/11,SBR
65388717,Advertising Right and Premises,Primesight Ltd,1175,09/01/09,SBR
65388718,Car Park,,12000,09/01/99,SBR
65388719,Warehouse And Premises,,6100,12/01/16,SBR
65388720,Shop and Premises,Maude Heating Services Ltd,9300,02/01/10,SBR
65388723,Kiosk And Premises,Caterleisure Services Ltd,11750,05/03/13,DUR SBR
65388724,Bicycle Docking Station and Premises,Merseyrail Electrics 2002 Ltd,40,07/22/13,SBR
65388725,Showroom And Premises,,36750,05/04/16,DUR SBR
65396701,Warehouse And Premises,,5400,04/01/14,SBR
65400700,Quarry And Premises,Northowram Stone Llp,189,04/01/12,SBR
65400701,Communication Station and Premises,,9900,04/01/97,SBR
65410701,Land Used For Storage,Cullingworth Commercials & Freight Services Ltd,17250,04/01/08,EX
65410702,Land Used For Storage,Cullingworth Commercials & Freight Services Ltd,1375,04/01/08,SBR
65412150,Advertising Right and Premises,Clear Channel (Uk) Ltd,450,04/01/00,SBR
65412276,Shop and Premises,2 Degree Field Ltd,3350,11/01/13,SBR
65412300,Shop and Premises,,3600,04/01/90,SBR
65412303,Guest House And Premises,,2750,04/01/04,SBR
65412305,Shop and Premises,,3500,01/16/10,SBR
65412701,Sewage Treatment Works And Premises,Yorkshire Water Services Ltd,825000,04/01/90,
65412702,Offices and Premises,Director Of Safer & Stronger Communities,23250,02/02/98,SBR
65412704,Restaurant and Premises,Deli Sandwich Express Limited,14000,01/03/17,SBR
65412705,Shop and Premises,,5200,11/07/09,SBR
65412706,Public House and Premises,,4750,04/13/17,ER
65412711,Advertising Right and Premises,Jc Decaux Uk Ltd,10500,04/01/96,SBR
65412712,Advertising Right and Premises,Primesight Ltd,315,09/01/09,SBR
65412716,Store And Premises,Tesco Stores Ltd,3750,08/20/14,ER
65412722,Store And Premises,Halifax Harriers Athletic Club,1825,03/20/15,SBR
65412723,Sponsored Roundabout,Calderdale Mbc,450,06/01/10,SBR
65412724,Offices and Premises,,2800,04/01/14,SBR
65412725,Out of School Club & Premises,Calderdale Mbc Land & Property Services,8000,04/01/15,SBR
65416014,Cafe and Premises,,3250,03/31/06,SBR
65416700,Stadium And Premises,Director Of Safer & Stronger Communities,50000,04/01/09,SBR
65416701,Cafe and Premises,,3950,05/24/08,SBR
65416703,Car Park and Premises,Halifax Plc,221000,05/06/94,
65416705,Auxiliary Defence Establishment And Premises,Yorkshire & Humber R F C A,12750,04/01/00,SBR
65416706,Shop and Premises,The Ryburne Window Company Ltd,3600,11/01/10,SBR
65420700,Workshop And Premises,,2025,07/08/13,SBR
65424026,Shop and Premises,,2800,04/01/90,SBR
65424028,Shop and Premises,,2850,06/08/99,SBR
65424042,Shop and Premises,,3050,07/01/15,SBR
65424044,Shop and Premises,,2850,07/25/07,DUR MCR
65424054,Shop and Premises,Calderdale Mbc Land & Property Services,2475,06/17/16,EX
65424056,Shop and Premises,,2750,10/31/16,SBR
65424156,Day Nursery and Premises,P & L Nurseries Ltd,10500,09/02/13,SBR
65424700,Shop and Premises,,5600,08/13/12,SBR
65424701,Offices and Premises,St Malachys Credit Union Ltd,3550,04/01/06,SBR
65424702,Shop and Premises,,7300,11/16/15,SBR
65428042,Shop and Premises,,4700,01/27/06,SBR
65432700,School and Premises,Bradshaw Primary Academy,49750,04/01/12,MCR
65444001,Hairdressing Salon and Premises,,3500,11/01/12,SBR
65456700,Shop and Premises,Fletchers Family Fryers Ltd,1250,01/06/12,SBR
65458701,Self Catering Holiday Unit And Premises,Director Of Safer & Stronger Communities,2850,07/01/11,SBR
65458702,Field Study Centre,Director Of Safer & Stronger Communities,5500,07/01/11,SBR
65458703,Camping Site And Premises,Director Of Safer & Stronger Communities,1800,04/01/10,SBR
65460701,Warehouse And Premises,Vintage Sofa Co Ltd,5600,04/01/17,SBR
65472701,Store And Premises,,1750,04/01/07,SBR
65474001,Store And Premises,Pennine Housing 2000 Ltd,2500,04/01/03,SBR
65480701,Store And Premises,,3200,10/01/12,SBR
65484004,Offices and Premises,,3950,04/30/93,SBR
65484016,Shop and Premises,Boots Uk Ltd,7400,04/01/00,SBR
65484024,Shop and Premises,Kwai Hing Ltd,3450,10/10/10,SBR
65484026,Shop and Premises,,3400,12/22/97,DCR MCR
65484028,Shop and Premises,,3600,07/31/10,SBR
65484030,Workshop And Premises,,4000,04/01/14,SBR
65484043,Shop and Premises,,3900,04/01/14,SBR
65484052,Shop and Premises,,3400,10/02/99,DUR SBR
65484053,Shop and Premises,,7000,08/01/13,SBR
65484175,Car Showroom And Premises,,13750,04/01/90,SBR
65484193,Shop and Premises,L Rowland & Co [Retail] Ltd,26500,04/20/09,DUR SBR
65484220,Advertising Right and Premises,Clear Channel (Uk) Ltd,450,09/09/08,SBR
65484700,Sports Ground And Premises,,7800,04/01/90,MAR
65484702,Fire Station And Premises,West Yorkshire Fire & Civil Defence Authority,35750,04/01/90,SBR
65484704,Club and Premises,Amos Harwood Ltd,12750,01/27/12,SBR
65484705,Surgery And Premises,,23000,04/01/90,DUR SBR
65484706,Garage And Premises,,5100,11/01/13,SBR
65484708,School and Premises,Moorside Community Primary School,37750,04/01/96,DUR SBR
65484710,Sports Ground And Premises,,18250,04/01/90,MAR
65484715,Garage And Premises,,1150,06/01/09,SBR
65484716,Hairdressing Salon and Premises,,2250,02/13/07,SBR
65484725,Shop and Premises,,3350,06/02/14,SBR
65484727,Advertising Right and Premises,Jc Decaux Uk Ltd,1125,04/01/96,SBR
65484736,Workshop,,1625,01/04/13,DUR SBR
65484738,Health Centre and Premises,Calderdale & Hudds Nhs Foundation Trust,27500,04/01/11,SBR
65484741,Betting Shop And Premises,William Hill Organization Ltd,12000,12/21/07,SBR
65484746,Beauty Parlour and Premises,,3050,06/02/10,SBR
65484747,Communication Station and Premises,Mobile Broadband Network Ltd,12750,05/22/15,SBR
65484748,Communication Station and Premises,Airwave Solutions Ltd,12000,04/01/06,SBR
65484749,Communication Station and Premises,Tefonica O2 (Uk) Ltd,12500,04/01/06,SBR
65484750,Petrol Filling Station And Premises,Tesco Stores Ltd,97500,02/23/07,
65484753,Superstore And Premises,Wm Morrison Supermarkets Plc,1080000,11/09/09,
65484754,Shop and Premises,,4300,07/02/17,SBR
65484755,Hairdressing Salon and Premises,,6600,04/11/13,SBR
65484756,Pharmacy and Premises,Halifax Healthcare Ltd,20250,10/14/12,SSR SBR
65484757,Surgery And Premises,"Drs Mayland, Rastall & Cameron",34500,10/14/12,DUR SBR
65484759,Site Of Atm And Premises,Notemachine Uk Ltd,11250,08/16/17,SBR
65484761,Site Of Atm And Premises,Tesco Personal Finance Ltd,16500,04/01/10,SBR
65488700,Public House and Premises,Hire Class Events Limited - In Liquidation,82000,09/28/17,
65488701,Mountain Boarding Course and Premises,,2025,04/01/00,DUR SBR
65492700,School and Premises,Abbey Park Primary Academy,37000,12/01/13,MCR
65496700,School and Premises,Salterlee Academy Trust Ltd,13500,09/01/11,MCR
65500700,Store And Premises,,1000,11/17/06,EX
65504009,Shop and Premises,Martin Mc Coll Ltd,24750,07/25/11,DUR SBR
65504701,Shop and Premises,,2900,06/16/01,DOR DUR SBR
65508700,Community Centre And Premises,Calderdale Mbc Children & Young People's Services,9200,04/01/90,SBR
65508701,Health Centre and Premises,Nhs Property Services Ltd,6000,04/01/13,SBR
65512701,Shop and Premises,,3550,02/27/06,SBR
65516146,Advertising Right and Premises,Clear Channel (Uk) Ltd,250,04/01/10,SBR
65516150,Car Sales Site and Premises,,16750,11/17/16,SBR
65516160,Offices and Premises,Second Halifax Housing Ltd,1350,04/01/04,SBR
65516161,Shop and Premises,,5400,11/21/14,SBR
65516163,Showroom And Premises,4AK Properites Limited,21750,12/15/17,ER
65516166,Shop and Premises,,3000,10/27/16,ER
65516168,Shop and Premises,Hua Hin Leisure Ltd,3000,01/13/17,SBR
65516169,Shop and Premises,Itec Components Ltd,8000,12/01/99,SBR
65516170,Shop and Premises,,4800,09/12/17,ER
65516172,Shop and Premises,,3000,04/10/17,ER
65516174,Shop and Premises,Yorkshire Auto Assist Ltd,3250,06/03/16,SBR
65516176,Shop and Premises,,3150,09/22/15,SBR
65516179,Hairdressing Salon and Premises,,1950,04/01/15,EX
65516180,Shop and Premises,,4400,07/01/14,SBR
65516182,Shop and Premises,,3700,06/30/14,SBR
65516184,Shop and Premises,,3900,11/02/04,SBR
65516189,Shop and Premises,,6300,11/10/16,SBR
65516194,Restaurant and Premises,,7800,07/10/12,SBR
65516195,Shop and Premises,,10750,12/01/03,SBR
65516196,Shop and Premises,,11500,12/03/13,SBR
65516198,Shop and Premises,,5500,05/29/17,SBR
65516200,Shop and Premises,,6800,11/21/05,SBR
65516202,Shop and Premises,,6400,11/02/15,SBR
65516203,Bank And Premises,Barclays Bank Plc,13500,04/01/90,SBR
65516204,Shop and Premises,,5400,07/23/15,ER
65516206,Shop and Premises,,6900,01/31/08,SBR
65516208,Shop And Premises,A D L Solicitors Hxol Ltd,8500,03/01/17,SBR
65516211,Shop and Premises,Total Bathroom Design Ltd,11000,03/26/02,SBR
65516213,Shop and Premises,M H Castle Ltd,6600,10/01/08,SBR
65516214,Shop and Premises,,5200,11/29/05,SBR
65516215,Shop and Premises,,7600,05/02/17,SBR
65516216,Cafe and Premises,,6200,04/01/16,SBR
65516219,Shop and Premises,Bargain Booze Ltd,7300,08/23/16,SBR
65516220,Shop and Premises,,7100,06/01/11,SBR
65516221,Shop and Premises,,7800,11/21/11,SBR
65516222,Hairdressing Salon and Premises,,8100,09/12/03,SBR
65516225,Shop and Premises,F M N T Trading Ltd,9200,01/01/10,DCR MCR
65516229,Shop and Premises,Yolo Express Ltd,8900,10/17/16,SBR
65516230,Shop and Premises,,4800,09/01/13,SBR
65516231,Shop and Premises,Kitchen Elements Ltd,7800,01/06/03,SBR
65516232,Shop and Premises,,5500,07/20/15,SBR
65516233,Shop and Premises,The Mayfield Trust,9400,04/01/15,DCR MCR
65516242,Takeaway And Premises,,5300,04/01/09,SBR
65516243,Shop and Premises,,5700,02/05/14,SBR
65516244,Shop and Premises,P.Wilkinson [Bakers] Ltd,6100,04/01/92,SBR
65516245,Shop and Premises,,4300,10/17/16,SBR
65516246,Shop and Premises,,7800,04/01/16,SBR
65516255,Shop and Premises,,3550,12/17/14,SBR
65516259,Shop and Premises,,7800,02/01/17,SBR
65516700,Advertising Right and Premises,Primesight Ltd,1200,09/01/09,SBR
65516701,Surgery And Premises,,1925,05/01/08,SBR
65516702,Shop and Premises,,5500,07/03/98,SBR
65516703,Shop and Premises,One Stop Stores Ltd,29000,10/30/99,SBR
65516708,Offices and Premises,T & C Property Search Ltd,750,01/01/16,SBR
65516712,Surgery And Premises,,2475,04/01/06,EX
65516713,Shop and Premises,,2200,07/01/16,SBR
65516714,Shop and Premises,,7700,06/29/00,SBR
65516715,Public House and Premises,,11500,01/11/17,ER
65516716,Surgery And Premises,,33000,04/01/90,DUR SBR
65516718,Shop and Premises,,7700,02/11/13,SBR
65516720,Shop and Premises,Overgate Hospice,6900,07/16/10,DCR MCR
65516722,Public House and Premises,,39250,11/15/06,SBR DBR
65516723,Public House and Premises,,17250,02/28/11,SSR SBR DBR
65516727,Shop and Premises,,15250,04/22/94,SBR
65516728,Shop and Premises,Just Give It A Go Ltd,6700,04/01/16,SBR
65516729,Betting Shop And Premises,Done Brothers [Cash Betting] Ltd,12750,06/16/09,SBR
65516730,Offices and Premises,Loans 2 Go Ltd,10750,03/01/14,SBR
65516732,Shop and Premises,,7300,01/29/16,SBR
65516734,Shop and Premises,Kaiwen Uk Ltd,6500,10/01/16,SBR
65516739,Advertising Right,,740,12/13/16,EX
65516740,Advertising Right,Clear Channel (Uk) Ltd,250,04/01/00,SBR
65516743,Advertising Right,Clear Channel (Uk) Ltd,450,04/01/00,SBR
65516746,Betting Shop And Premises,Coral Racing Ltd,14500,09/08/95,SBR
65516747,Car Park and Premises,,2000,03/01/13,SBR
65516748,Offices and Premises,,7400,01/01/10,SBR
65516751,Restaurant and Premises,,19500,07/13/13,SBR
65516754,Shop and Premises,,6900,10/24/08,SBR
65516755,Site of Automatic Teller Machine and Premises,Tesco Personal Finance Ltd,5900,04/01/14,SBR
65516760,Offices and Premises,,1050,10/02/10,EX
65516768,Offices and Premises,T & C Property Search Ltd,1825,09/07/09,SBR
65516773,Shop and Premises,,8000,10/01/17,EX
65516775,Store And Premises,Thor Homecare Ltd,2550,04/01/10,SBR
65516776,Offices and Premises,The Next Step Trust,33000,06/01/10,DCR DUR MCR
65516777,Shop and Premises,,9000,09/20/16,SBR
65516778,Restaurant and Premises,Hubbards Halifax Ltd,15000,04/15/14,SBR
65516779,Offices and Premises,,6400,05/10/14,SBR
65516780,Advertising Right,Clear Channel (Uk) Ltd,250,04/01/10,SBR
65516781,Shop and Premises,All Canvas Uk Ltd,6500,02/01/17,SBR
65516782,Offices and Premises,Bcs Detailing Ltd,4700,06/01/12,SBR
65516783,Shop and Premises,,7500,01/02/16,SBR
65516788,Offices and Premises,Dpt Consulting Ltd,1575,04/01/15,SBR
65516789,Offices and Premises,Mistry Maths Limited,2325,05/16/16,SBR
65516790,Shop and Premises,,4900,12/15/14,SBR
65516791,Offices and Premises,Thor Homecare Ltd,1950,04/01/15,DUR SBR
65516792,Shop and Premises,,7700,06/30/16,SBR
65516794,Offices and Premises,Spectrum Vehicle Recovery Ltd & Uk Insurance Solutions Ltd,5500,04/01/15,DUR SBR
65520003,Shop and Premises,,12500,11/16/10,SBR
65520006,Surgery And Premises,A I K Investments Ltd,6300,06/05/15,EX
65520007,Shop and Premises,,5300,07/27/17,SBR
65520008,Surgery And Premises,,2900,04/01/17,SBR
65520020,Hand Car Wash And Premises,,7800,03/19/12,SBR
65520022,Shop and Premises,,5000,08/15/16,SBR
65520024,Shop and Premises,,4750,03/20/17,SBR
65520700,Public House and Premises,,11500,01/21/02,SBR
65520701,Offices and Premises,Calderdale Mbc Adults Health And Social Care,100000,10/26/02,EX
65520702,School and Premises,St Mary's Catholic Primary School (Halifax),34250,04/01/01,MCR
65520703,Theatre And Premises,,10500,04/01/90,DUR MCR
65520706,Offices and Premises,,35750,08/11/00,SBR
65520709,Showroom And Premises,Teach Smart Ltd,7100,02/17/17,SBR
65520710,Showroom And Premises,,10000,07/01/97,SBR
65520711,Advertising Right and Premises,Jc Decaux Uk Ltd,1175,04/01/96,SBR
65520713,Advertising Right and Premises,Clear Channel (Uk) Ltd,2375,04/01/91,SBR
65520715,Offices and Premises,A P N Business Consultants Ltd,2375,04/01/17,SBR
65520716,Showroom And Premises,Joseph & Khan Solicitors,5200,07/01/16,SBR
65520721,Offices and Premises,Homes & Communities Agency,6200,06/01/07,EX
65520723,Offices and Premises,The Pain & Injury Clinic Ltd,3400,04/01/12,SBR
65520724,Advertising Right and Premises,Primesight Ltd,200,04/01/01,SBR
65520725,Offices and Premises,,5200,05/02/16,SBR
65520726,Offices and Premises,,4500,05/02/16,SBR
65520727,Offices And Premises,Tyler Hoffman Ltd,5700,01/01/17,SBR
65520728,Offices and Premises,,7900,09/01/05,SBR
65520729,Offices and Premises,A P N Business Consultants Ltd,2175,05/01/06,SBR
65520730,Offices and Premises,,2800,01/25/17,SBR
65520734,Offices and Premises,Homes & Communities Agency,2325,04/01/12,EX
65520738,Car Parking Spaces,,4200,01/01/09,SBR
65520739,Site of Electronic Delivery Lockers,Inpost Uk Ltd,1200,03/31/15,DUR SBR
65524009,Shop and Premises,The Towel Rail Ltd,30500,08/09/99,SBR
65524016,Offices and Premises,S Hayhurst Ltd,14500,06/21/10,DUR SBR
65524017,Shop and Premises,Bank Of Scotland,9400,08/24/17,ER
65524019,Shop and Premises,Halifax Jeans Co Ltd,8600,11/01/11,SBR
65528001,Showroom And Premises,Calderdale Wellbeing,16000,12/07/17,EX
65528002,Surgery And Premises,Hird & Partners L L P,63500,05/14/15,DUR
65528003,Car Showroom And Premises,Hepworths Honda Ltd,29000,06/01/94,DUR SBR
65528700,Car Park,Calderdale Mbc,18000,04/01/90,SBR
65528701,Vehicle Repair Workshop And Premises,Kwik Fit (Uk) Ltd,39500,09/01/00,SBR
65528708,Car Park and Premises,Hutchinson Construction [Northern] Ltd,58500,04/01/14,DUR
65532700,Shop and Premises,,2200,11/11/14,SBR
65548700,Golf Course And Premises,Lightcliffe Golf Club Ltd,21250,04/01/90,DOR
65556703,Workshop And Premises,James H Heal & Co Ltd,48750,04/01/11,SBR
65560700,Warehouse And Premises,William Wood's Exors Ltd,8800,04/01/90,SBR
65560701,Car Park and Premises,Calderdale Mbc,2600,04/01/90,SBR
65560702,Garage And Premises,,13750,11/16/05,SBR
65566005,Self Catering Holiday Unit And Premises,,2850,06/17/97,SBR
65568700,Public House and Premises,,18500,05/31/13,SBR DBR
65572700,Shop and Premises,,1550,04/01/13,EX
65576013,Hairdressing Salon and Premises,,4600,08/12/03,SBR
65576700,Advertising Right and Premises,Primesight Ltd,2450,09/01/09,SBR
65576701,Beauty Salon And Premises,,2800,06/01/10,SBR
65580009,Offices and Premises,,6300,08/01/98,SBR
65584700,Sports Ground And Premises,Hipperholme Grammar School Foundation,2750,04/02/91,MCR
65588700,Bowling Club And Premises,,960,04/01/90,SBR
65592001,Shop and Premises,,9400,04/14/14,DUR SBR
65592014,Post Office And Premises,,3200,10/01/16,SBR
65592016,Shop and Premises,,4300,02/02/11,SBR
65592018,Shop and Premises,,3200,04/01/12,SBR
65592020,Shop and Premises,,5000,06/01/99,SBR
65592701,Community Centre And Premises,,5100,04/01/90,DCR MCR
65592703,Library And Premises,Calderdale Mbc Leisure Services,2500,04/01/90,SBR
65592705,Surgery And Premises,,9800,09/13/90,SBR
65592706,Shop and Premises,Ingfield Farm Shop Ltd,5000,06/17/03,SBR
65592707,Shop and Premises,Ingfield Farm Shop Ltd,11750,05/28/10,ER
65592708,Shop and Premises,T H P Southowram Ltd,11250,07/01/16,DUR SBR
65592709,Childrens Centre And Premises,Halifax Opprtunities Trust Sure Start Project,9500,03/29/11,DCR DUR MCR
65596700,Factory and Premises,William B Swift Ltd,14250,04/01/90,SBR
65600700,Factory and Premises,M R G Fabrications (Yorkshire) Ltd,11500,02/10/14,SBR
65600701,Workshop And Premises,Bead & Shotblasting Ltd,13500,05/30/90,DUR SBR
65600702,Factory and Premises,,17250,04/01/90,SBR
65600703,Warehouse And Premises,Henderson Fabrications Ltd,8800,03/23/02,SBR
65600704,Warehouse And Premises,Haven Building & Maintenance Ltd,20250,04/01/13,SBR
65600705,Public House and Premises,,15250,10/08/12,SSR SBR DBR
65600707,Workshop And Premises,Bead & Shot Blasting Ltd,6600,09/17/97,DUR SBR
65600708,Workshop And Premises,,5100,07/21/14,ER
65600709,Warehouse And Premises,Halifax Metal Spinning Ltd,13000,07/22/15,SBR
65600710,Factory and Premises,Haven Building & Maintenance Ltd,4150,09/27/04,DUR SBR
65600712,Workshop And Premises,Haven Building & Maintenance Ltd,2700,09/27/04,DUR SBR
65600713,Store And Premises,Eurofill Ltd,3800,09/17/05,SBR
65600714,Workshop And Premises,Haven Building & Maintenance Ltd,2650,01/18/06,DUR SBR
65600715,Workshop And Premises,,5400,01/01/16,SBR
65600716,Warehouse And Premises,J & R Electrical Ltd,8000,04/01/90,SBR
65600718,Workshop And Premises,,5900,01/01/05,SBR
65600720,Workshop And Premises,,8000,05/26/98,SBR
65600721,Workshop And Premises,Hi-Tech Security And Fire Systems (Halifax) Ltd,7500,04/01/00,SBR
65600722,Warehouse And Premises,Reynard Electronics Ltd,6300,03/01/11,SBR
65605701,Swimming Pool And Premises,,34500,04/01/98,DUR SBR
65608047,Shop and Premises,,2250,10/12/03,SBR
65608700,Club and Premises,Lee Mount Club,16000,04/01/90,SBR
65608702,School and Premises,Lee Mount Primary School,44500,04/01/01,DUR SBR
65608704,Bowling Club And Premises,Lee Mount Working Mens Club,4150,03/24/17,SBR
65612011,Shop and Premises,,8400,01/10/16,SBR
65612701,Shop and Premises,,2300,08/05/95,SBR
65612707,Garage And Premises,Holmeward Car Sales Ltd,6100,04/01/00,SBR
65612708,Offices and Premises,The Spire Halifax Ltd,4800,03/07/16,SBR
65612711,Showroom And Premises,Purity Bridal (Halifax) Ltd,12500,09/01/16,SBR
65612713,Showroom And Premises,Brighouse Upvc Windows Ltd,9700,09/16/10,SBR
65612715,Store,W W Leese [Hx] Ltd,800,04/01/14,EX
65612716,Warehouse And Premises,,3050,04/01/15,SBR
65612717,Warehouse And Premises,Taylor Art Stone Ltd,5700,11/10/10,SBR
65612718,Workshop And Premises,,2900,04/01/17,SBR
65612719,Store And Premises,W W Leese [Hx] Ltd,1775,01/02/13,EX
65612720,Warehouse And Premises,,3600,04/01/17,SBR
65612721,Warehouse And Premises,Managed Water Services Ltd,3600,09/06/10,SBR
65612722,Store And Premises,B & C Electrical Ltd,1650,02/15/11,SBR
65612723,Warehouse And Premises,W W Leese [Hx] Ltd,4400,04/01/10,SBR
65612724,Warehouse And Premises,W W Leese [Hx] Ltd,4200,04/01/10,ER
65612725,Vehicle Repair Workshop And Premises,Yorkshire Hot Tub House Ltd,6400,12/01/16,SBR
65612727,Store And Premises,,2150,04/01/14,SBR
65612728,Store And Premises,,1875,05/02/15,SBR
65616002,Shop and Premises,,8600,04/01/11,SBR
65616003,Shop and Premises,,6300,03/28/94,SBR
65616004,Hairdressing Salon and Premises,,9600,08/24/07,SBR
65616005,Shop and Premises,,9600,06/26/15,SBR
65616007,Hairdressing Salon and Premises,,6600,09/15/99,SBR
65616008,Shop and Premises,L Rowland [Retail] Ltd,11250,04/01/01,DUR SBR
65616009,Shop and Premises,,6400,08/24/10,SBR
65616010,Shop and Premises,W W M Kitchen Contracts Ltd,8300,06/04/10,DUR SBR
65616012,Shop and Premises,,9600,08/27/16,SBR
65616700,Offices and Premises,,4150,07/01/09,SBR
65616701,Shop and Premises,,2400,03/01/17,SBR
65616703,Offices and Premises,Celebration Of Life Ltd,3100,12/16/13,SBR
65616707,Library And Premises,Calderdale Mbc Leisure Services,9000,04/01/90,SBR
65616708,Shop and Premises,,4400,11/04/01,SBR
65616709,Public House and Premises,,14500,06/13/16,SBR DBR
65616710,Shop and Premises,,3950,08/06/12,SBR
65616715,Shop and Premises,,12000,12/09/09,SBR
65616716,Store And Premises,,1000,11/04/01,SBR
65616717,Shop and Premises,Tesco Stores Ltd,55500,07/16/13,
65616718,Site Of Atm And Premises,Tesco Personal Finance Ltd,5900,07/16/13,SBR
65620701,Garage And Premises,,2650,08/01/14,SBR
65620702,Public House and Premises,,20500,11/27/12,SSR SBR DBR
65620704,Offices and Premises,The Spire Halifax Ltd,2425,03/07/16,SBR
65620705,Offices and Premises,The Spire Halifax Ltd,9200,03/07/16,SBR
65620707,Office,The Spire Halifax Ltd,6000,03/07/16,SBR
