Organisation Name,Dept,Service Cat Label,Expenditure CIPFA Sub Group Label,Purpose Of Spend,Supplier,Supplier Reference,Pay Date,Transaction Number,Net Amount,Grant to VCSE?,Charity Number,Card Transaction,Irrecoverable VAT
Pendle Borough Council,Chief Executives Policy Unit,Supplies and Services,4706,Subscriptions & Donations,SALFORD GIS LIMITED,A0045455,11/12/2014,COR0257723,440,N,N/A,N,N/A
Pendle Borough Council,Chief Executives Policy Unit,,9E+016,OTHER LOCAL AUTHORITIES,BURNLEY BOROUGH COUNCIL,A0044855,11/12/2014,COR0257728,28.75,N,N/A,N,N/A
Pendle Borough Council,Chief Executives Policy Unit,,9E+016,OTHER LOCAL AUTHORITIES,Redacted - Personal Data,A0089941,11/12/2014,COR0257729,249.98,N,N/A,N,N/A
Pendle Borough Council,Chief Executives Policy Unit,Supplies and Services,4706,Subscriptions & Donations,SNAP SURVEYS LTD,A0050711,11/12/2014,COR0257730,599,N,N/A,N,N/A
Pendle Borough Council,Chief Executives Policy Unit,Supplies and Services,4706,Subscriptions & Donations,SNAP SURVEYS LTD,A0050711,11/12/2014,COR0257731,247.5,N,N/A,N,N/A
Pendle Borough Council,Chief Executives Policy Unit,Supplies and Services,4501,Postages,ROYAL MAIL GROUP LIMITED,A0002281,11/12/2014,COR0257732,269.05,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,4001,EFM : Photocopiers,AZZURRI COMMUNICATIONS LIMITED,A0012512,11/12/2014,DAL0257622,26.13,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,4705,Other Expenses,STAR FIREWORKS LIMITED,A0000508,11/12/2014,DAL0257624,177,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,4501,Postages,WHISTL NORTH LIMITED,A0064458,11/12/2014,DAL0257629,151.92,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,4501,Postages,WHISTL NORTH LIMITED,A0064458,11/12/2014,DAL0257629,2,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,4501,Postages,WHISTL NORTH LIMITED,A0064458,11/12/2014,DAL0257629,22.48,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,4501,Postages,WHISTL NORTH LIMITED,A0064458,11/12/2014,DAL0257629,10.74,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,4501,Postages,WHISTL NORTH LIMITED,A0064458,11/12/2014,DAL0257629,107.17,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,4501,Postages,WHISTL NORTH LIMITED,A0064458,11/12/2014,DAL0257629,9.32,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,4501,Postages,WHISTL NORTH LIMITED,A0064458,11/12/2014,DAL0257629,3.38,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,4704,Publicity & advertisement,WHISTL NORTH LIMITED,A0064458,11/12/2014,DAL0257629,2.98,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,4610,Meeting Expenses,BRIERFIELD TOWN COUNCIL,A0000469,11/12/2014,DAL0257632,225,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,4401,Consultants Fees,HM COURTS & TRIBUNALS SERVICE,A0001365,11/12/2014,DAL0257633,50,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,4705,Other Expenses,NELSON BRASS BAND,A0090129,11/12/2014,DAL0257724,270,N,N/A,N,N/A
Pendle Borough Council,Environmental Health Services,Supplies and Services,4601,Seminars etc All Costs,Redacted - Personal Data,A0045403,11/12/2014,ENV0257698,25.5,N,N/A,N,N/A
Pendle Borough Council,Environmental Health Services,Premises Related Expense,2002,Bldgs : R & M : Abnormal,DRAIN BUSTERS,A0021656,11/12/2014,ENV0257701,75,N,N/A,N,N/A
Pendle Borough Council,Environmental Health Services,Supplies and Services,4601,Seminars etc All Costs,Redacted - Personal Data,A0044688,11/12/2014,ENV0257708,15,N,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,2001,Bldgs : R & M : Day To Day,PENNINE FIRE & SAFETY LTD,A0040931,11/12/2014,EST0257634,8.7,N,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,2001,Bldgs : R & M : Day To Day,PENNINE FIRE & SAFETY LTD,A0040931,11/12/2014,EST0257637,23.8,N,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,2001,Bldgs : R & M : Day To Day,PENNINE FIRE & SAFETY LTD,A0040931,11/12/2014,EST0257637,8.7,N,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,2001,Bldgs : R & M : Day To Day,PENNINE FIRE & SAFETY LTD,A0040931,11/12/2014,EST0257637,16.6,N,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,2001,Bldgs : R & M : Day To Day,PENNINE FIRE & SAFETY LTD,A0040931,11/12/2014,EST0257637,18.6,N,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,2001,Bldgs : R & M : Day To Day,PENNINE FIRE & SAFETY LTD,A0040931,11/12/2014,EST0257637,20.9,N,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,2001,Bldgs : R & M : Day To Day,PENNINE FIRE & SAFETY LTD,A0040931,11/12/2014,EST0257637,2.9,N,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,2001,Bldgs : R & M : Day To Day,PENNINE FIRE & SAFETY LTD,A0040931,11/12/2014,EST0257637,5.8,N,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,2001,Bldgs : R & M : Day To Day,PENNINE FIRE & SAFETY LTD,A0040931,11/12/2014,EST0257637,11.6,N,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,2001,Bldgs : R & M : Day To Day,PENNINE FIRE & SAFETY LTD,A0040931,11/12/2014,EST0257637,11.6,N,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,2001,Bldgs : R & M : Day To Day,PENNINE FIRE & SAFETY LTD,A0040931,11/12/2014,EST0257637,5.8,N,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,2001,Bldgs : R & M : Day To Day,PENNINE FIRE & SAFETY LTD,A0040931,11/12/2014,EST0257637,6.4,N,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,2001,Bldgs : R & M : Day To Day,PENNINE FIRE & SAFETY LTD,A0040931,11/12/2014,EST0257637,5.8,N,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,2001,Bldgs : R & M : Day To Day,PENNINE FIRE & SAFETY LTD,A0040931,11/12/2014,EST0257637,18,N,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,2001,Bldgs : R & M : Day To Day,PENNINE FIRE & SAFETY LTD,A0040931,11/12/2014,EST0257637,5.8,N,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,2001,Bldgs : R & M : Day To Day,PENNINE FIRE & SAFETY LTD,A0040931,11/12/2014,EST0257637,32.2,N,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,2001,Bldgs : R & M : Day To Day,PENNINE FIRE & SAFETY LTD,A0040931,11/12/2014,EST0257637,27.3,N,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,2001,Bldgs : R & M : Day To Day,PENNINE FIRE & SAFETY LTD,A0040931,11/12/2014,EST0257637,20.9,N,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,2001,Bldgs : R & M : Day To Day,PENNINE FIRE & SAFETY LTD,A0040931,11/12/2014,EST0257637,18,N,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,2001,Bldgs : R & M : Day To Day,PENNINE FIRE & SAFETY LTD,A0040931,11/12/2014,EST0257637,12.2,N,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,2001,Bldgs : R & M : Day To Day,PENNINE FIRE & SAFETY LTD,A0040931,11/12/2014,EST0257637,6.4,N,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,2001,Bldgs : R & M : Day To Day,PENNINE FIRE & SAFETY LTD,A0040931,11/12/2014,EST0257637,2.9,N,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,2001,Bldgs : R & M : Day To Day,PENNINE FIRE & SAFETY LTD,A0040931,11/12/2014,EST0257637,14.5,N,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,2001,Bldgs : R & M : Day To Day,PENNINE FIRE & SAFETY LTD,A0040931,11/12/2014,EST0257637,8.7,N,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,2001,Bldgs : R & M : Day To Day,PENNINE FIRE & SAFETY LTD,A0040931,11/12/2014,EST0257637,17.4,N,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,2001,Bldgs : R & M : Day To Day,PENNINE FIRE & SAFETY LTD,A0040931,11/12/2014,EST0257637,134.5,N,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,2001,Bldgs : R & M : Day To Day,PENNINE FIRE & SAFETY LTD,A0040931,11/12/2014,EST0257637,37.7,N,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,2001,Bldgs : R & M : Day To Day,PENNINE FIRE & SAFETY LTD,A0040931,11/12/2014,EST0257637,29.6,N,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,2001,Bldgs : R & M : Day To Day,PENNINE FIRE & SAFETY LTD,A0040931,11/12/2014,EST0257637,12.2,N,N/A,N,N/A
Pendle Borough Council,Property Services,Supplies and Services,4705,Other Expenses,MAXIGIENE ENVIRONMENTAL SERVICES LTD,A0060911,11/12/2014,EST0257639,60,N,N/A,N,N/A
Pendle Borough Council,Property Services,Supplies and Services,4705,Other Expenses,MAXIGIENE ENVIRONMENTAL SERVICES LTD,A0060911,11/12/2014,EST0257640,2452.5,N,N/A,N,N/A
Pendle Borough Council,Property Services,Capital Costs,CD20,Public Realm,SPEAKMAN CONTRACTORS LTD,A0066581,11/12/2014,EST0257641,26716.06,N,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,2203,Electricity,E.ON UK PLC,A0044040,11/12/2014,EST0257642,195.99,N,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,2203,Electricity,SWALEC,A0068663,11/12/2014,EST0257643,138.38,N,N/A,N,N/A
Pendle Borough Council,Property Services,Supplies and Services,4705,Other Expenses,FIRST SIGNS LIMITED,A0001121,11/12/2014,EST0257645,44,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Capital Costs,CD14,Capital : Payments,ROUGHLEE PARISH COUNCIL,A0082370,11/12/2014,HED0257661,1500,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Capital Costs,CD14,Capital : Payments,OLD LAUND BOOTH PARISH COUNCIL,A0002067,11/12/2014,HED0257670,3460.41,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Supplies and Services,4001,EFM : Photocopiers,AZZURRI COMMUNICATIONS LIMITED,A0012512,11/12/2014,HED0257676,148.46,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Supplies and Services,4001,EFM : Photocopiers,AZZURRI COMMUNICATIONS LIMITED,A0012512,11/12/2014,HED0257680,3.88,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,2101,Grounds : R & M : Day to Day : Routine,SABDEN PARISH COUNCIL,A0057599,11/12/2014,HED0257685,1017.5,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,2101,Grounds : R & M : Day to Day : Routine,R & K LATHAM & SON,A0001718,11/12/2014,HED0257693,2000,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,2101,Grounds : R & M : Day to Day : Routine,AMBEROL LTD,A0024983,11/12/2014,HED0257695,145,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,2101,Grounds : R & M : Day to Day : Routine,ARROWLINE,A0077222,11/12/2014,HED0257696,112,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,2101,Grounds : R & M : Day to Day : Routine,ARROWLINE,A0077222,11/12/2014,HED0257696,168,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,2101,Grounds : R & M : Day to Day : Routine,LANCASHIRE COUNTY COUNCIL,A0001690,11/12/2014,HED0257697,160,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,2101,Grounds : R & M : Day to Day : Routine,E.ON,A0023073,11/12/2014,HED0257700,51.78,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,2101,Grounds : R & M : Day to Day : Routine,E.ON,A0023073,11/12/2014,HED0257702,89.35,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,2101,Grounds : R & M : Day to Day : Routine,LANLEE SUPPLIES LIMITED,A0001672,11/12/2014,HED0257703,4.96,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,2101,Grounds : R & M : Day to Day : Routine,LANLEE SUPPLIES LIMITED,A0001672,11/12/2014,HED0257703,7.99,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,2101,Grounds : R & M : Day to Day : Routine,LANLEE SUPPLIES LIMITED,A0001672,11/12/2014,HED0257703,18.1,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,2101,Grounds : R & M : Day to Day : Routine,LANLEE SUPPLIES LIMITED,A0001672,11/12/2014,HED0257703,46.41,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,2101,Grounds : R & M : Day to Day : Routine,KEVIN WILKINSON LANDSCAPES LTD,A0085660,11/12/2014,HED0257704,329,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Supplies and Services,4003,EFM : Other Equipment,AZZURRI COMMUNICATIONS LIMITED,A0012512,11/12/2014,HED0257705,5.27,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Supplies and Services,4004,EFM Materials,LITE,A0040032,11/12/2014,HED0257707,7317.5,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Supplies and Services,4004,EFM Materials,LITE,A0040032,11/12/2014,HED0257707,4050,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Supplies and Services,4004,EFM Materials,LITE,A0040032,11/12/2014,HED0257707,6892.5,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Supplies and Services,4004,EFM Materials,LITE,A0040032,11/12/2014,HED0257707,11925,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Supplies and Services,4004,EFM Materials,LITE,A0040032,11/12/2014,HED0257707,10855,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Supplies and Services,4501,Postages,ROYAL MAIL GROUP LIMITED,A0002281,11/12/2014,HED0257725,102.42,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,2101,Grounds : R & M : Day to Day : Routine,MCVEIGH PARKER AND COMPANY LIMITED,A0090114,11/12/2014,HED0257726,168,N,N/A,N,N/A
Pendle Borough Council,Housing Regeneration Services,Capital Costs,CD14,Capital : Payments,ELITE PLUMBING,A0084584,11/12/2014,HMR0257583,40,N,N/A,N,N/A
Pendle Borough Council,Housing Regeneration Services,Supplies and Services,4001,EFM : Photocopiers,CANON (UK) LIMITED,A0040400,11/12/2014,HMR0257585,222.45,N,N/A,N,N/A
Pendle Borough Council,Housing Regeneration Services,Capital Costs,CH22,Ren Grant : 1996 Act,ALISON GRANT ARCHITECTS LIMITED,A0079080,11/12/2014,HMR0257586,300,N,N/A,N,50
Pendle Borough Council,Housing Regeneration Services,Transfer Payments,6103,Accommodation ,OLD HALL FARM (UK) LTD,A0041314,11/12/2014,HMR0257587,300,N,N/A,N,N/A
Pendle Borough Council,Housing Regeneration Services,Transfer Payments,6103,Accommodation ,OLD HALL FARM (UK) LTD,A0041314,11/12/2014,HMR0257588,900,N,N/A,N,N/A
Pendle Borough Council,Housing Regeneration Services,Capital Costs,CH22,Ren Grant : 1996 Act,M L PLUMBING & BUILDING,A0078739,11/12/2014,HMR0257589,5065,N,N/A,N,844.17
Pendle Borough Council,Housing Regeneration Services,Supplies and Services,4419,LCC Levy (Admins Costs),JACOBS,A0016294,11/12/2014,HMR0257710,-40,N,N/A,N,N/A
Pendle Borough Council,Housing Regeneration Services,Supplies and Services,4419,LCC Levy (Admins Costs),JACOBS,A0016294,11/12/2014,HMR0257710,40,N,N/A,N,N/A
Pendle Borough Council,Housing Regeneration Services,Supplies and Services,4419,LCC Levy (Admins Costs),CHIPSIDE LTD,A0068587,11/12/2014,HMR0257711,41.65,N,N/A,N,N/A
Pendle Borough Council,Housing Regeneration Services,Premises Related Expense,2101,Grounds : R & M : Day to Day : Routine,F NUTTER & SONS,A0002037,11/12/2014,HMR0257712,32.38,N,N/A,N,N/A
Pendle Borough Council,Housing Regeneration Services,Premises Related Expense,2101,Grounds : R & M : Day to Day : Routine,F NUTTER & SONS,A0002037,11/12/2014,HMR0257712,65,N,N/A,N,N/A
Pendle Borough Council,Housing Regeneration Services,Premises Related Expense,2101,Grounds : R & M : Day to Day : Routine,ATG ACCESS LIMITED,A0053739,11/12/2014,HMR0257713,99.54,N,N/A,N,N/A
Pendle Borough Council,Housing Regeneration Services,Capital Costs,CD14,Capital : Payments,O`CALLAGHAN LIMITED,A0090052,11/12/2014,HMR0257714,6918.53,N,N/A,N,N/A
Pendle Borough Council,Housing Regeneration Services,Capital Costs,CD14,Capital : Payments,O`CALLAGHAN LIMITED,A0090052,11/12/2014,HMR0257714,7364.1,N,N/A,N,N/A
Pendle Borough Council,Operational Services,,PJ01,Stock : Purchases,JOHNSONS PPE,A0072820,11/12/2014,OPS0257592,12.9,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,3105,Tprt : Repairs : General,FREIGHT TRANSPORT ASSOCIATION,A0001124,11/12/2014,OPS0257599,67.5,N,N/A,N,N/A
Pendle Borough Council,Operational Services,,PJ01,Stock : Purchases,ENGINEERING & FOUNDRY SUPPLIES,A0001002,11/12/2014,OPS0257600,96.06,N,N/A,N,N/A
Pendle Borough Council,Operational Services,,PJ01,Stock : Purchases,ENGINEERING & FOUNDRY SUPPLIES,A0001002,11/12/2014,OPS0257600,370,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,3401,Tprt : Pooled Transport,WEST WALLASEY CAR HIRE LIMITED,A0087005,11/12/2014,OPS0257602,186,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Supplies and Services,4705,Other Expenses,AUDIOWORKS NORTH WEST LIMITED,A0050233,11/12/2014,OPS0257603,69,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Supplies and Services,4705,Other Expenses,AUDIOWORKS NORTH WEST LIMITED,A0050233,11/12/2014,OPS0257603,389,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,3601,Tprt : Annual Hire Charge,STANLEY BROTHERS (TIPPERS) LTD,A0002422,11/12/2014,OPS0257604,2000,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Supplies and Services,4004,EFM Materials,CONTAINER CARE SOLUTIONS,A0061112,11/12/2014,OPS0257605,210,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Capital Costs,CD14,Capital : Payments,CONTAINER CARE SOLUTIONS,A0061112,11/12/2014,OPS0257605,210,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Supplies and Services,4004,EFM Materials,CONTAINER CARE SOLUTIONS,A0061112,11/12/2014,OPS0257606,1650,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,3105,Tprt : Repairs : General,GO PLANT LIMITED,A0045105,11/12/2014,OPS0257607,1198.45,N,N/A,N,N/A
Pendle Borough Council,Operational Services,,PJ01,Stock : Purchases,WALTON SUMMIT TRUCK  CENTRE LTD,A0020983,11/12/2014,OPS0257609,22.5,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Supplies and Services,4007,Sub-Contractors,ORCHARD RECYCLING SERVICE,A0015803,11/12/2014,OPS0257610,1222.2,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Supplies and Services,4705,Other Expenses,LIMPET LABELS UK LIMITED,A0067671,11/12/2014,OPS0257613,411.6,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Supplies and Services,4201,Protective Clothing,OPTION HYGIENE LIMITED,A0002063,11/12/2014,OPS0257615,16.04,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Supplies and Services,4405,Veterinary Fees,STANLEY HOUSE VETERINARY GROUP,A0002423,11/12/2014,OPS0257646,20.83,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Supplies and Services,4405,Veterinary Fees,STANLEY HOUSE VETERINARY GROUP,A0002423,11/12/2014,OPS0257647,7.37,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Agency Staff,1004,Emp : Agency Wages,DRIVER HIRE,A0003556,11/12/2014,OPS0257648,182.25,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Agency Staff,1004,Emp : Agency Wages,DRIVER HIRE,A0003556,11/12/2014,OPS0257648,273.38,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,3601,Tprt : Annual Hire Charge,BLACK HORSE CONTRACT HIRE - FLEET 564391,A0081350,11/12/2014,OPS0257649,377,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Supplies and Services,4007,Sub-Contractors,S M SHEPHERD BUILDING CONTRACTORS,A0044037,11/12/2014,OPS0257650,80,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Supplies and Services,4007,Sub-Contractors,S M SHEPHERD BUILDING CONTRACTORS,A0044037,11/12/2014,OPS0257650,100,N,N/A,N,N/A
Pendle Borough Council,Operational Services,,PD03,Paid in the Year,S M SHEPHERD BUILDING CONTRACTORS,A0044037,11/12/2014,OPS0257651,160,N,N/A,N,N/A
Pendle Borough Council,Operational Services,,PD03,Paid in the Year,S M SHEPHERD BUILDING CONTRACTORS,A0044037,11/12/2014,OPS0257651,200,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Supplies and Services,4007,Sub-Contractors,JEWSON LIMITED,A0001323,11/12/2014,OPS0257652,52.6,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Agency Staff,1004,Emp : Agency Wages,PENDLE PERSONNEL LTD,A0002198,11/12/2014,OPS0257653,73.2,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Agency Staff,1004,Emp : Agency Wages,PENDLE PERSONNEL LTD,A0002198,11/12/2014,OPS0257654,434.4,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Agency Staff,1004,Emp : Agency Wages,PENDLE PERSONNEL LTD,A0002198,11/12/2014,OPS0257654,233.7,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Agency Staff,1004,Emp : Agency Wages,RAPID RECRUIT LIMITED,A0090080,11/12/2014,OPS0257655,1610.16,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Agency Staff,1004,Emp : Agency Wages,RAPID RECRUIT LIMITED,A0090080,11/12/2014,OPS0257655,1580.35,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Agency Staff,1004,Emp : Agency Wages,RAPID RECRUIT LIMITED,A0090080,11/12/2014,OPS0257655,817.94,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Supplies and Services,4007,Sub-Contractors,OCS GROUP UK LIMITED,A0072816,11/12/2014,OPS0257656,320.89,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Supplies and Services,4007,Sub-Contractors,OCS GROUP UK LIMITED,A0072816,11/12/2014,OPS0257657,5.63,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Premises Related Expense,2501,Water & Sewerage,SUPPLY UK HIRE SHOPS LTD,A0081327,11/12/2014,OPS0257658,1.29,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Supplies and Services,4301,Printing & Stationery,CANON (UK) LIMITED,A0040400,11/12/2014,OPS0257659,497.52,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Agency Staff,1004,Emp : Agency Wages,RAYNET RECRUITMENT AGENCY,A0090049,11/12/2014,OPS0257660,462.76,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Agency Staff,1004,Emp : Agency Wages,PENDLE PERSONNEL LTD,A0002198,11/12/2014,OPS0257673,589.7,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Agency Staff,1004,Emp : Agency Wages,PENDLE PERSONNEL LTD,A0002198,11/12/2014,OPS0257673,246.3,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,3601,Tprt : Annual Hire Charge,GO PLANT LIMITED,A0045105,11/12/2014,OPS0257674,65405.8,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Supplies and Services,4007,Sub-Contractors,JEWSON LIMITED,A0001323,11/12/2014,OPS4004433,-52.6,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Agency Staff,1004,Emp : Agency Wages,PENDLE PERSONNEL LTD,A0002198,11/12/2014,OPS4004434,-73.2,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Agency Staff,1004,Emp : Agency Wages,RAPID RECRUIT LIMITED,A0090080,11/12/2014,OPS4004435,-2.89,N,N/A,N,N/A
Pendle Borough Council,Planning & Building Control,Capital Costs,CD14,Capital : Payments,HERITAGE TRUST FOR THE NORTH WEST,A0002183,11/12/2014,PBC0257719,38404.76,Y,508300,N,N/A
Pendle Borough Council,Parks & Recreation Services,Transport Related Expense,3105,Tprt : Repairs : General,GIBSONS GARDEN MACHINERY LTD,A0001201,11/12/2014,PCO0257239,37.96,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,2101,Grounds : R & M : Day to Day : Routine,RAINBOW SAFETY SURFACING LIMITED,A0090100,11/12/2014,PCO0257500,3650,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,2101,Grounds : R & M : Day to Day : Routine,BROWNS ENGINEERING SERVICES,A0012980,11/12/2014,PCO0257502,148,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,2101,Grounds : R & M : Day to Day : Routine,BROWNS ENGINEERING SERVICES,A0012980,11/12/2014,PCO0257502,300,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Transport Related Expense,3105,Tprt : Repairs : General,GO PLANT LIMITED,A0045105,11/12/2014,PCO0257504,146.53,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,2001,Bldgs : R & M : Day To Day,TAYLORMADE CASTINGS LTD,A0059071,11/12/2014,PCO0257505,780,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,2001,Bldgs : R & M : Day To Day,TAYLORMADE CASTINGS LTD,A0059071,11/12/2014,PCO0257506,695,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Transport Related Expense,3105,Tprt : Repairs : General,JEWSON LIMITED,A0001323,11/12/2014,PCO0257507,145.32,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,2101,Grounds : R & M : Day to Day : Routine,SUTCLIFFE PLAY LTD,A0045788,11/12/2014,PCO0257508,938.09,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,2102,Grounds : Vandalism Repairs,SUTCLIFFE PLAY LTD,A0045788,11/12/2014,PCO0257509,262.57,N,N/A,N,N/A
