Organisation Name (A),Department (B),Service Cat Label ©,Purpose of Spend (D),Expenditure CIPFA Sub Group €,Supplier (F),Supplier Reference (G),Pay Date (H),Transaction Number (I),Net Amount (J),Grant to VCSE? (K),Charity Number (L),Card Transaction (M),Irrecoverable VAT (N)
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,Bldgs : R & M : Day To Day,2001,T & F STEEL DESIGNS LTD,A0002627, 06/10/2016,HED0274630,60.00,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,Grounds : R & M : Day to Day : Daywork,2104,T & F STEEL DESIGNS LTD,A0002627, 13/10/2016,HED0274755,44.00,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,Grounds : R & M : Day to Day : Daywork,2104,T & F STEEL DESIGNS LTD,A0002627, 13/10/2016,HED0274755,190.00,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Supplies and Services,Seminars etc All Costs,4601,LEXIS NEXIS,A0002634, 06/10/2016,HED0274702,395.45,N,N/A,N,N/A
Pendle Borough Council,Operational Services,,Stock : Purchases,PJ01,THE HELPING HAND CO LTD,A0002655, 20/10/2016,OPS0274891,85.20,N,N/A,N,N/A
Pendle Borough Council,Environmental Health Services,Supplies and Services,Other Expenses,4705,JOHNSONS TEXICARE LTD,A0002665, 06/10/2016,ENV0274685,78.80,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Supplies and Services,Expenditure : Materials,2,TRAVIS PERKINS TRADING CO LTD,A0002709, 27/10/2016,PCO0275151,4.34,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Supplies and Services,Expenditure : Materials,2,TRAVIS PERKINS TRADING CO LTD,A0002709, 27/10/2016,PCO0275147,13.02,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Supplies and Services,Expenditure : Materials,2,TRAVIS PERKINS TRADING CO LTD,A0002709, 20/10/2016,PCO0274981,83.04,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,Grounds : R & M : Day to Day : Routine,2101,TRAVIS PERKINS TRADING CO LTD,A0002709, 06/10/2016,PCO0274615,19.04,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,Grounds : R & M : Day to Day : Routine,2101,TRAVIS PERKINS TRADING CO LTD,A0002709, 27/10/2016,PCO0275145,34.20,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,Grounds : R & M : Day to Day : Routine,2101,TRAVIS PERKINS TRADING CO LTD,A0002709, 06/10/2016,PCO0274615,129.60,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,Grounds : R & M : Day to Day : Routine,2101,TRAVIS PERKINS TRADING CO LTD,A0002709, 27/10/2016,PCO0275145,259.20,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Supplies and Services,Other Expenses,4705,TRAVIS PERKINS TRADING CO LTD,A0002709, 06/10/2016,OPS0274602,36.00,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Seminars etc All Costs,4601,REDACTED - PERSONAL DATA,A0002785, 27/10/2016,DAL0275205,7.50,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Seminars etc All Costs,4601,REDACTED - PERSONAL DATA,A0002785, 27/10/2016,DAL0275205,27.40,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Seminars etc All Costs,4601,REDACTED - PERSONAL DATA,A0002785, 06/10/2016,DAL0274682,80.10,N,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,Water & Sewerage,2501,YORKSHIRE WATER,A0002808, 06/10/2016,EST0274701,1410.22,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Agency Staff,Emp : Agency Wages,1004,DHRB LIMITED T/A DRIVER HIRE (45680),A0003556, 13/10/2016,PCO0274759,114.80,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Agency Staff,Emp : Agency Wages,1004,DHRB LIMITED T/A DRIVER HIRE (45680),A0003556, 20/10/2016,OPS0274972,530.80,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Agency Staff,Emp : Agency Wages,1004,DHRB LIMITED T/A DRIVER HIRE (45680),A0003556, 13/10/2016,PCO0274757,1229.92,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Agency Staff,Emp : Agency Wages,1004,DHRB LIMITED T/A DRIVER HIRE (45680),A0003556, 20/10/2016,OPS0274972,301.20,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Agency Staff,Emp : Agency Wages,1004,DHRB LIMITED T/A DRIVER HIRE (45680),A0003556, 13/10/2016,PCO0274757,301.20,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Agency Staff,Emp : Agency Wages,1004,DHRB LIMITED T/A DRIVER HIRE (45680),A0003556, 13/10/2016,PCO0274759,949.72,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Supplies and Services,Protective Clothing,4201,REDACTED - PERSONAL DATA,A0003786, 20/10/2016,HED0274932,50.99,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,Grounds : R & M : Day to Day : Routine,2101,WICKSTEED LEISURE LTD,A0004748, 27/10/2016,AAS4005093,-298.00,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,Grounds : R & M : Day to Day : Routine,2101,WICKSTEED LEISURE LTD,A0004748, 27/10/2016,AAS4005093,-25.33,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,Grounds : R & M : Day to Day : Routine,2101,WICKSTEED LEISURE LTD,A0004748, 27/10/2016,PCO0273661,10.88,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,Grounds : R & M : Day to Day : Routine,2101,WICKSTEED LEISURE LTD,A0004748, 27/10/2016,PCO0275150,118.01,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,Grounds : R & M : Day to Day : Routine,2101,WICKSTEED LEISURE LTD,A0004748, 27/10/2016,PCO0273661,128.00,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,Grounds : R & M : Day to Day : Routine,2101,WICKSTEED LEISURE LTD,A0004748, 27/10/2016,PCO0275150,1388.40,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Transport Related Expense,Diesel Oil,3202,CERTAS ENERGY UK T/A TOWNSON BROS,A0005683, 06/10/2016,PCO0274664,1800.50,N,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,Bldgs : R & M : Day To Day,2001,FAST GLASS GLAZING LIMITED,A0005903, 20/10/2016,EST0275050,36.67,N,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,Bldgs : R & M : Day To Day,2001,FAST GLASS GLAZING LIMITED,A0005903, 20/10/2016,EST0275048,40.07,N,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,Bldgs : R & M : Day To Day,2001,FAST GLASS GLAZING LIMITED,A0005903, 20/10/2016,EST0275050,43.65,N,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,Bldgs : R & M : Day To Day,2001,FAST GLASS GLAZING LIMITED,A0005903, 20/10/2016,EST0275048,47.70,N,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,Bldgs : R & M : Day To Day,2001,FAST GLASS GLAZING LIMITED,A0005903, 20/10/2016,EST0275051,45.00,N,N/A,N,N/A
Pendle Borough Council,Property Services,Indirect Employee Expenses,Staff Refreshments,1261,VENDA VALET (MACHINES) LTD,A0009649, 06/10/2016,EST0274711,216.67,N,N/A,N,N/A
Pendle Borough Council,Chief Executives Policy Unit,Supplies and Services,Other Expenses,4705,POLICE & CRIME COMMISSIONER FOR LANCASHIRE,A0009816, 20/10/2016,COR0275085,86.67,N,N/A,N,N/A
Pendle Borough Council,Chief Executives Policy Unit,Supplies and Services,Other Expenses,4705,POLICE & CRIME COMMISSIONER FOR LANCASHIRE,A0009816, 20/10/2016,COR0275068,16500.00,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,Bldgs : R & M : Day To Day,2001,CPC PROP & GARDENING SERV LTD,A0011770, 13/10/2016,HED0274819,120.00,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,Bldgs : R & M : Day To Day,2001,CPC PROP & GARDENING SERV LTD,A0011770, 13/10/2016,HED0274796,660.00,N,N/A,N,N/A
Pendle Borough Council,Housing Regeneration Services,Capital Costs,Capital : Payments,CD14,CPC PROP & GARDENING SERV LTD,A0011770, 06/10/2016,HMR0274724,90.00,N,N/A,N,N/A
Pendle Borough Council,Housing Regeneration Services,Capital Costs,Capital : Payments,CD14,CPC PROP & GARDENING SERV LTD,A0011770, 20/10/2016,HMR0275082,400.00,N,N/A,N,N/A
Pendle Borough Council,Housing Regeneration Services,Capital Costs,Capital : Payments,CD14,CPC PROP & GARDENING SERV LTD,A0011770, 13/10/2016,HMR0274853,980.00,N,N/A,N,N/A
Pendle Borough Council,Housing Regeneration Services,Supplies and Services,Other Expenses,4705,REDACTED - PERSONAL DATA,A0012528, 13/10/2016,HMR0274791,400.00,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,Service Charge,2702,PENDLE LEISURE LTD,A0012961, 27/10/2016,AAS0275209,178.01,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,Service Charge,2702,PENDLE LEISURE LTD,A0012961, 27/10/2016,AAS0275209,844.26,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,Service Charge,2702,PENDLE LEISURE LTD,A0012961, 27/10/2016,AAS0275209,2262.51,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Meeting Expenses,4610,PENDLE LEISURE LTD,A0012961, 27/10/2016,DAL0275212,204.17,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Mayoral Expenses,4614,PENDLE LEISURE LTD,A0012961, 27/10/2016,DAL0275246,20.00,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Mayoral Expenses,4614,PENDLE LEISURE LTD,A0012961, 27/10/2016,DAL0275246,303.33,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Supplies and Services,Other Expenses,4705,PENDLE LEISURE LTD,A0012961, 03/10/2016,AAS0274797,788100.00,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Supplies and Services,Sub-Contractors,4007,ORCHARD RECYCLING SERVICE,A0015803, 06/10/2016,OPS0274655,1404.90,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Supplies and Services,Sub-Contractors,4007,ORCHARD RECYCLING SERVICE,A0015803, 27/10/2016,OPS0275183,1524.60,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Supplies and Services,Sub-Contractors,4007,ORCHARD RECYCLING SERVICE,A0015803, 13/10/2016,OPS0274801,1556.10,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Supplies and Services,Sub-Contractors,4007,ORCHARD RECYCLING SERVICE,A0015803, 20/10/2016,OPS0275044,1625.40,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Supplies and Services,Miscellaneous : Other,4707,ORCHARD RECYCLING SERVICE,A0015803, 13/10/2016,OPS0274802,21.00,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Supplies and Services,Miscellaneous : Other,4707,ORCHARD RECYCLING SERVICE,A0015803, 20/10/2016,OPS0275043,76.00,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Supplies and Services,Miscellaneous : Other,4707,ORCHARD RECYCLING SERVICE,A0015803, 06/10/2016,OPS0274656,198.00,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Agency Costs,Fast Action Response,5009,ORCHARD RECYCLING SERVICE,A0015803, 20/10/2016,OPS0275043,76.00,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Agency Costs,Fast Action Response,5009,ORCHARD RECYCLING SERVICE,A0015803, 13/10/2016,OPS0274802,82.00,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Agency Costs,Fast Action Response,5009,ORCHARD RECYCLING SERVICE,A0015803, 06/10/2016,OPS0274656,198.00,N,N/A,N,N/A
Pendle Borough Council,Housing Regeneration Services,Supplies and Services,LCC Levy (Admins Costs),4419,JACOBS,A0016294, 27/10/2016,HMR0275107,-58.36,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Supplies and Services,LCC Levy (Admins Costs),4419,JACOBS,A0016294, 20/10/2016,HED0275049,-51.89,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Supplies and Services,LCC Levy (Admins Costs),4419,JACOBS,A0016294, 20/10/2016,HED0275049,51.89,N,N/A,N,N/A
Pendle Borough Council,Housing Regeneration Services,Supplies and Services,LCC Levy (Admins Costs),4419,JACOBS,A0016294, 27/10/2016,HMR0275107,58.36,N,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,Bldgs : R & M : Day To Day,2001,A & M TODD & SON LIMITED,A0018148, 27/10/2016,EST0275200,175.00,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,Tprt : Repairs : General,3105,A & M TODD & SON LIMITED,A0018148, 27/10/2016,OPS0275103,75.00,N,N/A,N,N/A
Pendle Borough Council,Human Resources,,Payroll deductions,9399,HEALTHSHIELD,A0018488, 13/10/2016,PER0274844,-5.41,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Transport Related Expense,Tprt : Repairs : General,3105,WALTON SUMMIT TRUCK  CENTRE LTD,A0020983, 06/10/2016,PCO0274618,7.38,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Transport Related Expense,Tprt : Repairs : General,3105,WALTON SUMMIT TRUCK  CENTRE LTD,A0020983, 27/10/2016,PCO0275255,278.78,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Transport Related Expense,Tprt : Repairs : General,3105,WALTON SUMMIT TRUCK  CENTRE LTD,A0020983, 06/10/2016,PCO0274618,34.38,N,N/A,N,N/A
Pendle Borough Council,Human Resources,Supplies and Services,Seminars etc All Costs,4601,KEEP BRITAIN TIDY,A0021088, 13/10/2016,PER0274854,616.60,N,N/A,N,N/A
Pendle Borough Council,Environmental Health Services,Premises Related Expense,Bldgs : R & M : Abnormal,2002,DRAIN BUSTERS,A0021656, 20/10/2016,ENV0275071,75.00,N,N/A,N,N/A
Pendle Borough Council,Environmental Health Services,Supplies and Services,Consultants Fees,4401,DRAIN BUSTERS,A0021656, 06/10/2016,ENV0274688,75.00,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Supplies and Services,Other Expenses,4705,ASPEN VALLEY KENNELS & CATTERY,A0022106, 20/10/2016,OPS0274885,644.50,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,Grounds : R & M : Day to Day : Routine,2101,ECOGEN,A0022890, 06/10/2016,HED0274609,10.00,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,Grounds : R & M : Day to Day : Routine,2101,ECOGEN,A0022890, 06/10/2016,HED0274609,10.00,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,Grounds : R & M : Day to Day : Routine,2101,ECOGEN,A0022890, 06/10/2016,HED0274609,10.00,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,Grounds : R & M : Day to Day : Routine,2101,ECOGEN,A0022890, 06/10/2016,HED0274609,30.00,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,Grounds : R & M : Day to Day : Routine,2101,ECOGEN,A0022890, 06/10/2016,HED0274609,30.00,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,Grounds : R & M : Day to Day : Routine,2101,ECOGEN,A0022890, 06/10/2016,HED0274609,30.00,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,Grounds : R & M : Day to Day : Routine,2101,ECOGEN,A0022890, 06/10/2016,HED0274609,40.00,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,Grounds : R & M : Day to Day : Routine,2101,ECOGEN,A0022890, 06/10/2016,HED0274607,80.00,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,Grounds : R & M : Day to Day : Routine,2101,ECOGEN,A0022890, 06/10/2016,HED0274607,80.00,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,Grounds : R & M : Day to Day : Routine,2101,ECOGEN,A0022890, 06/10/2016,HED0274610,80.00,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,Grounds : R & M : Day to Day : Routine,2101,ECOGEN,A0022890, 06/10/2016,HED0274608,2360.00,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,Grounds : R & M : Day to Day : Routine,2101,E.ON,A0023073, 06/10/2016,HED0274731,42.19,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,Grounds : R & M : Day to Day : Routine,2101,E.ON,A0023073, 06/10/2016,HED0274729,188.19,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,Electricity,2203,E.ON,A0023073, 06/10/2016,AAS0274725,1.93,N,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,Electricity,2203,E.ON,A0023073, 27/10/2016,EST0275201,0.19,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Supplies and Services,Consultants Fees,4401,DAVID GOODGER & ASSOCIATES LT,A0024824, 06/10/2016,HED0274595,3091.18,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Tprt : Annual Hire Charge,3601,ALD AUTOMOTIVES,A0025555, 24/10/2016,AAS0275325,244.87,N,N/A,N,N/A
Pendle Borough Council,Environmental Health Services,Supplies and Services,Other Expenses,4705,GRADKO INTERNATIONAL LTD,A0025806, 27/10/2016,ENV0275181,216.75,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,Service Charge,2702,BARNFIELD INVESTMENT PROPERTIES LTD,A0026595, 06/10/2016,AAS0274732,709.75,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Indirect Employee Expenses,Emp : Practising Certificates,1201,THE ASSOCIATION OF ELECTORAL ADMINISTRATORS,A0040939, 13/10/2016,DAL0274874,95.00,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Printing & Stationery,4301,ELECTORAL REFORM SERVICES,A0041321, 13/10/2016,DAL0274870,350.43,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,4501,ELECTORAL REFORM SERVICES,A0041321, 13/10/2016,DAL0274870,908.48,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,4501,ELECTORAL REFORM SERVICES,A0041321, 27/10/2016,DAL0275211,3136.13,N,N/A,N,N/A
Pendle Borough Council,Planning & Building Control,,Fees Income : Non-VATable,9302,CASSIDY & ASHTON,A0042014, 06/10/2016,PBC0274741,385.00,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Supplies and Services,Other Expenses,4705,HEALTH & SAFETY EXECUTIVE,A0042138, 13/10/2016,PCO0274764,1096.50,N,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,Bldgs : R & M : Day To Day,2001,PROTEC FIRE DETECTION PLC,A0042311, 06/10/2016,EST0274692,292.62,N,N/A,N,N/A
Pendle Borough Council,Planning & Building Control,Supplies and Services,Printing & Stationery,4301,JENKINSONS OFFICE SUPPLIES,A0042491, 20/10/2016,PBC0275002,6.25,N,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,Bldgs : R & M : Day To Day,2001,MAGRINI LIMITED,A0043529, 06/10/2016,EST0274716,224.95,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Supplies and Services,Sub-Contractors,4007,S M SHEPHERD BUILDING CONTRACTORS,A0044037, 06/10/2016,OPS0274652,70.00,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Supplies and Services,Sub-Contractors,4007,S M SHEPHERD BUILDING CONTRACTORS,A0044037, 06/10/2016,OPS0274652,70.00,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Supplies and Services,Sub-Contractors,4007,S M SHEPHERD BUILDING CONTRACTORS,A0044037, 20/10/2016,OPS0274880,130.00,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Supplies and Services,Sub-Contractors,4007,S M SHEPHERD BUILDING CONTRACTORS,A0044037, 20/10/2016,OPS0274880,130.00,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,,Paid in the Year,pd03,S M SHEPHERD BUILDING CONTRACTORS,A0044037, 13/10/2016,PCO0274763,160.00,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,,Paid in the Year,PD03,S M SHEPHERD BUILDING CONTRACTORS,A0044037, 13/10/2016,PCO0274763,200.00,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,Electricity,2203,E.ON UK PLC,A0044040, 20/10/2016,AAS0275079,63.15,N,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,Electricity,2203,E.ON UK PLC,A0044040, 20/10/2016,EST0275064,283.51,N,N/A,N,N/A
Pendle Borough Council,Chief Executives Policy Unit,Supplies and Services,Other Expenses,4705,E.ON UK PLC,A0044040, 27/10/2016,COR0275244,475.94,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,Tprt : Repairs : General,3105,GO PLANT LIMITED,A0045105, 20/10/2016,OPS0274961,45.81,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,Tprt : Repairs : General,3105,GO PLANT LIMITED,A0045105, 06/10/2016,OPS0274597,64720.38,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,Tprt : Repairs : General,3105,GO PLANT LIMITED,A0045105, 20/10/2016,OPS0274940,32.89,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,Tprt : Repairs : General,3105,GO PLANT LIMITED,A0045105, 20/10/2016,OPS0274947,260.70,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,Tprt : Repairs : General,3105,GO PLANT LIMITED,A0045105, 20/10/2016,OPS0274941,458.06,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,Tprt : Repairs : General,3105,GO PLANT LIMITED,A0045105, 20/10/2016,OPS0274956,1126.24,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,Tprt : Repairs : General,3105,GO PLANT LIMITED,A0045105, 20/10/2016,OPS0274939,84.75,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,Tprt : Repairs : General,3105,GO PLANT LIMITED,A0045105, 20/10/2016,OPS0274954,96.00,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,Tprt : Repairs : General,3105,GO PLANT LIMITED,A0045105, 20/10/2016,OPS0274945,476.50,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,Tprt : Repairs : General,3105,GO PLANT LIMITED,A0045105, 20/10/2016,OPS0274964,168.85,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,Tprt : Repairs : General,3105,GO PLANT LIMITED,A0045105, 20/10/2016,OPS0274960,71.92,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,Tprt : Repairs : General,3105,GO PLANT LIMITED,A0045105, 20/10/2016,OPS0274931,46.77,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,Tprt : Repairs : General,3105,GO PLANT LIMITED,A0045105, 20/10/2016,OPS0274938,119.46,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,Tprt : Repairs : General,3105,GO PLANT LIMITED,A0045105, 20/10/2016,OPS0274943,79.25,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,Tprt : Repairs : General,3105,GO PLANT LIMITED,A0045105, 20/10/2016,OPS0274929,119.46,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,Tprt : Repairs : General,3105,GO PLANT LIMITED,A0045105, 20/10/2016,OPS0274928,44.05,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,Tprt : Repairs : General,3105,GO PLANT LIMITED,A0045105, 20/10/2016,OPS0274937,188.20,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,Tprt : Repairs : General,3105,GO PLANT LIMITED,A0045105, 20/10/2016,OPS0274930,13.08,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,Tprt : Repairs : General,3105,GO PLANT LIMITED,A0045105, 20/10/2016,OPS0274950,106.00,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,Tprt : Repairs : General,3105,GO PLANT LIMITED,A0045105, 20/10/2016,OPS0274963,52.45,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,Tprt : Repairs : General,3105,GO PLANT LIMITED,A0045105, 20/10/2016,OPS0274958,13.20,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,Tprt : Repairs : General,3105,GO PLANT LIMITED,A0045105, 20/10/2016,OPS0274951,23.92,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,Tprt : Repairs : General,3105,GO PLANT LIMITED,A0045105, 20/10/2016,OPS0274959,45.05,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,Tprt : Repairs : General,3105,GO PLANT LIMITED,A0045105, 20/10/2016,OPS0274952,53.00,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Transport Related Expense,Tprt : Repairs : General,3105,GO PLANT LIMITED,A0045105, 20/10/2016,PCO0274993,35.04,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Transport Related Expense,Tprt : Repairs : General,3105,GO PLANT LIMITED,A0045105, 20/10/2016,PCO0274967,68.45,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Transport Related Expense,Tprt : Repairs : General,3105,GO PLANT LIMITED,A0045105, 20/10/2016,PCO0274995,231.07,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,Tyres,3204,GO PLANT LIMITED,A0045105, 06/10/2016,OPS0274601,357.93,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,Tyres,3204,GO PLANT LIMITED,A0045105, 20/10/2016,OPS0274962,124.35,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,Tyres,3204,GO PLANT LIMITED,A0045105, 20/10/2016,OPS0274949,732.96,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,Tyres,3204,GO PLANT LIMITED,A0045105, 20/10/2016,OPS0274957,33.00,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,Tyres,3204,GO PLANT LIMITED,A0045105, 20/10/2016,OPS0274955,48.45,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,Tyres,3204,GO PLANT LIMITED,A0045105, 20/10/2016,OPS0274926,23.13,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,Tyres,3204,GO PLANT LIMITED,A0045105, 20/10/2016,OPS0274927,23.13,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,Tyres,3204,GO PLANT LIMITED,A0045105, 20/10/2016,OPS0274942,173.80,N,N/A,N,N/A
