Organisation Name,Organisation Code,Effective Date,Directorate,Service (Sercop),Sercop URI,Supplier Name,Supplier ID,Company Registration,Charity Registration,VCSE Grant,Payment Date,Transaction Number,Seq No,Net Amount,Irrecoverable VAT,Purpose of Spend,Type,Procurement Classification,Class Code,Thomson Classification,Thomson Description,Contract
Wakefield MDC,E08000036,30/06/2015,BUSINESS,Central Services,1,LOCAL GOVERNMENT ASSOCIATION,Redacted,Not yet available,Not yet available,Not yet available,03/06/2015,22797472,1,2010.36,Nil,Legal Fees,Revenue,Professional Services,CAT08,Institutes - Professional,45255,Not yet available
Wakefield MDC,E08000036,30/06/2015,BUSINESS,Net (Surplus) / Deficit of Trading Operations,A,MISHCON DE REYA,Redacted,Not yet available,Not yet available,Not yet available,19/06/2015,22800756,1,5000,Nil,Legal Fees,Revenue,Professional Services,CAT08,Solicitors,72460,Not yet available
Wakefield MDC,E08000036,30/06/2015,BUSINESS,Net (Surplus) / Deficit of Trading Operations,A,POLICE AND CRIME COMISSIONER FOR WEST YORKSHIRE,Redacted,Not yet available,Not yet available,Not yet available,19/06/2015,22806358,1,2250,Nil,Legal Fees,Revenue,n/a,CATNA,Police,60064,Not yet available
Wakefield MDC,E08000036,30/06/2015,BUSINESS,Central Services,1,WILKIN CHAPMAN LLP,Redacted,Not yet available,Not yet available,Not yet available,21/05/2015,22784664,1,546.75,Nil,Legal Fees,Revenue,Professional Services,CAT08,Solicitors,72460,Not yet available
Wakefield MDC,E08000036,30/06/2015,BUSINESS,Central Services,1,WILKIN CHAPMAN LLP,Redacted,Not yet available,Not yet available,Not yet available,22/04/2015,22760250,1,1939,Nil,Legal Fees,Revenue,Professional Services,CAT08,Solicitors,72460,Not yet available
Wakefield MDC,E08000036,30/06/2015,BUSINESS,Net (Surplus) / Deficit of Trading Operations,A,DATAFINITY LIMITED,Redacted,Not yet available,Not yet available,Not yet available,17/06/2015,22804451,1,1528,Nil,Licences,Revenue,ICT,CAT11,Document Management,26740,Not yet available
Wakefield MDC,E08000036,30/06/2015,REGENCULT,Cultural and Related Services,L,ENVIRONMENT AGENCY,Redacted,Not yet available,Not yet available,Not yet available,21/05/2015,22778142,1,615.6,Nil,Licences,Revenue,Professional Services,CAT08,Government Agencies,38711,Not yet available
Wakefield MDC,E08000036,30/06/2015,CHILDYOU,Children�s and Education Services,4,ITS LEARNING UK LTD,Redacted,Not yet available,Not yet available,Not yet available,13/04/2015,22755121,1,3279.45,Nil,Licences,Revenue,Children and Young People,CAT05,Educational Training Providers,29380,Not yet available
Wakefield MDC,E08000036,30/06/2015,REGENCULT,Cultural and Related Services,L,LES MILLS FITNESS UK LTD,Redacted,Not yet available,Not yet available,Not yet available,17/04/2015,22758944,1,798.81,Nil,Licences,Revenue,"Economic Growth, Culture & Sport",CAT09,Fitness Equipment,36164,Not yet available
Wakefield MDC,E08000036,30/06/2015,REGENCULT,Cultural and Related Services,L,LES MILLS FITNESS UK LTD,Redacted,Not yet available,Not yet available,Not yet available,17/04/2015,22758941,1,798.81,Nil,Licences,Revenue,"Economic Growth, Culture & Sport",CAT09,Fitness Equipment,36164,Not yet available
Wakefield MDC,E08000036,30/06/2015,REGENCULT,Cultural and Related Services,L,LES MILLS FITNESS UK LTD,Redacted,Not yet available,Not yet available,Not yet available,17/04/2015,22758942,1,798.81,Nil,Licences,Revenue,"Economic Growth, Culture & Sport",CAT09,Fitness Equipment,36164,Not yet available
Wakefield MDC,E08000036,30/06/2015,REGENCULT,Cultural and Related Services,L,LES MILLS FITNESS UK LTD,Redacted,Not yet available,Not yet available,Not yet available,17/04/2015,22758943,1,798.81,Nil,Licences,Revenue,"Economic Growth, Culture & Sport",CAT09,Fitness Equipment,36164,Not yet available
Wakefield MDC,E08000036,30/06/2015,CHILDYOU,Children�s and Education Services,4,PEARSON PUBLISHING LTD,Redacted,Not yet available,Not yet available,Not yet available,02/04/2015,22752205,1,6000,Nil,Licences,Revenue,Business Services,CAT02,Publishers & Publications,62450,Not yet available
Wakefield MDC,E08000036,30/06/2015,REGENCULT,Cultural and Related Services,L,PPL,Redacted,Not yet available,Not yet available,Not yet available,08/04/2015,22754826,3,613.64,Nil,Licences,Revenue,Professional Services,CAT08,Trade Assoc & Regulatory Bodies,79500,Not yet available
Wakefield MDC,E08000036,30/06/2015,REGENCULT,Cultural and Related Services,L,PPL,Redacted,Not yet available,Not yet available,Not yet available,07/04/2015,22752542,3,627.02,Nil,Licences,Revenue,Professional Services,CAT08,Trade Assoc & Regulatory Bodies,79500,Not yet available
Wakefield MDC,E08000036,30/06/2015,REGENCULT,Cultural and Related Services,L,PPL,Redacted,Not yet available,Not yet available,Not yet available,29/04/2015,22765143,1,808,Nil,Licences,Revenue,Professional Services,CAT08,Trade Assoc & Regulatory Bodies,79500,Not yet available
Wakefield MDC,E08000036,30/06/2015,BUSINESS,Net (Surplus) / Deficit of Trading Operations,A,TRUSTMARQUE SOLUTIONS LTD,Redacted,Not yet available,Not yet available,Not yet available,05/05/2015,22774077,1,1803.72,Nil,Licences,Revenue,ICT,CAT11,Computer Systems & Software (Development),20703,Not yet available
Wakefield MDC,E08000036,30/06/2015,REGENCULT,Cultural and Related Services,L,UK ACTIVE,Redacted,Not yet available,Not yet available,Not yet available,29/04/2015,22755951,1,675,Nil,Licences,Revenue,"Economic Growth, Culture & Sport",CAT09,Sports Clubs & Associations,72760,Not yet available
Wakefield MDC,E08000036,30/06/2015,REGENCULT,Cultural and Related Services,L,UK ACTIVE,Redacted,Not yet available,Not yet available,Not yet available,29/04/2015,22755954,1,1485,Nil,Licences,Revenue,"Economic Growth, Culture & Sport",CAT09,Sports Clubs & Associations,72760,Not yet available
Wakefield MDC,E08000036,30/06/2015,REGENCULT,Cultural and Related Services,L,UK ACTIVE,Redacted,Not yet available,Not yet available,Not yet available,29/04/2015,22755964,1,742.5,Nil,Licences,Revenue,"Economic Growth, Culture & Sport",CAT09,Sports Clubs & Associations,72760,Not yet available
Wakefield MDC,E08000036,30/06/2015,REGENCULT,Cultural and Related Services,L,UK ACTIVE,Redacted,Not yet available,Not yet available,Not yet available,30/04/2015,22772469,1,4590,Nil,Licences,Revenue,"Economic Growth, Culture & Sport",CAT09,Sports Clubs & Associations,72760,Not yet available
Wakefield MDC,E08000036,30/06/2015,REGENCULT,Cultural and Related Services,L,UK ACTIVE,Redacted,Not yet available,Not yet available,Not yet available,29/04/2015,22755957,1,2362.5,Nil,Licences,Revenue,"Economic Growth, Culture & Sport",CAT09,Sports Clubs & Associations,72760,Not yet available
Wakefield MDC,E08000036,30/06/2015,REGENCULT,Cultural and Related Services,L,UK ACTIVE,Redacted,Not yet available,Not yet available,Not yet available,29/04/2015,22755967,1,2362.5,Nil,Licences,Revenue,"Economic Growth, Culture & Sport",CAT09,Sports Clubs & Associations,72760,Not yet available
Wakefield MDC,E08000036,30/06/2015,BUSINESS,Net (Surplus) / Deficit of Trading Operations,A,VISIONWARE LIMITED,Redacted,Not yet available,Not yet available,Not yet available,20/04/2015,22759779,1,15341,Nil,Licences,Revenue,ICT,CAT11,Computer Systems & Software (Development),20703,Not yet available
Wakefield MDC,E08000036,30/06/2015,ADULTS,N/A various,,,Redacted,Not yet available,Not yet available,Not yet available,15/04/2015,,,10229.56,Nil,Lump Sum Car Allowances (Employees),Revenue,,,,,Not yet available
Wakefield MDC,E08000036,30/06/2015,BUSINESS,N/A various,,,Redacted,Not yet available,Not yet available,Not yet available,15/04/2015,,,2109.14,Nil,Lump Sum Car Allowances (Employees),Revenue,,,,,Not yet available
Wakefield MDC,E08000036,30/06/2015,CHILDYOU,N/A various,,,Redacted,Not yet available,Not yet available,Not yet available,15/04/2015,,,11123.49,Nil,Lump Sum Car Allowances (Employees),Revenue,,,,,Not yet available
Wakefield MDC,E08000036,30/06/2015,REGENCULT,N/A various,,,Redacted,Not yet available,Not yet available,Not yet available,15/04/2015,,,3642.57,Nil,Lump Sum Car Allowances (Employees),Revenue,,,,,Not yet available
Wakefield MDC,E08000036,30/06/2015,ADULTS,N/A various,,,Redacted,Not yet available,Not yet available,Not yet available,15/05/2015,,,9994.95,Nil,Lump Sum Car Allowances (Employees),Revenue,,,,,Not yet available
Wakefield MDC,E08000036,30/06/2015,BUSINESS,N/A various,,,Redacted,Not yet available,Not yet available,Not yet available,15/05/2015,,,2113.58,Nil,Lump Sum Car Allowances (Employees),Revenue,,,,,Not yet available
Wakefield MDC,E08000036,30/06/2015,CHILDYOU,N/A various,,,Redacted,Not yet available,Not yet available,Not yet available,15/05/2015,,,11433.23,Nil,Lump Sum Car Allowances (Employees),Revenue,,,,,Not yet available
Wakefield MDC,E08000036,30/06/2015,REGENCULT,N/A various,,,Redacted,Not yet available,Not yet available,Not yet available,15/05/2015,,,3638.69,Nil,Lump Sum Car Allowances (Employees),Revenue,,,,,Not yet available
Wakefield MDC,E08000036,30/06/2015,ADULTS,N/A various,,,Redacted,Not yet available,Not yet available,Not yet available,15/06/2015,,,9453.98,Nil,Lump Sum Car Allowances (Employees),Revenue,,,,,Not yet available
Wakefield MDC,E08000036,30/06/2015,BUSINESS,N/A various,,,Redacted,Not yet available,Not yet available,Not yet available,15/06/2015,,,2113.58,Nil,Lump Sum Car Allowances (Employees),Revenue,,,,,Not yet available
Wakefield MDC,E08000036,30/06/2015,CHILDYOU,N/A various,,,Redacted,Not yet available,Not yet available,Not yet available,15/06/2015,,,12531.87,Nil,Lump Sum Car Allowances (Employees),Revenue,,,,,Not yet available
Wakefield MDC,E08000036,30/06/2015,REGENCULT,N/A various,,,Redacted,Not yet available,Not yet available,Not yet available,15/06/2015,,,3638.69,Nil,Lump Sum Car Allowances (Employees),Revenue,,,,,Not yet available
Wakefield MDC,E08000036,30/06/2015,ADULTS,Adult Social Care,7,ALTERNATIVE CARE LTD,Redacted,Not yet available,Not yet available,Not yet available,29/05/2015,22794606,1,585,Nil,Managed Account (Private Contractors),Revenue,Adult Services,CAT04,Nursing Agencies,53280,Not yet available
Wakefield MDC,E08000036,30/06/2015,ADULTS,Adult Social Care,7,BORDER COTTAGE CARE,Redacted,Not yet available,Not yet available,Not yet available,22/04/2015,22761478,1,1063.05,Nil,Managed Account (Private Contractors),Revenue,Adult Services,CAT04,Residential Care Homes,64710,Not yet available
Wakefield MDC,E08000036,30/06/2015,ADULTS,Adult Social Care,7,BORDER COTTAGE CARE,Redacted,Not yet available,Not yet available,Not yet available,15/05/2015,22780531,1,992.5,Nil,Managed Account (Private Contractors),Revenue,Adult Services,CAT04,Residential Care Homes,64710,Not yet available
Wakefield MDC,E08000036,30/06/2015,ADULTS,Adult Social Care,7,BORDER COTTAGE CARE,Redacted,Not yet available,Not yet available,Not yet available,18/06/2015,22806370,1,1088.95,Nil,Managed Account (Private Contractors),Revenue,Adult Services,CAT04,Residential Care Homes,64710,Not yet available
Wakefield MDC,E08000036,30/06/2015,ADULTS,Adult Social Care,7,DIMENSIONS UK LTD,Redacted,Not yet available,Not yet available,Not yet available,21/05/2015,22783858,1,1000.5,Nil,Managed Account (Private Contractors),Revenue,Adult Services,CAT04,Disability & Special Needs - Services,25820,Not yet available
Wakefield MDC,E08000036,30/06/2015,ADULTS,Adult Social Care,7,DIMENSIONS UK LTD,Redacted,Not yet available,Not yet available,Not yet available,02/04/2015,22744299,1,1087.5,Nil,Managed Account (Private Contractors),Revenue,Adult Services,CAT04,Disability & Special Needs - Services,25820,Not yet available
Wakefield MDC,E08000036,30/06/2015,ADULTS,Adult Social Care,7,DIMENSIONS UK LTD,Redacted,Not yet available,Not yet available,Not yet available,22/06/2015,22806825,1,1102,Nil,Managed Account (Private Contractors),Revenue,Adult Services,CAT04,Disability & Special Needs - Services,25820,Not yet available
Wakefield MDC,E08000036,30/06/2015,ADULTS,Adult Social Care,7,DIMENSIONS UK LTD,Redacted,Not yet available,Not yet available,Not yet available,21/05/2015,22783859,1,1102,Nil,Managed Account (Private Contractors),Revenue,Adult Services,CAT04,Disability & Special Needs - Services,25820,Not yet available
Wakefield MDC,E08000036,30/06/2015,ADULTS,Adult Social Care,7,HILLCREST,Redacted,Not yet available,Not yet available,Not yet available,19/05/2015,22783029,1,2684.92,Nil,Managed Account (Private Contractors),Revenue,Adult Services,CAT04,Residential Care Homes,64710,Not yet available
Wakefield MDC,E08000036,30/06/2015,ADULTS,Adult Social Care,7,HILLCREST,Redacted,Not yet available,Not yet available,Not yet available,09/04/2015,22754899,1,3344.75,Nil,Managed Account (Private Contractors),Revenue,Adult Services,CAT04,Residential Care Homes,64710,Not yet available
Wakefield MDC,E08000036,30/06/2015,ADULTS,Adult Social Care,7,HILLCREST,Redacted,Not yet available,Not yet available,Not yet available,18/06/2015,22805977,1,3356.15,Nil,Managed Account (Private Contractors),Revenue,Adult Services,CAT04,Residential Care Homes,64710,Not yet available
Wakefield MDC,E08000036,30/06/2015,ADULTS,Adult Social Care,7,HOME CARING SERVICES LTD,Redacted,Not yet available,Not yet available,Not yet available,14/05/2015,22779889,1,614.7,Nil,Managed Account (Private Contractors),Revenue,Adult Services,CAT04,Home Care Services,43419,Not yet available
Wakefield MDC,E08000036,30/06/2015,ADULTS,Adult Social Care,7,HOME CARING SERVICES LTD,Redacted,Not yet available,Not yet available,Not yet available,14/05/2015,22779898,1,630.6,Nil,Managed Account (Private Contractors),Revenue,Adult Services,CAT04,Home Care Services,43419,Not yet available
Wakefield MDC,E08000036,30/06/2015,ADULTS,Adult Social Care,7,HOME CARING SERVICES LTD,Redacted,Not yet available,Not yet available,Not yet available,14/05/2015,22779886,1,630.6,Nil,Managed Account (Private Contractors),Revenue,Adult Services,CAT04,Home Care Services,43419,Not yet available
Wakefield MDC,E08000036,30/06/2015,ADULTS,Adult Social Care,7,HOME CARING SERVICES LTD,Redacted,Not yet available,Not yet available,Not yet available,15/05/2015,22779998,1,630.6,Nil,Managed Account (Private Contractors),Revenue,Adult Services,CAT04,Home Care Services,43419,Not yet available
Wakefield MDC,E08000036,30/06/2015,ADULTS,Adult Social Care,7,HOME CARING SERVICES LTD,Redacted,Not yet available,Not yet available,Not yet available,14/05/2015,22779881,1,630.6,Nil,Managed Account (Private Contractors),Revenue,Adult Services,CAT04,Home Care Services,43419,Not yet available
Wakefield MDC,E08000036,30/06/2015,ADULTS,Adult Social Care,7,HOME CARING SERVICES LTD,Redacted,Not yet available,Not yet available,Not yet available,14/05/2015,22779884,1,630.6,Nil,Managed Account (Private Contractors),Revenue,Adult Services,CAT04,Home Care Services,43419,Not yet available
Wakefield MDC,E08000036,30/06/2015,ADULTS,Adult Social Care,7,HOME CARING SERVICES LTD,Redacted,Not yet available,Not yet available,Not yet available,14/05/2015,22779869,1,630.6,Nil,Managed Account (Private Contractors),Revenue,Adult Services,CAT04,Home Care Services,43419,Not yet available
Wakefield MDC,E08000036,30/06/2015,ADULTS,Adult Social Care,7,NORTHERN LIFE CARE T/A UBU,Redacted,Not yet available,Not yet available,Not yet available,19/05/2015,22782422,1,661.2,Nil,Managed Account (Private Contractors),Revenue,Adult Services,CAT04,Residential Care Homes,64710,Not yet available
Wakefield MDC,E08000036,30/06/2015,ADULTS,Adult Social Care,7,NORTHERN LIFE CARE T/A UBU,Redacted,Not yet available,Not yet available,Not yet available,19/05/2015,22782472,1,661.2,Nil,Managed Account (Private Contractors),Revenue,Adult Services,CAT04,Residential Care Homes,64710,Not yet available
Wakefield MDC,E08000036,30/06/2015,ADULTS,Adult Social Care,7,NORTHERN LIFE CARE T/A UBU,Redacted,Not yet available,Not yet available,Not yet available,21/04/2015,22760716,1,661.2,Nil,Managed Account (Private Contractors),Revenue,Adult Services,CAT04,Residential Care Homes,64710,Not yet available
Wakefield MDC,E08000036,30/06/2015,ADULTS,Adult Social Care,7,NORTHERN LIFE CARE T/A UBU,Redacted,Not yet available,Not yet available,Not yet available,15/06/2015,22803760,1,661.2,Nil,Managed Account (Private Contractors),Revenue,Adult Services,CAT04,Residential Care Homes,64710,Not yet available
Wakefield MDC,E08000036,30/06/2015,ADULTS,Adult Social Care,7,NORTHERN LIFE CARE T/A UBU,Redacted,Not yet available,Not yet available,Not yet available,15/06/2015,22803757,1,661.2,Nil,Managed Account (Private Contractors),Revenue,Adult Services,CAT04,Residential Care Homes,64710,Not yet available
Wakefield MDC,E08000036,30/06/2015,ADULTS,Adult Social Care,7,NORTHERN LIFE CARE T/A UBU,Redacted,Not yet available,Not yet available,Not yet available,21/04/2015,22760711,1,661.2,Nil,Managed Account (Private Contractors),Revenue,Adult Services,CAT04,Residential Care Homes,64710,Not yet available
Wakefield MDC,E08000036,30/06/2015,ADULTS,Adult Social Care,7,NORTHERN LIFE CARE T/A UBU,Redacted,Not yet available,Not yet available,Not yet available,19/05/2015,22782963,1,685.96,Nil,Managed Account (Private Contractors),Revenue,Adult Services,CAT04,Residential Care Homes,64710,Not yet available
Wakefield MDC,E08000036,30/06/2015,ADULTS,Adult Social Care,7,NORTHERN LIFE CARE T/A UBU,Redacted,Not yet available,Not yet available,Not yet available,15/06/2015,22803758,1,685.96,Nil,Managed Account (Private Contractors),Revenue,Adult Services,CAT04,Residential Care Homes,64710,Not yet available
Wakefield MDC,E08000036,30/06/2015,ADULTS,Adult Social Care,7,NORTHERN LIFE CARE T/A UBU,Redacted,Not yet available,Not yet available,Not yet available,21/04/2015,22760776,1,685.96,Nil,Managed Account (Private Contractors),Revenue,Adult Services,CAT04,Residential Care Homes,64710,Not yet available
Wakefield MDC,E08000036,30/06/2015,ADULTS,Adult Social Care,7,NORTHERN LIFE CARE T/A UBU,Redacted,Not yet available,Not yet available,Not yet available,15/05/2015,22780538,1,691.04,Nil,Managed Account (Private Contractors),Revenue,Adult Services,CAT04,Residential Care Homes,64710,Not yet available
Wakefield MDC,E08000036,30/06/2015,ADULTS,Adult Social Care,7,NORTHERN LIFE CARE T/A UBU,Redacted,Not yet available,Not yet available,Not yet available,21/04/2015,22760774,1,691.04,Nil,Managed Account (Private Contractors),Revenue,Adult Services,CAT04,Residential Care Homes,64710,Not yet available
Wakefield MDC,E08000036,30/06/2015,ADULTS,Adult Social Care,7,NORTHERN LIFE CARE T/A UBU,Redacted,Not yet available,Not yet available,Not yet available,25/06/2015,22808889,1,708.43,Nil,Managed Account (Private Contractors),Revenue,Adult Services,CAT04,Residential Care Homes,64710,Not yet available
Wakefield MDC,E08000036,30/06/2015,ADULTS,Adult Social Care,7,NORTHERN LIFE CARE T/A UBU,Redacted,Not yet available,Not yet available,Not yet available,25/06/2015,22815961,1,708.43,Nil,Managed Account (Private Contractors),Revenue,Adult Services,CAT04,Residential Care Homes,64710,Not yet available
Wakefield MDC,E08000036,30/06/2015,ADULTS,Adult Social Care,7,NORTHERN LIFE CARE T/A UBU,Redacted,Not yet available,Not yet available,Not yet available,25/06/2015,22815831,1,734.96,Nil,Managed Account (Private Contractors),Revenue,Adult Services,CAT04,Residential Care Homes,64710,Not yet available
Wakefield MDC,E08000036,30/06/2015,ADULTS,Adult Social Care,7,SUN HEALTHCARE LTD SUPPORTED LIVING,Redacted,Not yet available,Not yet available,Not yet available,26/06/2015,22816490,1,11424,Nil,Managed Account (Private Contractors),Revenue,Adult Services,CAT04,Residential Care Homes,64710,Not yet available
Wakefield MDC,E08000036,30/06/2015,ADULTS,Adult Social Care,7,SUN HEALTHCARE LTD SUPPORTED LIVING,Redacted,Not yet available,Not yet available,Not yet available,21/04/2015,22760748,1,11424,Nil,Managed Account (Private Contractors),Revenue,Adult Services,CAT04,Residential Care Homes,64710,Not yet available
Wakefield MDC,E08000036,30/06/2015,ADULTS,Adult Social Care,7,SUN HEALTHCARE LTD SUPPORTED LIVING,Redacted,Not yet available,Not yet available,Not yet available,15/05/2015,22780557,1,11424,Nil,Managed Account (Private Contractors),Revenue,Adult Services,CAT04,Residential Care Homes,64710,Not yet available
Wakefield MDC,E08000036,30/06/2015,ADULTS,Adult Social Care,7,SUN HEALTHCARE LTD SUPPORTED LIVING,Redacted,Not yet available,Not yet available,Not yet available,18/06/2015,22806371,1,11424,Nil,Managed Account (Private Contractors),Revenue,Adult Services,CAT04,Residential Care Homes,64710,Not yet available
Wakefield MDC,E08000036,30/06/2015,ADULTS,Adult Social Care,7,THE DISABILITIES TRUST,Redacted,Not yet available,Not yet available,Not yet available,15/05/2015,22780728,1,507.84,Nil,Managed Account (Private Contractors),Revenue,Adult Services,CAT04,Residential Care Homes,64710,Not yet available
Wakefield MDC,E08000036,30/06/2015,ADULTS,Adult Social Care,7,THE DISABILITIES TRUST,Redacted,Not yet available,Not yet available,Not yet available,15/06/2015,22803905,1,588.8,Nil,Managed Account (Private Contractors),Revenue,Adult Services,CAT04,Residential Care Homes,64710,Not yet available
Wakefield MDC,E08000036,30/06/2015,ADULTS,Adult Social Care,7,VOYAGE,Redacted,Not yet available,Not yet available,Not yet available,25/06/2015,22816005,1,513,Nil,Managed Account (Private Contractors),Revenue,Adult Services,CAT04,Residential Care Homes,64710,Not yet available
Wakefield MDC,E08000036,30/06/2015,ADULTS,Adult Social Care,7,VOYAGE,Redacted,Not yet available,Not yet available,Not yet available,25/06/2015,22815920,1,594,Nil,Managed Account (Private Contractors),Revenue,Adult Services,CAT04,Residential Care Homes,64710,Not yet available
Wakefield MDC,E08000036,30/06/2015,ADULTS,Adult Social Care,7,VOYAGE,Redacted,Not yet available,Not yet available,Not yet available,15/05/2015,22780356,1,648,Nil,Managed Account (Private Contractors),Revenue,Adult Services,CAT04,Residential Care Homes,64710,Not yet available
Wakefield MDC,E08000036,30/06/2015,ADULTS,Adult Social Care,7,VOYAGE,Redacted,Not yet available,Not yet available,Not yet available,29/05/2015,22794739,1,648,Nil,Managed Account (Private Contractors),Revenue,Adult Services,CAT04,Residential Care Homes,64710,Not yet available
Wakefield MDC,E08000036,30/06/2015,ADULTS,Adult Social Care,7,VOYAGE,Redacted,Not yet available,Not yet available,Not yet available,29/04/2015,22765535,1,648,Nil,Managed Account (Private Contractors),Revenue,Adult Services,CAT04,Residential Care Homes,64710,Not yet available
Wakefield MDC,E08000036,30/06/2015,REGENCULT,Environmental and Regulatory Services,M,BEDFORD HOUSE ESTATES (FEATHERSTONE) LTD,Redacted,Not yet available,Not yet available,Not yet available,01/06/2015,22782818,1,1689.07,Nil,Materials,Revenue,Transport,CAT10,Plant & Machinery Hire,59020,Not yet available
Wakefield MDC,E08000036,30/06/2015,REGENCULT,Highways & Transport Services,5,BROXAP LTD,Redacted,Not yet available,Not yet available,Not yet available,28/04/2015,22763123,1,545,Nil,Materials,Revenue,Environment,CAT03,Garden & Patio Furniture Wholesalers,39270,Not yet available
Wakefield MDC,E08000036,30/06/2015,REGENCULT,Environmental and Regulatory Services,M,BROXAP LTD,Redacted,Not yet available,Not yet available,Not yet available,24/04/2015,22763127,1,693,Nil,Materials,Revenue,Environment,CAT03,Garden & Patio Furniture Wholesalers,39270,Not yet available
Wakefield MDC,E08000036,30/06/2015,REGENCULT,Highways & Transport Services,5,FLEET LINE MARKERS LTD,Redacted,Not yet available,Not yet available,Not yet available,22/06/2015,22806768,1,1593,Nil,Materials,Revenue,Environment,CAT03,Sportsground & Gymnasium Equipment,72970,Not yet available
Wakefield MDC,E08000036,30/06/2015,REGENCULT,Highways & Transport Services,5,FLEET LINE MARKERS LTD,Redacted,Not yet available,Not yet available,Not yet available,19/06/2015,22806693,1,1593,Nil,Materials,Revenue,Environment,CAT03,Sportsground & Gymnasium Equipment,72970,Not yet available
Wakefield MDC,E08000036,30/06/2015,REGENCULT,Highways & Transport Services,5,FLEET LINE MARKERS LTD,Redacted,Not yet available,Not yet available,Not yet available,12/05/2015,22778136,1,1593,Nil,Materials,Revenue,Environment,CAT03,Sportsground & Gymnasium Equipment,72970,Not yet available
Wakefield MDC,E08000036,30/06/2015,REGENCULT,Highways & Transport Services,5,HARROD UK LTD,Redacted,Not yet available,Not yet available,Not yet available,27/05/2015,22787043,1,562.6,Nil,Materials,Revenue,"Economic Growth, Culture & Sport",CAT09,Sports Equipment Mnfrs & Distributors,72800,Not yet available
Wakefield MDC,E08000036,30/06/2015,REGENCULT,Environmental and Regulatory Services,M,PROCTER FENCING & CONCRETE PRODUCTS,Redacted,Not yet available,Not yet available,Not yet available,04/06/2015,22798119,1,799.92,Nil,Materials,Revenue,Property & Asset Management,CAT01,Concrete Products,21080,Not yet available
Wakefield MDC,E08000036,30/06/2015,REGENCULT,Environmental and Regulatory Services,M,PROCTER FENCING & CONCRETE PRODUCTS,Redacted,Not yet available,Not yet available,Not yet available,08/06/2015,22798277,1,1097.14,Nil,Materials,Revenue,Property & Asset Management,CAT01,Concrete Products,21080,Not yet available
Wakefield MDC,E08000036,30/06/2015,REGENCULT,Highways & Transport Services,5,RIGBY TAYLOR LTD,Redacted,Not yet available,Not yet available,Not yet available,16/04/2015,22758344,1,547.2,Nil,Materials,Revenue,Environment,CAT03,Fertilisers,34800,Not yet available
Wakefield MDC,E08000036,30/06/2015,CHILDYOU,Children�s and Education Services,4,SIGHT & SOUND TECHNOLOGY LTD,Redacted,Not yet available,Not yet available,Not yet available,13/04/2015,22755139,1,845,Nil,Materials,Revenue,Adult Services,CAT04,Disability Equipment - Mnfrs & Suppliers,25800,Not yet available
Wakefield MDC,E08000036,30/06/2015,REGENCULT,Environmental and Regulatory Services,M,WYBONE LTD,Redacted,Not yet available,Not yet available,Not yet available,24/06/2015,22807717,1,1440,Nil,Materials,Revenue,Environment,CAT03,Waste Disposal Units - Installation & Repair,83450,Not yet available
Wakefield MDC,E08000036,30/06/2015,CHILDYOU,Children�s and Education Services,4,DETAILS REDACTED,Redacted,Not yet available,Not yet available,Not yet available,17/04/2015,22758993,1,537.31,Nil,Medical Consultancy,Revenue,Professional Services,CAT08,Doctors,26710,Not yet available
Wakefield MDC,E08000036,30/06/2015,CHILDYOU,Children�s and Education Services,4,DETAILS REDACTED,Redacted,Not yet available,Not yet available,Not yet available,09/06/2015,22800348,1,702,Nil,Medical Consultancy,Revenue,Professional Services,CAT08,Doctors,26710,Not yet available
Wakefield MDC,E08000036,30/06/2015,CHILDYOU,Children�s and Education Services,4,DETAILS REDACTED,Redacted,Not yet available,Not yet available,Not yet available,07/05/2015,22776301,1,698,Nil,Medical Consultancy,Revenue,Professional Services,CAT08,Solicitors,72460,Not yet available
Wakefield MDC,E08000036,30/06/2015,CHILDYOU,Children�s and Education Services,4,ESSEX MEDICAL CARE REPORTING LTD,Redacted,Not yet available,Not yet available,Not yet available,12/05/2015,22777723,1,810,Nil,Medical Consultancy,Revenue,Professional Services,CAT08,Health Authorities,42200,Not yet available
Wakefield MDC,E08000036,30/06/2015,CHILDYOU,Children�s and Education Services,4,FORENSIC PSYCHOLOGY PRACTICE LIMTED,Redacted,Not yet available,Not yet available,Not yet available,20/04/2015,22758775,1,837.75,Nil,Medical Consultancy,Revenue,Adult Services,CAT04,Psychologists,62100,Not yet available
Wakefield MDC,E08000036,30/06/2015,CHILDYOU,Children�s and Education Services,4,FORENSIC PSYCHOLOGY PRACTICE LIMTED,Redacted,Not yet available,Not yet available,Not yet available,18/06/2015,22798043,1,905.32,Nil,Medical Consultancy,Revenue,Adult Services,CAT04,Psychologists,62100,Not yet available
Wakefield MDC,E08000036,30/06/2015,CHILDYOU,Children�s and Education Services,4,RD PSYCHOLOGICAL SERVICES LTD,Redacted,Not yet available,Not yet available,Not yet available,23/04/2015,22762920,1,800.95,Nil,Medical Consultancy,Revenue,Adult Services,CAT04,Nursing Homes,53350,Not yet available
Wakefield MDC,E08000036,30/06/2015,CHILDYOU,Children�s and Education Services,4,RD PSYCHOLOGICAL SERVICES LTD,Redacted,Not yet available,Not yet available,Not yet available,30/06/2015,22817635,1,956.82,Nil,Medical Consultancy,Revenue,Adult Services,CAT04,Nursing Homes,53350,Not yet available
