Reference Number,Title of Agreement,Department Responsible,Description of Goods and/or Services,Supplier,Total Contract Value,Non-recoverable VAT,Start Date,End Date,End Date (including extension),Review Date,Award Method,SME?
5000006136,Amin Enterprise,Adults & Communities,Amin Enterprise,Amin EnterpriSe Ltd,"£24,500.00",,13/11/2013,12/11/2017,,15/02/2017,ITT,
5000006137,Koru Medical,Adults & Communities,Koru Medical,Koru Medical Ltd,"£24,500.00",,13/11/2013,12/11/2017,,15/02/2017,ITT,
5000006152,Next business to business,Adults & Communities,Next business to business,Next Business to Business,"£10,000.00",,02/10/2013,02/10/2016,,06/01/2016,ITT,
5000004886,Psychological Consultation,Adults & Communities,Psychological Consultation,Abigael San,"£12,000.00",,17/04/2013,31/03/2016,,05/07/2015,ITT,
5000006165,MOPAC Safer Homes,Adults & Communities,MOPAC Safer Homes,Capital Locksmiths,"£120,000.00",,01/04/2013,30/06/2017,,03/10/2016,ITT,
5000006170,Crime Prevention Products,Adults & Communities,Crime Prevention Products,Solon Security Ltd,"£20,000.00",,01/04/2013,31/03/2017,,04/07/2016,ITT,
5000006172,Young Peoples Substance Misuse,Adults & Communities,Young Peoples Substance Misuse,The Tavistock and Portman NHS Foundation Trust,"£196,072.00",,01/04/2013,30/06/2017,,03/10/2016,ITT,
5000006184,NGDP Recruitment,Adults & Communities,Non- Procurement as is a government Apprenticeship Scheme,Local Government Improvement and ,"£11,250.00",,01/10/2013,30/09/2015,,03/01/2015,ITT,
5000005337,Mental Health Assessments,Adults & Communities,Mental Health Assessments,Ashpri Ltd,"£15,000.00",,11/06/2013,31/03/2016,,05/07/2015,ITT,
5000002454,Mental Health Assessments,Adults & Communities,Mental Health Assessments,Dt Patrick Purcell,"£15,000.00",,01/04/2012,31/03/2016,,05/07/2015,ITT,
5000005500,Community Advice (AD),Adults & Communities,Community Advice (AD),Barnet Citizens Advice Bureau,"£549,785.60",,01/08/2013,31/01/2015,,06/05/2014,ITT,
5000005737,Training (AD),Adults & Communities,Training (AD),Local Registration Services Association,"£23,000.00",,20/06/2013,31/03/2015,,04/07/2014,ITT,
5000006263,TCES,Adults & Communities,Government Accredited Scheme,Direct Mobility,"£25,000.00",,17/12/2013,16/12/2015,,21/03/2015,ITT,
5000006264,TCES,Adults & Communities,Government Accredited Scheme,Pickles Chemist,"£25,000.00",,17/12/2013,16/12/2015,,21/03/2015,ITT,
5000006265,TCES,Adults & Communities,Government Accredited Scheme,Sabel Chemist,"£25,000.00",,17/12/2013,16/12/2015,,21/03/2015,ITT,
5000006266,TCES,Adults & Communities,Government Accredited Scheme,Redland Healthcare,"£25,000.00",,17/12/2013,16/12/2015,,21/03/2015,ITT,
5000006268,TCES,Adults & Communities,Government Accredited Scheme,Oakleigh Pharmacy,"£25,000.00",,17/12/2013,16/12/2015,,21/03/2015,ITT,
5000006269,TCES,Adults & Communities,Government Accredited Scheme,Landys Chemist,"£25,000.00",,17/12/2013,16/12/2015,,21/03/2015,ITT,
5000006270,TCES,Adults & Communities,Government Accredited Scheme,Jethros Pharmacy,"£25,000.00",,17/12/2013,16/12/2015,,21/03/2015,ITT,
5000006293,TCES,Adults & Communities,Government Accredited Scheme,Parkview Pharmacy,"£25,000.00",,17/12/2013,16/12/2015,,21/03/2015,ITT,
5000004012,Training ,Adults & Communities,Training ,The Knowledge Academy,"£12,100.00",,06/09/2012,31/03/2016,,05/07/2015,ITT,
5000004380,CSDP Telephone Line Rental,Adults & Communities,Non- Procurement as is for line rental for a residential line rental,British Telecom Plc,"£48,000.00",,13/12/2012,31/03/2015,,04/07/2014,ITT,
5000006332,Section 75- ICLD,Adults & Communities,Non- Procurement,Central London Community Healthcare,"£2,019,478.33",,01/07/2013,31/03/2015,,04/07/2014,ITT,
5000004394,Client Aids,Adults & Communities,Client Aids,The Barnetgroup,"£125,000.00",,01/01/2012,31/03/2014,,04/07/2013,ITT,
5000006596,256- Barnet CCG,Adults & Communities,Non-Procurement,nhs Barnet CCG,"£999,702.00",,06/03/2014,31/03/2014,,04/07/2013,ITT,
5000006604,LD Service S75,Adults & Communities,Non-Procurement,"Barnet , Enfield & Haringey","£1,125,827.00",,01/03/2013,31/01/2015,,06/05/2014,ITT,
5000006615,Home & Community Support Services ,Adults & Communities,Home & Community Support Services ,ServiceScale Ltd T/A Personnel & Caretech,"£160,000.00",,01/11/2011,31/03/2015,,04/07/2014,ITT,
700032I,GPS Tags,Adults & Communities,GPS Tags,Care Where Ltd,"£49,992.00",,14/04/2014,15/04/2016,,20/07/2015,ITT,
5000004982,Case management system & support (CGov),Corporate Services,Case management system & support (CGov),iCasework Ltd,"£10,200.00",,02/05/2013,31/03/2016,,05/07/2015,ITT,
5000004434,Hire of Venue  (CGov),Corporate Services,Hire of Venue  (CGov),Community Focus,"£10,000.00",,04/01/2013,31/03/2016,,05/07/2015,ITT,
5000001347,Internal Audit Services,Corporate Services,"Provision of internal audit, risk management and counter fraud services",Price Waterhouse Coopers,"£286,180.00",,01/09/2011,31/08/2014,,04/12/2013,ITT,
5000001115,Training,Corporate Services,Training,The Emergency Planning College,"£24,999.00",,01/04/2012,31/03/2016,,05/07/2015,ITT,
5000000532,IT Maintenance to Gov Serv,Corporate Services,IT Maintenance to Gov Serv,Modern Mindset,"£66,160.00",,23/02/2012,22/02/2017,,28/05/2016,ITT,
5000005904,Election/Registration Printers,Corporate Services,Election/Registration Printers,Financial Data Management Plc,"£188,928.17",,24/09/2013,01/06/2014,,04/09/2013,ITT,
5000004604,Electoral Registration and Election Management Software System ,Corporate Services,Electoral Registration and Election Management Software System ,Xpress Software Solutions Ltd,"£34,500.00",,01/04/2013,31/03/2016,,05/07/2015,Other,
Non,Non-Life Insurance - Liability And Motor,Corporate Services,Combined Liability and Motor Insurance,Zurich Municipal,"£387,000.00",,01/10/2010,31/03/2015,,04/07/2014,ITT,
Non,Community Advice Service ,Corporate Services,"Social welfare, law advice and legal services",Citizen's Advice Bureau,"£1,188,556.00",,01/10/2011,30/09/2014,,03/01/2014,ITT,
5000001028,Radio units   (Comm Grp),Corporate Services,Radio units   (Comm Grp),Airwave Solutions Limited,"£11,922.00",,21/08/2013,20/08/2016,,24/11/2015,ITT,
5000004933,Vouchers re Crisis Fund  (CES),Corporate Services,Vouchers re Crisis Fund  (CES),Family Fund,"£375,000.00",,01/04/2013,31/03/2015,,04/07/2014,ITT,
5000004409,DCLG TFS Empty Homes,Corporate Services,DCLG TFS Empty Homes,LB Enfield  Recoup,"£739,713.82",,21/12/2012,31/03/2016,,05/07/2015,ITT,
5000004205,Consult other Prof,Corporate Services,Consult other Prof,The Barnet Group Ltd,"£128,000,000.00",,01/04/2012,31/03/2014,,04/07/2013,ITT,
5000006388,Corporate GIS System Cadcorp (CG),Corporate Services,Corporate GIS System Cadcorp (CG),Computer Aided Development,"£27,700.00",,06/10/2013,31/10/2015,,03/02/2015,ITT,
5000001488,Publications & Distribution (CES),Corporate Services,Distribution company (to deliver Barnet First),London letterbox Marketing,"£115,798.00",,01/01/2012,31/12/2014,,05/04/2014,ITT,
5000000659,Community Barnet,Corporate Services,Provision of support for the voluntary sector and civil society,CommUNITY Barnet,"£256,522.00",,03/07/2012,31/03/2014,,04/07/2013,ITT,
5000000152,Non-Life Insurance - Property And Pecuniary Risks,Corporate Services,Property (incl Leasehold Property Household Buildings) and Miscellaneous Insurance ,Zurich Municipal,"£1,283,000.00",,01/10/2008,31/03/2015,,04/07/2014,ITT,
5000000819,Citizens Space (Consultation Finder),Corporate Services,Maintainence for online consultation portal,Delib Ltd,"£33,900.00",,01/09/2010,26/05/2015,,29/08/2014,ITT,
5000005791,Delib Ltd (CES),Corporate Services,Delib Ltd (CES),Delib Ltd,"£31,744.50",,26/05/2010,26/05/2015,,29/08/2014,ITT,
5000005527,NSCSO Contract (CSG),Corporate Services,"NSCSO Contract - Procurement, Estates Management, Information Services, Revenue and Benefits, Customer Services, Corporate Programme Management, Human Resources and Finance",Capita Business Services Ltd,"£265,595,104.00",,05/08/2013,31/08/2023,,04/12/2022,ITT,
5000004932,Legal advice on Insurance claims  (INS),Corporate Services,Legal advice on Insurance claims  (INS),Kennedys,"£120,000.00",,01/04/2013,31/03/2015,,04/07/2014,ITT,
5000004931,Legal advice on Insurance claims (INS),Corporate Services,Legal advice on Insurance claims (INS),Clyde & Co Llp,"£60,000.00",,01/04/2013,31/03/2015,,04/07/2014,ITT,
5000004930,Legal advice on Insurance claims (Ins),Corporate Services,Legal advice on Insurance claims (Ins),Weightmans LLP,"£60,000.00",,01/04/2013,31/03/2015,,04/07/2014,ITT,
5000004928,Legal advice on Insurance claims  (INS),Corporate Services,Legal advice on Insurance claims  (INS),Browne Jacobson,"£60,000.00",,01/04/2013,31/03/2015,,04/07/2014,ITT,
5000005980,Perception surveys,Corporate Services,Residents Perception Tracker Survey ,ORS Ltd,"£120,000.00",,01/08/2013,10/08/2015,,13/11/2014,ITT,
5000006249,Bus Shelter Advertising (CG),Corporate Services,Bus Shelter Advertising,Clear Channel ,"£15,000.00",,16/12/2013,31/03/2015,,04/07/2014,ITT,
5000006253,"Spend Review, Resident (CG)",Corporate Services,"Spending Review,Resident & Stakeholder research",Office for Public Management,"£1,350,000.00",,30/10/2013,30/10/2014,,02/02/2014,ITT,
5000006484,Brent Cross Cricklewood Health Check,Corporate Services,Brent Cross Cricklewood Health Check,Local Partnerships,"£15,000.00",,08/01/2014,30/04/2014,,03/08/2013,ITT,
5000006594,Staff Engagement Project,Corporate Services,Staff Engagement Project,OPM,"£15,000.00",,23/10/2013,30/04/2014,,03/08/2013,ITT,
5000006442,Barford Woodland Retreat No 2,Children's Services,"Authorisation to Novate to be approved 2nd April CRC, Contract currently with legal.",Barford Park House Ltd,"£59,636.00",,01/12/2013,30/05/2014,30/05/2014,02/09/2013,ITT,
5000006441,Barford Grove House No 12 ,Children's Services,"Authorisation to Novate to be approved 2nd April CRC, Contract currently with legal.",Barford Park House Ltd,"£63,957.00",,01/12/2013,30/05/2014,30/05/2014,02/09/2013,ITT,
5000006439,Barford Willow Lodge No 3,Children's Services,"Authorisation to Novate to be approved 2nd April CRC, Contract currently with legal.",Barford Park House Ltd,"£61,364.00",,01/12/2013,30/05/2014,30/05/2014,02/09/2013,ITT,
5000006307,Domestic Violence Assessments,Children's Services,Domestic Violence Assessments,Solace Women's Aid,"£140,000.00",,01/04/2013,30/05/2014,,02/09/2013,ITT,
5000006262,E18GHTEEN Project,Children's Services,E18GHTEEN Project,Tottenham Hotspur Foundation,"£10,000.00",,01/12/2013,30/06/2014,,03/10/2013,ITT,
5000006231,Joint Commisioning Group (Non-Procurement),Children's Services,Joint Commisioning Group (Non-Procurement),NHS Barnet CCG,"£97,374.00",,01/04/2013,30/06/2014,,03/10/2013,ITT,
5000006154,SEN Education Placements (non-procurement),Children's Services,SEN Education Placements (non-procurement),St Columbas College,"£13,000.00",,01/09/2013,30/06/2014,,03/10/2013,ITT,
5000006139,Child Placement,Children's Services,Child Placement,Whistledawn Ltd trading as Northern Care,"£126,850.00",,07/11/2013,30/06/2014,30/05/2014,03/10/2013,ITT,
5000006017,Direct Care Ltd,Children's Services,Direct Care Ltd,Direct Care Ltd,"£89,850.00",,03/10/2013,30/06/2014,30/05/2014,03/10/2013,ITT,
5000005857,Child Placement,Children's Services,Child Placement,Apple Fostering,"£69,720.00",,31/03/2014,30/06/2014,,03/10/2013,ITT,
5000005800,Child Placement,Children's Services,Child Placement,Alere Care,"£45,084.00",,05/09/2013,30/06/2014,30/05/2014,03/10/2013,ITT,
5000005794,The Breslaff Centre (Non-procurement),Children's Services,Court Ordered,The Breslaff Centre,"£41,000.00",,06/09/2013,30/06/2014,,03/10/2013,ITT,
5000005721,St Christophers- Residential,Children's Services,St Christophers- Residential,St Christophers Fellowship,"£319,200.00",,04/07/2013,30/06/2014,30/05/2014,03/10/2013,ITT,
5000005675,Child Placement,Children's Services,Child Placement,Wilderness Experience Ltd,"£81,000.00",,08/08/2013,30/06/2014,,03/10/2013,ITT,
5000005487,Child Placement,Children's Services,Child Placement- Awaiting contract,Oak Tree Care Services Ltd (CS),"£29,750.00",,01/08/2013,30/06/2014,,03/10/2013,ITT,
5000005419,Playscheme  Short breaks  (CS),Children's Services,Short breaks for disabled children and young people - SENN,Action for Kids,"£30,100.00",,01/04/2013,30/06/2014,31/03/2014,03/10/2013,ITT,
5000005392,Gls Educational Supplies Ltd   (CS),Children's Services,Gls Educational Supplies Ltd   (CS),Gls Educational,"£10,725.00",,01/04/2013,30/06/2014,,03/10/2013,ITT,
5000005357,London Care Placements,Children's Services,London Care Placements,Foster Care Associates,"£417,528.00",,01/04/2010,30/06/2014,,03/10/2013,ITT,
5000005338,Fostering advertising (CS),Children's Services,Fostering advertising (CS),Newsquest (London),"£10,000.00",,01/04/2013,30/06/2014,,03/10/2013,ITT,
5000005336,NCER Core Package (CS) (Non-procurement),Children's Services,Non- Procurement,National Consortium for Examination (NCER),"£14,969.48",,03/07/2013,30/06/2014,,03/10/2013,ITT,
5000005330,Short Breaks Spot Purch 12-13 (CS),Children's Services,SEN Outreach Service- Awaiting signed contract,Mapledown School,"£60,000.00",,01/04/2013,30/06/2014,30/06/2013,03/10/2013,ITT,
5000005240,Daytime activity(SHORT BREAKS TEAM ONLY),Children's Services,Short breaks for disabled children and young people,Resources For Autism,"£150,903.00",,01/04/2013,30/06/2014,31/03/2014,03/10/2013,ITT,
5000005116,CommUNITY Barnet  (CS),Children's Services,"Engaging the voluntary and community sector in strategic planning and delivery of services to CYP. Final Invoice for last year, authorised by Head of Procurement Kevin Bates. See email in repository. Awaiting extension document.",Community Barnet,"£116,550.00",,01/04/2013,30/06/2014,30/05/2014,03/10/2013,ITT,
5000005104,Askews & Holts Library Serv Ltd (CS),Children's Services,Libraries framework,Askews & Holts,"£730,000.00",,22/05/2013,30/05/2014,30/05/2014,02/09/2013,ITT,
5000005103,Bertram Library Services (CS),Children's Services,Bertram Library Services (CS),Bertram Library,"£44,000.00",,22/05/2013,30/06/2014,30/05/2014,03/10/2013,ITT,
5000005090,Secure Unit (CS) (Non-Procurement),Children's Services,Not a Procurement - Court Ordered Placements. Authorisation required due to value (spot purchasing),Youth Justice Board,"£376,000.00",,20/05/2013,30/06/2014,30/05/2014,03/10/2013,ITT,
5000005074,Children's Home (CS),Children's Services,Child Placement - LCP,Adeza Care Homes Ltd,"£229,500.00",,13/05/2013,30/06/2014,30/05/2014,03/10/2013,ITT,
5000004884,Child Placement,Children's Services,Child Placement,The Serendipity Centre Ltd,"£234,302.00",,10/03/2013,30/06/2014,30/05/2014,03/10/2013,ITT,
5000004851,Child Placement  (CS),Children's Services,Child Placement - LCP,Igleside Childrens Home Ltd,"£159,342.14",,10/04/2013,30/06/2014,30/05/2014,03/10/2013,ITT,
5000004850,Child Placement   (CS),Children's Services,Child Placement - LCP/ No contract on file as contract has not been requested due to placement team chasing provider for pricing schedule.,Tumblewood Project,"£202,500.00",,10/04/2013,30/06/2014,30/05/2014,03/10/2013,ITT,
5000004716,Care Work,Children's Services,Software licence,Careworks Limited,"£36,000.00",,01/04/2011,30/06/2014,30/05/2014,03/10/2013,ITT,
5000004470,Child Placement,Children's Services,Child Placement,Care Afloat,"£323,000.00",,22/01/2013,30/06/2014,30/05/2014,03/10/2013,ITT,
5000004417,Residential Children's Home,Children's Services, Placement of children in care - therapeutic residential home with education,Heartwood Residential Services,"£358,800.00",,01/04/2012,30/06/2014,30/05/2014,03/10/2013,ITT,
5000004303,Child Placement,Children's Services,Child Placement,Advanced Childcare Ltd,"£205,400.00",,22/11/2012,30/06/2014,30/05/2014,03/10/2013,ITT,
5000004300,Social Care (Amegreen Children),Children's Services,Social Care (Amegreen Children),Amegreen Childrens Services (Barn Owl),"£151,155.00",,22/11/2012,30/06/2014,30/05/2014,03/10/2013,ITT,
5000004297,Residential Children's Home,Children's Services, Placement of children in care - therapeutic residential home with education,Prestige Adolescent Care & Education Ltd,"£257,400.00",,01/04/2012,30/06/2014,30/05/2014,03/10/2013,ITT,
5000004284,Care Placements Contract,Children's Services,Placement of children in care,The Adolescent and Children's Trust,"£106,253.00",,01/04/2010,30/06/2014,30/05/2014,03/10/2013,ITT,
5000004155,Social Care (Caldecott Foundation),Children's Services,Placement of Children in care.,The Caldecott Foundation,"£746,478.00",,01/04/2010,30/06/2014,30/05/2014,03/10/2013,ITT,
5000002775,Child Placement,Children's Services,Child Placement,Foster Care UK,"£108,441.00",,01/04/2013,30/06/2014,30/05/2014,03/10/2013,ITT,
5000002765,Social Care,Children's Services,Social Care,Kindercare Fostering Limited,"£70,779.00",,22/11/2012,30/06/2014,30/05/2014,03/10/2013,ITT,
5000002741,Care Placements Contract,Children's Services,Placement of children in care,Chrysalis Care Limited,"£136,929.00",,01/04/2010,30/06/2014,30/05/2014,03/10/2013,ITT,
5000002693,PCT Speech & Language Therapy Sla (non-procurement),Children's Services,SLA for a service to schools and group and /or individual therapy for specific pupils,Central London Community Healthcare Nhs Trust,,,01/04/2012,30/06/2014,30/05/2014,03/10/2013,ITT,
5000002690,Sally Wright Associates,Children's Services,Special Educational Needs Placement.,Sally Wright,"£24,425.00",,01/04/2013,30/06/2014,30/05/2014,03/10/2013,ITT,
5000002642,Safe Start Foyer,Children's Services,24 bed Youth homelessness provision ,Safe Start Foundation,"£631,200.00",,01/04/2012,30/06/2014,30/05/2014,03/10/2013,ITT,
5000002635,Social Care (Neo Properties),Children's Services,16+ Providers,Neo Properties,"£232,119.70",,22/11/2012,30/06/2014,30/05/2014,03/10/2013,ITT,
5000002632,Social Care (Themi Care Ltd),Children's Services,Provision of Semi independent accommodation,Themi Care Ltd,"£355,491.10",,22/11/2012,30/06/2014,31/03/2014,03/10/2013,ITT,
5000002588,Care Placements Contract,Children's Services,Placement of Children in care.,Time For Children Ltd,"£73,000.00",,01/04/2010,30/06/2014,,03/10/2013,ITT,
5000002567,Special Educational Needs Placement,Children's Services,Special Educational Needs Placement.,Heath Farm Family Services ( The Old School),"£112,825.61",,22/11/2012,30/06/2014,30/05/2014,03/10/2013,ITT,
5000002556,Child Placement ,Children's Services,Child Placement,Child First Fostering,"£217,995.00",,01/04/2013,30/06/2014,30/05/2014,03/10/2013,ITT,
5000002546,Care Placements Contract,Children's Services,Care Placements Contract,Arnfield Care Limited,"£181,701.99",,01/04/2010,30/06/2014,30/05/2014,03/10/2013,ITT,
5000000755,Child Placement,Children's Services,"Contract Extension Currently with legal, Variation of £65844.00 requested to cover current placement with the provider.",Park Lane residential Home,"£328,589.31",,01/04/2012,30/06/2014,30/05/2014,03/10/2013,ITT,
5000000599,Child Placement ,Children's Services,Child Placement ,Benjamin UK,"£607,963.00",,01/04/2013,30/06/2014,30/05/2014,03/10/2013,ITT,
5000000441,Care Placements Contract,Children's Services,Placement of Children in care.,Bramley Care Ltd/ Apple Orchard,"£416,000.00",,01/04/2010,30/06/2014,30/05/2014,03/10/2013,ITT,
5000000335,Temp Accommodation,Children's Services,Temp Accommodation,LCS Partnerships Ltd,"£312,584.00",,03/10/2013,30/06/2014,30/05/2014,03/10/2013,ITT,
5000002575,Care Placements Contract,Children's Services,Placement of Children in care.,Lioncare Limited,"£173,531.47",,01/04/2010,30/06/2014,,03/10/2013,ITT,
5000002545,Care Placements Contract,Children's Services,Placement of Children in care.,Archway Care Ltd,"£124,989.74",,01/04/2010,30/06/2014,,03/10/2013,ITT,
5000002550,Care Placements Contract,Children's Services,Placement of Children in care.,Beacon Lodge Charitable Trust,"£212,511.75",,01/04/2010,30/06/2014,,03/10/2013,ITT,
5000005420,Creative arts   Short Breaks  (CS),Children's Services,Short breaks for disabled children and young people,Community Focus,"£32,200.00",,01/04/2013,31/03/2014,31/03/2014,04/07/2013,ITT,
5000005406,Social Care Placement  (CS),Children's Services,Family Placement ,Jamma Umoja,"£103,350.00",,10/07/2013,31/03/2014,,04/07/2013,ITT,
5000005366,London Care Placements  (CS),Children's Services,Child Placement - LCP,Sankofa Care Ltd,"£46,800.00",,01/04/2013,31/03/2014,31/03/2014,04/07/2013,ITT,
5000005285,Kosher meat  ,Children's Services,Kosher Meat Provider,Eckstein's,"£65,000.00",,01/04/2013,30/07/2014,30/09/2013,02/11/2013,ITT,
5000005239,Daytime activity(SHORT BREAKS TEAM ONLY),Children's Services,Daytime activity(SHORT BREAKS TEAM ONLY),Norwood Ravenswood,"£53,211.00",,01/04/2013,31/03/2014,,04/07/2013,ITT,
5000005236,Short Breaks Team ONLY (CS),Children's Services,One SLA covers Tracker project and Children centre service,Oakleigh School,"£50,000.00",,01/04/2013,31/03/2014,31/03/2014,04/07/2013,ITT,
5000005154,Kosher groceries  ,Children's Services,Kosher Groceries for schools,Hatov Distribution,"£44,000.00",,01/04/2013,31/07/2014,,03/11/2013,ITT,
5000002684,Special Educational Needs Placement,Children's Services,Special Educational Needs Placement.,Tavistock And Portman Nhs Foundation Trust,"£382,950.00",,22/11/2012,31/03/2014,,04/07/2013,ITT,
5000002609,Frozen Foods For Catering Services,Children's Services,"CRC has been cleared, awaiting documents from Daniel Bailey.",Hopwells,"£3,100,000.00",,01/08/2011,29/07/2014,,01/11/2013,ITT,
5000002541,Camhs,Children's Services,Child & Adolescent Mental Health Services.,Barnet Enfield & Haringey,"£943,000.00",,01/04/2012,03/06/2013,,06/09/2012,ITT,
5000000770,Domestic Violence Refuge,Children's Services,Refuge for Domestic Violence victims,Solace Women's Aid,"£564,075.00",,01/04/2012,31/03/2014,,04/07/2013,ITT,
5000000241,Care Placements Contract,Children's Services,Placement of children in care,Turning Point Care Ltd,"£26,320.00",,18/10/2012,31/03/2014,,04/07/2013,ITT,
5000005801,Child Placement,Children's Services,Child Placement,Allison Lodge Ltd,"£29,750.00",,05/09/2013,31/03/2014,,04/07/2013,ITT,
5000005889,Stonegrove Childrens Centre,Children's Services,Stonegrove Childrens Centre,Barnet Pre School Learning Alliance,"£293,040.00",,01/04/2013,01/04/2014,,05/07/2013,ITT,
5000005805,Family Nurse Partnership,Children's Services,Provision of Family Nurses in partnership with the CLCH - awaiting contract,Central London Community Healthcare,"£150,000.00",,08/06/2012,31/03/2014,,04/07/2013,ITT,
5000004361,Therapeutic Service,Children's Services,Therapeutic Service,Binoh ,"£90,725.00",,11/12/2012,09/05/2014,,12/08/2013,ITT,
5000005368,Individual Foster Carers,Children's Services,Individual foster carers,Litsa Davies,"£59,400.00",,01/01/2013,31/03/2015,,04/07/2014,ITT,
5000005243,Family Group Conferences,Children's Services,Provision of Family Group Conferences,Forward 4 Families,"£180,000.00",,23/01/2012,31/03/2016,,05/07/2015,ITT,
Non,Ldd (Learning Difficulties And Disabilities),Children's Services,"To provide information, advice and guidance for young people with LDD (Learning Difficulties and Disabilities)",Prospects,"£748,471.00",,02/07/2012,30/06/2015,,03/10/2014,ITT,
5000000316,Improve English Ltd,Children's Services,Improve English Ltd,Improve English Ltd,"£20,000.00",,24/02/2012,31/03/2016,,05/07/2015,ITT,
5000000630,Social Care   (Active 8 Care Ltd),Children's Services,Social Care   (Active 8 Care Ltd),Active 8 Care Ltd,"£80,171.00",,22/11/2012,21/11/2014,,24/02/2014,ITT,
5000002630,Social Care   (Step Up Social Care Serv),Children's Services,Social Care   (Step Up Social Care Serv),Step Up Social Care Services,"£58,160.00",,22/11/2012,21/11/2014,,24/02/2014,ITT,
5000002723,SEN   (Abingdon House School),Children's Services,SEN   (Abingdon House School),Abingdon House School,"£161,171.00",,22/11/2012,21/11/2014,,24/02/2014,ITT,
5000002726,SEN  (The Moat School),Children's Services,SEN  (The Moat School),The Moat School,"£73,525.00",,22/11/2012,21/11/2014,,24/02/2014,ITT,
5000003298,Westminster Education Forum (CS),Children's Services,Westminster Education Forum (CS),Westminster Education Forum,"£10,000.00",,01/04/2012,31/03/2016,,05/07/2015,ITT,
5000003302,SEN    (Pardes House Grammar Sch),Children's Services,SEN    (Pardes House Grammar Sch),The Pardes House Grammar School,"£24,891.00",,22/11/2012,21/11/2014,,24/02/2014,ITT,
5000003673,Music Therapy (Childrens),Children's Services,Music Therapy (Childrens),Mapledown School,"£10,000.00",,17/07/2012,31/03/2016,,05/07/2015,ITT,
5000003906,Positive Activities (Childrens),Children's Services,Positive Activities (Childrens),Phoenix Canoe Club Limited,"£10,000.00",,15/08/2012,31/03/2016,,05/07/2015,ITT,
5000003908,Positive Activities (Childrens),Children's Services,Positive Activities (Childrens),London Academy,"£10,000.00",,15/08/2012,31/03/2016,,05/07/2015,ITT,
5000003909,Positive Activiities  (Childrens),Children's Services,Positive Activiities  (Childrens),Whitefield School Academy Trust Co.,"£10,000.00",,15/08/2012,31/03/2016,,05/07/2015,ITT,
5000003911,Outings&Holidays    (CS),Children's Services,Outings&Holidays    (CS),Danegrove School,"£19,495.00",,16/08/2012,31/03/2016,,05/07/2015,ITT,
5000004001,LegalServices&Costs (Childrens),Children's Services,LegalServices&Costs (Childrens),Carter Brown Associates Ltd:,"£10,000.00",,05/09/2012,31/03/2016,,05/07/2015,ITT,
5000004035,Cons-Other Prof  (CS),Children's Services,Cons-Other Prof  (CS),Barnfield School,"£10,000.00",,17/09/2012,31/03/2016,,05/07/2015,ITT,
5000004036,Cons - Other Prof  (CS),Children's Services,Cons - Other Prof  (CS),Mapledown School,"£15,000.00",,17/09/2012,31/03/2016,,05/07/2015,ITT,
5000004077,Social Care  (Lancashire C C ),Children's Services,Social Care  (Lancashire C C ),Lancashire County Council,"£26,963.23",,22/11/2012,21/11/2014,,24/02/2014,ITT,
5000004081,Consult-Other Prof  (CS),Children's Services,Consult-Other Prof  (CS),Meral Mehmet Ltd,"£20,000.00",,02/10/2012,31/03/2016,,05/07/2015,ITT,
5000004145,Cleaning Serv   (CS),Children's Services,Cleaning Serv   (CS),Rainbow Cleaning Ltd,"£22,000.00",,18/10/2012,31/03/2016,,05/07/2015,ITT,
5000004232,Hire of Venue  (CS),Children's Services,Hire of Venue  (CS),Dollis Junior School,"£15,000.00",,13/11/2012,31/03/2016,,05/07/2015,ITT,
5000004234,Soc Serv Indv Care Payments (CS),Children's Services,Soc Serv Indv Care Payments (CS),Northway School,"£10,000.00",,13/11/2012,31/03/2016,,05/07/2015,ITT,
5000004244,Leisure & Sports (CS),Children's Services,Leisure & Sports (CS),Studio Seven,"£22,000.00",,15/11/2012,31/03/2016,,05/07/2015,ITT,
5000004275,Social Care (Stone Lodge Hotels),Children's Services,Social Care (Stone Lodge Hotels),Stone Lodge Hotels,"£67,176.00",,22/11/2012,21/11/2014,,24/02/2014,ITT,
5000004292,Social Care   (L B Hackney),Children's Services,Social Care   (L B Hackney),London Borough of Hackney,"£73,016.00",,22/11/2012,21/11/2014,,24/02/2014,ITT,
5000004294,Social Care (Cornerstone Care Homes Ltd),Children's Services,Social Care (Cornerstone Care Homes Ltd),Cornerstone Care Homes Ltd:,"£293,071.00",,22/11/2012,21/11/2014,,24/02/2014,ITT,
5000004327,Legal Costs & Serv  (CS),Children's Services,Legal Costs & Serv  (CS),EAD Solicitors,"£24,000.00",,30/11/2012,31/03/2016,,05/07/2015,ITT,
5000004338,Child Placement  (CS),Children's Services,Child Placement  (CS),Ryancare Fostering,"£20,000.00",,03/12/2012,31/03/2016,,05/07/2015,ITT,
5000004340,Soc Serv Ind Care Pymnts  (CS),Children's Services,Soc Serv Ind Care Pymnts  (CS),Catherine Devereux-Evans,"£15,000.00",,03/12/2012,31/03/2016,,05/07/2015,ITT,
5000004347,Independent Social Worker  (CS),Children's Services,Independent Social Worker  (CS),Steve Brown,"£37,752.00",,07/12/2012,03/07/2015,,06/10/2014,ITT,
5000004681,Consult Other Prof  (CS),Children's Services,Consult Other Prof  (CS),Barnet Education Arts Trust,"£24,000.00",,11/03/2013,31/03/2016,,05/07/2015,ITT,
