Property Reference,Account Holder 1,Account Holder 2,Liability Start Date,Property Name 1,Property Name 2,Property Address 1,Property Address 2,Property Address 3,Property Address 4,Post Code,Billing Address 1,Billing Address 2,Billing Address 3,Billing Address 4, Charged Amount ,Rateable Value,Property Description,Charity Relief,Discretionary,Rural Relief,Discretionary ,Mandatory,Small Business Rate Relief,Exemption,Empty Relief
31285300130151,FRABAR LIMITED                  ,                                ,12.12.2008               ,T0260 1341 RMBC                 ,                                ,MILLER STREET                      ,HEYWOOD                            ,LANCASHIRE                      ,                                ,OL10 4NH,166 BURY AND ROCHDALE OLD ROAD     ,HEYWOOD                            ,                                ,                                , �-   ,1800,CAR PARK AND PREMISES                                       ,      ,0,      ,0,0,      ,Y     ,Y     
31291600010089,ROBERT SCOTT & SONS LTD         ,                                ,01.04.2005               ,MILLERSBROOK MILL               ,                                ,MILLER STREET                      ,HEYWOOD                            ,LANCASHIRE                      ,                                ,OL10 4HJ,OAKVIEW MILLS                      ,GREENFIELD                         ,OLDHAM LANCASHIRE               ,                                ," �57,155.00 ",115000,FACTORY AND PREMISES                                        ,      ,0,      ,0,0,      ,      ,      
31306500160097,CAR 2000 (HEYWOOD) LLP          ,                                ,01.04.2008               ,UNIT 16                         ,                                ,MISSION STREET                     ,HEYWOOD                            ,LANCASHIRE                      ,                                ,OL10 1HY,UNIT 16                            ,MISSION STREET                     ,HEYWOOD LANCASHIRE              ,                                , �-   ,1275,OFFICES AND PREMISES                                        ,      ,0,      ,0,0,Y     ,      ,      
31315295456624,SCAR TOP PINE VILLAGE LTD       ,                                ,01.04.2005               ,UNIT 1 SPRING MILL              ,                                ,BURY OLD ROAD                      ,HEYWOOD                            ,LANCASHIRE                      ,                                ,OL10 3NT,UNIT 1 SPRING MILL                 ,BURY OLD ROAD                      ,HEYWOOD LANCASHIRE              ,                                ," �31,311.00 ",63000,SHOWROOM AND PREMISES                                       ,      ,0,      ,0,0,      ,      ,      
31315296024208,PROLINE CABINETS LTD            ,                                ,23.02.2007               ,UNIT 7 SPRING MILL              ,                                ,MOOR STREET                        ,HEYWOOD                            ,LANCASHIRE                      ,                                ,OL10 3DD,UNIT 7 SPRING MILL                 ,MOOR STREET                        ,HEYWOOD LANCASHIRE              ,                                ," �13,543.25 ",27250,WORKSHOP AND PREMISES                                       ,      ,0,      ,0,0,      ,      ,      
31315298414095,MOBILE BROADBAND NETWORK LTD    ,                                ,26.10.2009               ,T MOBILE SITE REF 56800 ON      ,SITE OF VICTORY WORKS           ,MOOR STREET                        ,HEYWOOD                            ,                                ,                                ,OL10 3DD,GVA GRIMLEY BUSINESS RATES         ,PO BOX 6079                        ,WOLVERHAMPTON                   ,                                ," �5,566.00 ",11500,COMMUNICATION STATION AND PREMISES                          ,      ,0,      ,0,0,      ,      ,      
31315298505052,TIMBERFORM NORTH WEST LTD       ,                                ,05.07.2010               ,UNIT 8 SPRING MILL              ,                                ,MOOR STREET                        ,HEYWOOD                            ,LANCASHIRE                      ,                                ,OL10 3DD,UNIT 8 SPRING MILL                 ,MOOR STREET                        ,HEYWOOD LANCASHIRE              ,                                ," �10,561.25 ",21250,WORKSHOP AND PREMISES                                       ,      ,0,      ,0,0,      ,      ,      
31315299173931,D M HORSEBOXES LIMITED          ,                                ,31.03.2013               ,UNIT 3 SPRING MILL              ,                                ,MOOR STREET                        ,HEYWOOD                            ,                                ,                                ,OL10 3DD,WOODLANDS                          ,BUCKLEY LANE                       ,PRESTWICH                       ,                                ," �1,895.05 ",8700,WORKSHOP AND PREMISES                                       ,      ,0,      ,0,0,Y     ,      ,      
31315299173946,PAUL TAYLOR CABINET MAKERS LTD  ,                                ,10.05.2013               ,UNIT 4 SPRING MILL              ,                                ,MOOR STREET                        ,HEYWOOD                            ,                                ,                                ,OL10 3DD,                                   ,                                   ,                                ,                                ," �2,475.91 ",9300,WORKSHOP AND PREMISES                                       ,      ,0,      ,0,0,Y     ,      ,      
31339621998334,BAERLOCHER UK LTD               ,                                ,01.04.2005               ,BAERLOCHER UK LTD               ,                                ,MOSS HALL ROAD                     ,BURY                               ,LANCASHIRE                      ,                                ,BL9 7JB ,BAERLOCHER UK LTD                  ,MOSS HALL ROAD                     ,BURY LANCASHIRE                 ,                                ," �89,460.00 ",180000,FACTORY AND PREMISES                                        ,      ,0,      ,0,0,      ,      ,      
31339641958295,ROCHDALE MBC                    ,                                ,01.04.2005               ,T1011 1341 ROCHDALE MBC         ,                                ,MOSS HALL ROAD                     ,HEYWOOD                            ,LANCASHIRE                      ,                                ,OL10 2RE,NUMBER ONE RIVERSIDE               ,ROCHDALE                           ,                                ,                                ," �3,097.60 ",6400,LAND USED FOR STORAGE AND PREMISES                          ,      ,0,      ,0,0,      ,      ,      
31339691754239,WESSEX EAGLE LTD                ,                                ,18.06.2012               ,                                ,                                ,EAGLE PLANT HIRE LTD               ,QUEST PARK                         ,MOSS HALL ROAD                  ,BURY                            ,BL9 7JJ ,BEECHING CLOSE                     ,CHARD                              ,SOMERSET                        ,                                ," �12,549.25 ",25250,Workshop and Premises                                       ,      ,0,      ,0,0,      ,      ,      
31339692669048,FAC365 LIMITED                  ,                                ,26.10.2015               ,UNIT 5 QUEST PARK               ,                                ,MOSS HALL ROAD                     ,BURY                               ,LANCS                           ,                                ,BL9 7JJ ,UNIT 5 QUEST PARK                  ,MOSS HALL ROAD                     ,HEYWOOD                         ,                                ," �9,691.50 ",19500,WORKSHOP AND PREMISES                                       ,      ,0,      ,0,0,      ,      ,      
31339692923690,SHADES LTD                      ,                                ,26.07.2011               ,UNIT 4 QUEST PARK               ,                                ,MOSS HALL ROAD                     ,BURY                               ,LANCS                           ,                                ,BL9 7JJ ,                                   ,                                   ,                                ,                                ," �9,691.50 ",19500,WORKSHOP AND PREMISES                                       ,      ,0,      ,0,0,      ,      ,      
31339693252011,NOBEL FIRE SYSTEMS LTD          ,                                ,01.08.2013               ,UNIT 7 QUEST PARK               ,                                ,MOSS HALL ROAD                     ,BURY                               ,LANCS                           ,                                ,BL9 7JJ ,                                   ,                                   ,                                ,                                ," �13,294.75 ",26750,WORKSHOP AND PREMISES                                       ,      ,0,      ,0,0,      ,      ,      
31339694295026,SPEAKMANS CONSTRUCTION LTD      ,                                ,09.02.2011               ,UNIT 8 QUEST PARK               ,                                ,MOSS HALL ROAD                     ,BURY                               ,LANCS                           ,                                ,BL9 7JJ ,                                   ,                                   ,                                ,                                ," �6,776.00 ",14000,WORKSHOP AND PREMISES                                       ,      ,0,      ,0,0,Y     ,      ,      
31339694429254,AAF COMPONENTS LTD              ,                                ,01.02.2009               ,UNIT 6                          ,QUEST PARK                      ,MOSS HALL ROAD                     ,BURY                               ,LANCS                           ,                                ,BL9 7JJ ,UNIT 6                             ,QUEST PARK MOSS HALL ROAD          ,BURY LANCS                      ,                                ," �13,667.50 ",27500,WORKSHOP AND PREMISES                                       ,      ,0,      ,0,0,      ,      ,      
31339695616200,ALAN PROVISOR LTD               ,                                ,08.11.2012               ,UNIT 9 QUEST PARK               ,                                ,MOSS HALL ROAD                     ,BURY                               ,LANCS                           ,                                ,BL9 7JJ ,                                   ,                                   ,                                ,                                ," �9,318.75 ",18750,WORKSHOP AND PREMISES                                       ,      ,0,      ,0,0,      ,      ,      
31339697097764,FOWLER WELCH COOLCHAIN LTD      ,                                ,28.05.2010               ,NEXT DISTRIBUTION CENTRE UNIT   ,M7 MULBERRY                     ,HEYWOOD DISTRIBUTION PARK          ,HEYWOOD                            ,LANCS                           ,                                ,OL10 2TR,WEST MARSH ROAD                    ,SPALDING                           ,LINCOLNSHIRE                    ,                                ," �690,830.00 ",1390000,WAREHOUSE AND PREMISES                                      ,      ,0,      ,0,0,      ,      ,      
31339697291826,LAB M LTD                       ,                                ,31.10.2013               ,UNIT 3 QUEST PARK               ,                                ,MOSS HALL ROAD                     ,BURY                               ,LANCS                           ,                                ,BL9 7JJ ,PARKWAY HOUSE                      ,MOSS HALL ROAD                     ,BURY                            ,                                ," �9,691.50 ",19500,WORKSHOP AND PREMISES                                       ,      ,0,      ,0,0,      ,      ,      
31339697595228,SEVEN SEAS WORLDWIDE LTD        ,                                ,25.04.2014               ,UNIT 10 QUEST PARK              ,                                ,MOSS HALL ROAD                     ,BURY                               ,LANCS                           ,                                ,BL9 7JJ ,PADDOCK COTTAGE                    ,HYTHE ROAD                         ,"SMEETH, ASHFORD                 ",KENT                            ," �11,803.75 ",23750,WORKSHOP AND PREMISES                                       ,      ,0,      ,0,0,      ,      ,      
31339699324572,LAB M LTD                       ,                                ,18.06.2012               ,                                ,                                ,LAB M PARKWAY HOUSE                ,QUEST PARK                         ,MOSS HALL ROAD                  ,BURY                            ,BL9 7JJ ,                                   ,                                   ,                                ,                                ," �29,571.50 ",59500,WAREHOUSE AND PREMISES                                      ,      ,0,      ,0,0,      ,      ,      
31369200020055,CRIMBLE CROFT COMM              ,ASSOC                           ,01.04.2005               ,HEYWOOD EAST COMMUNITY CENTRE   ,                                ,ASPINALL STREET                    ,HEYWOOD                            ,LANCASHIRE                      ,                                ,OL10 4HN,HEYWOOD EAST COMMUNITY CENTRE      ,ASPINALL STREET                    ,HEYWOOD LANCASHIRE              ,                                , �646.10 ,6500,COMMUNITY CENTRE AND PREMISES                               ,Y     ,0,      ,0,0,      ,      ,      
31369298271728,SK7 LTD                         ,                                ,12.08.2014               ,                                ,                                ,MUTUAL MILL NO 1                   ,ASPINALL STREET                    ,HEYWOOD                         ,                                ,OL10 4HT,SHERWOOD HOUSE                     ,MUTUAL MILLS                       ,ASPINALL STREET                 ,HEYWOOD                         ," �33,547.50 ",67500,Factory and Premises                                        ,      ,0,      ,0,0,      ,      ,      
31369299162791,MUTUAL MILLS LTD                ,                                ,01.04.2005               ,MILL NO 3 MUTUAL MILLS          ,                                ,ASPINALL STREET                    ,HEYWOOD                            ,LANCASHIRE                      ,                                ,OL10 4HT,MILL NO 3 MUTUAL MILLS             ,ASPINALL STREET                    ,HEYWOOD LANCASHIRE              ,                                ," �39,511.50 ",79500,MILL AND PREMISES                                           ,      ,0,      ,0,0,      ,      ,      
31369299162804,ADELAIDE ENGINEERING CO         ,LIMITED                         ,01.04.2005               ,PT NO 4 MUTUAL MILLS            ,                                ,ASPINALL STREET                    ,HEYWOOD                            ,LANCASHIRE                      ,                                ,OL10 4HR,PT NO 4 MUTUAL MILLS               ,ASPINALL STREET                    ,HEYWOOD LANCASHIRE              ,                                ," �22,365.00 ",45000,WORKSHOP AND PREMISES                                       ,      ,0,      ,0,0,      ,      ,      
3136929916819B     ,TRUSTEES OF THE SHERWOOD        ,AGENCIES PENSION FUND           ,12.08.2014               ,                                ,                                ,MUTUAL MILL NO 2                   ,ASPINALL STREET                    ,HEYWOOD                         ,                                ,OL10 4HT,SHERWOD HOUSE                      ,MUTUAL MILL ASPINALL STREET        ,HEYWOOD                         ,                                , �-   ,71500,Factory and Premises                                        ,      ,0,      ,0,0,      ,Y     ,Y     
31369299180037,ADELAIDE ENGINEERING CO LTD     ,                                ,01.04.2005               ,PT NO 4 MILL MUTUAL MILLS       ,                                ,ASPINALL STREET                    ,HEYWOOD                            ,LANCASHIRE                      ,                                ,OL10 4HR,PT NO 4 MUTUAL MILLS               ,ASPINALL STREET                    ,HEYWOOD LANCASHIRE              ,                                , �-   ,8600,WORKSHOP AND PREMISES                                       ,      ,0,      ,0,0,      ,Y     ,Y     
31388200020059,K D TAVERN LTD                  ,                                ,28.02.2012               ,GARDENERS ARMS                  ,                                ,MANCHESTER ROAD                    ,HEYWOOD                            ,LANCASHIRE                      ,                                ,OL10 2QD,                                   ,                                   ,                                ,                                ," �9,070.25 ",18250,PUBLIC HOUSE AND PREMISES                                   ,      ,0,      ,0,0,      ,      ,      
31388200030027,BANNER VAN HIRE LTD             ,                                ,01.04.2012               ,BIRCH GARAGE                    ,                                ,MANCHESTER ROAD                    ,HEYWOOD                            ,LANCASHIRE                      ,                                ,OL10 2QD,                                   ,                                   ,                                ,                                ," �6,776.00 ",14000,VEHICLE REPAIR WORKSHOP AND PREMISES                        ,      ,0,      ,0,0,      ,      ,      
31388200060041,KEN JOHNSON & CO                ,                                ,01.04.2005               ,UNIT 3 BIRCH GARAGE             ,                                ,MANCHESTER ROAD                    ,HEYWOOD                            ,LANCASHIRE                      ,                                ,OL10 2QD,UNIT 3                             ,BIRCH GARAGE MANCHESTER ROAD       ,HEYWOOD                         ,                                , �-   ,4600,VEHICLE REPAIR WORKSHOP AND PREMISES                        ,      ,0,      ,0,0,Y     ,      ,      
31388299172123,TFS DESIGN LTD                  ,                                ,15.03.2010               ,COMMERCIAL & INDUSTRIAL         ,BUILDIG LTD                     ,R/O BIRCH GARAGE MANCHESTER ROAD   ,HEYWOOD                            ,LANCASHIRE                      ,                                ,OL10 2QD,PO BOX 112                         ,HEYWOOD                            ,LANCASHIRE                      ,                                , �-   ,5700,LAND USED FOR STORAGE AND PREMISES                          ,      ,0,      ,0,0,Y     ,      ,      
31402X00600081     ,SIDDALL MOOR SPORTS COLLEGE     ,                                ,01.04.2005               ,SIDDALL MOOR HIGH SCHOOL        ,                                ,NEWHOUSE ROAD                      ,HEYWOOD                            ,LANCASHIRE                      ,                                ,OL10 2NR,NEWHOUSE ROAD                      ,HEYWOOD LANCASHIRE                 ,                                ,                                ," �139,160.00 ",280000,SCHOOL AND PREMISES                                         ,      ,0,      ,0,0,      ,      ,      
31468199144704,ALL SOULS PRIMARY SCHOOL        ,                                ,01.04.2005               ,ALL SOULS PRIMARY SCHOOL        ,                                ,RYE STREET                         ,HEYWOOD                            ,LANCASHIRE                      ,                                ,OL10 4DF,ALL SOULS PRIMARY SCHOOL           ,RYE STREET                         ,HEYWOOD LANCASHIRE              ,                                ," �22,489.25 ",45250,SCHOOL AND PREMISES                                         ,      ,0,      ,0,0,      ,      ,      
31486695252547,DAMIR INTERIORS LTD             ,                                ,01.06.2014               ,                                ,                                ,UNIT 5                             ,REAR PARK WORKS                    ,RIVER STREET                    ,HEYWOOD                         ,OL10 4AB,                                   ,                                   ,                                ,                                , �319.44 ,6600,Workshop and Premises                                       ,      ,0,      ,0,0,Y     ,      ,      
31486696830534,PAD PRINTERS LIMITED            ,                                ,08.08.2013               ,                                ,                                ,FRONT PARK WORKS                   ,RIVER STREET                       ,HEYWOOD                         ,LANCASHIRE                      ,OL10 4AB,                                   ,                                   ,                                ,                                ," �22,116.50 ",44500,Workshop and Premises                                       ,      ,0,      ,0,0,      ,      ,      
31486698566321,THE ACHILLES PENSION SCHEME     ,                                ,01.06.2014               ,                                ,                                ,REAR PARK WORKS                    ,RIVER STREET                       ,HEYWOOD                         ,                                ,OL10 4AB,                                   ,                                   ,                                ,                                , �-   ,0,building undergoing works                                   ,      ,0,      ,0,0,      ,Y     ,Y     
31504300140044,PREMIER STORES LTD              ,                                ,01.04.2007               ,                                ,                                ,51A PEEL LANE                      ,HEYWOOD                            ,                                ,                                ,OL10 4TP,51A                                ,PEEL LANE                          ,HEYWOOD                         ,                                , �152.46 ,6300,SHOP AND PREMISES                                           ,      ,0,      ,0,0,Y     ,      ,      
3150430035000A     ,SAMUEL SMITH OLD BREWERY        ,                                ,01.04.2005               ,GRAPES INN                      ,                                ,PEEL LANE                          ,HEYWOOD                            ,LANCASHIRE                      ,                                ,OL10 4PR,FAO MR M DAWSON                    ,THE OLD BREWERY                    ,TADCASTER NORTH YORKSHIRE       ,                                ," �2,710.40 ",5600,PUBLIC HOUSE AND PREMISES                                   ,      ,0,      ,0,0,      ,      ,      
31507800005245,BACK O'TH MOSS COMM CENTRE      ,ASSOC                           ,01.04.2005               ,                                ,                                ,52 PEEL LANE                       ,HEYWOOD                            ,LANCASHIRE                      ,                                ,OL10 4TU,52 PEEL LANE                       ,HEYWOOD LANCASHIRE                 ,                                ,                                , �-   ,7200,COMMUNITY CENTRE AND PREMISES                               ,Y     ,100,      ,0,0,Y     ,      ,      
31513099155585,THE VILLAGE MEDICAL CENTRE      ,                                ,01.04.2014               ,THE VILLAGE MEDICAL CENTRE      ,                                ,PEEL STREET                        ,LITTLEBOROUGH                      ,LANCASHIRE                      ,                                ,OL15 8AQ,                                   ,                                   ,                                ,                                ," �12,176.50 ",24500,SURGERY AND PREMISES                                        ,      ,0,      ,0,0,      ,      ,      
31516596899447,E HEYWOOD T/A MARCROFT          ,RIDING  SCHOOL                  ,01.04.2005               ,MARCROFT RIDING SCHOOL          ,                                ,BIRTLE ROAD                        ,BURY                               ,LANCS                           ,                                ,BL9 6UR ,MARCROFT RIDING SCHOOL             ,BIRTLE ROAD                        ,BURY LANCS                      ,                                , �630.07 ,7100,RIDING SCHOOL AND PREMISES                                  ,      ,0,      ,0,0,Y     ,      ,      
31525200251014,J W LEES & CO (BREWERS) LTD     ,                                ,01.04.2016               ,THREE ARROWS INN                ,                                ,MOSS HALL ROAD                     ,HEYWOOD                            ,                                ,                                ,OL10 2RF,GREENGATE BREWERY                  ,MIDDLETON JUNCTION                 ,MIDDLETON                       ,MANCHESTER                      ," �10,064.25 ",20250,PUBLIC HOUSE AND PREMISES                                   ,      ,0,      ,0,0,      ,      ,      
31527900070019,H BREAKELL & CO (BLACKBURN)     ,LIMITED                         ,01.01.2013               ,UNIT P1-16 PARKLANDS            ,                                ,HEYWOOD DISTRIBUTION PARK          ,HEYWOOD                            ,LANCS                           ,                                ,OL10 2TT,                                   ,                                   ,                                ,                                ," �9,443.00 ",19000,WORKSHOP AND PREMISES                                       ,      ,0,      ,0,0,      ,      ,      
31527900080097,HEREF HEYWOOD PARK PROPERTY UNIT,TRUST                           ,20.01.2014               ,UNIT P1K PARKLANDS              ,                                ,HEYWOOD DISTRIBUTION PARK          ,HEYWOOD                            ,LANCASHIRE                      ,                                ,OL10 2TT,C/O CBRE                           ,PACIFIC HOUSE                      ,70 WELLINGTON STREET            ,GLASGOW                         ," �9,567.25 ",19250,WORKSHOP AND PREMISES                                       ,      ,0,      ,0,0,      ,      ,Y     
31527900090065,BOTTERO UK LIMITED              ,                                ,16.10.2014               ,UNIT P1H PARKLANDS              ,                                ,HEYWOOD DISTRIBUTION PARK          ,HEYWOOD                            ,LANCASHIRE                      ,                                ,OL10 2TT,                                   ,                                   ,                                ,                                ," �8,349.00 ",17250,WAREHOUSE AND PREMISES                                      ,      ,0,      ,0,0,      ,      ,      
31527900100055,NORTHERN SWITCHGEAR SERVICES LTD,                                ,02.04.2015               ,UNIT P1-14 PARKLANDS            ,                                ,HEYWOOD DISTRIBUTION PARK          ,HEYWOOD                            ,LANCS                           ,                                ,OL10 2TT,UNIT P1-14 PARKLANDS               ,HEYWOOD DISTRIBUTION PARK          ,HEYWOOD                         ,                                ," �6,897.00 ",14250,WAREHOUSE AND PREMISES                                      ,      ,0,      ,0,0,Y     ,      ,      
31527900110023,ABSOLUTE CENTRE STAGE LIMITED   ,                                ,07.11.2013               ,UNIT P1F PARKLANDS              ,                                ,HEYWOOD DISTRIBUTION PARK          ,HEYWOOD                            ,LANCASHIRE                      ,                                ,OL10 2TT,                                   ,                                   ,                                ,                                ," �7,865.00 ",16250,WAREHOUSE AND PREMISES                                      ,      ,0,      ,0,0,      ,      ,      
315279001200X4     ,HEREF HEYWOOD PARK PROPERTY UNIT,TRUST                           ,22.06.2012               ,UNIT P1-12 PARKLANDS            ,                                ,HEYWOOD DISTRIBUTION PARK          ,HEYWOOD                            ,LANCS                           ,                                ,OL10 2TT,C/O CBRE                           ,PACIFIC HOUSE                      ,70 WELLINGTON STREET            ,GLASGOW                         ," �7,607.50 ",18500,WAREHOUSE AND PREMISES                                      ,      ,0,      ,0,0,      ,      ,Y     
31527900190009,WINCANTON HOLDINGS LTD          ,                                ,23.06.2014               ,UNIT B9 BROADLANDS              ,                                ,HEYWOOD DISTRIBUTION PARK          ,PILSWORTH ROAD                     ,HEYWOOD                         ,                                ,OL10 2TS,C/O GL HEARN MANAGEMENT LTD        ,PO BOX 1610                        ,SOUTHAMPTON                     ,                                ," �177,677.50 ",357500,WAREHOUSE AND PREMISES                                      ,      ,0,      ,0,0,      ,      ,      
315279002000X1     ,DPDGROUP UK LTD                 ,                                ,31.07.2015               ,UNIT B7 BROADLANDS              ,                                ,HEYWOOD DISTRIBUTION PARK          ,HEYWOOD                            ,LANCASHIRE                      ,                                ,OL10 2TS,FAO CARMEL JOHNSTON                ,1 ROEBUCK LANE                     ,SMETHWICK                       ,WEST MIDLANDS                   ," �74,550.00 ",150000,WAREHOUSE AND PREMISES                                      ,      ,0,      ,0,0,      ,      ,      
31527900220045,THE FITTER'S FRIEND LTD FAO MR  ,TATE                            ,01.04.2005               ,UNIT B4/ BAYS 9 AND 10          ,BROADLANDS                      ,HEYWOOD DISTRIBUTION PARK          ,HEYWOOD                            ,LANCASHIRE                      ,                                ,OL10 2TS,UNIT B4 BAYS 9 & 10                ,HEYWOOD DISTRIBUTION PARK          ,HEYWOOD LANCASHIRE              ,                                ," �37,523.50 ",75500,WAREHOUSE AND PREMISES                                      ,      ,0,      ,0,0,      ,      ,      
31527902170092,HEREF HEYWOOD PARK PROPERTY     ,UNIT TRUST                      ,17.01.2016               ,UNIT M4 MULBERRY                ,                                ,HEYWOOD DISTRIBUTION PARK          ,HEYWOOD                            ,LANCASHIRE                      ,                                ,OL10 2TR,                                   ,                                   ,                                ,                                ," �39,346.06 ",112000,WAREHOUSE AND PREMISES                                      ,      ,0,      ,0,0,      ,      ,Y     
31527902180145,HEREF HEYWOOD PARK PROPERTY     ,UNIT TRUST                      ,24.12.2015               ,UNIT M5A MULBERRY               ,                                ,HEYWOOD DISTRIBUTION PARK          ,HEYWOOD                            ,LANCASHIRE                      ,                                ,OL10 2TR,C/O CBRE                           ,PACIFIC HOUSE                      ,70 WELLINGTON STREET            ,GLASGOW                         ," �17,887.57 ",46750,WAREHOUSE AND PREMISES                                      ,      ,0,      ,0,0,      ,      ,Y     
31527905171032,ISLAND EXPRESS LTD              ,                                ,01.09.2014               ,UNIT B8A BROADLANDS             ,                                ,HEYWOOD DISTRIBUTION PARK          ,HEYWOOD                            ,LANCASHIRE                      ,                                ,OL10 2TS,UNIT 48E                           ,SPRING VALLEY INDUSTRIAL ESTATE    ,BRADDAN                         ,ISLE OF MAN                     ," �9,815.75 ",19750,WORKSHOP AND PREMISES                                       ,      ,0,      ,0,0,      ,      ,      
31527905172092,MACHINE SALES LTD               ,                                ,28.04.2015               ,UNIT B8B BROADLANDS             ,                                ,HEYWOOD DISTRIBUTION PARK          ,HEYWOOD                            ,LANCASHIRE                      ,                                ,OL10 2TS,                                   ,                                   ,                                ,                                ," �6,776.00 ",14000,WORKSHOP AND PREMISES                                       ,      ,0,      ,0,0,      ,      ,      
31527905173042,LINEAR SUPPLY SOLUTIONS LTD     ,                                ,19.05.2015               ,UNIT B8C BROADLANDS             ,                                ,HEYWOOD DISTRIBUTION PARK          ,HEYWOOD                            ,LANCASHIRE                      ,                                ,OL10 2TS,THE MISSION                        ,50 BRIDGE STREET                   ,MANCHESTER                      ,                                ," �18,886.00 ",38000,WAREHOUSE AND PREMISES                                      ,      ,0,      ,0,0,      ,      ,      
31527905175052,THE FITTER'S FRIEND LTD FAO MR  ,TATE                            ,11.09.2010               ,UNIT B8F BROADLANDS             ,                                ,HEYWOOD DISTRIBUTION PARK          ,HEYWOOD                            ,LANCASHIRE                      ,                                ,OL10 2TS,UNIT B4 BAYS 9 & 10                ,HEYWOOD DISTRIBUTION PARK          ,HEYWOOD LANCASHIRE              ,                                ," �14,413.00 ",29000,WAREHOUSE AND PREMISES                                      ,      ,0,      ,0,0,      ,      ,      
31527920441207,HEREF HEYWOOD PARK PROPERTY UNIT,TRUST                           ,22.06.2012               ,THE GATEHOUSE                   ,                                ,HEYWOOD DISTRIBUTION PARK          ,HEYWOOD                            ,LANCASHIRE                      ,                                ,OL10 2TT,C/O CBRE                           ,PACIFIC HOUSE                      ,70 WELLINGTON STREET            ,GLASGOW                         ," �7,018.00 ",14500,OFFICES AND PREMISES                                        ,      ,0,      ,0,0,      ,      ,      
31527920630721,CROWN CASTLE UK LIMITED         ,                                ,01.04.2005               ,T-MOBILE NO 93507 ADJ UNIT M3   ,                                ,MULBERRY HEYWOOD DISTRIBUTION PARK ,HEYWOOD                            ,LANCASHIRE                      ,                                ,OL10 2TR,ARQIVA C/O GVA GRIMLEY PMA 321     ,PO BOX 6079                        ,WOLVERHAMPTON                   ,                                ," �8,946.00 ",18000,COMMUNICATION STATION AND PREMISES                          ,      ,0,      ,0,0,      ,      ,      
31527921854001,P & H CONTRACT SERVICES LTD     ,                                ,17.10.2014               ,UNIT B11 BROADLANDS             ,                                ,HEYWOOD DISTRIBUTION PARK          ,HEYWOOD                            ,LANCASHIRE                      ,                                ,OL10 2TA,                                   ,                                   ,                                ,                                ," �111,328.00 ",224000,WAREHOUSE AND PREMISES                                      ,      ,0,      ,0,0,      ,      ,      
31527933230664,HEREF HEYWOOD PARK PROPERTY UNIT,TRUST                           ,22.06.2012               ,ROPEMAKER PROPERTIES LTD (P11)  ,                                ,HEYWOOD DISTRIBUTION PARK          ,HEYWOOD                            ,LANCASHIRE                      ,                                ,OL10 2TT,C/O CBRE                           ,PACIFIC HOUSE                      ,70 WELLINGTON STREET            ,GLASGOW                         ," �32,056.50 ",64500,LORRY PARK                                                  ,      ,0,      ,0,0,      ,      ,      
31527935180279,F.A.M COMMERCIALS LIMITED       ,                                ,01.02.2013               ,UNIT M5B MULBERRY               ,                                ,HEYWOOD DISTRIBUTION PARK          ,HEYWOOD                            ,LANCS                           ,                                ,OL10 2TR,                                   ,                                   ,                                ,                                ," �16,898.00 ",34000,WAREHOUSE AND PREMISES                                      ,      ,0,      ,0,0,      ,      ,      
31527937310861,ARMCLAIM LIMITED                ,                                ,13.12.2013               ,UNIT P1/6 PARKLANDS             ,                                ,HEYWOOD DISTRIBUTION PARK          ,HEYWOOD                            ,LANCASHIRE                      ,                                ,OL10 2TA,UNIT P1 6 PARKLANDS                ,HEYWOOD DISTRIBUTION PARK          ,HEYWOOD LANCASHIRE              ,                                ," �12,673.50 ",25500,WAREHOUSE AND PREMISES                                      ,      ,0,      ,0,0,      ,      ,      
31527943521877,HEREF HEYWOOD PARK PROPERTY UNIT,TRUST                           ,25.11.2015               ,UNIT M5C MULBERRY               ,                                ,HEYWOOD DISTRIBUTION PARK          ,HEYWOOD                            ,LANCS                           ,                                ,OL10 2TR,C/O CBRE                           ,PACIFIC HOUSE                      ,70 WELLINGTON STREET            ,GLASGOW                         ," �16,832.98 ",39750,WAREHOUSE AND PREMISES                                      ,      ,0,      ,0,0,      ,      ,      
31527954485867,SW TRADING LTD                  ,                                ,23.03.2016               ,                                ,                                ,UNITS P9 P10 & P11 PARKLANDS       ,HEYWOOD DISTRIBUTION PARK          ,HEYWOOD                         ,                                ,OL10 2TA,UNITS P1 BAYS 9/10/11 PARKLANDS    ,HEYWOOD DISTRIBUTION PARK          ,HEYWOOD                         ,LANCASHIRE                      ," �31,808.00 ",64000,Warehouse and Premises                                      ,      ,0,      ,0,0,      ,      ,      
31527954485939,HEREF HEYWOOD PARK              ,PROPERTY TRUST                  ,24.03.2016               ,UNIT P1/7 PARKLANDS             ,                                ,HEYWOOD DISTRIBUTION PARK          ,HEYWOOD                            ,LANCASHIRE                      ,                                ,OL10 2TA,C/O CBRE                           ,PACIFIC HOUSE                      ,70 WELLINGTON STREET            ,GLASGOW                         , �-   ,23500,WAREHOUSE AND PREMISES                                      ,      ,0,      ,0,0,      ,Y     ,Y     
