account_id,account_holder             ,postcode,property_reference,property_description                     ,liable_from,current_rateable_value,Location
71191585,EUSA PHARMA (EUROPE) LTD        ,OX4 2RZ ,11263957004,OFFICES AND PREMISES                                        ,,103000,"BLOCK B SPIRES HOUSE 5700 OXFORD BUSINESS PARK GARSINGTON ROAD OXFORD OX4 2RZ
FF
(51.731326, -1.206596)"
71191585,EUSA PHARMA (EUROPE) LTD        ,OX4 2RZ ,11263957004,OFFICES AND PREMISES                                        ,,103000,"BLOCK B SPIRES HOUSE 5700 OXFORD BUSINESS PARK GARSINGTON ROAD OXFORD OX4 2RZ
FF
(51.731326, -1.206596)"
71185777,BRITISH TELECOMMUNICATIONS PLC  ,OX4 2RW ,11263957006,OFFICES AND PREMISES                                        ,,480000,"BLOCK A SPIRES HOUSE 5700 JOHN SMITH DRIVE OXFORD BUSINESS PARK SOUTH OXFORD OX4 2RW
(51.729903, -1.207678)"
71191586,EUSA PHARMA (EUROPE) LTD        ,OX4 2RW ,11263957007,OFFICES AND PREMISES                                        ,,103000,"GND FLR BLOCK B SPIRES HOUSE 5700 JOHN SMITH DRIVE OXFORD BUSINESS PARK SOUTH OXFORD OX4 2RW
(51.729903, -1.207678)"
71186153,NAG LTD                         ,OX2 6JX ,11264500103,OFFICES AND PREMISES                                        ,05/01/2007,200000,"WILKINSON HOUSE SOUTH JORDAN HILL BUSINESS PARK BANBURY ROAD OXFORD OX2 6JX
(51.769363, -1.262463)"
71186153,NAG LTD                         ,OX2 6JX ,11264500103,OFFICES AND PREMISES                                        ,05/01/2007,200000,"WILKINSON HOUSE SOUTH JORDAN HILL BUSINESS PARK BANBURY ROAD OXFORD OX2 6JX
(51.769363, -1.262463)"
71191440,CAPSTONE GLOBAL LIBRARY LTD     ,OX2 6JX ,11264500304,OFFICES AND PREMISES                                        ,04/01/2014,72000,"1ST FLR LINACRE HOUSE JORDAN HILL BUSINESS PARK BANBURY ROAD OXFORD OX2 6JX
PT
(51.769363, -1.262463)"
71191440,CAPSTONE GLOBAL LIBRARY LTD     ,OX2 6JX ,11264500304,Offices and Premises                                        ,04/01/2014,72000,"1ST FLR LINACRE HOUSE JORDAN HILL BUSINESS PARK BANBURY ROAD OXFORD OX2 6JX
PT
(51.769363, -1.262463)"
71186344,PEARSON SHARED SERVICES LTD     ,OX2 8EJ ,11264500400,OFFICES AND PREMISES                                        ,,565000,"WILKINSON HOUSE &amp; HALLEY COURT JORDAN HILL BUSINESS PARK BANBURY ROAD OXFORD OX2 8EJ
(51.793257, -1.273282)"
71186344,PEARSON SHARED SERVICES LTD     ,OX2 8EJ ,11264500400,OFFICES AND PREMISES                                        ,,565000,"WILKINSON HOUSE &amp; HALLEY COURT JORDAN HILL BUSINESS PARK BANBURY ROAD OXFORD OX2 8EJ
(51.793257, -1.273282)"
71182516,EXECUTIVE ALARMS LIMITED        ,OX4 3SJ ,11270000260,SHOP AND PREMISES                                           ,01/04/2002,5600,"26 KELBURNE ROAD COWLEY OXFORD OX4 3SJ
(51.72863, -1.220326)"
71182516,EXECUTIVE ALARMS LIMITED        ,OX4 3SJ ,11270000260,SHOP AND PREMISES                                           ,01/04/2002,5600,"26 KELBURNE ROAD COWLEY OXFORD OX4 3SJ
(51.72863, -1.220326)"
71186159,ROSE PROPERTIES LTD             ,OX4 3SJ ,11270003200,SHOP AND PREMISES                                           ,06/01/2007,4100,"32 KELBURNE ROAD OXFORD OX4 3SJ
(51.72863, -1.220326)"
71186159,ROSE PROPERTIES LTD             ,OX4 3SJ ,11270003200,SHOP AND PREMISES                                           ,06/01/2007,4100,"32 KELBURNE ROAD OXFORD OX4 3SJ
(51.72863, -1.220326)"
70505001,UNICOL ENGINEERING LTD          ,OX3 8EU ,11275500000,FACTORY OFFICE AND PREMISES                                 ,04/01/1991,190000,"UNICOL ENGINEERING GREEN ROAD KILN LANE HEADINGTON OXFORD OX3 8EU
AT
(51.758287, -1.194186)"
70505001,UNICOL ENGINEERING LTD          ,OX3 8EU ,11275500000,FACTORY  OFFICE AND PREMISES                                ,04/01/1991,190000,"UNICOL ENGINEERING GREEN ROAD KILN LANE HEADINGTON OXFORD OX3 8EU
AT
(51.758287, -1.194186)"
71187619,THE MISSION MEXICON GRILL LTD   ,OX1 4HS ,11276500200,SHOP AND PREMISES                                           ,,24500,"BST-GND FLR 2 KING EDWARD STREET OXFORD OX1 4HS
(51.752015, -1.254807)"
71187619,THE MISSION MEXICON GRILL LTD   ,OX1 4HS ,11276500200,SHOP AND PREMISES                                           ,,24500,"BST-GND FLR 2 KING EDWARD STREET OXFORD OX1 4HS
(51.752015, -1.254807)"
71180835,MAHOGANY DESIGNS LTD            ,OX1 4HS ,11276500204,OFFICES AND PREMISES                                        ,04/01/2001,19000,"2 KING EDWARD STREET OXFORD OX1 4HS
(51.752015, -1.254807)"
71180835,MAHOGANY DESIGNS LTD            ,OX1 4HS ,11276500204,OFFICES AND PREMISES                                        ,04/01/2001,19000,"2 KING EDWARD STREET OXFORD OX1 4HS
(51.752015, -1.254807)"
71185803,BREWIN DOLPHIN SECURITIES LTD   ,OX1 4HS ,11276500401,OFFICES AND PREMISES                                        ,,35250,"4 KING EDWARD STREET OXFORD OX1 4HS
(51.752015, -1.254807)"
71185803,BREWIN DOLPHIN SECURITIES LTD   ,OX1 4HS ,11276500401,OFFICES AND PREMISES                                        ,,35250,"4 KING EDWARD STREET OXFORD OX1 4HS
(51.752015, -1.254807)"
71181766,CATALYST HOUSING LTD            ,OX4 5BZ ,11276900260,OFFICES AND PREMISES                                        ,03/08/2001,8400,
71181766,CATALYST HOUSING LTD            ,OX4 5BZ ,11276900260,OFFICES AND PREMISES                                        ,03/08/2001,8400,
71189524,OXFORD FLOORING LIMITED         ,OX2 6EG ,11278016500,SHOP AND PREMISES                                           ,04/01/2011,10500,"165 KINGSTON ROAD OXFORD OX2 6EG
(51.762332, -1.268316)"
71191036,SECOND SPRING OXFORD LTD        ,OX2 6DF ,11278500602,STORE OFFICE & PREMISES                                     ,01/01/2014,3150,"1ST FLR 6A KING STREET OXFORD OX2 6DF
(51.759794, -1.266401)"
71192039,DELTEYS CHATEAUTREE LTD         ,OX4 6DA ,11279500001,WORKSHOP AND PREMISES                                       ,08/05/2012,1700,"R/O SHOPPING CENTRE KNIGHTS ROAD OXFORD OX4 6DA
(51.720249, -1.202751)"
71192039,DELTEYS CHATEAUTREE LTD         ,OX4 6DA ,11279500001,WORKSHOP AND PREMISES                                       ,08/05/2012,1700,"R/O SHOPPING CENTRE KNIGHTS ROAD OXFORD OX4 6DA
(51.720249, -1.202751)"
71189894,SWORD FOOD LTD                  ,OX4 6HU ,11279501100,SHOP AND PREMISES                                           ,,6800,"11 KNIGHTS ROAD OXFORD OX4 6HU
(51.720686, -1.202222)"
71189894,SWORD FOOD LTD                  ,OX4 6HU ,11279501100,SHOP AND PREMISES                                           ,,6800,"11 KNIGHTS ROAD OXFORD OX4 6HU
(51.720686, -1.202222)"
71188894,VODAFONE LTD                    ,OX4 6HU ,11279503092,COMMUNICATION STATION AND PREMISES                          ,04/01/2005,9900,"VODAFONE SITE REF (CS3092) WINDRUSH TOWER KNIGHTS ROAD OXFORD OX4 6HU
(51.720686, -1.202222)"
71188894,VODAFONE LTD                    ,OX4 6HU ,11279503092,Communication Station and Premises                          ,04/01/2005,9900,"VODAFONE SITE REF (CS3092) WINDRUSH TOWER KNIGHTS ROAD OXFORD OX4 6HU
(51.720686, -1.202222)"
71081921,MUTUAL CLOTHING & SUPPLY CO LTD ,OX4 3HT ,11280000200,OFFICES AND PREMISES                                        ,08/03/1999,25250,"2 KNOLLES ROAD OXFORD OX4 3HT
(51.732, -1.213231)"
71081921,MUTUAL CLOTHING & SUPPLY CO LTD ,OX4 3HT ,11280000200,OFFICES AND PREMISES                                        ,08/03/1999,25250,"2 KNOLLES ROAD OXFORD OX4 3HT
(51.732, -1.213231)"
71190454,NHS PROPERTY SERVICES LTD       ,OX1 4RP ,11284500000,HEALTH CENTRE AND PREMISES                                  ,04/01/2013,9100,"SOUTH OXFORD HEALTH CENTRE LAKE STREET OXFORD OX1 4RP
(51.739301, -1.256146)"
71190454,NHS PROPERTY SERVICES LTD       ,OX1 4RP ,11284500000,HEALTH CENTRE AND PREMISES                                  ,04/01/2013,9100,"SOUTH OXFORD HEALTH CENTRE LAKE STREET OXFORD OX1 4RP
(51.739301, -1.256146)"
71191261,HALFORDS LTD                    ,OX2 0FE ,11285000001,RETAIL WAREHOUSE AND PREMISES                               ,01/11/2013,177000,"UNIT B MEADOWSIDE RETAIL PARK LAMARSH ROAD OXFORD OX2 0FE
(51.750762, -1.28464)"
71191261,HALFORDS LTD                    ,OX2 0FE ,11285000001,Retail Warehouse and Premises                               ,01/11/2013,177000,"UNIT B MEADOWSIDE RETAIL PARK LAMARSH ROAD OXFORD OX2 0FE
(51.750762, -1.28464)"
71190816,WREN LIVING LIMITED             ,OX2 0HA ,11285000003,RETAIL WAREHOUSE AND PREMISES                               ,,320000,"UNIT 2B LAMARSH ROAD OXFORD OX2 0HA
(51.751632, -1.287248)"
71190816,WREN LIVING LIMITED             ,OX2 0HA ,11285000003,RETAIL WAREHOUSE AND PREMISES                               ,,320000,"UNIT 2B LAMARSH ROAD OXFORD OX2 0HA
(51.751632, -1.287248)"
71182155,DIXONS RETAIL PLC               ,OX2 0QR ,11285000101,RETAIL WAREHOUSE AND PREMISES                               ,,645000,
71190143,HOBBYCRAFT LIMITED              ,OX2 0FE ,1128500000A        ,RETAIL WAREHOUSE AND PREMISES                               ,08/02/2012,191000,"UNIT A MEADOWSIDE RETAIL PARK LAMARSH ROAD OXFORD OX2 0FE
(51.750762, -1.28464)"
70809151,HARVEYS FURNISHING GROUP LTD    ,OX2 0QR ,11285000102,RETAIL WAREHOUSE AND PREMISES                               ,,182000,
71190143,HOBBYCRAFT LIMITED              ,OX2 0FE ,1128500000A        ,Retail Warehouse and Premises                               ,08/02/2012,191000,"UNIT A MEADOWSIDE RETAIL PARK LAMARSH ROAD OXFORD OX2 0FE
(51.750762, -1.28464)"
71190144,DUNELM (SOFT FURNISHING) LTD    ,OX2 0FE ,1128500000B        ,RETAIL WAREHOUSE AND PREMISES                               ,08/09/2012,482500,"UNIT C MEADOWSIDE RETAIL PARK LAMARSH ROAD OXFORD OX2 0FE
(51.750762, -1.28464)"
71190144,DUNELM (SOFT FURNISHING) LTD    ,OX2 0FE ,1128500000B        ,Retail Warehouse and Premises                               ,08/09/2012,482500,"UNIT C MEADOWSIDE RETAIL PARK LAMARSH ROAD OXFORD OX2 0FE
(51.750762, -1.28464)"
71187710,PETS AT HOME LTD                ,OX2 0HA ,1128500002A        ,RETAIL WAREHOUSE AND PREMISES                               ,,250000,"PETS HOME UNIT 2C LAMARSH ROAD OXFORD OX2 0HA
AT
(51.751632, -1.287248)"
71187710,PETS AT HOME LTD                ,OX2 0HA ,1128500002A        ,RETAIL WAREHOUSE AND PREMISES                               ,,250000,"PETS HOME UNIT 2C LAMARSH ROAD OXFORD OX2 0HA
AT
(51.751632, -1.287248)"
71185759,MULTIYORK FURNITURE LTD         ,OX2 0HA ,1128500002B        ,RETAIL WAREHOUSE AND PREMISES                               ,,105000,"2B LAMARSH ROAD OXFORD OX2 0HA
(51.751632, -1.287248)"
71185759,MULTIYORK FURNITURE LTD         ,OX2 0HA ,1128500002B        ,RETAIL WAREHOUSE AND PREMISES                               ,,105000,"2B LAMARSH ROAD OXFORD OX2 0HA
(51.751632, -1.287248)"
71185760,MAPLIN ELECTRONICS LTD          ,OX2 0HA ,1128500002C        ,RETAIL WAREHOUSE AND PREMISES                               ,,94000,"MAPLIN ELECTRONICS LTD LAMARSH ROAD OXFORD OX2 0HA
(51.751632, -1.287248)"
71185760,MAPLIN ELECTRONICS LTD          ,OX2 0HA ,1128500002C        ,RETAIL WAREHOUSE AND PREMISES                               ,,94000,"MAPLIN ELECTRONICS LTD LAMARSH ROAD OXFORD OX2 0HA
(51.751632, -1.287248)"
71182155,DIXONS RETAIL PLC               ,OX2 0QR ,11285000101,RETAIL WAREHOUSE AND PREMISES                               ,,645000,
70809151,HARVEYS FURNISHING GROUP LTD    ,OX2 0QR ,11285000102,RETAIL WAREHOUSE AND PREMISES                               ,,182000,
70170751,JEWSON LTD                      ,OX2 0HY ,11285000301,RETAIL WAREHOUSE AND PREMISES                               ,04/01/1991,402500,"3 LAMARSH ROAD OXFORD OX2 0HY
(51.752499, -1.286308)"
70170751,JEWSON LTD                      ,OX2 0HY ,11285000301,RETAIL WAREHOUSE AND PREMISES                               ,04/01/1991,402500,"3 LAMARSH ROAD OXFORD OX2 0HY
(51.752499, -1.286308)"
70171181,CLEARWATER SWIMMING POOLS LTD   ,OX3 7DB ,11286007901,STORE AND PREMISES                                          ,04/01/1991,6400,"81 LANGLEY CLOSE HEADINGTON OXFORD OX3 7DB
(51.757615, -1.207788)"
70171181,CLEARWATER SWIMMING POOLS LTD   ,OX3 7DB ,11286007901,STORE AND PREMISES                                          ,04/01/1991,6400,"81 LANGLEY CLOSE HEADINGTON OXFORD OX3 7DB
(51.757615, -1.207788)"
71191077,ESKMUIR PROPERTIES LTD          ,OX4 6JS ,11290000302,FACTORY AND PREMISES                                        ,,135000,"UNITS 1-2 LEDGERS CLOSE SANDY LANE WEST LITTLEMORE OXFORD OX4 6JS
(51.722811, -1.214635)"
71191077,ESKMUIR PROPERTIES LTD          ,OX4 6JS ,11290000302,FACTORY AND PREMISES                                        ,,135000,"UNITS 1-2 LEDGERS CLOSE SANDY LANE WEST LITTLEMORE OXFORD OX4 6JS
(51.722811, -1.214635)"
70508041,FRENCO SERVICE REPLACEMENTS LTD ,OX4 6JJ ,11290000400,WAREHOUSE AND PREMISES                                      ,04/01/1991,29500,
70508041,FRENCO SERVICE REPLACEMENTS LTD ,OX4 6JJ ,11290000400,WAREHOUSE AND PREMISES                                      ,04/01/1991,29500,
71185635,TRANS-GLOBAL SPORTS LTD         ,OX4 6JS ,11290000500,WAREHOUSE OFFICE AND PREMISES                               ,,28250,"UNIT 5 LEDGERS CLOSE SANDY LANE WEST LITTLEMORE OXFORD OX4 6JS
(51.722811, -1.214635)"
71185635,TRANS-GLOBAL SPORTS LTD         ,OX4 6JS ,11290000500,WAREHOUSE  OFFICE AND PREMISES                              ,,28250,"UNIT 5 LEDGERS CLOSE SANDY LANE WEST LITTLEMORE OXFORD OX4 6JS
(51.722811, -1.214635)"
71192964,KALSI PLASTICS (UK) LTD         ,OX4 6JJ ,11290000600,WORKSHOP AND PREMISES                                       ,07/05/2016,28000,
71192964,KALSI PLASTICS (UK) LTD         ,OX4 6JJ ,11290000600,WORKSHOP AND PREMISES                                       ,07/05/2016,28000,
71192019,PAMPEANO LTD                    ,OX4 6JS ,11290000800,WAREHOUSE AND PREMISES                                      ,04/01/2015,28250,"UNIT 8 LEDGERS CLOSE SANDY LANE WEST LITTLEMORE OXFORD OX4 6JS
(51.722811, -1.214635)"
71192019,PAMPEANO LTD                    ,OX4 6JS ,11290000800,WAREHOUSE AND PREMISES                                      ,04/01/2015,28250,"UNIT 8 LEDGERS CLOSE SANDY LANE WEST LITTLEMORE OXFORD OX4 6JS
(51.722811, -1.214635)"
71184392,TLC (SOUTHERN) LTD              ,OX4 6JS ,11290000900,WORKSHOP AND PREMISES                                       ,08/06/2004,44250,"UNIT 9 LEDGERS CLOSE SANDY LANE WEST LITTLEMORE OXFORD OX4 6JS
(51.722811, -1.214635)"
71184392,TLC (SOUTHERN) LTD              ,OX4 6JS ,11290000900,WORKSHOP AND PREMISES                                       ,08/06/2004,44250,"UNIT 9 LEDGERS CLOSE SANDY LANE WEST LITTLEMORE OXFORD OX4 6JS
(51.722811, -1.214635)"
71183221,THE BSS GROUP PLC               ,OX4 6JS ,11290001000,WAREHOUSE AND PREMISES                                      ,,47000,"UNIT 10 LEDGERS CLOSE SANDY LANE WEST LITTLEMORE OXFORD OX4 6JS
(51.722811, -1.214635)"
71183221,THE BSS GROUP PLC               ,OX4 6JS ,11290001000,WAREHOUSE AND PREMISES                                      ,,47000,"UNIT 10 LEDGERS CLOSE SANDY LANE WEST LITTLEMORE OXFORD OX4 6JS
(51.722811, -1.214635)"
71192929,ROYAL MAIL GROUP LTD            ,OX4 4JS ,11290001418,WAREHOUSE AND PREMISES                                      ,04/01/2010,173000,"14-18 NUFFIELD INDUSTRIAL ESTATE LEDGERS CLOSE OXFORD OX4 4JS
(51.731117, -1.225265)"
71192929,ROYAL MAIL GROUP LTD            ,OX4 4JS ,11290001418,Warehouse and Premises                                      ,04/01/2010,173000,"14-18 NUFFIELD INDUSTRIAL ESTATE LEDGERS CLOSE OXFORD OX4 4JS
(51.731117, -1.225265)"
71186467,HARVEYS OF OXFORD LTD           ,OX1 3DZ ,11318212100,MARKET AND PREMISES                                         ,10/02/2007,10500,"121 THE MARKET OXFORD OX1 3DZ
(51.752619, -1.256492)"
71192799,PTS GROUP LTD                   ,OX4 4JS ,112900130T1        ,Warehouse and Premises                                      ,,45000,"UNIT 11 LEDGERS CLOSE SANDY LANE WEST LITTLEMORE OXFORD OX4 4JS
(51.731117, -1.225265)"
71192799,PTS GROUP LTD                   ,OX4 4JS ,112900130T1        ,Warehouse and Premises                                      ,,45000,"UNIT 11 LEDGERS CLOSE SANDY LANE WEST LITTLEMORE OXFORD OX4 4JS
(51.731117, -1.225265)"
71192583,ESKMUIR PROPERTIES LTD          ,OX4 4JS ,112900130T2        ,Warehouse and Premises                                      ,,44250,"UNIT 12 LEDGERS CLOSE SANDY LANE WEST LITTLEMORE OXFORD OX4 4JS
(51.731117, -1.225265)"
71192583,ESKMUIR PROPERTIES LTD          ,OX4 4JS ,112900130T2        ,Warehouse and Premises                                      ,,44250,"UNIT 12 LEDGERS CLOSE SANDY LANE WEST LITTLEMORE OXFORD OX4 4JS
(51.731117, -1.225265)"
71193123,AHC LOGISTICS LIMITED           ,OX4 4JS ,112900130T3        ,Warehouse and Premises                                      ,,47750,"UNIT 13 LEDGERS CLOSE SANDY LANE WEST LITTLEMORE OXFORD OX4 4JS
(51.731117, -1.225265)"
71193123,AHC LOGISTICS LIMITED           ,OX4 4JS ,112900130T3        ,Warehouse and Premises                                      ,,47750,"UNIT 13 LEDGERS CLOSE SANDY LANE WEST LITTLEMORE OXFORD OX4 4JS
(51.731117, -1.225265)"
71182056,PHOTON DESIGN(EUROPE) LTD       ,OX4 1TW ,11290300320,OFFICES AND PREMISES                                        ,01/07/2002,4150,"32 LEOPOLD STREET OXFORD OX4 1TW
(51.744242, -1.234513)"
71182056,PHOTON DESIGN(EUROPE) LTD       ,OX4 1TW ,11290300320,OFFICES AND PREMISES                                        ,01/07/2002,4150,"32 LEOPOLD STREET OXFORD OX4 1TW
(51.744242, -1.234513)"
71182184,PHOTON DESIGN (EUROPE) LTD      ,OX4 1TW ,11290333340,OFFICES AND PREMISES                                        ,01/07/2002,8000,"33-34 LEOPOLD STREET OXFORD OX4 1TW
(51.744242, -1.234513)"
71182184,PHOTON DESIGN (EUROPE) LTD      ,OX4 1TW ,11290333340,OFFICES AND PREMISES                                        ,01/07/2002,8000,"33-34 LEOPOLD STREET OXFORD OX4 1TW
(51.744242, -1.234513)"
71187599,VALID INTERNATIONAL LTD LLP     ,OX4 1TW ,11290333350,OFFICES AND PREMISES                                        ,,7200,"35 LEOPOLD STREET OXFORD OX4 1TW
(51.744242, -1.234513)"
71187599,VALID INTERNATIONAL LTD LLP     ,OX4 1TW ,11290333350,OFFICES AND PREMISES                                        ,,7200,"35 LEOPOLD STREET OXFORD OX4 1TW
(51.744242, -1.234513)"
71189979,SCOTT FRASER LTD                ,OX3 7DZ ,11293000002,Offices and Premises                                        ,04/01/2012,31250,"10 LIME TREE MEWS 2 LIME WALK OXFORD OX3 7DZ
(51.758452, -1.214612)"
71132501,MITCHELLS & BUTLERS LIMITED     ,OX3 7AA ,11293000101,PUBLIC HOUSE AND PREMISES                                   ,04/01/2000,76500,"THE BRITANNIA 1 LIME WALK HEADIINGTON OXFORD OX3 7AA
(51.758988, -1.214008)"
71132501,MITCHELLS & BUTLERS LIMITED     ,OX3 7AA ,11293000101,PUBLIC HOUSE AND PREMISES                                   ,04/01/2000,76500,"THE BRITANNIA 1 LIME WALK HEADIINGTON OXFORD OX3 7AA
(51.758988, -1.214008)"
70976391,LINFIELD LTD                    ,OX3 7AA ,11293007400,OFFICES & PREMISES                                          ,01/01/1998,12750,"74 LIME WALK HEADINGTON OXFORD OX3 7AA
(51.758988, -1.214008)"
70976391,LINFIELD LTD                    ,OX3 7AA ,11293007400,OFFICES & PREMISES                                          ,01/01/1998,12750,"74 LIME WALK HEADINGTON OXFORD OX3 7AA
(51.758988, -1.214008)"
71183684,KHANNA ENTERPRISES (OXFORD) LTD ,OX2 6UH ,11296001300,HOTEL AND PREMISES                                          ,,315000,"LINTON LODGE HOTEL 11-13 LINTON ROAD OXFORD OX2 6UH
(51.770245, -1.259695)"
71191333,JEM-IN-I OXFORD LTD             ,OX1 3DU ,11318200100,MARKET AND PREMISES                                         ,,13500,"1-2 THE MARKET OXFORD OX1 3DU
(51.752766, -1.25691)"
71183684,KHANNA ENTERPRISES (OXFORD) LTD ,OX2 6UH ,11296001300,HOTEL AND PREMISES                                          ,,315000,"LINTON LODGE HOTEL 11-13 LINTON ROAD OXFORD OX2 6UH
(51.770245, -1.259695)"
71191538,CARLUCCIO'S LTD                 ,OX1 2HP ,11297000100,RESTAURANT AND PREMISES                                     ,07/04/2014,92500,"LITTLE CLARENDON STREET OXFORD OX1 2HP
42767
(51.758677, -1.261725)"
71191538,CARLUCCIO'S LTD                 ,OX1 2HP ,11297000100,RESTAURANT AND PREMISES                                     ,07/04/2014,92500,"LITTLE CLARENDON STREET OXFORD OX1 2HP
42767
(51.758677, -1.261725)"
71192047,DEFINITION LTD                  ,OX1 2HP ,11297000400,HAIRDRESSING SALON AND PREMISES                             ,02/06/2015,21000,"4 LITTLE CLARENDON STREET OXFORD OX1 2HP
(51.758677, -1.261725)"
71192047,DEFINITION LTD                  ,OX1 2HP ,11297000400,HAIRDRESSING SALON AND PREMISES                             ,02/06/2015,21000,"4 LITTLE CLARENDON STREET OXFORD OX1 2HP
(51.758677, -1.261725)"
70955021,DUKE BARS LTD                   ,OX1 2HP ,11297000500,PUBLIC HOUSE AND PREMISES                                   ,,75500,"DUKE CAMBRIDGE 5 LITTLE CLARENDON STREET OXFORD OX1 2HP
OF
(51.758677, -1.261725)"
70955021,DUKE BARS LTD                   ,OX1 2HP ,11297000500,PUBLIC HOUSE AND PREMISES                                   ,,75500,"DUKE CAMBRIDGE 5 LITTLE CLARENDON STREET OXFORD OX1 2HP
OF
(51.758677, -1.261725)"
71189009,WHITTALLS WINE MERCHANTS 1 LTD  ,OX1 2HP ,11297000700,SHOP AND PREMISES                                           ,,42750,"7 LITTLE CLARENDON STREET OXFORD OX1 2HP
(51.758677, -1.261725)"
71189009,WHITTALLS WINE MERCHANTS 1 LTD  ,OX1 2HP ,11297000700,SHOP AND PREMISES                                           ,,42750,"7 LITTLE CLARENDON STREET OXFORD OX1 2HP
(51.758677, -1.261725)"
70724341,THE PELICAN GROUP PLC           ,OX1 2HP ,11297001100,RESTAURANT AND PREMISES                                     ,,121000,"LITTLE CLARENDON STREET OXFORD OX1 2HP
43080
(51.758677, -1.261725)"
70724341,THE PELICAN GROUP PLC           ,OX1 2HP ,11297001100,RESTAURANT AND PREMISES                                     ,,121000,"LITTLE CLARENDON STREET OXFORD OX1 2HP
43080
(51.758677, -1.261725)"
71190832,DEMIJOHN (OXFORD) LTD           ,OX1 2HP ,11297002000,SHOP AND PREMISES                                           ,,21500,"20 LITTLE CLARENDON STREET OXFORD OX1 2HP
(51.758677, -1.261725)"
71190832,DEMIJOHN (OXFORD) LTD           ,OX1 2HP ,11297002000,SHOP AND PREMISES                                           ,,21500,"20 LITTLE CLARENDON STREET OXFORD OX1 2HP
(51.758677, -1.261725)"
71189578,G3 CATERING LTD                 ,OX1 2HU ,11297002300,SHOP AND PREMISES                                           ,,22000,"23 LITTLE CLARENDON STREET OXFORD OX1 2HU
(51.758234, -1.262862)"
71186467,HARVEYS OF OXFORD LTD           ,OX1 3DZ ,11318212100,MARKET AND PREMISES                                         ,10/02/2007,10500,"121 THE MARKET OXFORD OX1 3DZ
(51.752619, -1.256492)"
71189578,G3 CATERING LTD                 ,OX1 2HU ,11297002300,SHOP AND PREMISES                                           ,,22000,"23 LITTLE CLARENDON STREET OXFORD OX1 2HU
(51.758234, -1.262862)"
71193240,WALTON AND GILES LTD            ,OX1 2HU ,11297002400,SHOP AND PREMISES                                           ,,21500,"24 LITTLE CLARENDON STREET OXFORD OX1 2HU
(51.758234, -1.262862)"
71193240,WALTON AND GILES LTD            ,OX1 2HU ,11297002400,SHOP AND PREMISES                                           ,,21500,"24 LITTLE CLARENDON STREET OXFORD OX1 2HU
(51.758234, -1.262862)"
71192996,JERICHO CHEESE COMPANY LTD      ,OX1 2HU ,11297002500,SHOP AND PREMISES                                           ,,25750,"25 LITTLE CLARENDON STREET OXFORD OX1 2HU
(51.758234, -1.262862)"
71192996,JERICHO CHEESE COMPANY LTD      ,OX1 2HU ,11297002500,SHOP AND PREMISES                                           ,,25750,"25 LITTLE CLARENDON STREET OXFORD OX1 2HU
(51.758234, -1.262862)"
71188112,ELLIE SANDERSON BRIDAL WEAR LTD ,OX1 2HU ,11297002700,SHOP AND PREMISES                                           ,,27500,"26 LITTLE CLARENDON STREET OXFORD OX1 2HU
(51.758234, -1.262862)"
71188112,ELLIE SANDERSON BRIDAL WEAR LTD ,OX1 2HU ,11297002700,SHOP AND PREMISES                                           ,,27500,"26 LITTLE CLARENDON STREET OXFORD OX1 2HU
(51.758234, -1.262862)"
71189607,CLEMENTS AND CHURCH LTD         ,OX1 2HU ,11297002702,SHOP AND PREMISES                                           ,10/05/2011,24500,"27 LITTLE CLARENDON STREET OXFORD OX1 2HU
(51.758234, -1.262862)"
71189607,CLEMENTS AND CHURCH LTD         ,OX1 2HU ,11297002702,SHOP AND PREMISES                                           ,10/05/2011,24500,"27 LITTLE CLARENDON STREET OXFORD OX1 2HU
(51.758234, -1.262862)"
71180832,MAHOGANY DESIGNS LTD            ,OX1 2HU ,11297003000,HAIRDRESSING SALON AND PREMISES                             ,04/01/2001,21250,"30 LITTLE CLARENDON STREET OXFORD OX1 2HU
(51.758234, -1.262862)"
71180832,MAHOGANY DESIGNS LTD            ,OX1 2HU ,11297003000,HAIRDRESSING SALON AND PREMISES                             ,04/01/2001,21250,"30 LITTLE CLARENDON STREET OXFORD OX1 2HU
(51.758234, -1.262862)"
71191677,OLIVIA MAY LTD                  ,OX1 2HU ,11297003100,SHOP AND PREMISES                                           ,07/11/2014,28750,"31 LITTLE CLARENDON STREET OXFORD OX1 2HU
(51.758234, -1.262862)"
71191677,OLIVIA MAY LTD                  ,OX1 2HU ,11297003100,SHOP AND PREMISES                                           ,07/11/2014,28750,"31 LITTLE CLARENDON STREET OXFORD OX1 2HU
(51.758234, -1.262862)"
71187181,DUGGAN LEISURE LTD              ,OX1 2HS ,11297004309,RESTAURANT AND PREMISES                                     ,,28250,"3 DARTINGTON HOUSE LITTLE CLARENDON STREET OXFORD OX1 2HS
(51.758558, -1.26148)"
71187181,DUGGAN LEISURE LTD              ,OX1 2HS ,11297004309,RESTAURANT AND PREMISES                                     ,,28250,"3 DARTINGTON HOUSE LITTLE CLARENDON STREET OXFORD OX1 2HS
(51.758558, -1.26148)"
70556671,SOBELL HOUSE HOSPICE CHARITY LTD,OX1 2HS ,11297004310,SHOP AND PREMISES                                           ,04/01/1991,21000,"4 DARTINGTON HOUSE LITTLE CLARENDON STREET OXFORD OX1 2HS
(51.758558, -1.26148)"
