Organisation Name,Dept,Service Cat Label,Expenditure CIPFA Sub Group Label,Purpose of Spend,Supplier,Supplier Reference,Pay Date,Net Amount,Transaction Number,Grant to VCSE?,Charity Number,Card Transaction,Irrecoverable VAT
Pendle Borough Council,Parks & Recreation Services,Transport Related Expense,3502,Hire of Plant,JOHNSONS PPE,A0072820, 09/04/2015,�116.35,PCO0260544,N,N/A,N,N/A
Pendle Borough Council,Operational Services,,PJ01,Stock : Purchases,JOHNSONS PPE,A0072820, 09/04/2015,�142.86,OPS0260598,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Supplies and Services,4201,Protective Clothing,JOHNSONS PPE,A0072820, 16/04/2015,�14.00,PCO0260927,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Supplies and Services,4201,Protective Clothing,JOHNSONS PPE,A0072820, 16/04/2015,�34.50,PCO0260897,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Supplies and Services,4201,Protective Clothing,JOHNSONS PPE,A0072820, 16/04/2015,�62.00,PCO0260927,N,N/A,N,N/A
Pendle Borough Council,Environmental Health Services,Supplies and Services,4705,Other Expenses,JOHNSONS TEXICARE LTD,A0002665, 09/04/2015,�71.60,ENV0260677,N,N/A,N,N/A
Pendle Borough Council,Directorate,Supplies and Services,4702,Adverts : Statutory Notice,JOHNSTON PUBLISHING LIMITED,A0059640, 09/04/2015,�203.76,MAN0260530,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,4702,Adverts : Statutory Notice,JOHNSTON PUBLISHING LIMITED,A0059640, 09/04/2015,�203.76,DAL0260676,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,4702,Adverts : Statutory Notice,JOHNSTON PUBLISHING LIMITED,A0059640, 09/04/2015,�331.11,DAL0260681,N,N/A,N,N/A
Pendle Borough Council,Housing Regeneration Services,Capital Costs,CD14,Capital : Payments,JOHNSTON PUBLISHING LIMITED,A0059640, 09/04/2015,�149.00,HMR0260552,N,N/A,N,N/A
Pendle Borough Council,Housing Regeneration Services,Capital Costs,CD14,Capital : Payments,JOHNSTON PUBLISHING LIMITED,A0059640, 09/04/2015,�348.60,HMR0260555,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Supplies and Services,4305,Newspapers & Periodicals,JOHNSTON PUBLISHING LIMITED,A0059640, 15/04/2015,�41.60,AAS0261250,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Supplies and Services,4305,Newspapers & Periodicals,JOHNSTON PUBLISHING LIMITED,A0059640, 15/04/2015,�41.60,AAS0261251,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Supplies and Services,4305,Newspapers & Periodicals,JOHNSTON PUBLISHING LIMITED,A0059640, 15/04/2015,�41.60,AAS0261252,N,N/A,N,N/A
Pendle Borough Council,Directorate,Supplies and Services,4702,Adverts : Statutory Notice,JOHNSTON PUBLISHING LIMITED,A0059640, 16/04/2015,�203.76,MAN0260961,N,N/A,N,N/A
Pendle Borough Council,Directorate,Supplies and Services,4702,Adverts : Statutory Notice,JOHNSTON PUBLISHING LIMITED,A0059640, 23/04/2015,�203.76,MAN0261188,N,N/A,N,N/A
Pendle Borough Council,Directorate,Supplies and Services,4702,Adverts : Statutory Notice,JOHNSTON PUBLISHING LIMITED,A0059640, 30/04/2015,�254.70,MAN0261374,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,2101,Grounds : R & M : Day to Day : Routine,KEEP BRITAIN TIDY,A0021088, 09/04/2015,�312.00,PCO0260475,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,2101,Grounds : R & M : Day to Day : Routine,KEEP BRITAIN TIDY,A0021088, 09/04/2015,�312.00,PCO0260483,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,2101,Grounds : R & M : Day to Day : Routine,KEEP BRITAIN TIDY,A0021088, 09/04/2015,�312.00,PCO0260477,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,2101,Grounds : R & M : Day to Day : Routine,KEEP BRITAIN TIDY,A0021088, 09/04/2015,�312.00,PCO0260479,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,2101,Grounds : R & M : Day to Day : Routine,KEEP BRITAIN TIDY,A0021088, 09/04/2015,�312.00,PCO0260480,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,2101,Grounds : R & M : Day to Day : Routine,KEEP BRITAIN TIDY,A0021088, 09/04/2015,�312.00,PCO0260481,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,2101,Grounds : R & M : Day to Day : Routine,KEEP BRITAIN TIDY,A0021088, 09/04/2015,�312.00,PCO0260476,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,2101,Grounds : R & M : Day to Day : Routine,KEEP BRITAIN TIDY,A0021088, 09/04/2015,�312.00,PCO0260478,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Supplies and Services,4705,Other Expenses,KELBROOK & SOUGH PARISH COUNCIL,A0081332, 30/04/2015,"�1,084.00",AAS0261342,N,N/A,N,N/A
Pendle Borough Council,Planning & Building Control,Supplies and Services,4601,Seminars etc All Costs,KELWAY (UK) LIMITED,A0001664, 09/04/2015,�145.20,PBC0260639,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Transport Related Expense,3105,Tprt : Repairs : General,KEOGHS SOLICITORS,A0044270, 09/04/2015,"-�1,200.00",PCO0260550,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Transport Related Expense,3105,Tprt : Repairs : General,KEOGHS SOLICITORS,A0044270, 09/04/2015,"�1,200.00",PCO0260550,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Transport Related Expense,3105,Tprt : Repairs : General,KEOGHS SOLICITORS,A0044270, 16/04/2015,"-�1,984.50",PCO0260945,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Transport Related Expense,3105,Tprt : Repairs : General,KEOGHS SOLICITORS,A0044270, 16/04/2015,"�1,984.50",PCO0260945,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,2101,Grounds : R & M : Day to Day : Routine,KEVIN WILKINSON LANDSCAPES LTD,A0085660, 23/04/2015,�171.00,HED0261049,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Premises Related Expense,2101,Grounds : R & M : Day to Day : Routine,KEYPLUS SECURITY LIMITED,A0062723, 09/04/2015,�575.00,OPS0260488,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Premises Related Expense,2101,Grounds : R & M : Day to Day : Routine,KEYPLUS SECURITY LIMITED,A0062723, 09/04/2015,�650.00,OPS0260489,N,N/A,N,N/A
Pendle Borough Council,Environmental Health Services,Supplies and Services,4003,EFM : Other Equipment,KILLGERM CHEMICALS LTD,A0001624, 16/04/2015,�8.44,ENV0260967,N,N/A,N,N/A
Pendle Borough Council,Environmental Health Services,Supplies and Services,4003,EFM : Other Equipment,KILLGERM CHEMICALS LTD,A0001624, 16/04/2015,�86.50,ENV0260967,N,N/A,N,N/A
Pendle Borough Council,Environmental Health Services,Supplies and Services,4601,Seminars etc All Costs,KILLGERM CHEMICALS LTD,A0001624, 23/04/2015,�40.00,ENV0261165,N,N/A,N,N/A
Pendle Borough Council,Housing Regeneration Services,Supplies and Services,4003,EFM : Other Equipment,KINGS WASHING MACHINE RENTALS,A0079878, 16/04/2015,�55.00,HMR0260889,N,N/A,N,N/A
Pendle Borough Council,Economic Development & Tourism,Supplies and Services,4739,Grants/Contributions,KIRK ENVIRONMENTAL LTD,A0063157, 16/04/2015,�650.00,REG0260757,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Supplies and Services,4706,Subscriptions & Donations,L G FUTURES LIMITED,A0056113, 16/04/2015,"�2,345.00",AAS0260997,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Supplies and Services,4705,Other Expenses,LANCASHIRE COUNTY COUNCIL,A0001690, 09/04/2015,"�7,130.00",AAS0260648,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Agency Costs,5102,Lancashire C C,LANCASHIRE COUNTY COUNCIL,A0001690, 09/04/2015,"�1,857.57",HED0260669,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Agency Costs,5102,Lancashire C C,LANCASHIRE COUNTY COUNCIL,A0001690, 09/04/2015,"�2,476.76",HED0260667,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,2002,Bldgs : R & M : Abnormal,LANCASHIRE COUNTY COUNCIL,A0001690, 16/04/2015,�85.00,HED0260962,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,4404,Search Fees,LANCASHIRE COUNTY COUNCIL,A0001690, 30/04/2015,�831.00,DAL0261333,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Supplies and Services,4706,Subscriptions & Donations,LANCASHIRE PLAYING FIELDS ASSOCIATION,A0056441, 16/04/2015,�270.00,PCO0260921,N,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,2101,Grounds : R & M : Day to Day : Routine,LANDSCAPE ENGINEERING LTD,A0013135, 09/04/2015,"�4,560.00",EST0260581,N,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,2001,Bldgs : R & M : Day To Day,LANDSCAPE ENGINEERING LTD,A0013135, 16/04/2015,�982.00,EST0260951,N,N/A,N,N/A
Pendle Borough Council,Financial Services,,303,Precept Parish & T Council,LANESHAWBRIDGE PARISH COUNCIL,A0062284, 30/04/2015,"�7,406.00",AAS0261351,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Supplies and Services,4705,Other Expenses,LANESHAWBRIDGE PARISH COUNCIL,A0062284, 30/04/2015,"�1,051.00",AAS0261351,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transfer Payments,6007,Parish Council Allocation,LANESHAWBRIDGE PARISH COUNCIL,A0062284, 30/04/2015,�441.00,AAS0261351,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Supplies and Services,2,Expenditure : Materials,LANLEE SUPPLIES LIMITED,A0001672, 16/04/2015,�3.95,PCO0260898,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Supplies and Services,2,Expenditure : Materials,LANLEE SUPPLIES LIMITED,A0001672, 16/04/2015,�9.64,PCO0260898,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,2001,Bldgs : R & M : Day To Day,LANLEE SUPPLIES LIMITED,A0001672, 16/04/2015,�12.50,PCO0260937,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,2101,Grounds : R & M : Day to Day : Routine,LANLEE SUPPLIES LIMITED,A0001672, 16/04/2015,�60.75,PCO0260936,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,3105,Tprt : Repairs : General,LANLEE SUPPLIES LIMITED,A0001672, 16/04/2015,�27.09,OPS0260929,N,N/A,N,N/A
Pendle Borough Council,Economic Development & Tourism,Supplies and Services,4707,Miscellaneous : Other,LANLEE SUPPLIES LIMITED,A0001672, 16/04/2015,�838.32,REG0260714,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Supplies and Services,4007,Sub-Contractors,LANLEE SUPPLIES LIMITED,A0001672, 30/04/2015,�96.90,OPS0261223,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Supplies and Services,4705,Other Expenses,LARAC,A0020403, 09/04/2015,�395.00,OPS0260482,N,N/A,N,N/A
Pendle Borough Council,Human Resources,Transport Related Expense,3806,Car Allows : Offs : Lease Exps,LEX AUTOLEASE LIMITED,A0066530, 09/04/2015,"�1,436.25",PER0260627,N,N/A,N,N/A
Pendle Borough Council,Human Resources,Transport Related Expense,3806,Car Allows : Offs : Lease Exps,LEX AUTOLEASE LIMITED,A0066530, 09/04/2015,"�1,521.60",PER0260627,N,N/A,N,N/A
Pendle Borough Council,Human Resources,Transport Related Expense,3806,Car Allows : Offs : Lease Exps,LEX AUTOLEASE LIMITED,A0066530, 09/04/2015,"�1,915.42",PER0260625,N,N/A,N,N/A
Pendle Borough Council,Human Resources,Transport Related Expense,3806,Car Allows : Offs : Lease Exps,LEX AUTOLEASE LIMITED,A0066530, 09/04/2015,"�2,779.62",PER0260625,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Supplies and Services,4601,Seminars etc All Costs,LEXIS NEXIS,A0002634, 23/04/2015,�345.45,HED0261163,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,2301,Rents,LIBERATA UK LTD,A0051618, 09/04/2015,"�1,707.26",AAS0260650,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Agency Costs,5301,Liberata,LIBERATA UK LTD,A0051618, 09/04/2015,"�10,672.50",AAS0260651,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Agency Costs,5301,Liberata,LIBERATA UK LTD,A0051618, 09/04/2015,"�33,026.81",AAS0260651,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Agency Costs,5301,Liberata,LIBERATA UK LTD,A0051618, 09/04/2015,"�24,663.28",AAS0260651,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Agency Costs,5301,Liberata,LIBERATA UK LTD,A0051618, 09/04/2015,"�86,909.83",AAS0260651,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Agency Costs,5301,Liberata,LIBERATA UK LTD,A0051618, 09/04/2015,"�50,913.92",AAS0260651,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Agency Costs,5301,Liberata,LIBERATA UK LTD,A0051618, 09/04/2015,"�83,004.65",AAS0260651,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Agency Costs,5301,Liberata,LIBERATA UK LTD,A0051618, 09/04/2015,"�120,132.80",AAS0260651,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Indirect Employee Expenses,1234,Pensions Increase Act Payments,LIBERATA UK LTD,A0051618, 16/04/2015,"�9,350.00",AAS0260999,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Agency Costs,5301,Liberata,LIBERATA UK LTD,A0051618, 16/04/2015,"�1,563.28",AAS0260999,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Agency Costs,5301,Liberata,LIBERATA UK LTD,A0051618, 16/04/2015,"�3,316.76",AAS0260999,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Agency Costs,5301,Liberata,LIBERATA UK LTD,A0051618, 16/04/2015,"�35,270.46",AAS0261000,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Capital Financing Costs,8204,Lease costs:Computer (Orchard),LIBERATA UK LTD,A0051618, 16/04/2015,"-�33,007.58",AAS4004624,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Capital Financing Costs,8204,Lease costs:Computer (Orchard),LIBERATA UK LTD,A0051618, 16/04/2015,"�7,566.13",AAS0260999,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,,9302,Fees Income : Non-VATable,LIBERATA UK LTD,A0051618, 16/04/2015,�121.28,DAL0260992,N,N/A,N,N/A
Pendle Borough Council,Human Resources,Indirect Employee Expenses,1221,Recruitment,LIBERATA UK LTD,A0051618, 23/04/2015,�295.00,PER0261132,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Agency Costs,5301,Liberata,LIBERATA UK LTD,A0051618, 23/04/2015,"�4,518.00",AAS0261117,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Agency Costs,5301,Liberata,LIBERATA UK LTD,A0051618, 23/04/2015,�478.26,AAS0261115,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Agency Costs,5301,Liberata,LIBERATA UK LTD,A0051618, 23/04/2015,"�2,115.41",AAS0261116,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Agency Costs,5301,Liberata,LIBERATA UK LTD,A0051618, 23/04/2015,"�9,544.00",AAS0261112,N,N/A,N,N/A
Pendle Borough Council,Human Resources,Supplies and Services,4705,Other Expenses,LIBERATA UK LTD,A0051618, 30/04/2015,�170.25,PER0261317,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Capital Costs,CD14,Capital : Payments,LIBERATA UK LTD,A0051618, 30/04/2015,"�15,200.00",AAS0261320,N,N/A,N,N/A
Pendle Borough Council,Economic Development & Tourism,Supplies and Services,4705,Other Expenses,LIBRA TEXTILES LTD,A0062627, 16/04/2015,"�4,042.45",REG0260759,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Supplies and Services,4705,Other Expenses,LIMPET LABELS UK LIMITED,A0067671, 09/04/2015,�167.02,OPS0260464,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Supplies and Services,4705,Other Expenses,LIMPET LABELS UK LIMITED,A0067671, 16/04/2015,�50.00,OPS0260896,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,2001,Bldgs : R & M : Day To Day,LITE,A0040032, 09/04/2015,�115.00,HED0260446,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,2101,Grounds : R & M : Day to Day : Routine,LITE,A0040032, 09/04/2015,�693.00,HED0260673,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Capital Costs,CD20,Public Realm,LITE,A0040032, 23/04/2015,"�2,600.00",HED0261050,N,N/A,N,N/A
Pendle Borough Council,Economic Development & Tourism,Supplies and Services,4739,Grants/Contributions,LITTLE BLOSSOMS OF BARROWFORD LTD,A0090153, 09/04/2015,"�1,410.89",REG0260611,N,N/A,N,N/A
Pendle Borough Council,Revenues Services,Supplies and Services,4401,Consultants Fees,LITTLE BLOSSOMS OF BARROWFORD LTD,A0090153, 23/04/2015,�325.00,TRE0261096,N,N/A,N,N/A
Pendle Borough Council,Property Services,Supplies and Services,4704,Publicity & advertisement,LIVE MAGAZINES LIMITED,A0090279, 30/04/2015,�97.50,EST0261299,N,N/A,N,N/A
Pendle Borough Council,Property Services,Supplies and Services,4704,Publicity & advertisement,LIVE MAGAZINES LIMITED,A0090279, 30/04/2015,�97.50,EST0261299,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,2001,Bldgs : R & M : Day To Day,LIVESEY BUILDING MAINTENANCE CONTRACTORS,A0066865, 09/04/2015,�11.50,HED0260453,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,2001,Bldgs : R & M : Day To Day,LIVESEY BUILDING MAINTENANCE CONTRACTORS,A0066865, 09/04/2015,�120.00,HED0260453,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,2001,Bldgs : R & M : Day To Day,LIVESEY BUILDING MAINTENANCE CONTRACTORS,A0066865, 09/04/2015,�20.00,HED0260445,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,2001,Bldgs : R & M : Day To Day,LIVESEY BUILDING MAINTENANCE CONTRACTORS,A0066865, 09/04/2015,�140.00,HED0260445,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,2101,Grounds : R & M : Day to Day : Routine,LIVESEY BUILDING MAINTENANCE CONTRACTORS,A0066865, 09/04/2015,�10.10,HED0260444,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,2101,Grounds : R & M : Day to Day : Routine,LIVESEY BUILDING MAINTENANCE CONTRACTORS,A0066865, 09/04/2015,�65.00,HED0260444,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,2101,Grounds : R & M : Day to Day : Routine,LIVESEY BUILDING MAINTENANCE CONTRACTORS,A0066865, 09/04/2015,�9.80,HED0260443,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,2101,Grounds : R & M : Day to Day : Routine,LIVESEY BUILDING MAINTENANCE CONTRACTORS,A0066865, 09/04/2015,�120.00,HED0260443,N,N/A,N,N/A
Pendle Borough Council,Property Services,Capital Costs,CD14,Capital : Payments,LIVESEY BUILDING MAINTENANCE CONTRACTORS,A0066865, 09/04/2015,�760.00,EST0260580,N,N/A,N,N/A
Pendle Borough Council,Property Services,Capital Costs,CD14,Capital : Payments,LIVESEY BUILDING MAINTENANCE CONTRACTORS,A0066865, 09/04/2015,"�2,080.00",EST0260580,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Support Services,7201,Bank Charges,LLOYDS BANKING GROUP,A0072462, 27/04/2015,�60.00,AAS0261404,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Support Services,7201,Bank Charges,LLOYDS BANKING GROUP,A0072462, 28/04/2015,�0.21,AAS0261406,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Support Services,7201,Bank Charges,LLOYDS BANKING GROUP,A0072462, 28/04/2015,�404.25,AAS0261408,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Supplies and Services,4706,Subscriptions & Donations,LOCAL GOVERNMENT ASSOCIATION,A0001752, 16/04/2015,"�8,903.88",AAS0260996,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,4301,Printing & Stationery,LOCAL LAND CHARGES INSTITUTE,A0043069, 16/04/2015,�115.00,DAL0261042,N,N/A,N,N/A
Pendle Borough Council,Property Services,Supplies and Services,4704,Publicity & advertisement,LOOP PUBLISHING LTD,A0047429, 09/04/2015,�62.50,EST0260623,N,N/A,N,N/A
Pendle Borough Council,Property Services,Supplies and Services,4704,Publicity & advertisement,LOOP PUBLISHING LTD,A0047429, 09/04/2015,�62.50,EST0260623,N,N/A,N,N/A
Pendle Borough Council,Economic Development & Tourism,Supplies and Services,4004,EFM Materials,LOOP PUBLISHING LTD,A0047429, 16/04/2015,�53.75,REG0261004,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,2101,Grounds : R & M : Day to Day : Routine,M C & M A STEWART HAULAGE,A0068863, 09/04/2015,�924.78,PCO0260474,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Transport Related Expense,3105,Tprt : Repairs : General,M J RUSHTON,A0043864, 09/04/2015,�75.00,PCO0260519,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Transport Related Expense,3105,Tprt : Repairs : General,M J RUSHTON,A0043864, 09/04/2015,�30.00,PCO0260519,N,N/A,N,N/A
Pendle Borough Council,Economic Development & Tourism,Supplies and Services,4739,Grants/Contributions,MAFIS SOFTWARE LIMITED,A0090231, 16/04/2015,�650.00,REG0260755,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,2101,Grounds : R & M : Day to Day : Routine,MARCHBRIDGE BUILDERS LIMITED,A0087284, 16/04/2015,�550.54,HED0260991,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Capital Costs,CD20,Public Realm,MARCHBRIDGE BUILDERS LIMITED,A0087284, 30/04/2015,"�17,945.87",HED0261274,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,4614,Mayoral Expenses,MARSDEN GRANGE,A0090273, 23/04/2015,�200.00,DAL0261189,N,N/A,N,N/A
Pendle Borough Council,Environmental Health Services,Premises Related Expense,2002,Bldgs : R & M : Abnormal,MARTIN COLLINS JOINERY & GLAZING,A0000623, 09/04/2015,�85.00,ENV0260663,N,N/A,N,N/A
Pendle Borough Council,Environmental Health Services,Premises Related Expense,2002,Bldgs : R & M : Abnormal,MARTIN COLLINS JOINERY & GLAZING,A0000623, 09/04/2015,�62.00,ENV0260662,N,N/A,N,N/A
Pendle Borough Council,Housing Regeneration Services,Capital Costs,CD14,Capital : Payments,MARTIN COLLINS JOINERY & GLAZING,A0000623, 09/04/2015,�35.00,HMR0260506,N,N/A,N,N/A
Pendle Borough Council,Environmental Health Services,Premises Related Expense,2002,Bldgs : R & M : Abnormal,MARTIN COLLINS JOINERY & GLAZING,A0000623, 23/04/2015,�50.00,ENV0261167,N,N/A,N,N/A
Pendle Borough Council,Environmental Health Services,Premises Related Expense,2002,Bldgs : R & M : Abnormal,MARTIN COLLINS JOINERY & GLAZING,A0000623, 23/04/2015,�82.00,ENV0261172,N,N/A,N,N/A
Pendle Borough Council,Environmental Health Services,Premises Related Expense,2002,Bldgs : R & M : Abnormal,MARTIN COLLINS JOINERY & GLAZING,A0000623, 23/04/2015,�50.00,ENV0261168,N,N/A,N,N/A
Pendle Borough Council,Planning & Building Control,Supplies and Services,4705,Other Expenses,MARTIN COLLINS JOINERY & GLAZING,A0000623, 23/04/2015,�74.00,PBC0261151,N,N/A,N,N/A
Pendle Borough Council,Housing Regeneration Services,Capital Costs,CD14,Capital : Payments,MARTIN COLLINS JOINERY & GLAZING,A0000623, 23/04/2015,�38.00,HMR0261158,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Supplies and Services,4305,Newspapers & Periodicals,MARTINS,A0074550, 16/04/2015,�19.60,HED0261030,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Supplies and Services,4705,Other Expenses,REDACTED,A0090246, 01/04/2015,"�3,000.00",AAS0260891,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,4401,Consultants Fees,REDACTED,A0081549, 16/04/2015,�450.00,DAL0261040,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,4705,Other Expenses,REDACTED,A0081549, 23/04/2015,�900.00,DAL0261152,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Capital Costs,CD14,Capital : Payments,MONK OF COLNE LTD,A0001828, 16/04/2015,"�5,162.25",HED0260940,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,4705,Other Expenses,REDACTED,A0000574, 30/04/2015,�325.00,DAL0261292,N,N/A,N,N/A
Pendle Borough Council,Planning & Building Control,,9302,Fees Income : Non-VATable,REDACTED,A0090270, 23/04/2015,�92.00,PBC0261180,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,4202,Uniforms,REDACTED,A0062864, 09/04/2015,�55.50,DAL0260683,N,N/A,N,N/A
Pendle Borough Council,Economic Development & Tourism,Capital Costs,CD14,Capital : Payments,MRS TIERNEY HANSON,A0090268, 23/04/2015,"�1,072.92",REG0261076,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Indirect Employee Expenses,1211,Training,MYERSCOUGH COLLEGE,A0053390, 23/04/2015,�485.62,PCO0261070,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,4614,Mayoral Expenses,N R AUTOMATICS (ENG) LTD,A0042498, 23/04/2015,�200.00,DAL0261192,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Supplies and Services,4003,EFM : Other Equipment,NALEO,A0077499, 30/04/2015,�76.00,HED0261263,N,N/A,N,N/A
Pendle Borough Council,Environmental Health Services,Supplies and Services,4705,Other Expenses,NATURAL ENVIRONMENT RESEARCH COUNCIL,A0061795, 09/04/2015,�342.00,ENV0260656,N,N/A,N,N/A
Pendle Borough Council,Chief Executives Policy Unit,Supplies and Services,4705,Other Expenses,NCSN TRADING LIMITED,A0046897, 09/04/2015,�250.00,COR0260630,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Supplies and Services,4401,Consultants Fees,NEIL HIND CONSULTANCY SERVICES LTD,A0068180, 16/04/2015,"�3,000.00",AAS0261011,N,N/A,N,N/A
Pendle Borough Council,Economic Development & Tourism,Supplies and Services,4739,Grants/Contributions,NELSON & COLNE COLLEGE,A0001974, 16/04/2015,�650.00,REG0260756,N,N/A,N,N/A
Pendle Borough Council,Housing Regeneration Services,Capital Costs,CD14,Capital : Payments,NEWSQUEST (NORTH WEST) LTD,A0000219, 09/04/2015,�241.96,HMR0260499,N,N/A,N,N/A
