Ratepayer,Property Address,Propref,Billing Address,RV,Property Description,Relief Code
,"Old Town Mill, Wadsworth, Hebden Bridge, HX7 8TE",76420718,,5500,Workshop And Premises,Listed Building
E.P.I.C Plc,"1ST & 2ND Floors, 19 Commercial Street, Brighouse, HD6 1AF",29196732,"Robin Hood Works, Wakefield Road, Brighouse, HD6 1PE",2650,Offices And Premises,Empty Relief - Post 01/04/2008
Setbray Properties Ltd,"11 Albert Street, Hebden Bridge, HX7 8AH",76012011,"Suites 1&4 2nd Floor, Burlees House, Hangingroyd Lane, Hebden Bridge, HX7 7DD",14000,Showroom And Premises,Flood Relief Application 2015/16
Calderdale Mbc Markets Manager,"Market Stall 25-26, Market Hall, Borough Market, Halifax             HX1 1DZ",64288721,"19 Albion Street, Halifax, HX1 1DU",5000,Shop And Premises,Listed Building
Bizspace Ltd,"Unit 11, Calderdale Business Park, Club Lane, Halifax              HX2 8AX",64628826,"Sovereign House, Fao Mital Shah, 1 Albert Place, Finchley, London, N3 1QB",9600,Offices and Premises,Empty Relief - Post 01/04/2008
,"Lever Street, Todmorden, OL14 5QF",78284701,,2325,Store And Premises,Rateable Value below threshold
,"Unit 1, Ellistones Lane, Greetland, Halifax              HX4 8NH",65024702,,6800,Store &  Premises,Empty Relief - Post 01/04/2008
,"A & B Installations, Lock Hill Mills, Holmes Road, Sowerby Bridge       HX6 3LD",77284745,,16250,Warehouse And Premises,Empty Relief - Post 01/04/2008
,"Office 15, 11 Owler Ings Road, Brighouse, HD6 1EJ",29452737,,1075,Offices and Premises,Empty Property - RV < 15000
Kino & Co,"Unit 5C, White Rose Mill, Holdsworth Road, Halifax              HX3 6SN",65344515,"Office H M 2.0, Holmfield Mills, Holdsworth Road, Halifax, HX3 6SN",870,Store And Premises,Empty Property - RV < 15000
V C E P Limited,"Victoria Road, Sowerby Bridge, HX6 3AQ",77624708,"C/O Mr Clive Lloyd, Design & Display Ltd, Lowfield Way, Lowfield Business Park, Elland, HX5 9DA",11500,Workshop And Premises,Empty Relief - Post 01/04/2008
Warmco Space Heating Ltd,"Unofficial Address, Unit 201 Victoria Works B Pk, Calder Street, Brighouse            HD6 1LZ",29124728,"Warmco Industrial Park, Manchester Road, Mossley, Ashton Under Lyne, OL5 9AY",2125,Offices And Premises,Rateable Value below threshold
,"Unit 10, 32 Huddersfield Road, Brighouse, HD6 1HA",29344842,,9800,Offices and Premises,Empty Relief - Post 01/04/2008
,"Part 1st Floor, Mount Pleasant House, Midgley Road, Mytholmroyd         HX7 5LR",76372704,,325,Store And Premises,Rateable Value below threshold
Circuit Electrical Testing Ltd,"Office B4 1ST Flr, Croft Myl, West Parade, Halifax              HX1 2EQ",69360771,"Croft Myl, West Parade, Halifax, HX1 2EQ",3550,Offices And Premises,Empty Relief - Post 01/04/2008
Blackshaw Holdings Ltd,"Unit 24 Birkby House, Birkby Lane, Brighouse, HD6 4JJ",29056736,"St Bernards Mill, Gelderd Road, Gildersome, Leeds, LS27 7NA",1950,Offices and Premises,Awaiting occupation
,"14 Market Street, Hebden Bridge, HX7 6AA",76360014,,6900,Shop and Premises,Flood Relief Application 2015/16
Kino & Co,"Unit Hm 1.04, Holmfield Mills, Holdsworth Road, Halifax              HX3 6SW",65344501,"Office H M 2.0, Holmfield Mills, Holdsworth Road, Halifax, HX3 6SN",1125,Store &  Premises,Empty Property - RV < 15000
Blackshaw Holdings Ltd,"Part Units 4/5, Dominion Industrial Park, Denholmegate Road, Hipperholme         HX3 8JG",64812737,"St Bernards Mill, Gelderd Road, Gildersome, Leeds, LS27 7NA",5800,Workshop And Premises,Qualifying industrial hereditament
,"Office 4 Unit 3, Farrar Mill Yard, Farrar Mill Lane, Halifax              HX3 9EU",65068714,,950,Offices And Premises,Rateable Value below threshold
Admiral Taverns Ltd,"Travellers Rest, 83 Stainland Road, Greetland, Halifax             HX4 8BD",68772733,"Suite H 3, Steam Mill Business Centre, Steam Mill Street, Chester, CH3 5AN",10500,Public House and Premises,Awaiting occupation
,"55A Halifax Road, Todmorden, OL14 5BB",78192834,,1750,Store And Premises,Rateable Value below threshold
London & Scottish Property Ltd,"1 Wellington Arcade, Briggate, Brighouse, HD6 1DN",29624001,,12000,Shop and Premises,Empty Relief - Post 01/04/2008
Threadneedle Uk Property Trust,"Unit J6 Lowfields Way, Lowfields Business Park, Elland, HX5 9DA",56174780,"C/O Workman Llp, 4th Floor Minton Place, Station Road, Swindon, SN1 1DA",500000,Warehouse And Premises,Qualifying industrial hereditament
K & M Hulme Ltd,"Unit 10, The Ainleys, Huddersfield Road, Elland              HX5 9JR",56132785,"Springfield Farm, Upper Firth House Lane, Stainland, Halifax, HX4 9LQ",2650,Workshop And Premises,Qualifying industrial hereditament
Punch Taverns (Pml) Ltd,"Pressers Arms Inn, 2 South Lane, Elland, HX5 0HG",56220715,"Jubilee House, Second Avenue, Burton Upon Trent, Staffordshire, DE14 2WF",7950,Public House and Premises,Awaiting occupation
Maramar Holdings Ltd,"Adj Lockwoods Carpets, Halifax Road, Elland, HX5 0SH",56116715,"Mile Thorn Works, Gibbet Street, Halifax, HX1 4JR",2650,Studio And Premises,Empty Relief - Post 01/04/2008
Due West Ltd,"11 Westgate, Halifax, HX1 1DJ",69400009,"C/O O & C Management Services Ltd, 9 Harrison Road, Halifax, HX1 2AF",8400,Shop And Premises,Awaiting occupation
Tosca Ltd,"65 Commercial Street, Brighouse, HD6 1AF",29196728,"C/O London & Scot Prop Mgmt, 8 Elmbank Gardens, Glasgow, G2 4NQ",13000,Shop and Premises,Awaiting occupation
,"Part Ground Floor, Machpelah Works, Machpelah, Hebden Bridge       HX7 8AU",76356705,,1500,Workshop And Premises,Listed Building
Kino & Co,"Office H M 3.0, Holmfield Mills, Holdsworth Road, Halifax              HX3 6SN",65344854,"Office H M 2.0, Holmfield Mills, Holdsworth Road, Halifax, HX3 6SN",1050,Offices and Premises,Rateable Value below threshold
Frank Marshall Estates Ltd,"Unit 2A, West Parade, Halifax, HX1 2TE",69360761,"Unit 2B, Link 606 Office Park, Staithgate Lane, Bradford, BD6 1YA",1750,Workshop And Premises,Qualifying industrial hereditament
,"10 Bull Green, Halifax, HX1 5AB",64436010,,7300,Shop and Premises,Empty Relief - Post 01/04/2008
Swinton Group Ltd,"Fieldhead House, Hebble Brook Business Park, Hays Lane, Halifax              HX2 8UL",65288708,"Attn Andrew Mellor, Swinton House, 6 Great Marlborough Street, Manchester, M1 5SW",30500,Offices and Premises,Empty Relief - Post 01/04/2008
Thornber Chicks Ltd,"Unit 4B, Orchard Business Park, Scout Road, Mytholmroyd          HX7 5HZ",76468727,"Dean Hey Farm, Cragg Road, Mytholmroyd, Hebden Bridge, HX7 5RU",3100,Workshop And Premises,Empty Relief - Post 01/04/2008
,"19 Burnley Road, Mytholmroyd, Hebden Bridge, HX7 5LH",76088019,,1825,Shop and Premises,Flood Relief Application 2015/16
Finestreet Ltd,"21B Back Halifax Road, Todmorden, OL14 5AG",78192770,"21a Halifax Road, Bramsche Square, Todmorden, OL14 5AG",2275,Offices and Premises,Empty Property - RV < 15000
Singletrack Media Ltd,"23 Dale Street, Todmorden, OL14 5PX",78116023,"Barclays Bank Chambers, Market Street, Hebden Bridge, HX7 6AD",2250,Offices And Premises,Rateable Value below threshold
Blackshaw Holdings Ltd,"Office 2 Clifton House, Bradford Road, Bailiff Bridge, Brighouse            HD6 4EJ",29084865,"St Bernards Mill, Gelderd Road, Gildersome, Leeds, LS27 7NA",2025,Offices And Premises,Empty Property - RV < 15000
,"Ground Floor, Old Town Mill, Wadsworth, Hebden Bridge        HX7 8SW",76420729,,6000,Warehouse And Premises,Listed Building
Binns & Sons (Greetland) Ltd,"Brian Royd Mills, Brian Royd Lane, Greetland, Halifax              HX4 8NF",68444734,"The Woodlands, Rochdale Road, Greetland, Halifax, HX4 8PH",4300,Workshop And Premises,Empty Relief - Post 01/04/2008
Shaw Lodge Mills Ltd,"Level 2 The 1830 Mill, Shaw Lodge Mills, Shaw Lane, Halifax              HX3 9ET",68526707,"Sunrise House, Hulley Road, Macclesfield, Cheshire, SK10 2LP",2250,Warehouse And Premises,Listed Building
,"23 Roils Head Road, Halifax, HX2 0NQ",68396023,,1975,Shop and Premises,Rateable Value below threshold
Shaw Lodge Mills Ltd,"The Engine House (A), Shaw Lodge Mills, Shaw Lane, Halifax              HX3 9ET",68526712,"Sunrise House, Hulley Road, Macclesfield, Cheshire, SK10 2LP",2425,Vehicle Repair Workshop And Premises,Rateable Value below threshold
,"Land Adj. Hartsoil House, Highmoor Lane, Cleckheaton, BD19 6LL",79048704,,7900,Empty Garden Centre and Premises,Empty Relief - Post 01/04/2008
Industrials Uk Ltd Partnership,"Wessex House, Caldene Business Park, Mytholmroyd, Hebden Bridge        HX7 5QJ",76088848,"C/O Ryden Llp, 3rd Floor Carlton Tower, 34 St Paul's Street, Leeds, LS1 2QB",5300,Store And Premises,Empty Relief - Post 01/04/2008
The Wakefield Diocesan Board Of Education,"Adult Education Centre, Church Lane, Brighouse, HD6 1AT",29156700,"Church House, 1 South Parade, Wakefield, WF1 1LP",16750,College And Premises,Listed Building
Dean Clough Ltd,"Part 4TH Floor F Mill, Dean Clough Mills, Halifax, HX3 5AX",64778797,"Office Suite E345, Dean Clough, Halifax, HX3 5AX",128000,Offices and Premises,Listed Building
Warmco Space Heating Ltd,"Unit 301 3RD Flr South Side, Exchange Mill, Saddleworth Road, Elland               HX5 0RY",56212741,"Warmco Industrial Park, Manchester Road, Mossley, Ashton Under Lyne, OL5 9AY",177,Store And Premises,Rateable Value below threshold
Westfield Properties,"Unit 1, Calder Workshops, Gibbet Street, Halifax             HX1 4JQ",65164729,"2 Stansfield Road, Todmorden, Lancs, OL14 5DL",2350,Workshop And Premises,Empty Property - RV < 15000
,"First Floor, 32 Fenton Road, Halifax, HX1 3PP",65072724,,1250,Store And Premises,Empty Property - RV < 15000
Blackshaw Holdings Ltd,"Unit 22 Birkby House, Birkby Lane, Bailiff Bridge, Brighouse            HD6 4JJ",29056751,"St Bernards Mill, Gelderd Road, Gildersome, Leeds, LS27 7NA",2000,Offices And Premises,Rateable Value below threshold
Calderdale Mbc,"Art Galleries, Piece Hall, Halifax, HX1 1RE",68252795,"Land And Property Services, Northgate House, Northgate, Halifax, HX1 1UN",7600,Art Gallery And Premises,Listed Building
Ideal Boats Company Ltd,"Unit 21 Robinwood Mill, Burnley Road, Todmorden, OL14 8JA",78076872,"Woodbottom Mill, Hollins Road, Todmorden, OL14 6PG",3200,Workshop And Premises,Flood Relief Application 2015/16
Marrtree Investments Limited,"Unit 23, Branxholme Industrial Estate, Bradford Road, Brighouse            HD6 4EA",29080777,"4a Greengate, Cadale Park, Harrogate, HG3 1GY",1325,Land Used For Storage and Premises,Rateable Value below threshold
Burnley Road Ltd,"Stubley Lane Works, Burnley Road, Todmorden, OL14 7EF",78076897,"P O Box 62, Todmorden, OL14 8WS",5000,Land Used For Storage And Premises,Unoccupied Land
Blackshaw Holdings Ltd,"Unit 27 Birkby House, Birkby Lane, Bailiff Bridge, Brighouse            HD6 4JJ",29056750,"St Bernards Mill, Gelderd Road, Gildersome, Leeds, LS27 7NA",1975,Offices And Premises,Rateable Value below threshold
Birds Royd Property Co Ltd,"Office 3 First Floor, Princess Works, Birds Royd Lane, Brighouse            HD6 1LH",29052747,"C/O R A S Sports, Princess Works, Bird Royd Lane, Brighouse, HD6 1LJ",1700,Offices,Empty Property - RV < 15000
Blackshaw Holdings Ltd,"Office 3 Clifton House, Bradford Road, Bailiff Bridge, Brighouse            HD6 4EJ",29084822,"St Bernards Mill, Gelderd Road, Gildersome, Leeds, LS27 7NA",1825,Office,Empty Property - RV < 15000
Kino & Co,"Office H M 2.10, Holmfield Mills, Holdsworth Road, Halifax              HX3 6SN",65344881,"Office H M 2.0, Holmfield Mills, Holdsworth Road, Halifax, HX3 6SN",1200,Office,Rateable Value below threshold
Units To Let [Northern] Ltd,"Part 1ST & 2ND Floor, Unit 18 Mill House Works, Triangle, Sowerby Bridge       HX6 3LN",77352751,"Hartford Trading Estate, Suthers Street, Oldham, OL9 7TQ",940,Store And Premises,Empty Property - RV < 15000
Calderdale Mbc,"Calder College Pt Grd Fl, Todmorden Community College, Burnley Road, Todmorden           OL14 7BX",78076513,"Asset Management Cafm, 1st Floor, Northgate House, HX1 1UN",10750,College And Premises,Empty Relief - Post 01/04/2008
Industrials Uk Ltd Partnership,"White Lee Estates Office, Caldene Business Park, Burnley Road, Mytholmroyd          HX7 5QJ",76088829,"C/O Ryden Llp, 3rd Floor Carlton Tower, 34 St Paul's Street, Leeds, LS1 2QB",2075,Office,Empty Property - RV < 15000
Prosperity Inns Ltd (In Liquidation),"Duke William Inn, Wade House Road, Shelf, Halifax             HX3 7PF",69216701,"X L Business Solutions Ltd, Premier House, Bradford Road, Cleckheaton, BD19 3TT",20000,Public House and Premises,Empty Relief - Post 01/04/2008
,"Battinson Road Mills, Battinson Road, Halifax, HX1 5PR",64176704,,35500,Warehouse And Premises,Empty Relief - Post 01/04/2008
,"S/0 14 Bottomley Street, Brighouse, HD6 4AR",29072700,,1850,Store And Premises,Rateable Value below threshold
Marshalls Mono Ltd,"Hall Ings, Southowram, Halifax, HX3 9RQ",65240700,"A Johnson - Group Prop Manager, Marshalls Plc, Landscape House, Premier Way, Lowfields Business Park, Elland, HX5 9HT",2425,Store And Premises,Rateable Value below threshold
,"Stod Fold Barn Bunkhouse, Stod Fold, Mixenden, Halifax             HX2 8XL",68854701,,560,Bunkhouse And Premises,Empty Property - RV < 15000
,"52 Market Street, Hebden Bridge, HX7 6AA",76360052,,4250,Restaurant and Premises,Flood Relief Application 2015/16
,"White Swan Hotel, Bridge Gate, Hebden Bridge, HX7 8EX",76060704,,15500,Public House and Premises,Flood Relief Application 2015/16
,"35 Tillotson Avenue, Sowerby, Sowerby Bridge, HX6 1BX",77592035,,1825,Shop and Premises,Rateable Value below threshold
,"Unit 29, Calder Workshops, Gibbet Street, Halifax             HX1 4JQ",65164749,,790,Workshop And Premises,Rateable Value below threshold
Everything Everywhere Ltd,"Telecommunications Mast, Ref WYK0289 Rear Car Auction, Armytage Road, Brighouse            HD6 1XE",29020746,"C/O Bilfinger Gva, Po Box 6079, Wolverhampton, WV1 9RA",8700,Communication Station and Premises,Unoccupied Land
Cullingworth Commercials & Freight Services Ltd,"Mezzanine Office 11, Lumbrook Mills, Westercroft Lane, Halifax              HX3 7TY",69388711,"Fao June Dove, Lumbrook Mills, Westercroft Lane, Shelf, Halifax, HX3 7TY",5500,Office,Empty Relief - Post 01/04/2008
,"278 Gibbet Street, Halifax, HX1 4LT",65164278,,2550,Shop and Premises,Rateable Value below threshold
Boothtown Partnership,"Grantham Road, Recreation Ground, Grantham Road, Halifax",65192716,"Attn D & V Robertshaw, 15 Woodside View, Boothtown, Halifax, HX3 6EH",6100,Changing Rooms And Premises,Empty Relief - Post 01/04/2008
,"Unit 2, 27 Rastrick Common, Brighouse, HD6 3DW",29480711,,6100,Warehouse And Premises,Empty Relief - Post 01/04/2008
,"1ST Floor, 43A Crown Street, Halifax, HX1 1JB",64756719,,2275,Offices and Premises,Listed Building
,"3a Crown Street, Hebden Bridge, HX7 8EH",76176721,,5400,Salon And Premises,Empty Relief - Post 01/04/2008
Calderdale Mbc Children & Young People's Services,"Grd Flr Carlton Mill, Wharf Street, Sowerby Bridge, HX6 2AS",77652736,"Fao Paul Ward Finance Manager, 3rd Floor, Westgate House, Halifax, HX1 1PS",13500,Offices and Premises,Listed Building
Hurst Group Northern Ltd,"Capital Works, 12-14 Wakefield Road, Brighouse, HD6 1PE",29608755,"F.A.O. Mr Gary Hurst, Aynsley House, Common Road, Low Moor, Bradford, BD12 0UF",38000,Factory and Premises,Empty Relief - Post 01/04/2008
Calderdale Mbc,"27 The Colonnade, Piece Hall, Halifax, HX1 1RE",68252725,"Land And Property Services, Northgate House, Northgate, Halifax, HX1 1UN",2550,Shop and Premises,Listed Building
Dean Clough Ltd,"Office Suite D 39, Dean Clough Mills, Halifax, HX3 5AX",64788727,"Office Suite E345, Dean Clough, Halifax, HX3 5AX",4050,Offices,Listed Building
Calderdale Mbc,"26 The Colonnade, Piece Hall, Halifax, HX1 1RE",68252766,"Land And Property Services, Northgate House, Northgate, Halifax, HX1 1UN",2475,Shop and Premises,Listed Building
J Speak & Co Ltd,"Unit 4, North Dean Mills, Stainland Road, Greetland           HX4 8LS",68772725,"1 Alfred Street, Greetland, Halifax, HX4 8LT",1750,Garage And Premises,Rateable Value below threshold
Westfield Properties,"Unit 10, Calder Workshops, Gibbet Street, Halifax             HX1 4JQ",65164730,"2 Stansfield Road, Todmorden, Lancs, OL14 5DL",1850,Workshop And Premises,Rateable Value below threshold
Westfield Properties Ltd,"Units 4 & 5, Calder Workshops, Gibbet Street, Halifax             HX1 4JQ",65164753,"2 Stansfield Road, Todmorden, Lancs, OL14 5DL",1625,Workshop And Premises,Rateable Value below threshold
J Speak & Co Ltd,"Adj Unit 3, North Dean Mills, Greetland, Halifax             HX4 8LS",68772713,"North Dean Mills, Stainland Road, Greetland, Halifax, HX4 8LS",850,Store And Premises,Rateable Value below threshold
Units To Let [Northern] Ltd,"Unit 2 (1st Floor), Mearclough Works, Mearclough Road, Sowerby Bridge      HX6 3LF",77340710,"Hartford Trading Estate, Suthers Street, Oldham, OL9 7TQ",580,Store And Premises,Rateable Value below threshold
Finestreet Ltd,"21e Halifax Road, Todmorden, OL14 5AG",78192776,"21a Halifax Road, Bramsche Square, Todmorden, OL14 5AG",1375,Salon,Rateable Value below threshold
Dr. Kuldip S Hunjan & Associates,"First Floor Offices, Warwick Chambers, 37 Southgate, Halifax              HX1 1DL",68652703,"Ground 1st & 2nd Floors, 3 Westgate, Halifax, HX1 1DJ",1900,Offices and Premises,Rateable Value below threshold
,"1 Oak Terrace, Stainland, Halifax, HX4 9EY",68112001,,1775,Shop and Premises,Rateable Value below threshold
Calderdale Mbc Community Services,"Boothtown Road, Halifax, HX3 6ET",64284700,"Fao Jim Milner, Westgate House, Westgate, Halifax, HX1 1PD",990,Public Conveniences,Rateable Value below threshold
Seddon Homes Ltd,"Melbourne Street, Hebden Bridge, HX7 6AS",76364706,"Birchwood One Business Park, Dewhurst Road, Birchwood, Warrington, WA3 7GB",680,Workshop And Premises,Rateable Value below threshold
Calderdale Mbc,"34/35 The Colonnade, Piece Hall, Halifax, HX1 1RE",68252746,"Land And Property Services, Northgate House, Northgate, Halifax, HX1 1UN",5100,Shop and Premises,Listed Building
,"10 Martin House, 2 Martin Street, Brighouse, HD6 1DA",29408713,,1750,Offices And Premises,Rateable Value below threshold
Reactiv Media Limited - In Liquidation,"The Warehouse, Elland Wharf, Gas Works Lane, Elland               HX5 9HH",56104710,"Peter Murray, Griffins, Tavistock House South, Tavistock Square, London, WC1H 9LG",46000,Offices And Premises,Listed Building
Co-Operative Group Ltd,"Units 3-7, Burnley Road Garage, Mytholmroyd, Hebden Bridge        HX7 5LH",76088743,"C/O Rate Account Management, Colliers Int Rating Uk Llp, 12th Flr Eleven Brindleyplace, 2 Brunswick Square, Brindleyplace Birmingham, B1 2LP",21500,Laboratory And Premises,Empty Relief - Post 01/04/2008
Property Holdings Executive Scheme,"Trinity House, Blackwall, Halifax, HX1 2QR",64268709,"Woodthorpe, 1 Gleddings Close, Halifax, HX3 0JD",6500,Offices and Premises,Listed Building
,"Office No 1, Sdh Industrial Estate, West Street, Sowerby Bridge       HX6 3BS",77648721,,1225,Offices and Premises,Rateable Value below threshold
Swinton Colonnade,"Fellside House, Hebble Brook Business Park, Hays Lane, Halifax              HX2 8UL",65288707,"Fao Purchase Ledger, Swinton Group Ltd, 6 Great Marlborough Street, Manchester, M1 5SW",22750,Offices and Premises,Empty Relief - Post 01/04/2008
Mobile Broadband Network Ltd,"Telecommunication Mast, Site Ref 99609, Lister Street, Brighouse            HD6 2AH",29670701,"C/O Gva, Business Rates (Tm), Po Box 6079, Wolverhampton, WV1 9RA",8600,Communication Station and Premises,Unoccupied Land
,"120 Hanson Lane, Halifax, HX1 5PG",65264120,,1375,Shop and Premises,Rateable Value below threshold
Joseph Dobson & Sons Ltd,"22/24 Northgate, Elland, HX5 0RU",56180024,"26 Northgate, Elland, West Yorks, HX5 0RU",7600,Offices and Premises,Empty Relief - Post 01/04/2008
Benjamin Whiteley & Sons Ltd,"Part Ground Floor Front, Multi Storey Park Road Mills, Park Road, Elland               HX5 9HX",56192735,"Park Road Mills, Park Road, Elland, HX5 9HX",980,Warehouse,Rateable Value below threshold
Benjamin Whiteley & Sons Ltd,"1ST, 2ND & 2RD Floors, Park Road Mills, Park Road, Elland               HX5 9HX",56192766,"Park Road Mills, Park Road, Elland, HX5 9HX",10500,Workshop And Premises,Empty Relief - Post 01/04/2008
Calderdale Mbc Community Services,"25 The Colonnade, Piece Hall, Halifax, HX1 1RE",68252726,"C/O Michael Devereux, Piece Hall Admin Office, The Piece Hall, Halifax, HX1 1RE",2500,Shop and Premises,Listed Building
Dean Clough Ltd,"Unit K2 (Second Floor), K Mill, Dean Clough Mills, Halifax, HX3 5AX",64784816,"Office Suite E345, Dean Clough, Halifax, HX3 5AX",8900,Offices,Listed Building
Roch Valley Homes Ltd,"Unit 6 Hollins Mill, Rochdale Road, Todmorden, OL14 6SA",78400842,"2nd Floor, Hollins Mill, Walsden, Todmorden, OL14 6SA",1825,Store And Premises,Empty Property - RV < 15000
Westfield Properties Ltd,"Unit 7a, Lineholme Mill, Burnley Road, Todmorden           OL14 7DH",78076807,"2 Stansfield Road, Todmorden, Lancs, OL14 5DL",560,Store And Premises,Rateable Value below threshold
First Group,"International House, 139 Skircoat Road, Halifax, HX1 2RE",68604708,"Attn Alison Davidson, First Shared Services, 395 King Street, Aberdeen, AB24 5RP",1525,Offices and Premises,Rateable Value below threshold
Decopac Ltd [In Liquidation],"Thornhill Briggs Mill, Thornhills Beck Lane, Brighouse, HD6 4AW",29572701,"C/O Brackenbury Clark & Co Ltd, 26 York Place, Leeds, LS1 2EY",107000,Workshop And Premises,Bankrupt / Liquidation / Winding Up Order
,"First Floor, 6-8 Hall Street, Halifax, HX1 5AY",65248714,,5600,Warehouse And Premises,Empty Relief - Post 01/04/2008
Pennine Housing 2000 Ltd,"31 Dene Place, Halifax, HX1 5TL",64808031,"Finance Section, Bull Green House, Bull Green, Halifax, HX1 2EB",3100,Shop and Premises,Empty Relief - Post 01/04/2008
S Sheard & Son Ltd,"Prospect Mill, Church Street, Greetland, Halifax              HX4 8LY",64576702,"Solar Works, Calder Street, Greetland, Halifax, HX4 8AQ",62500,Warehouse And Premises,Empty Relief - Post 01/04/2008
Calderdale Mbc Markets Manager,"1ST, 2ND & 3RD Floors, 34 Market Street, Halifax, HX1 1PB",65736739,"19 Albion Street, Halifax, HX1 1DU",4450,Offices And Premises,Listed Building
Gallyville Ltd,"Base, 2ND, 3RD & 4TH Floors, Southgate House, Wards End, Halifax              HX1 1BX",69264741,"F.A.O. Mr Clifford D Wing, Parkside House, 41 Walsingham Road, Enfield, Middlesex, EN2 6EY",85500,Offices And Premises,Empty Relief - Post 01/04/2008
Royal London Mutual Insurance Society Ltd,"Former Filling Station, Church Street, Halifax, HX1 1QY",64572711,"C/O Capita Fao C Grose, 65 Gresham Street, London, EC2V 7NQ",13250,Offices and Premises,Empty Relief - Post 01/04/2008
Marshalls Mono Ltd,"West Lane, Southowram, Halifax, HX3 9TW",69352702,"A Johnson - Group Prop Manager, Marshalls Plc, Landscape House, Premier Way, Lowfields Business Park, Elland, HX5 9HT",104000,Factory and Premises,Empty Relief - Post 01/04/2008
Calderdale Mbc Community Services,"43 The Colonnade, Piece Hall, Halifax, HX1 1RE",68252743,"C/O Michael Devereux, Piece Hall Admin Office, The Piece Hall, Halifax, HX1 1RE",720,Shop and Premises,Listed Building
Warmco Space Heating Ltd,"Unit 15B, Kirklees Steel Works, Grove Street, Brighouse            HD6 1PL",29284726,"Warmco Industrial Park, Manchester Road, Mossley, Ashton Under Lyne, OL5 9AY",1500,Store,Rateable Value below threshold
Thornhill Estates,"Dewsbury Road, Brighouse, HD6 3QB",29228700,"C/O Savills L & P Ltd, 13-15 Micklegate, York, YO1 6JH",880,Cricket Club And Premises,Empty Property - RV < 15000
,"40 Oldham Road, Ripponden, Sowerby Bridge, HX6 4DP",77408040,,11250,Shop and Premises,Empty Relief - Post 01/04/2008
,"16 Bridge Gate, Hebden Bridge, HX7 8EX",76060016,,8900,Shop and Premises,Flood Relief Application 2015/16
Warmco Space Heating Ltd,"Unit 301 Third Floor, Wilkin Royd Mills, Mill Lane, Brighouse            HD6 1PN",29420727,"Warmco Industrial Park, Manchester Road, Mossley, Ashton Under Lyne, OL5 9AY",1175,Warehouse And Premises,Empty Property - RV < 15000
Warmco Space Heating Ltd,"Unit 203B Second Floor, Wilkin Royd Mills, Mill Lane, Brighouse            HD6 1PN",29420724,"Warmco Industrial Park, Manchester Road, Mossley, Ashton Under Lyne, OL5 9AY",135,Store And Premises,Empty Property - RV < 15000
Leo Sawrij Ltd,"Park Spring Quarry, Swales Moor Road, Halifax, HX3 6UF",68908701,"Swalesmoor Mik Farm, Swales Moor Road, Halifax, HX3 6UF",19000,Mineral Processing Plant And Premises,Empty Relief - Post 01/04/2008
,"2ND Floor, 41A Crown Street, Halifax, HX1 1JB",64756745,,5500,Offices And Premises,Listed Building
Blackshaw Holdings Ltd,"Part 2ND Floor Clifton House, Bradford Road, Bailiff Bridge, Brighouse            HD6 4JJ",29084810,"St Bernards Mill, Gelderd Road, Gildersome, Leeds, LS27 7NA",14500,Offices and Premises,Empty Relief - Post 01/04/2008
Sipp Deal Trustees Ltd,"3 Victoria Street, Greetland, Halifax, HX4 8DF",69204003,"C/O Hanson Chartered Surveyors, 83 Fitzwilliam Street, Huddersfield, HD1 5LG",3700,Surgery And Premises,Empty Relief - Post 01/04/2008
,"Suite 4, Nursery Lane Health Centre, Nursery Lane, Halifax              HX3 5SW",68104704,,870,Office,Rateable Value below threshold
Calderdale Mbc Land & Property Services,"22 The Colonnade, Piece Hall, Halifax, HX1 1RE",68252749,"Northgate House, Northgate, Halifax, HX1 1UN",2475,Shop and Premises,Listed Building
The Original Wholesale Liquor Store Ltd (In Liquidation),"9-11 King Street, Brighouse, HD6 1NX",29372713,"Gary Bowman, Carndearg Consultants T/A Pca, Unit 1c, 5 Main Road, Condorrat, Cumbernauld, Glasgow, G67 4BT",28500,Shop And Premises,Empty Relief - Post 01/04/2008
Warmco Space Heating Ltd,"77 Mill Lane, Brighouse, HD6 1PN",29420742,"Warmco Industrial Park, Manchester Road, Mossley, Ashton Under Lyne, OL5 9AY",1350,Offices And Premises,Empty Property - RV < 15000
Santander,"First Floor, 24/26 Commercial Street, Brighouse, HD6 1AQ",29196726,"C/O Jones Lang Lasalle, Business Rates, One Piccadilly Gardens, Manchester, M1 1RG",8100,Gym And Premises,Empty Relief - Post 01/04/2008
Calderdale Mbc Markets Manager,"Balcony Store, 29 Borough Market, Halifax, HX1 1DZ",64288817,"19 Albion Street, Halifax, HX1 1DU",455,Store And Premises,Listed Building
,"Opp Victoria Works, Calder Street, Brighouse, HD6 1LZ",29124707,,4850,Car Park,Unoccupied Land
Warmco Space Heating Ltd,"Unit 7C, River Street Business Park, River Street, Brighouse            HD6 1LU",29492736,"Warmco Industrial Park, Manchester Road, Mossley, Ashton Under Lyne, OL5 9AY",1625,Store &  Premises,Empty Property - RV < 15000
Calderdale Mbc,"38 The Colonnade, Piece Hall, Halifax, HX1 1RE",68252747,"Land And Property Services, Northgate House, Northgate, Halifax, HX1 1UN",1675,Shop and Premises,Listed Building
