Year,Ward code,Borough,Ward,Candidate rank,Name/Elected,Party,Votes,Elected
2010,00BEGE,Southwark,Cathedrals,5,"Smith, Charlie",Lab,"1,529",
2010,00BEGE,Southwark,Cathedrals,6,"Williams, Mark P.",Lab,"1,335",
2010,00BEGE,Southwark,Cathedrals,7,"Davenport-Cooper, Michael",Cons,992,
2010,00BEGE,Southwark,Cathedrals,8,"Shankly, Julie",Cons,931,
2010,00BEGE,Southwark,Cathedrals,9,"Phillips, Zac",Cons,864,
2010,00BEGE,Southwark,Cathedrals,10,"Martin, Timothy J.",Green,740,
2010,00BEGE,Southwark,Cathedrals,11,"Pocock, Ian",Green,683,
2010,00BEGE,Southwark,Cathedrals,12,"Hayes, Ken",Ind,268,
2010,00BEGF,Southwark,Chaucer,1,"Clark, Poddy",Lib Dem,"2,509",Elected
2010,00BEGF,Southwark,Chaucer,2,"McNally, Timothy J",Lib Dem,"2,455",Elected
2010,00BEGF,Southwark,Chaucer,3,"Hickson, Claire L.",Lab,"2,101",Elected
2010,00BEGF,Southwark,Chaucer,4,"Sheik, Mackie U.",Lib Dem,"2,095",
2010,00BEGF,Southwark,Chaucer,5,"Dawudu, Musadiq",Lab,"2,037",
2010,00BEGF,Southwark,Chaucer,6,"Lancashire, Steve",Lab,"2,020",
2010,00BEGF,Southwark,Chaucer,7,"Kingston, Simon M.",Cons,926,
2010,00BEGF,Southwark,Chaucer,8,"Didier-Garnham, Suzie A.",Cons,911,
2010,00BEGF,Southwark,Chaucer,9,"Salt, Matthew P.",Cons,841,
2010,00BEGF,Southwark,Chaucer,10,"Horne, Marieluise",Green,512,
2010,00BEGF,Southwark,Chaucer,11,"Hogg, Max",Green,399,
2010,00BEGF,Southwark,Chaucer,12,"Miller, Catherine",Green,377,
2010,00BEGG,Southwark,College,1,"Hayes, Helen",Lab,"2,181",Elected
2010,00BEGG,Southwark,College,2,"Simmons, Andy",Lab,"1,992",Elected
2010,00BEGG,Southwark,College,3,"Robinson, Lewis",Cons,"1,903",Elected
2010,00BEGG,Southwark,College,4,"Nardell, Gordon",Lab,"1,871",
2010,00BEGG,Southwark,College,5,"Chathli, Lindsay",Cons,"1,834",
2010,00BEGG,Southwark,College,6,"Smith, Stephen J.",Cons,"1,789",
2010,00BEGG,Southwark,College,7,"Connolly, Theresa",Lib Dem,"1,486",
2010,00BEGG,Southwark,College,8,"Haythornthwaite, John P.",Lib Dem,"1,111",
2010,00BEGG,Southwark,College,9,"Zuleta, Lorraine",Lib Dem,"1,060",
2010,00BEGG,Southwark,College,10,"Bennett, Isobel",Green,588,
2010,00BEGG,Southwark,College,11,"Bell, Chris",Green,463,
2010,00BEGG,Southwark,College,12,"Nicholson, Gavin",Green,338,
2010,00BEGH,Southwark,East Dulwich,1,"Barber, James V.",Lib Dem,"2,854",Elected
2010,00BEGH,Southwark,East Dulwich,2,"Mitchell, Jonathan S.",Lib Dem,"2,720",Elected
2010,00BEGH,Southwark,East Dulwich,3,"Shimell, Rosie",Lib Dem,"2,435",Elected
2010,00BEGH,Southwark,East Dulwich,4,"Alden, Les",Lab,"2,061",
2010,00BEGH,Southwark,East Dulwich,5,"Reid, Joani",Lab,"1,952",
2010,00BEGH,Southwark,East Dulwich,6,"Kempton, Oliver J.",Lab,"1,907",
2010,00BEGH,Southwark,East Dulwich,7,"Fish, Christopher M.",Cons,920,
2010,00BEGH,Southwark,East Dulwich,8,"Dalton, Louise M.",Cons,871,
2010,00BEGH,Southwark,East Dulwich,9,"Sam-King, Janet",Cons,779,
2010,00BEGH,Southwark,East Dulwich,10,"Goodman, Anna",Green,718,
2010,00BEGH,Southwark,East Dulwich,11,"Trinder, Lucy",Green,572,
2010,00BEGH,Southwark,East Dulwich,12,"Kinrade, Derek",Green,436,
2010,00BEGJ,Southwark,East Walworth,1,"Seaton, Martin",Lab,"1,931",Elected
2010,00BEGJ,Southwark,East Walworth,2,"Morrissey, Helen",Lab,"1,892",Elected
2010,00BEGJ,Southwark,East Walworth,3,"Merrill, Darren",Lab,"1,870",Elected
2010,00BEGJ,Southwark,East Walworth,4,"Johnson, Ben",Lib Dem,"1,767",
2010,00BEGJ,Southwark,East Walworth,5,"Salmon, Jane",Lib Dem,"1,740",
2010,00BEGJ,Southwark,East Walworth,6,"Wright, Peter J.",Lib Dem,"1,441",
2010,00BEGJ,Southwark,East Walworth,7,"Kent, Victoria J.",Cons,530,
2010,00BEGJ,Southwark,East Walworth,8,"Treffler, Richard",Cons,466,
2010,00BEGJ,Southwark,East Walworth,9,"Pandit, Nikesh",Cons,458,
2010,00BEGJ,Southwark,East Walworth,10,"Wilson Young, Nick",Green,373,
2010,00BEGK,Southwark,Faraday,1,"Lauder, Lorraine",Lab,"2,696",Elected
2010,00BEGK,Southwark,Faraday,2,"Garfield, Dan",Lab,"2,682",Elected
2010,00BEGK,Southwark,Faraday,3,"Mohamed, Abdul",Lab,"2,450",Elected
2010,00BEGK,Southwark,Faraday,4,"Macnaughton, Anne",Lib Dem,869,
2010,00BEGK,Southwark,Faraday,5,"Mustoe, Sarah J.",Lib Dem,704,
2010,00BEGK,Southwark,Faraday,6,"Sillah, Mohamed S.",Lib Dem,654,
2010,00BEGK,Southwark,Faraday,7,"Cosgrave, Noel",Cons,547,
2010,00BEGK,Southwark,Faraday,8,"Clark, Susannah A.M.",Cons,542,
2010,00BEGK,Southwark,Faraday,9,"Whitehouse, Ian R.",Cons,444,
2010,00BEGK,Southwark,Faraday,10,"Wright, Jo",Green,293,
2010,00BEGK,Southwark,Faraday,11,"Krakowiak, Peter",Green,255,
2010,00BEGK,Southwark,Faraday,12,"Robby, Yohara",ED,157,
2010,00BEGL,Southwark,Grange,1,"Capstick, Denise M.",Lib Dem,"2,513",Elected
2010,00BEGL,Southwark,Grange,2,"Gettleson, Mark C.",Lib Dem,"2,328",Elected
2010,00BEGL,Southwark,Grange,3,"Manchester, Linda",Lib Dem,"2,154",Elected
2010,00BEGL,Southwark,Grange,4,"Harley, Ron",Lab,"1,605",
2010,00BEGL,Southwark,Grange,5,"Hewitt, Andrew",Lab,"1,522",
2010,00BEGL,Southwark,Grange,6,"Jameson, Hannah",Lab,"1,495",
2010,00BEGL,Southwark,Grange,7,"Gregory, Liam",Cons,"1,110",
2010,00BEGL,Southwark,Grange,8,"Boyle, Pauline M.",Cons,"1,081",
2010,00BEGL,Southwark,Grange,9,"Coates, Samuel",Cons,986,
2010,00BEGL,Southwark,Grange,10,"Tanner, Jonathan",Green,760,
2010,00BEGM,Southwark,Livesey,1,"Livingstone, Richard J.",Lab,"3,062",Elected
2010,00BEGM,Southwark,Livesey,2,"Mcdonald, Catherine E.J.",Lab,"2,864",Elected
2010,00BEGM,Southwark,Livesey,3,"Situ, Michael K.",Lab,"2,786",Elected
2010,00BEGM,Southwark,Livesey,4,"Berhanu, Alex",Lib Dem,"1,351",
2010,00BEGM,Southwark,Livesey,5,"Lynch, Roger",Lib Dem,"1,262",
2010,00BEGM,Southwark,Livesey,6,"Townsend, Louise C.",Lib Dem,"1,166",
2010,00BEGM,Southwark,Livesey,7,"Carey, Matthew S.",Cons,519,
2010,00BEGM,Southwark,Livesey,8,"Fordham, Derek C.",Cons,479,
2010,00BEGM,Southwark,Livesey,9,"Fordham, Margaret E.",Cons,462,
2010,00BEGM,Southwark,Livesey,10,"Lane, Sandra",Green,285,
2010,00BEGM,Southwark,Livesey,11,"Powell, Robin",Green,216,
2010,00BEGM,Southwark,Livesey,12,"Soares, Marco",Green,214,
2010,00BEGN,Southwark,Newington,1,"Coyle, Neil A.J.",Lab,"2,174",Elected
2010,00BEGN,Southwark,Newington,2,"Bowman, Catherine",Lib Dem,"2,134",Elected
2010,00BEGN,Southwark,Newington,3,"Diamond, Patrick",Lab,"2,095",Elected
2010,00BEGN,Southwark,Newington,4,"Ladipo, Jelil I.",Lib Dem,"2,068",
2010,00BEGN,Southwark,Newington,5,"Reid, Claudia",Lab,"2,037",
2010,00BEGN,Southwark,Newington,6,"Leach, Jeremy D.H.",Lib Dem,"1,985",
2010,00BEGN,Southwark,Newington,7,"Collins, Valerie",Cons,639,
2010,00BEGN,Southwark,Newington,8,"Coffin, Paul",Cons,546,
2010,00BEGN,Southwark,Newington,9,"Gray, Frances",Cons,501,
2010,00BEGN,Southwark,Newington,10,"Payne, Martin",Green,479,
2010,00BEGN,Southwark,Newington,11,"Bates, Danny",Green,403,
2010,00BEGN,Southwark,Newington,12,"Walsh, Neil",Green,359,
2010,00BEGN,Southwark,Newington,13,"Rees, Richard D.",Ind,211,
2010,00BEGP,Southwark,Nunhead,1,"Colley, Fiona M.",Lab,"2,804",Elected
2010,00BEGP,Southwark,Nunhead,2,"Chopra, Sunil",Lab,"2,698",Elected
2010,00BEGP,Southwark,Nunhead,3,"Smith, Althea M.",Lab,"2,496",Elected
2010,00BEGP,Southwark,Nunhead,4,"Barmby, Martyn S.",Lib Dem,"1,144",
2010,00BEGP,Southwark,Nunhead,5,"Melly, Paul T.",Lib Dem,878,
2010,00BEGP,Southwark,Nunhead,6,"Shakespeare, Matthew J.",Lib Dem,797,
2010,00BEGP,Southwark,Nunhead,7,"Barratt, David W.",Cons,744,
2010,00BEGP,Southwark,Nunhead,8,"Chathli, Harry",Cons,630,
2010,00BEGP,Southwark,Nunhead,9,"Pereira, Colin J.",Cons,601,
2010,00BEGP,Southwark,Nunhead,10,"Barbe, Steve",Green,566,
2010,00BEGP,Southwark,Nunhead,11,"Daly, Brendan",Green,510,
2010,00BEGP,Southwark,Nunhead,12,"Darnbrough, Ann",Green,481,
2010,00BEGQ,Southwark,Peckham,1,"Hargrove, Barrie J.",Lab,"3,435",Elected
2010,00BEGQ,Southwark,Peckham,2,"Situ, Tayo A.",Lab,"3,242",Elected
2010,00BEGQ,Southwark,Peckham,3,"Soanes, Cleo",Lab,"3,069",Elected
2010,00BEGQ,Southwark,Peckham,4,"Oyewunmi, Ola",Lib Dem,979,
2010,00BEGQ,Southwark,Peckham,5,"Whittington, Joanne",Lib Dem,727,
2010,00BEGQ,Southwark,Peckham,6,"Quddus, Abdul",Lib Dem,595,
2010,00BEGQ,Southwark,Peckham,7,"Ward, Martina J.",Cons,470,
2010,00BEGQ,Southwark,Peckham,8,"Maclaren, Jane S.",Cons,436,
2010,00BEGQ,Southwark,Peckham,9,"Sheilds, Joanna E.",Cons,385,
2010,00BEGQ,Southwark,Peckham,10,"Bunting, Esther",Green,338,
2010,00BEGQ,Southwark,Peckham,11,"Bale, Phil",Ind,285,
2010,00BEGQ,Southwark,Peckham,12,"Dugan-Brause, Eugene",Green,264,
2010,00BEGQ,Southwark,Peckham,13,"Jefferies, Louise",Green,218,
2010,00BEGR,Southwark,Peckham Rye,1,"Edwards, Gavin J.",Lab,"2,772",Elected
2010,00BEGR,Southwark,Peckham Rye,2,"Mills, Victoria",Lab,"2,559",Elected
2010,00BEGR,Southwark,Peckham Rye,3,"Hamvas, Renata M.",Lab,"2,422",Elected
2010,00BEGR,Southwark,Peckham Rye,4,"Blake, Jennifer",Lib Dem,"2,223",
2010,00BEGR,Southwark,Peckham Rye,5,"Bowman, Alastair",Lib Dem,"2,067",
2010,00BEGR,Southwark,Peckham Rye,6,"Eggleston, Laurie J.",Lib Dem,"1,878",
2010,00BEGR,Southwark,Peckham Rye,7,"Atuona, Diana",Cons,933,
2010,00BEGR,Southwark,Peckham Rye,8,"Kitchen, Simon J.",Cons,828,
2010,00BEGR,Southwark,Peckham Rye,9,"Tuck, Andy",Cons,798,
2010,00BEGR,Southwark,Peckham Rye,10,"Fleming, Rachel",Green,667,
2010,00BEGR,Southwark,Peckham Rye,11,"Bennett, Gerard",Green,655,
2010,00BEGR,Southwark,Peckham Rye,12,"Evers, Jason",Green,526,
2010,00BEGS,Southwark,Riverside,1,"Mann, Eliza P.",Lib Dem,"2,069",Elected
2010,00BEGS,Southwark,Riverside,2,"Stanton, Nicholas P.",Lib Dem,"2,013",Elected
2010,00BEGS,Southwark,Riverside,3,"Al-Samerai, Anood",Lib Dem,"1,927",Elected
2010,00BEGS,Southwark,Riverside,4,"Fieldsend, Jonathan",Cons,"1,431",
2010,00BEGS,Southwark,Riverside,5,"Walters, Philip",Cons,"1,389",
2010,00BEGS,Southwark,Riverside,6,"Ward, Oliver",Cons,"1,338",
2010,00BEGS,Southwark,Riverside,7,"Colebourn, Elizabeth",Lab,"1,282",
2010,00BEGS,Southwark,Riverside,8,"Graham, Aubyn",Lab,"1,109",
2010,00BEGS,Southwark,Riverside,9,"Page, Christopher",Lab,"1,095",
2010,00BEGS,Southwark,Riverside,10,"Smith, Kate",Green,570,
2010,00BEGS,Southwark,Riverside,11,"Best, Neil",Green,518,
2010,00BEGT,Southwark,Rotherhithe,1,"Hook, Jeffrey S.",Lib Dem,"1,719",Elected
2010,00BEGT,Southwark,Rotherhithe,2,"Nelson, Wilma",Lib Dem,"1,695",Elected
2010,00BEGT,Southwark,Rotherhithe,3,"Blango, Columba",Lib Dem,"1,590",Elected
2010,00BEGT,Southwark,Rotherhithe,4,"Brown, Christopher P.",Lab,"1,389",
2010,00BEGT,Southwark,Rotherhithe,5,"Whittam, Kath",Lab,"1,343",
2010,00BEGT,Southwark,Rotherhithe,6,"Squires, Anthony J.",Lab,"1,180",
2010,00BEGT,Southwark,Rotherhithe,7,"Hodge, Simon D.",Cons,861,
2010,00BEGT,Southwark,Rotherhithe,8,"Gray, Percy",Cons,825,
2010,00BEGT,Southwark,Rotherhithe,9,"Hinxman, Matt",Cons,815,
2010,00BEGT,Southwark,Rotherhithe,10,"Wilson Young, Zoe",Green,504,
2010,00BEGT,Southwark,Rotherhithe,11,"Hennessy, Kathy",Ind,467,
2010,00BEGT,Southwark,Rotherhithe,12,"Hewitt, Jerry",Ind,414,
2010,00BEGT,Southwark,Rotherhithe,13,"Horan, Patrick",Ind,299,
2010,00BEGU,Southwark,South Bermondsey,1,"Bukola, Michael A.",Lib Dem,"1,615",Elected
2010,00BEGU,Southwark,South Bermondsey,2,"Kyriacou, Paul A.",Lib Dem,"1,614",Elected
2010,00BEGU,Southwark,South Bermondsey,3,"Neale, Graham J.",Lib Dem,"1,604",Elected
2010,00BEGU,Southwark,South Bermondsey,4,"Alden, Pat",Lab,"1,474",
2010,00BEGU,Southwark,South Bermondsey,5,"Lasaki, Ade",Lab,"1,416",
2010,00BEGU,Southwark,South Bermondsey,6,"Hollingsworth, Cormac K.",Lab,"1,400",
2010,00BEGU,Southwark,South Bermondsey,7,"Bland, Gary",Cons,722,
2010,00BEGU,Southwark,South Bermondsey,8,"Pilkington, David J.",Cons,586,
2010,00BEGU,Southwark,South Bermondsey,9,"Rees, Bill",Cons,568,
2010,00BEGU,Southwark,South Bermondsey,10,"Seary, Nigel",BNP,442,
2010,00BEGU,Southwark,South Bermondsey,11,"Bushell, Emma",Green,422,
2010,00BEGU,Southwark,South Bermondsey,12,"Forbes, Jayne",Green,230,
2010,00BEGW,Southwark,South Camberwell,1,"Ward, Veronica M.",Lab,"2,688",Elected
2010,00BEGW,Southwark,South Camberwell,2,"Govier, Stephen E.",Lab,"2,541",Elected
2010,00BEGW,Southwark,South Camberwell,3,"John, Peter C.",Lab,"2,502",Elected
2010,00BEGW,Southwark,South Camberwell,4,"Blango, Christian",Lib Dem,"1,509",
2010,00BEGW,Southwark,South Camberwell,5,"Jones, Jenny",Green,"1,282",
2010,00BEGW,Southwark,South Camberwell,6,"Hunte, Colin",Lib Dem,943,
2010,00BEGW,Southwark,South Camberwell,7,"Sannoh, Mariam",Lib Dem,872,
2010,00BEGW,Southwark,South Camberwell,8,"Fox, Simon J.",Cons,835,
2010,00BEGW,Southwark,South Camberwell,9,"Margolies, Eleanor",Green,822,
2010,00BEGW,Southwark,South Camberwell,10,"Wooller, Oliver H.",Cons,712,
2010,00BEGW,Southwark,South Camberwell,11,"Tibbits, Thomas",Green,683,
2010,00BEGW,Southwark,South Camberwell,12,"Ukoko, Alice",Cons,628,
2010,00BEGX,Southwark,Surrey Docks,1,"Hubber, David C.",Lib Dem,"2,385",Elected
2010,00BEGX,Southwark,Surrey Docks,2,"Noblet, Paul A.",Lib Dem,"2,310",Elected
2010,00BEGX,Southwark,Surrey Docks,3,"Rajan, Lisa E.",Lib Dem,"1,986",Elected
2010,00BEGX,Southwark,Surrey Docks,4,"Collins, Laura",Cons,"1,463",
2010,00BEGX,Southwark,Surrey Docks,5,"Crook, Catherine",Cons,"1,331",
2010,00BEGX,Southwark,Surrey Docks,6,"Roberts, Dominic D.",Cons,"1,259",
2010,00BEGX,Southwark,Surrey Docks,7,"Percival, John W.",Lab,942,
2010,00BEGX,Southwark,Surrey Docks,8,"Rawcliffe, Fran E.",Lab,902,
2010,00BEGX,Southwark,Surrey Docks,9,"Smeath, Robert J.",Lab,788,
2010,00BEGX,Southwark,Surrey Docks,10,"Raszka, George",Green,445,
2010,00BEGX,Southwark,Surrey Docks,11,"Hellings, John",Ind,185,
2010,00BEGY,Southwark,The Lane,1,"Glover, Mark H.",Lab,"3,163",Elected
2010,00BEGY,Southwark,The Lane,2,"Dolezal, Nick",Lab,"3,120",Elected
2010,00BEGY,Southwark,The Lane,3,"Rhoden, Keadean M.",Lab,"2,567",Elected
2010,00BEGY,Southwark,The Lane,4,"Freeman, Lorna R.",Lib Dem,"1,622",
2010,00BEGY,Southwark,The Lane,5,"Chance, Tom",Green,"1,265",
2010,00BEGY,Southwark,The Lane,6,"Glover, Julie A.",Lib Dem,"1,240",
2010,00BEGY,Southwark,The Lane,7,"Phillips, Jon M.",Lib Dem,998,
2010,00BEGY,Southwark,The Lane,8,"Plodowski, Anna",Green,906,
2010,00BEGY,Southwark,The Lane,9,"Foreman, Rebecca M.",Cons,761,
2010,00BEGY,Southwark,The Lane,10,"Macleod, Alan H.",Cons,731,
2010,00BEGY,Southwark,The Lane,11,"Chan, Gerald",Cons,705,
2010,00BEGY,Southwark,The Lane,12,"Van Der Stoep, Remco",Green,586,
2010,00BEGZ,Southwark,Village,1,"Crookshank Hilton, Robin A.",Lib Dem,"2,376",Elected
2010,00BEGZ,Southwark,Village,2,"Eckersley, Toby",Cons,"2,217",Elected
2010,00BEGZ,Southwark,Village,3,"Mitchell, Andrew M.",Cons,"2,168",Elected
2010,00BEGZ,Southwark,Village,4,"Bradbury, David S.",Cons,"2,156",
2010,00BEGZ,Southwark,Village,5,"Cinamon, Kate",Lab,"1,911",
2010,00BEGZ,Southwark,Village,6,"Mitchell, Christian S.",Lib Dem,"1,852",
2010,00BEGZ,Southwark,Village,7,"Hedley, John",Lib Dem,"1,829",
2010,00BEGZ,Southwark,Village,8,"Chapman, Duncan",Lab,"1,793",
2010,00BEGZ,Southwark,Village,9,"Rowley, Julia",Lab,"1,638",
2010,00BEGZ,Southwark,Village,10,"Goodman, Robert",Green,929,
2010,00BEGZ,Southwark,Village,11,"Hammond, David",Green,469,
2010,00BFGC,Sutton,Beddington North,1,"Keys, John",Lib Dem,"2,456",Elected
2010,00BFGC,Sutton,Beddington North,2,"Ali, Pat",Lib Dem,"2,318",Elected
2010,00BFGC,Sutton,Beddington North,3,"Leach, John W.E.",Lib Dem,"2,306",Elected
2010,00BFGC,Sutton,Beddington North,4,"Drew, Matthew D.",Cons,"1,992",
2010,00BFGC,Sutton,Beddington North,5,"Russell, Julia M.",Cons,"1,787",
2010,00BFGC,Sutton,Beddington North,6,"Odunton, Stephen K.",Cons,"1,567",
2010,00BFGC,Sutton,Beddington North,7,"Gwynn, Sarah A.",Lab,671,
2010,00BFGC,Sutton,Beddington North,8,"Ahmad, Nawaz",Lab,593,
2010,00BFGC,Sutton,Beddington North,9,"Theobald, Susan D.",Lab,519,
2010,00BFGC,Sutton,Beddington North,10,"Burningham, Joanna",Green,376,
2010,00BFGD,Sutton,Beddington South,1,"Joyce, Edward T.",Lib Dem,"2,250",Elected
2010,00BFGD,Sutton,Beddington South,2,"Melican, Joyce H.",Lib Dem,"2,122",Elected
2010,00BFGD,Sutton,Beddington South,3,"Brown, Malcolm",Cons,"2,120",Elected
2010,00BFGD,Sutton,Beddington South,4,"Hagerty, Terry",Cons,"2,002",
2010,00BFGD,Sutton,Beddington South,5,"Wallis, Peter V.",Cons,"1,965",
2010,00BFGD,Sutton,Beddington South,6,"Sadiq, Muhammad I.",Lib Dem,"1,871",
2010,00BFGD,Sutton,Beddington South,7,"Mccauley, Ed",Lab,618,
2010,00BFGD,Sutton,Beddington South,8,"Poge, Clive S.",Lab,564,
2010,00BFGD,Sutton,Beddington South,9,"Weir, Jas",Lab,457,
2010,00BFGD,Sutton,Beddington South,10,"Griffiths, Richard A.",Green,277,
2010,00BFGE,Sutton,Belmont,1,"Hicks, David A.",Cons,"2,629",Elected
2010,00BFGE,Sutton,Belmont,2,"Geiringer, Peter H.",Cons,"2,544",Elected
2010,00BFGE,Sutton,Belmont,3,"Picknett, Pam",Cons,"2,355",Elected
2010,00BFGE,Sutton,Belmont,4,"Lock, Abigail M.E.",Lib Dem,"2,210",
2010,00BFGE,Sutton,Belmont,5,"Neale, Russell P.",Lib Dem,"2,087",
2010,00BFGE,Sutton,Belmont,6,"Pridham, Eric",Lib Dem,"1,785",
2010,00BFGE,Sutton,Belmont,7,"Pickles, David J.",UKIP,621,
2010,00BFGE,Sutton,Belmont,8,"Blears, Gale A.L.",Lab,519,
2010,00BFGE,Sutton,Belmont,9,"Kerr, Geraldine",Lab,412,
2010,00BFGE,Sutton,Belmont,10,"Wingrove, Marian H.",Lab,343,
2010,00BFGF,Sutton,Carshalton Central,1,"Pollock, Hamish J.",Lib Dem,"2,676",Elected
2010,00BFGF,Sutton,Carshalton Central,2,"Salter, Alan J.",Lib Dem,"2,488",Elected
2010,00BFGF,Sutton,Carshalton Central,3,"Whitehead, Jill L.",Lib Dem,"2,377",Elected
2010,00BFGF,Sutton,Carshalton Central,4,"Scully, Paul S.",Cons,"2,062",
2010,00BFGF,Sutton,Carshalton Central,5,"Kelly, Paul G.",Cons,"2,033",
2010,00BFGF,Sutton,Carshalton Central,6,"Hameed, Jemany",Cons,"1,724",
2010,00BFGF,Sutton,Carshalton Central,7,"Davis, David G.",Lab,528,
2010,00BFGF,Sutton,Carshalton Central,8,"Towler, David",Lab,419,
2010,00BFGF,Sutton,Carshalton Central,9,"Koheeallee, Aboo B.",Lab,397,
2010,00BFGF,Sutton,Carshalton Central,10,"Steel, Robert W.",Green,388,
2010,00BFGF,Sutton,Carshalton Central,11,"Dougherty, Brian D.",Green,305,
2010,00BFGF,Sutton,Carshalton Central,12,"Suheimat, Mandi",Green,208,
2010,00BFGG,Sutton,Carshalton South And Clockhouse,1,"Crowley, Tim",Cons,"2,469",Elected
2010,00BFGG,Sutton,Carshalton South And Clockhouse,2,"Fosdike, Peter M.",Lib Dem,"2,400",Elected
2010,00BFGG,Sutton,Carshalton South And Clockhouse,3,"Butt, Moira",Cons,"2,369",Elected
2010,00BFGG,Sutton,Carshalton South And Clockhouse,4,"Kennedy, John",Cons,"2,362",
2010,00BFGG,Sutton,Carshalton South And Clockhouse,5,"Leeson, John P.",Lib Dem,"2,237",
2010,00BFGG,Sutton,Carshalton South And Clockhouse,6,"Wingrove, Paul A.",Lib Dem,"2,203",
2010,00BFGG,Sutton,Carshalton South And Clockhouse,7,"Shearer, Claire",Lab,502,
2010,00BFGG,Sutton,Carshalton South And Clockhouse,8,"Burbage, Marilynne B.",Lab,498,
2010,00BFGG,Sutton,Carshalton South And Clockhouse,9,"Turner, Peter J.",Lab,431,
2010,00BFGG,Sutton,Carshalton South And Clockhouse,10,"Dickenson, Ashley",CPA,178,
2010,00BFGH,Sutton,Cheam,1,"Burstow, Mary",Lib Dem,"2,988",Elected
2010,00BFGH,Sutton,Cheam,2,"Pritchard, Jonathan D.",Cons,"2,751",Elected
2010,00BFGH,Sutton,Cheam,3,"Whitham, Graham G.",Cons,"2,662",Elected
2010,00BFGH,Sutton,Cheam,4,"Zaidi, Misdaq S.H.",Cons,"2,445",
2010,00BFGH,Sutton,Cheam,5,"Brett Young, Tony",Lib Dem,"2,289",
2010,00BFGH,Sutton,Cheam,6,"Frater, Neil",Lib Dem,"1,960",
2010,00BFGH,Sutton,Cheam,7,"Rodger, Jane",Lab,268,
2010,00BFGH,Sutton,Cheam,8,"Edwards, Lyndon",Lab,263,
2010,00BFGH,Sutton,Cheam,9,"Kirtane, Ameya S.",Lab,229,
2010,00BFGH,Sutton,Cheam,10,"Connolly, Matthew B.",CPA,182,
2010,00BFGJ,Sutton,Nonsuch,1,"Jerome, Gerry",Lib Dem,"2,781",Elected
2010,00BFGJ,Sutton,Nonsuch,2,"Jerome, Kirsty A.",Lib Dem,"2,675",Elected
2010,00BFGJ,Sutton,Nonsuch,3,"Allen, Eric J.",Cons,"2,568",Elected
2010,00BFGJ,Sutton,Nonsuch,4,"Roberts, Roger D.C.",Lib Dem,"2,531",
2010,00BFGJ,Sutton,Nonsuch,5,"Plant, Alan R.",Cons,"2,476",
2010,00BFGJ,Sutton,Nonsuch,6,"Butt, Richard J.",Cons,"2,400",
2010,00BFGJ,Sutton,Nonsuch,7,"Clark, Kathie E.",Lab,376,
2010,00BFGJ,Sutton,Nonsuch,8,"Buck, Shawn V.",Lab,354,
2010,00BFGJ,Sutton,Nonsuch,9,"Papadopoulos, Marcus S.",Lab,335,
2010,00BFGK,Sutton,St Helier,1,"Andrews, Sheila M.",Lib Dem,"2,319",Elected
2010,00BFGK,Sutton,St Helier,2,"Callaghan, David J.",Lib Dem,"2,136",Elected
2010,00BFGK,Sutton,St Helier,3,"Callaghan, Anisha",Lib Dem,"2,003",Elected
2010,00BFGK,Sutton,St Helier,4,"Martin, Keith J.",Cons,963,
2010,00BFGK,Sutton,St Helier,5,"Manton, Charles W.E.",Cons,947,
2010,00BFGK,Sutton,St Helier,6,"Hughes, Maggie",Lab,783,
2010,00BFGK,Sutton,St Helier,7,"Pillinger, Eric S.",Cons,755,
2010,00BFGK,Sutton,St Helier,8,"Sim, Patrick",Lab,740,
2010,00BFGK,Sutton,St Helier,9,"Stears, Arran P.",Lab,728,
2010,00BFGK,Sutton,St Helier,10,"North, Peter H.",BNP,549,
2010,00BFGK,Sutton,St Helier,11,"Day, Frank",UKIP,537,
2010,00BFGL,Sutton,Stonecot,1,"Davey, Adrian C.D.",Lib Dem,"3,023",Elected
2010,00BFGL,Sutton,Stonecot,2,"Hudson, Brendan",Lib Dem,"2,664",Elected
2010,00BFGL,Sutton,Stonecot,3,"Javelot, Miguel L.",Lib Dem,"2,508",Elected
2010,00BFGL,Sutton,Stonecot,4,"Noon, Chris",Cons,"1,814",
2010,00BFGL,Sutton,Stonecot,5,"Philippidis, Eliza",Cons,"1,801",
2010,00BFGL,Sutton,Stonecot,6,"Jamieson, Henry D.",Cons,"1,774",
2010,00BFGL,Sutton,Stonecot,7,"Brickley, James A.",Lab,632,
2010,00BFGL,Sutton,Stonecot,8,"Irvine, Victoria E.",Lab,490,
2010,00BFGL,Sutton,Stonecot,9,"Lang, William A.",Lab,459,
2010,00BFGL,Sutton,Stonecot,10,"Hadwin, George F.",BNP,413,
2010,00BFGM,Sutton,Sutton Central,1,"Brennan, Sean",Lib Dem,"2,660",Elected
2010,00BFGM,Sutton,Sutton Central,2,"Lowne, Janet",Lib Dem,"2,275",Elected
2010,00BFGM,Sutton,Sutton Central,3,"Tope, Graham N.",Lib Dem,"2,160",Elected
2010,00BFGM,Sutton,Sutton Central,4,"Churchill, Alexandra J.",Cons,"1,393",
2010,00BFGM,Sutton,Sutton Central,5,"Pearce, Andrew D.",Cons,"1,326",
2010,00BFGM,Sutton,Sutton Central,6,"Kalangi, Uday B.",Cons,"1,060",
2010,00BFGM,Sutton,Sutton Central,7,"Allen, Kathy",Lab,804,
