Organisation Name (A),Department (B),Service Cat Label ©,Purpose of Spend (D),Expenditure CIPFA Sub Group €,Supplier (F),Supplier Reference (G),Pay Date (H),Transaction Number (I),Net Amount (J),Grant to VCSE? (K),Charity Number (L),Card Transaction (M),Irrecoverable VAT (N)
Pendle Borough Council,Operational Services,Agency Costs,Fast Action Response,5009,ORCHARD RECYCLING SERVICE,A0015803, 15/12/2016,OPS0276212,58.75,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Agency Costs,Fast Action Response,5009,ORCHARD RECYCLING SERVICE,A0015803, 01/12/2016,OPS0275873,71.00,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Agency Costs,Fast Action Response,5009,ORCHARD RECYCLING SERVICE,A0015803, 15/12/2016,OPS0276211,101.00,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Agency Costs,Fast Action Response,5009,ORCHARD RECYCLING SERVICE,A0015803, 01/12/2016,OPS0275844,120.00,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Agency Costs,Fast Action Response,5009,ORCHARD RECYCLING SERVICE,A0015803, 01/12/2016,OPS0275872,269.00,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Supplies and Services,LCC Levy (Admins Costs),4419,JACOBS,A0016294, 21/12/2016,HED0276475,-148.26,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Supplies and Services,LCC Levy (Admins Costs),4419,JACOBS,A0016294, 21/12/2016,HED0276473,-75.62,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Supplies and Services,LCC Levy (Admins Costs),4419,JACOBS,A0016294, 21/12/2016,HED0276472,-74.13,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Supplies and Services,LCC Levy (Admins Costs),4419,JACOBS,A0016294, 21/12/2016,HED0276472,74.13,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Supplies and Services,LCC Levy (Admins Costs),4419,JACOBS,A0016294, 21/12/2016,HED0276473,75.62,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Supplies and Services,LCC Levy (Admins Costs),4419,JACOBS,A0016294, 21/12/2016,HED0276475,148.26,N,N/A,N,N/A
Pendle Borough Council,Economic Development & Tourism,Indirect Employee Expenses,Emp : Training : General,1217,ABC AWARDS,A0017706, 21/12/2016,REG0276369,6.60,N,N/A,N,N/A
Pendle Borough Council,Economic Development & Tourism,Indirect Employee Expenses,Emp : Training : General,1217,ABC AWARDS,A0017706, 21/12/2016,REG0276370,98.40,N,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,Bldgs : R & M : Day To Day,2001,A & M TODD & SON LIMITED,A0018148, 15/12/2016,EST0276278,1350.00,N,N/A,N,N/A
Pendle Borough Council,Human Resources,,Payroll deductions,9399,HEALTHSHIELD,A0018488, 15/12/2016,PER0276315,-5.41,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Transport Related Expense,Diesel Oil,3202,COOKE FUELS,A0019019, 01/12/2016,PCO0275786,40.00,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Transport Related Expense,Diesel Oil,3202,COOKE FUELS,A0019019, 01/12/2016,PCO0275786,1710.00,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Transport Related Expense,Diesel Oil,3202,COOKE FUELS,A0019019, 08/12/2016,PCO0276032,1816.00,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Transport Related Expense,Tprt : Repairs : General,3105,WALTON SUMMIT TRUCK  CENTRE LTD,A0020983, 01/12/2016,PCO0275790,95.73,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Supplies and Services,Other Expenses,4705,ASPEN VALLEY KENNELS & CATTERY,A0022106, 15/12/2016,OPS0276177,752.68,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,Electricity,2203,E.ON,A0023073, 15/12/2016,AAS0276218,2.11,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Tprt : Annual Hire Charge,3601,ALD AUTOMOTIVES,A0025555, 28/12/2016,AAS0276639,244.87,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Transport Related Expense,Tprt : Repairs : General,3105,RIPON FARM SERVICES,A0025562, 21/12/2016,PCO0276409,1199.71,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Transport Related Expense,Tyres,3204,RIPON FARM SERVICES,A0025562, 01/12/2016,PCO0275796,1048.00,N,N/A,N,N/A
Pendle Borough Council,Environmental Health Services,Supplies and Services,Other Expenses,4705,GRADKO INTERNATIONAL LTD,A0025806, 21/12/2016,ENV0276479,216.75,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Indirect Employee Expenses,Training,1211,SPECIALIST TRAINING & CONSULTANCY SERVICES LTD,A0026831, 08/12/2016,OPS0275965,262.50,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Indirect Employee Expenses,Training,1211,SPECIALIST TRAINING & CONSULTANCY SERVICES LTD,A0026831, 08/12/2016,OPS0275965,1309.00,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,Bldgs : R & M : Day To Day,2001,LITE,A0040032, 21/12/2016,HED0276338,395.00,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,Bldgs : R & M : Day To Day,2001,LITE,A0040032, 21/12/2016,HED0276337,150.00,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,Grounds : R & M : Day to Day : Routine,2101,LITE,A0040032, 21/12/2016,HED0276462,75.00,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Supplies and Services,Telephones : Central,4503,BRITISH TELECOMMUNICATIONS PLC,A0040210, 15/12/2016,AAS0276219,25.00,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,EFM : Photocopiers,4001,CANON (UK) LIMITED,A0040400, 01/12/2016,DAL0275916,37.84,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,EFM : Photocopiers,4001,CANON (UK) LIMITED,A0040400, 01/12/2016,DAL0275916,47.30,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,EFM : Photocopiers,4001,CANON (UK) LIMITED,A0040400, 01/12/2016,DAL0275916,66.20,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,EFM : Photocopiers,4001,CANON (UK) LIMITED,A0040400, 01/12/2016,DAL0275916,18.92,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,EFM : Photocopiers,4001,CANON (UK) LIMITED,A0040400, 01/12/2016,DAL0275916,18.92,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,EFM : Photocopiers,4001,CANON (UK) LIMITED,A0040400, 01/12/2016,DAL0275906,0.09,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,EFM : Photocopiers,4001,CANON (UK) LIMITED,A0040400, 01/12/2016,DAL0275913,34.14,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,EFM : Photocopiers,4001,CANON (UK) LIMITED,A0040400, 01/12/2016,DAL0275906,176.09,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,EFM : Photocopiers,4001,CANON (UK) LIMITED,A0040400, 01/12/2016,DAL0275906,178.65,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,EFM : Photocopiers,4001,CANON (UK) LIMITED,A0040400, 01/12/2016,DAL0275906,17.19,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,EFM : Photocopiers,4001,CANON (UK) LIMITED,A0040400, 01/12/2016,DAL0275913,47.80,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,EFM : Photocopiers,4001,CANON (UK) LIMITED,A0040400, 01/12/2016,DAL0275913,3.42,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,EFM : Photocopiers,4001,CANON (UK) LIMITED,A0040400, 01/12/2016,DAL0275906,21.16,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,EFM : Photocopiers,4001,CANON (UK) LIMITED,A0040400, 01/12/2016,DAL0275906,46.61,N,N/A,N,N/A
Pendle Borough Council,Planning & Building Control,Supplies and Services,EFM : Photocopiers,4001,CANON (UK) LIMITED,A0040400, 15/12/2016,PBC0276290,78.54,N,N/A,N,N/A
Pendle Borough Council,Planning & Building Control,Supplies and Services,EFM : Photocopiers,4001,CANON (UK) LIMITED,A0040400, 15/12/2016,PBC0276291,211.79,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Supplies and Services,EFM : Photocopiers,4001,CANON (UK) LIMITED,A0040400, 01/12/2016,OPS0275847,281.63,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Supplies and Services,EFM : Photocopiers,4001,CANON (UK) LIMITED,A0040400, 01/12/2016,OPS0275846,1943.60,N,N/A,N,N/A
Pendle Borough Council,Housing Regeneration Services,Supplies and Services,EFM : Photocopiers,4001,CANON (UK) LIMITED,A0040400, 01/12/2016,HMR0275848,56.10,N,N/A,N,N/A
Pendle Borough Council,Housing Regeneration Services,Supplies and Services,EFM : Photocopiers,4001,CANON (UK) LIMITED,A0040400, 21/12/2016,HMR0276460,136.75,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Supplies and Services,EFM : Other Equipment,4003,CANON (UK) LIMITED,A0040400, 01/12/2016,HED0275914,60.15,N,N/A,N,N/A
Pendle Borough Council,Directorate,Supplies and Services,Printing & Stationery,4301,CANON (UK) LIMITED,A0040400, 01/12/2016,MAN0275813,116.47,N,N/A,N,N/A
Pendle Borough Council,Directorate,Supplies and Services,Seminars etc All Costs,4601,SOLACE GROUP LIMITED,A0040401, 08/12/2016,MAN0275933,220.00,N,N/A,N,N/A
Pendle Borough Council,Directorate,Supplies and Services,Subscriptions & Donations,4706,SOLACE GROUP LIMITED,A0040401, 08/12/2016,MAN0275934,203.00,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,Grounds : R & M : Day to Day : Routine,2101,CHOYCE CONTRACTORS LTD,A0040924, 21/12/2016,HED0276268,250.00,N,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,Bldgs : R & M : Day To Day,2001,PENNINE FIRE & SAFETY LTD,A0040931, 08/12/2016,EST0276113,60.45,N,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,Bldgs : R & M : Day To Day,2001,PENNINE FIRE & SAFETY LTD,A0040931, 08/12/2016,EST0276117,77.28,N,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,Bldgs : R & M : Day To Day,2001,PENNINE FIRE & SAFETY LTD,A0040931, 08/12/2016,EST0276113,6.20,N,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,Bldgs : R & M : Day To Day,2001,PENNINE FIRE & SAFETY LTD,A0040931, 08/12/2016,EST0276113,6.20,N,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,Bldgs : R & M : Day To Day,2001,PENNINE FIRE & SAFETY LTD,A0040931, 08/12/2016,EST0276113,19.90,N,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,Bldgs : R & M : Day To Day,2001,PENNINE FIRE & SAFETY LTD,A0040931, 08/12/2016,EST0276113,25.45,N,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,Bldgs : R & M : Day To Day,2001,PENNINE FIRE & SAFETY LTD,A0040931, 08/12/2016,EST0276113,3.10,N,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,Bldgs : R & M : Day To Day,2001,PENNINE FIRE & SAFETY LTD,A0040931, 08/12/2016,EST0276113,6.20,N,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,Bldgs : R & M : Day To Day,2001,PENNINE FIRE & SAFETY LTD,A0040931, 08/12/2016,EST0276113,16.15,N,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,Bldgs : R & M : Day To Day,2001,PENNINE FIRE & SAFETY LTD,A0040931, 08/12/2016,EST0276113,9.95,N,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,Bldgs : R & M : Day To Day,2001,PENNINE FIRE & SAFETY LTD,A0040931, 08/12/2016,EST0276113,17.70,N,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,Bldgs : R & M : Day To Day,2001,PENNINE FIRE & SAFETY LTD,A0040931, 08/12/2016,EST0276115,43.49,N,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,Bldgs : R & M : Day To Day,2001,PENNINE FIRE & SAFETY LTD,A0040931, 08/12/2016,EST0276113,3.75,N,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,Bldgs : R & M : Day To Day,2001,PENNINE FIRE & SAFETY LTD,A0040931, 08/12/2016,EST0276113,9.30,N,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,Bldgs : R & M : Day To Day,2001,PENNINE FIRE & SAFETY LTD,A0040931, 08/12/2016,EST0276113,7.10,N,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,Bldgs : R & M : Day To Day,2001,PENNINE FIRE & SAFETY LTD,A0040931, 08/12/2016,EST0276113,9.30,N,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,Bldgs : R & M : Day To Day,2001,PENNINE FIRE & SAFETY LTD,A0040931, 08/12/2016,EST0276113,6.85,N,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,Bldgs : R & M : Day To Day,2001,PENNINE FIRE & SAFETY LTD,A0040931, 08/12/2016,EST0276114,31.00,N,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,Bldgs : R & M : Day To Day,2001,PENNINE FIRE & SAFETY LTD,A0040931, 08/12/2016,EST0276113,34.10,N,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,Bldgs : R & M : Day To Day,2001,PENNINE FIRE & SAFETY LTD,A0040931, 08/12/2016,EST0276113,6.20,N,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,Bldgs : R & M : Day To Day,2001,PENNINE FIRE & SAFETY LTD,A0040931, 08/12/2016,EST0276113,62.15,N,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,Bldgs : R & M : Day To Day,2001,PENNINE FIRE & SAFETY LTD,A0040931, 08/12/2016,EST0276113,19.04,N,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,Bldgs : R & M : Day To Day,2001,PENNINE FIRE & SAFETY LTD,A0040931, 08/12/2016,EST0276113,3.10,N,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,Bldgs : R & M : Day To Day,2001,PENNINE FIRE & SAFETY LTD,A0040931, 08/12/2016,EST0276113,15.50,N,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,Bldgs : R & M : Day To Day,2001,PENNINE FIRE & SAFETY LTD,A0040931, 08/12/2016,EST0276113,9.30,N,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,Bldgs : R & M : Day To Day,2001,PENNINE FIRE & SAFETY LTD,A0040931, 08/12/2016,EST0276113,140.60,N,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,Bldgs : R & M : Day To Day,2001,PENNINE FIRE & SAFETY LTD,A0040931, 08/12/2016,EST0276113,24.10,N,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,Bldgs : R & M : Day To Day,2001,PENNINE FIRE & SAFETY LTD,A0040931, 08/12/2016,EST0276113,89.19,N,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,Bldgs : R & M : Day To Day,2001,PENNINE FIRE & SAFETY LTD,A0040931, 08/12/2016,EST0276113,54.00,N,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,Bldgs : R & M : Day To Day,2001,PENNINE FIRE & SAFETY LTD,A0040931, 08/12/2016,EST0276116,115.92,N,N/A,N,N/A
Pendle Borough Council,Housing Regeneration Services,Transfer Payments,Accommodation ,6103,OLD HALL FARM (UK) LTD,A0041314, 15/12/2016,HMR0276142,1650.00,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Printing & Stationery,4301,ELECTORAL REFORM SERVICES,A0041321, 08/12/2016,DAL0276085,148.87,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Printing & Stationery,4301,ELECTORAL REFORM SERVICES,A0041321, 15/12/2016,DAL0276205,724.79,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Printing & Stationery,4301,ELECTORAL REFORM SERVICES,A0041321, 15/12/2016,DAL0276208,748.46,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Printing & Stationery,4301,ELECTORAL REFORM SERVICES,A0041321, 15/12/2016,DAL0276207,2435.20,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,4501,ELECTORAL REFORM SERVICES,A0041321, 08/12/2016,DAL0276085,390.72,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,4501,ELECTORAL REFORM SERVICES,A0041321, 15/12/2016,DAL0276208,551.65,N,N/A,N,N/A
Pendle Borough Council,Economic Development & Tourism,Supplies and Services,Grants/Contributions,4739,CARRADICE OF NELSON LIMITED,A0041549, 15/12/2016,REG0276193,650.00,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Supplies and Services,Other Expenses,4705,HEALTH & SAFETY EXECUTIVE,A0042138, 15/12/2016,OPS0276149,503.10,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Supplies and Services,Other Expenses,4705,HEALTH & SAFETY EXECUTIVE,A0042138, 15/12/2016,OPS0276148,2128.50,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Hospitality,4611,WATER SMART (NW) LIMITED,A0042729, 01/12/2016,DAL0275920,42.00,N,N/A,N,N/A
Pendle Borough Council,Directorate,Supplies and Services,Subscriptions & Donations,4706,HEMMING GROUP LIMITED,A0042744, 08/12/2016,MAN0275932,140.00,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Supplies and Services,Expenditure : Materials,0002,GREENVALE PRODUCTS LIMITED,A0043407, 21/12/2016,PCO0276411,70.00,N,N/A,N,N/A
Pendle Borough Council,Property Services,Capital Costs,Capital : Payments,CD14,ASKEW REFRIGERATION SERVICES LTD,A0043524, 01/12/2016,EST0275885,9245.11,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Transport Related Expense,Tprt : Repairs : General,3105,M J RUSHTON,A0043864, 21/12/2016,PCO0276404,60.00,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Transport Related Expense,Tprt : Repairs : General,3105,M J RUSHTON,A0043864, 21/12/2016,PCO0276404,75.00,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Supplies and Services,Sub-Contractors,4007,S M SHEPHERD BUILDING CONTRACTORS,A0044037, 01/12/2016,OPS0275877,60.00,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Supplies and Services,Sub-Contractors,4007,S M SHEPHERD BUILDING CONTRACTORS,A0044037, 01/12/2016,OPS0275877,60.00,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Supplies and Services,Sub-Contractors,4007,S M SHEPHERD BUILDING CONTRACTORS,A0044037, 01/12/2016,OPS0275876,110.00,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Supplies and Services,Sub-Contractors,4007,S M SHEPHERD BUILDING CONTRACTORS,A0044037, 01/12/2016,OPS0275876,120.00,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Agency Costs,Refuse Collection DLO,5005,S M SHEPHERD BUILDING CONTRACTORS,A0044037, 01/12/2016,OPS0275878,40.00,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Agency Costs,Refuse Collection DLO,5005,S M SHEPHERD BUILDING CONTRACTORS,A0044037, 01/12/2016,OPS0275878,80.00,N,N/A,N,N/A
Pendle Borough Council,Operational Services,,Paid in the Year,PD03,S M SHEPHERD BUILDING CONTRACTORS,A0044037, 01/12/2016,OPS0275869,160.00,N,N/A,N,N/A
Pendle Borough Council,Operational Services,,Paid in the Year,PD03,S M SHEPHERD BUILDING CONTRACTORS,A0044037, 01/12/2016,OPS0275869,200.00,N,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,Electricity,2203,E.ON UK PLC,A0044040, 15/12/2016,EST0276252,283.51,N,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,Electricity,2203,NPOWER LTD,A0044051, 21/12/2016,EST0276456,806.40,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,Tprt : Repairs : General,3105,GO PLANT LIMITED,A0045105, 08/12/2016,OPS0276013,197.44,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,Tprt : Repairs : General,3105,GO PLANT LIMITED,A0045105, 08/12/2016,OPS0276018,978.80,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,Tprt : Repairs : General,3105,GO PLANT LIMITED,A0045105, 08/12/2016,OPS0276006,114.45,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,Tprt : Repairs : General,3105,GO PLANT LIMITED,A0045105, 08/12/2016,OPS0276002,144.18,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,Tprt : Repairs : General,3105,GO PLANT LIMITED,A0045105, 08/12/2016,OPS0275975,484.25,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,Tprt : Repairs : General,3105,GO PLANT LIMITED,A0045105, 08/12/2016,OPS0275991,232.75,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,Tprt : Repairs : General,3105,GO PLANT LIMITED,A0045105, 08/12/2016,OPS0275989,68.03,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,Tprt : Repairs : General,3105,GO PLANT LIMITED,A0045105, 08/12/2016,OPS0275976,356.00,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,Tprt : Repairs : General,3105,GO PLANT LIMITED,A0045105, 08/12/2016,OPS0276010,159.00,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,Tprt : Repairs : General,3105,GO PLANT LIMITED,A0045105, 08/12/2016,OPS0275971,470.02,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,Tprt : Repairs : General,3105,GO PLANT LIMITED,A0045105, 08/12/2016,OPS0276001,110.03,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,Tprt : Repairs : General,3105,GO PLANT LIMITED,A0045105, 08/12/2016,OPS0275973,14.66,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,Tprt : Repairs : General,3105,GO PLANT LIMITED,A0045105, 08/12/2016,OPS0276012,33.03,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,Tprt : Repairs : General,3105,GO PLANT LIMITED,A0045105, 08/12/2016,OPS0275979,503.00,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,Tprt : Repairs : General,3105,GO PLANT LIMITED,A0045105, 08/12/2016,OPS0275966,119.46,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,Tprt : Repairs : General,3105,GO PLANT LIMITED,A0045105, 08/12/2016,OPS0275972,95.75,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,Tprt : Repairs : General,3105,GO PLANT LIMITED,A0045105, 08/12/2016,OPS0275998,221.81,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,Tprt : Repairs : General,3105,GO PLANT LIMITED,A0045105, 08/12/2016,OPS0275977,274.90,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,Tprt : Repairs : General,3105,GO PLANT LIMITED,A0045105, 08/12/2016,OPS0276011,20.92,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,Tprt : Repairs : General,3105,GO PLANT LIMITED,A0045105, 08/12/2016,OPS0275996,586.68,N,N/A,N,N/A
Pendle Borough Council,Economic Development & Tourism,Transport Related Expense,Tprt : Repairs : General,3105,GO PLANT LIMITED,A0045105, 15/12/2016,REG0276164,130.93,N,N/A,N,N/A
Pendle Borough Council,Economic Development & Tourism,Transport Related Expense,Tprt : Repairs : General,3105,GO PLANT LIMITED,A0045105, 15/12/2016,REG0276167,286.00,N,N/A,N,N/A
Pendle Borough Council,Economic Development & Tourism,Transport Related Expense,Tprt : Repairs : General,3105,GO PLANT LIMITED,A0045105, 15/12/2016,REG0276165,391.97,N,N/A,N,N/A
Pendle Borough Council,Economic Development & Tourism,Transport Related Expense,Tprt : Repairs : General,3105,GO PLANT LIMITED,A0045105, 15/12/2016,REG0276166,358.20,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,Tprt : Repairs : General,3105,GO PLANT LIMITED,A0045105, 08/12/2016,OPS0275992,29.35,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,Tprt : Repairs : General,3105,GO PLANT LIMITED,A0045105, 08/12/2016,OPS0275981,280.36,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,Tprt : Repairs : General,3105,GO PLANT LIMITED,A0045105, 08/12/2016,OPS0276015,59.30,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,Tprt : Repairs : General,3105,GO PLANT LIMITED,A0045105, 08/12/2016,OPS0276016,150.70,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,Tprt : Repairs : General,3105,GO PLANT LIMITED,A0045105, 08/12/2016,OPS0275968,28.25,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,Tprt : Repairs : General,3105,GO PLANT LIMITED,A0045105, 08/12/2016,OPS0275999,125.30,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Transport Related Expense,Tprt : Repairs : General,3105,GO PLANT LIMITED,A0045105, 08/12/2016,PCO0276026,18.18,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Transport Related Expense,Tprt : Repairs : General,3105,GO PLANT LIMITED,A0045105, 08/12/2016,PCO0276022,85.83,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Transport Related Expense,Tprt : Repairs : General,3105,GO PLANT LIMITED,A0045105, 08/12/2016,PCO0276027,50.03,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Transport Related Expense,Tprt : Repairs : General,3105,GO PLANT LIMITED,A0045105, 08/12/2016,PCO0276024,87.18,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,Tyres,3204,GO PLANT LIMITED,A0045105, 08/12/2016,OPS0275987,39.63,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,Tyres,3204,GO PLANT LIMITED,A0045105, 08/12/2016,OPS0276052,57.25,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,Tyres,3204,GO PLANT LIMITED,A0045105, 08/12/2016,OPS0276017,66.15,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,Tyres,3204,GO PLANT LIMITED,A0045105, 08/12/2016,OPS0275994,299.04,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,Tyres,3204,GO PLANT LIMITED,A0045105, 08/12/2016,OPS0276014,46.25,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,Tyres,3204,GO PLANT LIMITED,A0045105, 08/12/2016,OPS0275995,210.10,N,N/A,N,N/A
