Organisation Name,Dept,Service Cat Label,Expenditure CIPFA Sub Group Label,Puprose of Spend,Supplier,Supplier Reference,Pay Date,Net Amount,Transaction Number,Grant to VCSE?,Charity Number,Card Transaction,Irrecoverable VAT
Pendle Borough Council,Operational Services,Transport Related Expense,3204,Tyres,GO PLANT LIMITED,A0045105, 19/03/2015,�80.97,OPS0260072,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,3601,Tprt : Annual Hire Charge,GO PLANT LIMITED,A0045105, 19/03/2015,�100.00,OPS0260072,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,3601,Tprt : Annual Hire Charge,GO PLANT LIMITED,A0045105, 19/03/2015,�100.00,OPS0260072,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,3601,Tprt : Annual Hire Charge,GO PLANT LIMITED,A0045105, 19/03/2015,�100.00,OPS0260072,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,3601,Tprt : Annual Hire Charge,GO PLANT LIMITED,A0045105, 19/03/2015,�100.00,OPS0260072,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,3601,Tprt : Annual Hire Charge,GO PLANT LIMITED,A0045105, 19/03/2015,�100.00,OPS0260072,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,3601,Tprt : Annual Hire Charge,GO PLANT LIMITED,A0045105, 19/03/2015,�20.00,OPS0260072,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,3601,Tprt : Annual Hire Charge,GO PLANT LIMITED,A0045105, 19/03/2015,�20.00,OPS0260072,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,3601,Tprt : Annual Hire Charge,GO PLANT LIMITED,A0045105, 19/03/2015,�100.00,OPS0260072,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,3601,Tprt : Annual Hire Charge,GO PLANT LIMITED,A0045105, 19/03/2015,�100.00,OPS0260072,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,3601,Tprt : Annual Hire Charge,GO PLANT LIMITED,A0045105, 19/03/2015,�100.00,OPS0260072,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,3601,Tprt : Annual Hire Charge,GO PLANT LIMITED,A0045105, 19/03/2015,�100.00,OPS0260072,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,3601,Tprt : Annual Hire Charge,GO PLANT LIMITED,A0045105, 19/03/2015,�100.00,OPS0260072,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,4614,Mayoral Expenses,GOING DUTCH FLORIST,A0001216, 19/03/2015,�12.50,DAL0259996,N,N/A,N,N/A
Pendle Borough Council,Environmental Health Services,Supplies and Services,4705,Other Expenses,GRADKO INTERNATIONAL LTD,A0025806, 19/03/2015,�4.65,ENV0260138,N,N/A,N,N/A
Pendle Borough Council,Environmental Health Services,Supplies and Services,4705,Other Expenses,GRADKO INTERNATIONAL LTD,A0025806, 19/03/2015,�216.55,ENV0260138,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Support Services,7202,District Audit Fees,GRANT THORNTON UK LLP,A0084044, 26/03/2015,"�13,768.25",AAS0260264,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,2101,Grounds : R & M : Day to Day : Routine,GREEN BROTHERS SIGNS LIMITED,A0001202, 05/03/2015,�28.42,HED0259555,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,2101,Grounds : R & M : Day to Day : Routine,GREEN BROTHERS SIGNS LIMITED,A0001202, 05/03/2015,�75.60,HED0259555,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,2101,Grounds : R & M : Day to Day : Routine,GREEN BROTHERS SIGNS LIMITED,A0001202, 05/03/2015,�24.96,HED0259555,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Transport Related Expense,3105,Tprt : Repairs : General,GUY MACHINERY LIMITED,A0070711, 26/03/2015,�12.50,PCO0260159,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Transport Related Expense,3105,Tprt : Repairs : General,GUY MACHINERY LIMITED,A0070711, 26/03/2015,�25.60,PCO0260159,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,4304,Reference Books Acts,HAMMICKS LEGAL INFORMATION SERVICES,A0045271, 05/03/2015,�284.00,DAL0259461,N,N/A,N,N/A
Pendle Borough Council,Human Resources,Indirect Employee Expenses,1236,Emp : Medical Expenses,HEALTH BUSINESS LIMITED,A0088933, 19/03/2015,�40.00,PER0260062,N,N/A,N,N/A
Pendle Borough Council,Human Resources,Indirect Employee Expenses,1236,Emp : Medical Expenses,HEALTH BUSINESS LIMITED,A0088933, 19/03/2015,�200.00,PER0260062,N,N/A,N,N/A
Pendle Borough Council,Human Resources,,9399,Payroll deductions,HEALTHSHIELD,A0018488, 19/03/2015,-�5.29,PER0260061,N,N/A,N,N/A
Pendle Borough Council,Revenues Services,Supplies and Services,4401,Consultants Fees,HER MAJESTY`S COURTS SERVICE - PENNINE,A0002117, 12/03/2015,�375.00,TRE0259673,N,N/A,N,N/A
Pendle Borough Council,Planning & Building Control,Capital Costs,CD14,Capital : Payments,HERITAGE TRUST FOR THE NORTH WEST,A0002183, 12/03/2015,"�73,414.00",PBC0259656,Y,508300,N,N/A
Pendle Borough Council,Revenues Services,Supplies and Services,4401,Consultants Fees,HM COURTS & TRIBUNALS SERVICE,A0080034, 05/03/2015,"�1,225.00",TRE0259498,N,N/A,N,N/A
Pendle Borough Council,Revenues Services,Supplies and Services,4401,Consultants Fees,HM COURTS & TRIBUNALS SERVICE,A0080034, 12/03/2015,�120.00,TRE0259676,N,N/A,N,N/A
Pendle Borough Council,Revenues Services,Supplies and Services,4401,Consultants Fees,HM COURTS & TRIBUNALS SERVICE,A0080034, 12/03/2015,�245.00,TRE0259672,N,N/A,N,N/A
Pendle Borough Council,Revenues Services,Supplies and Services,4401,Consultants Fees,HM COURTS & TRIBUNALS SERVICE,A0080034, 12/03/2015,"�1,818.00",TRE0259676,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,4403,Court Fees,HM COURTS & TRIBUNALS SERVICE,A0080967, 12/03/2015,�100.00,DAL0259735,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,4403,Court Fees,HM COURTS & TRIBUNALS SERVICE,A0001365, 19/03/2015,�100.00,DAL0260137,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,4403,Court Fees,HM COURTS & TRIBUNALS SERVICE,A0080967, 26/03/2015,�100.00,DAL0260336,N,N/A,N,N/A
Pendle Borough Council,Chief Executives Policy Unit,Supplies and Services,4705,Other Expenses,HOMESTART PENDLE & RIBBLE VALLEY,A0069973, 19/03/2015,"�12,830.50",COR0260115,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Indirect Employee Expenses,1270,Lone Worker Monitoring Service,HOUSING PENDLE LIMITED,A0055008, 12/03/2015,"�2,064.00",AAS0259788,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Supplies and Services,4510,"Monitoring, Console etc",HOUSING PENDLE LIMITED,A0055008, 12/03/2015,�889.17,AAS0259788,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Supplies and Services,4510,"Monitoring, Console etc",HOUSING PENDLE LIMITED,A0055008, 12/03/2015,"�1,089.92",AAS0259788,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Supplies and Services,4705,Other Expenses,HOUSING PENDLE LIMITED,A0055008, 12/03/2015,�54.57,AAS0259788,N,N/A,N,N/A
Pendle Borough Council,Housing Regeneration Services,Supplies and Services,4510,"Monitoring, Console etc",HOUSING PENDLE LIMITED,A0055008, 26/03/2015,�24.37,HMR0260166,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Supplies and Services,4003,EFM : Other Equipment,ID MANAGEMENT SYSTEMS,A0069768, 19/03/2015,�12.00,HED0260038,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Supplies and Services,4003,EFM : Other Equipment,ID MANAGEMENT SYSTEMS,A0069768, 19/03/2015,�100.00,HED0260038,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Supplies and Services,4601,Seminars etc All Costs,IPROW SERVICES LIMITED,A0013075, 12/03/2015,�235.00,HED0259776,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,2101,Grounds : R & M : Day to Day : Routine,J A JONES & SONS,A0042299, 26/03/2015,�56.00,PCO0260293,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Supplies and Services,4705,Other Expenses,J A JONES & SONS,A0042299, 26/03/2015,�210.00,PCO0260293,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Supplies and Services,4705,Other Expenses,J A JONES & SONS,A0042299, 26/03/2015,�7.60,PCO0260293,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Supplies and Services,4705,Other Expenses,J A JONES & SONS,A0042299, 26/03/2015,�7.60,PCO0260293,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Supplies and Services,4705,Other Expenses,J A JONES & SONS,A0042299, 26/03/2015,�12.00,PCO0260293,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Supplies and Services,4705,Other Expenses,J A JONES & SONS,A0042299, 26/03/2015,�18.00,PCO0260293,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Supplies and Services,4003,EFM : Other Equipment,REDACTED,A0055913, 19/03/2015,�29.16,HED0259925,N,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,2001,Bldgs : R & M : Day To Day,J DRIVER LTD,A0000884, 05/03/2015,�66.00,EST0259463,N,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,2001,Bldgs : R & M : Day To Day,J DRIVER LTD,A0000884, 05/03/2015,�82.81,EST0259463,N,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,2001,Bldgs : R & M : Day To Day,J DRIVER LTD,A0000884, 05/03/2015,�80.30,EST0259463,N,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,2001,Bldgs : R & M : Day To Day,J DRIVER LTD,A0000884, 05/03/2015,�54.61,EST0259463,N,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,2001,Bldgs : R & M : Day To Day,J DRIVER LTD,A0000884, 05/03/2015,�44.27,EST0259463,N,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,2001,Bldgs : R & M : Day To Day,J DRIVER LTD,A0000884, 05/03/2015,�77.27,EST0259463,N,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,2001,Bldgs : R & M : Day To Day,J DRIVER LTD,A0000884, 05/03/2015,�147.30,EST0259463,N,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,2001,Bldgs : R & M : Day To Day,J DRIVER LTD,A0000884, 05/03/2015,�88.39,EST0259463,N,N/A,N,N/A
Pendle Borough Council,Property Services,Supplies and Services,4003,EFM : Other Equipment,J DRIVER LTD,A0000884, 05/03/2015,�431.40,EST0259463,N,N/A,N,N/A
Pendle Borough Council,Housing Regeneration Services,Capital Costs,CD14,Capital : Payments,J DRIVER LTD,A0000884, 19/03/2015,�500.00,HMR0260013,N,N/A,N,N/A
Pendle Borough Council,Chief Executives Policy Unit,Supplies and Services,4705,Other Expenses,J H BLAKEY & SONS (SECURITY) LTD,A0000211, 12/03/2015,�207.18,COR0259622,N,N/A,N,N/A
Pendle Borough Council,Chief Executives Policy Unit,Supplies and Services,4705,Other Expenses,J H BLAKEY & SONS (SECURITY) LTD,A0000211, 19/03/2015,�184.96,COR0260161,N,N/A,N,N/A
Pendle Borough Council,Chief Executives Policy Unit,Supplies and Services,4705,Other Expenses,J H BLAKEY & SONS (SECURITY) LTD,A0000211, 19/03/2015,�193.46,COR0260160,N,N/A,N,N/A
Pendle Borough Council,Chief Executives Policy Unit,Supplies and Services,4705,Other Expenses,J H BLAKEY & SONS (SECURITY) LTD,A0000211, 26/03/2015,�187.49,COR0260278,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,2001,Bldgs : R & M : Day To Day,J HARGREAVES,A0001359, 26/03/2015,�25.00,PCO0260203,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,2001,Bldgs : R & M : Day To Day,J HARGREAVES,A0001359, 26/03/2015,�25.00,PCO0260204,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Supplies and Services,4419,LCC Levy (Admins Costs),JACOBS,A0016294, 05/03/2015,-�77.41,HED0259515,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Supplies and Services,4419,LCC Levy (Admins Costs),JACOBS,A0016294, 05/03/2015,-�22.23,HED0259443,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Supplies and Services,4419,LCC Levy (Admins Costs),JACOBS,A0016294, 05/03/2015,�22.23,HED0259443,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Supplies and Services,4419,LCC Levy (Admins Costs),JACOBS,A0016294, 05/03/2015,�77.41,HED0259515,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Supplies and Services,4419,LCC Levy (Admins Costs),JACOBS,A0016294, 19/03/2015,-�54.82,HED0260152,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Supplies and Services,4419,LCC Levy (Admins Costs),JACOBS,A0016294, 19/03/2015,�54.82,HED0260152,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Supplies and Services,4419,LCC Levy (Admins Costs),JACOBS,A0016294, 26/03/2015,-�7.41,HED0260348,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Supplies and Services,4419,LCC Levy (Admins Costs),JACOBS,A0016294, 26/03/2015,�7.41,HED0260348,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,4003,EFM : Other Equipment,JAMES BUTTON & CO,A0085218, 19/03/2015,�312.50,DAL0260075,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,4601,Seminars etc All Costs,JAMES BUTTON & CO,A0085218, 19/03/2015,�312.50,DAL0260075,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,2101,Grounds : R & M : Day to Day : Routine,REDACTED,A0090127, 12/03/2015,�21.80,PCO0259614,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,2606,Passenger Shelter Cleaning,JANDON CLEANING SERVICES,A0079028, 05/03/2015,�140.00,HED0259514,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,2606,Passenger Shelter Cleaning,JANDON CLEANING SERVICES,A0079028, 05/03/2015,�100.00,HED0259514,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,2606,Passenger Shelter Cleaning,JANDON CLEANING SERVICES,A0079028, 05/03/2015,�160.00,HED0259514,N,N/A,N,N/A
Pendle Borough Council,Revenues Services,Supplies and Services,4401,Consultants Fees,JBW GROUP LTD,A0088708, 12/03/2015,�110.00,TRE0259674,N,N/A,N,N/A
Pendle Borough Council,Economic Development & Tourism,Supplies and Services,4004,EFM Materials,JEAN THOMAS,A0079470, 26/03/2015,�30.00,REG0260165,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,2001,Bldgs : R & M : Day To Day,JEWSON LIMITED,A0001323, 05/03/2015,�2.72,PCO0259236,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,2001,Bldgs : R & M : Day To Day,JEWSON LIMITED,A0001323, 05/03/2015,�10.08,PCO0259236,N,N/A,N,N/A
Pendle Borough Council,Economic Development & Tourism,Supplies and Services,4707,Miscellaneous : Other,JEWSON LIMITED,A0001323, 12/03/2015,�13.52,REG0259570,N,N/A,N,N/A
Pendle Borough Council,Economic Development & Tourism,Supplies and Services,4707,Miscellaneous : Other,JEWSON LIMITED,A0001323, 12/03/2015,�77.00,REG0259567,N,N/A,N,N/A
Pendle Borough Council,Economic Development & Tourism,Supplies and Services,4707,Miscellaneous : Other,JEWSON LIMITED,A0001323, 26/03/2015,�181.70,REG0260215,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,3105,Tprt : Repairs : General,JOHN MACADAM & SON (GARAGES) LTD,A0001846, 05/03/2015,-�769.03,OPS0259524,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,3105,Tprt : Repairs : General,JOHN MACADAM & SON (GARAGES) LTD,A0001846, 05/03/2015,�769.03,OPS0259524,N,N/A,N,N/A
Pendle Borough Council,Operational Services,,PJ01,Stock : Purchases,JOHNSONS PPE,A0072820, 05/03/2015,�97.50,OPS0259464,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Supplies and Services,4201,Protective Clothing,JOHNSONS PPE,A0072820, 12/03/2015,�69.00,PCO0259608,N,N/A,N,N/A
Pendle Borough Council,Operational Services,,PJ01,Stock : Purchases,JOHNSONS PPE,A0072820, 12/03/2015,�6.10,OPS0259761,N,N/A,N,N/A
Pendle Borough Council,Operational Services,,PJ01,Stock : Purchases,JOHNSONS PPE,A0072820, 12/03/2015,�17.10,OPS0259761,N,N/A,N,N/A
Pendle Borough Council,Operational Services,,PJ01,Stock : Purchases,JOHNSONS PPE,A0072820, 12/03/2015,�18.18,OPS0259761,N,N/A,N,N/A
Pendle Borough Council,Operational Services,,PJ01,Stock : Purchases,JOHNSONS PPE,A0072820, 12/03/2015,�25.80,OPS0259761,N,N/A,N,N/A
Pendle Borough Council,Operational Services,,PJ01,Stock : Purchases,JOHNSONS PPE,A0072820, 12/03/2015,�28.80,OPS0259761,N,N/A,N,N/A
Pendle Borough Council,Operational Services,,PJ01,Stock : Purchases,JOHNSONS PPE,A0072820, 12/03/2015,�28.80,OPS0259761,N,N/A,N,N/A
Pendle Borough Council,Operational Services,,PJ01,Stock : Purchases,JOHNSONS PPE,A0072820, 12/03/2015,�38.70,OPS0259761,N,N/A,N,N/A
Pendle Borough Council,Operational Services,,PJ01,Stock : Purchases,JOHNSONS PPE,A0072820, 12/03/2015,�50.00,OPS0259761,N,N/A,N,N/A
Pendle Borough Council,Environmental Health Services,Supplies and Services,4705,Other Expenses,JOHNSONS TEXICARE LTD,A0002665, 12/03/2015,�89.50,ENV0259685,N,N/A,N,N/A
Pendle Borough Council,Directorate,Supplies and Services,4702,Adverts : Statutory Notice,JOHNSTON PUBLISHING LIMITED,A0059640, 05/03/2015,�331.11,MAN0259263,N,N/A,N,N/A
Pendle Borough Council,Directorate,Supplies and Services,4705,Other Expenses,JOHNSTON PUBLISHING LIMITED,A0059640, 05/03/2015,�101.88,MAN0259264,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Supplies and Services,4304,Reference Books Acts,JOHNSTON PUBLISHING LIMITED,A0059640, 09/03/2015,�41.60,AAS0260764,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Supplies and Services,4304,Reference Books Acts,JOHNSTON PUBLISHING LIMITED,A0059640, 09/03/2015,�41.60,AAS0260765,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Supplies and Services,4304,Reference Books Acts,JOHNSTON PUBLISHING LIMITED,A0059640, 09/03/2015,�41.60,AAS0260766,N,N/A,N,N/A
Pendle Borough Council,Directorate,Supplies and Services,4702,Adverts : Statutory Notice,JOHNSTON PUBLISHING LIMITED,A0059640, 12/03/2015,�466.95,MAN0259597,N,N/A,N,N/A
Pendle Borough Council,Directorate,Supplies and Services,4702,Adverts : Statutory Notice,JOHNSTON PUBLISHING LIMITED,A0059640, 12/03/2015,�305.64,MAN0259599,N,N/A,N,N/A
Pendle Borough Council,Chief Executives Policy Unit,Supplies and Services,4707,Miscellaneous : Other,JOHNSTON PUBLISHING LIMITED,A0059640, 12/03/2015,�348.60,COR0259787,N,N/A,N,N/A
Pendle Borough Council,Planning & Building Control,Supplies and Services,4705,Other Expenses,JOHNSTON PUBLISHING LIMITED,A0059640, 19/03/2015,�432.99,PBC0260094,N,N/A,N,N/A
Pendle Borough Council,Economic Development & Tourism,Supplies and Services,4739,Grants/Contributions,JOHNSTON PUBLISHING LIMITED,A0059640, 19/03/2015,�756.34,REG0260040,N,N/A,N,N/A
Pendle Borough Council,Directorate,Premises Related Expense,2101,Grounds : R & M : Day to Day : Routine,JOHNSTON PUBLISHING LIMITED,A0059640, 26/03/2015,�152.82,MAN0259923,N,N/A,N,N/A
Pendle Borough Council,Directorate,Supplies and Services,4702,Adverts : Statutory Notice,JOHNSTON PUBLISHING LIMITED,A0059640, 26/03/2015,�152.82,MAN0260174,N,N/A,N,N/A
Pendle Borough Council,Directorate,Supplies and Services,4702,Adverts : Statutory Notice,JOHNSTON PUBLISHING LIMITED,A0059640, 26/03/2015,�178.29,MAN0259921,N,N/A,N,N/A
Pendle Borough Council,Directorate,Supplies and Services,4702,Adverts : Statutory Notice,JOHNSTON PUBLISHING LIMITED,A0059640, 26/03/2015,�229.23,MAN0259924,N,N/A,N,N/A
Pendle Borough Council,Directorate,Supplies and Services,4702,Adverts : Statutory Notice,JOHNSTON PUBLISHING LIMITED,A0059640, 26/03/2015,�305.64,MAN0260175,N,N/A,N,N/A
Pendle Borough Council,Directorate,,9302,Fees Income : Non-VATable,JOHNSTON PUBLISHING LIMITED,A0059640, 26/03/2015,�178.29,MAN0259922,N,N/A,N,N/A
Pendle Borough Council,Housing Regeneration Services,Supplies and Services,4739,Grants/Contributions,JORDAN HORSFIELD,A0090240, 26/03/2015,�503.44,HMR0260326,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Capital Costs,CD14,Capital : Payments,KELBROOK & SOUGH VILLAGE HALL,A0083148, 26/03/2015,"�1,000.00",HED0260362,N,N/A,N,N/A
Pendle Borough Council,Information Services,Supplies and Services,4301,Printing & Stationery,KELWAY (UK) LIMITED,A0001664, 12/03/2015,�12.04,ITS0259665,N,N/A,N,N/A
Pendle Borough Council,Planning & Building Control,Supplies and Services,4601,Seminars etc All Costs,KELWAY (UK) LIMITED,A0001664, 19/03/2015,"�1,306.80",PBC0260101,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,2101,Grounds : R & M : Day to Day : Routine,KEVIN WILKINSON LANDSCAPES LTD,A0085660, 12/03/2015,�367.00,HED0259713,N,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,2001,Bldgs : R & M : Day To Day,KEYPLUS SECURITY LIMITED,A0062723, 26/03/2015,�40.00,EST0260236,N,N/A,N,N/A
Pendle Borough Council,Environmental Health Services,Supplies and Services,4705,Other Expenses,KILLGERM CHEMICALS LTD,A0001624, 05/03/2015,�200.00,ENV0259526,N,N/A,N,N/A
Pendle Borough Council,Environmental Health Services,Supplies and Services,4004,EFM Materials,KILLGERM CHEMICALS LTD,A0001624, 26/03/2015,�0.44,ENV0260314,N,N/A,N,N/A
Pendle Borough Council,Environmental Health Services,Supplies and Services,4004,EFM Materials,KILLGERM CHEMICALS LTD,A0001624, 26/03/2015,�14.72,ENV0260314,N,N/A,N,N/A
Pendle Borough Council,Environmental Health Services,Supplies and Services,4004,EFM Materials,KILLGERM CHEMICALS LTD,A0001624, 26/03/2015,�18.90,ENV0260314,N,N/A,N,N/A
Pendle Borough Council,Environmental Health Services,Supplies and Services,4004,EFM Materials,KILLGERM CHEMICALS LTD,A0001624, 26/03/2015,�27.02,ENV0260314,N,N/A,N,N/A
Pendle Borough Council,Environmental Health Services,Supplies and Services,4004,EFM Materials,KILLGERM CHEMICALS LTD,A0001624, 26/03/2015,�38.80,ENV0260314,N,N/A,N,N/A
Pendle Borough Council,Environmental Health Services,Supplies and Services,4004,EFM Materials,KILLGERM CHEMICALS LTD,A0001624, 26/03/2015,�42.60,ENV0260314,N,N/A,N,N/A
Pendle Borough Council,Environmental Health Services,Supplies and Services,4004,EFM Materials,KILLGERM CHEMICALS LTD,A0001624, 26/03/2015,�59.10,ENV0260314,N,N/A,N,N/A
Pendle Borough Council,Environmental Health Services,Supplies and Services,4004,EFM Materials,KILLGERM CHEMICALS LTD,A0001624, 26/03/2015,�86.50,ENV0260314,N,N/A,N,N/A
Pendle Borough Council,Environmental Health Services,Supplies and Services,4004,EFM Materials,KILLGERM CHEMICALS LTD,A0001624, 26/03/2015,�101.56,ENV0260314,N,N/A,N,N/A
Pendle Borough Council,Environmental Health Services,Supplies and Services,4004,EFM Materials,KILLGERM CHEMICALS LTD,A0001624, 26/03/2015,�145.72,ENV0260314,N,N/A,N,N/A
Pendle Borough Council,Housing Regeneration Services,Supplies and Services,4003,EFM : Other Equipment,KINGS WASHING MACHINE RENTALS,A0079878, 12/03/2015,�40.00,HMR0259762,N,N/A,N,N/A
Pendle Borough Council,Economic Development & Tourism,Supplies and Services,4739,Grants/Contributions,KIRK ENVIRONMENTAL LTD,A0063157, 19/03/2015,�650.00,REG0260037,N,N/A,N,N/A
Pendle Borough Council,Economic Development & Tourism,Supplies and Services,4739,Grants/Contributions,KIRK ENVIRONMENTAL LTD,A0063157, 19/03/2015,�650.00,REG0260039,N,N/A,N,N/A
Pendle Borough Council,Housing Regeneration Services,Capital Costs,CD14,Capital : Payments,L J M PLUMBING & HEATING SERVICES,A0090229, 19/03/2015,�500.00,HMR0260019,N,N/A,N,N/A
Pendle Borough Council,Planning & Building Control,Supplies and Services,4301,Printing & Stationery,LABC,A0072264, 12/03/2015,"�1,872.79",PBC0259668,N,N/A,N,N/A
Pendle Borough Council,Housing Regeneration Services,Capital Costs,CH22,Ren Grant : 1996 Act,LANCASHIRE COUNTY COUNCIL,A0001690, 05/03/2015,"�3,666.00",HMR0259453,N,N/A,N,611
Pendle Borough Council,Housing Regeneration Services,Capital Costs,CH22,Ren Grant : 1996 Act,LANCASHIRE COUNTY COUNCIL,A0001690, 05/03/2015,"�10,210.55",HMR0259456,N,N/A,N,1701.76
Pendle Borough Council,Housing Regeneration Services,Capital Costs,CH22,Ren Grant : 1996 Act,LANCASHIRE COUNTY COUNCIL,A0001690, 12/03/2015,�731.00,HMR0259661,N,N/A,N,121.83
Pendle Borough Council,Housing Regeneration Services,Capital Costs,CH22,Ren Grant : 1996 Act,LANCASHIRE COUNTY COUNCIL,A0001690, 12/03/2015,�887.00,HMR0259660,N,N/A,N,147.83
Pendle Borough Council,Housing Regeneration Services,Capital Costs,CH22,Ren Grant : 1996 Act,LANCASHIRE COUNTY COUNCIL,A0001690, 12/03/2015,�942.00,HMR0259658,N,N/A,N,157
Pendle Borough Council,Housing Regeneration Services,Capital Costs,CH22,Ren Grant : 1996 Act,LANCASHIRE COUNTY COUNCIL,A0001690, 12/03/2015,"�1,257.00",HMR0259655,N,N/A,N,209.5
Pendle Borough Council,Housing Regeneration Services,Capital Costs,CH22,Ren Grant : 1996 Act,LANCASHIRE COUNTY COUNCIL,A0001690, 12/03/2015,"�2,332.00",HMR0259653,N,N/A,N,388.67
Pendle Borough Council,Housing Regeneration Services,Capital Costs,CH22,Ren Grant : 1996 Act,LANCASHIRE COUNTY COUNCIL,A0001690, 12/03/2015,"�2,929.00",HMR0259652,N,N/A,N,488.17
Pendle Borough Council,Housing Regeneration Services,Capital Costs,CH22,Ren Grant : 1996 Act,LANCASHIRE COUNTY COUNCIL,A0001690, 12/03/2015,"�2,930.00",HMR0259651,N,N/A,N,488.33
