Agency,Paid_fare,Trip type,Routing_type,Ticket class,Departure Date,Origin,Destination,Destination Country,Carrier
HMT,192.31,Continental,ROUND TRIP,Economy,30/08/2011,LONDON,ZURICH,SWITZERLAND,SWISS
HMT,181.31,Continental,ROUND TRIP,Economy,30/08/2011,LONDON,ZURICH,SWITZERLAND,SWISS
HMT,-74.71,Continental,ROUND TRIP,Economy,30/08/2011,LONDON,ZURICH,SWITZERLAND,SWISS
HMT,255.91,Continental,ROUND TRIP,Economy,30/08/2011,LONDON,ZURICH,SWITZERLAND,SWISS
HMT,280.59,Continental,ORIGIN OPEN JAW,Economy,31/08/2011,LONDON,FRANKFURT,GERMANY,LUFTHANSA GERMAN AIRLINES
HMT,180.9,Continental,ROUND TRIP,Economy,01/09/2011,LONDON,COPENHAGEN,DENMARK,BRITISH AIRWAYS
HMT,202.9,Continental,ROUND TRIP,Economy,01/09/2011,LONDON,COPENHAGEN,DENMARK,BRITISH AIRWAYS
HMT,202.9,Continental,ROUND TRIP,Economy,01/09/2011,LONDON,COPENHAGEN,DENMARK,BRITISH AIRWAYS
HMT,642.3,Continental,ORIGIN OPEN JAW,Economy,01/09/2011,PARIS,FRANKFURT,GERMANY,AIR BERLIN
HMT,649.9,Continental,TURNAROUND OPEN JAW,Economy,01/09/2011,LONDON,BERLIN,GERMANY,BRITISH AIRWAYS
HMT,-384.4,Continental,TURNAROUND OPEN JAW,Economy,01/09/2011,LONDON,BERLIN,GERMANY,BRITISH AIRWAYS
HMT,314.9,Continental,ONE-WAY,Premium Economy,01/09/2011,PARIS,FRANKFURT,GERMANY,AIR FRANCE
HMT,150.9,Continental,ONE-WAY,Economy,02/09/2011,BERLIN,FRANKFURT,GERMANY,AIR BERLIN
HMT,-54.9,Continental,ONE-WAY,Economy,02/09/2011,BERLIN,FRANKFURT,GERMANY,AIR BERLIN
HMT,779.82,Intercontinental,ROUND TRIP,Economy,03/09/2011,LONDON,CAIRO,EGYPT,BMI
HMT,2653.03,Intercontinental,ROUND TRIP,Business Class,04/09/2011,BUENOS AIRES,LONDON,UNITED KINGDOM,BRITISH AIRWAYS
HMT,405.23,Intercontinental,ROUND TRIP,Economy,06/09/2011,LONDON,RABAT,MOROCCO,AIR FRANCE
HMT,405.23,Intercontinental,ROUND TRIP,Economy,06/09/2011,LONDON,RABAT,MOROCCO,AIR FRANCE
HMT,362.23,Intercontinental,ROUND TRIP,Economy,06/09/2011,LONDON,RABAT,MOROCCO,AIR FRANCE
HMT,384.29,Continental,ROUND TRIP,Economy,06/09/2011,LONDON,HELSINKI,FINLAND,FINNAIR
HMT,428.9,Continental,ROUND TRIP,Economy,06/09/2011,LONDON,HELSINKI,FINLAND,BRITISH AIRWAYS
HMT,428.9,Continental,ROUND TRIP,Economy,06/09/2011,LONDON,HELSINKI,FINLAND,BRITISH AIRWAYS
HMT,576.5,Continental,CIRCLE TRIP,Economy,06/09/2011,LONDON,BERLIN,GERMANY,BRUSSELS AIRLINES
HMT,158.7,Continental,ONE-WAY,Economy,06/09/2011,LONDON,BRUSSELS,BELGIUM,BRUSSELS AIRLINES
HMT,43.24,Continental,ONE-WAY,Economy,06/09/2011,DONEGAL,DUBLIN,IRELAND,AER ARANN EXPRESS
HMT,191.41,Continental,ROUND TRIP,Economy,08/09/2011,LONDON,AMSTERDAM,NETHERLANDS,BRITISH AIRWAYS
HMT,444.54,Domestic,ROUND TRIP,Business Class,08/09/2011,LONDON,ABERDEEN,UNITED KINGDOM,BRITISH AIRWAYS
HMT,444.54,Domestic,ROUND TRIP,Business Class,08/09/2011,LONDON,ABERDEEN,UNITED KINGDOM,BRITISH AIRWAYS
HMT,459.54,Domestic,ROUND TRIP,Business Class,08/09/2011,LONDON,ABERDEEN,UNITED KINGDOM,BRITISH AIRWAYS
HMT,459.54,Domestic,ROUND TRIP,Business Class,08/09/2011,LONDON,ABERDEEN,UNITED KINGDOM,BRITISH AIRWAYS
HMT,459.54,Domestic,ROUND TRIP,Business Class,08/09/2011,LONDON,ABERDEEN,UNITED KINGDOM,BRITISH AIRWAYS
HMT,246.01,Continental,ROUND TRIP,Economy,08/09/2011,LONDON,MARSEILLE,FRANCE,BRITISH AIRWAYS
HMT,124.21,Continental,ONE-WAY,Economy,08/09/2011,LONDON,MARSEILLE,FRANCE,BRITISH AIRWAYS
HMT,124.21,Continental,ONE-WAY,Economy,08/09/2011,LONDON,MARSEILLE,FRANCE,BRITISH AIRWAYS
HMT,451.73,Intercontinental,ROUND TRIP,Economy,09/09/2011,LONDON,WASHINGTON,UNITED STATES,UNITED AIRLINES
HMT,1403.73,Intercontinental,ROUND TRIP,Business Class,10/09/2011,LONDON,WASHINGTON,UNITED STATES,UNITED AIRLINES
HMT,936.73,Intercontinental,ROUND TRIP,Economy,11/09/2011,LONDON,WASHINGTON,UNITED STATES,UNITED AIRLINES
HMT,172,Continental,ONE-WAY,Economy,12/09/2011,KERKYRA,ISTANBUL,TURKEY,OLYMPIC AIR
DMO,170.1,Continental,ROUND TRIP,Economy,14/09/2011,LONDON,MADRID,SPAIN,IBERIA
HMT,363.1,Continental,ONE-WAY,Economy,14/09/2011,ISTANBUL,LONDON,UNITED KINGDOM,TURKISH AIRLINES
HMT,111.5,Continental,ROUND TRIP,Economy,15/09/2011,LONDON,PARIS,FRANCE,BRITISH AIRWAYS
HMT,733.39,Continental,ONE-WAY,Economy,15/09/2011,LONDON,WROCLAW,POLAND,LUFTHANSA GERMAN AIRLINES
HMT,-728.89,Continental,ORIGIN OPEN JAW,Economy,15/09/2011,LONDON,WROCLAW,POLAND,LUFTHANSA GERMAN AIRLINES
HMT,460.2,Continental,ORIGIN OPEN JAW,Economy,15/09/2011,LONDON,WARSAW,POLAND,LOT-POLISH AIRLINES
HMT,195.92,Domestic,ROUND TRIP,Economy,16/09/2011,SOUTHAMPTON,EDINBURGH,UNITED KINGDOM,FLYBE BRITISH EUROPEAN
HMT,223.92,Domestic,ROUND TRIP,Economy,16/09/2011,SOUTHAMPTON,EDINBURGH,UNITED KINGDOM,FLYBE BRITISH EUROPEAN
HMT,147.42,Domestic,ONE-WAY,Economy,16/09/2011,EDINBURGH,LONDON,UNITED KINGDOM,BRITISH AIRWAYS
HMT,202.3,Domestic,ONE-WAY,Business Class,16/09/2011,LONDON,EDINBURGH,UNITED KINGDOM,BRITISH AIRWAYS
HMT,285.8,Domestic,ONE-WAY,Economy,16/09/2011,LONDON,EDINBURGH,UNITED KINGDOM,BRITISH AIRWAYS
HMT,162.8,Domestic,ONE-WAY,Economy,16/09/2011,LONDON,MANCHESTER,UNITED KINGDOM,BRITISH AIRWAYS
HMT,173.3,Domestic,ONE-WAY,Business Class,16/09/2011,LONDON,MANCHESTER,UNITED KINGDOM,BRITISH AIRWAYS
HMT,162.8,Domestic,ONE-WAY,Economy,16/09/2011,LONDON,MANCHESTER,UNITED KINGDOM,BRITISH AIRWAYS
HMT,173.3,Domestic,ONE-WAY,Business Class,16/09/2011,LONDON,MANCHESTER,UNITED KINGDOM,BRITISH AIRWAYS
HMT,163,Domestic,ONE-WAY,Business Class,17/09/2011,EDINBURGH,LONDON,UNITED KINGDOM,BMI
HMT,-35,Domestic,ONE-WAY,Business Class,17/09/2011,EDINBURGH,LONDON,UNITED KINGDOM,BMI
HMT,218,Domestic,ONE-WAY,Economy,17/09/2011,EDINBURGH,LONDON,UNITED KINGDOM,BMI
HMT,5651.73,Intercontinental,TURNAROUND OPEN JAW,Business Class,18/09/2011,LONDON,CALGARY,CANADA,AIR CANADA
HMT,3207.63,Intercontinental,DOUBLE OPEN JAW,Business Class,18/09/2011,LONDON,CALGARY,CANADA,AIR CANADA
HMT,187.19,Continental,ROUND TRIP,Economy,19/09/2011,LONDON,BERLIN,GERMANY,BMI
HMT,530.45,Continental,ROUND TRIP,Economy,19/09/2011,LONDON,LUXEMBOURG,LUXEMBOURG,LUXAIR
HMT,111.92,Continental,ONE-WAY,Economy,19/09/2011,BERLIN,LONDON,UNITED KINGDOM,EASYJET
HMT,1577.93,Intercontinental,ROUND TRIP,Premium Economy,20/09/2011,LONDON,WASHINGTON,UNITED STATES,VIRGIN ATLANTIC
HMT,2131.73,Intercontinental,ROUND TRIP,Premium Economy,20/09/2011,LONDON,WASHINGTON,UNITED STATES,BRITISH AIRWAYS
HMT,5367.73,Intercontinental,TURNAROUND OPEN JAW,Business Class,21/09/2011,LONDON,WASHINGTON,UNITED STATES,BRITISH AIRWAYS
HMT,186.95,Continental,ROUND TRIP,Economy,22/09/2011,LONDON,AMSTERDAM,NETHERLANDS,BRITISH AIRWAYS
HMT,186.95,Continental,ROUND TRIP,Economy,22/09/2011,LONDON,AMSTERDAM,NETHERLANDS,BRITISH AIRWAYS
HMT,4046.73,Intercontinental,ROUND TRIP,Business Class,22/09/2011,LONDON,WASHINGTON,UNITED STATES,VIRGIN ATLANTIC
HMT,4046.73,Intercontinental,ROUND TRIP,Business Class,22/09/2011,LONDON,WASHINGTON,UNITED STATES,VIRGIN ATLANTIC
HMT,4046.73,Intercontinental,ROUND TRIP,Business Class,22/09/2011,LONDON,WASHINGTON,UNITED STATES,VIRGIN ATLANTIC
HMT,4085.93,Intercontinental,ROUND TRIP,Business Class,22/09/2011,LONDON,WASHINGTON,UNITED STATES,VIRGIN ATLANTIC
HMT,1740.93,Intercontinental,ROUND TRIP,Premium Economy,22/09/2011,LONDON,WASHINGTON,UNITED STATES,VIRGIN ATLANTIC
HMT,250.73,Domestic,ROUND TRIP,Economy,22/09/2011,LONDON,GLASGOW,UNITED KINGDOM,BRITISH AIRWAYS
HMT,228,Continental,ONE-WAY,Economy,23/09/2011,BRUSSELS,MANCHESTER,UNITED KINGDOM,BRUSSELS AIRLINES
HMT,3110.03,Intercontinental,ROUND TRIP,Business Class,24/09/2011,LONDON,WASHINGTON,UNITED STATES,BRITISH AIRWAYS
HMT,459.5,Continental,ROUND TRIP,Economy,24/09/2011,LONDON,ROME,ITALY,BRITISH AIRWAYS
HMT,21,Intercontinental,ONE-WAY,Premium Economy,25/09/2011,BALTIMORE,LONDON,UNITED KINGDOM,BRITISH AIRWAYS
HMT,150.7,Continental,ONE-WAY,Economy,26/09/2011,LONDON,BRUSSELS,BELGIUM,BRUSSELS AIRLINES
HMT,245.3,Continental,ONE-WAY,Economy,26/09/2011,BRUSSELS,MANCHESTER,UNITED KINGDOM,BRUSSELS AIRLINES
HMT,242.72,Domestic,ROUND TRIP,Economy,27/09/2011,LONDON,EDINBURGH,UNITED KINGDOM,BRITISH AIRWAYS
HMT,242.72,Domestic,ROUND TRIP,Economy,27/09/2011,LONDON,EDINBURGH,UNITED KINGDOM,BRITISH AIRWAYS
HMT,242.72,Domestic,ROUND TRIP,Economy,27/09/2011,LONDON,EDINBURGH,UNITED KINGDOM,BRITISH AIRWAYS
HMT,242.72,Domestic,ROUND TRIP,Economy,27/09/2011,LONDON,EDINBURGH,UNITED KINGDOM,BRITISH AIRWAYS
HMT,289.72,Domestic,ROUND TRIP,Economy,27/09/2011,LONDON,EDINBURGH,UNITED KINGDOM,BRITISH AIRWAYS
HMT,113.42,Domestic,ONE-WAY,Economy,27/09/2011,EDINBURGH,LONDON,UNITED KINGDOM,BRITISH AIRWAYS
HMT,127.27,Domestic,ROUND TRIP,Economy,28/09/2011,LONDON,EDINBURGH,UNITED KINGDOM,BRITISH AIRWAYS
HMT,830.3,Continental,ROUND TRIP,Economy,29/09/2011,LONDON,LISBON,PORTUGAL,TAP AIR PORTUGAL
HMT,830.3,Continental,ROUND TRIP,Economy,29/09/2011,LONDON,LISBON,PORTUGAL,TAP AIR PORTUGAL
HMT,237.71,Domestic,ONE-WAY,Premium Economy,29/09/2011,LONDON,EDINBURGH,UNITED KINGDOM,AIR FRANCE
HMT,38.98,Domestic,ROUND TRIP,Economy,29/09/2011,MANCHESTER,BELFAST,UNITED KINGDOM,FLYBE BRITISH EUROPEAN
HMT,268.8,Continental,ONE-WAY,Economy,02/10/2011,LONDON,ZURICH,SWITZERLAND,BRITISH AIRWAYS
HMT,72.98,Continental,ROUND TRIP,Economy,02/10/2011,LONDON,KRAKOW,POLAND,RYANAIR
HMT,72.98,Continental,ROUND TRIP,Economy,02/10/2011,LONDON,KRAKOW,POLAND,RYANAIR
HMT,656.65,Continental,ROUND TRIP,Economy,03/10/2011,LONDON,LUXEMBOURG,LUXEMBOURG,LUXAIR
OBR,187.19,Continental,ONE-WAY,Economy,03/10/2011,LONDON,DUBLIN,IRELAND,BMI
HMT,482.3,Continental,ONE-WAY,Premium Economy,03/10/2011,PARIS,STOCKHOLM,SWEDEN,AIR FRANCE
HMT,198.4,Continental,ONE-WAY,Economy,03/10/2011,ZURICH,LONDON,UNITED KINGDOM,BRITISH AIRWAYS
APA,474,Continental,ROUND TRIP,Economy,03/10/2011,LONDON,MUNICH,GERMANY,BRITISH AIRWAYS
HMT,656.65,Continental,ROUND TRIP,Economy,03/10/2011,LONDON,LUXEMBOURG,LUXEMBOURG,LUXAIR
HMT,656.45,Continental,ROUND TRIP,Economy,03/10/2011,LONDON,LUXEMBOURG,LUXEMBOURG,LUXAIR
HMT,656.45,Continental,ROUND TRIP,Economy,03/10/2011,LONDON,LUXEMBOURG,LUXEMBOURG,LUXAIR
HMT,43.5,Domestic,ONE-WAY,Economy,03/10/2011,LONDON,MANCHESTER,UNITED KINGDOM,BMI
OBR,107,Domestic,ONE-WAY,Economy,04/10/2011,BELFAST,LONDON,UNITED KINGDOM,BMI
HMT,183.73,Domestic,ROUND TRIP,Economy,04/10/2011,LONDON,GLASGOW,UNITED KINGDOM,BRITISH AIRWAYS
HMT,341.97,Continental,ROUND TRIP,Economy,04/10/2011,LONDON,FRANKFURT,GERMANY,LUFTHANSA GERMAN AIRLINES
HMT,510.6,Continental,ONE-WAY,Economy,04/10/2011,STOCKHOLM,LONDON,UNITED KINGDOM,BRITISH AIRWAYS
HMT,378.1,Continental,ONE-WAY,Economy,04/10/2011,LUXEMBOURG,LONDON,UNITED KINGDOM,LUXAIR
HMT,332.73,Domestic,ROUND TRIP,Economy,04/10/2011,LONDON,GLASGOW,UNITED KINGDOM,BRITISH AIRWAYS
HMT,246.65,Continental,ROUND TRIP,Economy,04/10/2011,LONDON,LUXEMBOURG,LUXEMBOURG,LUXAIR
HMT,378.1,Continental,ONE-WAY,Economy,04/10/2011,LUXEMBOURG,LONDON,UNITED KINGDOM,LUXAIR
HMT,199,Continental,ONE-WAY,Economy,04/10/2011,LUXEMBOURG,LONDON,UNITED KINGDOM,BRITISH AIRWAYS
HMT,189.4,Continental,TURNAROUND OPEN JAW,Economy,05/10/2011,LONDON,BERLIN,GERMANY,BRITISH AIRWAYS
HMT,267.5,Continental,ROUND TRIP,Economy,05/10/2011,LONDON,BERLIN,GERMANY,BRITISH AIRWAYS
HMT,267.5,Continental,ROUND TRIP,Economy,05/10/2011,LONDON,BERLIN,GERMANY,BRITISH AIRWAYS
HMT,423.28,Domestic,ROUND TRIP,Business Class,05/10/2011,LONDON,GLASGOW,UNITED KINGDOM,BRITISH AIRWAYS
DMO,259.51,Continental,ROUND TRIP,Economy,06/10/2011,LONDON,FRANKFURT,GERMANY,LUFTHANSA GERMAN AIRLINES
DMO,439.3,Continental,ROUND TRIP,Economy,06/10/2011,LONDON,FRANKFURT,GERMANY,BRITISH AIRWAYS
HMT,103.86,Continental,ONE-WAY,Economy,14/10/2011,MANCHESTER,PARIS,FRANCE,FLYBE BRITISH EUROPEAN
HMT,123.86,Continental,ONE-WAY,Economy,14/10/2011,MANCHESTER,PARIS,FRANCE,FLYBE BRITISH EUROPEAN
HMT,103.86,Continental,ONE-WAY,Economy,14/10/2011,MANCHESTER,PARIS,FRANCE,FLYBE BRITISH EUROPEAN
HMT,103.86,Continental,ONE-WAY,Economy,14/10/2011,MANCHESTER,PARIS,FRANCE,FLYBE BRITISH EUROPEAN
HMT,60,Continental,ROUND TRIP,Economy,17/10/2011,LONDON,MADRID,SPAIN,BRITISH AIRWAYS
DMO,695.6,Continental,ROUND TRIP,Business Class,17/10/2011,LONDON,MADRID,SPAIN,BRITISH AIRWAYS
HMT,378.5,Continental,ROUND TRIP,Economy,17/10/2011,LONDON,BERLIN,GERMANY,BRITISH AIRWAYS
HMT,378.5,Continental,ROUND TRIP,Economy,17/10/2011,LONDON,BERLIN,GERMANY,BRITISH AIRWAYS
HMT,238.8,Continental,ROUND TRIP,Economy,17/10/2011,LONDON,MADRID,SPAIN,BRITISH AIRWAYS
HMT,260.8,Continental,ROUND TRIP,Economy,17/10/2011,LONDON,MADRID,SPAIN,BRITISH AIRWAYS
HMT,-42.3,Continental,ROUND TRIP,Economy,17/10/2011,LONDON,MADRID,SPAIN,BRITISH AIRWAYS
HMT,260.8,Continental,ROUND TRIP,Economy,17/10/2011,LONDON,MADRID,SPAIN,BRITISH AIRWAYS
HMT,369.19,Continental,ROUND TRIP,Economy,17/10/2011,LONDON,FRANKFURT,GERMANY,LUFTHANSA GERMAN AIRLINES
HMT,367.49,Continental,ROUND TRIP,Economy,17/10/2011,LONDON,BERLIN,GERMANY,BMI
HMT,97.86,Continental,ONE-WAY,Economy,17/10/2011,MANCHESTER,BRUSSELS,BELGIUM,FLYBE BRITISH EUROPEAN
HMT,624.5,Continental,ROUND TRIP,Economy,17/10/2011,LONDON,MADRID,SPAIN,BRITISH AIRWAYS
HMT,134.49,Continental,ROUND TRIP,Economy,17/10/2011,LONDON,BERLIN,GERMANY,EASYJET
HMT,134.49,Continental,ROUND TRIP,Economy,17/10/2011,LONDON,BERLIN,GERMANY,EASYJET
HMT,372.6,Continental,ONE-WAY,Economy,18/10/2011,LUXEMBOURG,LONDON,UNITED KINGDOM,LUXAIR
HMT,105.47,Continental,ROUND TRIP,Economy,18/10/2011,LONDON,BERLIN,GERMANY,EASYJET
HMT,124.1,Continental,ROUND TRIP,Economy,19/10/2011,LONDON,MADRID,SPAIN,BRITISH AIRWAYS
HMT,114.2,Continental,ROUND TRIP,Economy,19/10/2011,LONDON,FRANKFURT,GERMANY,BRITISH AIRWAYS
HMT,286.7,Continental,ROUND TRIP,Economy,19/10/2011,LONDON,MADRID,SPAIN,IBERIA
DMO,564.4,Continental,ROUND TRIP,Business Class,20/10/2011,LONDON,BRUSSELS,BELGIUM,BRITISH AIRWAYS
HMT,476.69,Continental,ONE-WAY,Economy,21/10/2011,MANCHESTER,BRUSSELS,BELGIUM,BRUSSELS AIRLINES
HMT,198.8,Continental,ONE-WAY,Economy,22/10/2011,BRUSSELS,LONDON,UNITED KINGDOM,BRITISH AIRWAYS
HMT,198.8,Continental,ONE-WAY,Economy,22/10/2011,BRUSSELS,LONDON,UNITED KINGDOM,BRITISH AIRWAYS
HMT,198.8,Continental,ONE-WAY,Economy,22/10/2011,BRUSSELS,LONDON,UNITED KINGDOM,BRITISH AIRWAYS
HMT,-1678.19,Intercontinental,ORIGIN OPEN JAW,Economy,23/10/2011,MANCHESTER,MEXICO CITY,MEXICO,IBERIA
HMT,1688.19,Intercontinental,ORIGIN OPEN JAW,Economy,23/10/2011,MANCHESTER,MEXICO CITY,MEXICO,IBERIA
HMT,3919.69,Intercontinental,ORIGIN OPEN JAW,Business Class,23/10/2011,MANCHESTER,MEXICO CITY,MEXICO,IBERIA
HMT,991.63,Intercontinental,ONE-WAY,Economy,24/10/2011,LONDON,HONG KONG,HONG KONG,BRITISH AIRWAYS
HMT,253.5,Continental,ROUND TRIP,Economy,24/10/2011,LONDON,BRUSSELS,BELGIUM,BRUSSELS AIRLINES
HMT,580.53,Intercontinental,ROUND TRIP,Economy,26/10/2011,LONDON,TEL AVIV,ISRAEL,EL AL ISRAEL AIRLINES
HMT,492.53,Intercontinental,ROUND TRIP,Economy,26/10/2011,LONDON,TEL AVIV,ISRAEL,EL AL ISRAEL AIRLINES
HMT,492.53,Intercontinental,ROUND TRIP,Economy,26/10/2011,LONDON,TEL AVIV,ISRAEL,EL AL ISRAEL AIRLINES
HMT,845.73,Intercontinental,ROUND TRIP,Economy,26/10/2011,LONDON,TEL AVIV,ISRAEL,EL AL ISRAEL AIRLINES
HMT,860.73,Intercontinental,ONE-WAY,Business Class,26/10/2011,LONDON,TEL AVIV,ISRAEL,EL AL ISRAEL AIRLINES
HMT,227.19,Domestic,ROUND TRIP,Economy,27/10/2011,LONDON,EDINBURGH,UNITED KINGDOM,BMI
HMT,241.19,Domestic,ROUND TRIP,Economy,27/10/2011,LONDON,EDINBURGH,UNITED KINGDOM,BMI
HMT,306.8,Domestic,ONE-WAY,Economy,27/10/2011,LONDON,ABERDEEN,UNITED KINGDOM,BRITISH AIRWAYS
HMT,0,Intercontinental,ROUND TRIP,Economy,27/10/2011,LONDON,TEL AVIV,ISRAEL,EL AL ISRAEL AIRLINES
HMT,62.7,Continental,ONE-WAY,Economy,28/10/2011,PARIS,LONDON,UNITED KINGDOM,BRITISH AIRWAYS
HMT,824.2,Intercontinental,ONE-WAY,Business Class,30/10/2011,HONG KONG,SEOUL,KOREA REPUBLIC,CATHAY PACIFIC AIRWAYS
HMT,4668.03,Intercontinental,ROUND TRIP,Business Class,30/10/2011,LONDON,JOHANNESBURG,SOUTH AFRICA,BRITISH AIRWAYS
HMT,837.2,Continental,ROUND TRIP,Economy,31/10/2011,LONDON,NICE,FRANCE,BRITISH AIRWAYS
HMT,837.2,Continental,ROUND TRIP,Economy,31/10/2011,LONDON,NICE,FRANCE,BRITISH AIRWAYS
HMT,837.2,Continental,ROUND TRIP,Economy,31/10/2011,LONDON,NICE,FRANCE,BRITISH AIRWAYS
HMT,269.8,Continental,ONE-WAY,Economy,31/10/2011,LONDON,COPENHAGEN,DENMARK,BRITISH AIRWAYS
HMT,2042.3,Intercontinental,ONE-WAY,Business Class,02/11/2011,SEOUL,LONDON,UNITED KINGDOM,KOREAN AIR
HMT,60,Domestic,ROUND TRIP,Economy,07/11/2011,LONDON,GLASGOW,UNITED KINGDOM,BRITISH AIRWAYS
HMT,165.78,Domestic,ROUND TRIP,Economy,07/11/2011,LONDON,GLASGOW,UNITED KINGDOM,BRITISH AIRWAYS
HMT,165.78,Domestic,ROUND TRIP,Economy,07/11/2011,LONDON,GLASGOW,UNITED KINGDOM,BRITISH AIRWAYS
HMT,-54.28,Domestic,ROUND TRIP,Economy,07/11/2011,LONDON,GLASGOW,UNITED KINGDOM,BRITISH AIRWAYS
HMT,338.49,Continental,ROUND TRIP,Economy,07/11/2011,LONDON,BRUSSELS,BELGIUM,BMI
HMT,359.28,Domestic,ROUND TRIP,Business Class,07/11/2011,LONDON,GLASGOW,UNITED KINGDOM,BRITISH AIRWAYS
HMT,105,Domestic,ROUND TRIP,Business Class,07/11/2011,LONDON,GLASGOW,UNITED KINGDOM,BRITISH AIRWAYS
HMT,217.29,Continental,ONE-WAY,Economy,07/11/2011,LONDON,BERLIN,GERMANY,BMI
HMT,217.29,Continental,ONE-WAY,Economy,07/11/2011,LONDON,BERLIN,GERMANY,BMI
HMT,279.39,Continental,TURNAROUND OPEN JAW,Economy,08/11/2011,LONDON,BERLIN,GERMANY,BMI
HMT,279.39,Continental,TURNAROUND OPEN JAW,Economy,08/11/2011,LONDON,BERLIN,GERMANY,BMI
HMT,294.6,Continental,ROUND TRIP,Economy,08/11/2011,LONDON,LUXEMBOURG,LUXEMBOURG,BRITISH AIRWAYS
HMT,551.85,Continental,ROUND TRIP,Economy,08/11/2011,LONDON,LUXEMBOURG,LUXEMBOURG,LUXAIR
HMT,170.9,Continental,ONE-WAY,Economy,08/11/2011,BERLIN,LONDON,UNITED KINGDOM,BRITISH AIRWAYS
HMT,170.9,Continental,ONE-WAY,Economy,08/11/2011,BERLIN,LONDON,UNITED KINGDOM,BRITISH AIRWAYS
HMT,332.73,Domestic,ROUND TRIP,Economy,08/11/2011,LONDON,GLASGOW,UNITED KINGDOM,BRITISH AIRWAYS
HMT,168.48,Domestic,ONE-WAY,Economy,08/11/2011,GLASGOW,LONDON,UNITED KINGDOM,BRITISH AIRWAYS
HMT,67.6,Continental,ONE-WAY,Economy,09/11/2011,BERLIN,FRANKFURT,GERMANY,AIR BERLIN
HMT,67.6,Continental,ONE-WAY,Economy,09/11/2011,BERLIN,FRANKFURT,GERMANY,AIR BERLIN
HMT,257.17,Domestic,ROUND TRIP,Economy,10/11/2011,LONDON,INVERNESS,UNITED KINGDOM,FLYBE BRITISH EUROPEAN
HMT,257.17,Domestic,ROUND TRIP,Economy,10/11/2011,LONDON,INVERNESS,UNITED KINGDOM,FLYBE BRITISH EUROPEAN
HMT,205.2,Domestic,ONE-WAY,Economy,10/11/2011,LONDON,INVERNESS,UNITED KINGDOM,FLYBE BRITISH EUROPEAN
HMT,205.2,Domestic,ONE-WAY,Economy,10/11/2011,LONDON,INVERNESS,UNITED KINGDOM,FLYBE BRITISH EUROPEAN
HMT,257.17,Domestic,ROUND TRIP,Economy,10/11/2011,LONDON,INVERNESS,UNITED KINGDOM,FLYBE BRITISH EUROPEAN
HMT,257.17,Domestic,ROUND TRIP,Economy,10/11/2011,LONDON,INVERNESS,UNITED KINGDOM,FLYBE BRITISH EUROPEAN
HMT,194.53,Domestic,ROUND TRIP,Economy,10/11/2011,LONDON,INVERNESS,UNITED KINGDOM,FLYBE BRITISH EUROPEAN
HMT,25.98,Domestic,ROUND TRIP,Economy,10/11/2011,LONDON,INVERNESS,UNITED KINGDOM,FLYBE BRITISH EUROPEAN
HMT,200.97,Domestic,ONE-WAY,Economy,11/11/2011,INVERNESS,LONDON,UNITED KINGDOM,FLYBE BRITISH EUROPEAN
HMT,378.7,Continental,ROUND TRIP,Economy,13/11/2011,LONDON,ROME,ITALY,BRITISH AIRWAYS
APA,325.75,Continental,ROUND TRIP,Economy,14/11/2011,LONDON,MADRID,SPAIN,BRITISH AIRWAYS
HMT,4171.43,Intercontinental,ROUND TRIP,Business Class,14/11/2011,LONDON,MEXICO CITY,MEXICO,BRITISH AIRWAYS
HMT,530.25,Continental,ROUND TRIP,Economy,14/11/2011,LONDON,LUXEMBOURG,LUXEMBOURG,LUXAIR
HMT,329.46,Continental,ROUND TRIP,Economy,14/11/2011,LONDON,DUBLIN,IRELAND,AER LINGUS
HMT,168.31,Continental,ONE-WAY,Economy,15/11/2011,LONDON,FRANKFURT,GERMANY,LUFTHANSA GERMAN AIRLINES
HMT,60,Continental,ROUND TRIP,Economy,16/11/2011,LONDON,MADRID,SPAIN,IBERIA
HMT,187.9,Continental,ROUND TRIP,Economy,16/11/2011,LONDON,MILAN,ITALY,BRITISH AIRWAYS
DMO,147.7,Continental,ROUND TRIP,Economy,16/11/2011,LONDON,FRANKFURT,GERMANY,BRITISH AIRWAYS
HMT,0,Continental,ROUND TRIP,Economy,16/11/2011,LONDON,MADRID,SPAIN,IBERIA
HMT,123.1,Continental,ONE-WAY,Economy,16/11/2011,FRANKFURT,LONDON,UNITED KINGDOM,BRITISH AIRWAYS
HMT,159.6,Continental,ROUND TRIP,Economy,16/11/2011,LONDON,LUXEMBOURG,LUXEMBOURG,BRITISH AIRWAYS
HMT,304.59,Continental,ONE-WAY,Economy,17/11/2011,NEWCASTLE,BRUSSELS,BELGIUM,BRUSSELS AIRLINES
HMT,304.59,Continental,ONE-WAY,Economy,17/11/2011,NEWCASTLE,BRUSSELS,BELGIUM,BRUSSELS AIRLINES
HMT,121.89,Domestic,ONE-WAY,Economy,17/11/2011,LONDON,NEWCASTLE,UNITED KINGDOM,BRITISH AIRWAYS
HMT,2260.33,Intercontinental,TURNAROUND OPEN JAW,Business Class,19/11/2011,LONDON,RIYADH,SAUDI ARABIA,BRITISH AIRWAYS
HMT,2260.33,Intercontinental,TURNAROUND OPEN JAW,Business Class,19/11/2011,LONDON,RIYADH,SAUDI ARABIA,BRITISH AIRWAYS
