Organisation,Invoice Date,Supplier Name,Proclass Category,Service Area,Cost Centre Name,Invoiced
Rochdale,16/06/2014,F NEEDHAM,Catering,ECONOMY AND ENVIRONMENT,SPOTLAND,"£1,891.80"
Rochdale,16/06/2014,F NEEDHAM,Catering,ECONOMY AND ENVIRONMENT,ST GABRIELS MIDDLETON,"£1,834.50"
Rochdale,09/06/2014,F PARKINSON LTD,"Works - Construction, Repair & Maintenance",EARLY HELP AND SCHOOLS,BOARSHAW - PLACE PLANNING,"£65,875.04"
Rochdale,13/06/2014,F R SHARROCK LIMITED,Horticultural,ECONOMY AND ENVIRONMENT,MECHANICS GENERAL MOWER R,£548.19
Rochdale,20/06/2014,F R SHARROCK LIMITED,Horticultural,ECONOMY AND ENVIRONMENT,MECHANICS GENERAL MOWER R,£555.71
Rochdale,16/06/2014,F W SHERRATT LTD,"Works - Construction, Repair & Maintenance",PROPERTY AND HIGHWAYS,BRIDGES & STRUCTURES TEAM,"£3,363.75"
Rochdale,16/06/2014,F W SHERRATT LTD,"Works - Construction, Repair & Maintenance",PROPERTY AND HIGHWAYS,Wardle Rd retaining wall,"£43,992.10"
Rochdale,26/06/2014,F4 GROUP LIMITED,Arts & Leisure Services,FINANCE SERVICES,PR MEDIA AND MARKETING,"£2,500.00"
Rochdale,17/06/2014,FACE RECORDING & MEASUREMENT SYSTEMS LTD,Facilities & Management Services,LEARNING DIS & MENTAL HEALTH,ADULT CARE ADMIN,"£3,713.00"
Rochdale,17/06/2014,FAIRYFEET PLAYGROUP,Financial Services,EARLY HELP AND SCHOOLS,FREE NURSERY PLACES 2 YEAR OLDS,"£10,157.40"
Rochdale,17/06/2014,FAIRYFEET PLAYGROUP,Financial Services,EARLY HELP AND SCHOOLS,NURSERY EDUCATION GRANT  3YR OLDS,"£3,925.77"
Rochdale,09/06/2014,FAMILY ACTION,Financial Services,EARLY HELP AND SCHOOLS,PARENT PARTNERSHIP SERVICE,"£15,319.36"
Rochdale,17/06/2014,FIELDHOUSE PRESCHOOL,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,FREE NURSERY PLACES 2 YEAR OLDS,"£8,226.90"
Rochdale,17/06/2014,FIELDHOUSE PRESCHOOL,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,NURSERY EDUCATION GRANT  3YR OLDS,"£2,073.60"
Rochdale,17/06/2014,FIRST STEPS NURSERY,Financial Services,EARLY HELP AND SCHOOLS,FREE NURSERY PLACES 2 YEAR OLDS,"£4,276.80"
Rochdale,02/06/2014,FIRST STEPS NURSERY,Financial Services,EARLY HELP AND SCHOOLS,MTCE OF INCLUSIVE CHILDCARE PLACES,£780.00
Rochdale,17/06/2014,FIRST STEPS NURSERY,Financial Services,EARLY HELP AND SCHOOLS,NURSERY EDUCATION GRANT  3YR OLDS,"£6,141.96"
Rochdale,17/06/2014,FISHERFIELD FARM NURSERY,Financial Services,EARLY HELP AND SCHOOLS,FREE NURSERY PLACES 2 YEAR OLDS,"£11,761.20"
Rochdale,17/06/2014,FISHERFIELD FARM NURSERY,Financial Services,EARLY HELP AND SCHOOLS,FREE NURSERY PLACES 2 YEAR OLDS,"£3,920.40"
Rochdale,17/06/2014,FISHERFIELD FARM NURSERY,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,FREE NURSERY PLACES 2 YEAR OLDS,"£2,450.25"
Rochdale,02/06/2014,FISHERFIELD FARM NURSERY,Financial Services,EARLY HELP AND SCHOOLS,MTCE OF INCLUSIVE CHILDCARE PLACES,£780.00
Rochdale,02/06/2014,FISHERFIELD FARM NURSERY,Financial Services,EARLY HELP AND SCHOOLS,MTCE OF INCLUSIVE CHILDCARE PLACES,£720.00
Rochdale,17/06/2014,FISHERFIELD FARM NURSERY,Financial Services,EARLY HELP AND SCHOOLS,NURSERY EDUCATION GRANT  3YR OLDS,"£14,021.96"
Rochdale,17/06/2014,FISHERFIELD FARM NURSERY,Financial Services,EARLY HELP AND SCHOOLS,NURSERY EDUCATION GRANT  3YR OLDS,"£5,557.32"
Rochdale,17/06/2014,FISHERFIELD FARM NURSERY,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,NURSERY EDUCATION GRANT  3YR OLDS,"£6,356.74"
Rochdale,17/06/2014,FISHERFIELD FARM NURSERY LTD,Financial Services,EARLY HELP AND SCHOOLS,FREE NURSERY PLACES 2 YEAR OLDS,"£4,514.00"
Rochdale,17/06/2014,FISHERFIELD FARM NURSERY LTD,Financial Services,EARLY HELP AND SCHOOLS,NURSERY EDUCATION GRANT  3YR OLDS,"£13,092.38"
Rochdale,17/06/2014,FLETCHER BUILDING SERVICES LIMITED,"Works - Construction, Repair & Maintenance",PHYSICAL DIS & OLDER PEOPLE,DISABLED FACILITIES GRANT,"£9,000.00"
Rochdale,04/06/2014,FOOTSTEPS A PATH TO CHANGE,Social Community Care Supplies & Services,CHILDREN’S SOCIAL CARE,EXTERNAL RESIDENTIAL PLACEMENTS,"£15,500.00"
Rochdale,17/06/2014,FREEDOM COMMUNICATIONS,Information Communication Technology,CUSTOMERS & CORPORATE SERVICES,THIRD PARTY CONTRACTS,£881.00
Rochdale,24/06/2014,FREIGHT TRANSPORT ASSOCIATION,"Works - Construction, Repair & Maintenance",ECONOMY AND ENVIRONMENT,FLEET MAINTENANCE,£907.00
Rochdale,05/06/2014,FRIENDS OF OLDER PARENT CARERS,Social Community Care Supplies & Services,LEARNING DIS & MENTAL HEALTH,CARERS COMMISSIONED SERVICES,"£3,743.16"
Rochdale,23/06/2014,FRIENDS OF SUDDEN LIBRARY,Financial Services,-,BIBS UNIT,"£1,000.00"
Rochdale,26/06/2014,FRUITS OF LIFE,Social Community Care Supplies & Services,-,HEAD OF SERVICE,£660.00
Rochdale,02/06/2014,G COX & SONS LIMITED,"Works - Construction, Repair & Maintenance",-,MAINTENANCE SCHEMES,"£32,421.18"
Rochdale,23/06/2014,G M WASTE DISPOSAL AUTHORITY,Environmental Services,ECONOMY AND ENVIRONMENT,WASTE DISPOSAL LEVY,"£1,242,500.00"
Rochdale,26/06/2014,GARDINER & THEOBALD LLP,Consultancy,ECONOMY AND ENVIRONMENT,TOWN CENTRE EAST FEASIBILITY 51K 07/08,£750.00
Rochdale,26/06/2014,GARDINER & THEOBALD LLP,Consultancy,ECONOMY AND ENVIRONMENT,TOWN CENTRE EAST FEASIBILITY 51K 07/08,£750.00
Rochdale,11/06/2014,GARNER TOWN PLANNING,Consultancy,ECONOMY AND ENVIRONMENT,SERVICE HEAD  PLAN AND REG,"£3,057.55"
Rochdale,23/06/2014,GATENBY SANDERSON,Consultancy,CHILDREN’S SOCIAL CARE,HEAD OF SERVICE,"£12,696.00"
Rochdale,20/06/2014,GATENBY SANDERSON,Consultancy,CUSTOMERS & CORPORATE SERVICES,LEGAL SERVICES,"£4,750.00"
Rochdale,09/06/2014,GATENBY SANDERSON,Consultancy,PHYSICAL DIS & OLDER PEOPLE,MANAGEMENT OP & PD,"£9,492.00"
Rochdale,03/06/2014,"GE, MT & S DOWTHWAITE",Unclassifiable,-,WHITTAKER MOSS ROOF REPLACEMENT,"£156,241.27"
Rochdale,17/06/2014,GENESIS DAY CARE NURSERY,Financial Services,EARLY HELP AND SCHOOLS,FREE NURSERY PLACES 2 YEAR OLDS,"£11,777.53"
Rochdale,02/06/2014,GENESIS DAY CARE NURSERY,Financial Services,EARLY HELP AND SCHOOLS,MTCE OF INCLUSIVE CHILDCARE PLACES,£780.00
Rochdale,17/06/2014,GENESIS DAY CARE NURSERY,Financial Services,EARLY HELP AND SCHOOLS,NURSERY EDUCATION GRANT  3YR OLDS,"£8,271.63"
Rochdale,17/06/2014,GENESIS DAY CARE NURSERY LIMITED,Financial Services,EARLY HELP AND SCHOOLS,FREE NURSERY PLACES 2 YEAR OLDS,"£9,771.30"
Rochdale,02/06/2014,GENESIS DAY CARE NURSERY LIMITED,Financial Services,EARLY HELP AND SCHOOLS,MTCE OF INCLUSIVE CHILDCARE PLACES,£720.00
Rochdale,17/06/2014,GENESIS DAY CARE NURSERY LIMITED,Financial Services,EARLY HELP AND SCHOOLS,NURSERY EDUCATION GRANT  3YR OLDS,"£7,927.56"
Rochdale,13/06/2014,GEORGE HOUSE TRUST,Healthcare,-,GEORGE HOUSE,"£1,414.58"
Rochdale,13/06/2014,GEORGE HOUSE TRUST,Healthcare,-,GEORGE HOUSE,"£1,414.58"
Rochdale,13/06/2014,GEORGE HOUSE TRUST,Healthcare,-,GEORGE HOUSE,"£1,414.58"
Rochdale,09/06/2014,GEORGE HOUSE TRUST,Healthcare,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLES AGENCY PROVISION,"£15,000.00"
Rochdale,05/06/2014,GEOWISE LTD,Information Communication Technology,-,RESEARCH AND INTELLIGENCE NRF,"£5,533.80"
Rochdale,02/06/2014,GETTY IMAGES INTERNATIONAL LIMITED,Facilities & Management Services,FINANCE SERVICES,PR MEDIA AND MARKETING,£899.10
Rochdale,09/06/2014,GL ASSESSMENT,Education,EARLY HELP AND SCHOOLS,EDUCATIONAL PSYCHOLOGY SERVICE GENERAL,£694.10
Rochdale,20/06/2014,GLOBAL KNOWLEDGE NETWORK TRAINING LTD,Human Resources,CUSTOMERS & CORPORATE SERVICES,ICT OVERHEADS,£780.00
Rochdale,20/06/2014,GLOBAL KNOWLEDGE NETWORK TRAINING LTD,Human Resources,CUSTOMERS & CORPORATE SERVICES,ICT OVERHEADS,£975.00
Rochdale,15/06/2014,GMCA,Financial Services,ECONOMY AND ENVIRONMENT,GMPTE LEVY,"£1,554,300.00"
Rochdale,23/06/2014,GO2TELECOM,Information Communication Technology,CUSTOMERS & CORPORATE SERVICES,ICT OVERHEADS,£594.51
Rochdale,09/06/2014,GORGEMEAD LTD,Healthcare,PUBLIC HEALTH,STOP SMOKING,"£3,501.53"
Rochdale,17/06/2014,GRAVITAS RECRUITMENT GROUP,Human Resources,CUSTOMERS & CORPORATE SERVICES,ICT MANAGEMENT,"£5,500.00"
Rochdale,23/06/2014,GRAVITAS RECRUITMENT GROUP,Human Resources,CUSTOMERS & CORPORATE SERVICES,ICT MANAGEMENT,"£1,760.00"
Rochdale,06/06/2014,GREAT CARE UK,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLES AGENCY PROVISION,"£1,968.49"
Rochdale,16/06/2014,GREAT CARE UK,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLES AGENCY PROVISION,"£2,235.84"
Rochdale,20/06/2014,GREAT CARE UK,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLES AGENCY PROVISION,"£2,143.88"
Rochdale,27/06/2014,GREAT CARE UK,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLES AGENCY PROVISION,"£2,223.05"
Rochdale,11/06/2014,GREATER MANCHESTER FIRE SERVICE MUSEUM SOCIETY,Arts & Leisure Services,CUSTOMERS & CORPORATE SERVICES,TOWNSHIP 10/11 ALLOCATED FUNDS,"£1,317.11"
Rochdale,05/06/2014,GROUNDWORK LANDSCAPES LIMITED,Horticultural,CUSTOMERS & CORPORATE SERVICES,BURGLARY REDUCTION SCHEME,"£1,679.83"
Rochdale,11/06/2014,GROUNDWORK LANDSCAPES LIMITED,Horticultural,CUSTOMERS & CORPORATE SERVICES,SAFER COMMUNITIES OPER'L & CONT'Y BUDGET,"£1,300.00"
Rochdale,03/06/2014,GROUNDWORK LANDSCAPES LIMITED,Horticultural,ECONOMY AND ENVIRONMENT,DEPOT GREEN LANE GENERAL,"£1,390.00"
Rochdale,16/06/2014,GROUNDWORK LANDSCAPES LIMITED,Horticultural,ECONOMY AND ENVIRONMENT,DEPOT GREEN LANE GENERAL,"£1,250.00"
Rochdale,10/06/2014,GROUNDWORK LANDSCAPES LIMITED,Horticultural,ECONOMY AND ENVIRONMENT,NEW CEMETERY (ROCHDALE),"£47,490.08"
Rochdale,25/06/2014,GRS ELECTRICAL,Building Construction Materials,-,RIVER REOPENING SITE,"£1,500.00"
Rochdale,25/06/2014,GTM ELECTRICAL SERVICES LIMITED,Building Construction Materials,-,SCHOOLS BUSINESS UNIT,"£4,408.90"
Rochdale,25/06/2014,GTM ELECTRICAL SERVICES LIMITED,Building Construction Materials,-,TOWN CENTRE DEMOLITIONS,£657.35
Rochdale,19/06/2014,GTM ELECTRICAL SERVICES LIMITED,Building Construction Materials,LEARNING DIS & MENTAL HEALTH,LD PROVIDER MANAGEMENT & ADMIN,"£4,200.00"
Rochdale,13/06/2014,H G CARE SERVICES LIMITED,Social Community Care Supplies & Services,LEARNING DIS & MENTAL HEALTH,LD FORUM - PERSONAL BUDGETS,"£1,680.00"
Rochdale,27/06/2014,H G CARE SERVICES LIMITED,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLES AGENCY PROVISION,£651.63
Rochdale,27/06/2014,H G CARE SERVICES LIMITED,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLES AGENCY PROVISION,£584.64
Rochdale,18/06/2014,H JENKINSON & CO LTD,Stationery,FINANCE SERVICES,PR MEDIA AND MARKETING,£539.00
Rochdale,06/06/2014,HALAROSE LIMITED,Information Communication Technology,-,GENERAL ELECTION,"£1,149.00"
Rochdale,02/06/2014,HALAROSE LIMITED,Information Communication Technology,-,REG ELECTORS GENERAL,"£7,718.56"
Rochdale,06/06/2014,HALAROSE LIMITED,Information Communication Technology,CUSTOMERS & CORPORATE SERVICES,THIRD PARTY CONTRACTS,"£4,893.00"
Rochdale,02/06/2014,HAMMONDS LLP,Legal Services,ECONOMY AND ENVIRONMENT,TOWN CENTRE EAST FEASIBILITY 51K 07/08,"£3,403.79"
Rochdale,02/06/2014,HAMMONDS LLP,Legal Services,ECONOMY AND ENVIRONMENT,TOWN CENTRE EAST FEASIBILITY 51K 07/08,"£6,286.71"
Rochdale,06/06/2014,HAMMONDS LLP,Legal Services,ECONOMY AND ENVIRONMENT,TOWN CENTRE EAST FEASIBILITY 51K 07/08,"£1,809.42"
Rochdale,17/06/2014,HAPPY JACKS CHILDREN DAY NURSERY LTD,Financial Services,EARLY HELP AND SCHOOLS,FREE NURSERY PLACES 2 YEAR OLDS,"£3,861.00"
Rochdale,17/06/2014,HAPPY JACKS CHILDREN DAY NURSERY LTD,Financial Services,EARLY HELP AND SCHOOLS,NURSERY EDUCATION GRANT  3YR OLDS,"£6,845.62"
Rochdale,17/06/2014,HAPPYTOTS,Financial Services,EARLY HELP AND SCHOOLS,FREE NURSERY PLACES 2 YEAR OLDS,"£2,970.00"
Rochdale,02/06/2014,HAPPYTOTS,Financial Services,EARLY HELP AND SCHOOLS,MTCE OF INCLUSIVE CHILDCARE PLACES,£660.00
Rochdale,17/06/2014,HAPPYTOTS,Financial Services,EARLY HELP AND SCHOOLS,NURSERY EDUCATION GRANT  3YR OLDS,"£8,577.58"
Rochdale,17/06/2014,HAWARDEN HOUSE PRIVATE NURSERY,Financial Services,EARLY HELP AND SCHOOLS,FREE NURSERY PLACES 2 YEAR OLDS,£891.00
Rochdale,17/06/2014,HAWARDEN HOUSE PRIVATE NURSERY,Financial Services,EARLY HELP AND SCHOOLS,NURSERY EDUCATION GRANT  3YR OLDS,"£1,841.40"
Rochdale,18/06/2014,HAYMARKET PUBLISHING SERVICES LIMITED,Education,ECONOMY AND ENVIRONMENT,DEVELOPMENT MANAGEMENT - PLANNING APPS,£915.00
Rochdale,04/06/2014,HAYS SOCIAL CARE,Human Resources,-,CHILD PROTECT & CARE PROCEED 1,"£1,107.43"
Rochdale,16/06/2014,HAYS SOCIAL CARE,Human Resources,-,CHILD PROTECT & CARE PROCEED 1,"£2,080.15"
Rochdale,24/06/2014,HAYS SOCIAL CARE,Human Resources,-,CHILD PROTECT & CARE PROCEED 1,"£1,107.43"
Rochdale,04/06/2014,HAYS SOCIAL CARE,Human Resources,-,CHILD PROTECT & CARE PROCEED 3,"£2,166.12"
Rochdale,10/06/2014,HAYS SOCIAL CARE,Human Resources,-,CHILD PROTECT & CARE PROCEED 3,"£1,033.40"
Rochdale,16/06/2014,HAYS SOCIAL CARE,Human Resources,-,CHILD PROTECT & CARE PROCEED 3,"£2,286.84"
Rochdale,24/06/2014,HAYS SOCIAL CARE,Human Resources,-,CHILD PROTECT & CARE PROCEED 3,"£4,345.91"
Rochdale,04/06/2014,HAYS SOCIAL CARE,Human Resources,-,CHILD PROTECT & CARE PROCEED 5,"£4,238.02"
Rochdale,10/06/2014,HAYS SOCIAL CARE,Human Resources,-,CHILD PROTECT & CARE PROCEED 5,"£2,295.11"
Rochdale,16/06/2014,HAYS SOCIAL CARE,Human Resources,-,CHILD PROTECT & CARE PROCEED 5,"£3,444.11"
Rochdale,24/06/2014,HAYS SOCIAL CARE,Human Resources,-,CHILD PROTECT & CARE PROCEED 5,"£5,426.75"
Rochdale,16/06/2014,HAYS SOCIAL CARE,Human Resources,-,CONNECTED PERSONS FOSTER ASSESS,"£1,059.36"
Rochdale,24/06/2014,HAYS SOCIAL CARE,Human Resources,-,CONNECTED PERSONS FOSTER ASSESS,£649.60
Rochdale,04/06/2014,HAYS SOCIAL CARE,Human Resources,-,FIRST RESPONSE 2,"£3,484.14"
Rochdale,10/06/2014,HAYS SOCIAL CARE,Human Resources,-,FIRST RESPONSE 2,"£3,461.74"
Rochdale,16/06/2014,HAYS SOCIAL CARE,Human Resources,-,FIRST RESPONSE 2,"£7,174.34"
Rochdale,24/06/2014,HAYS SOCIAL CARE,Human Resources,-,FIRST RESPONSE 2,"£5,670.92"
Rochdale,04/06/2014,HAYS SOCIAL CARE,Human Resources,-,FIRST RESPONSE 3,"£2,086.06"
Rochdale,10/06/2014,HAYS SOCIAL CARE,Human Resources,-,FIRST RESPONSE 3,"£2,094.46"
Rochdale,16/06/2014,HAYS SOCIAL CARE,Human Resources,-,FIRST RESPONSE 3,"£7,787.98"
Rochdale,24/06/2014,HAYS SOCIAL CARE,Human Resources,-,FIRST RESPONSE 3,"£6,423.66"
Rochdale,16/06/2014,HAYS SOCIAL CARE,Human Resources,-,FOSTER RECRUIT ASSESS AND SUP 2,£883.50
Rochdale,24/06/2014,HAYS SOCIAL CARE,Human Resources,-,FOSTER RECRUIT ASSESS AND SUP 2,£856.52
Rochdale,04/06/2014,HAYS SOCIAL CARE,Human Resources,CHILDREN’S SOCIAL CARE,ACCESS AND SUPPORT SOCIAL WORK,"£9,017.56"
Rochdale,10/06/2014,HAYS SOCIAL CARE,Human Resources,CHILDREN’S SOCIAL CARE,ACCESS AND SUPPORT SOCIAL WORK,"£14,785.81"
Rochdale,10/06/2014,HAYS SOCIAL CARE,Human Resources,CHILDREN’S SOCIAL CARE,ADOPTION PAYMENTS,"£1,046.29"
Rochdale,16/06/2014,HAYS SOCIAL CARE,Human Resources,CHILDREN’S SOCIAL CARE,ADOPTION PAYMENTS,£758.11
Rochdale,24/06/2014,HAYS SOCIAL CARE,Human Resources,CHILDREN’S SOCIAL CARE,ADOPTION PAYMENTS,"£1,480.90"
Rochdale,04/06/2014,HAYS SOCIAL CARE,Human Resources,CHILDREN’S SOCIAL CARE,CARED FOR CHILDREN CARE LEAVERS 1,"£2,085.33"
Rochdale,10/06/2014,HAYS SOCIAL CARE,Human Resources,CHILDREN’S SOCIAL CARE,CARED FOR CHILDREN CARE LEAVERS 1,"£1,093.43"
Rochdale,16/06/2014,HAYS SOCIAL CARE,Human Resources,CHILDREN’S SOCIAL CARE,CARED FOR CHILDREN CARE LEAVERS 1,"£3,502.24"
Rochdale,24/06/2014,HAYS SOCIAL CARE,Human Resources,CHILDREN’S SOCIAL CARE,CARED FOR CHILDREN CARE LEAVERS 1,"£1,152.90"
Rochdale,04/06/2014,HAYS SOCIAL CARE,Human Resources,CHILDREN’S SOCIAL CARE,CARED FOR CHILDREN CARE LEAVERS 2,"£4,742.66"
Rochdale,16/06/2014,HAYS SOCIAL CARE,Human Resources,CHILDREN’S SOCIAL CARE,CARED FOR CHILDREN CARE LEAVERS 2,"£3,153.10"
Rochdale,04/06/2014,HAYS SOCIAL CARE,Human Resources,CHILDREN’S SOCIAL CARE,CHILD PROTECT & CARE PROCEED 2,"£9,354.57"
Rochdale,10/06/2014,HAYS SOCIAL CARE,Human Resources,CHILDREN’S SOCIAL CARE,CHILD PROTECT & CARE PROCEED 2,"£1,466.29"
Rochdale,16/06/2014,HAYS SOCIAL CARE,Human Resources,CHILDREN’S SOCIAL CARE,CHILD PROTECT & CARE PROCEED 2,"£1,533.49"
Rochdale,24/06/2014,HAYS SOCIAL CARE,Human Resources,CHILDREN’S SOCIAL CARE,CHILD PROTECT & CARE PROCEED 2,£967.70
Rochdale,04/06/2014,HAYS SOCIAL CARE,Human Resources,CHILDREN’S SOCIAL CARE,CIC SOCIAL WORK,£900.76
Rochdale,10/06/2014,HAYS SOCIAL CARE,Human Resources,CHILDREN’S SOCIAL CARE,CIC SOCIAL WORK,£853.96
Rochdale,04/06/2014,HAYS SOCIAL CARE,Human Resources,CHILDREN’S SOCIAL CARE,CP SOCIAL WORK,"£4,697.66"
Rochdale,10/06/2014,HAYS SOCIAL CARE,Human Resources,CHILDREN’S SOCIAL CARE,CP SOCIAL WORK,"£1,684.24"
Rochdale,16/06/2014,HAYS SOCIAL CARE,Human Resources,CHILDREN’S SOCIAL CARE,CP SOCIAL WORK,"£1,022.31"
Rochdale,04/06/2014,HAYS SOCIAL CARE,Human Resources,CHILDREN’S SOCIAL CARE,EMERGENCY DUTY TEAM,"£2,642.19"
Rochdale,10/06/2014,HAYS SOCIAL CARE,Human Resources,CHILDREN’S SOCIAL CARE,EMERGENCY DUTY TEAM,"£1,645.87"
Rochdale,24/06/2014,HAYS SOCIAL CARE,Human Resources,CHILDREN’S SOCIAL CARE,EMERGENCY DUTY TEAM,"£1,838.66"
Rochdale,04/06/2014,HAYS SOCIAL CARE,Human Resources,CHILDREN’S SOCIAL CARE,FIRST RESPONSE 1,"£3,138.21"
Rochdale,10/06/2014,HAYS SOCIAL CARE,Human Resources,CHILDREN’S SOCIAL CARE,FIRST RESPONSE 1,"£4,467.50"
Rochdale,16/06/2014,HAYS SOCIAL CARE,Human Resources,CHILDREN’S SOCIAL CARE,FIRST RESPONSE 1,"£5,020.68"
Rochdale,24/06/2014,HAYS SOCIAL CARE,Human Resources,CHILDREN’S SOCIAL CARE,FIRST RESPONSE 1,"£3,811.86"
Rochdale,04/06/2014,HAYS SOCIAL CARE,Human Resources,CHILDREN’S SOCIAL CARE,FIRST RESPONSE 4,"£1,047.03"
Rochdale,10/06/2014,HAYS SOCIAL CARE,Human Resources,CHILDREN’S SOCIAL CARE,FIRST RESPONSE 4,"£1,663.52"
Rochdale,16/06/2014,HAYS SOCIAL CARE,Human Resources,CHILDREN’S SOCIAL CARE,FIRST RESPONSE 4,"£4,845.14"
Rochdale,24/06/2014,HAYS SOCIAL CARE,Human Resources,CHILDREN’S SOCIAL CARE,FIRST RESPONSE 4,"£6,595.99"
Rochdale,04/06/2014,HAYS SOCIAL CARE,Human Resources,CHILDREN’S SOCIAL CARE,FIRST RESPONSE 5,"£5,371.50"
Rochdale,10/06/2014,HAYS SOCIAL CARE,Human Resources,CHILDREN’S SOCIAL CARE,FIRST RESPONSE 5,"£1,005.03"
Rochdale,16/06/2014,HAYS SOCIAL CARE,Human Resources,CHILDREN’S SOCIAL CARE,FIRST RESPONSE 5,"£3,735.45"
Rochdale,24/06/2014,HAYS SOCIAL CARE,Human Resources,CHILDREN’S SOCIAL CARE,FIRST RESPONSE 5,"£4,777.06"
Rochdale,04/06/2014,HAYS SOCIAL CARE,Human Resources,CHILDREN’S SOCIAL CARE,FIRST RESPONSE 6,"£2,093.39"
Rochdale,10/06/2014,HAYS SOCIAL CARE,Human Resources,CHILDREN’S SOCIAL CARE,FIRST RESPONSE 6,"£1,022.29"
Rochdale,16/06/2014,HAYS SOCIAL CARE,Human Resources,CHILDREN’S SOCIAL CARE,FIRST RESPONSE 6,"£6,100.57"
Rochdale,24/06/2014,HAYS SOCIAL CARE,Human Resources,CHILDREN’S SOCIAL CARE,FIRST RESPONSE 6,"£2,279.85"
Rochdale,04/06/2014,HAYS SOCIAL CARE,Human Resources,CHILDREN’S SOCIAL CARE,FOSTERING TEAM,"£3,192.12"
Rochdale,10/06/2014,HAYS SOCIAL CARE,Human Resources,CHILDREN’S SOCIAL CARE,FOSTERING TEAM,"£2,130.46"
Rochdale,16/06/2014,HAYS SOCIAL CARE,Human Resources,CHILDREN’S SOCIAL CARE,FOSTERING TEAM,"£1,036.48"
Rochdale,24/06/2014,HAYS SOCIAL CARE,Human Resources,CHILDREN’S SOCIAL CARE,FOSTERING TEAM,"£1,999.29"
Rochdale,04/06/2014,HAYS SOCIAL CARE,Human Resources,CHILDREN’S SOCIAL CARE,OTHER CWDC FUNDS,"£4,470.88"
Rochdale,10/06/2014,HAYS SOCIAL CARE,Human Resources,CHILDREN’S SOCIAL CARE,OTHER CWDC FUNDS,"£1,155.43"
Rochdale,16/06/2014,HAYS SOCIAL CARE,Human Resources,CHILDREN’S SOCIAL CARE,OTHER CWDC FUNDS,"£3,507.32"
Rochdale,24/06/2014,HAYS SOCIAL CARE,Human Resources,CHILDREN’S SOCIAL CARE,OTHER CWDC FUNDS,"£5,746.24"
Rochdale,04/06/2014,HAYS SOCIAL CARE,Human Resources,CHILDREN’S SOCIAL CARE,SAFEGUARDING CHILDREN UNIT,"£4,535.92"
Rochdale,10/06/2014,HAYS SOCIAL CARE,Human Resources,CHILDREN’S SOCIAL CARE,SAFEGUARDING CHILDREN UNIT,£777.17
Rochdale,16/06/2014,HAYS SOCIAL CARE,Human Resources,CHILDREN’S SOCIAL CARE,SAFEGUARDING CHILDREN UNIT,"£3,991.15"
Rochdale,24/06/2014,HAYS SOCIAL CARE,Human Resources,CHILDREN’S SOCIAL CARE,SAFEGUARDING CHILDREN UNIT,"£6,138.46"
Rochdale,04/06/2014,HAYS SOCIAL CARE,Human Resources,CUSTOMERS & CORPORATE SERVICES,ADULT & CHILD CARE SOLICITORS,"£7,976.16"
Rochdale,10/06/2014,HAYS SOCIAL CARE,Human Resources,CUSTOMERS & CORPORATE SERVICES,ADULT & CHILD CARE SOLICITORS,"£6,992.16"
Rochdale,16/06/2014,HAYS SOCIAL CARE,Human Resources,CUSTOMERS & CORPORATE SERVICES,ADULT & CHILD CARE SOLICITORS,"£6,374.87"
Rochdale,24/06/2014,HAYS SOCIAL CARE,Human Resources,CUSTOMERS & CORPORATE SERVICES,ADULT & CHILD CARE SOLICITORS,"£6,467.02"
Rochdale,04/06/2014,HAYS SOCIAL CARE,Human Resources,CUSTOMERS & CORPORATE SERVICES,BIBS UNIT,"£1,124.04"
Rochdale,24/06/2014,HAYS SOCIAL CARE,Human Resources,CUSTOMERS & CORPORATE SERVICES,BIBS UNIT,"£1,449.42"
Rochdale,04/06/2014,HAYS SOCIAL CARE,Human Resources,CUSTOMERS & CORPORATE SERVICES,CASE MANAGEMENT SYSTEM,£900.93
Rochdale,10/06/2014,HAYS SOCIAL CARE,Human Resources,CUSTOMERS & CORPORATE SERVICES,CASE MANAGEMENT SYSTEM,£913.10
Rochdale,16/06/2014,HAYS SOCIAL CARE,Human Resources,CUSTOMERS & CORPORATE SERVICES,CASE MANAGEMENT SYSTEM,£730.48
Rochdale,24/06/2014,HAYS SOCIAL CARE,Human Resources,CUSTOMERS & CORPORATE SERVICES,CASE MANAGEMENT SYSTEM,£730.53
Rochdale,04/06/2014,HAYS SOCIAL CARE,Human Resources,CUSTOMERS & CORPORATE SERVICES,COMMITTEE SERVICES,£821.04
