Ratepayer,Property Address,Propref,Billing Address,RV,Property Description,Relief Code
,"43 Hanson Lane, Halifax, HX1 5NX",65264720,,1600,Shop and Premises,Rateable Value below threshold
City Centre Restaurants (Uk) Ltd,"21 Crossley Street, Halifax, HX1 1UG",64748021,"5-7 Marshalsea Road Borough, London, SE1 1EP",13500,Offices and Premises,Listed Building
,"Second & Third Floors, 51 Crown Street, Halifax, HX1 1JB",64756737,,1950,Offices and Premises,Listed Building
Monte Carlo Cafe,"1st 2nd & 3rd Floors, 19 Crossley Street, Halifax, HX1 1UG",64748705,"17 Crossley Street, Halifax, HX1 1UG",2650,Store And Premises,Listed Building
,"Unit 12b, Calder Workshops, Gibbet Street, Halifax             HX1 4JQ",65164733,,830,Store And Premises,Rateable Value below threshold
,"Unit 6, Hawksclough Industrial Est., Burnley Road, Mytholmroyd          HX7 5AD",76088872,,2000,Factory and Premises,Rateable Value below threshold
Units To Let [Northern] Ltd,"Unit 16, Mill House Works, Mill House Lane, Triangle            HX6 3LN",77352707,"Hartford Trading Estate, Suthers Street, Oldham, OL9 7TQ",1775,Garage And Premises,Listed Building
Binns & Sons (Greetland) Ltd,"4th Flr Brian Royd Mills, Brian Royd Lane, Greetland, Halifax             HX4 8NF",68444733,"The Woodlands, Rochdale Road, Greetland, Halifax, HX4 8PH",1150,Aerobics Studio And Premises,Rateable Value below threshold
Binns & Sons (Greetland) Ltd,"Pt 4th Flr Brian Royd Mills, Brian Royd Lane, Greetland, Halifax             HX4 8NF",68444742,"The Woodlands, Rochdale Road, Greetland, Halifax, HX4 8PH",1550,Warehouse And Premises,Rateable Value below threshold
City Centre Restaurants (Uk) Ltd,"Above Waterhouse Street, Halifax, HX1 1UG",69304704,"5-7 Marshalsea Road Borough, London, SE1 1EP",1450,Store And Premises,Listed Building
Blackshaw Holdings Ltd,"Unit 25 Birkby House, Birkby Lane, Brighouse, HD6 4JJ",29056734,"1st Floor, Clifton House, Birkby Lane, Bailiff Bridge, HD6 4JJ",1550,Offices and Premises,Rateable Value below threshold
Calder Brook Estates Ltd,"Unit 5, Ladyship Industrial Estate, Old Lane, Halifax              HX3 5QN",68132753,"C/O Waterside House, Central Works, Oldham Road, Ripponden, HX6 4DN",1725,Store,Rateable Value below threshold
Calderdale Mbc,"5 The Colonnade, Piece Hall, Halifax, HX1 1RE",68252736,"Land And Property Services, Northgate House, Northgate, Halifax, HX1 1UN",900,Shop and Premises,Listed Building
Warmco Space Heating Ltd,"Part Ground & First Floors, Wilkin Royd Mills, Mill Lane, Brighouse           HD6 1PN",29648707,"Warmco Industrial Park, Manchester Road, Mossley, Ashton Under Lyne, OL5 9AY",1450,Store And Premises,Rateable Value below threshold
Asda Stores Ltd,"69a Huddersfield Road, Elland, HX5 9AA",56132764,"Gl Hearn Management Ltd, Po Box 1821, Southampton, SO18 9NA",3000,Workshop And Premises,Empty Relief - Post 01/04/2008
Asda Stores Ltd,"69a Huddersfield Road, Elland, HX5 9AA",56132763,"Gl Hearn Management Ltd, Po Box 1821, Southampton, SO18 9NA",9500,Workshop And Premises,Empty Relief - Post 01/04/2008
Towngate Plc,"Part Ground Floor, Park View House, Woodvale Road, Brighouse            HD6 4AB",29656736,"C/O Sanderson Weatherall Llp, 25 Wellington Street, Leeds, LS1 4WG",4300,Store And Premises,Empty Relief - Post 01/04/2008
,"42/44 Bridge End, Brighouse, HD6 3DS",29092708,,6000,Workshop And Premises,Empty Relief - Post 01/04/2008
Hutchinson 3G Uk Ltd,"Telecommunication Mast, Site Ref H D 0017, Clough Lane, Rastrick             HD6 3QL",29184706,"C/O Gva, Po Box 6079, Wolverhampton, WV1 9RA",8100,Communication Station and Premises,Unoccupied Land
Due West Ltd,"Part Ground Floor, 14 Horton Street, Halifax, HX1 1PU",65388014,"C/O O & C Management Services Ltd, 9 Harrison Road, Halifax, HX1 2AF",790,Store And Premises,Rateable Value below threshold
Royds Properties Ltd,"First Floor Unit 9, Wellington Mills, Quebec Street, Elland               HX5 9BX",56196743,"Estate Office, Gledholt Business Park, Allen Row, Paddock, Huddersfield, HD1 4SB",5500,Workshop And Premises,Empty Relief - Post 01/04/2008
,"Part 1ST Floor, Thornton Works, Fenton Road, Halifax             HX1 3PP",65072710,,2950,Workshop And Premises,Empty Relief - Post 01/04/2008
Hutchinson Construction [Northern] Ltd,"Empire House, 11 Mulcture Hall Road, Halifax, HX1 1SP",65900704,"C/O Mr P Hutchinson, 5 Lydgate Park, Lightcliffe, Halifax, HX3 8TB",4000,Warehouse And Premises,Empty Relief - Post 01/04/2008
Marshalls Mono Ltd,"Hall Ings, West Lane, Southowram, Halifax              HX3 9RG",69352706,"A Johnson - Group Prop Manager, Marshalls Plc, Landscape House, Premier Way, Lowfields Business Park, Elland, HX5 9HT",13000,Offices and Premises,Empty Relief - Post 01/04/2008
Gallyville Ltd (In Liquidation),"1ST Floor, Southgate House, Wards End, Halifax              HX1 1BX",69264733,"Inquesta, St John's Terrace, 11-15 New Road, Manchester, M26 1LS",45000,Offices and Premises,Empty Relief - Post 01/04/2008
,"9 Carlton Street, Halifax, HX1 2AL",64488709,,5700,Offices and Premises,Empty Relief - Post 01/04/2008
,"Part 3rd Floor, Mount Pleasant Mill, Mytholmroyd, Hebden Bridge       HX7 5NR",76444706,,1925,Workshop And Premises,Listed Building
Specialised Coatings Holdings Ltd,"Unit 6B Mile Cross Works, Gibbet Street, Halifax, HX1 4JQ",65164851,"Units 1-4 Mile Cross Works, Gibbet Street, Halifax, HX1 4JQ",11250,Offices and Premises,Empty Relief - Post 01/04/2008
,"Car Sales Site, Junction Of Trimmingham Lane, Burnley Road, Halifax              HX2 7JG",64444707,,1800,Car Sales Site and Premises,Empty Property - RV < 15000
,"8,10 ,12 Crossley Street, Halifax, HX1 1UG",64748714,,36000,Offices and Premises,Listed Building
The Administrators Of Unibrook Ltd,"62 Horton Street, Halifax, HX1 1QE",65388062,"Capa Audit & Property Advisors, Audit Department, Po Box 29416, Glasgow, G67 1XU",38000,Showroom And Premises,Company in Administration (Empty)
Everything Everywhere Ltd,"Telecommunication Mast, Site Ref 7040, 1 Shannon Road, Brighouse            HD6 3LF",29668001,"C/O Gva, Po Box 6079, Wolverhampton, WV1 9RA",4300,Communication Station and Premises,Unoccupied Land
Warmco Space Heating Ltd,"Unit 304 3RD Flr South Side, Exchange Mill, Saddleworth Road, Elland               HX5 0RY",56212743,"Warmco Industrial Park, Manchester Road, Mossley, Ashton Under Lyne, OL5 9AY",325,Store And Premises,Listed Building
Warmco Space Heating Ltd,"Unit 101 1ST Flr South Side, Exchange Mill, Saddleworth Road, Elland               HX5 0RY",56212722,"Warmco Industrial Park, Manchester Road, Mossley, Ashton Under Lyne, OL5 9AY",710,Store And Premises,Listed Building
,"2ND Floor, 41A Crown Street, Halifax, HX1 1JB",64756745,,5900,Offices and Premises,Listed Building
Calderdale Mbc Land & Property Services,"60 Rustic, Piece Hall, Halifax, HX1 1RE",68252720,"Northgate House, Northgate, Halifax, HX1 1UN",3150,Shop and Premises,Listed Building
Calderdale Mbc Land & Property Services,"66 Rustic, Piece Hall, Halifax, HX1 1RE",68252718,"Northgate House, Northgate, Halifax, HX1 1UN",2075,Shop and Premises,Listed Building
Calderdale Mbc Land & Property Services,"67 Rustic, Piece Hall, Halifax, HX1 1RE",68252778,"Northgate House, Northgate, Halifax, HX1 1UN",3050,Shop and Premises,Listed Building
,"The Pump House, Broad Hollin Farm, Hollins Lane, Ripponden           HX6 4LE",77102700,,1250,Store And Premises,Empty Property - RV < 15000
,"First Floor Room 1, Old Town Hall, Thornton Square, Brighouse            HD6 1ED",29576711,,1925,Offices and Premises,Listed Building
Santander,"First Floor, 24/26 Commercial Street, Brighouse, HD6 1AQ",29196726,"C/O Gl Hearn Management Ltd, Po Box 1821, Southampton, SO18 9NA",8300,Gym And Premises,Empty Relief - Post 01/04/2008
,"32 Pellon Lane, Halifax, HX1 5SP",68236032,,1025,Store And Premises,Empty Property - RV < 15000
Ladyship Estates Ltd,"David Beck Stone Yard, Ladyship Mills, Old Lane, Halifax              HX3 5QN",68132743,"C/O John Crossley Carpets Ltd, Bankfield Works, Haley Hill, Halifax, HX3 6ED",1775,Land Used For Vehicle Training,Rateable Value below threshold
Calderdale Mbc,"Art Galleries, Piece Hall, Halifax, HX1 1RE",68252795,"Land And Property Services, Northgate House, Northgate, Halifax, HX1 1UN",7600,Art Gallery And Premises,Listed Building
Finn Gledhill & Co,"2 Harrison Road, Halifax, HX1 2AG",65276724,"1/3 Harrison Road, Halifax, HX1 2AG",23500,Offices and Premises,Listed Building
Marrtree Investments Limited,"Unit 23, Branxholme Industrial Estate, Bradford Road, Brighouse            HD6 4EA",29080777,"4a Greengate, Cadale Park, Harrogate, HG3 1GY",1150,Land Used For Storage and Premises,Rateable Value below threshold
,"Part Basement, 2 Wards End, Halifax, HX1 1DD",69264744,,1825,Store And Premises,Rateable Value below threshold
Westfield Properties,"Unit 1, Calder Workshops, Gibbet Street, Halifax             HX1 4JQ",65164729,"2 Stansfield Road, Todmorden, Lancs, OL14 5DL",2200,Workshop And Premises,Empty Property - RV < 15000
Units To Let [Northern] Ltd,"Part 1ST & 2ND Floor, Unit 18 Mill House Works, Triangle, Sowerby Bridge       HX6 3LN",77352751,"Hartford Trading Estate, Suthers Street, Oldham, OL9 7TQ",940,Store And Premises,Empty Property - RV < 15000
Warmco Space Heating Ltd,"Unit 301 3RD Flr South Side, Exchange Mill, Saddleworth Road, Elland               HX5 0RY",56212741,"Warmco Industrial Park, Manchester Road, Mossley, Ashton Under Lyne, OL5 9AY",310,Store And Premises,Rateable Value below threshold
Setbray Properties Ltd,"(Unoff Add)Suite 3 1ST Floor, Unit 8 Pennine Ind Park, Valley Road, Hebden Bridge        HX7 7BZ",76552759,"Suites 1 & 4 2nd Floor, Burlees House, Hangingroyd Lane, Hebden Bridge, HX7 7DD",16250,Offices and Premises,Empty Relief - Post 01/04/2008
Shaw Lodge Mills Ltd,"LEVEL-1 The 1830 Mill, Shaw Lodge Mills, Shaw Lane, Halifax              HX3 9ET",68526705,"Reedham House, 31 King Street, Manchester, M3 2PJ",5200,Warehouse And Premises,Listed Building
Shaw Lodge Mills Ltd,"Level - 1 The 1862 Warehouse, Shaw Lodge Mills, Shaw Lane, Halifax              HX3 9ET",68526734,"Reedham House, 31 King Street, Manchester, M3 2PJ",9200,Warehouse And Premises,Listed Building
,"First Floor, 32 Fenton Road, Halifax, HX1 3PP",65072724,,1175,Store And Premises,Empty Property - RV < 15000
Blackshaw Holdings Ltd,"Swales Moor Yard, Swales Moor Road, Halifax, HX3 6UF",68908712,"1st Floor, Clifton House, Birkby Lane, Bailiff Bridge, HD6 4JJ",2800,Stone Yard And Premises,Unoccupied Land
Shaw Lodge Mills Ltd,"Level 3 The 1862 Warehouse, Shaw Lodge Mills, Shaw Lane, Halifax              HX3 9ET",68526735,"Reedham House, 31 King Street, Manchester, M3 2PJ",4450,Warehouse And Premises,Listed Building
Bizspace Ltd,"Unit 2A, Calderdale Business Park, Club Lane, Halifax              HX2 8AX",64628854,"Fao Mital Shah, 3rd Floor, Winston House, 2 Dollis Park, Finchley, London, N3 1HG",4750,Warehouse And Premises,Empty Relief - Post 01/04/2008
,"23 Roils Head Road, Halifax, HX2 0NQ",68396023,,2800,Shop and Premises,Rateable Value below threshold
Mobile Broadband Network Ltd,"Telecommunication Mast, Site Ref 99609, Lister Street, Brighouse            HD6 2AH",29670701,"C/O Gva, Po Box 6079, Wolverhampton, WV1 9RA",12250,Communication Station and Premises,Unoccupied Land
Dean Clough Ltd,"Office Suite D 261, Dean Clough Mills, Halifax, HX3 5AX",64788847,"Office Suite D130&D180/182/184, Dean Clough Office Park, Halifax, HX3 5AX",7800,Office,Listed Building
Due West Ltd,"Part 1ST & 2ND Floor, 16-18 Union Street, Halifax, HX1 1PR",69144715,"C/O O & C Management Services Ltd, 9 Harrison Road, Halifax, HX1 2AF",1050,Store And Premises,Empty Property - RV < 15000
Bizspace Ltd,"Unit 18G, Calderdale Business Park, Club Lane, Halifax              HX2 8AX",64628865,"Fao Mital Shah, 3rd Floor, Winston House, 2 Dollis Park, Finchley, London, N3 1HG",5900,Offices and Premises,Empty Relief - Post 01/04/2008
Bizspace Ltd,"Unit 16K, Calderdale Buslness Park, Club Lane, Halifax              HX2 8AX",64628824,"Fao Mital Shah, 3rd Floor, Winston House, 2 Dollis Park, Finchley, London, N3 1HG",6700,Offices and Premises,Empty Relief - Post 01/04/2008
,"55A Halifax Road, Todmorden, OL14 5BB",78192834,,1900,Store And Premises,Rateable Value below threshold
Swinton Group Ltd,"Fieldhead House, Hebble Brook Business Park, Hays Lane, Halifax              HX2 8UL",65288708,"Attn Andrew Mellor, Swinton House, 6 Great Marlborough Street, Manchester, M1 5SW",30500,Offices and Premises,Empty Relief - Post 01/04/2008
,"Old Town Mill, Wadsworth, Hebden Bridge, HX7 8TE",76420718,,5500,Workshop And Premises,Listed Building
Finestreet Ltd,"21B Back Halifax Road, Todmorden, OL14 5AG",78192770,"21a Halifax Road, Bramsche Square, Todmorden, OL14 5AG",2425,Offices and Premises,Empty Property - RV < 15000
Reactiv Media Limited - In Liquidation,"The Warehouse, Elland Wharf, Gas Works Lane, Elland               HX5 9HH",56104710,"Peter Murray, Griffins, Tavistock House South, Tavistock Square, London, WC1H 9LG",45250,Offices and Premises,Listed Building
,"6 Savile Park Street, Halifax, HX1 3DX",68476006,,3100,Shop and Premises,Empty Relief - Post 01/04/2008
,"Land Adj. Hartsoil House, Highmoor Lane, Cleckheaton, BD19 6LL",79048704,,7700,Empty Garden Centre and Premises,Empty Relief - Post 01/04/2008
Birds Royd Property Co Ltd,"Office 3 First Floor, Princess Works, Birds Royd Lane, Brighouse            HD6 1LH",29052747,"C/O R A S Sports, Princess Works, Bird Royd Lane, Brighouse, HD6 1LJ",1700,Offices,Empty Property - RV < 15000
Industrials Uk Ltd Partnership,"White Lee Estates Office, Caldene Business Park, Burnley Road, Mytholmroyd          HX7 5QJ",76088829,"C/O Ryden Llp, 3rd Floor Carlton Tower, 34 St Paul's Street, Leeds, LS1 2QB",1825,Office,Empty Property - RV < 15000
Blackshaw Holdings Ltd,"Suite C 1ST Floor, Clifton Mills, Bradford Road, Brighouse            HD6 4EJ",29084852,"1st Floor, Clifton House, Birkby Lane, Bailiff Bridge, HD6 4JJ",1850,Offices and Premises,Rateable Value below threshold
,"Arundel Street, Halifax, HX1 4LE",64084704,,2275,Warehouse And Premises,Rateable Value below threshold
,"2nd Floor, Arundel Street, Halifax, HX1 4LE",64084707,,960,Store And Premises,Rateable Value below threshold
Warmco Space Heating Ltd,"Unit 4C, Victoria Works Business Park, Calder Street, Brighouse            HD6 1LZ",29124711,"Warmco Industrial Park, Manchester Road, Mossley, Ashton Under Lyne, OL5 9AY",2050,Store And Premises,Empty Property - RV < 15000
The Trustees Of B E Holmes Settlement Trust,"Car Parking Space No 12, John Street, Halifax, HX1 1YA",64400737,"C/O Walker Singleton, Property House, Lister Lane, Halifax, HX1 5AS",600,Car Parking Space,Rateable Value below threshold
Staywarm Uk Limited,"""Unauth Address""  Staywarm, Holmfield Industrial Estate, Holmfield, Halifax              HX2 9TN",65344520,"85 Riley Lane, Bradshaw, Halifax, HX2 9QE",1300,Office and Premises,Rateable Value below threshold
Marshalls Mono Ltd,"West Lane, Southowram, Halifax, HX3 9TW",69352702,"A Johnson - Group Prop Manager, Marshalls Plc, Landscape House, Premier Way, Lowfields Business Park, Elland, HX5 9HT",103000,Factory and Premises,Occupation prohibited by law
The Trustees Of B E Holmes Settlement Trust,"Car Parking Space No 26, John Street, Halifax, HX1 1YA",64400743,"C/O Walker Singleton, Property House, Lister Lane, Halifax, HX1 5AS",600,Car Parking Space,Rateable Value below threshold
The Trustees Of B E Holmes Settlement Trust,"Car Parking Space No 4, John Street, Halifax, HX1 1YA",64400746,"C/O Walker Singleton, Property House, Lister Lane, Halifax, HX1 5AS",600,Car Parking Space,Rateable Value below threshold
,"Milk Distribution Depot, Queens Road, Halifax, HX1 3NT",68308710,,12750,Warehouse And Premises,Empty Relief - Post 01/04/2008
,"Office 24, 11 Owler Ings Road, Brighouse, HD6 1EJ",29452778,,1025,Offices and Premises,Empty Property - RV < 15000
Calderdale Mbc Land & Property Services,"54 Illingworth Road, Illingworth, Halifax, HX2 9EN",65424054,"Northgate House, Northgate, Halifax, HX1 1UN",2475,Shop and Premises,Rateable Value below threshold
,"Unit 2C, New Delight Works, Boothtown Road, Halifax              HX3 6TU",64284829,,770,Vehicle Repair Workshop And Premises,Empty Property - RV < 15000
Leo Sawrij Ltd,"Swalesmoor Farm (Whse), Swales Moor Road, Halifax, HX3 6UF",68908713,"Swales Moor Farm, Swales Moor Road, Halifax, HX3 6UF",93000,Warehouse And Premises,Empty Relief - Post 01/04/2008
Dean Clough Ltd,"Office Suite E130, Dean Clough Mills, Halifax, HX3 5AX",64885719,"Office Suite D130&D180/182/184, Dean Clough Office Park, Halifax, HX3 5AX",1625,Office and Premises,Empty Property - RV < 15000
Bizspace Ltd,"Unit 18C, Calderdale Business Park, Club Lane, Halifax              HX2 8AX",64628861,"Fao Mital Shah, 3rd Floor, Winston House, 2 Dollis Park, Finchley, London, N3 1HG",3100,Offices and Premises,Empty Relief - Post 01/04/2008
Calderdale Mbc,"Elland Library, Coronation Street, Elland, HX5 0DF",56052709,"Regen & Development, Northgate House, Northgate, Halifax, HX1 1UN",2650,Community Centre And Premises,Rateable Value below threshold
Halifax Opportunities Trust,"Office 39 First Floor, The E W Innovation Centre, Hopwood Lane, Halifax              HX1 5ER",64242736,"Elsie Whiteley Innovation Cent, Hopwood Lane, Halifax, HX1 5ER",1600,Offices and Premises,Rateable Value below threshold
Dean Clough Ltd,"Unit GY/8, G Mill Yard, Dean Clough Office Park, Halifax              HX3 5AX",64788822,"Office Suite D130&D180/182/184, Dean Clough Office Park, Halifax, HX3 5AX",790,Workshop,Empty Property - RV < 15000
Warmco Space Heating Ltd,"Unit 4B Grd Floor North Side, Exchange Mill, Saddleworth Road, Elland               HX5 0RY",56212754,"Warmco Industrial Park, Manchester Road, Mossley, Ashton Under Lyne, OL5 9AY",1250,Store And Premises,Listed Building
Everything Everywhere Ltd,"Telecommunications Mast, Ref WYK0289 Rear Car Auction, Armytage Road, Brighouse            HD6 1XE",29020746,"C/O Gva, Po Box 6079, Wolverhampton, WV1 9RA",12250,Communication Station and Premises,Unoccupied Land
Bizspace Ltd,"Unit 16I & Unit 16J, Calderdale Business Park, Club Lane, Halifax              HX2 8DB",64628820,"Fao Mital Shah, 3rd Floor, Winston House, 2 Dollis Park, Finchley, London, N3 1HG",6000,Offices and Premises,Empty Relief - Post 01/04/2008
"R P Moore, J L Lister & Aj Bell Trustees Ltd","Suite T4 Trinity House, Blackwall, Halifax, HX1 2QR",64268733,"C/O Dorica Ltd, Overclough, Cragg Vale, Halifax, HX7 5RX",4500,Office,Listed Building
Everything Everywhere Ltd,"Mast St Peters Church, St Peters Avenue, Sowerby Bridge, HX6 1DF",77582700,"C/O Gva, Po Box 6079, Wolverhampton, WV1 9RA",12000,Communication Station and Premises,Unoccupied Land
,"29 Lees Buildings, Halifax Road, Hipperholme, Halifax             HX3 8EW",65624703,,5800,Shop and Premises,Empty Relief - Post 01/04/2008
Dean Clough Ltd,"Crossleys Mill 2ND Floor, Dean Clough Mills, Halifax, HX3 5AX",64788792,"Office Suite D130&D180/182/184, Dean Clough Office Park, Halifax, HX3 5AX",36500,Offices and Premises,Listed Building
,"5,7 & 9 Water Street, Todmorden, OL14 5AB",78508708,,9700,Cafe and Premises,Charity (Empty)
Tyler Projects (Halifax) Ltd In Administration,"Part 1ST Floor, Somerset House, Rawson Street, Halifax              HX1 1NH",68356713,"F.A.O. Julian Pitts, Begbies Traynor, 4th Floor Toronto Square, Toronto Street, Leeds, LS1 2HJ",11000,Restaurant and Premises,Bankrupt / Liquidation / Winding Up Order
Bizspace Ltd,"Unit 9, Calderdale Business Park, Club Lane, Halifax              HX2 8AX",64628831,"Fao Mital Shah, 3rd Floor, Winston House, 2 Dollis Park, Finchley, London, N3 1HG",31500,Warehouse And Premises,Empty Relief - Post 01/04/2008
Brogan Business Parks Ltd,"Unit R1, Tenterfields Business Park, Burnley Road, Luddendenfoot        HX2 6EJ",64448827,"C/O Cdp Ltd, Huddersfield Road, Elland, HX5 9BW",6100,Offices and Premises,Empty Relief - Post 01/04/2008
Temple Retail Ltd,"35/37 Westgate House, Market Street, Halifax, HX1 1PD",65736707,,55000,Shop and Premises,Empty Relief - Post 01/04/2008
Adhan Property Consultants Ltd,"Unit 5, Salford Industrial Estate, Salford, Todmorden           OL14 5BT",78408784,"Adhan House, 1st Floor, 52a Preston New Road, Blackburn, BB2 6AH",3300,Workshop And Premises,Empty Relief - Post 01/04/2008
Bizspace Ltd,"Unit 6C, Calderdale Business Park, Club Lane, Halifax              HX2 8AX",64628772,"Fao Mital Shah, 3rd Floor, Winston House, 2 Dollis Park, Finchley, London, N3 1HG",2425,Store,Empty Property - RV < 15000
,"4 Dodge Holme Drive, Mixenden, Halifax, HX2 8PE",64832703,,3800,Shop and Premises,Empty Relief - Post 01/04/2008
,"Lwr Gf Unit 2C, Greenhill Industrial Estate, Mytholmroyd, Hebden Bridge        HX7 5QF",76252828,,4850,Store And Premises,Empty Relief - Post 01/04/2008
Kino & Co,"Office Hm 3.18, Holmfield Mills, Holdsworth Road, Halifax              HX3 6SN",65344541,"Office H M 2.0, Holmfield Mills, Holdsworth Road, Halifax, HX3 6SN",18250,Offices And Premises,Empty Relief - Post 01/04/2008
Bnp Paribas Real Estate Uk,"17 King Edward Street, Halifax, HX1 1BW",65524017,"9 Colmore Row, Birmingham, B3 2BJ",9400,Shop and Premises,Awaiting occupation
,"The Old Ambulance Hall, Stansfield Road, Todmorden, OL14 5DL",78444719,,17500,Workshop And Premises,Empty Relief - Post 01/04/2008
"R P Moore, J L Lister & Aj Bell Trustees Ltd","Suite T9, Trinity House, Blackwall, Halifax              HX1 2QR",64268737,"C/O Dorica Ltd, Overclough, Cragg Vale, Halifax, HX7 5RX",5600,Offices And Premises,Empty Relief - Post 01/04/2008
Industrials Uk Ltd Partnership,"2 Windsor House, Caldene Business Park, Burnley Road, Mytholmroyd          HX7 5QJ",76088858,"C/O Ryden Llp, 3rd Floor Carlton Tower, 34 St Paul's Street, Leeds, LS1 2QB",19000,Warehouse And Premises,Qualifying industrial hereditament
Towngate Plc,"Part A, Part 2ND Floor, Woodvale House, Woodvale Road, Brighouse            HD6 4AB",29656757,"C/O Sanderson Weatherall Llp, 25 Wellington Street, Leeds, LS1 4WG",530,Offices And Premises,Rateable Value below threshold
Kino & Co,"1 Old Market, Halifax, HX1 1TN",68140700,"Office H M 2.0, Holmfield Mills, Holdsworth Road, Halifax, HX3 6SN",23500,Shop and Premises,Awaiting occupation
Kino & Co,"Unit Hm 1.03, Holmfield Mills, Holdsworth Road, Halifax              HX3 6SW",65344998,"Office H M 2.0, Holmfield Mills, Holdsworth Road, Halifax, HX3 6SN",1025,Store And Premises,Empty Property - RV < 15000
,"10 Hopwood Lane, Halifax, HX1 5HW",65364010,,5700,Shop and Premises,Awaiting occupation
Stokers Ltd,"Clough Bottom, Burnley Road, Mytholmroyd, Hebden Bridge       HX7 5LN",76088714,"277 Wennington Road, Southport, Merseyside, PR9 7TW",55000,Showroom And Premises,Empty Relief - Post 01/04/2008
Seadrift Offshore Ltd,"Unit 6/6B/6C Commercial Mill, Oldham Road, Ripponden, Sowerby Bridge       HX6 4EB",77408741,"Unit 6 Riverside Mills, Saddleworth Road, Elland, HX5 0RY",5600,Warehouse And Premises,Empty Relief - Post 01/04/2008
Dean Clough Ltd,"4TH Floor (East) F Mill, Dean Clough Mills, Halifax, HX3 5AX",64296750,"Office Suite D130&D180/182/184, Dean Clough Office Park, Halifax, HX3 5AX",143000,Offices And Premises,Listed Building
,"1ST Floor, 43A Crown Street, Halifax, HX1 1JB",64756719,,2550,Offices and Premises,Listed Building
,"278 Gibbet Street, Halifax, HX1 4LT",65164278,,2850,Shop and Premises,Rateable Value below threshold
,"35 Tillotson Avenue, Sowerby, Sowerby Bridge, HX6 1BX",77592035,,2025,Shop and Premises,Rateable Value below threshold
Calderdale Mbc,"26 The Colonnade, Piece Hall, Halifax, HX1 1RE",68252766,"Land And Property Services, Northgate House, Northgate, Halifax, HX1 1UN",2750,Shop and Premises,Listed Building
Westfield Properties,"Unit 10, Calder Workshops, Gibbet Street, Halifax             HX1 4JQ",65164730,"2 Stansfield Road, Todmorden, Lancs, OL14 5DL",1750,Workshop And Premises,Rateable Value below threshold
Westfield Properties Ltd,"Units 4 & 5, Calder Workshops, Gibbet Street, Halifax             HX1 4JQ",65164753,"2 Stansfield Road, Todmorden, Lancs, OL14 5DL",1550,Workshop And Premises,Rateable Value below threshold
Dean Clough Ltd,"Office Suites D156/158 &D171, Dean Clough, Halifax, HX3 5AX",64788815,"Office Suite D130&D180/182/184, Dean Clough Office Park, Halifax, HX3 5AX",20000,Offices and Premises,Listed Building
Marshalls Mono Ltd,"Hall Ings, Southowram, Halifax, HX3 9RQ",65240700,"A Johnson - Group Prop Manager, Marshalls Plc, Landscape House, Premier Way, Lowfields Business Park, Elland, HX5 9HT",2650,Store And Premises,Rateable Value below threshold
,"S/0 14 Bottomley Street, Brighouse, HD6 4AR",29072700,,1850,Store And Premises,Rateable Value below threshold
,"120 Hanson Lane, Halifax, HX1 5PG",65264120,,1725,Shop and Premises,Rateable Value below threshold
First Group,"International House, 139 Skircoat Road, Halifax, HX1 2RE",68604708,"Attn Alison Davidson, First Shared Services, 395 King Street, Aberdeen, AB24 5RP",1600,Offices and Premises,Rateable Value below threshold
Benjamin Whiteley & Sons Ltd,"Part Ground Floor Front, Multi Storey Park Road Mills, Park Road, Elland               HX5 9HX",56192735,"Park Road Mills, Park Road, Elland, HX5 9HX",980,Warehouse,Rateable Value below threshold
Calderdale Mbc,"27 The Colonnade, Piece Hall, Halifax, HX1 1RE",68252725,"Land And Property Services, Northgate House, Northgate, Halifax, HX1 1UN",2800,Shop and Premises,Listed Building
Calderdale Mbc Community Services,"Boothtown Road, Halifax, HX3 6ET",64284700,"Fao Jim Milner, Westgate House, Westgate, Halifax, HX1 1PD",1050,Public Conveniences,Rateable Value below threshold
Finestreet Ltd,"21e Halifax Road, Todmorden, OL14 5AG",78192776,"21a Halifax Road, Bramsche Square, Todmorden, OL14 5AG",1375,Salon,Rateable Value below threshold
Calderdale Mbc Community Services,"25 The Colonnade, Piece Hall, Halifax, HX1 1RE",68252726,"C/O Michael Devereux, Piece Hall Admin Office, The Piece Hall, Halifax, HX1 1RE",2800,Shop and Premises,Listed Building
,"1 Oak Terrace, Stainland, Halifax, HX4 9EY",68112001,,1775,Shop and Premises,Rateable Value below threshold
J Speak & Co Ltd,"Unit 4, North Dean Mills, Stainland Road, Greetland           HX4 8LS",68772725,"1 Alfred Street, Greetland, Halifax, HX4 8LT",1750,Garage And Premises,Rateable Value below threshold
Units To Let [Northern] Ltd,"Unit 2 (1st Floor), Mearclough Works, Mearclough Road, Sowerby Bridge      HX6 3LF",77340710,"Hartford Trading Estate, Suthers Street, Oldham, OL9 7TQ",580,Store And Premises,Rateable Value below threshold
,"Unit 29, Calder Workshops, Gibbet Street, Halifax             HX1 4JQ",65164749,,750,Workshop And Premises,Rateable Value below threshold
J Speak & Co Ltd,"Adj Unit 3, North Dean Mills, Greetland, Halifax             HX4 8LS",68772713,"North Dean Mills, Stainland Road, Greetland, Halifax, HX4 8LS",850,Store And Premises,Rateable Value below threshold
