Organisation Name,Effective Date,Service,Supplier Name,Paid Date,Net Amount (£),Purpose,Transaction Number
Rochdale Borough Council,10/05/2016,CHILDREN’S SOCIAL CARE,HAYS SPECIALIST RECRUITMENT LTD,10/05/2016,814.51,AGENCY STAFF,V001007776
Rochdale Borough Council,10/05/2016,NEIGHBOURHOODS AND ENVIRONMENT,HAYS SPECIALIST RECRUITMENT LTD,10/05/2016,821.03,AGENCY STAFF,V001007776
Rochdale Borough Council,10/05/2016,NEIGHBOURHOODS AND ENVIRONMENT,HAYS SPECIALIST RECRUITMENT LTD,10/05/2016,827.32,AGENCY STAFF,V001007776
Rochdale Borough Council,10/05/2016,FINANCE SERVICES,HAYS SPECIALIST RECRUITMENT LTD,10/05/2016,839.16,AGENCY STAFF,V001007776
Rochdale Borough Council,10/05/2016,CHILDREN’S SOCIAL CARE,HAYS SPECIALIST RECRUITMENT LTD,10/05/2016,866.45,AGENCY STAFF,V001007776
Rochdale Borough Council,10/05/2016,NEIGHBOURHOODS AND ENVIRONMENT,HAYS SPECIALIST RECRUITMENT LTD,10/05/2016,870.24,AGENCY STAFF,V001007776
Rochdale Borough Council,10/05/2016,PHYSICAL DIS & OLDER PEOPLE,HAYS SPECIALIST RECRUITMENT LTD,10/05/2016,978.25,AGENCY STAFF,V001007776
Rochdale Borough Council,10/05/2016,NEIGHBOURHOODS AND ENVIRONMENT,HAYS SPECIALIST RECRUITMENT LTD,10/05/2016,998.52,AGENCY STAFF,V001007776
Rochdale Borough Council,10/05/2016,CHILDREN’S SOCIAL CARE,HAYS SPECIALIST RECRUITMENT LTD,10/05/2016,1023.07,AGENCY STAFF,V001007776
Rochdale Borough Council,10/05/2016,CHILDREN’S SOCIAL CARE,HAYS SPECIALIST RECRUITMENT LTD,10/05/2016,1067.73,AGENCY STAFF,V001007776
Rochdale Borough Council,10/05/2016,EARLY HELP AND SCHOOLS,HAYS SPECIALIST RECRUITMENT LTD,10/05/2016,1070.43,AGENCY STAFF,V001007776
Rochdale Borough Council,10/05/2016,FINANCE SERVICES,HAYS SPECIALIST RECRUITMENT LTD,10/05/2016,1192,AGENCY STAFF,V001007776
Rochdale Borough Council,10/05/2016,NEIGHBOURHOODS AND ENVIRONMENT,HAYS SPECIALIST RECRUITMENT LTD,10/05/2016,1309.8,AGENCY STAFF,V001007776
Rochdale Borough Council,10/05/2016,NEIGHBOURHOODS AND ENVIRONMENT,HAYS SPECIALIST RECRUITMENT LTD,10/05/2016,1407.85,AGENCY STAFF,V001007776
Rochdale Borough Council,10/05/2016,NEIGHBOURHOODS AND ENVIRONMENT,HAYS SPECIALIST RECRUITMENT LTD,10/05/2016,1567.84,AGENCY STAFF,V001007776
Rochdale Borough Council,10/05/2016,CHILDREN’S SOCIAL CARE,HAYS SPECIALIST RECRUITMENT LTD,10/05/2016,1649.62,AGENCY STAFF,V001007776
Rochdale Borough Council,10/05/2016,PROPERTY AND HIGHWAYS,HAYS SPECIALIST RECRUITMENT LTD,10/05/2016,1768.98,AGENCY STAFF,V001007776
Rochdale Borough Council,10/05/2016,NEIGHBOURHOODS AND ENVIRONMENT,HAYS SPECIALIST RECRUITMENT LTD,10/05/2016,1857.03,AGENCY STAFF,V001007776
Rochdale Borough Council,10/05/2016,NEIGHBOURHOODS AND ENVIRONMENT,HAYS SPECIALIST RECRUITMENT LTD,10/05/2016,2019.07,AGENCY STAFF,V001007776
Rochdale Borough Council,10/05/2016,CHILDREN’S SOCIAL CARE,HAYS SPECIALIST RECRUITMENT LTD,10/05/2016,2068.26,AGENCY STAFF,V001007776
Rochdale Borough Council,10/05/2016,CHILDREN’S SOCIAL CARE,HAYS SPECIALIST RECRUITMENT LTD,10/05/2016,2087.87,AGENCY STAFF,V001007776
Rochdale Borough Council,10/05/2016,NEIGHBOURHOODS AND ENVIRONMENT,HAYS SPECIALIST RECRUITMENT LTD,10/05/2016,2117.44,AGENCY STAFF,V001007776
Rochdale Borough Council,10/05/2016,PROPERTY AND HIGHWAYS,HAYS SPECIALIST RECRUITMENT LTD,10/05/2016,2298.99,AGENCY STAFF,V001007776
Rochdale Borough Council,10/05/2016,ECONOMY DIRECTORATE,HAYS SPECIALIST RECRUITMENT LTD,10/05/2016,2445.11,AGENCY STAFF,V001007776
Rochdale Borough Council,10/05/2016,FINANCE SERVICES,HAYS SPECIALIST RECRUITMENT LTD,10/05/2016,2617,AGENCY STAFF,V001007776
Rochdale Borough Council,10/05/2016,CHILDREN’S SOCIAL CARE,HAYS SPECIALIST RECRUITMENT LTD,10/05/2016,2805.88,AGENCY STAFF,V001007776
Rochdale Borough Council,10/05/2016,CHILDREN’S SOCIAL CARE,HAYS SPECIALIST RECRUITMENT LTD,10/05/2016,3102.45,AGENCY STAFF,V001007776
Rochdale Borough Council,10/05/2016,NEIGHBOURHOODS AND ENVIRONMENT,HAYS SPECIALIST RECRUITMENT LTD,10/05/2016,3519.09,AGENCY STAFF,V001007776
Rochdale Borough Council,10/05/2016,FINANCE SERVICES,HAYS SPECIALIST RECRUITMENT LTD,10/05/2016,3734.88,AGENCY STAFF,V001007776
Rochdale Borough Council,10/05/2016,LEARNING DIS & MENTAL HEALTH,HAYS SPECIALIST RECRUITMENT LTD,10/05/2016,3937.41,AGENCY STAFF,V001007776
Rochdale Borough Council,10/05/2016,CHILDREN’S SOCIAL CARE,HAYS SPECIALIST RECRUITMENT LTD,10/05/2016,6235.78,AGENCY STAFF,V001007776
Rochdale Borough Council,10/05/2016,NEIGHBOURHOODS AND ENVIRONMENT,HAYS SPECIALIST RECRUITMENT LTD,10/05/2016,13442.7,AGENCY STAFF,V001007776
Rochdale Borough Council,10/05/2016,NEIGHBOURHOODS AND ENVIRONMENT,HAYS SPECIALIST RECRUITMENT LTD,10/05/2016,6913.83,CAPITAL SALARIES,V001007776
Rochdale Borough Council,10/05/2016,NEIGHBOURHOODS AND ENVIRONMENT,HAYS SPECIALIST RECRUITMENT LTD,10/05/2016,624.05,LEGAL SERVICES INTERNAL,V001007776
Rochdale Borough Council,10/05/2016,NEIGHBOURHOODS AND ENVIRONMENT,HAYS SPECIALIST RECRUITMENT LTD,10/05/2016,1457.4,AGILISYS CONTRACT,V001007776
Rochdale Borough Council,13/05/2016,NEIGHBOURHOODS AND ENVIRONMENT,SSI SCHAEFER LIMITED,13/05/2016,1830.6,PURCHASE OF OTHER EQUIPMENT,V001007783
Rochdale Borough Council,13/05/2016,NEIGHBOURHOODS AND ENVIRONMENT,SSI SCHAEFER LIMITED,13/05/2016,3661.2,PURCHASE OF OTHER EQUIPMENT,V001007784
Rochdale Borough Council,13/05/2016,NEIGHBOURHOODS AND ENVIRONMENT,SSI SCHAEFER LIMITED,13/05/2016,1830.6,PURCHASE OF OTHER EQUIPMENT,V001007785
Rochdale Borough Council,10/05/2016,CHILDREN’S SOCIAL CARE,ENTERPRISE MANCHESTER PARTNERSHIP LTD,10/05/2016,615,SERVICES - GENERAL,V001007788
Rochdale Borough Council,13/05/2016,NEIGHBOURHOODS AND ENVIRONMENT,ASKEWS AND HOLTS LIBRARY SERVICES LTD,13/05/2016,3300,REFERENCE BOOKS/NEWSPAPERS/PERIODICALS,V001007789
Rochdale Borough Council,31/05/2016,EARLY HELP AND SCHOOLS,INSPIREDSPACES ROCHDALE PROJECT CO1 LTD,31/05/2016,321383.95,PFI SCHEMES,V001007796
Rochdale Borough Council,31/05/2016,EARLY HELP AND SCHOOLS,INSPIREDSPACES ROCHDALE PROJECTCO2 LTD,31/05/2016,400752.96,PFI SCHEMES,V001007798
Rochdale Borough Council,10/05/2016,PHYSICAL DIS & OLDER PEOPLE,EXORS OF MR TERENCE WILKINSON,10/05/2016,2235.44,NURSING LONG TERM,V001007801
Rochdale Borough Council,10/05/2016,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,10/05/2016,1782,DAY CARE,V001007810
Rochdale Borough Council,20/05/2016,NEIGHBOURHOODS AND ENVIRONMENT,PLANTOPIA LIMITED,20/05/2016,1205,"TREES, SHRUBS, PLANTS",V001007822
Rochdale Borough Council,10/05/2016,PHYSICAL DIS & OLDER PEOPLE,PRIESTLEYS JOINERS,10/05/2016,838.8,ADAPTATIONS,V001007823
Rochdale Borough Council,10/05/2016,NEIGHBOURHOODS AND ENVIRONMENT,GLENDALE HORTICULTURE LTD,10/05/2016,2767,"TREES, SHRUBS, PLANTS",V001007856
Rochdale Borough Council,10/05/2016,NEIGHBOURHOODS AND ENVIRONMENT,GLENDALE HORTICULTURE LTD,10/05/2016,8251,"TREES, SHRUBS, PLANTS",V001007857
Rochdale Borough Council,18/05/2016,PHYSICAL DIS & OLDER PEOPLE,COUNCIL FOR VOLUNTARY SERVICE ROCHDALE,18/05/2016,7809.25,SERVICE LEVEL AGREEMENTS,V001007859
Rochdale Borough Council,27/05/2016,LEARNING DIS & MENTAL HEALTH,PETRUS COMMUNITY,27/05/2016,25000,SERVICE LEVEL AGREEMENTS,V001007860
Rochdale Borough Council,12/05/2016,FINANCE SERVICES,CHILDCARE VOUCHERS LIMITED,12/05/2016,51824.99,TRANSACTIONS-EXPENDITURE,V001007881
Rochdale Borough Council,16/05/2016,NEIGHBOURHOODS AND ENVIRONMENT,RISUAL LTD,16/05/2016,5700,CONSULTANTS FEES,V001007882
Rochdale Borough Council,16/05/2016,NEIGHBOURHOODS AND ENVIRONMENT,RISUAL LTD,16/05/2016,2850,CONSULTANTS FEES,V001007883
Rochdale Borough Council,16/05/2016,NEIGHBOURHOODS AND ENVIRONMENT,RISUAL LTD,16/05/2016,1900,CONSULTANTS FEES,V001007884
Rochdale Borough Council,11/05/2016,CHILDREN’S SOCIAL CARE,FOSTER CARES LTD,11/05/2016,607.14,FOSTER PARENTS BASIC ALLOWANCE,V001007885
Rochdale Borough Council,13/05/2016,FINANCE SERVICES,SOFTCAT LTD,13/05/2016,600.03,SOFTWARE,V001007888
Rochdale Borough Council,13/05/2016,NEIGHBOURHOODS AND ENVIRONMENT,LIQUIDLOGIC LTD,13/05/2016,9979.99,SOFTWARE,V001007891
Rochdale Borough Council,13/05/2016,NEIGHBOURHOODS AND ENVIRONMENT,LIQUIDLOGIC LTD,13/05/2016,12944.36,SOFTWARE,V001007891
Rochdale Borough Council,16/05/2016,CHILDREN’S SOCIAL CARE,BY THE BRIDGE THERAPUTIC FOSTERING SERVICE,16/05/2016,3969,FOSTER PARENTS BASIC ALLOWANCE,V001007897
Rochdale Borough Council,16/05/2016,CHILDREN’S SOCIAL CARE,BY THE BRIDGE THERAPUTIC FOSTERING SERVICE,16/05/2016,3786.43,FOSTER PARENTS BASIC ALLOWANCE,V001007898
Rochdale Borough Council,16/05/2016,CHILDREN’S SOCIAL CARE,BY THE BRIDGE THERAPUTIC FOSTERING SERVICE,16/05/2016,3906,FOSTER PARENTS BASIC ALLOWANCE,V001007899
Rochdale Borough Council,16/05/2016,CHILDREN’S SOCIAL CARE,BY THE BRIDGE THERAPUTIC FOSTERING SERVICE,16/05/2016,3969,FOSTER PARENTS BASIC ALLOWANCE,V001007900
Rochdale Borough Council,16/05/2016,CHILDREN’S SOCIAL CARE,BY THE BRIDGE THERAPUTIC FOSTERING SERVICE,16/05/2016,3770.57,FOSTER PARENTS BASIC ALLOWANCE,V001007901
Rochdale Borough Council,16/05/2016,CHILDREN’S SOCIAL CARE,BY THE BRIDGE THERAPUTIC FOSTERING SERVICE,16/05/2016,3969,FOSTER PARENTS BASIC ALLOWANCE,V001007903
Rochdale Borough Council,16/05/2016,CHILDREN’S SOCIAL CARE,ADVANCED CHILDCARE LIMITED,16/05/2016,3167.14,FOSTER PARENTS BASIC ALLOWANCE,V001007905
Rochdale Borough Council,16/05/2016,CHILDREN’S SOCIAL CARE,ADVANCED CHILDCARE LIMITED,16/05/2016,3167.14,FOSTER PARENTS BASIC ALLOWANCE,V001007907
Rochdale Borough Council,13/05/2016,CHILDREN’S SOCIAL CARE,KEYS CHILDCARE,13/05/2016,12857.1,EDB PLACEMENTS,V001007908
Rochdale Borough Council,11/05/2016,CHILDREN’S SOCIAL CARE,ORANGE GROVE FOSTERCARE LTD,11/05/2016,3471.43,FOSTER PARENTS BASIC ALLOWANCE,V001007909
Rochdale Borough Council,16/05/2016,CHILDREN’S SOCIAL CARE,PARALLEL PARENTS,16/05/2016,4671.3,FOSTER PARENTS BASIC ALLOWANCE,V001007910
Rochdale Borough Council,11/05/2016,LEARNING DIS & MENTAL HEALTH,COMMUNITY CARE LINE SERVICES,11/05/2016,708.48,PERSONAL BUDGETS - MANAGED,V001007911
Rochdale Borough Council,11/05/2016,NEIGHBOURHOODS AND ENVIRONMENT,NETWORK TECHOLOGY SOLUTIONS UK LTD,11/05/2016,18275.75,SOFTWARE,V001007912
Rochdale Borough Council,13/05/2016,NEIGHBOURHOODS AND ENVIRONMENT,LIQUIDLOGIC LTD,13/05/2016,9863.8,SOFTWARE,V001007914
Rochdale Borough Council,13/05/2016,NEIGHBOURHOODS AND ENVIRONMENT,LIQUIDLOGIC LTD,13/05/2016,22516.77,SOFTWARE,V001007914
Rochdale Borough Council,11/05/2016,CHILDREN’S SOCIAL CARE,ADVENTURE CARE LTD,11/05/2016,7430.36,EDB PLACEMENTS,V001007915
Rochdale Borough Council,13/05/2016,NEIGHBOURHOODS AND ENVIRONMENT,UPDATA INFRASTRUCTURE UK LTD,13/05/2016,940,COMMUNICATION AND COMPUTING - GENERAL,V001007917
Rochdale Borough Council,26/04/2016,NEIGHBOURHOODS AND ENVIRONMENT,DENNIS EAGLE LTD,26/04/2016,-751,PURCHASE OF VEHICLES,V001007920
Rochdale Borough Council,13/05/2016,LEARNING DIS & MENTAL HEALTH,DB ROCHDALE LTD,13/05/2016,1237.25,PERSONAL BUDGETS - MANAGED,V001007922
Rochdale Borough Council,11/05/2016,NEIGHBOURHOODS AND ENVIRONMENT,NORTHGATE INFORMATION SOLUTIONS UK LTD,11/05/2016,4312.5,SOFTWARE,V001007925
Rochdale Borough Council,13/05/2016,FINANCE SERVICES,DISCLOSURE & BARRING SERVICE,13/05/2016,5482,TRANSACTIONS-EXPENDITURE,V001007926
Rochdale Borough Council,20/05/2016,NEIGHBOURHOODS AND ENVIRONMENT,AEBI SCHMIDT UK LIMITED,20/05/2016,570.18,MAINTENANCE,V001007932
Rochdale Borough Council,19/05/2016,NEIGHBOURHOODS AND ENVIRONMENT,ATI CREMATORS,19/05/2016,2400,SPECIFIED MAINTENANCE,V001007935
Rochdale Borough Council,18/05/2016,PHYSICAL DIS & OLDER PEOPLE,ROUTES HEALTHCARE (NORTH),18/05/2016,577.5,PERSONAL BUDGETS - MANAGED,V001007936
Rochdale Borough Council,16/05/2016,CHILDREN’S SOCIAL CARE,PARALLEL PARENTS,16/05/2016,3342.9,FOSTER PARENTS BASIC ALLOWANCE,V001007937
Rochdale Borough Council,13/05/2016,NEIGHBOURHOODS AND ENVIRONMENT,UPDATA INFRASTRUCTURE UK LTD,13/05/2016,980,COMMUNICATION AND COMPUTING - GENERAL,V001007946
Rochdale Borough Council,11/05/2016,NEIGHBOURHOODS AND ENVIRONMENT,KORUS RECRUITMENT GROUP LTD,11/05/2016,4140,CAPITAL SALARIES,V001007949
Rochdale Borough Council,19/05/2016,NEIGHBOURHOODS AND ENVIRONMENT,SENITOR RECRUITMENT,19/05/2016,2000,CAPITAL SALARIES,V001007950
Rochdale Borough Council,19/05/2016,NEIGHBOURHOODS AND ENVIRONMENT,SENITOR RECRUITMENT,19/05/2016,1140,CAPITAL SALARIES,V001007951
Rochdale Borough Council,11/05/2016,NEIGHBOURHOODS AND ENVIRONMENT,AGILISYS LIMITED,11/05/2016,76459.43,AGILISYS CONTRACT,V001007953
Rochdale Borough Council,31/05/2016,NEIGHBOURHOODS AND ENVIRONMENT,AGILISYS LIMITED,31/05/2016,93851.74,AGILISYS CONTRACT,V001007954
Rochdale Borough Council,11/05/2016,NEIGHBOURHOODS AND ENVIRONMENT,PHS RECORDSMANAGEMENT,11/05/2016,3351.2,DATA COLLECTION,V001007955
Rochdale Borough Council,19/05/2016,NEIGHBOURHOODS AND ENVIRONMENT,SOCITM LTD,19/05/2016,1440,SUBSCRIPTIONS,V001007956
Rochdale Borough Council,20/05/2016,PROPERTY AND HIGHWAYS,AECOM PROFESSIONAL SERVICES LTD,20/05/2016,2691.74,CONSULTANTS FEES,V001007958
Rochdale Borough Council,11/05/2016,FINANCE SERVICES,HAYMARKET MEDIA GROUP,11/05/2016,899,ADVERTISING -STAFF,V001007960
Rochdale Borough Council,13/05/2016,LEARNING DIS & MENTAL HEALTH,COASTAL CHILD & ADOLESCENT THERAPUTIC SERVICES LTD,13/05/2016,2200,SOCIAL SERVICES OTHER,V001007961
Rochdale Borough Council,18/05/2016,EARLY HELP AND SCHOOLS,PULSE HEALTHCARE LTD,18/05/2016,768.54,HOME CARE - CHILDRENS SERVICES,V001007963
Rochdale Borough Council,11/05/2016,FINANCE SERVICES,NORTHGATE INFORMATION SOLUTIONS UK LTD,11/05/2016,5780,SOFTWARE,V001007964
Rochdale Borough Council,23/05/2016,NEIGHBOURHOODS AND ENVIRONMENT,OLDHAM MOTOR COMPANY,23/05/2016,1290.37,MAINTENANCE,V001007965
Rochdale Borough Council,20/05/2016,FINANCE SERVICES,MANCHESTER CABINS LIMITED,20/05/2016,520,ROOM HIRE,V001007971
Rochdale Borough Council,18/05/2016,NEIGHBOURHOODS AND ENVIRONMENT,EDF ENERGY 1 LIMITED,18/05/2016,2144.87,ELECTRICITY,V001007974
Rochdale Borough Council,13/05/2016,NEIGHBOURHOODS AND ENVIRONMENT,UPDATA INFRASTRUCTURE UK LTD,13/05/2016,2385,COMMUNICATION AND COMPUTING - GENERAL,V001007977
Rochdale Borough Council,11/05/2016,NEIGHBOURHOODS AND ENVIRONMENT,SENITOR RECRUITMENT,11/05/2016,528,AGENCY STAFF,V001007978
Rochdale Borough Council,11/05/2016,NEIGHBOURHOODS AND ENVIRONMENT,SENITOR RECRUITMENT,11/05/2016,660,AGENCY STAFF,V001007979
Rochdale Borough Council,11/05/2016,NEIGHBOURHOODS AND ENVIRONMENT,SENITOR RECRUITMENT,11/05/2016,660,AGENCY STAFF,V001007980
Rochdale Borough Council,29/04/2016,NEIGHBOURHOODS AND ENVIRONMENT,RISUAL LTD,29/04/2016,-5700,CONSULTANTS FEES,V001007983
Rochdale Borough Council,28/04/2016,NEIGHBOURHOODS AND ENVIRONMENT,RISUAL LTD,28/04/2016,-2850,CONSULTANTS FEES,V001007984
Rochdale Borough Council,28/04/2016,NEIGHBOURHOODS AND ENVIRONMENT,RISUAL LTD,28/04/2016,-1900,CONSULTANTS FEES,V001007985
Rochdale Borough Council,11/05/2016,CHILDREN’S SOCIAL CARE,HELEN ROBERTS,11/05/2016,1052.7,MEDICAL FEES,V001007992
Rochdale Borough Council,11/05/2016,PROPERTY AND HIGHWAYS,NORTH WEST FIRE PROTECTION LIMITED,11/05/2016,5520,TRANSACTIONS-EXPENDITURE,V001008003
Rochdale Borough Council,11/05/2016,EARLY HELP AND SCHOOLS,TIMOTHY JAMES CONSULTANCY LTD,11/05/2016,765,CONSULTANT FEES,V001008006
Rochdale Borough Council,11/05/2016,EARLY HELP AND SCHOOLS,TIMOTHY JAMES CONSULTANCY LTD,11/05/2016,1530,CONSULTANT FEES,V001008007
Rochdale Borough Council,18/05/2016,EARLY HELP AND SCHOOLS,TIMOTHY JAMES CONSULTANCY LTD,18/05/2016,1530,CONSULTANT FEES,V001008008
Rochdale Borough Council,11/05/2016,CHILDREN’S SOCIAL CARE,HELEN ROBERTS,11/05/2016,1158.1,MEDICAL FEES,V001008009
Rochdale Borough Council,11/05/2016,NEIGHBOURHOODS AND ENVIRONMENT,DENNIS EAGLE LTD,11/05/2016,751,PURCHASE OF VEHICLES,V001008011
Rochdale Borough Council,11/05/2016,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,11/05/2016,604.24,FOSTER PARENTS BASIC ALLOWANCE,V001008014
Rochdale Borough Council,12/05/2016,NEIGHBOURHOODS AND ENVIRONMENT,CLEARWATER RISK MANAGEMENT LTD,12/05/2016,3700,TRAINING,V001008018
Rochdale Borough Council,13/05/2016,NEIGHBOURHOODS AND ENVIRONMENT,IMAGE@WORK LTD,13/05/2016,3031.75,"CLOTHES, UNIFORM AND LAUNDRY",V001008019
Rochdale Borough Council,12/05/2016,NEIGHBOURHOODS AND ENVIRONMENT,THE PROTON GROUP LIMITED,12/05/2016,534.37,CLEANING MATERIALS,V001008034
Rochdale Borough Council,13/05/2016,EARLY HELP AND SCHOOLS,BRIGHT STARS CHILDCARE,13/05/2016,840,GRANTS AND SUBSCRIPTIONS - GENERAL,V001008036
Rochdale Borough Council,13/05/2016,EARLY HELP AND SCHOOLS,BUTTERFLY CHILDREN,13/05/2016,840,GRANTS AND SUBSCRIPTIONS - GENERAL,V001008040
Rochdale Borough Council,13/05/2016,EARLY HELP AND SCHOOLS,EDU PLAY LIMITED,13/05/2016,720,GRANTS AND SUBSCRIPTIONS - GENERAL,V001008041
Rochdale Borough Council,13/05/2016,EARLY HELP AND SCHOOLS,CLOVERLEAF CHILDCARE,13/05/2016,840,GRANTS AND SUBSCRIPTIONS - GENERAL,V001008042
Rochdale Borough Council,13/05/2016,EARLY HELP AND SCHOOLS,CRESCENT DAY NURSERY,13/05/2016,840,GRANTS AND SUBSCRIPTIONS - GENERAL,V001008043
Rochdale Borough Council,13/05/2016,EARLY HELP AND SCHOOLS,DAISY CHAINS PRIVATE NURSERY,13/05/2016,660,GRANTS AND SUBSCRIPTIONS - GENERAL,V001008044
Rochdale Borough Council,13/05/2016,EARLY HELP AND SCHOOLS,FISHERFIELD FARM NURSERY LTD,13/05/2016,840,GRANTS AND SUBSCRIPTIONS - GENERAL,V001008045
Rochdale Borough Council,13/05/2016,EARLY HELP AND SCHOOLS,FISHERFIELD FARM NURSERY,13/05/2016,1920,GRANTS AND SUBSCRIPTIONS - GENERAL,V001008046
Rochdale Borough Council,13/05/2016,EARLY HELP AND SCHOOLS,FISHERFIELD FARM NURSERY,13/05/2016,840,GRANTS AND SUBSCRIPTIONS - GENERAL,V001008048
Rochdale Borough Council,13/05/2016,EARLY HELP AND SCHOOLS,FISHERFIELD FARM NURSERY,13/05/2016,720,GRANTS AND SUBSCRIPTIONS - GENERAL,V001008049
Rochdale Borough Council,13/05/2016,EARLY HELP AND SCHOOLS,GENESIS DAY CARE NURSERY LIMITED,13/05/2016,720,GRANTS AND SUBSCRIPTIONS - GENERAL,V001008051
Rochdale Borough Council,13/05/2016,EARLY HELP AND SCHOOLS,GENESIS DAY CARE NURSERY,13/05/2016,840,GRANTS AND SUBSCRIPTIONS - GENERAL,V001008052
Rochdale Borough Council,13/05/2016,EARLY HELP AND SCHOOLS,MIDDLETON NURSERY SCHOOL,13/05/2016,840,GRANTS AND SUBSCRIPTIONS - GENERAL,V001008056
Rochdale Borough Council,13/05/2016,EARLY HELP AND SCHOOLS,NEWBOLD CHILDRENS CENTRE NURSERY,13/05/2016,840,GRANTS AND SUBSCRIPTIONS - GENERAL,V001008057
Rochdale Borough Council,13/05/2016,EARLY HELP AND SCHOOLS,ROLY POLEYS PRIVATE DAY NURSERY,13/05/2016,840,GRANTS AND SUBSCRIPTIONS - GENERAL,V001008059
Rochdale Borough Council,13/05/2016,EARLY HELP AND SCHOOLS,SANDBROOK CC NURSERY,13/05/2016,660,GRANTS AND SUBSCRIPTIONS - GENERAL,V001008060
Rochdale Borough Council,13/05/2016,EARLY HELP AND SCHOOLS,SEEROS PRIVATE DAY NURSERY,13/05/2016,720,GRANTS AND SUBSCRIPTIONS - GENERAL,V001008062
Rochdale Borough Council,13/05/2016,EARLY HELP AND SCHOOLS,SMALL WORLD NURSERIES LTD,13/05/2016,840,GRANTS AND SUBSCRIPTIONS - GENERAL,V001008063
Rochdale Borough Council,13/05/2016,EARLY HELP AND SCHOOLS,SUNFLOWER NURSERIES LIMITED,13/05/2016,840,GRANTS AND SUBSCRIPTIONS - GENERAL,V001008065
Rochdale Borough Council,13/05/2016,EARLY HELP AND SCHOOLS,THE WILLOWS PRIVATE DAY NURSERY,13/05/2016,840,GRANTS AND SUBSCRIPTIONS - GENERAL,V001008067
Rochdale Borough Council,13/05/2016,EARLY HELP AND SCHOOLS,TINKERBELL CHILDRENS DAY NURSERY,13/05/2016,840,GRANTS AND SUBSCRIPTIONS - GENERAL,V001008068
Rochdale Borough Council,13/05/2016,EARLY HELP AND SCHOOLS,ABRACADABRA PRE SCHOOL,13/05/2016,720,GRANTS AND SUBSCRIPTIONS - GENERAL,V001008070
Rochdale Borough Council,13/05/2016,EARLY HELP AND SCHOOLS,BURNSIDE PRE-SCHOOL ACCOUNT,13/05/2016,720,GRANTS AND SUBSCRIPTIONS - GENERAL,V001008072
Rochdale Borough Council,13/05/2016,EARLY HELP AND SCHOOLS,CABBAGE PATCH PRESCHOOL,13/05/2016,720,GRANTS AND SUBSCRIPTIONS - GENERAL,V001008073
Rochdale Borough Council,13/05/2016,EARLY HELP AND SCHOOLS,CRIMBLE CROFT PLAYGROUP,13/05/2016,840,GRANTS AND SUBSCRIPTIONS - GENERAL,V001008076
Rochdale Borough Council,13/05/2016,EARLY HELP AND SCHOOLS,FIELDHOUSE PRESCHOOL,13/05/2016,840,GRANTS AND SUBSCRIPTIONS - GENERAL,V001008080
Rochdale Borough Council,13/05/2016,EARLY HELP AND SCHOOLS,MILNROW PLAYGROUP,13/05/2016,720,GRANTS AND SUBSCRIPTIONS - GENERAL,V001008081
Rochdale Borough Council,13/05/2016,EARLY HELP AND SCHOOLS,SPRING WILLOWS PLAYGROUP,13/05/2016,840,GRANTS AND SUBSCRIPTIONS - GENERAL,V001008082
Rochdale Borough Council,13/05/2016,EARLY HELP AND SCHOOLS,ST JOSEPHS PRESCHOOL NURSERY LTD,13/05/2016,720,GRANTS AND SUBSCRIPTIONS - GENERAL,V001008083
Rochdale Borough Council,13/05/2016,EARLY HELP AND SCHOOLS,WENDYS,13/05/2016,660,GRANTS AND SUBSCRIPTIONS - GENERAL,V001008086
Rochdale Borough Council,13/05/2016,EARLY HELP AND SCHOOLS,CHANNINGS EARLY YEARS SCHOOL,13/05/2016,27000,GRANTS TO OTHER BODIES,V001008087
Rochdale Borough Council,13/05/2016,EARLY HELP AND SCHOOLS,RADPAC,13/05/2016,14246.58,SERVICE LEVEL AGREEMENTS,V001008088
Rochdale Borough Council,13/05/2016,LEARNING DIS & MENTAL HEALTH,STEPPING STONE,13/05/2016,39491.52,SP BLOCK PAYMENTS - EXTERNAL,V001008100
Rochdale Borough Council,13/05/2016,LEARNING DIS & MENTAL HEALTH,MAKING SPACE,13/05/2016,23111.03,SP BLOCK PAYMENTS - EXTERNAL,V001008101
Rochdale Borough Council,13/05/2016,PHYSICAL DIS & OLDER PEOPLE,ANCHOR TRUST,13/05/2016,2805.06,SP SUBSIDY PAYMENTS - EXTERNAL,V001008102
Rochdale Borough Council,13/05/2016,LEARNING DIS & MENTAL HEALTH,ROCHDALE PETRUS COMMUNITY,13/05/2016,10279.45,SP BLOCK PAYMENTS - EXTERNAL,V001008103
Rochdale Borough Council,13/05/2016,PHYSICAL DIS & OLDER PEOPLE,THE RIVERSIDE GROUP,13/05/2016,1772.88,SP SUBSIDY PAYMENTS - EXTERNAL,V001008104
Rochdale Borough Council,13/05/2016,LEARNING DIS & MENTAL HEALTH,CREATIVE SUPPORT,13/05/2016,35255.61,SP BLOCK PAYMENTS - EXTERNAL,V001008105
Rochdale Borough Council,13/05/2016,LEARNING DIS & MENTAL HEALTH,WOMEN`S HOUSING ACTION GROUP ( WHAG ),13/05/2016,32178.51,SP BLOCK PAYMENTS - EXTERNAL,V001008106
