Organisation Name,Effective date,Service,Supplier Name,Paid Date,Net Amount (£),Purpose,Transaction Number
ROCHDALE BOROUGH COUNCIL,12/02/2016,PHYSICAL DIS & OLDER PEOPLE,MONA CLIFFE CARE HOME,12/02/2016,1144.28,RESIDENTIAL LONG TERM,V000980976
ROCHDALE BOROUGH COUNCIL,12/02/2016,PHYSICAL DIS & OLDER PEOPLE,MOOR PARK HOUSE,12/02/2016,1099.76,RESIDENTIAL LONG TERM,V000981302
ROCHDALE BOROUGH COUNCIL,12/02/2016,PHYSICAL DIS & OLDER PEOPLE,MOORHAVEN NURSING HOME,12/02/2016,1084.52,RESIDENTIAL LONG TERM,V000980248
ROCHDALE BOROUGH COUNCIL,12/02/2016,PHYSICAL DIS & OLDER PEOPLE,NEWBARN LTD,12/02/2016,1932.80,INDIVIDUAL SERVICE FUND,V000979856
ROCHDALE BOROUGH COUNCIL,12/02/2016,PHYSICAL DIS & OLDER PEOPLE,ORCHARD CARE HOMES,12/02/2016,512.97,PERSONAL BUDGETS - MANAGED,V000972370
ROCHDALE BOROUGH COUNCIL,12/02/2016,PHYSICAL DIS & OLDER PEOPLE,ORCHARD CARE HOMES,12/02/2016,641.21,PERSONAL BUDGETS - MANAGED,V000980487
ROCHDALE BOROUGH COUNCIL,12/02/2016,PHYSICAL DIS & OLDER PEOPLE,ORCHARD CARE HOMES,12/02/2016,1099.76,NURSING LONG TERM,V000980549
ROCHDALE BOROUGH COUNCIL,12/02/2016,PHYSICAL DIS & OLDER PEOPLE,ORCHARD CARE HOMES,12/02/2016,1099.76,NURSING LONG TERM,V000981273
ROCHDALE BOROUGH COUNCIL,12/02/2016,PHYSICAL DIS & OLDER PEOPLE,ORCHARD CARE HOMES,12/02/2016,1179.44,NURSING LONG TERM,V000980163
ROCHDALE BOROUGH COUNCIL,12/02/2016,PHYSICAL DIS & OLDER PEOPLE,ORCHARD CARE HOMES,12/02/2016,1232.48,NURSING LONG TERM,V000980168
ROCHDALE BOROUGH COUNCIL,12/02/2016,PHYSICAL DIS & OLDER PEOPLE,ORCHARD CARE HOMES,12/02/2016,1290.20,NURSING LONG TERM,V000980329
ROCHDALE BOROUGH COUNCIL,12/02/2016,PHYSICAL DIS & OLDER PEOPLE,ORCHARD CARE HOMES,12/02/2016,1302.52,NURSING LONG TERM,V000980795
ROCHDALE BOROUGH COUNCIL,12/02/2016,PHYSICAL DIS & OLDER PEOPLE,ORCHARD CARE HOMES,12/02/2016,1310.20,NURSING LONG TERM,V000980208
ROCHDALE BOROUGH COUNCIL,12/02/2016,PHYSICAL DIS & OLDER PEOPLE,ORCHARD CARE HOMES,12/02/2016,1313.80,NURSING LONG TERM,V000981144
ROCHDALE BOROUGH COUNCIL,12/02/2016,PHYSICAL DIS & OLDER PEOPLE,ORCHARD CARE HOMES,12/02/2016,1394.80,NURSING LONG TERM,V000980709
ROCHDALE BOROUGH COUNCIL,12/02/2016,PHYSICAL DIS & OLDER PEOPLE,ORCHARD CARE HOMES,12/02/2016,1394.80,NURSING LONG TERM,V000981360
ROCHDALE BOROUGH COUNCIL,12/02/2016,PHYSICAL DIS & OLDER PEOPLE,ORCHARD CARE HOMES,12/02/2016,1429.00,NURSING LONG TERM,V000980760
ROCHDALE BOROUGH COUNCIL,12/02/2016,PHYSICAL DIS & OLDER PEOPLE,ORCHARD CARE HOMES,12/02/2016,1463.00,NURSING LONG TERM,V000980159
ROCHDALE BOROUGH COUNCIL,12/02/2016,PHYSICAL DIS & OLDER PEOPLE,ORCHARD CARE HOMES,12/02/2016,1679.40,NURSING LONG TERM,V000980462
ROCHDALE BOROUGH COUNCIL,12/02/2016,PHYSICAL DIS & OLDER PEOPLE,ORCHARD CARE HOMES,12/02/2016,1795.40,NURSING LONG TERM,V000980371
ROCHDALE BOROUGH COUNCIL,12/02/2016,PHYSICAL DIS & OLDER PEOPLE,ORCHARD CARE HOMES,12/02/2016,1795.40,NURSING LONG TERM,V000980390
ROCHDALE BOROUGH COUNCIL,12/02/2016,PHYSICAL DIS & OLDER PEOPLE,ORCHARD CARE HOMES,12/02/2016,3160.00,NURSING LONG TERM,V000980402
ROCHDALE BOROUGH COUNCIL,12/02/2016,PHYSICAL DIS & OLDER PEOPLE,ORCHARD CARE HOMES COM 5 LTD,12/02/2016,888.76,RESIDENTIAL LONG TERM,V000981397
ROCHDALE BOROUGH COUNCIL,12/02/2016,PHYSICAL DIS & OLDER PEOPLE,ORCHARD CARE HOMES COM 5 LTD,12/02/2016,1018.40,RESIDENTIAL LONG TERM,V000980199
ROCHDALE BOROUGH COUNCIL,12/02/2016,PHYSICAL DIS & OLDER PEOPLE,PASSMONDS NURSING HOME,12/02/2016,-586.95,RESIDENTIAL LONG TERM,V000981130
ROCHDALE BOROUGH COUNCIL,12/02/2016,PHYSICAL DIS & OLDER PEOPLE,PASSMONDS NURSING HOME,12/02/2016,-558.35,RESIDENTIAL LONG TERM,V000980576
ROCHDALE BOROUGH COUNCIL,12/02/2016,PHYSICAL DIS & OLDER PEOPLE,PASSMONDS NURSING HOME,12/02/2016,918.20,SELF - FUNDING DEFERRED PAYMENTS,V000981147
ROCHDALE BOROUGH COUNCIL,12/02/2016,PHYSICAL DIS & OLDER PEOPLE,PASSMONDS NURSING HOME,12/02/2016,965.24,RESIDENTIAL LONG TERM,V000981086
ROCHDALE BOROUGH COUNCIL,12/02/2016,PHYSICAL DIS & OLDER PEOPLE,PASSMONDS NURSING HOME,12/02/2016,971.60,RESIDENTIAL LONG TERM,V000980684
ROCHDALE BOROUGH COUNCIL,12/02/2016,PHYSICAL DIS & OLDER PEOPLE,PASSMONDS NURSING HOME,12/02/2016,1068.88,RESIDENTIAL LONG TERM,V000981064
ROCHDALE BOROUGH COUNCIL,12/02/2016,PHYSICAL DIS & OLDER PEOPLE,PASSMONDS NURSING HOME,12/02/2016,1097.60,RESIDENTIAL LONG TERM,V000981135
ROCHDALE BOROUGH COUNCIL,12/02/2016,PHYSICAL DIS & OLDER PEOPLE,PASSMONDS NURSING HOME,12/02/2016,1099.76,RESIDENTIAL LONG TERM,V000980191
ROCHDALE BOROUGH COUNCIL,12/02/2016,PHYSICAL DIS & OLDER PEOPLE,PASSMONDS NURSING HOME,12/02/2016,1099.76,RESIDENTIAL LONG TERM,V000980703
ROCHDALE BOROUGH COUNCIL,12/02/2016,PHYSICAL DIS & OLDER PEOPLE,PASSMONDS NURSING HOME,12/02/2016,1099.76,RESIDENTIAL LONG TERM,V000981251
ROCHDALE BOROUGH COUNCIL,12/02/2016,PHYSICAL DIS & OLDER PEOPLE,PASSMONDS NURSING HOME,12/02/2016,1100.48,RESIDENTIAL LONG TERM,V000980736
ROCHDALE BOROUGH COUNCIL,12/02/2016,PHYSICAL DIS & OLDER PEOPLE,PASSMONDS NURSING HOME,12/02/2016,1111.76,RESIDENTIAL LONG TERM,V000980217
ROCHDALE BOROUGH COUNCIL,12/02/2016,PHYSICAL DIS & OLDER PEOPLE,PASSMONDS NURSING HOME,12/02/2016,1184.16,SELF - FUNDING DEFERRED PAYMENTS,V000980882
ROCHDALE BOROUGH COUNCIL,12/02/2016,PHYSICAL DIS & OLDER PEOPLE,PASSMONDS NURSING HOME,12/02/2016,1249.24,RESIDENTIAL LONG TERM,V000981336
ROCHDALE BOROUGH COUNCIL,12/02/2016,PHYSICAL DIS & OLDER PEOPLE,PASSMONDS NURSING HOME,12/02/2016,1604.96,RESIDENTIAL LONG TERM,V000980601
ROCHDALE BOROUGH COUNCIL,12/02/2016,PHYSICAL DIS & OLDER PEOPLE,POSSABILITIES CIC ISF,12/02/2016,544.00,PERSONAL BUDGETS - MANAGED,V000980657
ROCHDALE BOROUGH COUNCIL,12/02/2016,PHYSICAL DIS & OLDER PEOPLE,POSSABILITIES CIC ISF,12/02/2016,680.00,PERSONAL BUDGETS - MANAGED,V000980564
ROCHDALE BOROUGH COUNCIL,12/02/2016,PHYSICAL DIS & OLDER PEOPLE,POSSABILITIES CIC ISF,12/02/2016,680.00,PERSONAL BUDGETS - MANAGED,V000980734
ROCHDALE BOROUGH COUNCIL,12/02/2016,PHYSICAL DIS & OLDER PEOPLE,POSSABILITIES CIC ISF,12/02/2016,1168.40,INDIVIDUAL SERVICE FUND,V000980041
ROCHDALE BOROUGH COUNCIL,12/02/2016,PHYSICAL DIS & OLDER PEOPLE,POSSABILITIES CIC ISF,12/02/2016,1460.28,INDIVIDUAL SERVICE FUND,V000980050
ROCHDALE BOROUGH COUNCIL,12/02/2016,PHYSICAL DIS & OLDER PEOPLE,POSSABILITIES CIC ISF,12/02/2016,2059.20,INDIVIDUAL SERVICE FUND,V000979963
ROCHDALE BOROUGH COUNCIL,12/02/2016,PHYSICAL DIS & OLDER PEOPLE,POSSABILITIES CIC TRADING,12/02/2016,3155.44,SUPPORTED LIVING,V000979956
ROCHDALE BOROUGH COUNCIL,12/02/2016,PHYSICAL DIS & OLDER PEOPLE,REDESDALE COURT,12/02/2016,1934.56,RESIDENTIAL LONG TERM,V000981495
ROCHDALE BOROUGH COUNCIL,12/02/2016,PHYSICAL DIS & OLDER PEOPLE,ROSEMARY CARE HOME,12/02/2016,-981.93,RESIDENTIAL LONG TERM,V000980521
ROCHDALE BOROUGH COUNCIL,12/02/2016,PHYSICAL DIS & OLDER PEOPLE,ROSEMARY CARE HOME,12/02/2016,839.32,RESIDENTIAL LONG TERM,V000980899
ROCHDALE BOROUGH COUNCIL,12/02/2016,PHYSICAL DIS & OLDER PEOPLE,ROSEMARY CARE HOME,12/02/2016,1003.64,RESIDENTIAL LONG TERM,V000980597
ROCHDALE BOROUGH COUNCIL,12/02/2016,PHYSICAL DIS & OLDER PEOPLE,ROSEMARY CARE HOME,12/02/2016,1021.16,RESIDENTIAL LONG TERM,V000981172
ROCHDALE BOROUGH COUNCIL,12/02/2016,PHYSICAL DIS & OLDER PEOPLE,ROSEMARY CARE HOME,12/02/2016,1031.08,RESIDENTIAL LONG TERM,V000981035
ROCHDALE BOROUGH COUNCIL,12/02/2016,PHYSICAL DIS & OLDER PEOPLE,ROSEMARY CARE HOME,12/02/2016,1039.32,RESIDENTIAL LONG TERM,V000980931
ROCHDALE BOROUGH COUNCIL,12/02/2016,PHYSICAL DIS & OLDER PEOPLE,ROSEMARY CARE HOME,12/02/2016,1064.64,RESIDENTIAL LONG TERM,V000980451
ROCHDALE BOROUGH COUNCIL,12/02/2016,PHYSICAL DIS & OLDER PEOPLE,ROSEMARY CARE HOME,12/02/2016,1067.00,RESIDENTIAL LONG TERM,V000981304
ROCHDALE BOROUGH COUNCIL,12/02/2016,PHYSICAL DIS & OLDER PEOPLE,ROSEMARY CARE HOME,12/02/2016,1255.80,SELF - FUNDING DEFERRED PAYMENTS,V000981272
ROCHDALE BOROUGH COUNCIL,12/02/2016,PHYSICAL DIS & OLDER PEOPLE,ROYAL MENCAP SOCIETY,12/02/2016,3796.96,INDIVIDUAL SERVICE FUND,V000979981
ROCHDALE BOROUGH COUNCIL,12/02/2016,PHYSICAL DIS & OLDER PEOPLE,ROYAL MENCAP SOCIETY,12/02/2016,4083.20,INDIVIDUAL SERVICE FUND,V000979875
ROCHDALE BOROUGH COUNCIL,12/02/2016,PHYSICAL DIS & OLDER PEOPLE,ROYAL MENCAP SOCIETY,12/02/2016,4289.44,INDIVIDUAL SERVICE FUND,V000980053
ROCHDALE BOROUGH COUNCIL,12/02/2016,PHYSICAL DIS & OLDER PEOPLE,SELECT SUPPORT PARTNERSHIPS,12/02/2016,1176.00,SUPPORTED LIVING,V000979988
ROCHDALE BOROUGH COUNCIL,12/02/2016,PHYSICAL DIS & OLDER PEOPLE,SEVA SUPPORT LTD,12/02/2016,5872.16,SUPPORTED LIVING,V000979967
ROCHDALE BOROUGH COUNCIL,12/02/2016,PHYSICAL DIS & OLDER PEOPLE,SILVERDALE CARE HOMES LIMITED,12/02/2016,-1604.96,NURSING LONG TERM,V000980743
ROCHDALE BOROUGH COUNCIL,12/02/2016,PHYSICAL DIS & OLDER PEOPLE,SILVERDALE CARE HOMES LIMITED,12/02/2016,-974.44,NURSING LONG TERM,V000980742
ROCHDALE BOROUGH COUNCIL,12/02/2016,PHYSICAL DIS & OLDER PEOPLE,SILVERDALE CARE HOMES LIMITED,12/02/2016,975.96,NURSING LONG TERM,V000980838
ROCHDALE BOROUGH COUNCIL,12/02/2016,PHYSICAL DIS & OLDER PEOPLE,SILVERDALE CARE HOMES LIMITED,12/02/2016,1052.44,RESIDENTIAL LONG TERM,V000981031
ROCHDALE BOROUGH COUNCIL,12/02/2016,PHYSICAL DIS & OLDER PEOPLE,SILVERDALE CARE HOMES LIMITED,12/02/2016,1099.76,RESIDENTIAL LONG TERM,V000980157
ROCHDALE BOROUGH COUNCIL,12/02/2016,PHYSICAL DIS & OLDER PEOPLE,SILVERDALE CARE HOMES LIMITED,12/02/2016,1099.76,NURSING LONG TERM,V000980162
ROCHDALE BOROUGH COUNCIL,12/02/2016,PHYSICAL DIS & OLDER PEOPLE,SILVERDALE CARE HOMES LIMITED,12/02/2016,1099.76,NURSING LONG TERM,V000980581
ROCHDALE BOROUGH COUNCIL,12/02/2016,PHYSICAL DIS & OLDER PEOPLE,SILVERDALE CARE HOMES LIMITED,12/02/2016,1099.76,NURSING LONG TERM,V000981002
ROCHDALE BOROUGH COUNCIL,12/02/2016,PHYSICAL DIS & OLDER PEOPLE,SILVERDALE CARE HOMES LIMITED,12/02/2016,1099.76,RESIDENTIAL LONG TERM,V000981402
ROCHDALE BOROUGH COUNCIL,12/02/2016,PHYSICAL DIS & OLDER PEOPLE,SILVERDALE CARE HOMES LIMITED,12/02/2016,1211.44,RESIDENTIAL LONG TERM,V000980173
ROCHDALE BOROUGH COUNCIL,12/02/2016,PHYSICAL DIS & OLDER PEOPLE,SILVERDALE CARE HOMES LIMITED,12/02/2016,1264.20,RESIDENTIAL LONG TERM,V000981021
ROCHDALE BOROUGH COUNCIL,12/02/2016,PHYSICAL DIS & OLDER PEOPLE,SILVERDALE CARE HOMES LIMITED,12/02/2016,1264.20,RESIDENTIAL LONG TERM,V000981036
ROCHDALE BOROUGH COUNCIL,12/02/2016,PHYSICAL DIS & OLDER PEOPLE,SILVERDALE CARE HOMES LIMITED,12/02/2016,1604.96,NURSING LONG TERM,V000981216
ROCHDALE BOROUGH COUNCIL,12/02/2016,PHYSICAL DIS & OLDER PEOPLE,SILVERDALE CARE HOMES LIMITED,12/02/2016,1604.96,NURSING LONG TERM,V000981383
ROCHDALE BOROUGH COUNCIL,12/02/2016,PHYSICAL DIS & OLDER PEOPLE,ST GEORGES NURSING HOME OLDHAM LTD,12/02/2016,2951.40,NURSING LONG TERM,V000981510
ROCHDALE BOROUGH COUNCIL,12/02/2016,PHYSICAL DIS & OLDER PEOPLE,ST GEORGES NURSING HOME OLDHAM LTD,12/02/2016,2977.80,NURSING LONG TERM,V000980446
ROCHDALE BOROUGH COUNCIL,12/02/2016,PHYSICAL DIS & OLDER PEOPLE,ST GEORGES NURSING HOME OLDHAM LTD,12/02/2016,3662.40,NURSING LONG TERM,V000980848
ROCHDALE BOROUGH COUNCIL,12/02/2016,PHYSICAL DIS & OLDER PEOPLE,ST GEORGES NURSING HOME OLDHAM LTD,12/02/2016,4203.00,NURSING LONG TERM,V000981431
ROCHDALE BOROUGH COUNCIL,12/02/2016,PHYSICAL DIS & OLDER PEOPLE,STAMFORD HOUSE REST HOME LIMITED,12/02/2016,-1216.16,RESIDENTIAL LONG TERM,V000981515
ROCHDALE BOROUGH COUNCIL,12/02/2016,PHYSICAL DIS & OLDER PEOPLE,STAMFORD HOUSE REST HOME LIMITED,12/02/2016,-1216.16,RESIDENTIAL LONG TERM,V000981516
ROCHDALE BOROUGH COUNCIL,12/02/2016,PHYSICAL DIS & OLDER PEOPLE,STAMFORD HOUSE REST HOME LIMITED,12/02/2016,-962.43,RESIDENTIAL LONG TERM,V000981332
ROCHDALE BOROUGH COUNCIL,12/02/2016,PHYSICAL DIS & OLDER PEOPLE,STAMFORD HOUSE REST HOME LIMITED,12/02/2016,-651.51,RESIDENTIAL LONG TERM,V000981514
ROCHDALE BOROUGH COUNCIL,12/02/2016,PHYSICAL DIS & OLDER PEOPLE,STAMFORD HOUSE REST HOME LIMITED,12/02/2016,739.20,RESIDENTIAL LONG TERM,V000981335
ROCHDALE BOROUGH COUNCIL,12/02/2016,PHYSICAL DIS & OLDER PEOPLE,STAMFORD HOUSE REST HOME LIMITED,12/02/2016,990.96,RESIDENTIAL LONG TERM,V000980475
ROCHDALE BOROUGH COUNCIL,12/02/2016,PHYSICAL DIS & OLDER PEOPLE,STAMFORD HOUSE REST HOME LIMITED,12/02/2016,1029.80,RESIDENTIAL LONG TERM,V000980878
ROCHDALE BOROUGH COUNCIL,12/02/2016,PHYSICAL DIS & OLDER PEOPLE,STAMFORD HOUSE REST HOME LIMITED,12/02/2016,1054.24,RESIDENTIAL LONG TERM,V000980452
ROCHDALE BOROUGH COUNCIL,12/02/2016,PHYSICAL DIS & OLDER PEOPLE,STAMFORD HOUSE REST HOME LIMITED,12/02/2016,1054.44,RESIDENTIAL LONG TERM,V000980406
ROCHDALE BOROUGH COUNCIL,12/02/2016,PHYSICAL DIS & OLDER PEOPLE,STAMFORD HOUSE REST HOME LIMITED,12/02/2016,1073.08,RESIDENTIAL LONG TERM,V000980553
ROCHDALE BOROUGH COUNCIL,12/02/2016,PHYSICAL DIS & OLDER PEOPLE,STAMFORD HOUSE REST HOME LIMITED,12/02/2016,1099.76,RESIDENTIAL LONG TERM,V000980188
ROCHDALE BOROUGH COUNCIL,12/02/2016,PHYSICAL DIS & OLDER PEOPLE,STAMFORD HOUSE REST HOME LIMITED,12/02/2016,1099.76,RESIDENTIAL LONG TERM,V000980321
ROCHDALE BOROUGH COUNCIL,12/02/2016,PHYSICAL DIS & OLDER PEOPLE,STAMFORD HOUSE REST HOME LIMITED,12/02/2016,1099.76,RESIDENTIAL LONG TERM,V000980662
ROCHDALE BOROUGH COUNCIL,12/02/2016,PHYSICAL DIS & OLDER PEOPLE,STAMFORD HOUSE REST HOME LIMITED,12/02/2016,1099.76,RESIDENTIAL LONG TERM,V000980728
ROCHDALE BOROUGH COUNCIL,12/02/2016,PHYSICAL DIS & OLDER PEOPLE,STAMFORD HOUSE REST HOME LIMITED,12/02/2016,1099.76,RESIDENTIAL LONG TERM,V000980872
ROCHDALE BOROUGH COUNCIL,12/02/2016,PHYSICAL DIS & OLDER PEOPLE,STAMFORD HOUSE REST HOME LIMITED,12/02/2016,1099.76,RESIDENTIAL LONG TERM,V000980926
ROCHDALE BOROUGH COUNCIL,12/02/2016,PHYSICAL DIS & OLDER PEOPLE,STAMFORD HOUSE REST HOME LIMITED,12/02/2016,1099.76,RESIDENTIAL LONG TERM,V000981091
ROCHDALE BOROUGH COUNCIL,12/02/2016,PHYSICAL DIS & OLDER PEOPLE,STAMFORD HOUSE REST HOME LIMITED,12/02/2016,1138.28,RESIDENTIAL LONG TERM,V000981061
ROCHDALE BOROUGH COUNCIL,12/02/2016,PHYSICAL DIS & OLDER PEOPLE,STAMFORD HOUSE REST HOME LIMITED,12/02/2016,1283.16,RESIDENTIAL LONG TERM,V000980837
ROCHDALE BOROUGH COUNCIL,12/02/2016,PHYSICAL DIS & OLDER PEOPLE,STAMFORD HOUSE REST HOME LIMITED,12/02/2016,1283.16,RESIDENTIAL LONG TERM,V000981202
ROCHDALE BOROUGH COUNCIL,12/02/2016,PHYSICAL DIS & OLDER PEOPLE,STANSFIELD HALL REST HOME,12/02/2016,720.36,RESIDENTIAL LONG TERM,V000981222
ROCHDALE BOROUGH COUNCIL,12/02/2016,PHYSICAL DIS & OLDER PEOPLE,STANSFIELD HALL REST HOME,12/02/2016,1025.80,RESIDENTIAL LONG TERM,V000980453
ROCHDALE BOROUGH COUNCIL,12/02/2016,PHYSICAL DIS & OLDER PEOPLE,STANSFIELD HALL REST HOME,12/02/2016,1099.76,RESIDENTIAL LONG TERM,V000980577
ROCHDALE BOROUGH COUNCIL,12/02/2016,PHYSICAL DIS & OLDER PEOPLE,STEPPING STONES,12/02/2016,2212.72,SUPPORTED LIVING,V000979635
ROCHDALE BOROUGH COUNCIL,12/02/2016,PHYSICAL DIS & OLDER PEOPLE,THE FOUNTAINS NURSING HOME,12/02/2016,1004.40,RESIDENTIAL LONG TERM,V000980917
ROCHDALE BOROUGH COUNCIL,12/02/2016,PHYSICAL DIS & OLDER PEOPLE,THE JOSEPH COX CHARITY,12/02/2016,1480.32,RESIDENTIAL LONG TERM,V000980541
ROCHDALE BOROUGH COUNCIL,12/02/2016,PHYSICAL DIS & OLDER PEOPLE,THE JOSEPH COX CHARITY,12/02/2016,1480.32,RESIDENTIAL LONG TERM,V000980542
ROCHDALE BOROUGH COUNCIL,12/02/2016,PHYSICAL DIS & OLDER PEOPLE,THE JOSEPH COX CHARITY,12/02/2016,1915.40,RESIDENTIAL LONG TERM,V000980201
ROCHDALE BOROUGH COUNCIL,12/02/2016,PHYSICAL DIS & OLDER PEOPLE,THE JOSEPH COX CHARITY,12/02/2016,1915.40,RESIDENTIAL LONG TERM,V000980202
ROCHDALE BOROUGH COUNCIL,12/02/2016,PHYSICAL DIS & OLDER PEOPLE,THE JOSEPH COX CHARITY,12/02/2016,1915.40,RESIDENTIAL LONG TERM,V000981274
ROCHDALE BOROUGH COUNCIL,12/02/2016,PHYSICAL DIS & OLDER PEOPLE,THE JOSEPH COX CHARITY,12/02/2016,1915.40,RESIDENTIAL LONG TERM,V000981275
ROCHDALE BOROUGH COUNCIL,12/02/2016,PHYSICAL DIS & OLDER PEOPLE,THE LAKES CARE CENTRE,12/02/2016,1625.88,NURSING LONG TERM,V000980214
ROCHDALE BOROUGH COUNCIL,12/02/2016,PHYSICAL DIS & OLDER PEOPLE,THE ROYAL MASONIC BENEVOLENT INSTITUTION,12/02/2016,1131.76,RESIDENTIAL LONG TERM,V000981152
ROCHDALE BOROUGH COUNCIL,12/02/2016,PHYSICAL DIS & OLDER PEOPLE,THORNCLIFFE GRANGE NH,12/02/2016,835.32,RESIDENTIAL LONG TERM,V000980671
ROCHDALE BOROUGH COUNCIL,12/02/2016,PHYSICAL DIS & OLDER PEOPLE,WHITWORTH CARE TRUST,12/02/2016,1604.96,RESIDENTIAL LONG TERM,V000981019
ROCHDALE BOROUGH COUNCIL,12/02/2016,PHYSICAL DIS & OLDER PEOPLE,WIMSLEY CARE HOME,12/02/2016,-1960.00,RESIDENTIAL LONG TERM,V000949456
ROCHDALE BOROUGH COUNCIL,12/02/2016,PHYSICAL DIS & OLDER PEOPLE,WIMSLEY CARE HOME,12/02/2016,-1470.00,RESIDENTIAL LONG TERM,V000949455
ROCHDALE BOROUGH COUNCIL,12/02/2016,PHYSICAL DIS & OLDER PEOPLE,WIMSLEY CARE HOME,12/02/2016,1091.10,RESIDENTIAL LONG TERM,V000981537
ROCHDALE BOROUGH COUNCIL,12/02/2016,PHYSICAL DIS & OLDER PEOPLE,WIMSLEY CARE HOME,12/02/2016,1454.80,RESIDENTIAL LONG TERM,V000981538
ROCHDALE BOROUGH COUNCIL,12/02/2016,PHYSICAL DIS & OLDER PEOPLE,WIMSLEY CARE HOME,12/02/2016,1454.80,RESIDENTIAL LONG TERM,V000981539
ROCHDALE BOROUGH COUNCIL,12/02/2016,PHYSICAL DIS & OLDER PEOPLE,WIMSLEY CARE HOME,12/02/2016,1454.80,RESIDENTIAL LONG TERM,V000981540
ROCHDALE BOROUGH COUNCIL,12/02/2016,PHYSICAL DIS & OLDER PEOPLE,WIMSLEY CARE HOME,12/02/2016,1454.80,RESIDENTIAL LONG TERM,V000981541
ROCHDALE BOROUGH COUNCIL,12/02/2016,PHYSICAL DIS & OLDER PEOPLE,WIMSLEY CARE HOME,12/02/2016,1454.80,RESIDENTIAL LONG TERM,V000981542
ROCHDALE BOROUGH COUNCIL,12/02/2016,PHYSICAL DIS & OLDER PEOPLE,WIMSLEY CARE HOME,12/02/2016,1454.80,RESIDENTIAL LONG TERM,V000981543
ROCHDALE BOROUGH COUNCIL,12/02/2016,PROPERTY AND HIGHWAYS,PARKWOOD LEISURE,12/02/2016,3555.66,MISC CHARGES,V000978214
ROCHDALE BOROUGH COUNCIL,12/02/2016,PROPERTY AND HIGHWAYS,TOMAX BUILDING SERVICES LTD,12/02/2016,5626.21,TRANSACTIONS-INCOME,V000977976
ROCHDALE BOROUGH COUNCIL,12/02/2016,PUBLIC HEALTH,TESCO STORES LIMITED,12/02/2016,602.18,PH LCS PAYMENTS,V000979189
ROCHDALE BOROUGH COUNCIL,12/02/2016,PUBLIC HEALTH,WARRINGTON AND HALTON NHS FOUNDATION TRUST,12/02/2016,520.82,PH OTHER CONTRACTS,V000981631
ROCHDALE BOROUGH COUNCIL,15/02/2016,CHILDREN’S SOCIAL CARE,ABBEY DISTRIBUTORS,15/02/2016,753.00,ACTIVITIES,V000981834
ROCHDALE BOROUGH COUNCIL,15/02/2016,CHILDREN’S SOCIAL CARE,DEPAUL UK,15/02/2016,3427.71,YOUNG PEOPLES RENTS,V000981938
ROCHDALE BOROUGH COUNCIL,15/02/2016,CHILDREN’S SOCIAL CARE,SIGNIS LIMITED,15/02/2016,8600.00,MISC CHARGES,V000981939
ROCHDALE BOROUGH COUNCIL,15/02/2016,EARLY HELP AND SCHOOLS,BRITISH GAS BUSINESS ELECTRIC,15/02/2016,549.16,ELECTRICITY,V000981760
ROCHDALE BOROUGH COUNCIL,15/02/2016,EARLY HELP AND SCHOOLS,BRITISH GAS BUSINESS ELECTRIC,15/02/2016,617.13,ELECTRICITY,V000981760
ROCHDALE BOROUGH COUNCIL,15/02/2016,EARLY HELP AND SCHOOLS,BRITISH GAS BUSINESS ELECTRIC,15/02/2016,626.33,ELECTRICITY,V000981760
ROCHDALE BOROUGH COUNCIL,15/02/2016,EARLY HELP AND SCHOOLS,BRITISH GAS BUSINESS ELECTRIC,15/02/2016,907.41,ELECTRICITY,V000981760
ROCHDALE BOROUGH COUNCIL,15/02/2016,EARLY HELP AND SCHOOLS,BRITISH GAS BUSINESS ELECTRIC,15/02/2016,993.22,ELECTRICITY,V000981760
ROCHDALE BOROUGH COUNCIL,15/02/2016,EARLY HELP AND SCHOOLS,BRITISH GAS BUSINESS ELECTRIC,15/02/2016,1078.46,ELECTRICITY,V000981760
ROCHDALE BOROUGH COUNCIL,15/02/2016,EARLY HELP AND SCHOOLS,CORONA ENERGY RETAIL 4 LIMITED,15/02/2016,533.09,GAS,V000974585
ROCHDALE BOROUGH COUNCIL,15/02/2016,EARLY HELP AND SCHOOLS,CORONA ENERGY RETAIL 4 LIMITED,15/02/2016,549.28,GAS,V000974584
ROCHDALE BOROUGH COUNCIL,15/02/2016,EARLY HELP AND SCHOOLS,CROSSROADS CARE IN GREATER MANCHESTER,15/02/2016,870.00,ACTIVITIES,V000977112
ROCHDALE BOROUGH COUNCIL,15/02/2016,EARLY HELP AND SCHOOLS,CROSSROADS CARE IN GREATER MANCHESTER,15/02/2016,4773.75,ACTIVITIES,V000977113
ROCHDALE BOROUGH COUNCIL,15/02/2016,EARLY HELP AND SCHOOLS,CROSSROADS CARE IN GREATER MANCHESTER,15/02/2016,24999.99,SERVICE LEVEL AGREEMENTS,V000970758
ROCHDALE BOROUGH COUNCIL,15/02/2016,EARLY HELP AND SCHOOLS,EVIDENCE BASED PSYCHOLOGY HUB LTD,15/02/2016,3200.00,ACTIVITIES,V000981771
ROCHDALE BOROUGH COUNCIL,15/02/2016,EARLY HELP AND SCHOOLS,EVIDENCE BASED PSYCHOLOGY HUB LTD,15/02/2016,3600.00,ACTIVITIES,V000981771
