Customer,Number of Travellers,Total Cost ex VAT,Travel Class,Travel Date,Journey Start Point,Journey Finish Point,Air Carrier
Ministry of Justice,NULL,NULL,Economy,4/6/2011,NULL,NULL,NULL
National Offender Management Service,NULL,NULL,Economy,4/6/2011,NULL,NULL,NULL
Ministry of Justice,NULL,NULL,Economy,4/7/2011,NULL,NULL,NULL
Ministry of Justice,NULL,NULL,Economy,4/7/2011,NULL,NULL,NULL
Ministry of Justice,NULL,NULL,Economy,4/7/2011,NULL,NULL,NULL
Ministry of Justice,NULL,NULL,Economy,4/7/2011,NULL,NULL,NULL
Ministry of Justice,NULL,NULL,Economy,4/7/2011,NULL,NULL,NULL
Ministry of Justice,NULL,NULL,Economy,4/7/2011,NULL,NULL,NULL
Ministry of Justice,NULL,NULL,Economy,4/7/2011,NULL,NULL,NULL
Ministry of Justice,NULL,NULL,Economy,4/7/2011,NULL,NULL,NULL
Ministry of Justice,NULL,NULL,Economy,4/7/2011,NULL,NULL,NULL
Ministry of Justice,NULL,NULL,Economy,4/7/2011,NULL,NULL,NULL
Ministry of Justice,1,354.26,Economy,4/7/2011,GLA,BHX,FLYBE BRITISH EUROPEAN
Ministry of Justice,1,287.28,Economy,4/7/2011,GLA,LHR,BRITISH AIRWAYS
Ministry of Justice,1,211.13,Economy,4/7/2011,SOU,HAJ,FLYBE BRITISH EUROPEAN
Ministry of Justice,1,33,Economy,4/7/2011,SOU,HAJ,FLYBE BRITISH EUROPEAN
Ministry of Justice,1,268.26,Economy,4/8/2011,GLA,BHX,FLYBE BRITISH EUROPEAN
Ministry of Justice,1,133.43,Economy,4/8/2011,EDI,LGW,EASYJET
Ministry of Justice,NULL,NULL,Economy,4/9/2011,NULL,NULL,NULL
Ministry of Justice,NULL,NULL,Economy,4/9/2011,NULL,NULL,NULL
Ministry of Justice,NULL,NULL,Economy,4/9/2011,NULL,NULL,NULL
National Offender Management Service,NULL,NULL,Economy,4/9/2011,NULL,NULL,NULL
National Offender Management Service,NULL,NULL,Economy,4/9/2011,NULL,NULL,NULL
Ministry of Justice,1,354.26,Economy,4/9/2011,GLA,BHX,FLYBE BRITISH EUROPEAN
Ministry of Justice,1,306.83,Economy,4/9/2011,GLA,LCY,BRITISH AIRWAYS
Ministry of Justice,NULL,NULL,Economy,4/11/2011,NULL,NULL,NULL
Ministry of Justice,NULL,NULL,Economy,4/11/2011,NULL,NULL,NULL
Ministry of Justice,NULL,NULL,Economy,4/11/2011,NULL,NULL,NULL
National Offender Management Service,NULL,NULL,Economy,4/11/2011,NULL,NULL,NULL
National Offender Management Service,NULL,NULL,Economy,4/11/2011,NULL,NULL,NULL
Ministry of Justice,NULL,NULL,Economy,4/12/2011,NULL,NULL,NULL
Ministry of Justice,NULL,NULL,Economy,4/12/2011,NULL,NULL,NULL
Ministry of Justice,NULL,NULL,Economy,4/12/2011,NULL,NULL,NULL
Ministry of Justice,NULL,NULL,Economy,4/12/2011,NULL,NULL,NULL
National Offender Management Service,NULL,NULL,Economy,4/12/2011,NULL,NULL,NULL
National Offender Management Service,NULL,NULL,Economy,4/12/2011,NULL,NULL,NULL
National Offender Management Service,NULL,NULL,Economy,4/12/2011,NULL,NULL,NULL
Ministry of Justice,1,957.36,Business Class,4/12/2011,LHR,LJU,LUFTHANSA GERMAN AIRLINES
Ministry of Justice,1,540.36,Economy,4/12/2011,LHR,LJU,LUFTHANSA GERMAN AIRLINES
Ministry of Justice,1,540.36,Economy,4/12/2011,LHR,LJU,LUFTHANSA GERMAN AIRLINES
Ministry of Justice,1,274.68,Economy,4/12/2011,BHD,LHR,BMI
Ministry of Justice,NULL,NULL,Economy,4/13/2011,NULL,NULL,NULL
Ministry of Justice,NULL,NULL,Premium Economy,4/13/2011,NULL,NULL,NULL
Ministry of Justice,1,646.5,Business Class,4/13/2011,FRA,LUX,LUXAIR
Ministry of Justice,1,594.5,Economy,4/13/2011,FRA,LUX,LUXAIR
Ministry of Justice,1,594.5,Economy,4/13/2011,FRA,LUX,LUXAIR
Ministry of Justice,1,273.28,Economy,4/13/2011,LHR,GLA,BRITISH AIRWAYS
Ministry of Justice,1,225.98,Economy,4/13/2011,GLA,EMA,BMI BABY
Ministry of Justice,1,100.48,Economy,4/13/2011,SOU,HAJ,FLYBE BRITISH EUROPEAN
Ministry of Justice,NULL,NULL,Economy,4/14/2011,NULL,NULL,NULL
Ministry of Justice,1,335.1,Business Class,4/14/2011,FRA,ZAG,CROATIAAIRLINES
Ministry of Justice,1,319.96,Economy,4/14/2011,EDI,EMA,BMI BABY
National Offender Management Service,1,175.93,Economy,4/14/2011,BHX,BHD,FLYBE BRITISH EUROPEAN
Ministry of Justice,1,120.2,Economy,4/14/2011,GLA,STN,EASYJET
Ministry of Justice,1,120.19,Economy,4/14/2011,GLA,STN,EASYJET
Ministry of Justice,0,51,Premium Economy,4/14/2011,EDI,LCY,AIR FRANCE
Ministry of Justice,0,26,Economy,4/14/2011,GB-,GB-,CROATIAAIRLINES
Ministry of Justice,0,26,Economy,4/14/2011,GB-,GB-,CROATIAAIRLINES
Ministry of Justice,0,26,Economy,4/14/2011,GB-,GB-,CROATIAAIRLINES
National Offender Management Service,1,0,Economy,4/14/2011,BHX,BHD,FLYBE BRITISH EUROPEAN
National Offender Management Service,1,794.3,Business Class,4/15/2011,MAD,LHR,BRITISH AIRWAYS
Ministry of Justice,1,386.1,Economy,4/15/2011,GLA,LBA,BMI
Ministry of Justice,1,301.69,Economy,4/15/2011,BHD,GLA,FLYBE BRITISH EUROPEAN
Ministry of Justice,1,248.98,Economy,4/15/2011,GLA,LHR,BRITISH AIRWAYS
Ministry of Justice,1,239.67,Economy,4/15/2011,GLA,BHD,FLYBE BRITISH EUROPEAN
Ministry of Justice,1,713.7,Business Class,4/16/2011,ZAG,LCY,SWISS
Ministry of Justice,1,438.7,Economy,4/16/2011,ZAG,LCY,SWISS
Ministry of Justice,1,438.7,Economy,4/16/2011,ZAG,LCY,SWISS
Ministry of Justice,1,274.83,Economy,4/16/2011,GLA,LHR,BRITISH AIRWAYS
Ministry of Justice,1,232.36,Economy,4/16/2011,LGW,GLA,FLYBE BRITISH EUROPEAN
Ministry of Justice,1,220.96,Economy,4/16/2011,LGW,GCI,FLYBE BRITISH EUROPEAN
Ministry of Justice,1,135,Economy,4/16/2011,DUS,SOU,FLYBE BRITISH EUROPEAN
Ministry of Justice,1,30,Economy,4/16/2011,DUS,SOU,FLYBE BRITISH EUROPEAN
Ministry of Justice,1,25.98,Economy,4/16/2011,LGW,GCI,FLYBE BRITISH EUROPEAN
Ministry of Justice,1,289.22,Economy,4/17/2011,LHR,EDI,BRITISH AIRWAYS
Ministry of Justice,NULL,NULL,Economy,4/18/2011,NULL,NULL,NULL
Ministry of Justice,NULL,NULL,Economy,4/18/2011,NULL,NULL,NULL
Ministry of Justice,NULL,NULL,Economy,4/18/2011,NULL,NULL,NULL
Ministry of Justice,NULL,NULL,Economy,4/18/2011,NULL,NULL,NULL
Ministry of Justice,NULL,NULL,Economy,4/18/2011,NULL,NULL,NULL
Ministry of Justice,NULL,NULL,Economy,4/18/2011,NULL,NULL,NULL
Ministry of Justice,NULL,NULL,Economy,4/18/2011,NULL,NULL,NULL
Ministry of Justice,NULL,NULL,Premium Economy,4/19/2011,NULL,NULL,NULL
Ministry of Justice,NULL,NULL,Economy,4/19/2011,NULL,NULL,NULL
Ministry of Justice,1,308.17,Economy,4/19/2011,EDI,LCY,BRITISH AIRWAYS
National Offender Management Service,NULL,NULL,Economy,4/20/2011,NULL,NULL,NULL
Ministry of Justice,1,362.03,Economy,4/20/2011,LHR,TXL,KLM-ROYAL DUTCH AIRLINES
Ministry of Justice,1,301.69,Economy,4/20/2011,BHD,GLA,FLYBE BRITISH EUROPEAN
National Offender Management Service,0,90,Economy,4/20/2011,GB-,GB-,BRITISH AIRWAYS
Ministry of Justice,1,36,Economy,4/20/2011,LHR,BFS,AER LINGUS
National Offender Management Service,NULL,NULL,Premium Economy,4/21/2011,NULL,NULL,NULL
National Offender Management Service,NULL,NULL,Economy,4/21/2011,NULL,NULL,NULL
Ministry of Justice,1,449.3,Economy,4/21/2011,GLA,STN,EASYJET
Ministry of Justice,1,353.28,Economy,4/21/2011,GLA,LCY,BRITISH AIRWAYS
Ministry of Justice,1,294.2,Economy,4/21/2011,EDI,BHX,FLYBE BRITISH EUROPEAN
Ministry of Justice,1,289.22,Economy,4/21/2011,EDI,LHR,BRITISH AIRWAYS
Ministry of Justice,1,287.28,Economy,4/21/2011,GLA,LHR,BRITISH AIRWAYS
Ministry of Justice,1,183.4,Economy,4/21/2011,LBA,SOU,EASTERN AIRWAYS
Ministry of Justice,1,139,Economy,4/21/2011,SOU,LBA,FLYBE BRITISH EUROPEAN
Ministry of Justice,1,114.8,Economy,4/21/2011,TXL,LHR,BRITISH AIRWAYS
Ministry of Justice,1,109.3,Economy,4/21/2011,LHR,GLA,BRITISH AIRWAYS
Ministry of Justice,1,99.43,Economy,4/21/2011,EDI,LGW,EASYJET
National Offender Management Service,1,76.45,Economy,4/21/2011,MAN,BFS,FLYBE BRITISH EUROPEAN
Ministry of Justice,1,87.74,Economy,4/22/2011,LGW,EDI,EASYJET
Ministry of Justice,1,71.92,Economy,4/22/2011,EDI,LGW,BRITISH AIRWAYS
National Offender Management Service,1,1014.4,Economy,4/23/2011,LHR,NRT,BRITISH AIRWAYS
Ministry of Justice,NULL,NULL,Economy,4/26/2011,NULL,NULL,NULL
Ministry of Justice,NULL,NULL,Economy,4/26/2011,NULL,NULL,NULL
National Offender Management Service,NULL,NULL,Economy,4/26/2011,NULL,NULL,NULL
National Offender Management Service,NULL,NULL,Economy,4/26/2011,NULL,NULL,NULL
Ministry of Justice,1,487.48,Economy,4/26/2011,LHR,ADB,LUFTHANSA GERMAN AIRLINES
Ministry of Justice,1,1049,Business Class,4/27/2011,LHR,ADB,TURKISH AIRLINES
Ministry of Justice,1,1049,Business Class,4/27/2011,LHR,ADB,TURKISH AIRLINES
Ministry of Justice,1,301.69,Economy,4/27/2011,BHD,GLA,FLYBE BRITISH EUROPEAN
Ministry of Justice,NULL,NULL,Economy,4/28/2011,NULL,NULL,NULL
National Offender Management Service,NULL,NULL,Economy,4/28/2011,NULL,NULL,NULL
Ministry of Justice,1,275.73,Economy,4/28/2011,LHR,CDG,AIR FRANCE
Ministry of Justice,1,148.11,Economy,4/28/2011,SYY,GLA,FLYBE BRITISH EUROPEAN
Ministry of Justice,1,83.5,Economy,4/28/2011,MAN,LHR,BRITISH AIRWAYS
Ministry of Justice,1,301.69,Economy,4/29/2011,BHD,GLA,FLYBE BRITISH EUROPEAN
Ministry of Justice,0,44,Economy,4/29/2011,BHX,KRK,LUFTHANSA GERMAN AIRLINES
Ministry of Justice,1,148.53,Economy,4/30/2011,BRS,GLA,EASYJET
Ministry of Justice,NULL,NULL,Economy,5/3/2011,NULL,NULL,NULL
Ministry of Justice,NULL,NULL,Economy,5/3/2011,NULL,NULL,NULL
National Offender Management Service,NULL,NULL,Economy,5/3/2011,NULL,NULL,NULL
Ministry of Justice,1,95.3,Economy,5/4/2011,LHR,MAN,BRITISH AIRWAYS
National Offender Management Service,NULL,NULL,Economy,5/5/2011,NULL,NULL,NULL
National Offender Management Service,NULL,NULL,Economy,5/5/2011,NULL,NULL,NULL
Ministry of Justice,1,379.5,Economy,5/5/2011,ABZ,WIC,EASTERN AIRWAYS
Ministry of Justice,1,293.78,Economy,5/5/2011,GLA,LGW,BRITISH AIRWAYS
Ministry of Justice,1,293.72,Economy,5/5/2011,EDI,LHR,BRITISH AIRWAYS
Ministry of Justice,1,287.69,Economy,5/5/2011,EDI,LHR,BMI
Ministry of Justice,1,266.26,Economy,5/5/2011,GLA,BHX,FLYBE BRITISH EUROPEAN
Ministry of Justice,1,248.78,Economy,5/5/2011,GLA,LGW,BRITISH AIRWAYS
Ministry of Justice,1,189.73,Economy,5/5/2011,LCY,GLA,BRITISH AIRWAYS
Ministry of Justice,1,189.73,Economy,5/5/2011,LCY,GLA,BRITISH AIRWAYS
Ministry of Justice,1,189.73,Economy,5/5/2011,LCY,GLA,BRITISH AIRWAYS
Ministry of Justice,1,189.73,Economy,5/5/2011,LCY,GLA,BRITISH AIRWAYS
Ministry of Justice,1,179.73,Economy,5/5/2011,LCY,GLA,BRITISH AIRWAYS
Ministry of Justice,1,179.73,Economy,5/5/2011,LCY,GLA,BRITISH AIRWAYS
Ministry of Justice,1,293.78,Economy,5/6/2011,GLA,LHR,BRITISH AIRWAYS
Ministry of Justice,1,293.72,Economy,5/6/2011,EDI,LHR,BRITISH AIRWAYS
Ministry of Justice,1,275.98,Economy,5/6/2011,GLA,EMA,BMI BABY
National Offender Management Service,1,234.7,Economy,5/6/2011,LHR,MAD,BRITISH AIRWAYS
National Offender Management Service,1,234.7,Economy,5/6/2011,LHR,MAD,BRITISH AIRWAYS
Ministry of Justice,1,32.5,Economy,5/6/2011,EDI,BHX,FLYBE BRITISH EUROPEAN
Ministry of Justice,0,0,Economy,5/6/2011,EDI,BHX,FLYBE BRITISH EUROPEAN
National Offender Management Service,NULL,NULL,Economy,5/7/2011,NULL,NULL,NULL
National Offender Management Service,NULL,NULL,Economy,5/7/2011,NULL,NULL,NULL
National Offender Management Service,NULL,NULL,Economy,5/7/2011,NULL,NULL,NULL
National Offender Management Service,1,791.2,Business Class,5/7/2011,MAD,LHR,BRITISH AIRWAYS
Ministry of Justice,1,293.78,Economy,5/7/2011,GLA,LHR,BRITISH AIRWAYS
Ministry of Justice,1,279.33,Economy,5/7/2011,LGW,GLA,BRITISH AIRWAYS
National Offender Management Service,1,194.6,Economy,5/7/2011,LHR,LIS,TAP AIR PORTUGAL
Ministry of Justice,1,60,Economy,5/7/2011,STN,EDI,EASYJET
Ministry of Justice,1,312.67,Economy,5/8/2011,EDI,LCY,BRITISH AIRWAYS
Ministry of Justice,1,279.17,Economy,5/8/2011,LCY,EDI,BRITISH AIRWAYS
Ministry of Justice,1,95.03,Economy,5/8/2011,STN,EDI,EASYJET
Ministry of Justice,1,312.67,Economy,5/10/2011,EDI,LCY,BRITISH AIRWAYS
Ministry of Justice,1,411.46,Economy,5/11/2011,EDI,EMA,BMI BABY
Ministry of Justice,1,410.56,Economy,5/11/2011,EDI,KOI,FLYBE BRITISH EUROPEAN
Ministry of Justice,1,404.39,Economy,5/11/2011,LHR,NCL,BRITISH AIRWAYS
Ministry of Justice,1,345.6,Economy,5/11/2011,LBA,EDI,BMI
National Offender Management Service,1,295.28,Economy,5/11/2011,LHR,GLA,BRITISH AIRWAYS
Ministry of Justice,1,266.69,Economy,5/11/2011,GLA,BHD,FLYBE BRITISH EUROPEAN
Ministry of Justice,1,203.55,Economy,5/11/2011,EDI,KOI,FLYBE BRITISH EUROPEAN
Ministry of Justice,1,203.55,Economy,5/11/2011,EDI,KOI,FLYBE BRITISH EUROPEAN
National Offender Management Service,1,177.39,Economy,5/11/2011,MAN,BFS,FLYBE BRITISH EUROPEAN
National Offender Management Service,1,177.39,Economy,5/11/2011,MAN,BFS,FLYBE BRITISH EUROPEAN
Ministry of Justice,1,171.78,Economy,5/11/2011,LHR,GLA,BRITISH AIRWAYS
Ministry of Justice,1,171.78,Economy,5/11/2011,LHR,GLA,BRITISH AIRWAYS
Ministry of Justice,1,105.58,Economy,5/11/2011,EDI,LGW,EASYJET
Ministry of Justice,1,102.8,Economy,5/11/2011,LHR,GLA,BRITISH AIRWAYS
National Offender Management Service,1,88.36,Economy,5/11/2011,MAN,BFS,FLYBE BRITISH EUROPEAN
National Offender Management Service,1,88.36,Economy,5/11/2011,MAN,BFS,FLYBE BRITISH EUROPEAN
Ministry of Justice,1,287.69,Economy,5/12/2011,EDI,LHR,BMI
National Offender Management Service,1,252,Economy,5/12/2011,LHR,BCN,BRITISH AIRWAYS
National Offender Management Service,1,252,Economy,5/12/2011,LHR,BCN,BRITISH AIRWAYS
Ministry of Justice,1,216.8,Economy,5/12/2011,GLA,MAN,FLYBE BRITISH EUROPEAN
National Offender Management Service,1,117.83,Economy,5/12/2011,GLA,LGW,BRITISH AIRWAYS
Ministry of Justice,1,92.53,Economy,5/12/2011,LTN,EDI,EASYJET
Ministry of Justice,1,57.24,Economy,5/12/2011,EDI,LGW,EASYJET
Ministry of Justice,1,572.39,Economy,5/13/2011,BHD,BHD,FLYBE BRITISH EUROPEAN
Ministry of Justice,1,131.9,Economy,5/13/2011,CWL,NCL,EASTERN AIRWAYS
National Offender Management Service,1,98.5,Economy,5/13/2011,BCN,LHR,BRITISH AIRWAYS
Ministry of Justice,1,81.49,Economy,5/13/2011,BHX,EDI,FLYBE BRITISH EUROPEAN
Ministry of Justice,1,431.73,Economy,5/14/2011,GLA,LCY,BRITISH AIRWAYS
Ministry of Justice,1,431.73,Economy,5/14/2011,GLA,LCY,BRITISH AIRWAYS
Ministry of Justice,1,312.67,Economy,5/14/2011,EDI,LCY,BRITISH AIRWAYS
Ministry of Justice,1,312.67,Economy,5/14/2011,EDI,LCY,BRITISH AIRWAYS
Ministry of Justice,1,253.48,Economy,5/14/2011,GLA,LHR,BRITISH AIRWAYS
National Offender Management Service,1,183.1,Economy,5/14/2011,LHR,LUX,BRITISH AIRWAYS
National Offender Management Service,1,183.1,Economy,5/14/2011,LHR,LUX,BRITISH AIRWAYS
National Offender Management Service,1,183.1,Economy,5/14/2011,LHR,LUX,BRITISH AIRWAYS
Ministry of Justice,1,179.73,Economy,5/14/2011,LCY,GLA,BRITISH AIRWAYS
Ministry of Justice,1,140,Economy,5/14/2011,EDI,LHR,BMI
Ministry of Justice,1,140,Economy,5/14/2011,EDI,LHR,BMI
Ministry of Justice,1,112.93,Economy,5/14/2011,BHX,BHD,FLYBE BRITISH EUROPEAN
Ministry of Justice,1,80.98,Economy,5/14/2011,LHR,BFS,AER LINGUS
Ministry of Justice,1,80.98,Economy,5/14/2011,LHR,BFS,AER LINGUS
Ministry of Justice,1,65.49,Economy,5/14/2011,GLA,CWL,FLYBE BRITISH EUROPEAN
Ministry of Justice,1,55.24,Economy,5/14/2011,LGW,EDI,EASYJET
Ministry of Justice,1,49.24,Economy,5/14/2011,GLA,LGW,EASYJET
Ministry of Justice,1,9,Economy,5/14/2011,LGW,EDI,EASYJET
Ministry of Justice,0,296.69,Economy,5/15/2011,BHD,GLA,FLYBE BRITISH EUROPEAN
Ministry of Justice,1,266.8,Economy,5/15/2011,LHR,EDI,BRITISH AIRWAYS
Ministry of Justice,1,136.98,Economy,5/15/2011,GLA,MAN,FLYBE BRITISH EUROPEAN
National Offender Management Service,1,83.7,Economy,5/15/2011,LUX,LHR,BRITISH AIRWAYS
Ministry of Justice,1,327.18,Economy,5/16/2011,LHR,BHD,BMI
Ministry of Justice,1,74,Economy,5/16/2011,GLA,EMA,BMI BABY
Ministry of Justice,1,253.42,Economy,5/17/2011,EDI,LHR,BRITISH AIRWAYS
Ministry of Justice,1,187.98,Economy,5/17/2011,GLA,LGW,BRITISH AIRWAYS
Ministry of Justice,1,183,Economy,5/17/2011,SOU,EDI,FLYBE BRITISH EUROPEAN
Ministry of Justice,1,125.48,Economy,5/17/2011,GLA,LCY,BRITISH AIRWAYS
Ministry of Justice,1,431.73,Economy,5/18/2011,LCY,GLA,BRITISH AIRWAYS
Ministry of Justice,1,431.73,Economy,5/18/2011,LCY,GLA,BRITISH AIRWAYS
Ministry of Justice,1,431.73,Economy,5/18/2011,LCY,GLA,BRITISH AIRWAYS
Ministry of Justice,1,431.73,Economy,5/18/2011,LCY,GLA,BRITISH AIRWAYS
Ministry of Justice,1,431.73,Economy,5/18/2011,LCY,GLA,BRITISH AIRWAYS
Ministry of Justice,1,299.1,Economy,5/18/2011,LBA,GLA,BMI
Ministry of Justice,1,296.69,Economy,5/18/2011,BHD,GLA,FLYBE BRITISH EUROPEAN
Ministry of Justice,1,273.75,Economy,5/18/2011,LCY,GLA,BRITISH AIRWAYS
Ministry of Justice,1,240.3,Economy,5/18/2011,BHX,GLA,FLYBE BRITISH EUROPEAN
National Offender Management Service,1,233.96,Economy,5/18/2011,NCL,SOU,FLYBE BRITISH EUROPEAN
Ministry of Justice,1,229.71,Economy,5/18/2011,LGW,TLL,ESTONIAN AIR
Ministry of Justice,1,216.17,Economy,5/18/2011,GLA,BHD,FLYBE BRITISH EUROPEAN
Ministry of Justice,1,159.46,Economy,5/18/2011,GLA,EMA,BMI BABY
Ministry of Justice,1,18,Economy,5/18/2011,EDI,LGW,EASYJET
National Offender Management Service,1,0,Economy,5/18/2011,NCL,SOU,FLYBE BRITISH EUROPEAN
Ministry of Justice,1,431.73,Economy,5/19/2011,GLA,LCY,BRITISH AIRWAYS
National Offender Management Service,1,416.5,Economy,5/19/2011,LHR,MLA,AIR MALTA
National Offender Management Service,1,416.5,Economy,5/19/2011,LHR,MLA,AIR MALTA
Ministry of Justice,1,274.68,Economy,5/19/2011,BHD,LHR,BMI
National Offender Management Service,1,322.28,Business Class,5/20/2011,LHR,GLA,BRITISH AIRWAYS
National Offender Management Service,1,240.7,Economy,5/20/2011,LHR,LIS,BRITISH AIRWAYS
National Offender Management Service,1,240.7,Economy,5/20/2011,LHR,LIS,BRITISH AIRWAYS
Ministry of Justice,1,157.53,Economy,5/20/2011,LGW,BFS,EASYJET
Ministry of Justice,1,157.53,Economy,5/20/2011,LGW,BFS,EASYJET
Ministry of Justice,1,94.93,Economy,5/20/2011,EDI,LGW,EASYJET
Ministry of Justice,1,91.2,Economy,5/20/2011,BHX,NCL,EASTERN AIRWAYS
Ministry of Justice,1,91.2,Economy,5/20/2011,BHX,NCL,EASTERN AIRWAYS
Ministry of Justice,1,28.77,Economy,5/20/2011,NCL,BRS,EASYJET
Ministry of Justice,1,28.77,Economy,5/20/2011,NCL,BRS,EASYJET
National Offender Management Service,1,175.7,Economy,5/21/2011,MLA,LHR,AIR MALTA
National Offender Management Service,1,109.4,Economy,5/21/2011,LIS,LHR,BRITISH AIRWAYS
Ministry of Justice,1,63.94,Economy,5/21/2011,GLA,LGW,EASYJET
Ministry of Justice,1,134.25,Economy,5/22/2011,LCY,EDI,BRITISH AIRWAYS
National Offender Management Service,NULL,NULL,Economy,5/24/2011,NULL,NULL,NULL
Ministry of Justice,1,312.67,Economy,5/24/2011,EDI,LCY,BRITISH AIRWAYS
National Offender Management Service,1,287.61,Economy,5/24/2011,BLL,LGW,CIMBER STERLING
Ministry of Justice,1,253.48,Economy,5/24/2011,GLA,LHR,BRITISH AIRWAYS
Ministry of Justice,1,163.87,Economy,5/24/2011,INV,BHX,FLYBE BRITISH EUROPEAN
Ministry of Justice,1,431.73,Economy,5/25/2011,GLA,LCY,BRITISH AIRWAYS
National Offender Management Service,1,422.6,Economy,5/25/2011,BCN,LGW,EASYJET
Ministry of Justice,1,279.27,Economy,5/25/2011,EDI,LGW,BRITISH AIRWAYS
Ministry of Justice,1,251.78,Economy,5/25/2011,LHR,GLA,BRITISH AIRWAYS
Ministry of Justice,1,251.78,Economy,5/25/2011,LHR,GLA,BRITISH AIRWAYS
Ministry of Justice,1,247.28,Economy,5/25/2011,LHR,GLA,BRITISH AIRWAYS
Ministry of Justice,1,216.17,Economy,5/25/2011,GLA,BHD,FLYBE BRITISH EUROPEAN
National Offender Management Service,1,210.1,Economy,5/25/2011,AMS,LCY,KLM-ROYAL DUTCH AIRLINES
National Offender Management Service,1,210.1,Economy,5/25/2011,AMS,LCY,KLM-ROYAL DUTCH AIRLINES
Youth Justice Board for England and Wales,1,176.62,ECONOMY,5/25/2011,MAN,SOU,Flybe
National Offender Management Service,1,87.63,Economy,5/25/2011,AMS,LGW,EASYJET
National Offender Management Service,NULL,NULL,Economy,5/26/2011,NULL,NULL,NULL
National Offender Management Service,1,475.4,Business Class,5/26/2011,LHR,MLA,AIR MALTA
National Offender Management Service,1,413,Economy,5/26/2011,LGW,MLA,AIR MALTA
National Offender Management Service,1,405.81,Economy,5/26/2011,LGW,MLA,AIR MALTA
Ministry of Justice,1,358.61,Economy,5/26/2011,INV,LSI,FLYBE BRITISH EUROPEAN
Ministry of Justice,1,342.6,Economy,5/26/2011,GLA,LBA,BMI
Ministry of Justice,1,292.55,Economy,5/26/2011,EDI,LSI,FLYBE BRITISH EUROPEAN
Ministry of Justice,1,292.55,Economy,5/26/2011,EDI,LSI,FLYBE BRITISH EUROPEAN
National Offender Management Service,1,248.9,Economy,5/26/2011,BHX,DUB,AER LINGUS
Ministry of Justice,1,157.53,Economy,5/26/2011,NCL,BRS,EASYJET
National Offender Management Service,1,113.25,Economy,5/26/2011,LCY,AMS,BRITISH AIRWAYS
National Offender Management Service,1,59.85,Economy,5/26/2011,BHX,DUB,AER LINGUS
National Offender Management Service,1,18,Economy,5/26/2011,LGW,MLA,AIR MALTA
National Offender Management Service,0,0,Economy,5/26/2011,LGW,MLA,AIR MALTA
Ministry of Justice,1,275.7,Economy,5/27/2011,BHD,LBA,FLYBE BRITISH EUROPEAN
National Offender Management Service,1,197.95,Economy,5/27/2011,LCY,AMS,BRITISH AIRWAYS
Ministry of Justice,1,122.51,Economy,5/27/2011,MAN,EXT,FLYBE BRITISH EUROPEAN
National Offender Management Service,1,119.24,Economy,5/27/2011,LGW,AMS,EASYJET
National Offender Management Service,1,104.24,Economy,5/27/2011,MAN,AMS,EASYJET
National Offender Management Service,1,83.25,Economy,5/27/2011,LCY,AMS,BRITISH AIRWAYS
Ministry of Justice,1,264.5,Economy,5/28/2011,ABZ,WIC,EASTERN AIRWAYS
Ministry of Justice,1,243.5,Economy,5/28/2011,ABZ,WIC,EASTERN AIRWAYS
Ministry of Justice,1,243.5,Economy,5/28/2011,ABZ,WIC,EASTERN AIRWAYS
Ministry of Justice,1,243.5,Economy,5/28/2011,ABZ,WIC,EASTERN AIRWAYS
Ministry of Justice,1,187.62,Economy,5/28/2011,GLA,SYY,FLYBE BRITISH EUROPEAN
National Offender Management Service,1,174.6,Economy,5/28/2011,MLA,LHR,AIR MALTA
Ministry of Justice,1,174.56,Economy,5/28/2011,EDI,SYY,FLYBE BRITISH EUROPEAN
Ministry of Justice,1,174.56,Economy,5/28/2011,EDI,SYY,FLYBE BRITISH EUROPEAN
National Offender Management Service,1,154.77,Economy,5/29/2011,AMS,LBA,JET2COM
National Offender Management Service,1,150.06,Economy,5/31/2011,STN,EIN,RYANAIR
National Offender Management Service,1,500.6,Economy,6/2/2011,LHR,LCA,BRITISH AIRWAYS
National Offender Management Service,1,500.6,Economy,6/2/2011,LHR,LCA,BRITISH AIRWAYS
Ministry of Justice,1,242.5,Economy,6/2/2011,LHR,AMS,BRITISH AIRWAYS
National Offender Management Service,1,117.84,Economy,6/2/2011,BHX,DUB,AER LINGUS
Ministry of Justice,1,87.75,Economy,6/2/2011,LCY,AMS,BRITISH AIRWAYS
Ministry of Justice,1,296.69,Economy,6/3/2011,GLA,BHD,FLYBE BRITISH EUROPEAN
Ministry of Justice,1,296.69,Economy,6/3/2011,GLA,BHD,FLYBE BRITISH EUROPEAN
Ministry of Justice,1,293.72,Economy,6/3/2011,EDI,LHR,BRITISH AIRWAYS
National Offender Management Service,1,217.2,Economy,6/3/2011,MAN,SOU,FLYBE BRITISH EUROPEAN
National Offender Management Service,1,217.2,Economy,6/3/2011,MAN,SOU,FLYBE BRITISH EUROPEAN
Ministry of Justice,1,142.53,Economy,6/3/2011,EDI,LGW,EASYJET
Ministry of Justice,1,120.96,Economy,6/3/2011,EDI,EMA,BMI BABY
Ministry of Justice,1,30,Economy,6/3/2011,EDI,EMA,BMI BABY
Ministry of Justice,1,362.56,Economy,6/4/2011,EDI,LSI,FLYBE BRITISH EUROPEAN
Ministry of Justice,1,362.56,Economy,6/4/2011,EDI,LSI,FLYBE BRITISH EUROPEAN
