Ratepayer Name,Property Address,Propref,Billing Address,RV
,"Unit 4, Eastfield Mills, Belmont Street, Halifax             HX3 6AT",64236705,,2375
Vapour Media Ltd,"Part 1ST Floor, Woodvale House, Woodvale Road, Brighouse            HD6 4AB",29656726,,8800
,"13/15 Bridge Gate, Hebden Bridge, HX7 8EX",76060013,,8400
,"1 Gladstone View, Siddal, Halifax, HX3 9DH",65176700,,2125
,"15 Bradford Road, Brighouse, HD6 1RW",29080013,,9900
,"4 Lees Yard, Hollins Place, Hebden Bridge, HX7 8EU",76280004,,5700
Priory Hardwoods Ltd,"Unit 61 Bowers Mill, Branch Road, Barkisland, Halifax             HX4 0AD",64344727,"Unit 61 Bowers Mill, Branch Road, Barkisland, Halifax, HX4 0AD",8200
,"Exley Park, Park Lane, Siddal, Halifax              HX3 9ED",68196700,,4050
George Olivia Pub Co Ltd,"The Beck, 157 Bradford Road, Brighouse, HD6 4AS",29080720,"The Beck, 157 Bradford Road, Brighouse, HD6 4AS",10400
,"Office 2 Suite 1, 1ST Flr Burlees House, Hangingroyd Lane, Hebden Bridge        HX7 7DD",76244733,,1125
Red Eagle Motors Ltd,"360 Old Lane, Halifax, HX3 5QN",68132360,,3700
Ark Pallets & Fencing Ltd,"The Sidings, Holdsworth Road, Holmfield, Halifax              HX3 6SN",65344974,"The Sidings, Off Holdsworth Road, Holmfield, Halifax, HX3 6SN",8400
,"53 Keighley Road, Halifax, HX2 8AR",65484053,,5100
M2398 Ltd,"112 Gibbet Street, Halifax, HX1 5BZ",65164797,,3250
,"Boggart Brig, Ogden Lane, Halifax, HX2 8XZ",68128705,,1750
,"Unit 2A Crossley Works, Cragg Road, Mytholmroyd, Hebden Bridge        HX7 5HR",76160749,,2700
,"25 Halifax Road, Todmorden, OL14 5AG",78192025,,5100
Coversure Insurance Services (Halifax) Ltd,"50 Wharf Street, Sowerby Bridge, HX6 2AE",77652050,,3850
,"Unit 2A, The Old Arcade, Halifax, HX1 1TJ",69024714,,6000
,"Unit 6 Victoria Works, Victoria Road, Hebden Bridge, HX7 8JX",76560712,,6700
Charisma Art Ltd,"Part Jubilee Mill, West Parade, Halifax, HX1 2TA",69360724,"Registered Office, 11 Eldroth Road, Savile Park, Halifax, HX1 3BA",2500
,"Unit 3B, Brunswick Industrial Estate, Brassey Street, Halifax              HX1 2EL",64352727,,3150
,"Adj Brookhouse Grange, Brookhouse, Ogden, Halifax              HX2 8XN",64901701,,650
Keltex Recycling Ltd,"Unit 4, Drakes Industrial Estate, Shay Lane, Halifax             HX3 6RL",68536720,"50 Stanningley Green, Mixenden, Halifax, HX2 8SJ",3900
Petrodigital Ltd,"Unit 9 No 2 Warehouse, The Wharf, Sowerby Bridge, HX6 2AG",77128739,,6300
,"Unit 4 No. 2 Warehouse, The Wharf, Sowerby Bridge, HX6 2AG",77128736,,4650
Lm Health Care Ltd,"7B Brookfoot Business Park, Elland Road, Brighouse, HD6 2SD",29236763,"Registered Office, Unit 7 Brookfoot Business Pk, Elland Road, Brighouse, HD6 2QT",5400
,"7 Barker Terrace, Hangingroyd Road, Hebden Bridge, HX7 6AQ",76032007,,2400
,"Unit Hm 28, Holmfield Mills, Holdsworth Road, Halifax              HX3 6SN",65344978,,1875
,"Unit Hm 29, Holmfield Mills, Holdsworth Road, Halifax              HX3 6SN",65344977,,1875
Dowsland Electrical Ltd,"20a Blackwall, Halifax, HX1 2BE",64268702,,2800
,"Unit 18 Windsor Works, Victoria Road, Hebden Bridge, HX7 8JX",76560735,,1700
,"220 Queens Road, Halifax, HX1 4NE",68308230,,2450
,"87 Halifax Road, Todmorden, OL14 5BB",78192087,,1650
,"41 Halifax Road, Todmorden, OL14 5BB",78192041,,2550
,"571 Gibbet Street, Halifax, HX2 0AL",65164792,,6500
,"12 Central Hall, Coronation Street, Elland, HX5 0DF",56052708,,8900
,"Room 2, Council Offices, Burnley Road, Luddendenfoot       HX2 6AA",64448716,,1800
,"Halifax Events Hall, Bedford Street, Halifax, HX1 5DL",64188704,,10500
Alan Douglas Haulage Ltd,"Maltings Garage, Halifax Road, Hipperholme, Halifax             HX3 8HQ",65232717,,8400
,"71 Southgate, Elland, HX5 0DQ",56224071,,4650
,"226 Hanson Lane, Halifax, HX1 4QU",65264226,,2200
,"230 King Cross Road, Halifax, HX1 3JP",65516230,,4800
,"Unit 5 Causey Hall, Dispensary Walk, Halifax, HX1 1QL",64824709,,2000
,"300 Gibbet Street, Halifax, HX1 4JX",65164781,,6700
,"Unit 7 & 7A, Sdh Industrial Estate, West Street, Sowerby Bridge       HX6 3BS",76648761,,9200
,"40A South Parade, Halifax, HX1 2LY",68632721,,2900
,"11A North Lea, Tuel Lane, Sowerby Bridge, HX6 2EN",77612701,,1400
,"Unit 5 Hebble End Mill, Hebble End, Hebden Bridge, HX7 6HJ",76256709,,1100
,"Cafe Todmorden Sports Centre, Ewood Lane, Todmorden, OL14 7DF",78152713,,5400
Ejw Media Ltd,"Office 37 First Floor, The E W Innovation Centre, Hopwood Lane, Halifax              HX1 5ER",64242734,,1400
Studio 54 Hair & Beauty Salon,"Haley Hill Mills, Haley Hill, Halifax, HX3 6ED",65224732,"Ground Floor Store, Haley Hill Mills, Haley Mills, HX3 6ED",3800
,"Grove Inn, 2/4 Tofts Grove Fold, Rastrick, Brighouse           HD6 3NW",29580700,,4550
Radius Creative Ltd,"Unit 19 2ND Floor, The Town Hall, St George's Street, Hebden Bridge        HX7 7BY",76500730,"Fao Mike Willshaw, Unit 19 2nd Floor, The Town Hall, St George's Street, Hebden Bridge, HX7 7BY",3250
Shoobyloo Halifax Ltd,"12 Westgate, Halifax, HX1 1DJ",69400012,"108 Commercial Street, Brighouse, HD6 1AQ",7700
,"Fox & Goose Inn, 9 Heptonstall Road, Hebden Bridge, HX7 6AZ",76264706,,11750
Symphony Financial Advisors Ltd,"126 Bradford Road, Brighouse, HD6 4AU",29080793,"126 Bradford Road, Brighouse, HD6 4AU",5100
,"Unit 2 1ST Floor, James Street Mills, James Street, Elland               HX5 0HB",56144732,,4700
Carbon Copies Ltd,"Unit 3, Hope Mill, Crescent Street, Todmorden           OL14 5HA",78547703,"C/O Warren Sheridan, 2 Merrybent Street, Todmorden, OL14 6AF",2350
Climbingskool Ltd,"Unit 2A Crow Carr Ings Mill, Vale Street, Todmorden, OL14 5HG",78500719,,1625
,"Unit 2 Old Ambulance Hall, Stansfield Road, Todmorden, OL14 5DL",78444720,,3700
,"Market Stall 80-81, Market Hall, Borough Market, Halifax             HX1 1DZ",64288742,,5600
,"Market Stall 59-60, Market Hall, Borough Market, Halifax             HX1 1DZ",64288733,,4650
,"Unit B9, Tenterfields Business Park, Burnley Road, Luddendenfoot       HX2 6EJ",64448784,,1125
,"Market Stall 116, Market Hall, Borough Market, Halifax             HX1 1DZ",64288758,,4150
,"12 Union Street, Halifax, HX1 1PR",69144012,,7100
,"64 Huddersfield Road, Elland, HX5 9AA",56132776,,3750
Re-Con Commercials Limited,"Unit 5A White Rose Mill, Holdsworth Road, Holmfield, Halifax              HX3 6SN",65344933,,6300
Y.E.S. (Your Event Solutions) Ltd,"Garage At Till Carr Barn, Till Carr Lane, Lightcliffe, Halifax              HX3 8UB",69600701,,1075
,"Unit 12, Hillas Industrial Estate, Walker Lane, Sowerby Bridge       HX6 2AR",77632719,,3650
,"Office G01, Gf Cromwell House, Elland Road, Brighouse            HD6 2RG",29236823,,2125
Oilswell Ltd,"Part Basement, Cromwell House, Elland Road, Brighouse            HD6 2RG",29236826,"Cromwell House, 421 Elland Road, Brighouse, HD6 2RG",6400
Yorkshire Office Services Ltd,"Office At Burlees House, Hangingroyd Lane, Hebden Bridge, HX7 7DD",76244735,,3050
Lambert Print And Design Ltd,"Burlees House, Hangingroyd Lane, Hebden Bridge, HX7 7DD",76244736,"Burlees House, Hangingroyd Lane, Hebden Bridge, HX7 7DD",6800
,"263 Queens Road, Halifax, HX1 4NS",68308263,,5500
,"50 Oxford Lane, Siddal, Halifax, HX3 9BJ",68168050,,3250
,"633b Bradford Road, Bailiff Bridge, Brighouse, HD6 4DN",29084742,,3100
Halifax Air Gun Club Ltd,"Unit 15A, Phoebe Lane Industrial Est., Phoebe Lane, Halifax              HX3 9EX",68248747,,3750
,"Unit 19A, Woodman Works, South Lane, Elland               HX5 0PA",56220811,,8200
,"6A Lees Buildings, Halifax Road, Hipperholme, Halifax              HX3 8EW",65624708,,2850
Clarus Energy Ltd,"Office F2 Shaw Lodge House, Shaw Lodge Mills, Shaw Lane, Halifax              HX3 9ET",68526719,,1575
Bestmed On Line Ltd,"Office No. T07, 1ST Floor Cromwell House, Elland Road, Brighouse            HD6 2RG",29236748,,1850
,"39A Market Street, Hebden Bridge, HX7 6EU",76360710,,9200
,"18g Lydgate, Northowram, Halifax, HX3 7EJ",65728708,,5000
West Central Football Club,"1ST & 2ND Floor, 8 Commercial Street, Halifax, HX1 1TA",64660750,,2800
,"Part First Floor, The Savage Centre, Eastgate, Elland               HX5 9DQ",56072713,,6400
,"Armytage Road, Brighouse, HD6 1UQ",29020714,,1525
,"Market Stall 124/131, Market Hall, Borough Market, Halifax             HX1 1DZ",64288764,,5000
,"Riverside Works, Mearclough Road, Sowerby Bridge, HX6 3LF",77340769,,4300
,"284-286 Gibbet Street, Halifax, HX1 4LY",65164884,,7100
Adventure Spec Ltd,"Units 3 & 6, Cragg Road Works, Cragg Road, Mytholmroyd          HX7 5EY",76160813,"Unit 3 Cragg Road Works, Cragg Road, Mytholmroyd, Hebden Bridge, HX7 5EY",8100
Pennine Wind Turbines Ltd,"Unit A Wood Mill, Halifax Road, Todmorden, OL14 6EE",78192822,"Unit A Wood Mill, Halifax Road, Todmorden, OL14 6EE",6000
,"Unit B Wood Mill, Halifax Road, Todmorden, OL14 6EE",78192823,,4400
,"Market Stall 63-64, Market Hall, Borough Market, Halifax             HX1 1DZ",64288735,,5800
,"Land Adj Unit 1, Harley House Mill, Blind Lane, Todmorden           OL14 5HZ",78040720,,5400
,"Unit 2, Harley House Mill, Blind Lane, Todmorden           OL14 5HZ",78040719,,3650
Guardian Security Services (Ne) Ltd,"Unit 16A, Calderdale Business Park, Club Lane, Halifax              HX2 8AX",64628833,"Unit 16a, Calderdale Business Park, Club Lane, Halifax, HX2 8DB",1175
D L Partnership (Ad) Ltd,"1ST & 2ND Floor, 46 Prescott Street, Halifax, HX1 2QW",68280729,"Fao Mr A Denham, The Mallows, Steps Lane, Sowerby Bridge, HX6 2JH",7700
,"224 Halifax Road, Ripponden, Sowerby Bridge, HX6 4BG",77240224,,1800
,"Thorpe House, Rochdale Road, Triangle, Sowerby Bridge       HX6 3DJ",77464707,,5300
,"Office F1 Shaw Lodge, Shaw Lodge Mills, Shaw Lane, Halifax              HX3 9ET",68526763,,1850
Parachute Sas Ltd,"Office F4 Shaw Lodge, Shaws Lodge Mills, Shaw Lane, Halifax              HX3 9ET",68526764,"Office F1/F4 Shaw Lodge House, Shaw Lodge Mills, Shaw Lane, Halifax, HX3 9ET",2300
Harrison Property Solutions Ltd,"Unit 6B, Calderdale Business Park, Club Lane, Halifax              HX2 8AX",64628774,"33 All Souls Road, Boothtown, Halifax, HX3 6HN",2375
,"Unit 6 Springvale Works, Elland Road, Brighouse, HD6 2RN",29236816,,3150
Bee-Suree Ltd,"Suite 3 First Floor, 22 Fountain Street, Halifax, HX1 1LW",65100700,"48a Spring Street, Spring Wood, Huddersfield, HD1 4AZ",3800
D L Partnership (S L) Ltd,"Ground Floor, 46 Prescott Street, Halifax, HX1 2QW",68280046,"188 Amersall Road, Scawthorpe, Doncaster, DN5 9PW",4700
Cubic State Ltd,"Office Suite E341, Dean Clough Office Park, Halifax, HX3 5AX",64778827,"Office Suite E341, Dean Clough Office Park, Halifax, HX3 5AX",2750
Devise Ltd,"Office Suite E223, Dean Clough Mills, Halifax, HX3 5AX",64778823,"Office Suite E223, Dean Clough Mills, Halifax, HX3 5AX",5900
Tcr Vehicle Contracts Ltd,"Delilink, Park Street, Brighouse, HD6 1JL",29460711,,8400
,"21 Bradford Road, Brighouse, HD6 1RW",29080021,,11000
,"Moorside Garage, Keighley Road, Halifax, HX2 8AR",65484706,,5300
,"Adj Lobb Stables, Halifax Road, Todmorden, OL14 5QN",78192779,,1125
P & L Nurseries Ltd,"156 Illingworth Road, Illingworth, Halifax, HX2 9RX",65424156,,9700
Select Electrical Contractors Ltd,"Unit 4, The Tannery, Bradford Road, Halifax             HX3 7HR",64332705,,1725
Crowthers (Ripponden) Ltd,"Office 5, Church View Office Centre, Elland Road, Ripponden            HX6 4DB",77196710,,2100
True North Books Ltd,"Unit Hm 22, Holmfield Mills, Holdsworth Road, Halifax              HX3 6SW",65344980,"Suite H M 2.22, Holmfield Mill, Holdsworth Road, Halifax              HX3 6SN",2475
,"Unit 2, West Parade, Halifax, HX1 2TE",69360762,,2900
Rock Drill Engineering Ltd,"Unit 8A, Topland Country Business Pk, Cragg Road, Hebden Bridge        HX7 5RU",76156722,"Unit 8a, Topland Country Bus Park, Cragg Road, Mytholmroyd, HX7 5RU",4450
,"Unit 1D, Dean Hey Country Business Pk, Cragg Road, Mytholmroyd",76160761,,8100
,"Unit 12, Kirklees Steelworks, Grove Street, Brighouse            HD6 1PL",29284737,,3250
Fat Cat Associates Ltd,"Ground Floor, 89 Stainland Road, Greetland, Halifax              HX4 8BD",64254089,"89 Stainland Road, Greetland, Halifax, HX4 8BD",5100
,"625 Bradford Road, Bailiff Bridge, Brighouse, HD6 4DN",29084625,,2700
Finestreet Ltd,"21A Back Halifax Road, Todmorden, OL14 5AG",78192771,"21a Halifax Road, Bramsche Square, Todmorden, OL14 5AG",1075
Essential Freight Ltd,"Unit 3, River Street Business Park, River Street, Brighouse            HD6 1LU",29492731,"Sowerby Croft Barn, Sowerby Croft, Norland, Halifax, HX6 3QS",3600
,"Unit 4, River Street Business Park, River Street, Brighouse            HD6 1LU",29492730,,3600
,"7A Briggate, Elland, HX5 9HG",56020007,,2900
Active Human Ltd,"Unit 1B, Topland Country Bus Pk, Cragg Road, Hebden Bridge        HX7 5RU",76156726,"Unit 1B, Topland Country Business Pk, Burnley Road, Mytholmroyd, HX7 5RU",5400
Cjrs  (Halifax) Ltd,"1a Old Market, Halifax, HX1 1TN",68140001,"2a Pinfold Lane, North Luffenham, Rutland, LE15 8LE",5500
,"196 King Cross Road, Halifax, HX1 3JP",65516196,,11500
,"30 Pellon Lane, Halifax, HX1 5SP",68236787,,2600
,"Unit 1B Queens Road Works, Queens Road, Halifax, HX1 3XY",68308830,,4450
,"32 Well Green Lane, Brighouse, HD6 2NS",29620032,,3350
,"18 Commercial Street, Halifax, HX1 1TA",64660018,,10000
,"Unit 22 & 23, Calder Workshops, Gibbet Street, Halifax             HX1 4JQ",65164744,,2650
,"Unit 2F, Ladyship Business Park, Mill Lane, Halifax              HX3 6TA",65808740,,5900
,"5 Hangingroyd Lane, Hebden Bridge, HX7 7BX",76244005,,2700
Arbe Integrated Engineering Ltd,"Coal Lane End Farm, Causeway Foot, Halifax, HX2 8YB",64516704,"Coal Lane End Farm, Causeway Foot, Halifax, HX2 8YB",6900
Hebden Bridge Light Opera Society C.I.C,"Youth House, Carlton Street, Hebden Bridge, HX7 8ER",76108704,"2 Spring Royd, Luddendenfoot, Halifax, HX2 6HW",3700
,"34 Halifax Road, Todmorden, OL14 5QG",78192034,,5700
Halifax Scaffolding Services Ltd,"Unit 27, Washer Lane Works, Washer Lane, Halifax             HX2 7DX",69296712,"21 Golding Hop Close, Ovenden Wood, Halifax, HX2 0SQ",1975
Deano's Motors Limited,"Unit 1, River Street Business Park, River Street, Brighouse            HD6 1LU",29492732,"Unit 1, River Street Business Park, River Street, Brighouse, HD6 1LU",4450
,"Pt First Flr Slitheroe Works, Oldham Road, Rishworth, Sowerby Bridge       HX6 4EW",77412739,,2800
Lovebread C.I.C,"Unit 2, 7 Martin Street, Brighouse, HD6 1DA",29408724,,2475
,"100A Briggate, Brighouse, HD6 1EL",29100715,,2750
,"356 Ovenden Road, Halifax, HX3 5TJ",68156723,,4250
Imagineer Development Cic,"Unit 1, Princess Court Business Cntr, 36 Gibbet Street, Halifax              HX1 5BA",65164843,,8300
,"12 Southgate, Elland, HX5 0BW",56224012,,2900
,"Unit 22, Moderna Business Park, Burnley Road, Hebden Bridge        HX7 5QQ",76252770,,8000
Rhinestones On-Line Ltd & Axznt Ltd,"14 Huddersfield Road, Brighouse, HD6 1JZ",29344851,,6200
,"59 Commercial Street, Halifax, HX1 1BE",64660748,,9300
,"252 Halifax Road, Ripponden, Sowerby Bridge, HX6 4BG",77240252,,2475
New Inn (Mount Tabor) Limited,"New Inn, Heath Hill Road, Halifax, HX2 0UT",65296700,,6700
,"Part A, Battinson Road Garage, Battinson Road, Halifax              HX1 4RP",64176716,,7600
Emotions Funeral Service Ltd,"Lower Lodge, Stoney Royd Cemetery, Siddal New Road, Halifax              HX3 9HR",68572701,"North Lodge, Stoney Royd, Halifax, HX3 9HR",2750
,"26 Burnley Road, Todmorden, OL14 5EZ",78076026,,2800
,"Unit 1, 535 Bradford Road, Bailiff Bridge, Brighouse            HD6 4DL",29084535,,9000
,"1 St Johns Lane, Halifax, HX1 2JD",68740712,,3150
Michael Denton Associates Ltd,"1 St Johns Lane, Halifax, HX1 2JD",68740713,"1 St Johns Lane, Halifax, HX1 2JD",3500
,"8 St James Road, Halifax, HX1 1YS",68728008,,2850
,"Music 1, 7 Martin Street, Brighouse, HD6 1DA",29408720,,2850
,"Gable, 141 Queens Road, Halifax, HX1 3XY",68308141,,275
,"2 Church Street, Brighouse, HD6 3NF",29160701,,8300
,"25 Ovenden Road, Halifax, HX3 5QG",65625025,,5100
Mbi Asset Management Ltd,"4 Tower Hill, Sowerby Bridge, HX6 2EQ",77596716,"2nd Floor, No 4 Warehouse, Canal Basin, Sowerby Bridge, HX6 2AG",8100
Quality Car Care (Uk) Ltd,"Unit 20/21, Asquith Bottom Mills, Sowerby Bridge, HX6 3BS",77024782,,3950
,"Unit 1A Hollins Mill, Rochdale Road, Todmorden, OL14 6SA",78400717,,4750
,"Unit 29, Phoebe Lane Industrial Est., Halifax, HX3 9EX",68248702,,2300
P.C Lifting Services Ltd,"Unit 2a, Brunswick Works, Brassey Street, Halifax             HX1 2EA",64352705,"Unit 2a, Brunswick Mill, South Street, Halifax, HX1 2EL",3150
,"Stod Fold Brewery, 6 Stod Fold, Mixenden, Halifax              HX2 8XL",68854703,,2750
,"Adj 1 Keighley Drive, Halifax, HX2 8HD",65480701,,3200
Calder Valley Conservative Association,"Unit 7A 1ST Floor, Brookfoot Business Park, Elland Road, Brighouse            HD6 2SD",29236827,,4250
Mr Craig Whitaker Mp,"Unit 7C, Brookfoot Business Park, Elland Road, Brighouse            HD6 2SD",29236828,,4050
,"303 Gibbet Street, Halifax, HX1 4JX",65164303,,2300
,"Unit G6, Tenterfields Business Park, Luddendenfoot, Halifax             HX2 6EQ",64448767,,5900
,"Unit G, Third Floor, Asquith Bottom Works, Water Street, Sowerby Bridge       HX6 3BS",77690718,,780
,"28 Horton Street, Halifax, HX1 1PU",65388710,,7800
,"West Street, Sowerby Bridge, HX6 3AL",77648729,,7600
Replicar Ltd,"Office Suite D 23, Dean Clough Mills, Halifax, HX3 5AX",64788812,,2500
Pension Compensation (Uk) Ltd,"Office Suite D 262, Dean Clough Mills, Halifax, HX3 5AX",64778779,,1675
Sugden Precision Engineers Ltd,"Denby Place, Sowerby Bridge, HX6 2ER",77184700,"Denby Place, Sowerby Bridge, HX6 2ER",4850
,"Unit 2 Stotts Island, 17 Wakefield Road, Brighouse, HD6 1PE",29608759,,9100
,"Manchester House, 68 Carr House Road, Shelf, Halifax             HX3 7RJ",64500709,,6400
,"Garage 1, Co-Operative Yard, Heptonstall, Hebden Bridge        HX7 6NJ",76540705,,1625
Energy Renovation Systems Ltd,"Unit 6 Branxholme Estate, Bradford Road, Bailiff Bridge, Brighouse            HD6 4EA",29084783,,7600
,"37 Stainland Road, Greetland, Halifax, HX4 8AD",64254037,,1825
Greenfield Controls Ltd,"Unit 4 Emstead Works, Old Lane, Halifax, HX3 5QN",68132727,"11 Hazeldene, Queensbury, Bradford, BD13 2BB",11750
Opticare Eyecare Specialists Ltd,"276 Queens Road, Halifax, HX1 4NJ",68308276,"1116 Bolton Road, Bradford, West Yorkshire, BD2 4HS",5200
,"61a/63 Halifax Road, Todmorden, OL14 5BB",78192765,,2550
Ifreight Ltd,"Office H M 3.4, Holmfield Mills, Holdsworth Road, Halifax              HX3 6SN",65344837,"Office Hm 3.4, Holmfield Mills, Holdsworth Road, Halifax, HX3 6SN",1975
,"104 Southgate, Elland, HX5 0EP",56224748,,9700
,"Square Road, Halifax, HX1 1QG",68708719,,3750
M R G Fabrications (Yorkshire) Ltd,"Lee Mills, Lee Bridge, Halifax, HX3 5AT",65600700,"Unit 1 Lee Mills, Lee Bridge, Halifax, HX3 5AT",11500
,"Pear Tree Garage, Halifax Old Road, Hipperholme, Halifax              HX3 8PJ",65232714,,6300
,"17 St Georges Square, Hebden Bridge, HX7 8ET",76508017,,7400
,"Workshops At Pine Furniture, Godley Road, Halifax, HX3 6AH",65184706,,3500
,"Showroom At Pine Furniture, Godley Road, Halifax, HX3 6AH",65184707,,7700
Moor Moves Ltd,"4 Crown Street, Hebden Bridge, HX7 8EH",76176725,"4 Crown Street, Hebden Bridge, HX7 8EH",11000
,"2 Railway Street, Brighouse, HD6 1HQ",29476002,,4000
,"358, 360, 362 Ovenden Road, Halifax, HX3 5TJ",65625708,,10000
,"Unit 1 (Gf), The Old Mill, Wellington Mills, Quebec Street, Elland               HX5 9AS",56196761,,8900
,"6 St James Road, Halifax, HX1 1YS",68728006,,2550
,"Unit 3, 535 Bradford Road, Bailiff Bridge, Brighouse            HD6 4DL",29084830,,6700
,"Office 30 First Floor, The E W Innovation Centre, Hopwood Lane, Halifax              HX1 5ER",64242727,,1925
,"Unit 68 Bowers Mill, Branch Road, Barkisland, Halifax              HX4 0AD",64344752,,4600
,"Unit 69 Bowers Mill, Branch Road, Barkisland, Halifax              HX4 0AD",64344753,,3050
,"19 High Street, Halifax, HX1 2ST",65324019,,3900
,"105 Haley Hill, Halifax, HX3 6EE",65224716,,2000
Northgate Fabrications Ltd,"Unit 1 Woodman Works, South Lane, Elland, HX5 0PA",56220721,"16 Bracken Way, Elland, HX5 9QH",4650
,"303 Claremount Road, Halifax, HX3 6AW",64592303,,3700
Eclipse Specialist Cars Ltd,"Armytage Road, Brighouse, HD6 1PT",29020705,,10500
,"113 Bolton Brow, Sowerby Bridge, HX6 2BD",77076113,,2450
,"73 Catherine Street, Elland, HX5 0JB",56032073,,2550
,"Triangle Post Office, 55 Rochdale Road, Triangle, Sowerby Bridge      HX6 3NE",77608055,,2275
G P S Range Services Ltd,"Unit G4, Tenterfield Business Park, Luddendenfoot, Halifax              HX2 6EQ",64448800,"F.A.O. Mr Stott, 1 Washington House, Hubberton, Sowerby Bridge, HX6 1NP",2750
,"Unit 32 2ND Floor, The Town Hall, St George's Street, Hebden Bridge        HX7 7BY",76500727,,2275
Celebration Of Life Ltd,"Council Offices, Leeds Road, Hipperholme, Halifax             HX3 8ND",65616703,"13 Leeds Road, Hipperholme, Halifax, HX3 8ND",2700
The Cake Emporium Ltd,"Bbw Business Cent. Base & Gf, 12 Wade House Road, Shelf, Halifax              HX3 7PB",69216733,,4400
,"Land At Sandbed Garage, Burnley Road, Sandbed, Hebden Bridge        HX7 6PT",76456705,,5400
,"7 King Cross Street, Halifax, HX1 2SH",65520007,,5300
The Halifax Renewable Energy Co Ltd,"Unit 4, Hansonlane Enterprise Centre, Hanson Lane, Halifax              HX1 5PG",65264778,"5 Buttress, Luddenden, Halifax, HX2 6SW",3850
,"Unit 8, Hansonlane Enterprise Centre, Hanson Lane, Halifax             HX1 5PG",65264725,,2075
Asian Women's Resource Association,"Butler Sports & Social Club, Adelaide Street, Halifax, HX1 4LY",64024705,"Adelaide Street, Off Gibbet Street, Halifax, HX1 4LY",2650
Incredible Edible Growing Ltd,"Land Adj Light Bank Lock, Deanroyd Road, Walsden, Todmorden           OL14 6TT",78124701,"Grumpy's Mill, Blind Lane, Todmorden, OL14 5HZ",5600
,"57 Stainland Road, Greetland, Halifax, HX4 8BD",68772057,,4600
,"Unit 8, Calder Workshops, Gibbet Street, Halifax             HX1 4JQ",65164757,,1875
,"Storeroom 24 Market Hall, Brook Street, Todmorden, OL14 5AJ",78068753,,315
Grey & Co,"Office Suite D 47, Dean Clough Mills, Halifax, HX3 5AX",64788835,,2350
,"76 Huddersfield Road, Elland, HX5 9AA",56132074,,2300
,"9 Cross Street West, Halifax, HX2 0HA",64732009,,3950
,"308a Salterhebble Hill, Halifax, HX3 0QT",68452705,,2100
,"76 Hopwood Lane, Halifax, HX1 4DG",64242076,,1300
,"44 Parkinson Lane, Halifax, HX1 3XL",68224044,,2150
,"46 Wakefield Road, Hipperholme, Halifax, HX3 8AQ",69244706,,4750
Edkins & Holmes Estate Agents Ltd,"6A Stainland Road, Greetland, Halifax, HX4 8AD",64254745,"6a Stainland Road, Greetland, Halifax, HX4 8AD",3900
Bridge Antiques And Furniture Ltd,"20 Wharf Street, Sowerby Bridge, HX6 2AE",77652020,,4000
,"Unit 12, Branxholme Industrial Estate, Bradford Road, Brighouse            HD6 4EA",29080779,,5700
Thai Corner 2 Ltd,"18 Cow Green, Halifax, HX1 1HX",64700018,,5200
,"39 Southgate, Halifax, HX1 1DL",68652039,,8600
,"9 Bridge Gate, Hebden Bridge, HX7 8EX",76060009,,11500
Buckwell News Ltd,"98a Free School Lane, Halifax, HX1 2XE",65108702,,11250
G.B Windows [Halifax] Ltd,"Unit 3 Springvale Works, Elland Road, Brighouse, HD6 2RN",29236818,"Unit 3, Springvale Works, Elland Road, Brighouse, HD6 2RN",6000
,"1 Stansfield Road, Todmorden, OL14 5DN",78444001,,2050
,"16B Queens Road, Halifax, HX1 3NS",68308832,,6500
Raw Hairdressing Ltd,"Park Row, Brighouse, HD6 1AB",29456705,,5800
,"30 Town Hall Street, Sowerby Bridge, HX6 2EA",77600030,,1700
,"Garage Unit 7A, Woodman Works, South Lane, Elland               HX5 0PA",56220769,,4500
,"Unit 3 Windsor Works, Victoria Road, Hebden Bridge, HX7 8JX",76560720,,1375
Bongo Spares (Uk) Ltd,"Unit 5, Rishworth Business Complex, Rishworth, Sowerby Bridge       HX6 4EW",77412732,"127a Oldham Road, Ripponden, HX6 4QG",8800
,"46 Wharf Street, Sowerby Bridge, HX6 2AE",77652046,,3650
,"Unit 1B/1C Mill Fold, Elland Road, Ripponden, Sowerby Bridge       HX6 4HS",77196723,,7000
,"202 King Cross Road, Halifax, HX1 3JP",65516202,,6400
,"16A Queens Road, Halifax, HX1 3NS",68308831,,2475
Kindus Solutions Ltd,"Unit 25 2ND Floor, The Town Hall, St George's Street, Hebden Bridge        HX7 7BY",76500749,"Unit 25, The Town Hall, St Georges Street, Hebden Bridge, HX7 7BY",2175
,"1ST & 2ND Floor, 4 Garden Street, Hebden Bridge, HX7 8AQ",76220702,,4550
,"170 King Cross Road, Halifax, HX1 3LN",65516170,,4800
,"105 Halifax Road, Ripponden, Sowerby Bridge, HX6 4DA",77240105,,6000
,"4 West Street, Sowerby Bridge, HX6 3AN",77648004,,2050
,"14 West Street, Sowerby Bridge, HX6 3AN",77648014,,3050
,"New Delight Inn, Blackshawhead, Hebden Bridge, HX7 7HT",76304700,,6700
Feral Studios Ltd,"2ND Flr Unit 1, Wellington Mills, Quebec Street, Elland               HX5 9AS",56196760,,4100
,"Unit 2/9 Mearclough Works, Mearclough Road, Sowerby Bridge, HX6 3LF",77340759,,2350
,"Unit 2 Halifax Autocars, Shay Lane, Halifax, HX3 6QU",68536750,,2750
