Organisation Name,Effective Date,Service,Supplier Name,Paid Date,Net Amount (£),Purpose,Transaction Number
ROCHDALE BOROUGH COUNCIL,08/04/2016,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,08/04/2016,540.86,RESIDENTIAL LONG TERM,V000998049
ROCHDALE BOROUGH COUNCIL,08/04/2016,PHYSICAL DIS & OLDER PEOPLE,CHADDERTON TOTAL CARE UNIT LTD,08/04/2016,1228.94,RESIDENTIAL LONG TERM,V000998050
ROCHDALE BOROUGH COUNCIL,08/04/2016,PHYSICAL DIS & OLDER PEOPLE,EAST AND WEST HEALTHCARE LIMITED,08/04/2016,1161,RESIDENTIAL LONG TERM,V000998051
ROCHDALE BOROUGH COUNCIL,08/04/2016,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,08/04/2016,535.54,NURSING LONG TERM,V000998052
ROCHDALE BOROUGH COUNCIL,08/04/2016,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,08/04/2016,801.3,NURSING LONG TERM,V000998053
ROCHDALE BOROUGH COUNCIL,08/04/2016,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,08/04/2016,917.12,PERSONAL BUDGETS - MANAGED,V000998055
ROCHDALE BOROUGH COUNCIL,08/04/2016,PHYSICAL DIS & OLDER PEOPLE,PASSMONDS NURSING HOME,08/04/2016,1086.1,RESIDENTIAL LONG TERM,V000998056
ROCHDALE BOROUGH COUNCIL,08/04/2016,PHYSICAL DIS & OLDER PEOPLE,LEYTON HEALTHCARE NO 12 LTD,08/04/2016,-956.96,RESIDENTIAL LONG TERM,V000998058
ROCHDALE BOROUGH COUNCIL,08/04/2016,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,08/04/2016,555.88,RESIDENTIAL LONG TERM,V000998059
ROCHDALE BOROUGH COUNCIL,08/04/2016,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,08/04/2016,1340.72,SELF - FUNDING DEFERRED PAYMENTS,V000998060
ROCHDALE BOROUGH COUNCIL,08/04/2016,PHYSICAL DIS & OLDER PEOPLE,ASQUITH HALL,08/04/2016,4800,NURSING LONG TERM,V000998061
ROCHDALE BOROUGH COUNCIL,08/04/2016,PHYSICAL DIS & OLDER PEOPLE,ARCHMOOR CARE HOME,08/04/2016,549.88,RESIDENTIAL LONG TERM,V000998062
ROCHDALE BOROUGH COUNCIL,08/04/2016,PHYSICAL DIS & OLDER PEOPLE,FOUR SEASONS HEALTHCARE,08/04/2016,606.04,RESIDENTIAL LONG TERM,V000998063
ROCHDALE BOROUGH COUNCIL,08/04/2016,PHYSICAL DIS & OLDER PEOPLE,ORCHARD CARE HOMES,08/04/2016,1313.8,NURSING LONG TERM,V000998065
ROCHDALE BOROUGH COUNCIL,08/04/2016,PHYSICAL DIS & OLDER PEOPLE,EAST & WEST HEALTHCARE LIMITED,08/04/2016,1261.04,RESIDENTIAL LONG TERM,V000998066
ROCHDALE BOROUGH COUNCIL,08/04/2016,PHYSICAL DIS & OLDER PEOPLE,FINBROOK LIMITED,08/04/2016,1001.27,RESIDENTIAL LONG TERM,V000998067
ROCHDALE BOROUGH COUNCIL,08/04/2016,PHYSICAL DIS & OLDER PEOPLE,ORCHARD CARE HOMES,08/04/2016,1260.86,NURSING LONG TERM,V000998072
ROCHDALE BOROUGH COUNCIL,08/04/2016,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,08/04/2016,632.1,RESIDENTIAL LONG TERM,V000998073
ROCHDALE BOROUGH COUNCIL,08/04/2016,PHYSICAL DIS & OLDER PEOPLE,BEECH HOUSE,08/04/2016,1092.92,RESIDENTIAL LONG TERM,V000998074
ROCHDALE BOROUGH COUNCIL,08/04/2016,PHYSICAL DIS & OLDER PEOPLE,THE ROYAL MASONIC BENEVOLENT INSTITUTION,08/04/2016,1122.96,RESIDENTIAL LONG TERM,V000998075
ROCHDALE BOROUGH COUNCIL,08/04/2016,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,08/04/2016,617.02,RESIDENTIAL LONG TERM,V000998077
ROCHDALE BOROUGH COUNCIL,08/04/2016,PHYSICAL DIS & OLDER PEOPLE,ELIZABETH HOUSE OLDHAM LTD,08/04/2016,970.2,RESIDENTIAL LONG TERM,V000998078
ROCHDALE BOROUGH COUNCIL,08/04/2016,PHYSICAL DIS & OLDER PEOPLE,HORIZON  RESIDENTIAL HOMES LTD,08/04/2016,1116.6,RESIDENTIAL LONG TERM,V000998079
ROCHDALE BOROUGH COUNCIL,08/04/2016,LEARNING DIS & MENTAL HEALTH,EAST AND WEST HEALTHCARE LIMITED,08/04/2016,1662,NURSING LONG TERM,V000998080
ROCHDALE BOROUGH COUNCIL,08/04/2016,PHYSICAL DIS & OLDER PEOPLE,LILY CARE LIMITED,08/04/2016,1076.86,RESIDENTIAL LONG TERM,V000998083
ROCHDALE BOROUGH COUNCIL,08/04/2016,PHYSICAL DIS & OLDER PEOPLE,EAGLE CARE HOMES LTD,08/04/2016,1078.84,RESIDENTIAL LONG TERM,V000998084
ROCHDALE BOROUGH COUNCIL,08/04/2016,PHYSICAL DIS & OLDER PEOPLE,CLEGGSWORTH CARE HOME LIMITED,08/04/2016,541.76,RESIDENTIAL LONG TERM,V000998087
ROCHDALE BOROUGH COUNCIL,08/04/2016,PHYSICAL DIS & OLDER PEOPLE,ROSEMARY CARE HOME,08/04/2016,1072.16,RESIDENTIAL LONG TERM,V000998088
ROCHDALE BOROUGH COUNCIL,08/04/2016,PHYSICAL DIS & OLDER PEOPLE,FOUR SEASONS HEALTHCARE,08/04/2016,630.66,RESIDENTIAL LONG TERM,V000998089
ROCHDALE BOROUGH COUNCIL,08/04/2016,LEARNING DIS & MENTAL HEALTH,HEATHCOTES GROUP,08/04/2016,10799.28,RESIDENTIAL LONG TERM,V000998090
ROCHDALE BOROUGH COUNCIL,08/04/2016,PHYSICAL DIS & OLDER PEOPLE,ORCHARD CARE HOMES,08/04/2016,1148,RESIDENTIAL LONG TERM,V000998093
ROCHDALE BOROUGH COUNCIL,08/04/2016,PHYSICAL DIS & OLDER PEOPLE,ASHBOURNE NURSING HOME,08/04/2016,533.12,NURSING LONG TERM,V000998094
ROCHDALE BOROUGH COUNCIL,08/04/2016,PHYSICAL DIS & OLDER PEOPLE,EAGLE CARE HOMES LTD,08/04/2016,560,PERSONAL BUDGETS - MANAGED,V000998097
ROCHDALE BOROUGH COUNCIL,08/04/2016,PHYSICAL DIS & OLDER PEOPLE,EAST AND WEST HEALTHCARE LIMITED,08/04/2016,1113.08,RESIDENTIAL LONG TERM,V000998101
ROCHDALE BOROUGH COUNCIL,08/04/2016,PHYSICAL DIS & OLDER PEOPLE,LITTLE HEATON CARE HOME,08/04/2016,1100.04,RESIDENTIAL LONG TERM,V000998105
ROCHDALE BOROUGH COUNCIL,08/04/2016,PHYSICAL DIS & OLDER PEOPLE,STAMFORD HOUSE REST HOME LIMITED,08/04/2016,1340.2,RESIDENTIAL LONG TERM,V000998107
ROCHDALE BOROUGH COUNCIL,08/04/2016,PHYSICAL DIS & OLDER PEOPLE,AVERY HOMES MOSTON LIMITED,08/04/2016,1255.4,RESIDENTIAL LONG TERM,V000998108
ROCHDALE BOROUGH COUNCIL,08/04/2016,LEARNING DIS & MENTAL HEALTH,ROCHDALE GATEWAY LEISURE LIMITED,08/04/2016,805.2,PERSONAL BUDGETS - MANAGED,V000998109
ROCHDALE BOROUGH COUNCIL,08/04/2016,PHYSICAL DIS & OLDER PEOPLE,FINBROOK LIMITED,08/04/2016,1085.6,RESIDENTIAL LONG TERM,V000998111
ROCHDALE BOROUGH COUNCIL,08/04/2016,PHYSICAL DIS & OLDER PEOPLE,EMBRACE ALL LTD,08/04/2016,1145.14,RESIDENTIAL LONG TERM,V000998112
ROCHDALE BOROUGH COUNCIL,08/04/2016,LEARNING DIS & MENTAL HEALTH,ROCHDALE GATEWAY LEISURE LIMITED,08/04/2016,1435.2,PERSONAL BUDGETS - MANAGED,V000998113
ROCHDALE BOROUGH COUNCIL,08/04/2016,PHYSICAL DIS & OLDER PEOPLE,ELDERCARE LANCS LIMITED,08/04/2016,1112,RESIDENTIAL LONG TERM,V000998115
ROCHDALE BOROUGH COUNCIL,08/04/2016,PHYSICAL DIS & OLDER PEOPLE,FIELDHOUSE NURSING HOME,08/04/2016,530.08,RESIDENTIAL LONG TERM,V000998116
ROCHDALE BOROUGH COUNCIL,08/04/2016,PHYSICAL DIS & OLDER PEOPLE,ELDERCARE LANCS LIMITED,08/04/2016,1133.08,RESIDENTIAL LONG TERM,V000998117
ROCHDALE BOROUGH COUNCIL,08/04/2016,PHYSICAL DIS & OLDER PEOPLE,BELVOIR CARE HOME LIMITED,08/04/2016,1662,RESIDENTIAL LONG TERM,V000998118
ROCHDALE BOROUGH COUNCIL,08/04/2016,PHYSICAL DIS & OLDER PEOPLE,SILVERDALE CARE HOMES LIMITED,08/04/2016,1662,NURSING LONG TERM,V000998120
ROCHDALE BOROUGH COUNCIL,08/04/2016,PHYSICAL DIS & OLDER PEOPLE,FOUR SEASONS HEALTHCARE,08/04/2016,541,RESIDENTIAL LONG TERM,V000998124
ROCHDALE BOROUGH COUNCIL,08/04/2016,LEARNING DIS & MENTAL HEALTH,SUNNYBANK P R S LTD,08/04/2016,2273.76,RESIDENTIAL LONG TERM,V000998125
ROCHDALE BOROUGH COUNCIL,08/04/2016,PHYSICAL DIS & OLDER PEOPLE,SILVERDALE CARE HOMES LIMITED,08/04/2016,1128.75,RESIDENTIAL LONG TERM,V000998126
ROCHDALE BOROUGH COUNCIL,08/04/2016,PHYSICAL DIS & OLDER PEOPLE,SILVERDALE CARE HOMES LIMITED,08/04/2016,1255.4,RESIDENTIAL LONG TERM,V000998127
ROCHDALE BOROUGH COUNCIL,08/04/2016,PHYSICAL DIS & OLDER PEOPLE,STANSFIELD HALL REST HOME,08/04/2016,759.16,RESIDENTIAL LONG TERM,V000998128
ROCHDALE BOROUGH COUNCIL,08/04/2016,PHYSICAL DIS & OLDER PEOPLE,FIELDHOUSE NURSING HOME,08/04/2016,529.6,RESIDENTIAL LONG TERM,V000998129
ROCHDALE BOROUGH COUNCIL,08/04/2016,PHYSICAL DIS & OLDER PEOPLE,FUTURE DIRECTIONS CIC,08/04/2016,3465,PERSONAL BUDGETS - MANAGED,V000998131
ROCHDALE BOROUGH COUNCIL,08/04/2016,PHYSICAL DIS & OLDER PEOPLE,FUTURE DIRECTIONS CIC,08/04/2016,4620,PERSONAL BUDGETS - MANAGED,V000998132
ROCHDALE BOROUGH COUNCIL,08/04/2016,PHYSICAL DIS & OLDER PEOPLE,FUTURE DIRECTIONS CIC,08/04/2016,4620,PERSONAL BUDGETS - MANAGED,V000998133
ROCHDALE BOROUGH COUNCIL,08/04/2016,LEARNING DIS & MENTAL HEALTH,EHC MOSTON GRANGE LTD,08/04/2016,2160,RESIDENTIAL LONG TERM,V000998136
ROCHDALE BOROUGH COUNCIL,08/04/2016,PHYSICAL DIS & OLDER PEOPLE,ORCHARD CARE HOMES,08/04/2016,1129.76,RESIDENTIAL LONG TERM,V000998137
ROCHDALE BOROUGH COUNCIL,08/04/2016,LEARNING DIS & MENTAL HEALTH,ALMOND VILLAS LIMITED,08/04/2016,1982.4,NURSING LONG TERM,V000998138
ROCHDALE BOROUGH COUNCIL,08/04/2016,PHYSICAL DIS & OLDER PEOPLE,EAST AND WEST HEALTHCARE LIMITED,08/04/2016,1105.68,NURSING LONG TERM,V000998139
ROCHDALE BOROUGH COUNCIL,08/04/2016,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,08/04/2016,530.48,RESIDENTIAL LONG TERM,V000998141
ROCHDALE BOROUGH COUNCIL,08/04/2016,LEARNING DIS & MENTAL HEALTH,STEPPING STONES SERVICES LTD,08/04/2016,1125,PERSONAL BUDGETS - MANAGED,V000998142
ROCHDALE BOROUGH COUNCIL,08/04/2016,LEARNING DIS & MENTAL HEALTH,CALTON SYSTEMS LIMITED,08/04/2016,799.71,RESIDENTIAL LONG TERM,V000998144
ROCHDALE BOROUGH COUNCIL,08/04/2016,LEARNING DIS & MENTAL HEALTH,CALTON SYSTEMS LIMITED,08/04/2016,2080,RESIDENTIAL LONG TERM,V000998145
ROCHDALE BOROUGH COUNCIL,08/04/2016,LEARNING DIS & MENTAL HEALTH,CALTON SYSTEMS LIMITED,08/04/2016,2080,RESIDENTIAL LONG TERM,V000998146
ROCHDALE BOROUGH COUNCIL,08/04/2016,LEARNING DIS & MENTAL HEALTH,ORCHARD CARE HOMES,08/04/2016,1281.4,NURSING LONG TERM,V000998147
ROCHDALE BOROUGH COUNCIL,08/04/2016,PHYSICAL DIS & OLDER PEOPLE,FOUR SEASONS HEALTHCARE,08/04/2016,527.36,NURSING LONG TERM,V000998151
ROCHDALE BOROUGH COUNCIL,08/04/2016,PHYSICAL DIS & OLDER PEOPLE,ATLANTIS MEDICARE LTD,08/04/2016,1063.98,RESIDENTIAL LONG TERM,V000998152
ROCHDALE BOROUGH COUNCIL,08/04/2016,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,08/04/2016,534.5,NURSING LONG TERM,V000998153
ROCHDALE BOROUGH COUNCIL,08/04/2016,PHYSICAL DIS & OLDER PEOPLE,FINBROOK LIMITED,08/04/2016,604.23,RESIDENTIAL LONG TERM,V000998155
ROCHDALE BOROUGH COUNCIL,08/04/2016,PHYSICAL DIS & OLDER PEOPLE,CIC GROUP EACHSTEP BLACKLEY,08/04/2016,3937.64,NURSING LONG TERM,V000998156
ROCHDALE BOROUGH COUNCIL,08/04/2016,PHYSICAL DIS & OLDER PEOPLE,HC ONE LTD,08/04/2016,1069.56,RESIDENTIAL LONG TERM,V000998157
ROCHDALE BOROUGH COUNCIL,08/04/2016,PHYSICAL DIS & OLDER PEOPLE,PASSMONDS NURSING HOME,08/04/2016,1148,RESIDENTIAL LONG TERM,V000998158
ROCHDALE BOROUGH COUNCIL,08/04/2016,LEARNING DIS & MENTAL HEALTH,FUTURE DIRECTIONS CIC,08/04/2016,900,PERSONAL BUDGETS - MANAGED,V000998160
ROCHDALE BOROUGH COUNCIL,08/04/2016,PHYSICAL DIS & OLDER PEOPLE,EAGLE CARE HOMES LTD,08/04/2016,1178.36,RESIDENTIAL LONG TERM,V000998161
ROCHDALE BOROUGH COUNCIL,08/04/2016,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,08/04/2016,549.88,RESIDENTIAL LONG TERM,V000998162
ROCHDALE BOROUGH COUNCIL,08/04/2016,PHYSICAL DIS & OLDER PEOPLE,LEYTON HEALTHCARE NO 12 LTD,08/04/2016,922.18,NURSING LONG TERM,V000998164
ROCHDALE BOROUGH COUNCIL,08/04/2016,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,08/04/2016,536.38,NURSING LONG TERM,V000998165
ROCHDALE BOROUGH COUNCIL,08/04/2016,PHYSICAL DIS & OLDER PEOPLE,ANTONI & RIENZIE LTD,08/04/2016,1031.94,RESIDENTIAL LONG TERM,V000998166
ROCHDALE BOROUGH COUNCIL,08/04/2016,PHYSICAL DIS & OLDER PEOPLE,ROSEMARY CARE HOME,08/04/2016,1312.84,SELF - FUNDING DEFERRED PAYMENTS,V000998168
ROCHDALE BOROUGH COUNCIL,08/04/2016,PHYSICAL DIS & OLDER PEOPLE,ORCHARD CARE HOMES,08/04/2016,1148,NURSING LONG TERM,V000998169
ROCHDALE BOROUGH COUNCIL,08/04/2016,PHYSICAL DIS & OLDER PEOPLE,THE JOSEPH COX CHARITY,08/04/2016,1915.4,RESIDENTIAL LONG TERM,V000998170
ROCHDALE BOROUGH COUNCIL,08/04/2016,PHYSICAL DIS & OLDER PEOPLE,EAGLE CARE HOMES LTD,08/04/2016,1139.66,RESIDENTIAL LONG TERM,V000998171
ROCHDALE BOROUGH COUNCIL,08/04/2016,PHYSICAL DIS & OLDER PEOPLE,BEECH HOUSE,08/04/2016,1148,RESIDENTIAL LONG TERM,V000998172
ROCHDALE BOROUGH COUNCIL,08/04/2016,LEARNING DIS & MENTAL HEALTH,STEPPING STONES SERVICES LTD,08/04/2016,3423,HOME CARE SPOT PURCHASES,V000998173
ROCHDALE BOROUGH COUNCIL,08/04/2016,PHYSICAL DIS & OLDER PEOPLE,BEECH HOUSE,08/04/2016,-981.68,RESIDENTIAL LONG TERM,V000998175
ROCHDALE BOROUGH COUNCIL,08/04/2016,PHYSICAL DIS & OLDER PEOPLE,BEECH HOUSE,08/04/2016,-981.68,RESIDENTIAL LONG TERM,V000998176
ROCHDALE BOROUGH COUNCIL,08/04/2016,PHYSICAL DIS & OLDER PEOPLE,D & A C FITTON,08/04/2016,1148,RESIDENTIAL LONG TERM,V000998177
ROCHDALE BOROUGH COUNCIL,08/04/2016,LEARNING DIS & MENTAL HEALTH,RESPITE NORTH WEST LIMITED,08/04/2016,1205,PERSONAL BUDGETS - MANAGED,V000998178
ROCHDALE BOROUGH COUNCIL,08/04/2016,LEARNING DIS & MENTAL HEALTH,ALMOND VILLAS LIMITED,08/04/2016,1982.4,NURSING LONG TERM,V000998179
ROCHDALE BOROUGH COUNCIL,08/04/2016,PHYSICAL DIS & OLDER PEOPLE,LITTLEBOROUGH CARE HOME LIMITED,08/04/2016,1052.46,RESIDENTIAL LONG TERM,V000998180
ROCHDALE BOROUGH COUNCIL,08/04/2016,PHYSICAL DIS & OLDER PEOPLE,OAKLANDS NURSING HOME,08/04/2016,695.5,RESIDENTIAL LONG TERM,V000998182
ROCHDALE BOROUGH COUNCIL,08/04/2016,PHYSICAL DIS & OLDER PEOPLE,ANTONI & RIENZIE LTD,08/04/2016,1164,RESIDENTIAL LONG TERM,V000998183
ROCHDALE BOROUGH COUNCIL,08/04/2016,LEARNING DIS & MENTAL HEALTH,ROCHDALE GATEWAY LEISURE LIMITED,08/04/2016,793.12,PERSONAL BUDGETS - MANAGED,V000998184
ROCHDALE BOROUGH COUNCIL,08/04/2016,PHYSICAL DIS & OLDER PEOPLE,LEIGHTON HOUSE RETIREMENT HOME LIMITED,08/04/2016,1141.72,RESIDENTIAL LONG TERM,V000998186
ROCHDALE BOROUGH COUNCIL,08/04/2016,PHYSICAL DIS & OLDER PEOPLE,HC ONE LTD,08/04/2016,1255.4,RESIDENTIAL LONG TERM,V000998187
ROCHDALE BOROUGH COUNCIL,08/04/2016,PHYSICAL DIS & OLDER PEOPLE,ELDERCARE LANCS LIMITED,08/04/2016,842.54,RESIDENTIAL LONG TERM,V000998188
ROCHDALE BOROUGH COUNCIL,08/04/2016,PHYSICAL DIS & OLDER PEOPLE,ORCHARD CARE HOMES,08/04/2016,1148,RESIDENTIAL LONG TERM,V000998189
ROCHDALE BOROUGH COUNCIL,08/04/2016,PHYSICAL DIS & OLDER PEOPLE,LITTLE HEATON CARE HOME,08/04/2016,900.36,RESIDENTIAL LONG TERM,V000998191
ROCHDALE BOROUGH COUNCIL,08/04/2016,PHYSICAL DIS & OLDER PEOPLE,LEIGHTON HOUSE RETIREMENT HOME LIMITED,08/04/2016,1148,RESIDENTIAL LONG TERM,V000998192
ROCHDALE BOROUGH COUNCIL,08/04/2016,PHYSICAL DIS & OLDER PEOPLE,BRIARMEDE CARE LTD,08/04/2016,1148,RESIDENTIAL LONG TERM,V000998193
ROCHDALE BOROUGH COUNCIL,08/04/2016,PHYSICAL DIS & OLDER PEOPLE,HC ONE LTD,08/04/2016,1148,RESIDENTIAL LONG TERM,V000998194
ROCHDALE BOROUGH COUNCIL,08/04/2016,PHYSICAL DIS & OLDER PEOPLE,HORIZON  RESIDENTIAL HOMES LTD,08/04/2016,1039.02,RESIDENTIAL LONG TERM,V000998195
ROCHDALE BOROUGH COUNCIL,08/04/2016,PHYSICAL DIS & OLDER PEOPLE,FOUR SEASONS HEALTHCARE,08/04/2016,558.4,RESIDENTIAL LONG TERM,V000998196
ROCHDALE BOROUGH COUNCIL,08/04/2016,PHYSICAL DIS & OLDER PEOPLE,ATLANTIS MEDICARE LTD,08/04/2016,1148,RESIDENTIAL LONG TERM,V000998197
ROCHDALE BOROUGH COUNCIL,08/04/2016,LEARNING DIS & MENTAL HEALTH,APSLEY HOUSE,08/04/2016,6795.4,RESIDENTIAL LONG TERM,V000998198
ROCHDALE BOROUGH COUNCIL,08/04/2016,PHYSICAL DIS & OLDER PEOPLE,LILY CARE LIMITED,08/04/2016,1157.64,RESIDENTIAL LONG TERM,V000998199
ROCHDALE BOROUGH COUNCIL,08/04/2016,PHYSICAL DIS & OLDER PEOPLE,LILY CARE LIMITED,08/04/2016,1257.56,RESIDENTIAL LONG TERM,V000998200
ROCHDALE BOROUGH COUNCIL,08/04/2016,PHYSICAL DIS & OLDER PEOPLE,MOOR PARK HOUSE,08/04/2016,1090.96,RESIDENTIAL LONG TERM,V000998201
ROCHDALE BOROUGH COUNCIL,08/04/2016,PHYSICAL DIS & OLDER PEOPLE,BEECH HOUSE,08/04/2016,1076.74,RESIDENTIAL LONG TERM,V000998202
ROCHDALE BOROUGH COUNCIL,08/04/2016,PHYSICAL DIS & OLDER PEOPLE,BRIARMEDE CARE LTD,08/04/2016,630.52,RESIDENTIAL LONG TERM,V000998203
ROCHDALE BOROUGH COUNCIL,08/04/2016,PHYSICAL DIS & OLDER PEOPLE,ROSEMARY CARE HOME,08/04/2016,1118.82,RESIDENTIAL LONG TERM,V000998204
ROCHDALE BOROUGH COUNCIL,08/04/2016,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,08/04/2016,884.7,RESIDENTIAL LONG TERM,V000998206
ROCHDALE BOROUGH COUNCIL,08/04/2016,PHYSICAL DIS & OLDER PEOPLE,LEYTON HEALTHCARE NO 12 LTD,08/04/2016,-930.7,NURSING LONG TERM,V000998209
ROCHDALE BOROUGH COUNCIL,08/04/2016,PHYSICAL DIS & OLDER PEOPLE,EAGLE CARE HOMES LTD,08/04/2016,1000.2,RESIDENTIAL LONG TERM,V000998212
ROCHDALE BOROUGH COUNCIL,08/04/2016,PHYSICAL DIS & OLDER PEOPLE,ORCHARD CARE HOMES,08/04/2016,793.6,SELF - FUNDING DEFERRED PAYMENTS,V000998213
ROCHDALE BOROUGH COUNCIL,08/04/2016,PHYSICAL DIS & OLDER PEOPLE,LEIGHTON HOUSE RETIREMENT HOME LIMITED,08/04/2016,864.1,RESIDENTIAL LONG TERM,V000998214
ROCHDALE BOROUGH COUNCIL,08/04/2016,PHYSICAL DIS & OLDER PEOPLE,LEIGHTON HOUSE RETIREMENT HOME LIMITED,08/04/2016,1148,RESIDENTIAL LONG TERM,V000998215
ROCHDALE BOROUGH COUNCIL,08/04/2016,PHYSICAL DIS & OLDER PEOPLE,LEIGHTON HOUSE RETIREMENT HOME LIMITED,08/04/2016,1148,RESIDENTIAL LONG TERM,V000998216
ROCHDALE BOROUGH COUNCIL,08/04/2016,PHYSICAL DIS & OLDER PEOPLE,ATLANTIS MEDICARE LTD,08/04/2016,624.78,RESIDENTIAL LONG TERM,V000998217
ROCHDALE BOROUGH COUNCIL,08/04/2016,PHYSICAL DIS & OLDER PEOPLE,ATLANTIS MEDICARE LTD,08/04/2016,881.78,RESIDENTIAL LONG TERM,V000998218
ROCHDALE BOROUGH COUNCIL,08/04/2016,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,08/04/2016,1067.38,RESIDENTIAL LONG TERM,V000998219
ROCHDALE BOROUGH COUNCIL,08/04/2016,LEARNING DIS & MENTAL HEALTH,NEWBARN LTD,08/04/2016,1464.96,PERSONAL BUDGETS - MANAGED,V000998220
ROCHDALE BOROUGH COUNCIL,08/04/2016,PHYSICAL DIS & OLDER PEOPLE,D & A C FITTON,08/04/2016,1146.4,RESIDENTIAL LONG TERM,V000998222
ROCHDALE BOROUGH COUNCIL,08/04/2016,PHYSICAL DIS & OLDER PEOPLE,D & A C FITTON,08/04/2016,1604.96,RESIDENTIAL LONG TERM,V000998223
ROCHDALE BOROUGH COUNCIL,08/04/2016,PHYSICAL DIS & OLDER PEOPLE,D & A C FITTON,08/04/2016,1604.96,RESIDENTIAL LONG TERM,V000998224
ROCHDALE BOROUGH COUNCIL,08/04/2016,PHYSICAL DIS & OLDER PEOPLE,D & A C FITTON,08/04/2016,1604.96,RESIDENTIAL LONG TERM,V000998225
ROCHDALE BOROUGH COUNCIL,08/04/2016,PHYSICAL DIS & OLDER PEOPLE,D & A C FITTON,08/04/2016,925.27,RESIDENTIAL LONG TERM,V000998226
ROCHDALE BOROUGH COUNCIL,08/04/2016,LEARNING DIS & MENTAL HEALTH,THE HESLEY GROUP LTD,08/04/2016,17760,RESIDENTIAL LONG TERM,V000998227
ROCHDALE BOROUGH COUNCIL,08/04/2016,PHYSICAL DIS & OLDER PEOPLE,BEECH HOUSE,08/04/2016,1062.84,RESIDENTIAL LONG TERM,V000998228
ROCHDALE BOROUGH COUNCIL,08/04/2016,PHYSICAL DIS & OLDER PEOPLE,LEYTON HEALTHCARE NO 12 LTD,08/04/2016,683.3,RESIDENTIAL LONG TERM,V000998229
ROCHDALE BOROUGH COUNCIL,08/04/2016,PHYSICAL DIS & OLDER PEOPLE,ORCHARD CARE HOMES,08/04/2016,1138.02,RESIDENTIAL LONG TERM,V000998231
ROCHDALE BOROUGH COUNCIL,08/04/2016,PHYSICAL DIS & OLDER PEOPLE,FINBROOK LIMITED,08/04/2016,1095.37,RESIDENTIAL LONG TERM,V000998232
ROCHDALE BOROUGH COUNCIL,08/04/2016,PHYSICAL DIS & OLDER PEOPLE,STAMFORD HOUSE REST HOME LIMITED,08/04/2016,781.94,RESIDENTIAL LONG TERM,V000998233
ROCHDALE BOROUGH COUNCIL,08/04/2016,PHYSICAL DIS & OLDER PEOPLE,PASSMONDS NURSING HOME,08/04/2016,1244.96,RESIDENTIAL LONG TERM,V000998234
ROCHDALE BOROUGH COUNCIL,08/04/2016,PHYSICAL DIS & OLDER PEOPLE,HC ONE LTD,08/04/2016,1245.6,RESIDENTIAL LONG TERM,V000998235
ROCHDALE BOROUGH COUNCIL,08/04/2016,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,08/04/2016,802.48,NURSING LONG TERM,V000998236
ROCHDALE BOROUGH COUNCIL,08/04/2016,PHYSICAL DIS & OLDER PEOPLE,FOUR SEASONS HEALTHCARE,08/04/2016,632.1,RESIDENTIAL LONG TERM,V000998237
ROCHDALE BOROUGH COUNCIL,08/04/2016,PHYSICAL DIS & OLDER PEOPLE,EAGLE CARE HOMES LTD,08/04/2016,705.44,RESIDENTIAL LONG TERM,V000998238
ROCHDALE BOROUGH COUNCIL,08/04/2016,PHYSICAL DIS & OLDER PEOPLE,EAGLE CARE HOMES LTD,08/04/2016,1120.54,SELF - FUNDING DEFERRED PAYMENTS,V000998239
ROCHDALE BOROUGH COUNCIL,08/04/2016,PHYSICAL DIS & OLDER PEOPLE,HURSTEAD HOUSE CARE HOME,08/04/2016,1148,NURSING LONG TERM,V000998240
ROCHDALE BOROUGH COUNCIL,08/04/2016,PHYSICAL DIS & OLDER PEOPLE,ORCHARD CARE HOMES,08/04/2016,700.98,RESIDENTIAL LONG TERM,V000998242
ROCHDALE BOROUGH COUNCIL,08/04/2016,PHYSICAL DIS & OLDER PEOPLE,LEYTON HEALTHCARE NO 12 LTD,08/04/2016,1167.16,NURSING LONG TERM,V000998243
ROCHDALE BOROUGH COUNCIL,08/04/2016,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,08/04/2016,547.88,RESIDENTIAL LONG TERM,V000998244
