PLACE-REF,Additional Rlf,Period Charge,Charge Type,EXEM-AMT,EXEM-CD,SBR-APPLIED,SBR-SUPPLE,SBR-RELIEF-,MAND-CHAR-,MAND-CHARI,DISC-CHARIT,DIS-RLF-AMT,CHARITY-RLF-,ANALYSIS-CD,RV,SURNAME,Billing Address 1,Billing Address 2,Billing Address 3,Billing Address 4,Billing Address 5,Billing Post Code,Liability Start Date,Property Address 1,Property Address 2,Property Address 3,Property Address 4,Property Address 5,Property Post,UB-PROP-RV
8334002659,,2040,O,0,,-1,0,2040,,0,,0,0,CW,4250,IDEAL SEATING LTD,,,,,,,05/06/2009,UNIT 24B,MEADOW INDUSTRIAL ESTATE,WATER STREET,PORTWOOD,STOCKPORT,SK1 2BY,WAREHOUSE AND PREMISES
7393232279,,2976,O,0,,-1,0,2876.8,,0,,0,0,CO,6200,IDESIGN GRAPHICS LIMITED,2A SOVEREIGN HOUSE,STOCKPORT ROAD,CHEADLE,,,SK8 2EA,01/06/2013,SUITE 2A,SOVEREIGN HOUSE,232-240 STOCKPORT ROAD,CHEADLE,,SK8 2EA,OFFICES AND PREMISES
7393232559,,168,O,0,,0,0,0,,0,,0,0,CP1,350,IDESIGN GRAPHICS LIMITED,2A SOVEREIGN HOUSE,STOCKPORT ROAD,CHEADLE,,,SK8 2EA,01/06/2014,CAR SPACE 4,SOVEREIGN HOUSE,232-240 STOCKPORT ROAD,CHEADLE,,SK8 2EA,CAR PARKING SPACE
97038789,,1272,O,0,,-1,0,1272,,0,,0,0,COS,2650,IF CONSULTANCY UK LTD,,,,,,,04/04/2014,2ND FL ROOMS 7-8 VICTORIA MILL,COMPSTALL MILL,ANDREW STREET,COMPSTALL,STOCKPORT,SK6 5HN,"OFFICE,STORE AND PREMISES."
3464012039,,6600,O,0,,-1,0,0,,0,,0,0,CO,13750,IGL (SURVEYORS) LTD T/A IGL,,,,,,,02/12/2000,SULA HOUSE,12 GREEK STREET,STOCKPORT,,,SK3 8AB,OFFICES AND PREMISES
5098119009,RETAIL,5626.23,O,0,,0,0,0,,0,,0,0,CL,13000,IGNITION PUB MANAGEMENT LTD,C/O UNIT 22,TIME TECHNOLOGY PARK,BLACKBURN ROAD,SIMONSTONE,BURNLEY,BB12 7TW,07/05/2015,BIRD IN HAND,117-119 LONDON ROAD,HAZEL GROVE,STOCKPORT,,SK7 4HH,PUBLIC HOUSE AND PREMISES
5098120009,RETAIL,9622.3,O,0,,0,260.6,0,,0,,0,0,CL,23000,IGNITION PUB MANAGEMENT LTD,C/O UNIT 22,TIME TECHNOLOGY PARK,BLACKBURN ROAD,SIMONSTONE,BURNLEY,BB12 7TW,18/05/2015,FLYING COACH,120 LONDON ROAD,HAZEL GROVE,STOCKPORT,,SK7 4DJ,PUBLIC HOUSE AND PREMISES
5105303009,RETAIL,5731.15,O,0,,0,155.22,0,,0,,0,0,CL,23750,IGNITION PUB MANAGEMENT LTD,C/O UNIT 22,TIME TECHNOLOGY PARK,BLACKBURN ROAD,SIMONSTONE,BURNLEY,BB12 7TW,30/09/2015,DEVONSHIRE ARMS,LONGHURST LANE,MARPLE BRIDGE,STOCKPORT,,SK6 5PP,PUBLIC HOUSE AND PREMISES
1601029179,,4176,O,0,,0,0,0,,0,,0,0,CO,8700,IKAP LIFE LIMITED,,,,,,,01/12/2014,SUITE B,2ND FLOOR BLENHEIM COURT,CARRS ROAD,CHEADLE,,SK8 2JY,OFFICES AND PREMISES
6026000019,,8880,O,0,,0,240.5,0,,0,,0,0,IF3,18500,IKON PARTNERSHIP LTD,,,,,,,03/09/2001,UNIT 3,NEW ZEALAND ROAD,STOCKPORT,,,SK1 4AG,"WORKSHOP,OFFICE AND PREMISES"
8420001019,,12960,O,0,,0,351,0,,0,,0,0,IF3O,27000,ILECSYS LTD,UNIT 4B,TRING INDUSTRIAL ESTATE,UPPER ICKNIELD WAY,TRING,HERTFORDSHIRE,HP23 4JX,18/08/2012,"WORKSHOP,OFFICES & PREMISES",WHITEFIELD ROAD,BREDBURY,STOCKPORT,,SK6 2QR,"WORKSHOP, OFFICE AND PREMISES"
6438004129,,4656,O,0,,-1,0,1785.47,,0,,0,0,IF3O,9700,ILLUMINATED ADVERTISING LTD,,,,,,,17/02/2014,UNIT 4L,BRAMHALL MOOR INDUSTRIAL PARK,PEPPER ROAD,HAZEL GROVE,STOCKPORT,SK7 5BW,"WORKSHOP, OFFICE AND PREMISES"
7454051009,RETAIL,11040,O,0,,0,299,0,,0,,0,0,CR,23000,ILPEPERNERO LTD,,,,,,,10/07/2012,IL PEPE NERO,51 STOCKPORT ROAD,ROMILEY,STOCKPORT,,SK6 3AA,RESTAURANT AND PREMISES
8105200019,,2208,O,0,,-1,0,2208,,0,,0,0,IF3,4600,IMAGE DIRECT PRINT SUPPLIES UK LTD,,,,,,,01/04/2011,UNIT 7,GOYT MILL,UPPER HIBBERT LANE,MARPLE,STOCKPORT,SK6 7HX,WORKSHOP AND PREMISES
6438099249,,1731.41,O,0,,-1,0,1731.41,,0,,0,0,CO,4100,IMAGE FITNESS TRAINING UK LTD,,,,,,,15/05/2015,HUB 23,PEPPER HOUSE,1 PEPPER ROAD,HAZEL GROVE,STOCKPORT,SK7 5DP,OFFICES AND PREMISES
5136088019,,4920,O,0,,-1,0,1435.59,,0,,0,0,CO,10250,IMPEY & CO LTD,88 LOWER HILLGATE,STOCKPORT,,,,SK1 3AL,01/04/1990,88 LOWER HILLGATE,STOCKPORT,,,,SK1 3AL,OFFICES AND PREMISES
1009477099,,5160,O,0,,-1,0,1074.49,,0,,0,0,CO,10750,IN ACCOUNTANCY LTD,477 BUXTON ROAD,STOCKPORT,,,,SK2 7HE,01/01/2014,477 BUXTON ROAD,STOCKPORT,,,,SK2 7HE,OFFICES AND PREMISES
888101009,,111360,O,0,,0,3016,0,,0,,0,0,CG3,232000,INCHCAPE ESTATES LTD,C/O FAO RATES MANAGEMENTS,LAMBERT SMITH HAMPTON,INTERCHANGE PLACE,EDMUND STREET,BIRMINGHAM,B3 2TA,01/01/2008,101 BRINKSWAY,STOCKPORT,,,,SK3 0HX,CAR SHOWROOM AND PREMISES
3469294009,,314400,O,0,,0,8515,0,,0,,0,0,CG3,655000,INCHCAPE ESTATES LTD,C/O FAO RATES MANAGEMENTS,LAMBERT SMITH HAMPTON,INTERCHANGE PLACE,EDMUND STREET,BIRMINGHAM,B3 2TA,01/01/2008,UNIT 3,GREEN LANE,HEATON MOOR,STOCKPORT,,SK4 2JR,CAR SHOWROOM AND PREMISES
3469402029,,15960,O,0,,0,432.25,0,,0,,0,0,CP,33250,INCHCAPE ESTATES LTD,C/O FAO RATES MANAGEMENTS,LAMBERT SMITH HAMPTON,INTERCHANGE PLACE,EDMUND STREET,BIRMINGHAM,B3 2TA,01/01/2008,GREEN LANE,HEATON NORRIS,STOCKPORT,,,SK4 2JR,CAR PARK AND PREMISES
7394138009,RETAIL,5655.08,O,0,,0,0,0,,0,,0,0,CS,14000,INDEPENDENT FITTERS LTD,,,,,,,29/05/2015,138 STOCKPORT ROAD,MARPLE,STOCKPORT,,,SK6 6DQ,SHOP AND PREMISES
1700067009,,5160,O,0,,0,139.75,0,MAN,4239.8,,0,0,EN1,10750,INDEPENDENT OPTIONS (STOCKPORT) LTD,,,,,,,03/05/1996,THE PINES,67 CHESTER ROAD,HAZEL GROVE,STOCKPORT,,SK7 5PE,DAY NURSERY AND PREMISES
3370021099,,4128,O,0,,-1,0,2339.44,,0,,0,0,CO,8600,INDEX INVESTMENTS LTD,,,,,,,24/03/2015,"UNIT 2, 1ST FLOOR HEXAGON HOUSE",21-23 GATLEY ROAD,CHEADLE,,,SK8 1NZ,OFFICES AND PREMISES
1897001779,,47280,O,0,,0,1280.5,0,,0,,0,0,IF3O,98500,INDUPART LTD,THE DOOR CENTRE,DISCOVERY PARK,CROSSLEY ROAD,STOCKPORT,,SK4 5BB,01/09/2008,DISCOVERY PARK,CROSSLEY ROAD,HEATON CHAPEL,STOCKPORT,,SK4 5BB,"WORKSHOP,OFFICE AND PREMISES"
1897010139,,5400,O,0,,0,0,0,,0,,0,0,CW,11250,INDUPART LTD,,,,,,,28/09/2013,UNIT 3,"ERNEST HOUSE, DISCOVERY PARK",CROSSLEY ROAD,HEATON CHAPEL,STOCKPORT,SK4 5BW,WAREHOUSE AND PREMISES
30001019,,0,V,0,MINRV,0,0,0,,0,,0,0,CO,0,INFINITY  FINANCE LTD,,,,,,,01/07/2011,SUITE 1,BAXALL BUSINESS CENTRE,ADSWOOD ROAD,ADSWOOD,STOCKPORT,SK3 8LF,SEVERELY DAMAGED BY FIRE
7192040059,RETAIL,3396.59,O,0,,-1,0,1754.94,,0,,0,0,CO,8900,INFINITY 2007 LIMITED,,,,,,,01/05/2015,40A ST PETERSGATE,STOCKPORT,,,,SK1 1HL,OFFICES AND PREMISES
8576911289,,1128,O,0,,-1,0,1128,,0,,0,0,CO,2350,INFORMED ASSESSMENT LTD,C/O REGUS MANAGEMENT UK LTD,FAO DRON & WRIGHT,80 CANNON STREET,LONDON,,EC4N 6HL,01/07/2014,SUITE 106E AT 5300,LAKESIDE,CHEADLE ROYAL BUSINESS PARK,WILMSLOW ROAD,CHEADLE,SK8 3GP,OFFICES AND PREMISES
5569015099,,5400,O,0,,-1,0,675.6,,0,,0,0,CO,11250,INGENITECH LTD,6 CORAL AVENUE,CHEADLE HULME,CHEADLE,,,SK8 6HJ,03/08/2012,R/O 21 MELLOR ROAD,CHEADLE HULME,CHEADLE,,,SK8 5AT,OFFICES AND PREMISES
8359399459,,90.43,O,0,,0,0,0,,0,,0,0,CP1,350,INGENIUM IDS LTD,SUITE B/B1,NEW MANSION HOUSE,WELLINGTON ROAD SOUTH,STOCKPORT,,SK1 3UA,17/09/2015,CAR SPACE 25,NEW MANSION HOUSE,WELLINGTON ROAD SOUTH,STOCKPORT,,SK1 3UA,CAR PARKING SPACE
8359999699,,168,O,0,,0,0,0,,0,,0,0,CP1,350,INGENIUM IDS LTD,SUITE B/B1,NEW MANSION HOUSE,WELLINGTON ROAD SOUTH,STOCKPORT,,SK1 3UA,01/04/2012,CAR SPACE 12,NEW MANSION HOUSE,WELLINGTON ROAD SOUTH,STOCKPORT,,SK1 3UA,CAR PARKING SPACE
8359999709,,168,O,0,,0,0,0,,0,,0,0,CP1,350,INGENIUM IDS LTD,SUITE B/B1,NEW MANSION HOUSE,WELLINGTON ROAD SOUTH,STOCKPORT,,SK1 3UA,01/04/2012,NEW MANSION HOUSE,CAR SPACE 37,WELLINGTON ROAD SOUTH,STOCKPORT,,SK13UA,CAR PARKING SPACE
8359999719,,168,O,0,,0,0,0,,0,,0,0,CP1,350,INGENIUM IDS LTD,SUITE B/B1,NEW MANSION HOUSE,WELLINGTON ROAD SOUTH,STOCKPORT,,SK1 3UA,01/04/2012,NEW MANSION HOUSE,CAR SPACE 38,WELLINGTON ROAD SOUTH,STOCKPORT,,SK1 3UA,CAR PARKING SPACE
8359999729,,168,O,0,,0,0,0,,0,,0,0,CP1,350,INGENIUM IDS LTD,SUITE B/B1,NEW MANSION HOUSE,WELLINGTON ROAD SOUTH,STOCKPORT,,SK1 3UA,01/04/2012,NEW MANSION HOUSE,CR SPACE 39,WELLINGTON ROAD SOUTH,STOCKPORT,,SK1 3UA,CAR PARKING SPACE
8359399549,,5040,O,0,,0,0,0,,0,,0,0,CO,10500,INGEUS UK LTD,66 PRESCOT STREET,LONDON,,,,E1 8HG,22/12/2014,SUITE B2 1ST FLOOR,NEW MANSION HOUSE,173-191 WELLINGTON ROAD SOUTH,STOCKPORT,,SK1 3UA,OFFICES AND PREMISES
6032022009,,12360,O,0,,0,334.75,0,,0,,0,0,IF3O,25750,INGRAM INSTALLATIONS LTD,UNIT 13,NEWBY ROAD,HAZEL GROVE,STOCKPORT,,SK7 5DA,18/01/2005,UNIT 13,NEWBY ROAD,HAZEL GROVE,STOCKPORT,,SK7 5DA,"WORKSHOP, OFFICE AND PREMISES"
7268007039,,924,O,0,,-1,0,924,,0,,0,0,CG1,1925,INJECTORS  LTD,UNIT 5 AT,7 SHEFFIELD STREET,LANCASHIRE HILL,STOCKPORT,,SK4  1RU,01/12/2008,UNIT 5 AT,7 SHEFFIELD STREET,LANCASHIRE HILL,STOCKPORT,,SK4 1RU,VEHICLE REPAIR WORKSHOP AND PREMISES
3500327559,,2496,O,0,,-1,0,2496,,0,,0,0,CO,5200,INJURY ADVICE BEREAU LTD,,,,,,,17/07/2013,UNIT 33 1G,VAUXHALL WORKS,GREG STREET,SOUTH REDDISH,STOCKPORT,SK5 7BR,OFFICES AND PREMISES
8359291409,,2736,O,0,,-1,0,2736,,0,,0,0,CO,5700,INKEDUP MANAGEMENT AGENCY LTD,,,,,,,08/09/2014,OFFICE 1,BROOKFIELD HOUSE,193-195 WELLINGTON ROAD SOUTH,STOCKPORT,,SK2 6NG,OFFICES AND PREMISES
5600001059,,4512,O,0,,-1,0,1955.63,,0,,0,0,IF3,9400,INNER CIRCLE TRAINING LIMITED,1 RIGI MOUNT,ROYTON,OLDHAM,,,OL2 6TE,25/03/2014,INNER CIRCLE TRAINING LTD,MEYER STREET,SHAW HEATH,STOCKPORT,,SK3 8JE,WORKSHOP AND PREMISES
3816137009,,2928,O,0,,-1,0,2879.2,,0,,0,0,COC,6100,INNER SPACE CONCESSION MANAGEMENT LTD,137 HALL STREET,OFFERTON,STOCKPORT,,,SK1 4HE,06/08/2012,137 HALL STREET,OFFERTON,STOCKPORT,,,SK1 4HE,"OFFICES, CAR SPACE AND PREMISES"
5469391009,,2400,O,0,,-1,0,2400,,0,,0,0,CS,5000,INNERFORM LTD,,,,,,,29/11/1999,391 MANCHESTER ROAD,STOCKPORT,,,,SK4 5BY,SHOP AND PREMISES
5098138009,,1723.93,V,0,,0,46.69,0,,0,,0,0,CS,5500,INNOV8 HOLDINGS LTD,UNIT A5,RIVERVIEW,THE EMBANKMENT BUSINESS PARK,STOCKPORT,,SK4 3GN,06/08/2015,138 LONDON ROAD,HAZEL GROVE,STOCKPORT,,,SK7 4DJ,SHOP AND PREMISES
8154001179,,27120,O,0,,0,734.5,0,,0,,0,0,COC,56500,INNOV8 TECHNOLOGY LTD,,,,,,,01/12/2003,5 RIVERVIEW,THE EMBANKMENT,VALE ROAD,HEATON MERSEY,STOCKPORT,SK4 3GN,"OFFICES, CAR SPACES(16) AND PREMISES"
1897001919,,50880,O,0,,0,1378,0,,0,,0,0,CWO,106000,INNOVA DESIGN SOLUTIONS LTD,"UNIT 4A & 4L-4N, CROSSLEY PARK",CROSSLEY ROAD,HEATON CHAPEL,STOCKPORT,,SK4 5BF,01/04/2015,"UNIT 4A & 4L-4N, CROSSLEY PARK",CROSSLEY ROAD,HEATON CHAPEL,STOCKPORT,,SK4 5BF,"WAREHOUSE,OFFICES AND PREMISES"
3933201049,,3256.72,O,0,,0,0,0,,0,,0,0,CO,10750,INNOVATE HEALTHCARE MANAGEMENT LTD,C/O ORBIT INVESTMENT PROPERTIES LTD,EMERSON HOUSE,HEYES LANE,ALDERLEY EDGE,,SK9 7LF,14/08/2015,SUITE 1 - 10TH FLOOR FRONT,REGENT HOUSE,HEATON LANE,STOCKPORT,,SK4 1BS,OFFICES AND PREMISES
739012019,,11160,O,0,,0,302.25,0,,0,,0,0,CW,23250,INNOVATIONS 4 LEISURE LTD,,,,,,,15/07/2010,UNIT 7,RUGBY PARK,BLETCHLEY ROAD,HEATON MERSEY,STOCKPORT,SK4 3EJ,WAREHOUSE AND PREMISES
8359291159,,1116,O,0,,-1,0,1116,,0,,0,0,CO,2325,INNPORT LTD T/A BONSONS,OFFICES 21 & 22,BROOKFIELD HOUSE BUSINESS CENTRE,193/195 WELLINGTON ROAD SOUTH,STOCKPORT,,SK2 6NG,01/12/2013,OFFICES 21 & 22,BROOKFIELD HOUSE BUSINESS CENTRE,193-195 WELLINGTON ROAD SOUTH,STOCKPORT,,SK2 6NG,OFFICES AND PREMISES
8359291189,,864,O,0,,0,0,0,,0,,0,0,CO,1800,INNPORT LTD T/A BONSONS,OFFICES 21 & 22,BROOKFIELD HOUSE BUSINESS CENTRE,193/195 WELLINGTON ROAD SOUTH,STOCKPORT,,SK2 6NG,01/04/2015,OFFICE 26,BROOKFIELD HOUSE BUSINESS CENTRE,193-195 WELLINGTON ROAD SOUTH,STOCKPORT,,SK2 6NG,OFFICE AND PREMISES
176025049,,456,O,0,,0,0,0,,0,,0,0,CX,950,INPOST UK LTD,SUITE 655,MILTON KEYNES BUSINESS CENTRE,FOXHUNTER DRIVE,LINFORD WOOD,MILTON KEYNES,MK14 6GD,15/10/2014,PARCEL LOCKER UKSTO1054,ASHTON ROAD,BREDBURY,STOCKPORT,,SK6 2QN,SITE OF ELECTRONIC DELIVERY LOCKER
1007056049,,840,O,0,,0,0,0,,0,,0,0,CX,1750,INPOST UK LTD,SUITE 655,MILTON KEYNES BUSINESS CENTRE,FOXHUNTER DRIVE,LINFORD WOOD,MILTON KEYNES,MK14 6GD,19/09/2014,INPOST UKHAZ1051,34 BUXTON ROAD,HAZEL GROVE,STOCKPORT,,SK7 6AF,SITE OF ELECTRONIC DELIVERY LOCKER
3816065059,,840,O,0,,0,0,0,,0,,0,0,CX,1750,INPOST UK LTD,SUITE 655,MILTON KEYNES BUSINESS CENTRE,FOXHUNTER DRIVE,LINFORD WOOD,MILTON KEYNES,MK14 6GD,25/09/2014,PARCEL LOCKER UKSTO13881 AT,PETROL STATION,HALL STREET,OFFERTON,STOCKPORT,SK1 4DA,SITE OF ELECTRONIC DELIVERY LOCKERS AND PREMISES
6826000059,,1800,O,0,,0,0,0,,0,,0,0,CX,3750,INPOST UK LTD,SUITE 655,MILTON KEYNES BUSINESS CENTRE,FOXHUNTER DRIVE,LINFORD WOOD,MILTON KEYNES,MK14 6GD,24/09/2014,PARCEL LOCKER UKSTO12384 408 AT,MORRISONS,REDDISH ROAD,REDDISH,STOCKPORT,SK5 7AA,SITE OF ELECTRONIC DELIVERY LOCKERS
6826427059,,840,O,0,,0,0,0,,0,,0,0,CX,1750,INPOST UK LTD,SUITE 655,MILTON KEYNES BUSINESS CENTRE,FOXHUNTER DRIVE,LINFORD WOOD,MILTON KEYNES,MK14 6GD,25/09/2014,PARCEL LOCKER UKSTO10236 AT,PETROL STATION,REDDISH ROAD,REDDISH,STOCKPORT,SK5 7EW,SITE OF ELECTRONIC DELIVERY LOCKERS AND PREMISES
7218059029,,840,O,0,,0,0,0,,0,,0,0,CX,1750,INPOST UK LTD,SUITE 655,MILTON KEYNES BUSINESS CENTRE,FOXHUNTER DRIVE,LINFORD WOOD,MILTON KEYNES,MK14 6GD,25/09/2014,PARCEL LOCKER UKSTO11283 57 AT,PETROL STATION,SANDY LANE,STOCKPORT,,SK5 7NZ,SITE OF ELECTRONIC DELIVERY LOCKERS AND PREMISES
8359159019,,3120,O,0,,0,0,0,,0,,0,0,CX,6500,INPOST UK LTD,SUITE 655,MILTON KEYNES BUSINESS CENTRE,FOXHUNTER DRIVE,LINFORD WOOD,MILTON KEYNES,MK14 6GD,30/09/2014,PARCEL LOCKER UKSTO1050,PETROL STATION,157 WELLINGTON ROAD SOUTH,STOCKPORT,,SK1 3UA,SITE OF ELECTRONIC DELIVERY LOCKER AND PREMISES
1897001229,,14520,O,0,,0,393.25,0,,0,,0,0,CW,30250,INPRIME LOGISITICS MGMT LTD,UNIT 3,CROSSLEY PARK,CROSSLEY PARK ROAD,HEATON CHAPEL,STOCKPORT,SK4 5BB,21/10/2014,UNIT 1A,CROSSLEY PARK,CROSSLEY ROAD,HEATON CHAPEL,STOCKPORT,SK4 5BB,WAREHOUSE AND PREMISES
1897001259,,32160,O,0,,0,871,0,,0,,0,0,IF3,67000,INPRIME LOGISITICS MGMT LTD,UNIT 3,CROSSLEY PARK,CROSSLEY PARK ROAD,HEATON CHAPEL,STOCKPORT,SK4 5BB,21/10/2014,UNIT 2C,CROSSLEY PARK,CROSSLEY ROAD,HEATON CHAPEL,STOCKPORT,SK4 5BB,WORKSHOP AND PREMISES
1897001369,,21688.52,O,0,,0,587.4,0,,0,,0,0,IF3,67500,INPRIME LOGISITICS MGMT LTD,UNIT 3,CROSSLEY PARK,CROSSLEY PARK ROAD,HEATON CHAPEL,STOCKPORT,SK4 5BB,31/07/2015,UNITS 1B & 1C,CROSSLEY PARK,CROSSLEY ROAD,HEATON CHAPEL,STOCKPORT,SK4 5BB,WORKSHOP AND PREMISES
1897001909,,18754.1,O,0,,0,507.92,0,,0,,0,0,CW,52000,INPRIME LOGISITICS MGMT LTD,UNIT 3,CROSSLEY PARK,CROSSLEY PARK ROAD,HEATON CHAPEL,STOCKPORT,SK4 5BB,01/07/2015,UNIT 4B - 4C CROSSLEY PARK,CROSSLEY ROAD,HEATON CHAPEL,STOCKPORT,,SK4 5BF,WAREHOUSE AND PREMISES
1897002369,,60480,O,0,,0,1638,0,,0,,0,0,CW,126000,INPRIME LOGISITICS MGMT LTD,UNIT 3,CROSSLEY PARK,CROSSLEY PARK ROAD,HEATON CHAPEL,STOCKPORT,SK4 5BB,27/08/2013,UNIT 3,CROSSLEY PARK,CROSSLEY ROAD,HEATON CHAPEL,STOCKPORT,SK4 5BB,WAREHOUSE AND PREMISES
166010019,,6600,O,0,,-1,0,0,,0,,0,0,MX,13750,INSIGNIA DENTAL LABORATORY LTD,10A ASHFIELD ROAD,CHEADLE,,,,SK8 1BQ,01/10/2002,10A ASHFIELD ROAD,CHEADLE,,,,SK8 1BQ,DENTAL LABORATORY AND PREMISES
7454050059,,2280,O,0,,-1,0,2280,,0,,0,0,CS,4750,IN-SPIRAL CARPETS LTD,50 STOCKPORT ROAD,ROMILEY,STOCKPORT,,,SK6 3AA,01/09/2005,50 STOCKPORT ROAD,ROMILEY,STOCKPORT,,,SK6 3AA,SHOP AND PREMISES
2543000179,,9960,O,0,,0,269.75,0,,0,,0,0,IF3,20750,INSPIRATIONAL HOME LTD T/A SLIDROBES,,,,,,,01/04/2012,UNIT 2B,STANLEY GREEN TRADING ESTATE,DUKE AVENUE,CHEADLE HULME,CHEADLE,SK8 6QY,"WORKSHOP, SHOWROOM AND PREMISES"
13017219,,6960,O,0,,0,0,0,,0,,0,0,CO,14500,INSPIRE EUROPE LTD,SUITE A GND FLOOR,VICTORIA HOUSE,ACK LANE EAST,BRAMHALL,STOCKPORT,SK7 2BE,03/03/2014,SUITE A 2ND FLOOR,VICTORIA HOUSE,ACK LANE EAST,BRAMHALL,STOCKPORT,SK7 2BE,OFFICES AND PREMISES
13017359,,14040,O,0,,0,380.25,0,,0,,0,0,CO,29250,INSPIRE EUROPE LTD,SUITE A GND FLOOR,VICTORIA HOUSE,ACK LANE EAST,BRAMHALL,STOCKPORT,SK7 2BE,12/11/2012,SUITE A GND FLOOR,VICTORIA HOUSE,ACK LANE EAST,BRAMHALL,STOCKPORT,SK7 2BE,OFFICES AND PREMISES
13017539,,240,O,0,,0,0,0,,0,,0,0,CP1,500,INSPIRE EUROPE LTD,SUITE A GND FLOOR,VICTORIA HOUSE,ACK LANE EAST,BRAMHALL,STOCKPORT,SK7 2BE,12/11/2012,CAR SPACES 5 & 6,VICTORIA HOUSE,ACK LANE EAST,BRAMHALL,STOCKPORT,SK7 2BE,CAR PARKING SPACES
13017549,,720,O,0,,0,0,0,,0,,0,0,CP1,1500,INSPIRE EUROPE LTD,SUITE A GND FLOOR,VICTORIA HOUSE,ACK LANE EAST,BRAMHALL,STOCKPORT,SK7 2BE,12/11/2012,CAR SPACES 25 - 30,VICTORIA HOUSE,ACK LANE EAST,BRAMHALL,STOCKPORT,SK7 2BE,CAR PARKING SPACES
13017559,,600,O,0,,0,0,0,,0,,0,0,CP1,1250,INSPIRE EUROPE LTD,SUITE A GND FLOOR,VICTORIA HOUSE,ACK LANE EAST,BRAMHALL,STOCKPORT,SK7 2BE,12/11/2012,CAR SPACES 51 - 55,VICTORIA HOUSE,ACK LANE EAST,BRAMHALL,STOCKPORT,SK7 2BE,CAR PARKING SPACES
3422274019,,2784,O,0,,-1,0,2784,,0,,0,0,CS,5800,INSPIRE NORTH WEST LIMITED,,,,,,,11/10/2013,274 GORTON ROAD,REDDISH,STOCKPORT,,,SK5 6RN,SHOP AND PREMISES
5121067339,,504,O,0,,0,0,0,,0,,0,0,CP1,1050,INSPIRE TO INDEPENDENCE (TRAINING) LTD,INDEPENDENCE HOUSE,MILLFIELD LANE,NETHER POPPLETON,YORK,,YO26 6PH,01/04/2011,CAR PARKING SPACES NOS 12-14,HILTON HOUSE,LORD STREET,STOCKPORT,,SK1 3NA,CAR PARKING SPACES
5121076049,,7080,O,0,,0,0,0,,0,,0,0,CO,14750,INSPIRE TO INDEPENDENCE (TRAINING) LTD,INDEPENDENCE HOUSE,MILLFIELD LANE,NETHER POPPLETON,YORK,,YO26 6PH,18/10/2004,BLOCK B 4TH FLOOR,HILTON HOUSE LORD STREET,LORD STREET,STOCKPORT,,SK1 3NA,OFFICES AND PREMISES
8359309769,,6840,O,0,,0,0,0,,0,,0,0,CO,14250,INSPIRED RECRUITMENT LTD,CLARKE NICKLIN HOUSE BROOK DRIVE,BROOKE DRIVE,CHEADLE ROYAL BUSINESS PARK,CHEADLE,,SK8 3TD,01/01/2013,4TH FLOOR,ST CHRISTOPHER HOUSE,WELLINGTON ROAD SOUTH,STOCKPORT,,SK2 6NG,OFFICES AND PREMISES
8359310849,,432,O,0,,0,0,0,,0,,0,0,CP1,900,INSPIRED RECRUITMENT LTD,CLARKE NICKLIN HOUSE BROOK DRIVE,BROOKE DRIVE,CHEADLE ROYAL BUSINESS PARK,CHEADLE,,SK8 3TD,01/01/2013,CAR SPACES 75-76A,ST CHRISTOPHER HOUSE,WELLINGTON ROAD SOUTH,STOCKPORT,,SK2 6ND,CAR PARKING SPACES
8359311149,,383.4,O,0,,0,0,0,,0,,0,0,CP1,900,INSPIRED RECRUITMENT LTD,CLARKE NICKLIN HOUSE BROOK DRIVE,BROOKE DRIVE,CHEADLE ROYAL BUSINESS PARK,CHEADLE,,SK8 3TD,01/01/2013,CAR SPACES 137-139,ST CHRISTOPHER HOUSE,WELLINGTON ROAD SOUTH,STOCKPORT,,SK2 6ND,CAR PARKING SPACE
6550046009,,13200,O,0,,0,357.5,0,,0,,0,0,CS,27500,INSTANT CASH LOANS LTD T/A MONEY SHOP,,,,,,,15/06/2009,46 PRINCES STREET,STOCKPORT,,,,SK1 1RY,SHOP AND PREMISES
3990023119,,1152,O,0,,-1,0,1152,,0,,0,0,CO,2400,INTAZONE LTD,ROOM 3,RAYNER HOUSE,23/25 HIGHER HILLGATE,STOCKPORT,,SK1 3ER,01/06/2007,"ROOM 3, GROUND FLOOR",RAYNOR HOUSE,23 HIGHER HILLGATE,STOCKPORT,,SK1 3ER,OFFICES AND PREMISES
1888014019,,18480,O,0,,0,500.5,0,,0,,0,0,IF3,38500,INTECH FURNITURE UK LTD,C/O BOOTH & ASSOCIATES,MANSION HOUSE CHAMBERS,22 HIGH STREET,STOCKPORT,,SK1 1EG,13/10/2008,UNIT 4,CROMWELL ROAD,BREDBURY,STOCKPORT,,SK6 2RF,WORKSHOP AND PREMISES
9932001069,,2448,O,0,,-1,0,2448,,0,,0,0,CO,5100,INTEGRA SOLICITORS LTD,AFFINITY HOUSE,1 STATION VIEW,HAZEL GROVE,STOCKPORT,,SK7 5ER,01/04/2015,SUITE 2 1ST FLOOR AFFINITY HOUSE,RHINO COURT,STATION VIEW,HAZEL GROVE,STOCKPORT,SK7 5ER,OFFICES AND PREMISES
