ORGANISATION NAME,EFFECTIVE DATE,SERVICE,SUPPLIER NAME,DATE PAID,AMOUNT (£),PURPOSE,TRANSACTION NO.
ROCHDALE BOROUGH COUNCIL,20/01/2017,PHYSICAL DIS & OLDER PEOPLE,LITTLE HEATON CARE HOME,20/01/2017,598.12 ,RESIDENTIAL LONG TERM,V001085618
ROCHDALE BOROUGH COUNCIL,20/01/2017,PHYSICAL DIS & OLDER PEOPLE,LITTLE HEATON CARE HOME,20/01/2017,598.12 ,RESIDENTIAL LONG TERM,V001085656
ROCHDALE BOROUGH COUNCIL,20/01/2017,PHYSICAL DIS & OLDER PEOPLE,LITTLE HEATON CARE HOME,20/01/2017,598.12 ,RESIDENTIAL LONG TERM,V001085889
ROCHDALE BOROUGH COUNCIL,20/01/2017,PHYSICAL DIS & OLDER PEOPLE,LITTLE HEATON CARE HOME,20/01/2017,598.12 ,RESIDENTIAL LONG TERM,V001086221
ROCHDALE BOROUGH COUNCIL,20/01/2017,PHYSICAL DIS & OLDER PEOPLE,LITTLE HEATON CARE HOME,20/01/2017,598.12 ,RESIDENTIAL LONG TERM,V001086606
ROCHDALE BOROUGH COUNCIL,06/01/2017,PHYSICAL DIS & OLDER PEOPLE,LITTLE HEATON CARE HOME,06/01/2017,609.18 ,RESIDENTIAL LONG TERM,V001081522
ROCHDALE BOROUGH COUNCIL,20/01/2017,PHYSICAL DIS & OLDER PEOPLE,LITTLE HEATON CARE HOME,20/01/2017,609.18 ,RESIDENTIAL LONG TERM,V001085857
ROCHDALE BOROUGH COUNCIL,20/01/2017,PHYSICAL DIS & OLDER PEOPLE,LITTLE HEATON CARE HOME,20/01/2017,612.12 ,RESIDENTIAL LONG TERM,V001086019
ROCHDALE BOROUGH COUNCIL,20/01/2017,PHYSICAL DIS & OLDER PEOPLE,LITTLE HEATON CARE HOME,20/01/2017,612.12 ,RESIDENTIAL LONG TERM,V001086020
ROCHDALE BOROUGH COUNCIL,20/01/2017,PHYSICAL DIS & OLDER PEOPLE,LITTLE HEATON CARE HOME,20/01/2017,612.12 ,RESIDENTIAL LONG TERM,V001086021
ROCHDALE BOROUGH COUNCIL,20/01/2017,PHYSICAL DIS & OLDER PEOPLE,LITTLE HEATON CARE HOME,20/01/2017,612.12 ,RESIDENTIAL LONG TERM,V001086022
ROCHDALE BOROUGH COUNCIL,20/01/2017,PHYSICAL DIS & OLDER PEOPLE,LITTLE HEATON CARE HOME,20/01/2017,613.40 ,RESIDENTIAL LONG TERM,V001086350
ROCHDALE BOROUGH COUNCIL,06/01/2017,PHYSICAL DIS & OLDER PEOPLE,LITTLE HEATON CARE HOME,06/01/2017,620.74 ,RESIDENTIAL LONG TERM,V001081473
ROCHDALE BOROUGH COUNCIL,20/01/2017,PHYSICAL DIS & OLDER PEOPLE,LITTLE HEATON CARE HOME,20/01/2017,620.74 ,RESIDENTIAL LONG TERM,V001085779
ROCHDALE BOROUGH COUNCIL,06/01/2017,PHYSICAL DIS & OLDER PEOPLE,LITTLEBOROUGH CARE HOME LIMITED,06/01/2017,513.54 ,RESIDENTIAL LONG TERM,V001082065
ROCHDALE BOROUGH COUNCIL,20/01/2017,PHYSICAL DIS & OLDER PEOPLE,LITTLEBOROUGH CARE HOME LIMITED,20/01/2017,513.54 ,RESIDENTIAL LONG TERM,V001086581
ROCHDALE BOROUGH COUNCIL,06/01/2017,PHYSICAL DIS & OLDER PEOPLE,LITTLEBOROUGH CARE HOME LIMITED,06/01/2017,516.48 ,RESIDENTIAL LONG TERM,V001081941
ROCHDALE BOROUGH COUNCIL,20/01/2017,PHYSICAL DIS & OLDER PEOPLE,LITTLEBOROUGH CARE HOME LIMITED,20/01/2017,516.48 ,RESIDENTIAL LONG TERM,V001086449
ROCHDALE BOROUGH COUNCIL,06/01/2017,PHYSICAL DIS & OLDER PEOPLE,LITTLEBOROUGH CARE HOME LIMITED,06/01/2017,547.78 ,RESIDENTIAL LONG TERM,V001081976
ROCHDALE BOROUGH COUNCIL,20/01/2017,PHYSICAL DIS & OLDER PEOPLE,LITTLEBOROUGH CARE HOME LIMITED,20/01/2017,547.78 ,RESIDENTIAL LONG TERM,V001086488
ROCHDALE BOROUGH COUNCIL,06/01/2017,PHYSICAL DIS & OLDER PEOPLE,LITTLEBOROUGH CARE HOME LIMITED,06/01/2017,549.54 ,RESIDENTIAL LONG TERM,V001081460
ROCHDALE BOROUGH COUNCIL,20/01/2017,PHYSICAL DIS & OLDER PEOPLE,LITTLEBOROUGH CARE HOME LIMITED,20/01/2017,549.54 ,RESIDENTIAL LONG TERM,V001085763
ROCHDALE BOROUGH COUNCIL,06/01/2017,PHYSICAL DIS & OLDER PEOPLE,LITTLEBOROUGH CARE HOME LIMITED,06/01/2017,584.68 ,RESIDENTIAL LONG TERM,V001081292
ROCHDALE BOROUGH COUNCIL,20/01/2017,PHYSICAL DIS & OLDER PEOPLE,LITTLEBOROUGH CARE HOME LIMITED,20/01/2017,584.68 ,RESIDENTIAL LONG TERM,V001085521
ROCHDALE BOROUGH COUNCIL,06/01/2017,PHYSICAL DIS & OLDER PEOPLE,LITTLEBOROUGH CARE HOME LIMITED,06/01/2017,598.12 ,RESIDENTIAL LONG TERM,V001081351
ROCHDALE BOROUGH COUNCIL,06/01/2017,PHYSICAL DIS & OLDER PEOPLE,LITTLEBOROUGH CARE HOME LIMITED,06/01/2017,598.12 ,RESIDENTIAL LONG TERM,V001081594
ROCHDALE BOROUGH COUNCIL,06/01/2017,PHYSICAL DIS & OLDER PEOPLE,LITTLEBOROUGH CARE HOME LIMITED,06/01/2017,598.12 ,RESIDENTIAL LONG TERM,V001081610
ROCHDALE BOROUGH COUNCIL,06/01/2017,PHYSICAL DIS & OLDER PEOPLE,LITTLEBOROUGH CARE HOME LIMITED,06/01/2017,598.12 ,RESIDENTIAL LONG TERM,V001081680
ROCHDALE BOROUGH COUNCIL,06/01/2017,PHYSICAL DIS & OLDER PEOPLE,LITTLEBOROUGH CARE HOME LIMITED,06/01/2017,598.12 ,RESIDENTIAL LONG TERM,V001081697
ROCHDALE BOROUGH COUNCIL,06/01/2017,PHYSICAL DIS & OLDER PEOPLE,LITTLEBOROUGH CARE HOME LIMITED,06/01/2017,598.12 ,RESIDENTIAL LONG TERM,V001081902
ROCHDALE BOROUGH COUNCIL,20/01/2017,PHYSICAL DIS & OLDER PEOPLE,LITTLEBOROUGH CARE HOME LIMITED,20/01/2017,598.12 ,RESIDENTIAL LONG TERM,V001085611
ROCHDALE BOROUGH COUNCIL,20/01/2017,PHYSICAL DIS & OLDER PEOPLE,LITTLEBOROUGH CARE HOME LIMITED,20/01/2017,598.12 ,RESIDENTIAL LONG TERM,V001085979
ROCHDALE BOROUGH COUNCIL,20/01/2017,PHYSICAL DIS & OLDER PEOPLE,LITTLEBOROUGH CARE HOME LIMITED,20/01/2017,598.12 ,RESIDENTIAL LONG TERM,V001085995
ROCHDALE BOROUGH COUNCIL,20/01/2017,PHYSICAL DIS & OLDER PEOPLE,LITTLEBOROUGH CARE HOME LIMITED,20/01/2017,598.12 ,RESIDENTIAL LONG TERM,V001086065
ROCHDALE BOROUGH COUNCIL,20/01/2017,PHYSICAL DIS & OLDER PEOPLE,LITTLEBOROUGH CARE HOME LIMITED,20/01/2017,598.12 ,RESIDENTIAL LONG TERM,V001086084
ROCHDALE BOROUGH COUNCIL,20/01/2017,PHYSICAL DIS & OLDER PEOPLE,LITTLEBOROUGH CARE HOME LIMITED,20/01/2017,598.12 ,RESIDENTIAL LONG TERM,V001086405
ROCHDALE BOROUGH COUNCIL,20/01/2017,PUBLIC HEALTH,LITTLEDALE HALL THERAPEUTIC COMMUNITY LTD,20/01/2017,514.28 ,CONTRACTED SERVICES,V001081098
ROCHDALE BOROUGH COUNCIL,05/01/2017,PUBLIC HEALTH,LITTLEDALE HALL THERAPEUTIC COMMUNITY LTD,05/01/2017,1350.00 ,CONTRACTED SERVICES,V001081097
ROCHDALE BOROUGH COUNCIL,06/01/2017,PHYSICAL DIS & OLDER PEOPLE,LIVABILITY,06/01/2017,1633.84 ,RESIDENTIAL LONG TERM,V001081635
ROCHDALE BOROUGH COUNCIL,06/01/2017,LEARNING DIS & MENTAL HEALTH,LIVING AMBITIONS LTD,06/01/2017,2075.00 ,RESIDENTIAL LONG TERM,V001081296
ROCHDALE BOROUGH COUNCIL,06/01/2017,LEARNING DIS & MENTAL HEALTH,LIVING AMBITIONS LTD,06/01/2017,2773.26 ,RESIDENTIAL LONG TERM,V001081538
ROCHDALE BOROUGH COUNCIL,06/01/2017,LEARNING DIS & MENTAL HEALTH,LIVING AMBITIONS LTD,06/01/2017,3001.26 ,RESIDENTIAL LONG TERM,V001081397
ROCHDALE BOROUGH COUNCIL,06/01/2017,LEARNING DIS & MENTAL HEALTH,LIVING AMBITIONS LTD,06/01/2017,5399.70 ,RESIDENTIAL LONG TERM,V001081402
ROCHDALE BOROUGH COUNCIL,05/01/2017,FINANCE SERVICES,LIZ KUNDI,05/01/2017,1531.31 ,TRAINING,V001081133
ROCHDALE BOROUGH COUNCIL,31/01/2017,FINANCE SERVICES,LIZ KUNDI,31/01/2017,1531.31 ,TRAINING,V001090179
ROCHDALE BOROUGH COUNCIL,05/01/2017,FINANCE SERVICES,LIZ KUNDI,05/01/2017,1618.69 ,TRAINING,V001080818
ROCHDALE BOROUGH COUNCIL,23/01/2017,NEIGHBOURHOODS AND ENVIRONMENT,LK CONSULT LTD,23/01/2017,1140.00 ,MINOR BUILDING WORKS,V001085416
ROCHDALE BOROUGH COUNCIL,12/01/2017,CHILDREN’S SOCIAL CARE,LORIMER FOSTER SERVICES,12/01/2017,3485.51 ,FOSTER PARENTS BASIC ALLOWANCE,V001083748
ROCHDALE BOROUGH COUNCIL,10/01/2017,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,10/01/2017,1773.33 ,TRAVELLING GENERAL EXPENSES,V001082888
ROCHDALE BOROUGH COUNCIL,26/01/2017,EARLY HELP AND SCHOOLS,M6 THEATRE COMPANY LIMITED,26/01/2017,1900.00 ,ACTIVITIES,V001087870
ROCHDALE BOROUGH COUNCIL,27/01/2017,ECONOMY DIRECTORATE,M6 THEATRE COMPANY LIMITED,27/01/2017,4072.00 ,ACTIVITIES,V001089200
ROCHDALE BOROUGH COUNCIL,27/01/2017,PHYSICAL DIS & OLDER PEOPLE,MACK4 LIMITED,27/01/2017,1622.00 ,MINOR BUILDING WORKS,V001089326
ROCHDALE BOROUGH COUNCIL,27/01/2017,PHYSICAL DIS & OLDER PEOPLE,MACK4 LIMITED,27/01/2017,2713.00 ,MINOR BUILDING WORKS,V001089326
ROCHDALE BOROUGH COUNCIL,20/01/2017,LEARNING DIS & MENTAL HEALTH,MAKING SPACE,20/01/2017,23111.03 ,SP BLOCK PAYMENTS - EXTERNAL,V001086729
ROCHDALE BOROUGH COUNCIL,31/01/2017,FINANCE SERVICES,MANCHESTER CITY COUNCIL,31/01/2017,13000.00 ,AGMA,V001090158
ROCHDALE BOROUGH COUNCIL,12/01/2017,NEIGHBOURHOODS AND ENVIRONMENT,MANCHESTER CITY COUNCIL,12/01/2017,1219.50 ,EQUIPMENT - GENERAL,V001080124
ROCHDALE BOROUGH COUNCIL,09/01/2017,PHYSICAL DIS & OLDER PEOPLE,MANCHESTER WORKING LIMITED,09/01/2017,8195.00 ,MAINTENANCE STAIRLIFTS,V001079352
ROCHDALE BOROUGH COUNCIL,27/01/2017,EARLY HELP AND SCHOOLS,MANTRA LINGUA LTD,27/01/2017,550.00 ,ACTIVITIES,V001088318
ROCHDALE BOROUGH COUNCIL,27/01/2017,EARLY HELP AND SCHOOLS,MANTRA LINGUA LTD,27/01/2017,650.00 ,ACTIVITIES,V001088318
ROCHDALE BOROUGH COUNCIL,27/01/2017,NEIGHBOURHOODS AND ENVIRONMENT,MAPCHESTER LIMITED,27/01/2017,550.00 ,TRAINING,V001087812
ROCHDALE BOROUGH COUNCIL,06/01/2017,PHYSICAL DIS & OLDER PEOPLE,MARSHMEAD LIMITED,06/01/2017,774.46 ,RESIDENTIAL LONG TERM,V001081579
ROCHDALE BOROUGH COUNCIL,20/01/2017,LEARNING DIS & MENTAL HEALTH,MBI SOCIAL CARE LTD,20/01/2017,874.90 ,NURSING LONG TERM,V001085949
ROCHDALE BOROUGH COUNCIL,20/01/2017,LEARNING DIS & MENTAL HEALTH,MBI SOCIAL CARE LTD,20/01/2017,874.90 ,NURSING LONG TERM,V001085950
ROCHDALE BOROUGH COUNCIL,24/01/2017,NEIGHBOURHOODS AND ENVIRONMENT,MC & MA STEWART (HAULAGE) LIMITED,24/01/2017,664.95 ,EQUIPMENT - GENERAL,V001088337
ROCHDALE BOROUGH COUNCIL,19/01/2017,EARLY HELP AND SCHOOLS,MCQUEENS MUSICAL INSTRUMENTS REPAIR SPEC,19/01/2017,1538.34 ,MAINTENANCE,V001086815
ROCHDALE BOROUGH COUNCIL,05/01/2017,PROPERTY AND HIGHWAYS,MEDWAY HEATING  BOLTONLTD,05/01/2017,1056.80 ,IMPROVEMENTS-MODERNISATION,V001080306
ROCHDALE BOROUGH COUNCIL,30/01/2017,LEARNING DIS & MENTAL HEALTH,MENCAP,30/01/2017,506.00 ,PERSONAL BUDGETS - MANAGED,V001089389
ROCHDALE BOROUGH COUNCIL,30/01/2017,LEARNING DIS & MENTAL HEALTH,MENCAP,30/01/2017,528.00 ,PERSONAL BUDGETS - MANAGED,V001089387
ROCHDALE BOROUGH COUNCIL,10/01/2017,LEARNING DIS & MENTAL HEALTH,MENCAP,10/01/2017,607.20 ,PERSONAL BUDGETS - MANAGED,V001082958
ROCHDALE BOROUGH COUNCIL,10/01/2017,LEARNING DIS & MENTAL HEALTH,MENCAP,10/01/2017,2530.00 ,PERSONAL BUDGETS - MANAGED,V001082959
ROCHDALE BOROUGH COUNCIL,06/01/2017,LEARNING DIS & MENTAL HEALTH,MERIDIAN HEALTHCARE LTD,06/01/2017,924.00 ,RESIDENTIAL LONG TERM,V001081521
ROCHDALE BOROUGH COUNCIL,20/01/2017,LEARNING DIS & MENTAL HEALTH,MERIDIAN HEALTHCARE LTD,20/01/2017,924.00 ,RESIDENTIAL LONG TERM,V001085854
ROCHDALE BOROUGH COUNCIL,05/01/2017,NEIGHBOURHOODS AND ENVIRONMENT,MIDDLETON CARS,05/01/2017,627.50 ,TAXI HIRE,V001080944
ROCHDALE BOROUGH COUNCIL,19/01/2017,NEIGHBOURHOODS AND ENVIRONMENT,MIDDLETON CARS,19/01/2017,810.00 ,TAXI HIRE,V001086686
ROCHDALE BOROUGH COUNCIL,06/01/2017,EARLY HELP AND SCHOOLS,MIDDLETON NURSERY SCHOOL,06/01/2017,604.20 ,MANDATORY AWARDS,V001080898
ROCHDALE BOROUGH COUNCIL,25/01/2017,EARLY HELP AND SCHOOLS,MIDDLETON TECHNOLOGY ACADEMY,25/01/2017,1200.00 ,INDEPENDENT UNITS,V001089090
ROCHDALE BOROUGH COUNCIL,10/01/2017,EARLY HELP AND SCHOOLS,MIDDLETON TECHNOLOGY ACADEMY,10/01/2017,2364.34 ,OTHER EST - SEN PROVISION,V001082897
ROCHDALE BOROUGH COUNCIL,23/01/2017,EARLY HELP AND SCHOOLS,MIDDLETON TECHNOLOGY ACADEMY,23/01/2017,4137.63 ,OTHER EST - SEN PROVISION,V001087997
ROCHDALE BOROUGH COUNCIL,24/01/2017,ECONOMY DIRECTORATE,MIDDLETON TOWN CENTRE MANAGEMENT CO LTD,24/01/2017,8750.00 ,GRANTS TO THE NON VOLUNTARY SECTOR,V001088517
ROCHDALE BOROUGH COUNCIL,10/01/2017,FINANCE SERVICES,MIDLAND SOFTWARE LTD,10/01/2017,1858.00 ,SOFTWARE,V001082862
ROCHDALE BOROUGH COUNCIL,06/01/2017,EARLY HELP AND SCHOOLS,MILNROW PLAYGROUP,06/01/2017,556.50 ,MANDATORY AWARDS,V001080899
ROCHDALE BOROUGH COUNCIL,05/01/2017,NEIGHBOURHOODS AND ENVIRONMENT,Misco,05/01/2017,952.27 ,PURCHASE OF FURNITURE AND EQUIPMENT,V001070618
ROCHDALE BOROUGH COUNCIL,05/01/2017,NEIGHBOURHOODS AND ENVIRONMENT,Misco,05/01/2017,2448.72 ,PURCHASE OF FURNITURE AND EQUIPMENT,V001070242
ROCHDALE BOROUGH COUNCIL,23/01/2017,FINANCE SERVICES,MISS LINDA SWEENEY,23/01/2017,4660.00 ,LEGAL PROFESSIONAL,V001087868
ROCHDALE BOROUGH COUNCIL,12/01/2017,FINANCE SERVICES,MISS SONIA GAL,12/01/2017,600.00 ,LEGAL PROFESSIONAL,V001084670
ROCHDALE BOROUGH COUNCIL,19/01/2017,NEIGHBOURHOODS AND ENVIRONMENT,MODIS,19/01/2017,1170.00 ,AGENCY STAFF,V001083506
ROCHDALE BOROUGH COUNCIL,23/01/2017,NEIGHBOURHOODS AND ENVIRONMENT,MODIS,23/01/2017,1560.00 ,AGENCY STAFF,V001085137
ROCHDALE BOROUGH COUNCIL,18/01/2017,NEIGHBOURHOODS AND ENVIRONMENT,MODIS,18/01/2017,1950.00 ,AGENCY STAFF,V001082547
ROCHDALE BOROUGH COUNCIL,18/01/2017,NEIGHBOURHOODS AND ENVIRONMENT,MODIS,18/01/2017,1950.00 ,AGENCY STAFF,V001082548
ROCHDALE BOROUGH COUNCIL,18/01/2017,NEIGHBOURHOODS AND ENVIRONMENT,MODIS,18/01/2017,1950.00 ,AGENCY STAFF,V001082549
ROCHDALE BOROUGH COUNCIL,27/01/2017,NEIGHBOURHOODS AND ENVIRONMENT,MODIS,27/01/2017,1950.00 ,AGENCY STAFF,V001086774
ROCHDALE BOROUGH COUNCIL,24/01/2017,PHYSICAL DIS & OLDER PEOPLE,MONA CLIFFE CARE HOME,24/01/2017,2578.56 ,ASSESSMENT CARE,V001088858
ROCHDALE BOROUGH COUNCIL,06/01/2017,PHYSICAL DIS & OLDER PEOPLE,MONA CLIFFE CARE HOME,06/01/2017,544.68 ,RESIDENTIAL LONG TERM,V001081322
ROCHDALE BOROUGH COUNCIL,20/01/2017,PHYSICAL DIS & OLDER PEOPLE,MONA CLIFFE CARE HOME,20/01/2017,544.68 ,RESIDENTIAL LONG TERM,V001085562
ROCHDALE BOROUGH COUNCIL,06/01/2017,PHYSICAL DIS & OLDER PEOPLE,MONA CLIFFE CARE HOME,06/01/2017,557.24 ,RESIDENTIAL LONG TERM,V001082017
ROCHDALE BOROUGH COUNCIL,20/01/2017,PHYSICAL DIS & OLDER PEOPLE,MONA CLIFFE CARE HOME,20/01/2017,557.24 ,RESIDENTIAL LONG TERM,V001086517
ROCHDALE BOROUGH COUNCIL,06/01/2017,PHYSICAL DIS & OLDER PEOPLE,MONA CLIFFE CARE HOME,06/01/2017,559.20 ,RESIDENTIAL LONG TERM,V001081903
ROCHDALE BOROUGH COUNCIL,20/01/2017,PHYSICAL DIS & OLDER PEOPLE,MONA CLIFFE CARE HOME,20/01/2017,559.20 ,RESIDENTIAL LONG TERM,V001086409
ROCHDALE BOROUGH COUNCIL,06/01/2017,PHYSICAL DIS & OLDER PEOPLE,MONA CLIFFE CARE HOME,06/01/2017,578.00 ,RESIDENTIAL LONG TERM,V001082084
ROCHDALE BOROUGH COUNCIL,20/01/2017,PHYSICAL DIS & OLDER PEOPLE,MONA CLIFFE CARE HOME,20/01/2017,578.00 ,RESIDENTIAL LONG TERM,V001086616
ROCHDALE BOROUGH COUNCIL,06/01/2017,PHYSICAL DIS & OLDER PEOPLE,MONA CLIFFE CARE HOME,06/01/2017,598.12 ,RESIDENTIAL LONG TERM,V001082009
ROCHDALE BOROUGH COUNCIL,20/01/2017,PHYSICAL DIS & OLDER PEOPLE,MONA CLIFFE CARE HOME,20/01/2017,598.12 ,RESIDENTIAL LONG TERM,V001086515
ROCHDALE BOROUGH COUNCIL,06/01/2017,PHYSICAL DIS & OLDER PEOPLE,MONA CLIFFE CARE HOME,06/01/2017,610.98 ,RESIDENTIAL LONG TERM,V001081671
ROCHDALE BOROUGH COUNCIL,20/01/2017,PHYSICAL DIS & OLDER PEOPLE,MONA CLIFFE CARE HOME,20/01/2017,610.98 ,RESIDENTIAL LONG TERM,V001086054
ROCHDALE BOROUGH COUNCIL,06/01/2017,PHYSICAL DIS & OLDER PEOPLE,MONA CLIFFE CARE HOME,06/01/2017,615.98 ,RESIDENTIAL LONG TERM,V001081755
ROCHDALE BOROUGH COUNCIL,20/01/2017,PHYSICAL DIS & OLDER PEOPLE,MONA CLIFFE CARE HOME,20/01/2017,615.98 ,RESIDENTIAL LONG TERM,V001086165
ROCHDALE BOROUGH COUNCIL,06/01/2017,PHYSICAL DIS & OLDER PEOPLE,MOORHAVEN NURSING HOME,06/01/2017,537.28 ,RESIDENTIAL LONG TERM,V001081353
ROCHDALE BOROUGH COUNCIL,20/01/2017,PHYSICAL DIS & OLDER PEOPLE,MOORHAVEN NURSING HOME,20/01/2017,537.28 ,RESIDENTIAL LONG TERM,V001085613
ROCHDALE BOROUGH COUNCIL,06/01/2017,LEARNING DIS & MENTAL HEALTH,MORNINGTON HOUSE W E F,06/01/2017,1632.46 ,RESIDENTIAL LONG TERM,V001081377
ROCHDALE BOROUGH COUNCIL,20/01/2017,LEARNING DIS & MENTAL HEALTH,MORNINGTON HOUSE W E F,20/01/2017,1632.46 ,RESIDENTIAL LONG TERM,V001085643
ROCHDALE BOROUGH COUNCIL,06/01/2017,LEARNING DIS & MENTAL HEALTH,MORNINGTON HOUSE W E F,06/01/2017,1682.60 ,RESIDENTIAL LONG TERM,V001081342
ROCHDALE BOROUGH COUNCIL,20/01/2017,LEARNING DIS & MENTAL HEALTH,MORNINGTON HOUSE W E F,20/01/2017,1682.60 ,RESIDENTIAL LONG TERM,V001085593
ROCHDALE BOROUGH COUNCIL,06/01/2017,LEARNING DIS & MENTAL HEALTH,MORNINGTON HOUSE W E F,06/01/2017,1775.90 ,RESIDENTIAL LONG TERM,V001081387
ROCHDALE BOROUGH COUNCIL,20/01/2017,LEARNING DIS & MENTAL HEALTH,MORNINGTON HOUSE W E F,20/01/2017,1775.90 ,RESIDENTIAL LONG TERM,V001085654
ROCHDALE BOROUGH COUNCIL,06/01/2017,LEARNING DIS & MENTAL HEALTH,MORNINGTON HOUSE W E F,06/01/2017,1837.44 ,RESIDENTIAL LONG TERM,V001081412
ROCHDALE BOROUGH COUNCIL,20/01/2017,LEARNING DIS & MENTAL HEALTH,MORNINGTON HOUSE W E F,20/01/2017,1837.44 ,RESIDENTIAL LONG TERM,V001085688
ROCHDALE BOROUGH COUNCIL,06/01/2017,LEARNING DIS & MENTAL HEALTH,MORNINGTON HOUSE W E F,06/01/2017,2168.64 ,RESIDENTIAL LONG TERM,V001081427
ROCHDALE BOROUGH COUNCIL,20/01/2017,LEARNING DIS & MENTAL HEALTH,MORNINGTON HOUSE W E F,20/01/2017,2168.64 ,RESIDENTIAL LONG TERM,V001085716
ROCHDALE BOROUGH COUNCIL,06/01/2017,LEARNING DIS & MENTAL HEALTH,MORNINGTON HOUSE W E F,06/01/2017,2187.34 ,RESIDENTIAL LONG TERM,V001081374
ROCHDALE BOROUGH COUNCIL,20/01/2017,LEARNING DIS & MENTAL HEALTH,MORNINGTON HOUSE W E F,20/01/2017,2187.34 ,RESIDENTIAL LONG TERM,V001085640
ROCHDALE BOROUGH COUNCIL,06/01/2017,LEARNING DIS & MENTAL HEALTH,MORNINGTON HOUSE W E F,06/01/2017,2334.92 ,RESIDENTIAL LONG TERM,V001081375
ROCHDALE BOROUGH COUNCIL,20/01/2017,LEARNING DIS & MENTAL HEALTH,MORNINGTON HOUSE W E F,20/01/2017,2334.92 ,RESIDENTIAL LONG TERM,V001085641
ROCHDALE BOROUGH COUNCIL,06/01/2017,LEARNING DIS & MENTAL HEALTH,MORNINGTON HOUSE W E F,06/01/2017,2683.96 ,RESIDENTIAL LONG TERM,V001081333
ROCHDALE BOROUGH COUNCIL,20/01/2017,LEARNING DIS & MENTAL HEALTH,MORNINGTON HOUSE W E F,20/01/2017,2683.96 ,RESIDENTIAL LONG TERM,V001085574
ROCHDALE BOROUGH COUNCIL,05/01/2017,EARLY HELP AND SCHOOLS,MOTT MACDONALD LIMITED,05/01/2017,1695.20 ,CONSULTANTS FEES,V001080784
ROCHDALE BOROUGH COUNCIL,13/01/2017,LEARNING DIS & MENTAL HEALTH,MOUNTBATTON CARE,13/01/2017,8358.00 ,INDIVIDUAL SERVICE FUND,V001083654
ROCHDALE BOROUGH COUNCIL,13/01/2017,LEARNING DIS & MENTAL HEALTH,MOUNTBATTON CARE,13/01/2017,11130.00 ,INDIVIDUAL SERVICE FUND,V001083775
ROCHDALE BOROUGH COUNCIL,16/01/2017,PHYSICAL DIS & OLDER PEOPLE,MR BANSA SINGH HAYER,16/01/2017,780.00 ,PROFESSIONAL FEES,V001084985
ROCHDALE BOROUGH COUNCIL,05/01/2017,NEIGHBOURHOODS AND ENVIRONMENT,MR D FLEMING,05/01/2017,940.00 ,ENVIRONMENTAL WORKS LANDSCAPE,V001080717
ROCHDALE BOROUGH COUNCIL,10/01/2017,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,10/01/2017,760.00 ,TRAVELLING GENERAL EXPENSES,V001082889
ROCHDALE BOROUGH COUNCIL,09/01/2017,ECONOMY DIRECTORATE,REDACTED - PERSONAL DATA,09/01/2017,854.40 ,GRANTS TO OTHER BODIES,V001082837
ROCHDALE BOROUGH COUNCIL,23/01/2017,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,23/01/2017,1420.00 ,TRAVELLING GENERAL EXPENSES,V001087987
ROCHDALE BOROUGH COUNCIL,26/01/2017,NEIGHBOURHOODS AND ENVIRONMENT,MULTICULTURAL RESOURCE CENTRE,26/01/2017,500.00 ,ACTIVITIES,V001089121
ROCHDALE BOROUGH COUNCIL,24/01/2017,NEIGHBOURHOODS AND ENVIRONMENT,MWUK LTD,24/01/2017,520.00 ,EQUIPMENT - GENERAL,V001088484
ROCHDALE BOROUGH COUNCIL,24/01/2017,NEIGHBOURHOODS AND ENVIRONMENT,MWUK LTD,24/01/2017,547.99 ,EQUIPMENT - GENERAL,V001088502
ROCHDALE BOROUGH COUNCIL,24/01/2017,NEIGHBOURHOODS AND ENVIRONMENT,MWUK LTD,24/01/2017,615.45 ,EQUIPMENT - GENERAL,V001088495
ROCHDALE BOROUGH COUNCIL,24/01/2017,NEIGHBOURHOODS AND ENVIRONMENT,MWUK LTD,24/01/2017,666.69 ,EQUIPMENT - GENERAL,V001088501
ROCHDALE BOROUGH COUNCIL,24/01/2017,NEIGHBOURHOODS AND ENVIRONMENT,MWUK LTD,24/01/2017,687.31 ,EQUIPMENT - GENERAL,V001088500
ROCHDALE BOROUGH COUNCIL,27/01/2017,ECONOMY DIRECTORATE,NATIONWIDE CAPITAL FINANCE LIMITED,27/01/2017,841.50 ,POSTAGE,V001089916
ROCHDALE BOROUGH COUNCIL,11/01/2017,NEIGHBOURHOODS AND ENVIRONMENT,NATURESCAPE LTD,11/01/2017,811.46 ,ACTIVITIES,V001054639
ROCHDALE BOROUGH COUNCIL,24/01/2017,PHYSICAL DIS & OLDER PEOPLE,NAZARETH HOUSE CARE HOME,24/01/2017,2578.56 ,ASSESSMENT CARE,V001088859
ROCHDALE BOROUGH COUNCIL,06/01/2017,LEARNING DIS & MENTAL HEALTH,NAZARETH HOUSE CARE HOME,06/01/2017,860.00 ,RESIDENTIAL LONG TERM,V001082021
ROCHDALE BOROUGH COUNCIL,20/01/2017,LEARNING DIS & MENTAL HEALTH,NAZARETH HOUSE CARE HOME,20/01/2017,860.00 ,RESIDENTIAL LONG TERM,V001086524
