Reference Number,Titile of Agreement,Department Responsible,Description of Goods and/or Services,Supplier,Total Contract Value,Start Date,End Date,Award Method,SME
5000000316,Improve English Ltd,Children's Service,Improve English Ltd,Improve English Ltd,"£20,000.00",24/02/2012,31/03/2016,ITT,N/A
5000003298,Westminster Education Forum (CS),Children's Service,Westminster Education Forum (CS),Westminster Education Forum,"£10,000.00",01/04/2012,31/03/2016,ITT,N/A
5000003673,Music Therapy (Childrens),Children's Service,Music Therapy (Childrens),Mapledown School,"£10,000.00",17/07/2012,31/03/2016,ITT,N/A
5000003906,Positive Activities (Childrens),Children's Service,Positive Activities (Childrens),Phoenix Canoe Club Limited,"£10,000.00",15/08/2012,31/03/2016,ITT,N/A
5000003908,Positive Activities (Childrens),Children's Service,Positive Activities (Childrens),London Academy,"£10,000.00",15/08/2012,31/03/2016,ITT,N/A
5000003909,Positive Activiities  (Childrens),Children's Service,Positive Activiities  (Childrens),Whitefield School Academy Trust Co.,"£10,000.00",15/08/2012,31/03/2016,ITT,N/A
5000003911,Outings&Holidays    (CS),Children's Service,Outings&Holidays    (CS),Danegrove School,"£19,495.00",16/08/2012,31/03/2016,ITT,N/A
5000004001,LegalServices&Costs (Childrens),Children's Service,LegalServices&Costs (Childrens),Carter Brown Associates Ltd:,"£10,000.00",05/09/2012,31/03/2016,ITT,N/A
5000004035,Cons-Other Prof  (CS),Children's Service,Cons-Other Prof  (CS),Barnfield School,"£10,000.00",17/09/2012,31/03/2016,ITT,N/A
5000004036,Cons - Other Prof  (CS),Children's Service,Cons - Other Prof  (CS),Mapledown School,"£15,000.00",17/09/2012,31/03/2016,ITT,N/A
5000004081,Consult-Other Prof  (CS),Children's Service,Consult-Other Prof  (CS),Meral Mehmet Ltd,"£20,000.00",02/10/2012,31/03/2016,ITT,N/A
5000004145,Cleaning Serv   (CS),Children's Service,Cleaning Serv   (CS),Rainbow Cleaning Ltd,"£22,000.00",18/10/2012,31/03/2016,ITT,N/A
5000004232,Hire of Venue  (CS),Children's Service,Hire of Venue  (CS),Dollis Junior School,"£15,000.00",13/11/2012,31/03/2016,ITT,N/A
5000004234,Soc Serv Indv Care Payments (CS),Children's Service,Soc Serv Indv Care Payments (CS),Northway School,"£10,000.00",13/11/2012,31/03/2016,ITT,N/A
5000004244,Leisure & Sports (CS),Children's Service,Leisure & Sports (CS),Studio Seven,"£22,000.00",15/11/2012,31/03/2016,ITT,N/A
5000004327,Legal Costs & Serv  (CS),Children's Service,Legal Costs & Serv  (CS),EAD Solicitors,"£24,000.00",30/11/2012,31/03/2016,ITT,N/A
5000004338,Child Placement  (CS),Children's Service,Child Placement  (CS),Ryancare Fostering,"£20,000.00",03/12/2012,31/03/2016,ITT,N/A
5000004340,Soc Serv Ind Care Pymnts  (CS),Children's Service,Soc Serv Ind Care Pymnts  (CS),Catherine Devereux-Evans,"£15,000.00",03/12/2012,31/03/2016,ITT,N/A
5000004681,Consult Other Prof  (CS),Children's Service,Consult Other Prof  (CS),Barnet Education Arts Trust,"£24,000.00",11/03/2013,31/03/2016,ITT,N/A
5000005718,Library Books,Children's Service,Provision of Unity inter- Loans. Single Source Supplier,OCLC (UK) Ltd,"£18,000.00",01/04/2013,31/03/2016,ITT,N/A
5000005678,CACI Ltd,Children's Service,CACI Ltd,C A C I Ltd,"£84,000.00",01/04/2013,31/03/2016,ITT,N/A
5000005452,Clubs and Holiday Provisions (CS),Children's Service,Clubs and Holiday Provisions (CS),Fair Play Barnet,"£67,964.00",01/07/2013,31/03/2016,ITT,N/A
5000005451,Inclusive Training (CS),Children's Service,Inclusive Training (CS),Fair Play Barnet,"£49,954.00",01/07/2013,31/03/2016,ITT,N/A
5000005449,Disabled Children and Young Adults (CS),Children's Service,Disabled Children and Young Adults (CS),Fair Play Barnet,"£290,242.00",01/07/2013,31/03/2016,ITT,N/A
5000005448,Families experiencing Dom Violence (CS),Children's Service,Families experiencing Dom Violence (CS),Home Start Barnet,"£43,668.00",01/07/2013,31/03/2016,ITT,N/A
5000005447,Community Coaching for Families (CS),Children's Service,Community Coaching for Families (CS),Home Start Barnet,"£439,335.00",01/07/2013,31/03/2016,ITT,N/A
5000005446,Working with Traveller communities (CS),Children's Service,Awaiting final contract.,Community Barnet,"£35,655.00",01/07/2013,31/03/2016,ITT,N/A
5000005445,Parenting Programmes: Hard to reach (CS),Children's Service,Parenting Programmes. Awaiting final contract document.,Community Barnet,"£107,810.00",01/07/2013,31/03/2016,ITT,N/A
5000005444,Young People Intervention: Mentoring(CS),Children's Service,NASS,Barnardo Services,"£168,911.00",01/07/2013,31/03/2016,ITT,N/A
5000005442,Supporting Young Carers (CS),Children's Service,Supporting Young Carers (CS),Barnet Carers Centre,"£321,967.00",01/07/2013,31/03/2016,ITT,N/A
5000005441,Disabled children and Young People (CS),Children's Service,Disabled children and Young People (CS),Barnet Mencap,"£126,770.00",01/07/2013,31/03/2016,ITT,N/A
5000005440,Young people and intervention (CS),Children's Service,Young people and intervention (CS),The Barnetgroup,"£419,710.00",01/07/2013,31/03/2016,ITT,N/A
5000005439,Peer to Peer role Model Scheme (CS),Children's Service,Peer to Peer role Model Scheme (CS),The Barnetgroup,"£169,580.00",01/07/2013,31/03/2016,ITT,N/A
5000005404,Child Placement  (CS),Children's Service,Not a Procurement,Annemount Nursery,"£33,600.00",01/04/2013,31/03/2016,ITT,N/A
5000005315,Social Care Placements (CS),Children's Service,Residential placements to children,Tabularasa UK,"£709,800.00",28/06/2013,01/08/2016,Quote,N/A
5000005313,Community Library Service  (CS),Children's Service,Grant Payments for Lease of Library Services to Community Library,Friern Barnet,"£50,000.00",05/04/2013,31/03/2017,ITT,N/A
5000005291,Frozen Foods (CS),Children's Service,Frozen Food Provider,Brake Bros ,"£129,000.00",01/04/2013,31/12/2016,ITT,N/A
5000005277,Training for Early Years settings  (CS),Children's Service,Training for Early Years settings  (CS),Oakleigh School,"£10,000.00",01/04/2013,31/03/2016,ITT,N/A
5000005201,Interlibrary loans at British Museum(CS),Children's Service,PO,British Library,"£12,000.00",01/04/2013,31/03/2016,ITT,N/A
5000005200,Smart SM (CS),Children's Service,SmartSM,Bridgeall Libraries Ltd,"£26,000.00",01/04/2013,31/03/2016,ITT,N/A
5000005122,Library books  (CS),Children's Service,Libraries,AudioGo Ltd,"£28,000.00",28/05/2013,31/03/2016,ITT,N/A
5000004909,Bakery Products,Children's Service,Bakery Products,Raynors,"£600,000.00",01/01/2013,11/03/2016,ITT,N/A
5000004904,Spoken word  (CS),Children's Service,PO,Oakhill Publishing,"£12,100.00",01/04/2012,31/03/2016,ITT,N/A
5000004891,Specialist book supplier  (CS),Children's Service,Awaiting supplier list,Star Books,"£15,000.00",17/04/2013,31/03/2016,ITT,N/A
5000004869,Specialist consultant   (CS),Children's Service,Under 10k - Sub Threshold,Lorimer,"£10,000.00",12/04/2013,31/03/2016,ITT,N/A
5000004594,Residential Children's Home,Children's Service,Residential Children's Home,16-21 Project,"£60,000.00",07/03/2013,31/03/2016,Quote,N/A
5000004568,SEN placement,Children's Service,SEN placement,Together Trust,"£50,833.00",28/02/2013,31/03/2016,Quote,N/A
5000004567,SEN placement (Blossom House),Children's Service,Special Educational Needs Placement.,Blossom House,"£52,500.00",28/02/2013,31/03/2016,Quote,N/A
5000004540,Audio & Visual,Children's Service,Audio & Visual,The Award Scheme Ltd,"£30,000.00",18/02/2013,01/09/2017,Quote,N/A
5000004432,Residential Children's Home,Children's Service,Residential Children's Home,Alliance Care & Education,"£257,400.00",04/01/2013,31/03/2016,Quote,N/A
5000004369,Child Placement,Children's Service,Child Placement,Hollibrook House LTD,"£145,000.00",14/12/2012,31/03/2016,Quote,N/A
5000004316,Semi Independent Provision,Children's Service,Placement of children in care - mother & baby,The Crescent,"£252,000.00",01/04/2012,31/03/2016,Quote,N/A
5000004293,Child Placement,Children's Service,Child Placement,Children of All Nations,"£124,500.00",01/04/2012,31/03/2016,Quote,N/A
5000004291,Child Placement,Children's Service,Child Placement,Woodhouse Estates,"£280,000.00",01/04/2012,31/03/2016,Quote,N/A
5000004289,Child Placement,Children's Service,Child Placement,Futures for Children,"£316,337.00",01/04/2012,31/03/2016,Quote,N/A
5000004272,Child Placement,Children's Service,Child Placement,Care 2 Share Ltd,"£230,400.00",01/04/2012,31/03/2016,Quote,N/A
5000004208,Form F assessments,Children's Service,Form F assessments,Nick Krivine,"£100,000.00",01/04/2012,31/03/2016,Quote,N/A
5000003625,Child Placement,Children's Service,Child Placement,Integrated Fostering Serv,"£445,817.00",01/04/2012,31/03/2016,Quote,N/A
5000002725,SEN Child Placement (Pield Heath),Children's Service,Child Placement,Pield Heath House School,"£149,500.00",01/09/2012,31/03/2016,Quote,N/A
5000004866,Home Care Service Contract,Children's Service,Home Care Service Contract,Norwood,"£600,000.00",01/10/2013,30/09/2016,Part B,N/A
5000002650,Special Educational Needs Placement,Children's Service,Special Educational Needs Placement.,Barnardo Services Ltd,"£610,245.00",22/11/2012,31/03/2017,Part B,N/A
5000002624,Out Of Hours Emergency Service,Children's Service,Out of Hours Emergency ,London Borough Of Harrow,"£525,000.00",01/04/2012,31/03/2017,ITT,N/A
5000002555,Care Placements Contract,Children's Service,Placement of Children in care.,Capstone Foster Care (South West) Ltd,"£82,421.67",01/04/2010,31/03/2016,Quote,N/A
5000002551,Child Placement,Children's Service,Child Placement,Brighter Futures,"£276,560.00",01/04/2012,31/03/2016,Quote,N/A
5000004056,Training,Children's Service,Variation,Sam Tarling Consultancy Ltd,"£10,800.00",24/09/2012,31/03/2016,Quote,N/A
5000005831,BPSI Associate Advisor,Children's Service,BPSI Associate Advisor,Natalie Sirett,"£12,000.00",23/08/2013,31/03/2016,Quote,N/A
5000004412,Child Placement,Children's Service,Non-Procurement,The Noam Primary School,"£18,500.00",02/01/2013,31/03/2016,Quote,N/A
5000005858,AAC Communication System,Children's Service,AAC Communication System,RSL Steeper,"£13,000.00",01/08/2013,31/07/2016,Quote,N/A
5000005879,Childcare Providers (lot a),Children's Service,Raising standards & quality provision in Childcare providers,Barnet Sub-Committee of the Pre School Learning Alliance,"£305,529.00",01/07/2013,31/03/2016,Quote,N/A
5000005888,IBM IT-Software,Children's Service,Software for statistical analysis,IBM United Kingdom,"£25,000.00",01/10/2013,30/09/2016,ITT,N/A
5000005937,BPSI Associate Advisor,Children's Service,BPSI Associate Advisor,Mike Horton,"£21,000.00",27/09/2013,31/03/2016,Quote,N/A
5000005984,Young People Drug & Alcohol Service,Children's Service,Young People Drug & Alcohol Service,Tavistock And Portman Nhs Foundation Trust,"£600,435.00",01/07/2013,31/03/2016,Part B,N/A
5000006000,Talk With us SEN,Children's Service,Talk With us SEN,Talk with Us (Naomi Nissim),"£55,000.00",01/10/2013,31/03/2016,Quote,N/A
5000006019,E-dofe Participation Places,Children's Service,Non- Procurement,The Award Scheme Ltd,"£171,200.00",01/04/2013,31/03/2017,Quote,N/A
5000006020,Accreditation,Children's Service,Non- Procurement,Asdan,"£100,000.00",01/04/2013,31/03/2017,Quote,N/A
5000006021,Accreditation Scheme,Children's Service,Non- Procurement,AQA,"£100,000.00",01/04/2013,31/03/2017,Quote,N/A
5000006022,Accreditation Scheme- Training,Children's Service,Non- Procurement,NCFE,"£100,000.00",01/04/2013,31/03/2017,Quote,N/A
5000006023,D of E Operating Licenses,Children's Service,Non- Procurement,The Award Scheme Ltd,"£11,200.00",01/04/2013,31/03/2017,Quote,N/A
5000000511,SEN (Underley Schools Ltd),Children's Service,SEN (Underley Schools Ltd),Underley Schools Ltd,"£337,002.00",22/11/2012,04/11/2016,Quote,N/A
5000006088,WLA IFA (Families Fostering Ltd),Children's Service,West London Alliance (WLA) Independent Fostering Agreement,Families Fostering Ltd,"£120,000.00",04/10/2013,14/07/2017,Framework,N/A
5000006107,WLA IFA (Fostering Outcomes),Children's Service,West London Alliance (WLA) Independent Fostering Agreement,Fostering Outcomes,"£249,999.00",01/04/2014,30/06/2017,Framework,N/A
5000004286,Child Placement,Children's Service,Child Placement,Mitsiou,"£357,000.00",01/04/2012,31/03/2016,Quote,N/A
5000002692,Specialist Frozen Supplies For Catering Services,Children's Service,Specialist frozen Supplies for Catering Services,Brake Brothers,"£120,000.00",01/01/2013,31/12/2016,Quote,N/A
5000004142,Consult- Other Prof,Children's Service,Consult- Other Prof,Tracey Reynolds,"£50,000.00",18/10/2012,31/03/2016,Quote,N/A
5000006205,A-Z Expeditions D of E,Children's Service,A-Z Expeditions D of E,A - Z Expeditions,"£125,000.00",01/04/2013,31/03/2016,Quote,N/A
5000005911,Bnos Beis Yaakov SEN - NASS (non-procurement),Children's Service,Bnos Beis Yaakov SEN - NASS (non-procurement),Bnos Beis Yaakov Primary School,"£15,899.00",01/09/2013,31/03/2016,Quote,N/A
5000005275,Gas for Leaving Care Tm Woodhouse Rd,Children's Service,Gas supply for a resident. Non -Procurement,British Gas Business,"£13,000.00",13/06/2013,31/03/2016,Quote,N/A
5000002587,SEN Social Care (Loddon School),Children's Service,Non Procurement due to extension of existing contract CPR Rules 14.1,The Loddon School,"£546,512.00",22/11/2012,31/03/2016,Quote,N/A
700018,Independent Review Officers  (IRO) - Kevin Tiplady,Children's Service,Independent Review Officers  (IRO) - Kevin Tiplady,Kevin Tiplady,"£88,000.00",01/04/2014,31/03/2018,Part B,N/A
5000006306,Consortium Agreement,Children's Service,Consortium Agreement,London Borough of Haringey,"£50,000.00",04/12/2013,03/12/2016,Quote,N/A
700019,Independent Review Officers  (IRO) - Cassie Hudson,Children's Service,Independent Review Officers  (IRO) - Cassie Hudson,Cassie Hudson,"£60,000.00",01/04/2014,31/03/2018,Part B,N/A
700022,Independent Review Officers  (IRO) - Jon Stroud,Children's Service,Independent Review Officers  (IRO) - Jon Stroud,Jon Stroud,"£80,000.00",01/04/2014,31/03/2018,Part B,N/A
5000006310,SEN Therapy,Children's Service,SEN,Whittington Hospital NHS Trust,"£40,500.00",01/10/2013,31/03/2016,Quote,N/A
5000001829,Nicholl Food Packaging,Children's Service,Nicholl Food Packaging,Nicholl Food Packaging Limited,"£25,000.00",01/04/2012,31/03/2016,Quote,N/A
5000006325,Child Placement (24 Seven Foster ),Children's Service,Child Placement (24 Seven Foster ),24 Seven Fostering Services,"£55,000.00",10/01/2014,31/03/2016,Quote,N/A
700021,Independent Review Officers  (IRO) -  Liz Castle,Children's Service,Independent Review Officers  (IRO) -  Liz Castle,Liz Castle,"£80,000.00",01/04/2014,31/03/2018,Part B,N/A
700020,Independent Review Officers  (IRO) - David Duncan,Children's Service,Independent Review Officers  (IRO) - David Duncan,David Duncan Ltd,"£80,000.00",01/04/2014,31/03/2018,Part B,N/A
5000005369,Independent Review Officers  (IRO) - Kay Sargent,Children's Service,Independent Review Officers  (IRO) - Kay Sargent,Independent Social Work Services,"£40,000.00",01/04/2014,31/03/2018,Part B,N/A
5000002876,SEN Pupil Transport,Children's Service,SEN Pupil Transport,Express cars t/a Bettas Cars Ltd,"£15,000.00",01/12/2013,31/03/2016,Quote,N/A
5000006355,IntegrIT Northgate School,Children's Service,IntegrIT Northgate School,IntegrIT Systems Ltd,"£19,060.00",01/01/2014,31/12/2017,Quote,N/A
5000006359,Care Place Management Info Systems,Children's Service,Care Place Management Info Systems,London Borough of Ealing,"£42,672.00",31/01/2014,31/03/2016,Quote,N/A
5000006207,Home Care Service Contract (Allied Healthcare),Children's Service,Home Care Service Contract (Allied Healthcare),Allied Healthcare,"£600,000.00",01/10/2013,30/09/2016,Part B,N/A
5000006208,Home Care Service Contract,Children's Service,Home Care Service Contract,Core Assets,"£600,000.00",01/10/2013,30/09/2016,Part B,N/A
5000006209,Home Care Service Contract (Dynamic People),Children's Service,Home Care Service Contract (Dynamic People),Dynamic People,"£600,000.00",01/10/2013,30/09/2016,Part B,N/A
5000006424,Child Placement (The Ryes College),Children's Service,On the Forward Plan,The Ryes College Ltd,"£393,800.00",24/01/2014,31/03/2016,Quote,N/A
5000006481,SEN education Placement,Children's Service,SEN education Placement,Hillcrest Autism Services Ltd,"£50,000.00",01/01/2014,31/03/2016,Quote,N/A
5000006447,Summerside Acoustic Improvements,Children's Service,Summerside Acoustic Improvements,Resonics,"£25,000.00",04/02/2014,31/01/2016,Quote,N/A
5000004397,Independent Social Work,Children's Service,Independent Social Work,Social Work South East Ltd,"£35,000.00",21/12/2012,10/03/2016,Quote,N/A
5000006611,Independent Social Work,Children's Service,Independent Social Work,Gabrielle Berelowitz,"£20,000.00",10/03/2014,10/03/2016,Quote,N/A
5000002557,Care Placements Contract,Children's Service,Placement of Children in care.,Children Of Colour Ltd,"£45,468.58",01/04/2010,31/03/2016,Quote,N/A
5000002544,Care Placements Contract,Children's Service,Placement of Children in care.,Anchor Foster Care Services Lt,"£141,681.88",01/04/2010,31/03/2016,Quote,N/A
5000002586,Care Placements Contract,Children's Service,Placement of Children in care.,Supported Fostering Servi,"£147,932.73",01/04/2010,31/03/2016,Quote,N/A
5000002558,Care Placements Contract,Children's Service,Placement of Children in care.,Ethelbert Specialist Homes,"£641,180.50",01/04/2010,31/03/2016,Quote,N/A
5000002574,Care Placements Contract,Children's Service,Placement of Children in care.,Link Fostering Agency Ltd,"£78,014.91",01/04/2010,31/03/2016,Quote,N/A
5000002752,SEN (King Alfred School),Children's Service,SEN Placement - NASS/ NON PROCUREMENT,King Alfred School,"£87,500.00",22/11/2012,31/03/2016,Quote,N/A
5000004774,SEN Palcement (St David s College),Children's Service,SEN Placement - NASS/ NON PROCUREMENT,St Davids College,"£40,000.00",01/04/2014,31/03/2016,Quote,N/A
5000004279,SEN Palcement (Salcombe Prep),Children's Service,SEN Placement - NASS/ NON PROCUREMENT,Salcombe Prep,"£40,000.00",01/04/2014,31/03/2016,Quote,N/A
5000004290,SEN Placement (Haberdashers),Children's Service,SEN Placement - NASS/ NON PROCUREMENT,Haberdashers Aske's School For Girls,"£40,000.00",01/04/2014,31/03/2016,Quote,N/A
5000002764,SEN Placement (Wellgrove),Children's Service,SEN Placement - NASS/ NON PROCUREMENT,Wellgrove School,"£40,000.00",01/04/2014,31/03/2016,Quote,N/A
5000003191,SEN Placement (Stormont),Children's Service,SEN Placement - NASS/ NON PROCUREMENT,Stormont School,"£40,000.00",01/04/2014,31/03/2016,Quote,N/A
5000002769,SEN Placement (Hendon Prep),Children's Service,SEN Placement - NASS/ NON PROCUREMENT,Hendon Preparatory,"£40,000.00",01/04/2014,31/03/2016,Quote,N/A
700041,Premier Partnership Training Framework,Children's Service,Premier Partnership Training Framework,Premier People Ltd,"£500,000.00",01/04/2014,31/07/2017,Framework,N/A
700042,"Child Social Care (Barford Park House, Beech Trees No 6)",Children's Service,"Child Social Care (Barford Park House, Beech Trees No 6)",Barford Park House Ltd (Beech Trees House No 6),"£202,000.00",01/04/2014,31/03/2016,Framework,N/A
5000002547,Care Placements Contract,Children's Service,Placement of Children in care.,The Beeches Uk Limited,"£189,325.83",01/04/2010,31/03/2016,ITT,N/A
700047,700047 Child Social Care (Leeds City Council),Children's Service,Child Social Care (Leeds City Council),Leeds County Council,"£71,050.00",27/05/2014,31/03/2016,SLA,N/A
700052,Advocacy Services,Children's Service,Advocacy Services,Barnardos,"£156,000.00",01/07/2013,30/06/2016,OJEU,N/A
700054,Child Social care (Caldecott Fostering ltd),Children's Service,Child Social care (Caldecott Fostering ltd),Caldecott Fostering Ltd,"£95,500.00",19/05/2014,31/03/2017,Framework,N/A
700184,Child Social Care (Heath Farm Family Services),Children's Service,Child Social Care (Heath Farm Family Services),Heath Farm Family Services,"£120,000.00",01/04/2012,31/03/2016,Framework,N/A
700034,Childrens Occupational Therapy (SEN),Children's Service,Childrens Occupational Therapy (SEN),Central London Community Healthcare,"£60,000.00",01/04/2013,31/03/2016,SLA,N/A
700412,700412I- Rational Uk Ltd,Children's Service,Rational Uk Ltd,Rational Uk Ltd,"£43,750.00",02/07/2014,31/12/2018,Other,N/A
700701,700701I- SEN Placement (West Thames College),Children's Service,SEN Placement (West Thames College),West Thames College,"£11,000.00",21/07/2014,31/03/2016,Framework,N/A
700732,3- Dimensions Care & School,Children's Service,3- Dimensions Care & School,3 - Dimensions Care & School,"£250,000.00",01/06/2014,31/07/2016,Framework,N/A
700313,700313 Child Social Care (National Fostering Agency),Children's Service,Child Social Care (National Fostering Agency),National Fostering Agency,"£150,000.00",01/04/2014,31/03/2016,Framework,N/A
700431,700431I- Child Social Care (Diverse UK Ltd),Children's Service,Child Social Care (Diverse UK Ltd),Diverse Care UK Ltd,"£83,500.00",30/06/2014,31/03/2016,Framework,N/A
700885,700885- Special Educational Needs ( West Herts College),Children's Service,Special Educational Needs ( West Herts College),West Herts College,"£15,000.00",05/08/2014,31/03/2016,Framework,N/A
700848,Child Social Care (Above Beyone Care),Children's Service,Child Social Care (Above Beyone Care),Above Beyond Care,"£35,500.00",30/04/2014,31/03/2016,Framework,N/A
700857,Child Social Care (Care 2 Share Ltd),Children's Service,Child Social Care (Care 2 Share Ltd),Care 2 Share Ltd,"£25,000.00",11/07/2014,31/03/2016,Framework,N/A
701117,701117- Child Social Care (Esland South Limited),Children's Service,Child Social Care (Esland South Limited),Esland South Limited,"£10,550.00",09/07/2014,31/03/2016,Other,N/A
701128,701128- Child Social Care (Talawa Fostering Services),Children's Service,Child Social Care (Talawa Fostering Services),Talawa Fostering Services,"£80,000.00",18/07/2014,31/03/2016,Other,N/A
700179,700179 SEN Residential Placement (Swalcliffe Parck School Trust),Children's Service,SEN Residential Placement (Swalcliffe Parck School Trust),Swalcliffe Park School Trust,"£40,000.00",01/04/2014,31/03/2016,SLA,N/A
701169,701169I- Child Social Care ( Saheena Saeed t/a Liberty House),Children's Service,Child Social Care ( Saheena Saeed t/a Liberty House),Saheena Saeed T/a Liberty House,"£140,000.00",30/09/2014,31/03/2016,Other,N/A
701159,Child Social Care,Children's Service,Child Social Care,Nottinghamshire County Council,"£156,800.00",26/09/2014,31/03/2016,Other,N/A
701175,Child Social Care (Forever Care Childrens Services Ltd),Children's Service,Child Social Care (Forever Care Childrens Services Ltd),Forever Care Childrens Services Ltd,"£118,000.00",08/10/2014,31/03/2016,Other,N/A
701176,Child Social Care (Rainbow Fostering Services Limited),Children's Service,Child Social Care (Rainbow Fostering Services Limited),Rainbow Fostering Services Ltd,"£80,000.00",10/10/2014,31/03/2017,Framework,N/A
701166,Secure Placement (Sheffield City Council),Children's Service,Secure Placement (Sheffield City Council),Sheffield City Council,"£59,100.00",29/09/2014,31/03/2016,Other,N/A
701177,SEN Placement (St Elizabeths),Children's Service,SEN Placement (St Elizabeths),St Elizabeths,"£360,000.00",01/09/2014,31/07/2016,Other,N/A
700822,SEN Placement (Swalcliffe Park School Trust),Children's Service,SEN Placement (Swalcliffe Park School Trust),Swalcliffe Park School Trust,"£20,000.00",01/04/2014,31/03/2016,Other,N/A
700072,Subscription Services (Ofsted),Children's Service,Subscription Services (Ofsted),Ofsted,"£25,000.00",01/04/2014,31/03/2017,SLA,N/A
700089,700089 Fleishman Europe Ltd,Children's Service,Fleishman Europe Ltd,fleishman europe ltd,"£199,000.00",01/08/2014,31/07/2018,ITT,N/A
701200,701200 - Kosher Food Services - Bakery Provisions,Children's Service,Kosher Food Services - Bakery Provisions,The Family Bread,"£80,000.00",02/08/2014,31/07/2018,ITT,N/A
701202,NASS SEN Placement (Hackney Community College),Children's Service,NASS SEN Placement (Hackney Community College),Hackney Community College,"£24,666.00",27/11/2014,31/03/2016,ITT,N/A
701198,Speech and Language Therapy- Section 75 ( NHS Barnet CCG ),Children's Service,Speech and Language Therapy- Section 75 ( NHS Barnet CCG ),NHS Barnet CCG,"£880,000.00",01/04/2014,31/08/2016,ITT,N/A
701194,Transport Services (S.P Coaches),Children's Service,Transport Services (S.P Coaches),S.P Coaches,"£13,000.00",12/11/2014,31/03/2016,ITT,N/A
701203,701203 Kosher Foods - Grocery Provisions,Children's Service,Kosher Foods - Grocery Provisions,sova foods wholesale ltd,"£300,000.00",02/08/2014,31/07/2018,OJEU,N/A
701206,701206i- Semi-Independent Accomodation (Stonham Home),Children's Service,Semi-Independent Accomodation (Stonham Home),Stonham Home,"£100,000.00",02/12/2014,31/03/2016,Other,N/A
701204,Child Residential Care (Bryn Care Limited),Children's Service,Child Residential Care (Bryn Care Limited),Bryn Melyn Care Limited,"£128,000.00",07/10/2014,31/03/2016,Other,N/A
701216,Child Social Care (The London Borough of Camden),Children's Service,Child Social Care (The London Borough of Camden),London Borough of Camden,"£25,000.00",01/12/2014,31/03/2016,SLA,N/A
701222,Child Social Care (West Sussex County Council),Children's Service,Child Social Care (West Sussex County Council),West Sussex County Council,"£40,000.00",28/10/2014,31/03/2017,Other,N/A
701218,College of North West London (NASSB SEN Placement),Children's Service,College of North West London (NASSB SEN Placement),College of North West London,"£21,847.00",02/12/2014,31/03/2016,Other,N/A
701210,Sheltered Plus ( Origin Housing Ltd ),Children's Service,Sheltered Plus ( Origin Housing Ltd ),Origin Housing Ltd,"£123,153.33",06/10/2014,31/03/2017,Other,N/A
701208,Special Educational Needs Placement (Fairley House),Children's Service,Special Educational Needs Placement (Fairley House),Failey House,"£160,000.00",27/11/2014,31/03/2016,Other,N/A
701207,Special Educational Needs Placement (St Marys School),Children's Service,Special Educational Needs Placement (St Marys School),St Marys School,"£30,000.00",12/11/2014,31/03/2016,Other,N/A
701219,Stanmore College (NASS SEN Placement),Children's Service,Stanmore College (NASS SEN Placement),Stanmore College,"£27,000.00",02/12/2014,31/03/2016,Other,N/A
700013,700013 Youth Homelessness,Children's Service,Youth Homelessness,Centrepoint Soho,"£481,238.55",01/04/2015,31/03/2018,ITT,N/A
701228,701228I - 5000002568i - Hillcrest Childrens Services Limited.,Children's Service,Hillcrest Childrens Services Limited.,Hillcrest Childrens Services Ltd,"£466,481.00",02/12/2014,31/03/2016,ITT,N/A
701231,701231i- Fostering For You Ltd,Children's Service,Fostering For You Ltd,Fostering For You Ltd,"£40,000.00",12/12/2014,31/03/2016,ITT,N/A
701234,St Piers College (Yound Epilepsy),Children's Service,St Piers College (Yound Epilepsy),St Piers College,"£336,872.00",01/01/2015,31/07/2017,ITT,N/A
701238,"Fresh N Fruity (UK) - Supply of Fresh Fruit, vegetables, potatoes and salad",Children's Service,"Fresh N Fruity (UK) - Supply of Fresh Fruit, vegetables, potatoes and salad",Fresh N Fruity (UK),"£1,310,000.00",21/10/2014,20/10/2016,ITT,N/A
701201,701201 Kosher Foods - Frozen Foods,Children's Service,Kosher Foods - Frozen Foods,Hatov,"£180,000.00",02/08/2014,31/07/2018,ITT,N/A
701258,701258- Child Social Care (Hexagon Care Services Ltd),Children's Service,Child Social Care (Hexagon Care Services Ltd),Hexagon Care Services Ltd,"£75,000.00",19/02/2015,31/03/2016,ITT,N/A
701269,"CAMHS 2014-15 (Barnet, Enfield & Haringey Mental Health Trust)",Children's Service,"CAMHS 2014-15 (Barnet, Enfield & Haringey Mental Health Trust)",Barnet Enfield & Haringey,"£970,000.00",01/04/2014,31/03/2016,ITT,N/A
701270,CLCH (Occupational Therapy) (CS),Children's Service,CLCH (Occupational Therapy) (CS),Central London Community Healthcare Nhs Trust,"£60,000.00",01/04/2014,31/03/2016,ITT,N/A
701262,Independent Social Work (Tailored Independent Support Ltd),Children's Service,Independent Social Work (Tailored Independent Support Ltd),Tailored Independent Support Ltd,"£20,000.00",07/01/2015,07/01/2018,ITT,N/A
701272,The London Borough of Haringey (MOU),Children's Service,The London Borough of Haringey (MOU),The London Borough of Haringey,"£122,000.00",13/03/2015,31/03/2016,ITT,N/A
5000005794,The Breslaff Centre (Non-procurement),Children's Service,Court Ordered,The Breslaff Centre,"£41,000.00",06/09/2013,31/03/2016,ITT,N/A
